ID;VormenVanJeugdzorg;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;GemeentelijkeToegang_10;Huisarts_11;Jeugdarts_12;GecertificeerdeInstelling_13;MedischSpecialist_14;RechterOfficierVanJustitie_15;GeenVerwijzer_16;VerwijzerOnbekend_17;Gemeentenaam_18;SoortRegio_19;Codering_20;IndelingswijzigingWijken_21
1348;Totaal alle jeugdzorg in natura;Berkelland;2e halfjaar 2021;895.0;55.0;465.0;365.0;15.0;220.0;600.0;80.0;1340.0;610.0;335.0;30.0;95.0;50.0;;105.0;;Berkelland                              ;Gemeente ;GM1859    ;
1349;Totaal alle jeugdzorg in natura;Berkelland;2021;1085.0;55.0;550.0;455.0;25.0;250.0;745.0;90.0;1730.0;755.0;485.0;40.0;125.0;70.0;;115.0;;Berkelland                              ;Gemeente ;GM1859    ;
1350;Totaal alle jeugdzorg in natura;Wijk 00 Borculo;1e halfjaar 2021;180.0;;95.0;75.0;;30.0;130.0;15.0;250.0;100.0;85.0;;15.0;;;25.0;;Berkelland                              ;Wijk     ;WK185900  ;1.0
1351;Totaal alle jeugdzorg in natura;Wijk 00 Borculo;2e halfjaar 2021;180.0;;95.0;75.0;;30.0;130.0;20.0;245.0;100.0;75.0;;20.0;;;25.0;;Berkelland                              ;Wijk     ;WK185900  ;1.0
1352;Totaal alle jeugdzorg in natura;Wijk 00 Borculo;2021;220.0;;115.0;95.0;;40.0;160.0;20.0;315.0;130.0;105.0;;25.0;10.0;;25.0;;Berkelland                              ;Wijk     ;WK185900  ;1.0
1353;Totaal alle jeugdzorg in natura;Wijk 01 Eibergen;1e halfjaar 2021;240.0;15.0;115.0;105.0;;60.0;160.0;20.0;370.0;135.0;125.0;10.0;30.0;20.0;;30.0;;Berkelland                              ;Wijk     ;WK185901  ;1.0
1354;Totaal alle jeugdzorg in natura;Wijk 01 Eibergen;2e halfjaar 2021;220.0;20.0;105.0;95.0;;55.0;150.0;15.0;350.0;135.0;110.0;10.0;25.0;15.0;;30.0;;Berkelland                              ;Wijk     ;WK185901  ;1.0
1355;Totaal alle jeugdzorg in natura;Wijk 01 Eibergen;2021;270.0;20.0;130.0;120.0;;70.0;185.0;15.0;455.0;180.0;150.0;10.0;35.0;20.0;;35.0;;Berkelland                              ;Wijk     ;WK185901  ;1.0
1356;Totaal alle jeugdzorg in natura;Wijk 02 Beltrum;1e halfjaar 2021;20.0;;15.0;;;;20.0;;35.0;20.0;;;;;;;;Berkelland                              ;Wijk     ;WK185902  ;1.0
1357;Totaal alle jeugdzorg in natura;Wijk 02 Beltrum;2e halfjaar 2021;20.0;;15.0;;;;20.0;;35.0;20.0;;;;;;;;Berkelland                              ;Wijk     ;WK185902  ;1.0
1358;Totaal alle jeugdzorg in natura;Wijk 02 Beltrum;2021;25.0;;15.0;10.0;;;20.0;;40.0;20.0;10.0;;;;;;;Berkelland                              ;Wijk     ;WK185902  ;1.0
1359;Totaal alle jeugdzorg in natura;Wijk 03 Neede;1e halfjaar 2021;190.0;10.0;85.0;90.0;;45.0;120.0;20.0;300.0;125.0;85.0;10.0;25.0;15.0;;20.0;;Berkelland                              ;Wijk     ;WK185903  ;1.0
1360;Totaal alle jeugdzorg in natura;Wijk 03 Neede;2e halfjaar 2021;185.0;20.0;90.0;75.0;;55.0;110.0;20.0;280.0;125.0;80.0;10.0;20.0;10.0;;15.0;;Berkelland                              ;Wijk     ;WK185903  ;1.0
1361;Totaal alle jeugdzorg in natura;Wijk 03 Neede;2021;230.0;20.0;105.0;100.0;;60.0;145.0;20.0;380.0;160.0;115.0;15.0;25.0;20.0;;20.0;;Berkelland                              ;Wijk     ;WK185903  ;1.0
1362;Totaal alle jeugdzorg in natura;Wijk 04 Ruurlo;1e halfjaar 2021;125.0;;60.0;60.0;;25.0;95.0;;165.0;85.0;45.0;;;10.0;;15.0;;Berkelland                              ;Wijk     ;WK185904  ;1.0
1363;Totaal alle jeugdzorg in natura;Wijk 04 Ruurlo;2e halfjaar 2021;120.0;;60.0;50.0;;25.0;95.0;;165.0;85.0;40.0;;;10.0;;15.0;;Berkelland                              ;Wijk     ;WK185904  ;1.0
1364;Totaal alle jeugdzorg in natura;Wijk 04 Ruurlo;2021;145.0;;75.0;65.0;;30.0;115.0;;210.0;105.0;60.0;;;10.0;;20.0;;Berkelland                              ;Wijk     ;WK185904  ;1.0
1365;Totaal alle jeugdzorg in natura;Bernheze;1e halfjaar 2021;680.0;40.0;350.0;280.0;;225.0;420.0;35.0;1000.0;235.0;255.0;;60.0;30.0;;365.0;;Bernheze                                ;Gemeente ;GM1721    ;
1366;Totaal alle jeugdzorg in natura;Bernheze;2e halfjaar 2021;660.0;55.0;350.0;255.0;;220.0;410.0;30.0;955.0;255.0;235.0;10.0;50.0;35.0;;315.0;;Bernheze                                ;Gemeente ;GM1721    ;
1367;Totaal alle jeugdzorg in natura;Bernheze;2021;825.0;65.0;430.0;325.0;10.0;285.0;505.0;35.0;1290.0;305.0;325.0;10.0;75.0;40.0;;475.0;;Bernheze                                ;Gemeente ;GM1721    ;
1368;Totaal alle jeugdzorg in natura;Kern Heesch;1e halfjaar 2021;300.0;20.0;150.0;125.0;;105.0;185.0;10.0;445.0;90.0;125.0;;20.0;15.0;;170.0;;Bernheze                                ;Wijk     ;WK172101  ;1.0
1369;Totaal alle jeugdzorg in natura;Kern Heesch;2e halfjaar 2021;285.0;25.0;150.0;110.0;;105.0;180.0;;410.0;105.0;105.0;;15.0;15.0;;150.0;;Bernheze                                ;Wijk     ;WK172101  ;1.0
1370;Totaal alle jeugdzorg in natura;Kern Heesch;2021;355.0;30.0;180.0;140.0;;135.0;220.0;;565.0;125.0;150.0;;25.0;20.0;;220.0;;Bernheze                                ;Wijk     ;WK172101  ;1.0
1371;Totaal alle jeugdzorg in natura;Kern Heeswijk-Dinther;1e halfjaar 2021;110.0;10.0;60.0;40.0;;40.0;70.0;;165.0;45.0;45.0;;;;;60.0;;Bernheze                                ;Wijk     ;WK172102  ;1.0
1372;Totaal alle jeugdzorg in natura;Kern Heeswijk-Dinther;2e halfjaar 2021;115.0;;60.0;45.0;;35.0;75.0;;165.0;40.0;55.0;;;;;55.0;;Bernheze                                ;Wijk     ;WK172102  ;1.0
1373;Totaal alle jeugdzorg in natura;Kern Heeswijk-Dinther;2021;145.0;10.0;75.0;55.0;;50.0;95.0;;220.0;55.0;70.0;;;;;80.0;;Bernheze                                ;Wijk     ;WK172102  ;1.0
1374;Totaal alle jeugdzorg in natura;Kern Nistelrode;1e halfjaar 2021;105.0;;60.0;40.0;;35.0;65.0;;165.0;45.0;35.0;;15.0;;;60.0;;Bernheze                                ;Wijk     ;WK172103  ;1.0
1375;Totaal alle jeugdzorg in natura;Kern Nistelrode;2e halfjaar 2021;95.0;10.0;55.0;35.0;;40.0;55.0;;150.0;45.0;25.0;;15.0;;;50.0;;Bernheze                                ;Wijk     ;WK172103  ;1.0
1376;Totaal alle jeugdzorg in natura;Kern Nistelrode;2021;120.0;10.0;65.0;45.0;;45.0;70.0;;205.0;55.0;40.0;;15.0;;;75.0;;Bernheze                                ;Wijk     ;WK172103  ;1.0
1377;Totaal alle jeugdzorg in natura;Buitengebied Heesch;1e halfjaar 2021;20.0;;10.0;10.0;;;15.0;;30.0;;10.0;;;;;10.0;;Bernheze                                ;Wijk     ;WK172104  ;1.0
1378;Totaal alle jeugdzorg in natura;Buitengebied Heesch;2e halfjaar 2021;20.0;;;10.0;;;10.0;;25.0;;10.0;;;;;10.0;;Bernheze                                ;Wijk     ;WK172104  ;1.0
1379;Totaal alle jeugdzorg in natura;Buitengebied Heesch;2021;25.0;;10.0;15.0;;;15.0;;40.0;;15.0;;;;;15.0;;Bernheze                                ;Wijk     ;WK172104  ;1.0
1380;Totaal alle jeugdzorg in natura;Buitengebied Heeswijk-Dinther;1e halfjaar 2021;60.0;;30.0;25.0;;20.0;35.0;;75.0;15.0;15.0;;;;;35.0;;Bernheze                                ;Wijk     ;WK172105  ;1.0
1381;Totaal alle jeugdzorg in natura;Buitengebied Heeswijk-Dinther;2e halfjaar 2021;60.0;;35.0;20.0;;20.0;35.0;;75.0;25.0;15.0;;;;;30.0;;Bernheze                                ;Wijk     ;WK172105  ;1.0
1382;Totaal alle jeugdzorg in natura;Buitengebied Heeswijk-Dinther;2021;75.0;;45.0;30.0;;25.0;45.0;;100.0;25.0;20.0;;;;;45.0;;Bernheze                                ;Wijk     ;WK172105  ;1.0
1383;Totaal alle jeugdzorg in natura;Buitengebied Nistelrode;1e halfjaar 2021;50.0;;25.0;20.0;;10.0;30.0;10.0;75.0;15.0;15.0;;;;;25.0;;Bernheze                                ;Wijk     ;WK172106  ;1.0
1384;Totaal alle jeugdzorg in natura;Buitengebied Nistelrode;2e halfjaar 2021;45.0;;30.0;10.0;;10.0;30.0;10.0;75.0;20.0;10.0;;10.0;;;20.0;;Bernheze                                ;Wijk     ;WK172106  ;1.0
1385;Totaal alle jeugdzorg in natura;Buitengebied Nistelrode;2021;55.0;;35.0;15.0;;10.0;35.0;10.0;95.0;25.0;15.0;;10.0;;;35.0;;Bernheze                                ;Wijk     ;WK172106  ;1.0
1386;Totaal alle jeugdzorg in natura;Best;1e halfjaar 2021;705.0;20.0;310.0;300.0;75.0;185.0;485.0;35.0;885.0;315.0;405.0;30.0;50.0;30.0;;;;Best                                    ;Gemeente ;GM0753    ;
1387;Totaal alle jeugdzorg in natura;Best;2e halfjaar 2021;740.0;35.0;335.0;300.0;70.0;190.0;510.0;40.0;940.0;355.0;410.0;45.0;45.0;30.0;;10.0;;Best                                    ;Gemeente ;GM0753    ;
1388;Totaal alle jeugdzorg in natura;Best;2021;850.0;35.0;395.0;345.0;70.0;215.0;595.0;40.0;1155.0;435.0;505.0;50.0;60.0;35.0;;15.0;;Best                                    ;Gemeente ;GM0753    ;
1389;Totaal alle jeugdzorg in natura;Wijk 00 Best;1e halfjaar 2021;655.0;20.0;285.0;280.0;70.0;170.0;450.0;35.0;815.0;270.0;390.0;30.0;45.0;30.0;;;;Best                                    ;Wijk     ;WK075300  ;1.0
1390;Totaal alle jeugdzorg in natura;Wijk 00 Best;2e halfjaar 2021;680.0;25.0;310.0;280.0;65.0;170.0;475.0;35.0;860.0;300.0;395.0;40.0;45.0;30.0;;10.0;;Best                                    ;Wijk     ;WK075300  ;1.0
1391;Totaal alle jeugdzorg in natura;Wijk 00 Best;2021;780.0;25.0;365.0;320.0;65.0;195.0;550.0;35.0;1055.0;370.0;485.0;50.0;55.0;35.0;;10.0;;Best                                    ;Wijk     ;WK075300  ;1.0
1392;Totaal alle jeugdzorg in natura;Beuningen;1e halfjaar 2021;600.0;35.0;310.0;235.0;20.0;145.0;410.0;50.0;940.0;245.0;470.0;10.0;75.0;65.0;;;;Beuningen                               ;Gemeente ;GM0209    ;
1393;Totaal alle jeugdzorg in natura;Beuningen;2e halfjaar 2021;605.0;45.0;315.0;225.0;15.0;150.0;405.0;50.0;920.0;265.0;430.0;15.0;70.0;70.0;;;;Beuningen                               ;Gemeente ;GM0209    ;
1394;Totaal alle jeugdzorg in natura;Beuningen;2021;710.0;50.0;365.0;275.0;20.0;170.0;485.0;50.0;1155.0;315.0;575.0;15.0;80.0;85.0;;;;Beuningen                               ;Gemeente ;GM0209    ;
1395;Totaal alle jeugdzorg in natura;Beuningen;1e halfjaar 2021;370.0;25.0;190.0;145.0;10.0;90.0;260.0;15.0;550.0;135.0;305.0;;45.0;45.0;;;;Beuningen                               ;Wijk     ;WK020901  ;1.0
1396;Totaal alle jeugdzorg in natura;Beuningen;2e halfjaar 2021;360.0;30.0;190.0;130.0;10.0;90.0;255.0;20.0;545.0;150.0;280.0;10.0;40.0;45.0;;;;Beuningen                               ;Wijk     ;WK020901  ;1.0
1397;Totaal alle jeugdzorg in natura;Beuningen;2021;435.0;35.0;225.0;165.0;10.0;105.0;310.0;20.0;685.0;180.0;375.0;10.0;45.0;60.0;;;;Beuningen                               ;Wijk     ;WK020901  ;1.0
1398;Totaal alle jeugdzorg in natura;Ewijk;1e halfjaar 2021;95.0;;55.0;30.0;;20.0;65.0;10.0;155.0;40.0;80.0;;15.0;;;;;Beuningen                               ;Wijk     ;WK020902  ;1.0
1399;Totaal alle jeugdzorg in natura;Ewijk;2e halfjaar 2021;100.0;;60.0;35.0;;20.0;70.0;10.0;150.0;45.0;75.0;;15.0;10.0;;;;Beuningen                               ;Wijk     ;WK020902  ;1.0
1400;Totaal alle jeugdzorg in natura;Ewijk;2021;115.0;;65.0;40.0;;25.0;80.0;10.0;195.0;55.0;100.0;;15.0;10.0;;;;Beuningen                               ;Wijk     ;WK020902  ;1.0
1401;Totaal alle jeugdzorg in natura;Weurt;1e halfjaar 2021;60.0;;30.0;25.0;;10.0;40.0;10.0;100.0;35.0;40.0;;10.0;;;;;Beuningen                               ;Wijk     ;WK020903  ;1.0
1402;Totaal alle jeugdzorg in natura;Weurt;2e halfjaar 2021;65.0;;35.0;20.0;;10.0;40.0;10.0;95.0;30.0;40.0;;10.0;;;;;Beuningen                               ;Wijk     ;WK020903  ;1.0
1403;Totaal alle jeugdzorg in natura;Weurt;2021;70.0;;35.0;25.0;;15.0;45.0;10.0;115.0;40.0;45.0;;10.0;;;;;Beuningen                               ;Wijk     ;WK020903  ;1.0
1404;Totaal alle jeugdzorg in natura;Winssen;1e halfjaar 2021;35.0;;20.0;10.0;;;25.0;;45.0;15.0;20.0;;;;;;;Beuningen                               ;Wijk     ;WK020904  ;1.0
1405;Totaal alle jeugdzorg in natura;Winssen;2e halfjaar 2021;30.0;;15.0;10.0;;;20.0;;35.0;15.0;15.0;;;;;;;Beuningen                               ;Wijk     ;WK020904  ;1.0
1406;Totaal alle jeugdzorg in natura;Winssen;2021;40.0;;20.0;15.0;;10.0;25.0;;55.0;20.0;25.0;;;;;;;Beuningen                               ;Wijk     ;WK020904  ;1.0
1407;Totaal alle jeugdzorg in natura;Beverwijk;1e halfjaar 2021;1020.0;55.0;505.0;425.0;35.0;280.0;650.0;90.0;1395.0;350.0;570.0;75.0;225.0;40.0;;20.0;;Beverwijk                               ;Gemeente ;GM0375    ;
1408;Totaal alle jeugdzorg in natura;Beverwijk;2e halfjaar 2021;1010.0;65.0;505.0;410.0;25.0;285.0;640.0;85.0;1405.0;360.0;575.0;80.0;215.0;40.0;;15.0;;Beverwijk                               ;Gemeente ;GM0375    ;
1409;Totaal alle jeugdzorg in natura;Beverwijk;2021;1190.0;75.0;590.0;495.0;35.0;335.0;765.0;90.0;1715.0;425.0;715.0;95.0;265.0;50.0;;20.0;;Beverwijk                               ;Gemeente ;GM0375    ;
1410;Totaal alle jeugdzorg in natura;Centrum;1e halfjaar 2021;130.0;10.0;65.0;55.0;;40.0;75.0;15.0;195.0;40.0;70.0;10.0;30.0;10.0;;;;Beverwijk                               ;Wijk     ;WK037500  ;1.0
1411;Totaal alle jeugdzorg in natura;Centrum;2e halfjaar 2021;115.0;;60.0;40.0;;35.0;65.0;15.0;175.0;40.0;60.0;10.0;25.0;10.0;;;;Beverwijk                               ;Wijk     ;WK037500  ;1.0
1412;Totaal alle jeugdzorg in natura;Centrum;2021;140.0;10.0;65.0;60.0;;40.0;80.0;15.0;220.0;50.0;85.0;10.0;35.0;10.0;;;;Beverwijk                               ;Wijk     ;WK037500  ;1.0
1413;Totaal alle jeugdzorg in natura;Vondelkwartier;1e halfjaar 2021;70.0;;30.0;35.0;;10.0;55.0;;80.0;10.0;50.0;;10.0;;;;;Beverwijk                               ;Wijk     ;WK037501  ;1.0
1414;Totaal alle jeugdzorg in natura;Vondelkwartier;2e halfjaar 2021;55.0;;25.0;30.0;;10.0;45.0;;70.0;;45.0;;10.0;;;;;Beverwijk                               ;Wijk     ;WK037501  ;1.0
1415;Totaal alle jeugdzorg in natura;Vondelkwartier;2021;75.0;;35.0;40.0;;10.0;60.0;;95.0;10.0;60.0;;10.0;;;;;Beverwijk                               ;Wijk     ;WK037501  ;1.0
1416;Totaal alle jeugdzorg in natura;Oranjebuurt;1e halfjaar 2021;45.0;;20.0;20.0;;10.0;30.0;;60.0;20.0;30.0;;;;;;;Beverwijk                               ;Wijk     ;WK037502  ;1.0
1417;Totaal alle jeugdzorg in natura;Oranjebuurt;2e halfjaar 2021;40.0;;15.0;20.0;;10.0;25.0;;60.0;20.0;25.0;;;;;;;Beverwijk                               ;Wijk     ;WK037502  ;1.0
1418;Totaal alle jeugdzorg in natura;Oranjebuurt;2021;45.0;;20.0;25.0;;10.0;30.0;;70.0;25.0;30.0;;;;;;;Beverwijk                               ;Wijk     ;WK037502  ;1.0
1419;Totaal alle jeugdzorg in natura;Kuenenkwartier;1e halfjaar 2021;115.0;;55.0;50.0;;40.0;60.0;15.0;165.0;40.0;65.0;10.0;25.0;;;;;Beverwijk                               ;Wijk     ;WK037503  ;1.0
1420;Totaal alle jeugdzorg in natura;Kuenenkwartier;2e halfjaar 2021;120.0;10.0;60.0;40.0;;45.0;65.0;10.0;185.0;45.0;70.0;15.0;25.0;;;;;Beverwijk                               ;Wijk     ;WK037503  ;1.0
1421;Totaal alle jeugdzorg in natura;Kuenenkwartier;2021;135.0;10.0;70.0;55.0;;50.0;75.0;10.0;210.0;50.0;80.0;15.0;30.0;10.0;;;;Beverwijk                               ;Wijk     ;WK037503  ;1.0
1422;Totaal alle jeugdzorg in natura;Warande;1e halfjaar 2021;25.0;;10.0;10.0;;;15.0;;30.0;;20.0;;;;;;;Beverwijk                               ;Wijk     ;WK037504  ;1.0
1423;Totaal alle jeugdzorg in natura;Warande;2e halfjaar 2021;25.0;;15.0;10.0;;;20.0;;25.0;10.0;15.0;;;;;;;Beverwijk                               ;Wijk     ;WK037504  ;1.0
1424;Totaal alle jeugdzorg in natura;Warande;2021;30.0;;20.0;10.0;;;25.0;;40.0;10.0;25.0;;;;;;;Beverwijk                               ;Wijk     ;WK037504  ;1.0
1425;Totaal alle jeugdzorg in natura;Noordwestelijk tuinbouwgebied;1e halfjaar 2021;45.0;;30.0;15.0;;;35.0;;55.0;15.0;25.0;;10.0;;;;;Beverwijk                               ;Wijk     ;WK037505  ;1.0
1426;Totaal alle jeugdzorg in natura;Noordwestelijk tuinbouwgebied;2e halfjaar 2021;50.0;;30.0;20.0;;10.0;40.0;;65.0;20.0;30.0;;;;;;;Beverwijk                               ;Wijk     ;WK037505  ;1.0
1427;Totaal alle jeugdzorg in natura;Noordwestelijk tuinbouwgebied;2021;60.0;;35.0;20.0;;10.0;45.0;;75.0;20.0;35.0;;10.0;;;;;Beverwijk                               ;Wijk     ;WK037505  ;1.0
1428;Totaal alle jeugdzorg in natura;Oosterwijk en Zwaansmeer;1e halfjaar 2021;145.0;;70.0;60.0;10.0;60.0;70.0;15.0;200.0;50.0;80.0;10.0;35.0;;;;;Beverwijk                               ;Wijk     ;WK037506  ;1.0
1429;Totaal alle jeugdzorg in natura;Oosterwijk en Zwaansmeer;2e halfjaar 2021;140.0;10.0;65.0;55.0;;60.0;65.0;15.0;200.0;55.0;80.0;10.0;40.0;;;;;Beverwijk                               ;Wijk     ;WK037506  ;1.0
1430;Totaal alle jeugdzorg in natura;Oosterwijk en Zwaansmeer;2021;170.0;10.0;80.0;70.0;10.0;75.0;75.0;20.0;260.0;65.0;105.0;10.0;50.0;;;;;Beverwijk                               ;Wijk     ;WK037506  ;1.0
1431;Totaal alle jeugdzorg in natura;Meerestein;1e halfjaar 2021;105.0;10.0;45.0;45.0;;40.0;55.0;10.0;145.0;40.0;40.0;15.0;25.0;;;;;Beverwijk                               ;Wijk     ;WK037507  ;1.0
1432;Totaal alle jeugdzorg in natura;Meerestein;2e halfjaar 2021;110.0;10.0;50.0;50.0;;45.0;55.0;;150.0;45.0;55.0;10.0;20.0;;;;;Beverwijk                               ;Wijk     ;WK037507  ;1.0
1433;Totaal alle jeugdzorg in natura;Meerestein;2021;130.0;10.0;60.0;60.0;;50.0;75.0;10.0;185.0;50.0;65.0;15.0;30.0;;;;;Beverwijk                               ;Wijk     ;WK037507  ;1.0
1434;Totaal alle jeugdzorg in natura;Wijk aan Zee;1e halfjaar 2021;25.0;;10.0;15.0;;;20.0;;35.0;;20.0;;10.0;;;;;Beverwijk                               ;Wijk     ;WK037508  ;1.0
1435;Totaal alle jeugdzorg in natura;Wijk aan Zee;2e halfjaar 2021;25.0;;15.0;15.0;;;15.0;;35.0;;15.0;;10.0;;;;;Beverwijk                               ;Wijk     ;WK037508  ;1.0
1436;Totaal alle jeugdzorg in natura;Wijk aan Zee;2021;35.0;;15.0;20.0;;10.0;25.0;;50.0;;25.0;;10.0;;;;;Beverwijk                               ;Wijk     ;WK037508  ;1.0
1437;Totaal alle jeugdzorg in natura;de Pijp en Wijkerbroek;1e halfjaar 2021;;;;;;;;;;;;;;;;;;Beverwijk                               ;Wijk     ;WK037509  ;1.0
1438;Totaal alle jeugdzorg in natura;de Pijp en Wijkerbroek;2e halfjaar 2021;;;;;;;;;;;;;;;;;;Beverwijk                               ;Wijk     ;WK037509  ;1.0
1439;Totaal alle jeugdzorg in natura;de Pijp en Wijkerbroek;2021;;;;;;;;;;;;;;;;;;Beverwijk                               ;Wijk     ;WK037509  ;1.0
1440;Totaal alle jeugdzorg in natura;Broekpolder;1e halfjaar 2021;215.0;10.0;120.0;80.0;;25.0;180.0;10.0;270.0;50.0;145.0;15.0;35.0;;;;;Beverwijk                               ;Wijk     ;WK037510  ;1.0
1441;Totaal alle jeugdzorg in natura;Broekpolder;2e halfjaar 2021;215.0;10.0;115.0;85.0;;30.0;175.0;10.0;265.0;40.0;155.0;20.0;30.0;;;;;Beverwijk                               ;Wijk     ;WK037510  ;1.0
1442;Totaal alle jeugdzorg in natura;Broekpolder;2021;255.0;15.0;140.0;95.0;;30.0;210.0;10.0;325.0;55.0;180.0;20.0;40.0;10.0;;;;Beverwijk                               ;Wijk     ;WK037510  ;1.0
1443;Totaal alle jeugdzorg in natura;De Bilt;1e halfjaar 2021;1130.0;35.0;490.0;530.0;75.0;290.0;795.0;50.0;1575.0;420.0;755.0;30.0;70.0;60.0;;70.0;70.0;De Bilt                                 ;Gemeente ;GM0310    ;
1444;Totaal alle jeugdzorg in natura;De Bilt;2e halfjaar 2021;1250.0;45.0;545.0;590.0;75.0;310.0;890.0;50.0;1720.0;460.0;860.0;30.0;65.0;55.0;;70.0;85.0;De Bilt                                 ;Gemeente ;GM0310    ;
1445;Totaal alle jeugdzorg in natura;De Bilt;2021;1370.0;50.0;605.0;640.0;75.0;340.0;975.0;55.0;2000.0;555.0;965.0;35.0;85.0;70.0;;85.0;90.0;De Bilt                                 ;Gemeente ;GM0310    ;
1446;Totaal alle jeugdzorg in natura;Westbroek;1e halfjaar 2021;20.0;;;10.0;;;15.0;;30.0;;15.0;;;;;;;De Bilt                                 ;Wijk     ;WK031001  ;1.0
1447;Totaal alle jeugdzorg in natura;Westbroek;2e halfjaar 2021;25.0;;15.0;10.0;;;25.0;;35.0;;25.0;;;;;;;De Bilt                                 ;Wijk     ;WK031001  ;1.0
1448;Totaal alle jeugdzorg in natura;Westbroek;2021;30.0;;15.0;10.0;;;25.0;;40.0;10.0;25.0;;;;;;;De Bilt                                 ;Wijk     ;WK031001  ;1.0
1449;Totaal alle jeugdzorg in natura;Hollandsche Rading;1e halfjaar 2021;30.0;;10.0;15.0;;;20.0;;45.0;10.0;20.0;;;;;;;De Bilt                                 ;Wijk     ;WK031002  ;1.0
1450;Totaal alle jeugdzorg in natura;Hollandsche Rading;2e halfjaar 2021;30.0;;10.0;15.0;;10.0;20.0;;45.0;10.0;25.0;;;;;;;De Bilt                                 ;Wijk     ;WK031002  ;1.0
1451;Totaal alle jeugdzorg in natura;Hollandsche Rading;2021;35.0;;15.0;15.0;;10.0;25.0;;55.0;10.0;30.0;;;;;;;De Bilt                                 ;Wijk     ;WK031002  ;1.0
1452;Totaal alle jeugdzorg in natura;Maartensdijk;1e halfjaar 2021;135.0;;55.0;60.0;20.0;30.0;100.0;;175.0;35.0;100.0;;;;;10.0;15.0;De Bilt                                 ;Wijk     ;WK031003  ;1.0
1453;Totaal alle jeugdzorg in natura;Maartensdijk;2e halfjaar 2021;155.0;;60.0;70.0;20.0;35.0;110.0;10.0;190.0;35.0;105.0;;;;;10.0;15.0;De Bilt                                 ;Wijk     ;WK031003  ;1.0
1454;Totaal alle jeugdzorg in natura;Maartensdijk;2021;165.0;;65.0;70.0;20.0;40.0;115.0;10.0;220.0;45.0;120.0;;10.0;;;10.0;15.0;De Bilt                                 ;Wijk     ;WK031003  ;1.0
1455;Totaal alle jeugdzorg in natura;Groenekan;1e halfjaar 2021;55.0;;15.0;35.0;;;50.0;;70.0;15.0;50.0;;;;;;;De Bilt                                 ;Wijk     ;WK031004  ;1.0
1456;Totaal alle jeugdzorg in natura;Groenekan;2e halfjaar 2021;55.0;;20.0;30.0;;;50.0;;80.0;20.0;50.0;;;;;;;De Bilt                                 ;Wijk     ;WK031004  ;1.0
1457;Totaal alle jeugdzorg in natura;Groenekan;2021;60.0;;20.0;35.0;;;50.0;;85.0;25.0;55.0;;;;;;;De Bilt                                 ;Wijk     ;WK031004  ;1.0
1458;Totaal alle jeugdzorg in natura;De Leijen;1e halfjaar 2021;110.0;;50.0;50.0;;40.0;70.0;;165.0;45.0;70.0;;;;;10.0;10.0;De Bilt                                 ;Wijk     ;WK031005  ;1.0
1459;Totaal alle jeugdzorg in natura;De Leijen;2e halfjaar 2021;130.0;;65.0;50.0;;40.0;85.0;;185.0;55.0;80.0;;;;;10.0;15.0;De Bilt                                 ;Wijk     ;WK031005  ;1.0
1460;Totaal alle jeugdzorg in natura;De Leijen;2021;140.0;10.0;70.0;60.0;;45.0;90.0;;210.0;65.0;90.0;;;10.0;;10.0;15.0;De Bilt                                 ;Wijk     ;WK031005  ;1.0
1461;Totaal alle jeugdzorg in natura;Bilthoven Noord;1e halfjaar 2021;125.0;;45.0;70.0;10.0;10.0;110.0;;170.0;30.0;115.0;;;;;;;De Bilt                                 ;Wijk     ;WK031006  ;1.0
1462;Totaal alle jeugdzorg in natura;Bilthoven Noord;2e halfjaar 2021;135.0;;45.0;80.0;10.0;10.0;120.0;;190.0;30.0;135.0;;;;;;;De Bilt                                 ;Wijk     ;WK031006  ;1.0
1463;Totaal alle jeugdzorg in natura;Bilthoven Noord;2021;145.0;;55.0;80.0;10.0;15.0;130.0;;215.0;35.0;145.0;;;;;10.0;;De Bilt                                 ;Wijk     ;WK031006  ;1.0
1464;Totaal alle jeugdzorg in natura;Bilthoven Zuid Oost;1e halfjaar 2021;90.0;;40.0;45.0;;10.0;75.0;;120.0;20.0;75.0;;;;;;;De Bilt                                 ;Wijk     ;WK031007  ;1.0
1465;Totaal alle jeugdzorg in natura;Bilthoven Zuid Oost;2e halfjaar 2021;95.0;;40.0;50.0;;15.0;80.0;;120.0;20.0;80.0;;;;;;;De Bilt                                 ;Wijk     ;WK031007  ;1.0
1466;Totaal alle jeugdzorg in natura;Bilthoven Zuid Oost;2021;110.0;;45.0;55.0;;15.0;90.0;;150.0;25.0;90.0;;;;;;;De Bilt                                 ;Wijk     ;WK031007  ;1.0
1467;Totaal alle jeugdzorg in natura;Bilthoven Zuid West;1e halfjaar 2021;245.0;20.0;115.0;95.0;15.0;100.0;135.0;10.0;345.0;105.0;125.0;15.0;25.0;10.0;;15.0;20.0;De Bilt                                 ;Wijk     ;WK031008  ;1.0
