ID;KenmerkenWerknemers;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDatHeeftVerzuimd_2;GemiddeldeVerzuimfrequentie_3;GemiddeldeVerzuimduur_4;k_1Tot5Werkdagen_5;k_5Tot20Werkdagen_6;k_20Tot210Werkdagen_7;k_210WerkdagenOfMeer_8;JaHoofdzakelijkGevolgVanMijnWerk_9;JaVoorEenDeelGevolgVanMijnWerk_10;NeeGeenGevolgVanMijnWerk_11;WeetNiet_12
357;Onderwijsniveau: wo, master, doctor;Waarde;2020;3.0;41.6;0.9;5.5;73.9;16.2;9.1;0.7;8.0;12.9;74.5;4.6
358;Onderwijsniveau: wo, master, doctor;Waarde;2021;3.3;40.8;1.0;6.1;72.0;16.8;10.3;0.9;8.5;13.9;73.5;4.2
359;Onderwijsniveau: wo, master, doctor;Waarde;2022;4.2;58.4;1.4;7.6;71.9;20.3;7.0;0.8;5.9;11.0;78.5;4.7
360;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2014;2.3;43.5;0.9;4.1;77.7;12.8;5.7;0.4;5.7;13.1;74.3;3.1
361;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2015;2.5;44.9;0.9;4.6;78.6;11.1;6.9;0.3;5.7;11.4;76.8;2.6
362;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2016;2.5;46.2;1.0;4.6;77.0;12.0;7.3;0.5;5.6;12.4;75.8;2.8
363;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2017;2.7;44.9;0.9;4.7;79.1;11.7;5.9;0.3;6.3;12.4;75.1;2.8
364;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2018;3.2;49.2;1.1;5.7;76.0;13.0;7.6;0.5;6.3;13.1;74.7;2.8
365;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2019;3.2;46.9;1.1;5.8;75.4;12.4;8.6;0.6;6.4;13.2;74.1;3.2
366;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2020;2.8;40.5;0.9;5.1;72.8;15.3;8.4;0.6;7.3;12.1;73.4;4.1
367;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2021;3.0;39.7;0.9;5.5;70.8;15.8;9.5;0.7;7.8;13.0;72.2;3.6
368;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2022;4.0;57.4;1.4;7.1;71.0;19.4;6.5;0.6;5.4;10.3;77.6;4.2
369;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2014;2.9;46.4;1.1;5.2;80.4;15.0;7.3;0.9;7.3;15.4;77.1;4.3
370;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2015;3.0;47.7;1.0;5.6;81.0;13.0;8.5;0.7;7.2;13.4;79.3;3.7
371;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2016;3.0;48.8;1.1;5.6;79.5;14.0;8.9;1.0;7.0;14.5;78.3;3.8
372;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2017;3.3;47.5;1.1;5.7;81.5;13.6;7.3;0.7;7.8;14.4;77.6;3.8
373;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2018;3.7;51.5;1.2;6.7;78.2;14.9;9.0;0.9;7.6;14.9;77.0;3.7
374;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2019;3.8;49.3;1.2;6.8;77.7;14.3;10.1;1.1;7.8;14.9;76.3;4.2
375;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2020;3.3;42.7;1.0;6.0;75.0;17.2;9.8;1.0;8.7;13.8;75.6;5.2
376;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2021;3.6;42.0;1.1;6.6;73.2;17.9;11.1;1.2;9.3;14.8;74.6;4.7
377;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2022;4.5;59.4;1.5;8.1;72.9;21.2;7.6;1.0;6.4;11.6;79.4;5.1
378;Onderwijsniveau: onbekend;Waarde;2014;3.3;29.8;1.3;6.7;69.3;20.7;8.5;1.5;16.2;13.9;55.2;14.7
379;Onderwijsniveau: onbekend;Waarde;2015;2.6;32.0;0.6;5.0;58.7;28.9;11.3;1.1;11.3;16.0;52.4;20.3
380;Onderwijsniveau: onbekend;Waarde;2016;5.0;38.0;1.2;9.4;58.0;24.5;15.1;2.4;15.2;15.5;52.2;17.1
381;Onderwijsniveau: onbekend;Waarde;2017;2.7;32.5;1.0;5.4;63.0;23.1;12.6;1.3;10.7;17.9;54.0;17.4
382;Onderwijsniveau: onbekend;Waarde;2018;3.0;35.3;1.0;5.7;62.6;25.7;9.9;1.7;17.8;18.1;47.2;17.0
383;Onderwijsniveau: onbekend;Waarde;2019;3.6;38.4;1.2;7.4;57.1;29.9;11.9;1.2;14.6;15.9;47.6;22.0
384;Onderwijsniveau: onbekend;Waarde;2020;2.6;31.3;1.2;5.1;58.5;31.3;9.0;1.2;12.6;13.7;49.7;24.1
385;Onderwijsniveau: onbekend;Waarde;2021;3.8;36.9;1.4;7.6;55.2;29.4;14.0;1.4;20.4;14.5;41.3;23.8
386;Onderwijsniveau: onbekend;Waarde;2022;4.2;45.5;1.2;7.7;58.0;33.4;7.2;1.4;11.6;12.1;56.2;20.1
387;Onderwijsniveau: onbekend;Ondergrens 95%-interval;2014;1.6;24.2;0.0;3.4;61.2;14.8;5.1;0.4;11.0;9.2;46.7;9.1
388;Onderwijsniveau: onbekend;Ondergrens 95%-interval;2015;1.6;26.8;0.5;3.1;50.9;22.4;7.2;0.3;7.6;11.4;45.1;14.9
389;Onderwijsniveau: onbekend;Ondergrens 95%-interval;2016;3.3;32.8;0.8;6.3;50.9;19.0;10.8;1.0;11.0;11.0;45.4;12.7
390;Onderwijsniveau: onbekend;Ondergrens 95%-interval;2017;1.7;27.7;0.6;3.4;55.7;17.4;8.8;0.4;7.3;13.0;47.0;12.8
391;Onderwijsniveau: onbekend;Ondergrens 95%-interval;2018;2.2;31.6;0.8;4.2;57.2;21.2;7.2;0.8;14.2;14.6;42.3;13.6
392;Onderwijsniveau: onbekend;Ondergrens 95%-interval;2019;2.6;34.4;1.0;5.3;51.4;25.0;8.8;0.4;11.2;12.5;42.5;18.0
393;Onderwijsniveau: onbekend;Ondergrens 95%-interval;2020;1.8;27.6;0.8;3.5;52.7;26.2;6.3;0.4;9.5;10.6;44.5;19.8
394;Onderwijsniveau: onbekend;Ondergrens 95%-interval;2021;2.7;32.7;1.0;5.4;49.3;24.3;10.4;0.6;16.3;11.0;36.0;19.5
395;Onderwijsniveau: onbekend;Ondergrens 95%-interval;2022;3.3;42.5;1.0;6.1;53.9;29.6;5.4;0.7;9.2;9.8;52.3;17.1
396;Onderwijsniveau: onbekend;Bovengrens 95%-interval;2014;4.9;36.0;2.7;10.0;76.4;28.1;13.8;5.9;23.2;20.3;63.4;22.8
397;Onderwijsniveau: onbekend;Bovengrens 95%-interval;2015;3.6;37.7;0.8;7.0;66.0;36.3;17.3;3.5;16.5;21.9;59.6;27.1
398;Onderwijsniveau: onbekend;Bovengrens 95%-interval;2016;6.6;43.6;1.6;12.5;64.8;31.0;20.6;5.7;20.6;21.4;58.9;22.6
399;Onderwijsniveau: onbekend;Bovengrens 95%-interval;2017;3.7;37.8;1.3;7.4;69.6;29.9;17.8;4.1;15.5;24.1;60.8;23.3
400;Onderwijsniveau: onbekend;Bovengrens 95%-interval;2018;3.8;39.1;1.2;7.3;67.8;30.7;13.6;3.9;22.0;22.2;52.1;21.0
401;Onderwijsniveau: onbekend;Bovengrens 95%-interval;2019;4.6;42.6;1.5;9.5;62.5;35.2;15.9;3.1;18.6;20.0;52.8;26.6
402;Onderwijsniveau: onbekend;Bovengrens 95%-interval;2020;3.4;35.1;1.5;6.7;64.0;36.9;12.7;3.3;16.5;17.5;54.8;28.8
403;Onderwijsniveau: onbekend;Bovengrens 95%-interval;2021;4.9;41.3;1.8;9.8;61.0;35.1;18.4;3.5;25.3;18.8;46.8;28.7
404;Onderwijsniveau: onbekend;Bovengrens 95%-interval;2022;5.1;48.6;1.4;9.3;62.0;37.4;9.5;2.7;14.5;14.9;60.1;23.4
