ID;Beroep;Geslacht;Nationaliteit;Personen_1
2458;Etser (chemigrafische inrichtingen);Totaal mannen en vrouwen;Hongarije;8
2459;Etser (chemigrafische inrichtingen);Totaal mannen en vrouwen;Rusland;0
2460;Etser (chemigrafische inrichtingen);Totaal mannen en vrouwen;Polen;1
2461;Etser (chemigrafische inrichtingen);Totaal mannen en vrouwen;Tsjechoslowakije;3
2462;Etser (chemigrafische inrichtingen);Totaal mannen en vrouwen;Andere nationaliteit;0
2463;Etser (chemigrafische inrichtingen);Totaal mannen en vrouwen;Geen nationaliteit;1
2464;Etser (chemigrafische inrichtingen);Totaal mannen en vrouwen;Onbekende nationaliteit;1
2465;Etser (chemigrafische inrichtingen);Mannen;Totaal van alle nationaliteiten;485
2466;Etser (chemigrafische inrichtingen);Mannen;Nederland;436
2467;Etser (chemigrafische inrichtingen);Mannen;Totaal van alle vreemde nationaliteiten;49
2468;Etser (chemigrafische inrichtingen);Mannen;Duitschland;27
2469;Etser (chemigrafische inrichtingen);Mannen;België;3
2470;Etser (chemigrafische inrichtingen);Mannen;Groot Britannië en Noord Ierland;0
2471;Etser (chemigrafische inrichtingen);Mannen;Frankrijk;1
2472;Etser (chemigrafische inrichtingen);Mannen;Italië;1
2473;Etser (chemigrafische inrichtingen);Mannen;Zwitserland;0
2474;Etser (chemigrafische inrichtingen);Mannen;Oostenrijk;3
2475;Etser (chemigrafische inrichtingen);Mannen;Hongarije;8
2476;Etser (chemigrafische inrichtingen);Mannen;Rusland;0
2477;Etser (chemigrafische inrichtingen);Mannen;Polen;1
2478;Etser (chemigrafische inrichtingen);Mannen;Tsjechoslowakije;3
2479;Etser (chemigrafische inrichtingen);Mannen;Andere nationaliteit;0
2480;Etser (chemigrafische inrichtingen);Mannen;Geen nationaliteit;1
2481;Etser (chemigrafische inrichtingen);Mannen;Onbekende nationaliteit;1
2482;Etser (chemigrafische inrichtingen);Vrouwen;Totaal van alle nationaliteiten;0
2483;Etser (chemigrafische inrichtingen);Vrouwen;Nederland;0
2484;Etser (chemigrafische inrichtingen);Vrouwen;Totaal van alle vreemde nationaliteiten;0
2485;Etser (chemigrafische inrichtingen);Vrouwen;Duitschland;0
2486;Etser (chemigrafische inrichtingen);Vrouwen;België;0
2487;Etser (chemigrafische inrichtingen);Vrouwen;Groot Britannië en Noord Ierland;0
2488;Etser (chemigrafische inrichtingen);Vrouwen;Frankrijk;0
2489;Etser (chemigrafische inrichtingen);Vrouwen;Italië;0
2490;Etser (chemigrafische inrichtingen);Vrouwen;Zwitserland;0
2491;Etser (chemigrafische inrichtingen);Vrouwen;Oostenrijk;0
2492;Etser (chemigrafische inrichtingen);Vrouwen;Hongarije;0
2493;Etser (chemigrafische inrichtingen);Vrouwen;Rusland;0
2494;Etser (chemigrafische inrichtingen);Vrouwen;Polen;0
2495;Etser (chemigrafische inrichtingen);Vrouwen;Tsjechoslowakije;0
2496;Etser (chemigrafische inrichtingen);Vrouwen;Andere nationaliteit;0
2497;Etser (chemigrafische inrichtingen);Vrouwen;Geen nationaliteit;0
2498;Etser (chemigrafische inrichtingen);Vrouwen;Onbekende nationaliteit;0
2499;Fitter en leidingmonteur;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;13062
2500;Fitter en leidingmonteur;Totaal mannen en vrouwen;Nederland;12789
2501;Fitter en leidingmonteur;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;273
2502;Fitter en leidingmonteur;Totaal mannen en vrouwen;Duitschland;204
2503;Fitter en leidingmonteur;Totaal mannen en vrouwen;België;27
2504;Fitter en leidingmonteur;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
2505;Fitter en leidingmonteur;Totaal mannen en vrouwen;Frankrijk;1
2506;Fitter en leidingmonteur;Totaal mannen en vrouwen;Italië;3
2507;Fitter en leidingmonteur;Totaal mannen en vrouwen;Zwitserland;2
2508;Fitter en leidingmonteur;Totaal mannen en vrouwen;Oostenrijk;9
2509;Fitter en leidingmonteur;Totaal mannen en vrouwen;Hongarije;3
2510;Fitter en leidingmonteur;Totaal mannen en vrouwen;Rusland;0
2511;Fitter en leidingmonteur;Totaal mannen en vrouwen;Polen;3
2512;Fitter en leidingmonteur;Totaal mannen en vrouwen;Tsjechoslowakije;2
2513;Fitter en leidingmonteur;Totaal mannen en vrouwen;Andere nationaliteit;1
2514;Fitter en leidingmonteur;Totaal mannen en vrouwen;Geen nationaliteit;13
2515;Fitter en leidingmonteur;Totaal mannen en vrouwen;Onbekende nationaliteit;5
2516;Fitter en leidingmonteur;Mannen;Totaal van alle nationaliteiten;12954
2517;Fitter en leidingmonteur;Mannen;Nederland;12684
2518;Fitter en leidingmonteur;Mannen;Totaal van alle vreemde nationaliteiten;270
2519;Fitter en leidingmonteur;Mannen;Duitschland;202
2520;Fitter en leidingmonteur;Mannen;België;27
2521;Fitter en leidingmonteur;Mannen;Groot Britannië en Noord Ierland;0
2522;Fitter en leidingmonteur;Mannen;Frankrijk;0
2523;Fitter en leidingmonteur;Mannen;Italië;3
2524;Fitter en leidingmonteur;Mannen;Zwitserland;2
2525;Fitter en leidingmonteur;Mannen;Oostenrijk;9
2526;Fitter en leidingmonteur;Mannen;Hongarije;3
2527;Fitter en leidingmonteur;Mannen;Rusland;0
2528;Fitter en leidingmonteur;Mannen;Polen;3
2529;Fitter en leidingmonteur;Mannen;Tsjechoslowakije;2
2530;Fitter en leidingmonteur;Mannen;Andere nationaliteit;1
2531;Fitter en leidingmonteur;Mannen;Geen nationaliteit;13
2532;Fitter en leidingmonteur;Mannen;Onbekende nationaliteit;5
2533;Fitter en leidingmonteur;Vrouwen;Totaal van alle nationaliteiten;108
2534;Fitter en leidingmonteur;Vrouwen;Nederland;105
2535;Fitter en leidingmonteur;Vrouwen;Totaal van alle vreemde nationaliteiten;3
2536;Fitter en leidingmonteur;Vrouwen;Duitschland;2
2537;Fitter en leidingmonteur;Vrouwen;België;0
2538;Fitter en leidingmonteur;Vrouwen;Groot Britannië en Noord Ierland;0
2539;Fitter en leidingmonteur;Vrouwen;Frankrijk;1
2540;Fitter en leidingmonteur;Vrouwen;Italië;0
2541;Fitter en leidingmonteur;Vrouwen;Zwitserland;0
2542;Fitter en leidingmonteur;Vrouwen;Oostenrijk;0
2543;Fitter en leidingmonteur;Vrouwen;Hongarije;0
2544;Fitter en leidingmonteur;Vrouwen;Rusland;0
2545;Fitter en leidingmonteur;Vrouwen;Polen;0
2546;Fitter en leidingmonteur;Vrouwen;Tsjechoslowakije;0
2547;Fitter en leidingmonteur;Vrouwen;Andere nationaliteit;0
2548;Fitter en leidingmonteur;Vrouwen;Geen nationaliteit;0
2549;Fitter en leidingmonteur;Vrouwen;Onbekende nationaliteit;0
2550;Fotograaf;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;921
2551;Fotograaf;Totaal mannen en vrouwen;Nederland;849
2552;Fotograaf;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;72
2553;Fotograaf;Totaal mannen en vrouwen;Duitschland;47
2554;Fotograaf;Totaal mannen en vrouwen;België;4
2555;Fotograaf;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;2
2556;Fotograaf;Totaal mannen en vrouwen;Frankrijk;1
2557;Fotograaf;Totaal mannen en vrouwen;Italië;1
2558;Fotograaf;Totaal mannen en vrouwen;Zwitserland;1
2559;Fotograaf;Totaal mannen en vrouwen;Oostenrijk;2
2560;Fotograaf;Totaal mannen en vrouwen;Hongarije;2
2561;Fotograaf;Totaal mannen en vrouwen;Rusland;2
2562;Fotograaf;Totaal mannen en vrouwen;Polen;2
2563;Fotograaf;Totaal mannen en vrouwen;Tsjechoslowakije;1
2564;Fotograaf;Totaal mannen en vrouwen;Andere nationaliteit;4
2565;Fotograaf;Totaal mannen en vrouwen;Geen nationaliteit;3
2566;Fotograaf;Totaal mannen en vrouwen;Onbekende nationaliteit;0
2567;Fotograaf;Mannen;Totaal van alle nationaliteiten;845
2568;Fotograaf;Mannen;Nederland;779
2569;Fotograaf;Mannen;Totaal van alle vreemde nationaliteiten;66
2570;Fotograaf;Mannen;Duitschland;42
2571;Fotograaf;Mannen;België;3
2572;Fotograaf;Mannen;Groot Britannië en Noord Ierland;2
2573;Fotograaf;Mannen;Frankrijk;1
2574;Fotograaf;Mannen;Italië;1
2575;Fotograaf;Mannen;Zwitserland;1
2576;Fotograaf;Mannen;Oostenrijk;2
2577;Fotograaf;Mannen;Hongarije;2
2578;Fotograaf;Mannen;Rusland;2
2579;Fotograaf;Mannen;Polen;2
2580;Fotograaf;Mannen;Tsjechoslowakije;1
2581;Fotograaf;Mannen;Andere nationaliteit;4
2582;Fotograaf;Mannen;Geen nationaliteit;3
2583;Fotograaf;Mannen;Onbekende nationaliteit;0
2584;Fotograaf;Vrouwen;Totaal van alle nationaliteiten;76
2585;Fotograaf;Vrouwen;Nederland;70
2586;Fotograaf;Vrouwen;Totaal van alle vreemde nationaliteiten;6
2587;Fotograaf;Vrouwen;Duitschland;5
2588;Fotograaf;Vrouwen;België;1
2589;Fotograaf;Vrouwen;Groot Britannië en Noord Ierland;0
2590;Fotograaf;Vrouwen;Frankrijk;0
2591;Fotograaf;Vrouwen;Italië;0
2592;Fotograaf;Vrouwen;Zwitserland;0
2593;Fotograaf;Vrouwen;Oostenrijk;0
2594;Fotograaf;Vrouwen;Hongarije;0
2595;Fotograaf;Vrouwen;Rusland;0
2596;Fotograaf;Vrouwen;Polen;0
2597;Fotograaf;Vrouwen;Tsjechoslowakije;0
2598;Fotograaf;Vrouwen;Andere nationaliteit;0
2599;Fotograaf;Vrouwen;Geen nationaliteit;0
2600;Fotograaf;Vrouwen;Onbekende nationaliteit;0
2601;Fraiser (metaal);Totaal mannen en vrouwen;Totaal van alle nationaliteiten;733
2602;Fraiser (metaal);Totaal mannen en vrouwen;Nederland;702
2603;Fraiser (metaal);Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;31
2604;Fraiser (metaal);Totaal mannen en vrouwen;Duitschland;21
2605;Fraiser (metaal);Totaal mannen en vrouwen;België;2
2606;Fraiser (metaal);Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
2607;Fraiser (metaal);Totaal mannen en vrouwen;Frankrijk;0
2608;Fraiser (metaal);Totaal mannen en vrouwen;Italië;0
2609;Fraiser (metaal);Totaal mannen en vrouwen;Zwitserland;0
2610;Fraiser (metaal);Totaal mannen en vrouwen;Oostenrijk;5
2611;Fraiser (metaal);Totaal mannen en vrouwen;Hongarije;0
2612;Fraiser (metaal);Totaal mannen en vrouwen;Rusland;0
2613;Fraiser (metaal);Totaal mannen en vrouwen;Polen;0
2614;Fraiser (metaal);Totaal mannen en vrouwen;Tsjechoslowakije;0
2615;Fraiser (metaal);Totaal mannen en vrouwen;Andere nationaliteit;0
2616;Fraiser (metaal);Totaal mannen en vrouwen;Geen nationaliteit;1
2617;Fraiser (metaal);Totaal mannen en vrouwen;Onbekende nationaliteit;2
2618;Fraiser (metaal);Mannen;Totaal van alle nationaliteiten;728
2619;Fraiser (metaal);Mannen;Nederland;698
2620;Fraiser (metaal);Mannen;Totaal van alle vreemde nationaliteiten;30
2621;Fraiser (metaal);Mannen;Duitschland;21
2622;Fraiser (metaal);Mannen;België;2
2623;Fraiser (metaal);Mannen;Groot Britannië en Noord Ierland;0
2624;Fraiser (metaal);Mannen;Frankrijk;0
2625;Fraiser (metaal);Mannen;Italië;0
2626;Fraiser (metaal);Mannen;Zwitserland;0
2627;Fraiser (metaal);Mannen;Oostenrijk;4
2628;Fraiser (metaal);Mannen;Hongarije;0
2629;Fraiser (metaal);Mannen;Rusland;0
2630;Fraiser (metaal);Mannen;Polen;0
2631;Fraiser (metaal);Mannen;Tsjechoslowakije;0
2632;Fraiser (metaal);Mannen;Andere nationaliteit;0
2633;Fraiser (metaal);Mannen;Geen nationaliteit;1
2634;Fraiser (metaal);Mannen;Onbekende nationaliteit;2
2635;Fraiser (metaal);Vrouwen;Totaal van alle nationaliteiten;5
2636;Fraiser (metaal);Vrouwen;Nederland;4
2637;Fraiser (metaal);Vrouwen;Totaal van alle vreemde nationaliteiten;1
2638;Fraiser (metaal);Vrouwen;Duitschland;0
2639;Fraiser (metaal);Vrouwen;België;0
2640;Fraiser (metaal);Vrouwen;Groot Britannië en Noord Ierland;0
2641;Fraiser (metaal);Vrouwen;Frankrijk;0
2642;Fraiser (metaal);Vrouwen;Italië;0
2643;Fraiser (metaal);Vrouwen;Zwitserland;0
2644;Fraiser (metaal);Vrouwen;Oostenrijk;1
2645;Fraiser (metaal);Vrouwen;Hongarije;0
2646;Fraiser (metaal);Vrouwen;Rusland;0
2647;Fraiser (metaal);Vrouwen;Polen;0
2648;Fraiser (metaal);Vrouwen;Tsjechoslowakije;0
2649;Fraiser (metaal);Vrouwen;Andere nationaliteit;0
2650;Fraiser (metaal);Vrouwen;Geen nationaliteit;0
2651;Fraiser (metaal);Vrouwen;Onbekende nationaliteit;0
2652;Geneeskundige;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;4726
2653;Geneeskundige;Totaal mannen en vrouwen;Nederland;4681
2654;Geneeskundige;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;45
2655;Geneeskundige;Totaal mannen en vrouwen;Duitschland;8
2656;Geneeskundige;Totaal mannen en vrouwen;België;9
2657;Geneeskundige;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;4
2658;Geneeskundige;Totaal mannen en vrouwen;Frankrijk;0
2659;Geneeskundige;Totaal mannen en vrouwen;Italië;0
2660;Geneeskundige;Totaal mannen en vrouwen;Zwitserland;1
2661;Geneeskundige;Totaal mannen en vrouwen;Oostenrijk;2
2662;Geneeskundige;Totaal mannen en vrouwen;Hongarije;4
2663;Geneeskundige;Totaal mannen en vrouwen;Rusland;0
2664;Geneeskundige;Totaal mannen en vrouwen;Polen;2
2665;Geneeskundige;Totaal mannen en vrouwen;Tsjechoslowakije;2
2666;Geneeskundige;Totaal mannen en vrouwen;Andere nationaliteit;8
2667;Geneeskundige;Totaal mannen en vrouwen;Geen nationaliteit;5
2668;Geneeskundige;Totaal mannen en vrouwen;Onbekende nationaliteit;0
2669;Geneeskundige;Mannen;Totaal van alle nationaliteiten;4507
2670;Geneeskundige;Mannen;Nederland;4467
2671;Geneeskundige;Mannen;Totaal van alle vreemde nationaliteiten;40
2672;Geneeskundige;Mannen;Duitschland;5
2673;Geneeskundige;Mannen;België;9
2674;Geneeskundige;Mannen;Groot Britannië en Noord Ierland;4
2675;Geneeskundige;Mannen;Frankrijk;0
2676;Geneeskundige;Mannen;Italië;0
2677;Geneeskundige;Mannen;Zwitserland;1
2678;Geneeskundige;Mannen;Oostenrijk;1
2679;Geneeskundige;Mannen;Hongarije;4
2680;Geneeskundige;Mannen;Rusland;0
2681;Geneeskundige;Mannen;Polen;1
2682;Geneeskundige;Mannen;Tsjechoslowakije;2
2683;Geneeskundige;Mannen;Andere nationaliteit;8
2684;Geneeskundige;Mannen;Geen nationaliteit;5
2685;Geneeskundige;Mannen;Onbekende nationaliteit;0
2686;Geneeskundige;Vrouwen;Totaal van alle nationaliteiten;219
2687;Geneeskundige;Vrouwen;Nederland;214
2688;Geneeskundige;Vrouwen;Totaal van alle vreemde nationaliteiten;5
2689;Geneeskundige;Vrouwen;Duitschland;3
2690;Geneeskundige;Vrouwen;België;0
2691;Geneeskundige;Vrouwen;Groot Britannië en Noord Ierland;0
2692;Geneeskundige;Vrouwen;Frankrijk;0
2693;Geneeskundige;Vrouwen;Italië;0
2694;Geneeskundige;Vrouwen;Zwitserland;0
2695;Geneeskundige;Vrouwen;Oostenrijk;1
2696;Geneeskundige;Vrouwen;Hongarije;0
2697;Geneeskundige;Vrouwen;Rusland;0
2698;Geneeskundige;Vrouwen;Polen;1
2699;Geneeskundige;Vrouwen;Tsjechoslowakije;0
2700;Geneeskundige;Vrouwen;Andere nationaliteit;0
2701;Geneeskundige;Vrouwen;Geen nationaliteit;0
2702;Geneeskundige;Vrouwen;Onbekende nationaliteit;0
2703;Gezant, consul, enz.;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;142
2704;Gezant, consul, enz.;Totaal mannen en vrouwen;Nederland;38
2705;Gezant, consul, enz.;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;104
2706;Gezant, consul, enz.;Totaal mannen en vrouwen;Duitschland;9
2707;Gezant, consul, enz.;Totaal mannen en vrouwen;België;8
2708;Gezant, consul, enz.;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;8
2709;Gezant, consul, enz.;Totaal mannen en vrouwen;Frankrijk;11
2710;Gezant, consul, enz.;Totaal mannen en vrouwen;Italië;7
2711;Gezant, consul, enz.;Totaal mannen en vrouwen;Zwitserland;3
2712;Gezant, consul, enz.;Totaal mannen en vrouwen;Oostenrijk;4
2713;Gezant, consul, enz.;Totaal mannen en vrouwen;Hongarije;1
2714;Gezant, consul, enz.;Totaal mannen en vrouwen;Rusland;1
2715;Gezant, consul, enz.;Totaal mannen en vrouwen;Polen;5
2716;Gezant, consul, enz.;Totaal mannen en vrouwen;Tsjechoslowakije;2
2717;Gezant, consul, enz.;Totaal mannen en vrouwen;Andere nationaliteit;44
2718;Gezant, consul, enz.;Totaal mannen en vrouwen;Geen nationaliteit;0
2719;Gezant, consul, enz.;Totaal mannen en vrouwen;Onbekende nationaliteit;1
2720;Gezant, consul, enz.;Mannen;Totaal van alle nationaliteiten;140
2721;Gezant, consul, enz.;Mannen;Nederland;38
2722;Gezant, consul, enz.;Mannen;Totaal van alle vreemde nationaliteiten;102
2723;Gezant, consul, enz.;Mannen;Duitschland;9
2724;Gezant, consul, enz.;Mannen;België;8
2725;Gezant, consul, enz.;Mannen;Groot Britannië en Noord Ierland;8
2726;Gezant, consul, enz.;Mannen;Frankrijk;11
2727;Gezant, consul, enz.;Mannen;Italië;7
2728;Gezant, consul, enz.;Mannen;Zwitserland;3
2729;Gezant, consul, enz.;Mannen;Oostenrijk;4
2730;Gezant, consul, enz.;Mannen;Hongarije;1
2731;Gezant, consul, enz.;Mannen;Rusland;1
2732;Gezant, consul, enz.;Mannen;Polen;5
2733;Gezant, consul, enz.;Mannen;Tsjechoslowakije;2
2734;Gezant, consul, enz.;Mannen;Andere nationaliteit;42
2735;Gezant, consul, enz.;Mannen;Geen nationaliteit;0
2736;Gezant, consul, enz.;Mannen;Onbekende nationaliteit;1
2737;Gezant, consul, enz.;Vrouwen;Totaal van alle nationaliteiten;2
2738;Gezant, consul, enz.;Vrouwen;Nederland;0
2739;Gezant, consul, enz.;Vrouwen;Totaal van alle vreemde nationaliteiten;2
2740;Gezant, consul, enz.;Vrouwen;Duitschland;0
2741;Gezant, consul, enz.;Vrouwen;België;0
2742;Gezant, consul, enz.;Vrouwen;Groot Britannië en Noord Ierland;0
2743;Gezant, consul, enz.;Vrouwen;Frankrijk;0
2744;Gezant, consul, enz.;Vrouwen;Italië;0
2745;Gezant, consul, enz.;Vrouwen;Zwitserland;0
2746;Gezant, consul, enz.;Vrouwen;Oostenrijk;0
2747;Gezant, consul, enz.;Vrouwen;Hongarije;0
2748;Gezant, consul, enz.;Vrouwen;Rusland;0
2749;Gezant, consul, enz.;Vrouwen;Polen;0
2750;Gezant, consul, enz.;Vrouwen;Tsjechoslowakije;0
2751;Gezant, consul, enz.;Vrouwen;Andere nationaliteit;2
2752;Gezant, consul, enz.;Vrouwen;Geen nationaliteit;0
2753;Gezant, consul, enz.;Vrouwen;Onbekende nationaliteit;0
2754;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Totaal van alle nationaliteiten;80
2755;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Nederland;59
2756;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;21
2757;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Duitschland;1
2758;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;België;1
2759;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
2760;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Frankrijk;0
2761;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Italië;19
2762;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Zwitserland;0
2763;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Oostenrijk;0
2764;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Hongarije;0
2765;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Rusland;0
2766;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Polen;0
2767;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Tsjechoslowakije;0
2768;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Andere nationaliteit;0
2769;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Geen nationaliteit;0
2770;Gipswerker (beeldhouwerijen);Totaal mannen en vrouwen;Onbekende nationaliteit;0
2771;Gipswerker (beeldhouwerijen);Mannen;Totaal van alle nationaliteiten;80
2772;Gipswerker (beeldhouwerijen);Mannen;Nederland;59
2773;Gipswerker (beeldhouwerijen);Mannen;Totaal van alle vreemde nationaliteiten;21
2774;Gipswerker (beeldhouwerijen);Mannen;Duitschland;1
2775;Gipswerker (beeldhouwerijen);Mannen;België;1
2776;Gipswerker (beeldhouwerijen);Mannen;Groot Britannië en Noord Ierland;0
2777;Gipswerker (beeldhouwerijen);Mannen;Frankrijk;0
2778;Gipswerker (beeldhouwerijen);Mannen;Italië;19
2779;Gipswerker (beeldhouwerijen);Mannen;Zwitserland;0
2780;Gipswerker (beeldhouwerijen);Mannen;Oostenrijk;0
2781;Gipswerker (beeldhouwerijen);Mannen;Hongarije;0
2782;Gipswerker (beeldhouwerijen);Mannen;Rusland;0
2783;Gipswerker (beeldhouwerijen);Mannen;Polen;0
2784;Gipswerker (beeldhouwerijen);Mannen;Tsjechoslowakije;0
2785;Gipswerker (beeldhouwerijen);Mannen;Andere nationaliteit;0
2786;Gipswerker (beeldhouwerijen);Mannen;Geen nationaliteit;0
2787;Gipswerker (beeldhouwerijen);Mannen;Onbekende nationaliteit;0
2788;Gipswerker (beeldhouwerijen);Vrouwen;Totaal van alle nationaliteiten;0
2789;Gipswerker (beeldhouwerijen);Vrouwen;Nederland;0
2790;Gipswerker (beeldhouwerijen);Vrouwen;Totaal van alle vreemde nationaliteiten;0
2791;Gipswerker (beeldhouwerijen);Vrouwen;Duitschland;0
2792;Gipswerker (beeldhouwerijen);Vrouwen;België;0
2793;Gipswerker (beeldhouwerijen);Vrouwen;Groot Britannië en Noord Ierland;0
2794;Gipswerker (beeldhouwerijen);Vrouwen;Frankrijk;0
2795;Gipswerker (beeldhouwerijen);Vrouwen;Italië;0
2796;Gipswerker (beeldhouwerijen);Vrouwen;Zwitserland;0
2797;Gipswerker (beeldhouwerijen);Vrouwen;Oostenrijk;0
2798;Gipswerker (beeldhouwerijen);Vrouwen;Hongarije;0
2799;Gipswerker (beeldhouwerijen);Vrouwen;Rusland;0
2800;Gipswerker (beeldhouwerijen);Vrouwen;Polen;0
2801;Gipswerker (beeldhouwerijen);Vrouwen;Tsjechoslowakije;0
2802;Gipswerker (beeldhouwerijen);Vrouwen;Andere nationaliteit;0
2803;Gipswerker (beeldhouwerijen);Vrouwen;Geen nationaliteit;0
2804;Gipswerker (beeldhouwerijen);Vrouwen;Onbekende nationaliteit;0
2805;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Totaal van alle nationaliteiten;2315
2806;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Nederland;2156
2807;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;159
2808;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Duitschland;58
2809;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;België;24
2810;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
2811;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Frankrijk;0
2812;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Italië;0
2813;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Zwitserland;2
2814;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Oostenrijk;62
2815;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Hongarije;0
2816;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Rusland;0
2817;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Polen;0
2818;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Tsjechoslowakije;7
2819;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Andere nationaliteit;1
2820;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Geen nationaliteit;5
2821;Glasmaker (overige glasfabrieken);Totaal mannen en vrouwen;Onbekende nationaliteit;0
2822;Glasmaker (overige glasfabrieken);Mannen;Totaal van alle nationaliteiten;2315
2823;Glasmaker (overige glasfabrieken);Mannen;Nederland;2156
2824;Glasmaker (overige glasfabrieken);Mannen;Totaal van alle vreemde nationaliteiten;159
2825;Glasmaker (overige glasfabrieken);Mannen;Duitschland;58
2826;Glasmaker (overige glasfabrieken);Mannen;België;24
2827;Glasmaker (overige glasfabrieken);Mannen;Groot Britannië en Noord Ierland;0
2828;Glasmaker (overige glasfabrieken);Mannen;Frankrijk;0
2829;Glasmaker (overige glasfabrieken);Mannen;Italië;0
2830;Glasmaker (overige glasfabrieken);Mannen;Zwitserland;2
2831;Glasmaker (overige glasfabrieken);Mannen;Oostenrijk;62
2832;Glasmaker (overige glasfabrieken);Mannen;Hongarije;0
2833;Glasmaker (overige glasfabrieken);Mannen;Rusland;0
2834;Glasmaker (overige glasfabrieken);Mannen;Polen;0
2835;Glasmaker (overige glasfabrieken);Mannen;Tsjechoslowakije;7
2836;Glasmaker (overige glasfabrieken);Mannen;Andere nationaliteit;1
2837;Glasmaker (overige glasfabrieken);Mannen;Geen nationaliteit;5
2838;Glasmaker (overige glasfabrieken);Mannen;Onbekende nationaliteit;0
2839;Glasmaker (overige glasfabrieken);Vrouwen;Totaal van alle nationaliteiten;0
2840;Glasmaker (overige glasfabrieken);Vrouwen;Nederland;0
2841;Glasmaker (overige glasfabrieken);Vrouwen;Totaal van alle vreemde nationaliteiten;0
2842;Glasmaker (overige glasfabrieken);Vrouwen;Duitschland;0
2843;Glasmaker (overige glasfabrieken);Vrouwen;België;0
2844;Glasmaker (overige glasfabrieken);Vrouwen;Groot Britannië en Noord Ierland;0
2845;Glasmaker (overige glasfabrieken);Vrouwen;Frankrijk;0
2846;Glasmaker (overige glasfabrieken);Vrouwen;Italië;0
2847;Glasmaker (overige glasfabrieken);Vrouwen;Zwitserland;0
2848;Glasmaker (overige glasfabrieken);Vrouwen;Oostenrijk;0
2849;Glasmaker (overige glasfabrieken);Vrouwen;Hongarije;0
2850;Glasmaker (overige glasfabrieken);Vrouwen;Rusland;0
2851;Glasmaker (overige glasfabrieken);Vrouwen;Polen;0
2852;Glasmaker (overige glasfabrieken);Vrouwen;Tsjechoslowakije;0
2853;Glasmaker (overige glasfabrieken);Vrouwen;Andere nationaliteit;0
2854;Glasmaker (overige glasfabrieken);Vrouwen;Geen nationaliteit;0
2855;Glasmaker (overige glasfabrieken);Vrouwen;Onbekende nationaliteit;0
2856;Glasslijper;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;616
2857;Glasslijper;Totaal mannen en vrouwen;Nederland;592
2858;Glasslijper;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;24
2859;Glasslijper;Totaal mannen en vrouwen;Duitschland;6
