ID;Geslacht;Leeftijd;LandVanVertrekBestemming;Geboorteland;Perioden;Immigratie_1;EmigratieExclusiefAdministratieveC_2;MigratiesaldoExclusiefAdministrati_3
2128;Totaal mannen en vrouwen;Totaal;Burundi;Totaal;2022;32.0;10.0;22.0
2129;Totaal mannen en vrouwen;Totaal;Burundi;Totaal;2023;35.0;11.0;24.0
2130;Totaal mannen en vrouwen;Totaal;Burundi;Land vertrek / bestemming;2014;19.0;5.0;14.0
2131;Totaal mannen en vrouwen;Totaal;Burundi;Land vertrek / bestemming;2015;57.0;6.0;51.0
2132;Totaal mannen en vrouwen;Totaal;Burundi;Land vertrek / bestemming;2016;30.0;0.0;30.0
2133;Totaal mannen en vrouwen;Totaal;Burundi;Land vertrek / bestemming;2017;31.0;1.0;30.0
2134;Totaal mannen en vrouwen;Totaal;Burundi;Land vertrek / bestemming;2018;35.0;3.0;32.0
2135;Totaal mannen en vrouwen;Totaal;Burundi;Land vertrek / bestemming;2019;15.0;1.0;14.0
2136;Totaal mannen en vrouwen;Totaal;Burundi;Land vertrek / bestemming;2020;11.0;2.0;9.0
2137;Totaal mannen en vrouwen;Totaal;Burundi;Land vertrek / bestemming;2021;13.0;2.0;11.0
2138;Totaal mannen en vrouwen;Totaal;Burundi;Land vertrek / bestemming;2022;26.0;4.0;22.0
2139;Totaal mannen en vrouwen;Totaal;Burundi;Land vertrek / bestemming;2023;19.0;4.0;15.0
2140;Totaal mannen en vrouwen;Totaal;Burundi;Nederland;2014;0.0;12.0;-12.0
2141;Totaal mannen en vrouwen;Totaal;Burundi;Nederland;2015;13.0;4.0;9.0
2142;Totaal mannen en vrouwen;Totaal;Burundi;Nederland;2016;5.0;3.0;2.0
2143;Totaal mannen en vrouwen;Totaal;Burundi;Nederland;2017;2.0;2.0;0.0
2144;Totaal mannen en vrouwen;Totaal;Burundi;Nederland;2018;4.0;3.0;1.0
2145;Totaal mannen en vrouwen;Totaal;Burundi;Nederland;2019;0.0;3.0;-3.0
2146;Totaal mannen en vrouwen;Totaal;Burundi;Nederland;2020;3.0;3.0;0.0
2147;Totaal mannen en vrouwen;Totaal;Burundi;Nederland;2021;3.0;7.0;-4.0
2148;Totaal mannen en vrouwen;Totaal;Burundi;Nederland;2022;0.0;4.0;-4.0
2149;Totaal mannen en vrouwen;Totaal;Burundi;Nederland;2023;9.0;4.0;5.0
2150;Totaal mannen en vrouwen;Totaal;Burundi;Overig land;2014;4.0;4.0;0.0
2151;Totaal mannen en vrouwen;Totaal;Burundi;Overig land;2015;40.0;5.0;35.0
2152;Totaal mannen en vrouwen;Totaal;Burundi;Overig land;2016;2.0;2.0;0.0
2153;Totaal mannen en vrouwen;Totaal;Burundi;Overig land;2017;3.0;0.0;3.0
2154;Totaal mannen en vrouwen;Totaal;Burundi;Overig land;2018;11.0;1.0;10.0
2155;Totaal mannen en vrouwen;Totaal;Burundi;Overig land;2019;4.0;2.0;2.0
2156;Totaal mannen en vrouwen;Totaal;Burundi;Overig land;2020;5.0;1.0;4.0
2157;Totaal mannen en vrouwen;Totaal;Burundi;Overig land;2021;3.0;3.0;0.0
2158;Totaal mannen en vrouwen;Totaal;Burundi;Overig land;2022;6.0;2.0;4.0
2159;Totaal mannen en vrouwen;Totaal;Burundi;Overig land;2023;7.0;3.0;4.0
2160;Totaal mannen en vrouwen;Totaal;Cambodja;Totaal;2014;39.0;43.0;-4.0
2161;Totaal mannen en vrouwen;Totaal;Cambodja;Totaal;2015;45.0;41.0;4.0
2162;Totaal mannen en vrouwen;Totaal;Cambodja;Totaal;2016;62.0;48.0;14.0
2163;Totaal mannen en vrouwen;Totaal;Cambodja;Totaal;2017;57.0;55.0;2.0
2164;Totaal mannen en vrouwen;Totaal;Cambodja;Totaal;2018;77.0;41.0;36.0
2165;Totaal mannen en vrouwen;Totaal;Cambodja;Totaal;2019;111.0;42.0;69.0
2166;Totaal mannen en vrouwen;Totaal;Cambodja;Totaal;2020;55.0;28.0;27.0
2167;Totaal mannen en vrouwen;Totaal;Cambodja;Totaal;2021;85.0;39.0;46.0
2168;Totaal mannen en vrouwen;Totaal;Cambodja;Totaal;2022;68.0;59.0;9.0
2169;Totaal mannen en vrouwen;Totaal;Cambodja;Totaal;2023;71.0;40.0;31.0
2170;Totaal mannen en vrouwen;Totaal;Cambodja;Land vertrek / bestemming;2014;11.0;1.0;10.0
2171;Totaal mannen en vrouwen;Totaal;Cambodja;Land vertrek / bestemming;2015;15.0;2.0;13.0
2172;Totaal mannen en vrouwen;Totaal;Cambodja;Land vertrek / bestemming;2016;17.0;5.0;12.0
2173;Totaal mannen en vrouwen;Totaal;Cambodja;Land vertrek / bestemming;2017;20.0;4.0;16.0
2174;Totaal mannen en vrouwen;Totaal;Cambodja;Land vertrek / bestemming;2018;29.0;3.0;26.0
2175;Totaal mannen en vrouwen;Totaal;Cambodja;Land vertrek / bestemming;2019;38.0;7.0;31.0
2176;Totaal mannen en vrouwen;Totaal;Cambodja;Land vertrek / bestemming;2020;12.0;4.0;8.0
2177;Totaal mannen en vrouwen;Totaal;Cambodja;Land vertrek / bestemming;2021;28.0;10.0;18.0
2178;Totaal mannen en vrouwen;Totaal;Cambodja;Land vertrek / bestemming;2022;20.0;11.0;9.0
2179;Totaal mannen en vrouwen;Totaal;Cambodja;Land vertrek / bestemming;2023;31.0;8.0;23.0
2180;Totaal mannen en vrouwen;Totaal;Cambodja;Nederland;2014;19.0;37.0;-18.0
2181;Totaal mannen en vrouwen;Totaal;Cambodja;Nederland;2015;21.0;36.0;-15.0
2182;Totaal mannen en vrouwen;Totaal;Cambodja;Nederland;2016;36.0;37.0;-1.0
2183;Totaal mannen en vrouwen;Totaal;Cambodja;Nederland;2017;27.0;34.0;-7.0
2184;Totaal mannen en vrouwen;Totaal;Cambodja;Nederland;2018;27.0;28.0;-1.0
2185;Totaal mannen en vrouwen;Totaal;Cambodja;Nederland;2019;46.0;24.0;22.0
2186;Totaal mannen en vrouwen;Totaal;Cambodja;Nederland;2020;30.0;19.0;11.0
2187;Totaal mannen en vrouwen;Totaal;Cambodja;Nederland;2021;33.0;20.0;13.0
2188;Totaal mannen en vrouwen;Totaal;Cambodja;Nederland;2022;25.0;35.0;-10.0
2189;Totaal mannen en vrouwen;Totaal;Cambodja;Nederland;2023;19.0;24.0;-5.0
2190;Totaal mannen en vrouwen;Totaal;Cambodja;Overig land;2014;9.0;5.0;4.0
2191;Totaal mannen en vrouwen;Totaal;Cambodja;Overig land;2015;9.0;3.0;6.0
2192;Totaal mannen en vrouwen;Totaal;Cambodja;Overig land;2016;9.0;6.0;3.0
2193;Totaal mannen en vrouwen;Totaal;Cambodja;Overig land;2017;10.0;17.0;-7.0
2194;Totaal mannen en vrouwen;Totaal;Cambodja;Overig land;2018;21.0;10.0;11.0
2195;Totaal mannen en vrouwen;Totaal;Cambodja;Overig land;2019;27.0;11.0;16.0
2196;Totaal mannen en vrouwen;Totaal;Cambodja;Overig land;2020;13.0;5.0;8.0
2197;Totaal mannen en vrouwen;Totaal;Cambodja;Overig land;2021;24.0;9.0;15.0
2198;Totaal mannen en vrouwen;Totaal;Cambodja;Overig land;2022;23.0;13.0;10.0
2199;Totaal mannen en vrouwen;Totaal;Cambodja;Overig land;2023;21.0;8.0;13.0
2200;Totaal mannen en vrouwen;Totaal;Canada;Totaal;2014;1595.0;1521.0;74.0
2201;Totaal mannen en vrouwen;Totaal;Canada;Totaal;2015;1785.0;1544.0;241.0
2202;Totaal mannen en vrouwen;Totaal;Canada;Totaal;2016;1794.0;1582.0;212.0
2203;Totaal mannen en vrouwen;Totaal;Canada;Totaal;2017;1849.0;1841.0;8.0
2204;Totaal mannen en vrouwen;Totaal;Canada;Totaal;2018;2091.0;1868.0;223.0
2205;Totaal mannen en vrouwen;Totaal;Canada;Totaal;2019;2104.0;1843.0;261.0
2206;Totaal mannen en vrouwen;Totaal;Canada;Totaal;2020;1658.0;1556.0;102.0
2207;Totaal mannen en vrouwen;Totaal;Canada;Totaal;2021;1387.0;1313.0;74.0
2208;Totaal mannen en vrouwen;Totaal;Canada;Totaal;2022;1722.0;1786.0;-64.0
2209;Totaal mannen en vrouwen;Totaal;Canada;Totaal;2023;2077.0;2157.0;-80.0
2210;Totaal mannen en vrouwen;Totaal;Canada;Land vertrek / bestemming;2014;824.0;462.0;362.0
2211;Totaal mannen en vrouwen;Totaal;Canada;Land vertrek / bestemming;2015;893.0;548.0;345.0
2212;Totaal mannen en vrouwen;Totaal;Canada;Land vertrek / bestemming;2016;923.0;601.0;322.0
2213;Totaal mannen en vrouwen;Totaal;Canada;Land vertrek / bestemming;2017;998.0;643.0;355.0
2214;Totaal mannen en vrouwen;Totaal;Canada;Land vertrek / bestemming;2018;1089.0;726.0;363.0
2215;Totaal mannen en vrouwen;Totaal;Canada;Land vertrek / bestemming;2019;1037.0;717.0;320.0
2216;Totaal mannen en vrouwen;Totaal;Canada;Land vertrek / bestemming;2020;683.0;697.0;-14.0
2217;Totaal mannen en vrouwen;Totaal;Canada;Land vertrek / bestemming;2021;576.0;406.0;170.0
2218;Totaal mannen en vrouwen;Totaal;Canada;Land vertrek / bestemming;2022;871.0;414.0;457.0
2219;Totaal mannen en vrouwen;Totaal;Canada;Land vertrek / bestemming;2023;983.0;541.0;442.0
2220;Totaal mannen en vrouwen;Totaal;Canada;Nederland;2014;380.0;677.0;-297.0
2221;Totaal mannen en vrouwen;Totaal;Canada;Nederland;2015;445.0;621.0;-176.0
2222;Totaal mannen en vrouwen;Totaal;Canada;Nederland;2016;406.0;592.0;-186.0
2223;Totaal mannen en vrouwen;Totaal;Canada;Nederland;2017;356.0;718.0;-362.0
2224;Totaal mannen en vrouwen;Totaal;Canada;Nederland;2018;426.0;642.0;-216.0
2225;Totaal mannen en vrouwen;Totaal;Canada;Nederland;2019;418.0;587.0;-169.0
2226;Totaal mannen en vrouwen;Totaal;Canada;Nederland;2020;464.0;424.0;40.0
2227;Totaal mannen en vrouwen;Totaal;Canada;Nederland;2021;333.0;463.0;-130.0
2228;Totaal mannen en vrouwen;Totaal;Canada;Nederland;2022;315.0;509.0;-194.0
2229;Totaal mannen en vrouwen;Totaal;Canada;Nederland;2023;348.0;553.0;-205.0
2230;Totaal mannen en vrouwen;Totaal;Canada;Overig land;2014;391.0;382.0;9.0
2231;Totaal mannen en vrouwen;Totaal;Canada;Overig land;2015;447.0;375.0;72.0
2232;Totaal mannen en vrouwen;Totaal;Canada;Overig land;2016;465.0;389.0;76.0
2233;Totaal mannen en vrouwen;Totaal;Canada;Overig land;2017;495.0;480.0;15.0
2234;Totaal mannen en vrouwen;Totaal;Canada;Overig land;2018;576.0;500.0;76.0
2235;Totaal mannen en vrouwen;Totaal;Canada;Overig land;2019;649.0;539.0;110.0
2236;Totaal mannen en vrouwen;Totaal;Canada;Overig land;2020;511.0;435.0;76.0
2237;Totaal mannen en vrouwen;Totaal;Canada;Overig land;2021;478.0;444.0;34.0
2238;Totaal mannen en vrouwen;Totaal;Canada;Overig land;2022;536.0;863.0;-327.0
2239;Totaal mannen en vrouwen;Totaal;Canada;Overig land;2023;746.0;1063.0;-317.0
2240;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Totaal;2014;517.0;689.0;-172.0
2241;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Totaal;2015;589.0;697.0;-108.0
2242;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Totaal;2016;686.0;750.0;-64.0
2243;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Totaal;2017;727.0;767.0;-40.0
2244;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Totaal;2018;751.0;690.0;61.0
2245;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Totaal;2019;712.0;807.0;-95.0
2246;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Totaal;2020;698.0;669.0;29.0
2247;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Totaal;2021;651.0;1037.0;-386.0
2248;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Totaal;2022;818.0;1049.0;-231.0
2249;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Totaal;2023;890.0;908.0;-18.0
2250;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Land vertrek / bestemming;2014;10.0;2.0;8.0
2251;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Land vertrek / bestemming;2015;16.0;3.0;13.0
2252;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Land vertrek / bestemming;2016;25.0;3.0;22.0
2253;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Land vertrek / bestemming;2017;36.0;12.0;24.0
2254;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Land vertrek / bestemming;2018;28.0;6.0;22.0
2255;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Land vertrek / bestemming;2019;26.0;6.0;20.0
2256;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Land vertrek / bestemming;2020;116.0;84.0;32.0
2257;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Land vertrek / bestemming;2021;127.0;82.0;45.0
2258;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Land vertrek / bestemming;2022;159.0;84.0;75.0
2259;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Land vertrek / bestemming;2023;176.0;76.0;100.0
2260;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Nederland;2014;314.0;443.0;-129.0
2261;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Nederland;2015;362.0;480.0;-118.0
2262;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Nederland;2016;389.0;507.0;-118.0
2263;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Nederland;2017;400.0;532.0;-132.0
2264;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Nederland;2018;400.0;506.0;-106.0
2265;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Nederland;2019;382.0;607.0;-225.0
2266;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Nederland;2020;419.0;469.0;-50.0
2267;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Nederland;2021;362.0;772.0;-410.0
2268;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Nederland;2022;486.0;820.0;-334.0
2269;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Nederland;2023;494.0;694.0;-200.0
2270;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Overig land;2014;193.0;244.0;-51.0
2271;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Overig land;2015;211.0;214.0;-3.0
2272;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Overig land;2016;272.0;240.0;32.0
2273;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Overig land;2017;291.0;223.0;68.0
2274;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Overig land;2018;323.0;178.0;145.0
2275;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Overig land;2019;304.0;194.0;110.0
2276;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Overig land;2020;163.0;116.0;47.0
2277;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Overig land;2021;162.0;183.0;-21.0
2278;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Overig land;2022;173.0;145.0;28.0
2279;Totaal mannen en vrouwen;Totaal;Caribisch Nederland;Overig land;2023;220.0;138.0;82.0
2280;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Totaal;2014;6.0;3.0;3.0
2281;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Totaal;2015;9.0;8.0;1.0
2282;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Totaal;2016;5.0;3.0;2.0
2283;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Totaal;2017;7.0;2.0;5.0
2284;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Totaal;2018;6.0;5.0;1.0
2285;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Totaal;2019;13.0;6.0;7.0
2286;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Totaal;2020;7.0;4.0;3.0
2287;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Totaal;2021;3.0;2.0;1.0
2288;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Totaal;2022;10.0;11.0;-1.0
2289;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Totaal;2023;3.0;3.0;0.0
2290;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Land vertrek / bestemming;2014;0.0;0.0;0.0
2291;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Land vertrek / bestemming;2015;2.0;0.0;2.0
2292;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Land vertrek / bestemming;2016;0.0;1.0;-1.0
2293;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Land vertrek / bestemming;2017;1.0;0.0;1.0
2294;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Land vertrek / bestemming;2018;2.0;0.0;2.0
2295;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Land vertrek / bestemming;2019;2.0;1.0;1.0
2296;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Land vertrek / bestemming;2020;0.0;0.0;0.0
2297;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Land vertrek / bestemming;2021;0.0;1.0;-1.0
2298;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Land vertrek / bestemming;2022;0.0;1.0;-1.0
2299;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Land vertrek / bestemming;2023;1.0;1.0;0.0
2300;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Nederland;2014;1.0;3.0;-2.0
2301;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Nederland;2015;3.0;7.0;-4.0
2302;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Nederland;2016;4.0;0.0;4.0
2303;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Nederland;2017;2.0;1.0;1.0
2304;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Nederland;2018;1.0;5.0;-4.0
2305;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Nederland;2019;2.0;5.0;-3.0
2306;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Nederland;2020;4.0;3.0;1.0
2307;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Nederland;2021;3.0;1.0;2.0
2308;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Nederland;2022;1.0;7.0;-6.0
2309;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Nederland;2023;2.0;0.0;2.0
2310;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Overig land;2014;5.0;0.0;5.0
2311;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Overig land;2015;4.0;1.0;3.0
2312;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Overig land;2016;1.0;2.0;-1.0
2313;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Overig land;2017;4.0;1.0;3.0
2314;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Overig land;2018;3.0;0.0;3.0
2315;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Overig land;2019;9.0;0.0;9.0
2316;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Overig land;2020;3.0;1.0;2.0
2317;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Overig land;2021;0.0;0.0;0.0
2318;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Overig land;2022;9.0;3.0;6.0
2319;Totaal mannen en vrouwen;Totaal;Caymaneilanden;Overig land;2023;0.0;2.0;-2.0
2320;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Totaal;2014;2.0;0.0;2.0
2321;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Totaal;2015;3.0;2.0;1.0
2322;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Totaal;2016;3.0;3.0;0.0
2323;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Totaal;2017;8.0;1.0;7.0
2324;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Totaal;2018;4.0;1.0;3.0
2325;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Totaal;2019;3.0;1.0;2.0
2326;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Totaal;2020;0.0;1.0;-1.0
2327;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Totaal;2021;4.0;0.0;4.0
2328;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Totaal;2022;3.0;7.0;-4.0
2329;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Totaal;2023;2.0;2.0;0.0
2330;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Land vertrek / bestemming;2014;2.0;0.0;2.0
2331;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Land vertrek / bestemming;2015;3.0;0.0;3.0
2332;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Land vertrek / bestemming;2016;1.0;1.0;0.0
2333;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Land vertrek / bestemming;2017;1.0;0.0;1.0
2334;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Land vertrek / bestemming;2018;3.0;0.0;3.0
2335;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Land vertrek / bestemming;2019;1.0;1.0;0.0
2336;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Land vertrek / bestemming;2020;0.0;0.0;0.0
2337;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Land vertrek / bestemming;2021;1.0;0.0;1.0
2338;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Land vertrek / bestemming;2022;1.0;1.0;0.0
2339;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Land vertrek / bestemming;2023;0.0;0.0;0.0
2340;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Nederland;2014;0.0;0.0;0.0
2341;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Nederland;2015;0.0;1.0;-1.0
2342;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Nederland;2016;1.0;1.0;0.0
2343;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Nederland;2017;0.0;1.0;-1.0
2344;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Nederland;2018;0.0;0.0;0.0
2345;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Nederland;2019;0.0;0.0;0.0
2346;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Nederland;2020;0.0;0.0;0.0
2347;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Nederland;2021;2.0;0.0;2.0
2348;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Nederland;2022;0.0;2.0;-2.0
2349;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Nederland;2023;0.0;0.0;0.0
2350;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Overig land;2014;0.0;0.0;0.0
2351;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Overig land;2015;0.0;1.0;-1.0
2352;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Overig land;2016;1.0;1.0;0.0
2353;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Overig land;2017;7.0;0.0;7.0
2354;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Overig land;2018;1.0;1.0;0.0
2355;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Overig land;2019;2.0;0.0;2.0
2356;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Overig land;2020;0.0;1.0;-1.0
2357;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Overig land;2021;1.0;0.0;1.0
2358;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Overig land;2022;2.0;4.0;-2.0
2359;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaanse Republiek;Overig land;2023;2.0;2.0;0.0
2360;Totaal mannen en vrouwen;Totaal;Chili;Totaal;2014;246.0;211.0;35.0
2361;Totaal mannen en vrouwen;Totaal;Chili;Totaal;2015;315.0;234.0;81.0
2362;Totaal mannen en vrouwen;Totaal;Chili;Totaal;2016;328.0;212.0;116.0
2363;Totaal mannen en vrouwen;Totaal;Chili;Totaal;2017;389.0;205.0;184.0
2364;Totaal mannen en vrouwen;Totaal;Chili;Totaal;2018;414.0;268.0;146.0
2365;Totaal mannen en vrouwen;Totaal;Chili;Totaal;2019;474.0;236.0;238.0
2366;Totaal mannen en vrouwen;Totaal;Chili;Totaal;2020;386.0;247.0;139.0
2367;Totaal mannen en vrouwen;Totaal;Chili;Totaal;2021;422.0;122.0;300.0
2368;Totaal mannen en vrouwen;Totaal;Chili;Totaal;2022;503.0;215.0;288.0
2369;Totaal mannen en vrouwen;Totaal;Chili;Totaal;2023;458.0;196.0;262.0
2370;Totaal mannen en vrouwen;Totaal;Chili;Land vertrek / bestemming;2014;173.0;120.0;53.0
2371;Totaal mannen en vrouwen;Totaal;Chili;Land vertrek / bestemming;2015;218.0;131.0;87.0
2372;Totaal mannen en vrouwen;Totaal;Chili;Land vertrek / bestemming;2016;260.0;128.0;132.0
2373;Totaal mannen en vrouwen;Totaal;Chili;Land vertrek / bestemming;2017;290.0;134.0;156.0
2374;Totaal mannen en vrouwen;Totaal;Chili;Land vertrek / bestemming;2018;306.0;154.0;152.0
2375;Totaal mannen en vrouwen;Totaal;Chili;Land vertrek / bestemming;2019;317.0;149.0;168.0
2376;Totaal mannen en vrouwen;Totaal;Chili;Land vertrek / bestemming;2020;264.0;206.0;58.0
2377;Totaal mannen en vrouwen;Totaal;Chili;Land vertrek / bestemming;2021;327.0;88.0;239.0
2378;Totaal mannen en vrouwen;Totaal;Chili;Land vertrek / bestemming;2022;381.0;151.0;230.0
2379;Totaal mannen en vrouwen;Totaal;Chili;Land vertrek / bestemming;2023;331.0;141.0;190.0
2380;Totaal mannen en vrouwen;Totaal;Chili;Nederland;2014;40.0;66.0;-26.0
2381;Totaal mannen en vrouwen;Totaal;Chili;Nederland;2015;55.0;73.0;-18.0
2382;Totaal mannen en vrouwen;Totaal;Chili;Nederland;2016;34.0;56.0;-22.0
2383;Totaal mannen en vrouwen;Totaal;Chili;Nederland;2017;48.0;53.0;-5.0
2384;Totaal mannen en vrouwen;Totaal;Chili;Nederland;2018;59.0;74.0;-15.0
2385;Totaal mannen en vrouwen;Totaal;Chili;Nederland;2019;79.0;46.0;33.0
2386;Totaal mannen en vrouwen;Totaal;Chili;Nederland;2020;58.0;27.0;31.0
2387;Totaal mannen en vrouwen;Totaal;Chili;Nederland;2021;24.0;23.0;1.0
2388;Totaal mannen en vrouwen;Totaal;Chili;Nederland;2022;21.0;36.0;-15.0
2389;Totaal mannen en vrouwen;Totaal;Chili;Nederland;2023;37.0;32.0;5.0
2390;Totaal mannen en vrouwen;Totaal;Chili;Overig land;2014;33.0;25.0;8.0
2391;Totaal mannen en vrouwen;Totaal;Chili;Overig land;2015;42.0;30.0;12.0
2392;Totaal mannen en vrouwen;Totaal;Chili;Overig land;2016;34.0;28.0;6.0
2393;Totaal mannen en vrouwen;Totaal;Chili;Overig land;2017;51.0;18.0;33.0
