ID;SoortVordering;Perioden;VorderingenWWBWIJABWIOAWIOAZ_1;UitstaandSaldo_2
604;Geldlening;2003 mei;131360;374.5
605;Geldlening;2003 juni;131940;375.4
606;Geldlening;2003 juli;132440;376.9
607;Geldlening;2003 augustus;131800;378.8
608;Geldlening;2003 september;132270;382.9
609;Geldlening;2003 oktober;132580;383.1
610;Geldlening;2003 november;132030;383.1
611;Geldlening;2003 december;133180;387.5
612;Geldlening;2004 januari;131260;384.5
613;Geldlening;2004 februari;131670;385.4
614;Geldlening;2004 maart;132190;386.9
615;Geldlening;2004 april;132170;387.3
616;Geldlening;2004 mei;131580;387.0
617;Geldlening;2004 juni;131340;388.3
618;Geldlening;2004 juli;131080;389.9
619;Geldlening;2004 augustus;130700;390.7
620;Geldlening;2004 september;130280;390.1
621;Geldlening;2004 oktober;128660;392.3
622;Geldlening;2004 november;128780;392.6
623;Geldlening;2004 december;128920;395.5
624;Geldlening;2005 januari;127850;398.3
625;Geldlening;2005 februari;127940;401.1
626;Geldlening;2005 maart;128310;403.4
627;Geldlening;2005 april;127670;405.0
628;Geldlening;2005 mei;127480;406.0
629;Geldlening;2005 juni;126650;402.7
630;Geldlening;2005 juli;126020;409.5
631;Geldlening;2005 augustus;126260;409.5
632;Geldlening;2005 september;126420;408.7
633;Geldlening;2005 oktober;126440;408.1
634;Geldlening;2005 november;126550;409.3
635;Geldlening;2005 december;126410;407.7
636;Geldlening;2006 januari;122830;410.1
637;Geldlening;2006 februari;122270;410.0
638;Geldlening;2006 maart;123820;415.4
639;Geldlening;2006 april;123990;417.6
640;Geldlening;2006 mei;123700;418.5
641;Geldlening;2006 juni;122810;417.7
642;Geldlening;2006 juli;122150;418.8
643;Geldlening;2006 augustus;121630;417.3
644;Geldlening;2006 september;121350;417.8
645;Geldlening;2006 oktober;121160;416.9
646;Geldlening;2006 november;121240;416.4
647;Geldlening;2006 december;120980;416.0
648;Geldlening;2007 januari;120590;416.7
649;Geldlening;2007 februari;120970;418.2
650;Geldlening;2007 maart;121620;418.8
651;Geldlening;2007 april;121690;421.6
652;Geldlening;2007 mei;122180;422.0
653;Geldlening;2007 juni;121380;421.8
654;Geldlening;2007 juli;120470;424.3
655;Geldlening;2007 augustus;120080;423.8
656;Geldlening;2007 september;119750;422.7
657;Geldlening;2007 oktober;119810;422.8
658;Geldlening;2007 november;119820;424.9
659;Geldlening;2007 december;119590;426.4
660;Geldlening;2008 januari;119510;429.3
661;Geldlening;2008 februari;120450;437.8
662;Geldlening;2008 maart;119960;438.7
663;Geldlening;2008 april;120280;439.7
664;Geldlening;2008 mei;119860;441.7
665;Geldlening;2008 juni;119220;442.8
666;Geldlening;2008 juli;118600;442.9
667;Geldlening;2008 augustus;118100;444.8
668;Geldlening;2008 september;118230;445.9
669;Geldlening;2008 oktober;117930;446.0
670;Geldlening;2008 november;117520;446.3
671;Geldlening;2008 december;117890;445.8
672;Geldlening;2009 januari;116830;440.9
673;Geldlening;2009 februari;117960;445.2
674;Geldlening;2009 maart;118720;449.8
675;Geldlening;2009 april;118950;452.1
676;Geldlening;2009 mei;119270;454.5
677;Geldlening;2009 juni;119580;458.4
678;Geldlening;2009 juli;120010;463.3
679;Geldlening;2009 augustus;119760;467.1
680;Geldlening;2009 september;120120;472.3
681;Geldlening;2009 oktober;120820;476.7
682;Geldlening;2009 november;121480;483.8
683;Geldlening;2009 december;122560;492.6
684;Geldlening;2010 januari;122760;502.4
685;Geldlening;2010 februari;124250;510.6
686;Geldlening;2010 maart;125650;517.8
687;Geldlening;2010 april;126330;523.0
688;Geldlening;2010 mei;125870;521.1
689;Geldlening;2010 juni;126290;526.8
690;Geldlening;2010 juli;126120;531.7
691;Geldlening;2010 augustus;126160;533.2
692;Geldlening;2010 september;126530;535.7
693;Geldlening;2010 oktober;126880;537.0
694;Geldlening;2010 november;127290;539.5
695;Geldlening;2010 december;128970;542.4
696;Geldlening;2011 januari;127460;543.9
697;Geldlening;2011 februari;128570;549.6
698;Geldlening;2011 maart;128630;550.3
699;Geldlening;2011 april;128580;553.8
700;Geldlening;2011 mei;129170;557.2
701;Geldlening;2011 juni;127600;556.3
702;Geldlening;2011 juli;126890;559.4
703;Geldlening;2011 augustus;126680;559.3
704;Geldlening;2011 september;126570;558.5
705;Geldlening;2011 oktober;126370;556.3
706;Geldlening;2011 november;126480;552.6
707;Geldlening;2011 december;126900;551.5
708;Geldlening;2012 januari;125610;554.9
709;Geldlening;2012 februari;126430;558.5
710;Geldlening;2012 maart;127060;559.8
711;Geldlening;2012 april;127470;564.1
712;Geldlening;2012 mei;127630;563.6
713;Geldlening;2012 juni;126700;565.6
714;Geldlening;2012 juli;126220;564.1
715;Geldlening;2012 augustus;126270;565.1
716;Geldlening;2012 september;125830;562.8
717;Geldlening;2012 oktober;125930;560.5
718;Geldlening;2012 november;125730;557.1
719;Geldlening;2012 december;125140;554.3
720;Overige vorderingen;2001 januari;48490;52.0
721;Overige vorderingen;2001 februari;47430;51.6
722;Overige vorderingen;2001 maart;47550;50.4
723;Overige vorderingen;2001 april;47310;50.2
724;Overige vorderingen;2001 mei;47830;50.8
725;Overige vorderingen;2001 juni;47700;50.4
726;Overige vorderingen;2001 juli;47150;52.1
727;Overige vorderingen;2001 augustus;47720;51.9
728;Overige vorderingen;2001 september;50380;53.2
729;Overige vorderingen;2001 oktober;50550;53.1
730;Overige vorderingen;2001 november;50780;52.5
731;Overige vorderingen;2001 december;47090;51.6
732;Overige vorderingen;2002 januari;45610;49.2
733;Overige vorderingen;2002 februari;45530;49.0
734;Overige vorderingen;2002 maart;45420;47.8
735;Overige vorderingen;2002 april;44500;46.8
736;Overige vorderingen;2002 mei;44450;46.2
737;Overige vorderingen;2002 juni;43940;45.9
738;Overige vorderingen;2002 juli;44060;44.2
739;Overige vorderingen;2002 augustus;44230;44.2
740;Overige vorderingen;2002 september;43690;42.5
741;Overige vorderingen;2002 oktober;40580;34.7
742;Overige vorderingen;2002 november;38330;30.8
743;Overige vorderingen;2002 december;38180;29.7
744;Overige vorderingen;2003 januari;34700;23.9
745;Overige vorderingen;2003 februari;34740;22.7
746;Overige vorderingen;2003 maart;31780;21.0
747;Overige vorderingen;2003 april;30110;25.4
748;Overige vorderingen;2003 mei;29900;25.0
749;Overige vorderingen;2003 juni;23810;22.1
750;Overige vorderingen;2003 juli;23680;21.5
751;Overige vorderingen;2003 augustus;23250;21.3
752;Overige vorderingen;2003 september;23140;20.8
753;Overige vorderingen;2003 oktober;22790;20.9
754;Overige vorderingen;2003 november;23330;20.1
755;Overige vorderingen;2003 december;22420;19.1
756;Overige vorderingen;2004 januari;22800;19.3
757;Overige vorderingen;2004 februari;22640;19.0
758;Overige vorderingen;2004 maart;22470;19.1
759;Overige vorderingen;2004 april;22300;18.7
760;Overige vorderingen;2004 mei;21770;18.3
761;Overige vorderingen;2004 juni;21810;17.5
762;Overige vorderingen;2004 juli;21690;17.3
763;Overige vorderingen;2004 augustus;21640;17.1
764;Overige vorderingen;2004 september;22030;17.4
765;Overige vorderingen;2004 oktober;22780;16.7
766;Overige vorderingen;2004 november;22760;17.5
767;Overige vorderingen;2004 december;22390;18.8
768;Overige vorderingen;2005 januari;22590;20.9
769;Overige vorderingen;2005 februari;22190;20.9
770;Overige vorderingen;2005 maart;22440;20.6
771;Overige vorderingen;2005 april;22290;19.9
772;Overige vorderingen;2005 mei;22000;19.6
773;Overige vorderingen;2005 juni;21650;19.8
774;Overige vorderingen;2005 juli;21230;19.9
775;Overige vorderingen;2005 augustus;21260;19.9
776;Overige vorderingen;2005 september;21330;19.6
777;Overige vorderingen;2005 oktober;21270;20.6
778;Overige vorderingen;2005 november;21240;19.9
779;Overige vorderingen;2005 december;21150;19.2
780;Overige vorderingen;2006 januari;18490;18.3
781;Overige vorderingen;2006 februari;18460;18.3
782;Overige vorderingen;2006 maart;18110;16.9
783;Overige vorderingen;2006 april;18300;17.0
784;Overige vorderingen;2006 mei;18290;16.6
785;Overige vorderingen;2006 juni;18190;16.4
786;Overige vorderingen;2006 juli;17740;16.3
787;Overige vorderingen;2006 augustus;17570;16.3
788;Overige vorderingen;2006 september;17470;16.3
789;Overige vorderingen;2006 oktober;17440;16.1
790;Overige vorderingen;2006 november;16960;15.8
791;Overige vorderingen;2006 december;16760;15.7
792;Overige vorderingen;2007 januari;16140;15.6
793;Overige vorderingen;2007 februari;15870;15.4
794;Overige vorderingen;2007 maart;15790;15.3
795;Overige vorderingen;2007 april;15750;15.8
796;Overige vorderingen;2007 mei;15950;15.8
797;Overige vorderingen;2007 juni;15930;16.8
798;Overige vorderingen;2007 juli;15540;18.0
799;Overige vorderingen;2007 augustus;15470;18.1
800;Overige vorderingen;2007 september;15360;17.9
801;Overige vorderingen;2007 oktober;15370;17.5
802;Overige vorderingen;2007 november;14640;18.3
803;Overige vorderingen;2007 december;14420;17.5
804;Overige vorderingen;2008 januari;14140;17.3
805;Overige vorderingen;2008 februari;14390;17.2
806;Overige vorderingen;2008 maart;14370;17.0
807;Overige vorderingen;2008 april;14480;17.0
808;Overige vorderingen;2008 mei;14300;16.7
809;Overige vorderingen;2008 juni;14230;16.8
810;Overige vorderingen;2008 juli;14090;16.7
811;Overige vorderingen;2008 augustus;13530;16.7
812;Overige vorderingen;2008 september;13540;16.4
813;Overige vorderingen;2008 oktober;13500;16.6
814;Overige vorderingen;2008 november;13330;16.7
815;Overige vorderingen;2008 december;13310;16.4
816;Overige vorderingen;2009 januari;12540;16.3
817;Overige vorderingen;2009 februari;12630;16.3
818;Overige vorderingen;2009 maart;12670;16.3
819;Overige vorderingen;2009 april;12550;16.0
820;Overige vorderingen;2009 mei;12500;15.8
821;Overige vorderingen;2009 juni;12580;15.9
822;Overige vorderingen;2009 juli;12730;15.9
823;Overige vorderingen;2009 augustus;12680;16.2
824;Overige vorderingen;2009 september;12600;16.0
825;Overige vorderingen;2009 oktober;12710;15.9
826;Overige vorderingen;2009 november;12770;15.8
827;Overige vorderingen;2009 december;12940;15.6
828;Overige vorderingen;2010 januari;13530;14.8
829;Overige vorderingen;2010 februari;13430;14.7
830;Overige vorderingen;2010 maart;13800;14.4
831;Overige vorderingen;2010 april;13890;14.8
832;Overige vorderingen;2010 mei;13940;14.5
833;Overige vorderingen;2010 juni;13950;14.3
834;Overige vorderingen;2010 juli;13950;14.5
835;Overige vorderingen;2010 augustus;14110;14.3
836;Overige vorderingen;2010 september;14180;14.6
837;Overige vorderingen;2010 oktober;14270;14.6
838;Overige vorderingen;2010 november;14300;14.3
839;Overige vorderingen;2010 december;14640;14.5
840;Overige vorderingen;2011 januari;12480;13.5
841;Overige vorderingen;2011 februari;12500;13.5
842;Overige vorderingen;2011 maart;12600;13.2
843;Overige vorderingen;2011 april;12580;13.2
844;Overige vorderingen;2011 mei;12890;12.9
845;Overige vorderingen;2011 juni;12490;12.8
846;Overige vorderingen;2011 juli;12280;12.7
847;Overige vorderingen;2011 augustus;12250;12.9
848;Overige vorderingen;2011 september;12210;12.9
849;Overige vorderingen;2011 oktober;12380;13.0
850;Overige vorderingen;2011 november;12510;13.1
851;Overige vorderingen;2011 december;12700;12.9
852;Overige vorderingen;2012 januari;13670;13.5
853;Overige vorderingen;2012 februari;12580;13.2
854;Overige vorderingen;2012 maart;12450;13.2
855;Overige vorderingen;2012 april;12260;13.3
856;Overige vorderingen;2012 mei;12300;13.2
857;Overige vorderingen;2012 juni;12280;13.3
858;Overige vorderingen;2012 juli;12120;12.9
859;Overige vorderingen;2012 augustus;12320;13.1
860;Overige vorderingen;2012 september;12340;13.1
861;Overige vorderingen;2012 oktober;12580;13.1
862;Overige vorderingen;2012 november;12700;13.0
863;Overige vorderingen;2012 december;12800;13.1
