ID;Geslacht;Leeftijd;Herkomstgroepering;InkomstenbronVoorInstrOfNaUitstr;Perioden;AOUitkering_1;WWUitkering_2;Bijstandsuitkering_3;AOUitkering_4;WWUitkering_5;Bijstandsuitkering_6
2153;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;28 september 2012 tot 27 september 2013;0.0;0.4;0.4;0.0;0.7;0.2
2154;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;27 september 2013 tot 26 september 2014;0.0;0.4;0.4;0.0;0.9;0.3
2155;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;26 september 2014 tot 25 september 2015;0.0;0.4;0.4;0.0;1.0;0.4
2156;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;28 september 2001 tot 27 september 2002;0.3;0.3;0.3;0.1;0.2;0.2
2157;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;27 september 2002 tot 26 september 2003;0.4;0.5;0.5;0.1;0.3;0.2
2158;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;26 september 2003 tot 24 september 2004;0.4;0.6;0.5;0.2;0.5;0.3
2159;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;24 september 2004 tot 30 september 2005;0.2;0.5;0.8;0.4;0.9;0.3
2160;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;30 september 2005 tot 29 september 2006;0.4;0.5;0.6;0.2;0.7;0.4
2161;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;29 september 2006 tot 28 september 2007;0.7;0.4;0.4;0.1;0.5;0.5
2162;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;28 september 2007 tot 26 september 2008;0.6;0.4;0.3;0.1;0.5;0.5
2163;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;26 september 2008 tot 25 september 2009;0.6;0.5;0.6;0.0;0.6;0.4
2164;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;25 september 2009 tot 24 september 2010;0.6;0.6;1.0;0.1;1.4;0.6
2165;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;24 september 2010 tot 30 september 2011;0.9;0.8;1.0;0.0;1.2;0.6
2166;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;30 september 2011 tot 28 september 2012;0.9;0.9;1.1;0.1;1.5;0.7
2167;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;28 september 2012 tot 27 september 2013;0.9;1.2;1.5;0.1;2.0;0.6
2168;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;27 september 2013 tot 26 september 2014;1.0;1.3;1.8;0.1;2.5;0.7
2169;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;26 september 2014 tot 25 september 2015;0.9;1.3;1.5;0.1;2.2;0.7
2170;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;28 september 2001 tot 27 september 2002;0.0;0.1;0.1;0.0;0.0;0.1
2171;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;27 september 2002 tot 26 september 2003;0.0;0.1;0.1;0.0;0.0;0.1
2172;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;26 september 2003 tot 24 september 2004;0.0;0.1;0.1;0.0;0.1;0.1
2173;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;24 september 2004 tot 30 september 2005;0.0;0.2;0.1;0.0;0.1;0.1
2174;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;30 september 2005 tot 29 september 2006;0.0;0.2;0.1;0.0;0.1;0.2
2175;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;29 september 2006 tot 28 september 2007;0.0;0.1;0.0;0.0;0.1;0.3
2176;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;28 september 2007 tot 26 september 2008;0.0;0.1;0.0;0.0;0.1;0.3
2177;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;26 september 2008 tot 25 september 2009;0.0;0.0;0.1;0.0;0.1;0.3
2178;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;25 september 2009 tot 24 september 2010;0.0;0.0;0.1;0.0;0.1;0.3
2179;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;24 september 2010 tot 30 september 2011;0.0;0.0;0.1;0.0;0.1;0.3
2180;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;30 september 2011 tot 28 september 2012;0.0;0.1;0.1;0.0;0.1;0.4
2181;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;28 september 2012 tot 27 september 2013;0.0;0.1;0.1;0.0;0.1;0.4
2182;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;27 september 2013 tot 26 september 2014;0.0;0.1;0.1;0.0;0.1;0.4
2183;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;26 september 2014 tot 25 september 2015;0.0;0.1;0.1;0.0;0.1;0.3
2184;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;28 september 2001 tot 27 september 2002;0.0;0.0;0.1;0.0;0.0;0.0
2185;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;27 september 2002 tot 26 september 2003;0.0;0.0;0.1;0.1;0.0;0.0
2186;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;26 september 2003 tot 24 september 2004;0.0;0.0;0.2;0.1;0.0;0.1
2187;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;24 september 2004 tot 30 september 2005;0.0;0.0;0.4;0.2;0.0;0.1
2188;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;30 september 2005 tot 29 september 2006;0.0;0.0;0.4;0.1;0.0;0.1
2189;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;29 september 2006 tot 28 september 2007;0.0;0.0;0.2;0.1;0.0;0.1
2190;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;28 september 2007 tot 26 september 2008;0.0;0.0;0.2;0.0;0.0;0.1
2191;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;26 september 2008 tot 25 september 2009;0.0;0.0;0.3;0.0;0.0;0.1
2192;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;25 september 2009 tot 24 september 2010;0.0;0.0;0.7;0.0;0.0;0.1
2193;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;24 september 2010 tot 30 september 2011;0.0;0.0;0.6;0.0;0.0;0.2
2194;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;30 september 2011 tot 28 september 2012;0.0;0.0;0.7;0.0;0.0;0.2
2195;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;28 september 2012 tot 27 september 2013;0.0;0.0;1.1;0.0;0.0;0.2
2196;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;27 september 2013 tot 26 september 2014;0.1;0.0;1.3;0.0;0.0;0.2
2197;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;26 september 2014 tot 25 september 2015;0.0;0.0;1.0;0.0;0.0;0.3
2198;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;28 september 2001 tot 27 september 2002;0.1;0.0;0.0;0.0;0.1;0.0
2199;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;27 september 2002 tot 26 september 2003;0.1;0.0;0.0;0.0;0.1;0.0
2200;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;26 september 2003 tot 24 september 2004;0.1;0.1;0.0;0.1;0.2;0.0
2201;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;24 september 2004 tot 30 september 2005;0.1;0.1;0.0;0.1;0.5;0.0
2202;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;30 september 2005 tot 29 september 2006;0.1;0.1;0.0;0.1;0.4;0.0
2203;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;29 september 2006 tot 28 september 2007;0.3;0.1;0.0;0.0;0.2;0.0
2204;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;28 september 2007 tot 26 september 2008;0.2;0.1;0.0;0.0;0.2;0.0
2205;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;26 september 2008 tot 25 september 2009;0.2;0.1;0.0;0.0;0.3;0.0
2206;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;25 september 2009 tot 24 september 2010;0.2;0.1;0.0;0.0;0.8;0.0
2207;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;24 september 2010 tot 30 september 2011;0.3;0.2;0.0;0.0;0.7;0.0
2208;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;30 september 2011 tot 28 september 2012;0.3;0.2;0.0;0.0;0.8;0.0
2209;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;28 september 2012 tot 27 september 2013;0.3;0.3;0.0;0.0;1.2;0.0
2210;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;27 september 2013 tot 26 september 2014;0.3;0.3;0.0;0.0;1.5;0.0
2211;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;26 september 2014 tot 25 september 2015;0.2;0.4;0.0;0.0;1.2;0.0
2212;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;28 september 2001 tot 27 september 2002;0.3;0.2;0.2;0.0;0.1;0.1
2213;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;27 september 2002 tot 26 september 2003;0.3;0.4;0.3;0.0;0.2;0.1
2214;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;26 september 2003 tot 24 september 2004;0.3;0.4;0.2;0.0;0.3;0.1
2215;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;24 september 2004 tot 30 september 2005;0.1;0.3;0.2;0.1;0.4;0.1
2216;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;30 september 2005 tot 29 september 2006;0.2;0.3;0.2;0.1;0.3;0.2
2217;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;29 september 2006 tot 28 september 2007;0.4;0.2;0.2;0.1;0.2;0.2
2218;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;28 september 2007 tot 26 september 2008;0.4;0.3;0.2;0.0;0.2;0.1
2219;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;26 september 2008 tot 25 september 2009;0.4;0.4;0.3;0.0;0.3;0.1
2220;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;25 september 2009 tot 24 september 2010;0.4;0.4;0.3;0.0;0.6;0.2
2221;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;24 september 2010 tot 30 september 2011;0.7;0.6;0.3;0.0;0.5;0.1
2222;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;30 september 2011 tot 28 september 2012;0.7;0.6;0.3;0.0;0.6;0.1
2223;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;28 september 2012 tot 27 september 2013;0.6;0.8;0.4;0.0;0.7;0.1
2224;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;27 september 2013 tot 26 september 2014;0.7;0.9;0.4;0.0;1.0;0.1
2225;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit andere uitkering;26 september 2014 tot 25 september 2015;0.7;0.8;0.4;0.0;1.0;0.2
2226;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
2227;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
2228;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
2229;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
2230;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
2231;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
2232;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
2233;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;26 september 2008 tot 25 september 2009;0.0;0.0;0.0;0.0;0.0;0.0
2234;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;25 september 2009 tot 24 september 2010;0.0;0.0;0.0;0.0;0.0;0.0
2235;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;24 september 2010 tot 30 september 2011;0.0;0.0;0.0;0.0;0.0;0.0
2236;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;30 september 2011 tot 28 september 2012;0.0;0.0;0.0;0.1;0.0;0.0
2237;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;28 september 2012 tot 27 september 2013;0.0;0.0;0.0;0.0;0.0;0.0
2238;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;27 september 2013 tot 26 september 2014;0.0;0.0;0.0;0.1;0.0;0.0
2239;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten uit pensioen;26 september 2014 tot 25 september 2015;0.0;0.0;0.0;0.0;0.0;0.0
2240;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;28 september 2001 tot 27 september 2002;0.4;0.1;1.4;0.1;0.1;0.8
2241;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;27 september 2002 tot 26 september 2003;0.5;0.3;2.0;0.1;0.2;0.8
2242;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;26 september 2003 tot 24 september 2004;0.5;0.3;2.2;0.1;0.3;1.2
2243;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;24 september 2004 tot 30 september 2005;0.6;0.2;2.3;0.2;0.6;1.5
2244;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;30 september 2005 tot 29 september 2006;0.7;0.2;1.8;0.1;0.5;1.6
2245;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;29 september 2006 tot 28 september 2007;1.1;0.2;1.4;0.0;0.3;1.3
2246;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;28 september 2007 tot 26 september 2008;1.0;0.2;1.4;0.0;0.3;1.2
2247;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;26 september 2008 tot 25 september 2009;1.2;0.4;2.3;0.0;0.3;0.8
2248;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;25 september 2009 tot 24 september 2010;1.1;0.3;3.1;0.1;0.8;1.1
2249;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;24 september 2010 tot 30 september 2011;1.3;0.4;3.3;0.1;0.8;1.8
2250;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;30 september 2011 tot 28 september 2012;1.4;0.4;2.9;0.1;1.0;2.1
2251;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;28 september 2012 tot 27 september 2013;1.7;0.7;4.2;0.1;1.4;1.9
2252;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;27 september 2013 tot 26 september 2014;1.6;0.6;4.4;0.1;1.9;2.2
2253;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig totaal;26 september 2014 tot 25 september 2015;0.6;0.6;4.5;0.2;1.6;2.3
2254;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;28 september 2001 tot 27 september 2002;0.3;0.0;0.4;0.0;0.0;0.1
2255;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;27 september 2002 tot 26 september 2003;0.3;0.0;0.5;0.0;0.0;0.1
2256;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;26 september 2003 tot 24 september 2004;0.3;0.0;0.5;0.0;0.0;0.2
2257;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;24 september 2004 tot 30 september 2005;0.3;0.0;0.5;0.0;0.1;0.3
2258;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;30 september 2005 tot 29 september 2006;0.1;0.0;0.4;0.0;0.1;0.3
2259;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;29 september 2006 tot 28 september 2007;0.3;0.0;0.3;0.0;0.0;0.3
2260;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;28 september 2007 tot 26 september 2008;0.4;0.0;0.3;0.0;0.0;0.2
2261;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;26 september 2008 tot 25 september 2009;0.5;0.1;0.5;0.0;0.0;0.2
2262;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;25 september 2009 tot 24 september 2010;0.4;0.1;0.7;0.0;0.1;0.3
2263;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;24 september 2010 tot 30 september 2011;0.5;0.1;0.8;0.0;0.1;0.4
2264;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;30 september 2011 tot 28 september 2012;0.5;0.1;0.7;0.0;0.1;0.5
2265;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;28 september 2012 tot 27 september 2013;0.6;0.2;0.9;0.0;0.2;0.5
2266;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;27 september 2013 tot 26 september 2014;0.6;0.2;1.1;0.0;0.3;0.5
2267;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: scholier / student;26 september 2014 tot 25 september 2015;0.3;0.2;1.2;0.0;0.3;0.5
2268;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;28 september 2001 tot 27 september 2002;0.2;0.1;1.0;0.1;0.1;0.7
2269;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;27 september 2002 tot 26 september 2003;0.2;0.3;1.5;0.1;0.1;0.7
2270;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;26 september 2003 tot 24 september 2004;0.2;0.3;1.7;0.1;0.3;1.0
2271;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;24 september 2004 tot 30 september 2005;0.3;0.2;1.8;0.2;0.5;1.2
2272;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;30 september 2005 tot 29 september 2006;0.6;0.2;1.4;0.1;0.5;1.2
2273;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;29 september 2006 tot 28 september 2007;0.8;0.2;1.0;0.0;0.3;1.0
2274;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;28 september 2007 tot 26 september 2008;0.6;0.1;1.0;0.0;0.3;0.9
2275;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;26 september 2008 tot 25 september 2009;0.7;0.3;1.8;0.0;0.3;0.6
2276;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;25 september 2009 tot 24 september 2010;0.7;0.3;2.3;0.1;0.7;0.8
2277;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;24 september 2010 tot 30 september 2011;0.9;0.3;2.4;0.1;0.7;1.3
2278;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;30 september 2011 tot 28 september 2012;0.9;0.3;2.2;0.1;0.9;1.6
2279;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;28 september 2012 tot 27 september 2013;1.1;0.5;3.3;0.1;1.1;1.4
2280;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;27 september 2013 tot 26 september 2014;1.0;0.4;3.4;0.1;1.5;1.6
2281;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Inkomsten overig: geen of anders;26 september 2014 tot 25 september 2015;0.3;0.4;3.3;0.2;1.3;1.8
2282;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Instroom door Immigratie;28 september 2001 tot 27 september 2002;0.0;0.0;0.2;0.0;0.0;0.0
2283;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Instroom door Immigratie;27 september 2002 tot 26 september 2003;0.0;0.0;0.3;0.0;0.0;0.0
2284;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Instroom door Immigratie;26 september 2003 tot 24 september 2004;0.0;0.0;0.3;0.0;0.0;0.0
2285;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Instroom door Immigratie;24 september 2004 tot 30 september 2005;0.0;0.0;0.3;0.0;0.0;0.0
2286;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Instroom door Immigratie;30 september 2005 tot 29 september 2006;0.0;0.0;0.3;0.0;0.0;0.0
2287;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Instroom door Immigratie;29 september 2006 tot 28 september 2007;0.1;0.0;0.3;0.0;0.0;0.0
2288;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon 2e generatie;Instroom door Immigratie;28 september 2007 tot 26 september 2008;0.1;0.0;0.3;0.0;0.0;0.0
