ID;Geslacht;Onderwijssoort;Herkomstgroepering;Populatie;RegioS;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
720;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Autochtoon;Schoolregio;Oost-Nederland (LD);2003/'04;;;
721;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Autochtoon;Schoolregio;Oost-Nederland (LD);2004/'05;;;
722;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Autochtoon;Schoolregio;West-Nederland (LD);2003/'04;;;
723;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Autochtoon;Schoolregio;West-Nederland (LD);2004/'05;;;
724;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Autochtoon;Schoolregio;Zuid-Nederland (LD);2003/'04;;;
725;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Autochtoon;Schoolregio;Zuid-Nederland (LD);2004/'05;;;
726;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Autochtoon;Schoolregio;Niet in te delen (LD);2003/'04;;;
727;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Autochtoon;Schoolregio;Niet in te delen (LD);2004/'05;;;
728;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Nederland;2003/'04;;;
729;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Nederland;2004/'05;;;
730;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Vier grootste gemeenten (G4);2003/'04;;;
731;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Vier grootste gemeenten (G4);2004/'05;;;
732;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Amsterdam;2003/'04;;;
733;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Amsterdam;2004/'05;;;
734;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;'s-Gravenhage (gemeente);2003/'04;;;
735;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;'s-Gravenhage (gemeente);2004/'05;;;
736;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Rotterdam;2003/'04;;;
737;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Rotterdam;2004/'05;;;
738;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Utrecht (gemeente);2003/'04;;;
739;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Utrecht (gemeente);2004/'05;;;
740;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
741;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
742;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2003/'04;;;
743;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2004/'05;;;
744;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Niet in te delen (GM);2003/'04;;;
745;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Niet in te delen (GM);2004/'05;;;
746;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Noord-Nederland (LD);2003/'04;;;
747;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Noord-Nederland (LD);2004/'05;;;
748;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Oost-Nederland (LD);2003/'04;;;
749;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Oost-Nederland (LD);2004/'05;;;
750;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;West-Nederland (LD);2003/'04;;;
751;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;West-Nederland (LD);2004/'05;;;
752;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Zuid-Nederland (LD);2003/'04;;;
753;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Zuid-Nederland (LD);2004/'05;;;
754;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Niet in te delen (LD);2003/'04;;;
755;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Woonregio;Niet in te delen (LD);2004/'05;;;
756;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Nederland;2003/'04;;;
757;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Nederland;2004/'05;;;
758;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Vier grootste gemeenten (G4);2003/'04;;;
759;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Vier grootste gemeenten (G4);2004/'05;;;
760;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Amsterdam;2003/'04;;;
761;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Amsterdam;2004/'05;;;
762;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;'s-Gravenhage (gemeente);2003/'04;;;
763;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;'s-Gravenhage (gemeente);2004/'05;;;
764;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Rotterdam;2003/'04;;;
765;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Rotterdam;2004/'05;;;
766;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Utrecht (gemeente);2003/'04;;;
767;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Utrecht (gemeente);2004/'05;;;
768;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
769;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
770;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2003/'04;;;
771;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2004/'05;;;
772;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Niet in te delen (GM);2003/'04;;;
773;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Niet in te delen (GM);2004/'05;;;
774;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Noord-Nederland (LD);2003/'04;;;
775;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Noord-Nederland (LD);2004/'05;;;
776;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Oost-Nederland (LD);2003/'04;;;
777;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Oost-Nederland (LD);2004/'05;;;
778;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;West-Nederland (LD);2003/'04;;;
779;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;West-Nederland (LD);2004/'05;;;
780;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Zuid-Nederland (LD);2003/'04;;;
781;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Zuid-Nederland (LD);2004/'05;;;
782;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Niet in te delen (LD);2003/'04;;;
783;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Allochtoon;Schoolregio;Niet in te delen (LD);2004/'05;;;
784;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Nederland;2003/'04;;;
785;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Nederland;2004/'05;;;
786;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Vier grootste gemeenten (G4);2003/'04;;;
787;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Vier grootste gemeenten (G4);2004/'05;;;
788;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Amsterdam;2003/'04;;;
789;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Amsterdam;2004/'05;;;
790;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;'s-Gravenhage (gemeente);2003/'04;;;
791;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;'s-Gravenhage (gemeente);2004/'05;;;
792;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Rotterdam;2003/'04;;;
793;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Rotterdam;2004/'05;;;
794;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Utrecht (gemeente);2003/'04;;;
795;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Utrecht (gemeente);2004/'05;;;
796;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
797;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
798;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2003/'04;;;
799;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2004/'05;;;
800;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Niet in te delen (GM);2003/'04;;;
801;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Niet in te delen (GM);2004/'05;;;
802;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Noord-Nederland (LD);2003/'04;;;
803;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Noord-Nederland (LD);2004/'05;;;
804;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Oost-Nederland (LD);2003/'04;;;
805;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Oost-Nederland (LD);2004/'05;;;
806;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;West-Nederland (LD);2003/'04;;;
807;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;West-Nederland (LD);2004/'05;;;
808;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Zuid-Nederland (LD);2003/'04;;;
809;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Zuid-Nederland (LD);2004/'05;;;
810;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Niet in te delen (LD);2003/'04;;;
811;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Woonregio;Niet in te delen (LD);2004/'05;;;
812;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Nederland;2003/'04;;;
813;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Nederland;2004/'05;;;
814;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Vier grootste gemeenten (G4);2003/'04;;;
815;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Vier grootste gemeenten (G4);2004/'05;;;
816;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Amsterdam;2003/'04;;;
817;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Amsterdam;2004/'05;;;
818;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;'s-Gravenhage (gemeente);2003/'04;;;
819;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;'s-Gravenhage (gemeente);2004/'05;;;
820;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Rotterdam;2003/'04;;;
821;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Rotterdam;2004/'05;;;
822;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Utrecht (gemeente);2003/'04;;;
823;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Utrecht (gemeente);2004/'05;;;
824;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
825;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
826;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2003/'04;;;
827;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2004/'05;;;
828;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Niet in te delen (GM);2003/'04;;;
829;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Niet in te delen (GM);2004/'05;;;
830;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Noord-Nederland (LD);2003/'04;;;
831;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Noord-Nederland (LD);2004/'05;;;
832;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Oost-Nederland (LD);2003/'04;;;
833;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Oost-Nederland (LD);2004/'05;;;
834;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;West-Nederland (LD);2003/'04;;;
835;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;West-Nederland (LD);2004/'05;;;
836;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Zuid-Nederland (LD);2003/'04;;;
837;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Zuid-Nederland (LD);2004/'05;;;
838;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Niet in te delen (LD);2003/'04;;;
839;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Westerse allochtoon;Schoolregio;Niet in te delen (LD);2004/'05;;;
840;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Nederland;2003/'04;;;
841;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Nederland;2004/'05;;;
842;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Vier grootste gemeenten (G4);2003/'04;;;
843;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Vier grootste gemeenten (G4);2004/'05;;;
844;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Amsterdam;2003/'04;;;
845;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Amsterdam;2004/'05;;;
846;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;'s-Gravenhage (gemeente);2003/'04;;;
847;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;'s-Gravenhage (gemeente);2004/'05;;;
848;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Rotterdam;2003/'04;;;
849;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Rotterdam;2004/'05;;;
850;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Utrecht (gemeente);2003/'04;;;
851;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Utrecht (gemeente);2004/'05;;;
852;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
853;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
854;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2003/'04;;;
855;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Gemeenten < 100 000 inwoners;2004/'05;;;
856;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Niet in te delen (GM);2003/'04;;;
857;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Niet in te delen (GM);2004/'05;;;
858;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Noord-Nederland (LD);2003/'04;;;
859;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Noord-Nederland (LD);2004/'05;;;
860;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Oost-Nederland (LD);2003/'04;;;
861;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Oost-Nederland (LD);2004/'05;;;
862;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;West-Nederland (LD);2003/'04;;;
863;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;West-Nederland (LD);2004/'05;;;
864;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Zuid-Nederland (LD);2003/'04;;;
865;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Zuid-Nederland (LD);2004/'05;;;
866;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Niet in te delen (LD);2003/'04;;;
867;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Woonregio;Niet in te delen (LD);2004/'05;;;
868;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Nederland;2003/'04;;;
869;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Nederland;2004/'05;;;
870;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Vier grootste gemeenten (G4);2003/'04;;;
871;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Vier grootste gemeenten (G4);2004/'05;;;
872;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Amsterdam;2003/'04;;;
873;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Amsterdam;2004/'05;;;
874;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;'s-Gravenhage (gemeente);2003/'04;;;
875;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;'s-Gravenhage (gemeente);2004/'05;;;
876;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Rotterdam;2003/'04;;;
877;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Rotterdam;2004/'05;;;
878;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Utrecht (gemeente);2003/'04;;;
879;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Utrecht (gemeente);2004/'05;;;
880;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
881;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
882;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2003/'04;;;
883;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Gemeenten < 100 000 inwoners;2004/'05;;;
884;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Niet in te delen (GM);2003/'04;;;
885;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Niet in te delen (GM);2004/'05;;;
886;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Noord-Nederland (LD);2003/'04;;;
887;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Noord-Nederland (LD);2004/'05;;;
888;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Oost-Nederland (LD);2003/'04;;;
889;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Oost-Nederland (LD);2004/'05;;;
890;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;West-Nederland (LD);2003/'04;;;
891;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;West-Nederland (LD);2004/'05;;;
892;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Zuid-Nederland (LD);2003/'04;;;
893;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Zuid-Nederland (LD);2004/'05;;;
894;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Niet in te delen (LD);2003/'04;;;
895;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Niet-westerse allochtoon;Schoolregio;Niet in te delen (LD);2004/'05;;;
896;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Nederland;2003/'04;;;
897;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Nederland;2004/'05;;;
898;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Vier grootste gemeenten (G4);2003/'04;;;
899;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Vier grootste gemeenten (G4);2004/'05;;;
900;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Amsterdam;2003/'04;;;
901;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Amsterdam;2004/'05;;;
902;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;'s-Gravenhage (gemeente);2003/'04;;;
903;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;'s-Gravenhage (gemeente);2004/'05;;;
904;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Rotterdam;2003/'04;;;
905;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Rotterdam;2004/'05;;;
906;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Utrecht (gemeente);2003/'04;;;
907;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Utrecht (gemeente);2004/'05;;;
908;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2003/'04;;;
909;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2004/'05;;;
910;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Gemeenten < 100 000 inwoners;2003/'04;;;
911;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Gemeenten < 100 000 inwoners;2004/'05;;;
912;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Niet in te delen (GM);2003/'04;;;
913;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Niet in te delen (GM);2004/'05;;;
914;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Noord-Nederland (LD);2003/'04;;;
915;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Noord-Nederland (LD);2004/'05;;;
916;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Oost-Nederland (LD);2003/'04;;;
917;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Oost-Nederland (LD);2004/'05;;;
918;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;West-Nederland (LD);2003/'04;;;
919;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;West-Nederland (LD);2004/'05;;;
920;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Zuid-Nederland (LD);2003/'04;;;
921;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Zuid-Nederland (LD);2004/'05;;;
922;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Niet in te delen (LD);2003/'04;;;
923;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Woonregio;Niet in te delen (LD);2004/'05;;;
924;Totaal mannen en vrouwen;Vwo natuurprofiel totaal;Marokko;Schoolregio;Nederland;2003/'04;;;
