ID;Geslacht;Leeftijd;RegioS;Perioden;Bevolking_1;k_1BasisonderwijsVmboMbo1_2;k_2HavoVwoMbo24_3;k_3HboWo_4;k_11Basisonderwijs_5;k_12VmboHavoVwoOnderbouwMbo1_6;k_21HavoVwoMbo24_7;k_31HboWoBachelor_8;k_32HboWoMasterDoctor_9;k_111Basisonderwijs_10;k_121VmboBKMbo1_11;k_122VmboGTHavoVwoOnderbouw_12;k_211Mbo2EnMbo3_13;k_212Mbo4_14;k_213HavoVwo_15;k_311HboWoBachelor_16;k_321HboWoMasterDoctor_17
707;Totaal mannen en vrouwen;15 tot 75 jaar;Alkmaar;2016;83000.0;29.0;42.9;28.1;9.2;19.7;42.9;19.4;8.7;9.2;11.8;7.9;18.1;15.9;8.8;19.4;8.7
708;Totaal mannen en vrouwen;15 tot 75 jaar;Alkmaar;2017;83300.0;28.2;42.9;28.9;8.7;19.4;42.9;19.7;9.2;8.7;11.3;8.1;17.9;16.1;8.8;19.7;9.2
709;Totaal mannen en vrouwen;15 tot 75 jaar;Alkmaar;2018;83300.0;27.5;42.4;30.1;8.3;19.3;42.4;20.9;9.2;8.3;11.2;8.0;17.2;16.5;8.7;20.9;9.2
710;Totaal mannen en vrouwen;15 tot 75 jaar;Alkmaar;2019;83700.0;27.3;42.1;30.6;8.4;18.9;42.1;21.3;9.3;8.4;10.8;8.0;16.9;16.4;8.8;21.3;9.3
711;Totaal mannen en vrouwen;15 tot 75 jaar;Alkmaar;2020;84100.0;26.3;42.6;31.1;8.0;18.3;42.6;21.5;9.6;8.0;10.2;8.1;17.1;16.5;9.0;21.5;9.6
712;Totaal mannen en vrouwen;15 tot 75 jaar;Alkmaar;2021;84100.0;25.0;42.8;32.2;7.4;17.6;42.8;21.8;10.3;7.4;9.8;7.8;16.6;16.8;9.5;21.8;10.3
713;Totaal mannen en vrouwen;15 tot 75 jaar;Alkmaar;2022;84600.0;25.3;42.2;32.5;8.2;17.1;42.2;22.3;10.2;8.2;9.4;7.7;16.0;16.7;9.5;22.3;10.2
714;Totaal mannen en vrouwen;15 tot 75 jaar;Alkmaar;2023;84900.0;24.4;42.6;33.0;8.0;16.4;42.6;22.5;10.6;8.0;9.4;7.0;16.2;16.9;9.5;22.5;10.6
715;Totaal mannen en vrouwen;15 tot 75 jaar;Almelo;2013;54100.0;38.6;41.9;19.5;15.4;23.3;41.9;14.4;5.0;15.4;15.6;7.6;18.6;16.7;6.6;14.4;5.0
716;Totaal mannen en vrouwen;15 tot 75 jaar;Almelo;2014;54000.0;37.8;42.4;19.7;14.8;23.1;42.4;14.5;5.3;14.8;15.6;7.5;18.9;16.8;6.7;14.5;5.3
717;Totaal mannen en vrouwen;15 tot 75 jaar;Almelo;2015;54100.0;37.6;42.5;19.9;13.4;24.2;42.5;14.8;5.1;13.4;16.4;7.8;18.9;16.9;6.7;14.8;5.1
718;Totaal mannen en vrouwen;15 tot 75 jaar;Almelo;2016;54400.0;36.5;43.1;20.4;13.1;23.4;43.1;15.2;5.1;13.1;15.7;7.6;19.2;17.0;6.9;15.2;5.1
719;Totaal mannen en vrouwen;15 tot 75 jaar;Almelo;2017;54600.0;35.2;43.6;21.2;12.6;22.6;43.6;16.1;5.1;12.6;15.0;7.6;19.1;17.5;7.0;16.1;5.1
720;Totaal mannen en vrouwen;15 tot 75 jaar;Almelo;2018;55000.0;34.8;44.0;21.2;12.3;22.5;44.0;16.2;5.0;12.3;14.8;7.7;19.3;17.8;6.9;16.2;5.0
721;Totaal mannen en vrouwen;15 tot 75 jaar;Almelo;2019;55300.0;34.0;44.5;21.4;12.7;21.3;44.5;16.4;5.1;12.7;13.6;7.7;19.4;18.1;7.0;16.4;5.1
722;Totaal mannen en vrouwen;15 tot 75 jaar;Almelo;2020;55300.0;33.9;44.4;21.7;12.5;21.4;44.4;16.5;5.2;12.5;13.7;7.7;19.0;18.3;7.1;16.5;5.2
723;Totaal mannen en vrouwen;15 tot 75 jaar;Almelo;2021;55200.0;32.7;45.2;22.0;11.7;21.1;45.2;16.5;5.6;11.7;13.3;7.7;19.2;18.8;7.2;16.5;5.6
724;Totaal mannen en vrouwen;15 tot 75 jaar;Almelo;2022;55800.0;32.3;44.2;23.5;12.0;20.4;44.2;18.0;5.5;12.0;12.8;7.5;18.6;18.5;7.0;18.0;5.5
725;Totaal mannen en vrouwen;15 tot 75 jaar;Almelo;2023;56000.0;32.5;43.4;24.1;13.0;19.5;43.4;18.5;5.6;13.0;12.3;7.2;18.3;18.4;6.6;18.5;5.6
726;Totaal mannen en vrouwen;15 tot 75 jaar;Almere;2013;149200.0;31.7;44.5;23.8;10.5;21.2;44.5;16.5;7.3;10.5;12.4;8.8;18.1;16.2;10.2;16.5;7.3
727;Totaal mannen en vrouwen;15 tot 75 jaar;Almere;2014;150200.0;31.6;44.5;23.9;10.8;20.8;44.5;16.6;7.3;10.8;12.2;8.6;17.9;16.5;10.0;16.6;7.3
728;Totaal mannen en vrouwen;15 tot 75 jaar;Almere;2015;151500.0;31.1;44.3;24.6;10.5;20.6;44.3;17.4;7.2;10.5;11.9;8.6;18.1;16.4;9.8;17.4;7.2
729;Totaal mannen en vrouwen;15 tot 75 jaar;Almere;2016;154100.0;30.6;44.7;24.7;10.2;20.4;44.7;17.1;7.5;10.2;11.7;8.7;18.0;16.6;10.1;17.1;7.5
730;Totaal mannen en vrouwen;15 tot 75 jaar;Almere;2017;156700.0;30.0;44.8;25.3;9.9;20.1;44.8;17.6;7.7;9.9;11.5;8.5;18.1;16.7;10.0;17.6;7.7
731;Totaal mannen en vrouwen;15 tot 75 jaar;Almere;2018;160100.0;29.5;44.7;25.7;9.5;20.0;44.7;17.9;7.8;9.5;11.5;8.5;17.7;17.1;10.0;17.9;7.8
732;Totaal mannen en vrouwen;15 tot 75 jaar;Almere;2019;163500.0;29.3;44.1;26.7;9.7;19.5;44.1;18.4;8.3;9.7;11.2;8.3;17.4;16.8;9.8;18.4;8.3
733;Totaal mannen en vrouwen;15 tot 75 jaar;Almere;2020;165900.0;28.0;44.0;28.0;9.1;18.9;44.0;19.3;8.6;9.1;10.8;8.1;17.6;16.5;9.9;19.3;8.6
734;Totaal mannen en vrouwen;15 tot 75 jaar;Almere;2021;167900.0;26.7;44.3;29.0;8.3;18.4;44.3;20.0;9.0;8.3;10.2;8.2;17.2;17.0;10.1;20.0;9.0
735;Totaal mannen en vrouwen;15 tot 75 jaar;Almere;2022;171000.0;26.5;44.2;29.3;8.5;17.9;44.2;20.1;9.2;8.5;9.8;8.2;16.9;17.1;10.3;20.1;9.2
736;Totaal mannen en vrouwen;15 tot 75 jaar;Almere;2023;173900.0;26.4;43.5;30.1;8.6;17.7;43.5;20.8;9.3;8.6;9.9;7.9;16.9;17.0;9.6;20.8;9.3
737;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen aan den Rijn;2013;55400.0;30.9;43.0;26.1;9.3;21.6;43.0;18.5;7.6;9.3;13.6;8.0;16.2;16.6;10.2;18.5;7.6
738;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen aan den Rijn;2014;81000.0;31.2;43.7;25.1;8.9;22.3;43.7;17.8;7.3;8.9;13.7;8.6;16.6;17.2;10.0;17.8;7.3
739;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen aan den Rijn;2015;81400.0;30.6;43.7;25.7;9.0;21.6;43.7;18.1;7.6;9.0;12.9;8.7;16.9;16.8;9.9;18.1;7.6
740;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen aan den Rijn;2016;82100.0;30.5;43.6;25.9;9.0;21.5;43.6;18.3;7.5;9.0;12.6;9.0;17.0;16.8;9.9;18.3;7.5
741;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen aan den Rijn;2017;82900.0;30.0;43.9;26.1;8.5;21.5;43.9;18.5;7.6;8.5;12.7;8.8;16.7;17.0;10.2;18.5;7.6
742;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen aan den Rijn;2018;84000.0;28.9;43.4;27.7;8.4;20.5;43.4;19.5;8.2;8.4;11.6;8.8;16.7;17.1;9.5;19.5;8.2
743;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen aan den Rijn;2019;84700.0;28.3;43.4;28.3;8.5;19.8;43.4;19.9;8.4;8.5;11.2;8.6;16.6;17.0;9.8;19.9;8.4
744;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen aan den Rijn;2020;85200.0;27.3;43.8;28.9;8.1;19.2;43.8;20.3;8.5;8.1;10.6;8.6;16.6;17.4;9.8;20.3;8.5
745;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen aan den Rijn;2021;85100.0;26.2;44.6;29.2;7.5;18.7;44.6;20.2;9.0;7.5;10.0;8.6;16.8;17.7;10.1;20.2;9.0
746;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen aan den Rijn;2022;85700.0;25.4;45.3;29.3;7.4;18.0;45.3;20.1;9.2;7.4;9.6;8.4;16.5;18.1;10.7;20.1;9.2
747;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen aan den Rijn;2023;85900.0;25.3;43.9;30.8;7.4;17.9;43.9;21.3;9.6;7.4;9.5;8.3;16.3;17.3;10.3;21.3;9.6
748;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen-Chaam;2013;7300.0;28.7;48.4;22.9;5.2;23.5;48.4;15.4;7.5;5.2;15.9;7.6;18.4;21.0;9.0;15.4;7.5
749;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen-Chaam;2014;7400.0;26.4;48.5;25.1;5.4;21.1;48.5;17.1;8.0;5.4;13.5;7.6;19.1;20.3;9.2;17.1;8.0
750;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen-Chaam;2015;7500.0;25.6;49.2;25.2;5.4;20.2;49.2;16.9;8.2;5.4;13.0;7.2;19.4;19.8;10.0;16.9;8.2
751;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen-Chaam;2016;7600.0;28.8;44.3;26.9;5.3;23.5;44.3;17.8;9.1;5.3;16.3;7.2;18.4;17.9;8.0;17.8;9.1
752;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen-Chaam;2017;7600.0;27.4;45.1;27.5;5.5;21.8;45.1;18.7;8.8;5.5;14.3;7.5;17.5;19.5;8.1;18.7;8.8
753;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen-Chaam;2018;7700.0;27.5;44.2;28.3;5.6;21.9;44.2;19.6;8.7;5.6;14.7;7.2;17.5;19.2;7.4;19.6;8.7
754;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen-Chaam;2019;7700.0;24.7;46.1;29.2;5.4;19.3;46.1;20.3;8.9;5.4;12.4;6.9;16.7;19.5;9.9;20.3;8.9
755;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen-Chaam;2020;7800.0;22.9;46.1;31.0;5.5;17.4;46.1;21.8;9.2;5.5;10.4;7.0;17.5;19.8;8.9;21.8;9.2
756;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen-Chaam;2021;7800.0;21.8;45.2;33.0;5.9;15.9;45.2;23.3;9.7;5.9;9.4;6.5;16.6;20.2;8.5;23.3;9.7
757;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen-Chaam;2022;7800.0;20.9;44.9;34.1;6.2;14.8;44.9;24.1;10.0;6.2;8.3;6.5;16.7;19.5;8.7;24.1;10.0
758;Totaal mannen en vrouwen;15 tot 75 jaar;Alphen-Chaam;2023;7800.0;21.2;46.3;32.5;6.2;15.0;46.3;22.8;9.7;6.2;8.4;6.6;17.8;20.5;7.9;22.8;9.7
759;Totaal mannen en vrouwen;15 tot 75 jaar;Altena;2013;;;;;;;;;;;;;;;;;
760;Totaal mannen en vrouwen;15 tot 75 jaar;Altena;2014;;;;;;;;;;;;;;;;;
761;Totaal mannen en vrouwen;15 tot 75 jaar;Altena;2015;;;;;;;;;;;;;;;;;
762;Totaal mannen en vrouwen;15 tot 75 jaar;Altena;2016;;;;;;;;;;;;;;;;;
763;Totaal mannen en vrouwen;15 tot 75 jaar;Altena;2017;;;;;;;;;;;;;;;;;
764;Totaal mannen en vrouwen;15 tot 75 jaar;Altena;2018;;;;;;;;;;;;;;;;;
765;Totaal mannen en vrouwen;15 tot 75 jaar;Altena;2019;41600.0;35.6;44.4;19.9;9.7;25.9;44.4;15.5;4.5;9.7;16.8;9.1;20.7;16.3;7.4;15.5;4.5
766;Totaal mannen en vrouwen;15 tot 75 jaar;Altena;2020;41900.0;34.2;45.0;20.7;9.2;25.1;45.0;15.9;4.9;9.2;16.3;8.8;20.8;16.7;7.5;15.9;4.9
767;Totaal mannen en vrouwen;15 tot 75 jaar;Altena;2021;42100.0;32.9;45.6;21.5;9.1;23.7;45.6;16.5;5.0;9.1;14.9;8.8;20.7;17.5;7.5;16.5;5.0
768;Totaal mannen en vrouwen;15 tot 75 jaar;Altena;2022;42500.0;32.4;46.7;20.9;8.7;23.8;46.7;15.7;5.1;8.7;14.9;8.9;20.9;18.1;7.7;15.7;5.1
769;Totaal mannen en vrouwen;15 tot 75 jaar;Altena;2023;42800.0;32.0;46.8;21.3;8.7;23.3;46.8;15.9;5.3;8.7;14.8;8.5;21.1;18.3;7.4;15.9;5.3
770;Totaal mannen en vrouwen;15 tot 75 jaar;Ameland;2013;2700.0;29.1;53.3;17.7;14.0;15.1;53.3;15.9;1.8;14.0;8.1;7.0;27.4;17.8;8.2;15.9;1.8
771;Totaal mannen en vrouwen;15 tot 75 jaar;Ameland;2014;2700.0;31.3;50.7;18.0;13.5;17.8;50.7;15.6;2.4;13.5;9.6;8.3;25.3;17.8;7.6;15.6;2.4
772;Totaal mannen en vrouwen;15 tot 75 jaar;Ameland;2015;2700.0;31.7;50.7;17.7;14.2;17.4;50.7;15.3;2.4;14.2;10.3;7.1;24.7;19.0;7.1;15.3;2.4
773;Totaal mannen en vrouwen;15 tot 75 jaar;Ameland;2016;2700.0;31.2;51.5;17.3;14.5;16.8;51.5;14.9;2.3;14.5;10.3;6.4;23.4;21.5;6.5;14.9;2.3
774;Totaal mannen en vrouwen;15 tot 75 jaar;Ameland;2017;2700.0;28.4;52.0;19.6;12.1;16.3;52.0;16.4;3.3;12.1;9.4;6.9;23.4;20.8;7.9;16.4;3.3
775;Totaal mannen en vrouwen;15 tot 75 jaar;Ameland;2018;2800.0;28.0;50.1;21.9;10.5;17.5;50.1;18.4;3.5;10.5;8.1;9.4;21.4;22.5;6.3;18.4;3.5
776;Totaal mannen en vrouwen;15 tot 75 jaar;Ameland;2019;2800.0;24.5;52.4;23.1;10.3;14.3;52.4;20.4;2.7;10.3;6.8;7.5;23.4;20.4;8.5;20.4;2.7
777;Totaal mannen en vrouwen;15 tot 75 jaar;Ameland;2020;2800.0;20.5;56.4;23.2;7.2;13.2;56.4;17.7;5.4;7.2;6.3;6.9;32.9;16.8;6.6;17.7;5.4
778;Totaal mannen en vrouwen;15 tot 75 jaar;Ameland;2021;2800.0;25.0;52.7;22.3;6.5;18.5;52.7;18.5;3.9;6.5;9.4;9.1;22.5;23.0;7.2;18.5;3.9
779;Totaal mannen en vrouwen;15 tot 75 jaar;Ameland;2022;2900.0;24.6;52.5;22.9;5.8;18.8;52.5;19.0;3.9;5.8;9.4;9.4;22.3;22.9;7.3;19.0;3.9
780;Totaal mannen en vrouwen;15 tot 75 jaar;Ameland;2023;2900.0;24.7;51.4;23.9;6.5;18.2;51.4;19.8;4.1;6.5;8.8;9.3;21.9;23.6;5.8;19.8;4.1
781;Totaal mannen en vrouwen;15 tot 75 jaar;Amersfoort;2013;111300.0;27.5;37.0;35.5;8.9;18.6;37.0;22.2;13.2;8.9;10.5;8.1;13.5;14.2;9.3;22.2;13.2
782;Totaal mannen en vrouwen;15 tot 75 jaar;Amersfoort;2014;112800.0;27.2;37.1;35.7;9.0;18.1;37.1;21.9;13.8;9.0;10.2;7.9;13.3;14.3;9.5;21.9;13.8
783;Totaal mannen en vrouwen;15 tot 75 jaar;Amersfoort;2015;114100.0;25.9;37.8;36.3;8.9;17.0;37.8;22.3;14.0;8.9;9.1;7.8;13.9;14.3;9.6;22.3;14.0
784;Totaal mannen en vrouwen;15 tot 75 jaar;Amersfoort;2016;115100.0;25.7;37.1;37.2;8.6;17.1;37.1;22.6;14.6;8.6;9.2;7.9;13.2;14.3;9.6;22.6;14.6
785;Totaal mannen en vrouwen;15 tot 75 jaar;Amersfoort;2017;116400.0;24.8;37.5;37.6;8.2;16.6;37.5;23.1;14.6;8.2;8.8;7.8;12.9;14.5;10.1;23.1;14.6
786;Totaal mannen en vrouwen;15 tot 75 jaar;Amersfoort;2018;117600.0;24.2;36.6;39.1;8.0;16.2;36.6;23.9;15.2;8.0;8.5;7.7;12.5;14.6;9.6;23.9;15.2
787;Totaal mannen en vrouwen;15 tot 75 jaar;Amersfoort;2019;118700.0;23.9;36.3;39.8;8.0;15.9;36.3;24.2;15.6;8.0;8.3;7.5;12.2;14.4;9.7;24.2;15.6
788;Totaal mannen en vrouwen;15 tot 75 jaar;Amersfoort;2020;119400.0;23.0;36.2;40.8;7.6;15.3;36.2;24.7;16.1;7.6;8.0;7.3;12.0;14.6;9.7;24.7;16.1
789;Totaal mannen en vrouwen;15 tot 75 jaar;Amersfoort;2021;119900.0;22.5;36.1;41.4;7.2;15.3;36.1;25.0;16.4;7.2;7.8;7.5;11.8;14.6;9.7;25.0;16.4
790;Totaal mannen en vrouwen;15 tot 75 jaar;Amersfoort;2022;121600.0;21.6;36.5;41.9;6.9;14.7;36.5;25.0;16.8;6.9;7.3;7.4;11.6;14.7;10.2;25.0;16.8
791;Totaal mannen en vrouwen;15 tot 75 jaar;Amersfoort;2023;122400.0;21.8;35.7;42.5;7.3;14.5;35.7;24.9;17.6;7.3;7.4;7.1;11.5;14.6;9.6;24.9;17.6
792;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelveen;2013;62300.0;22.7;35.8;41.5;4.9;17.8;35.8;21.9;19.6;4.9;8.4;9.5;11.0;9.6;15.3;21.9;19.6
793;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelveen;2014;63700.0;22.8;37.0;40.3;5.5;17.3;37.0;20.5;19.8;5.5;8.1;9.2;11.7;9.8;15.4;20.5;19.8
794;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelveen;2015;64900.0;22.5;36.0;41.5;6.0;16.5;36.0;21.5;20.0;6.0;7.3;9.2;11.4;9.7;14.9;21.5;20.0
795;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelveen;2016;65300.0;20.7;35.1;44.2;5.4;15.4;35.1;21.6;22.5;5.4;6.6;8.7;10.6;9.6;14.9;21.6;22.5
796;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelveen;2017;65800.0;21.2;35.0;43.8;5.3;15.9;35.0;23.1;20.7;5.3;6.9;9.0;10.9;9.8;14.3;23.1;20.7
797;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelveen;2018;66400.0;19.7;36.6;43.7;4.9;14.9;36.6;21.8;21.9;4.9;6.0;8.9;10.9;10.2;15.5;21.8;21.9
798;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelveen;2019;67200.0;20.8;32.7;46.5;5.1;15.7;32.7;23.8;22.7;5.1;5.8;9.9;9.5;9.7;13.5;23.8;22.7
799;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelveen;2020;66300.0;20.6;33.5;45.9;5.2;15.4;33.5;23.6;22.4;5.2;5.8;9.7;9.6;9.6;14.3;23.6;22.4
800;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelveen;2021;66900.0;20.0;33.3;46.7;5.3;14.7;33.3;23.6;23.1;5.3;6.3;8.4;9.5;9.7;14.1;23.6;23.1
801;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelveen;2022;68800.0;20.6;31.7;47.7;5.1;15.5;31.7;24.1;23.5;5.1;7.4;8.1;8.7;9.3;13.7;24.1;23.5
802;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelveen;2023;69000.0;21.9;31.8;46.2;5.8;16.1;31.8;23.1;23.2;5.8;8.0;8.1;9.1;9.2;13.5;23.1;23.2
803;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdam;2013;643400.0;25.9;32.8;41.3;11.7;14.2;32.8;19.7;21.7;11.7;8.1;6.1;10.1;8.4;14.3;19.7;21.7
804;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdam;2014;652500.0;25.1;31.9;43.0;11.4;13.7;31.9;20.4;22.6;11.4;7.6;6.1;9.6;8.5;13.8;20.4;22.6
805;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdam;2015;663300.0;24.8;31.4;43.8;11.1;13.7;31.4;20.9;22.9;11.1;7.5;6.2;9.7;8.3;13.4;20.9;22.9
806;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdam;2016;674600.0;24.1;30.8;45.1;10.9;13.2;30.8;21.8;23.4;10.9;7.2;5.9;9.7;8.4;12.7;21.8;23.4
807;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdam;2017;683700.0;23.9;30.9;45.2;10.6;13.3;30.9;21.8;23.5;10.6;7.0;6.3;9.6;8.4;12.9;21.8;23.5
808;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdam;2018;693300.0;23.2;29.6;47.2;10.3;12.9;29.6;22.9;24.4;10.3;6.8;6.0;9.4;8.3;11.9;22.9;24.4
809;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdam;2019;702100.0;23.0;29.3;47.7;10.5;12.5;29.3;22.9;24.7;10.5;6.4;6.1;9.2;8.1;12.0;22.9;24.7
810;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdam;2020;705300.0;22.4;29.5;48.1;10.1;12.3;29.5;23.3;24.9;10.1;6.4;5.9;9.1;8.1;12.3;23.3;24.9
811;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdam;2021;710100.0;21.9;29.9;48.2;9.7;12.2;29.9;23.2;25.0;9.7;6.3;5.9;9.1;8.3;12.4;23.2;25.0
812;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdam;2022;725000.0;21.9;29.9;48.2;9.6;12.2;29.9;23.0;25.3;9.6;6.3;6.0;9.0;8.3;12.6;23.0;25.3
813;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdam;2023;754100.0;21.6;29.9;48.5;9.5;12.1;29.9;23.3;25.2;9.5;6.4;5.7;8.7;8.1;13.0;23.3;25.2
814;Totaal mannen en vrouwen;15 tot 75 jaar;Apeldoorn;2013;118100.0;31.2;42.6;26.3;9.8;21.4;42.6;18.7;7.6;9.8;13.3;8.1;17.5;17.1;8.0;18.7;7.6
815;Totaal mannen en vrouwen;15 tot 75 jaar;Apeldoorn;2014;118500.0;30.9;42.7;26.4;9.9;21.0;42.7;18.6;7.8;9.9;12.9;8.1;17.3;17.3;8.1;18.6;7.8
816;Totaal mannen en vrouwen;15 tot 75 jaar;Apeldoorn;2015;119200.0;30.6;42.2;27.2;10.0;20.6;42.2;19.3;8.0;10.0;12.5;8.1;17.1;17.3;7.8;19.3;8.0
817;Totaal mannen en vrouwen;15 tot 75 jaar;Apeldoorn;2016;120200.0;30.5;42.4;27.0;10.0;20.5;42.4;18.9;8.2;10.0;12.5;8.0;17.0;17.4;8.0;18.9;8.2
818;Totaal mannen en vrouwen;15 tot 75 jaar;Apeldoorn;2017;121200.0;29.6;42.8;27.7;9.9;19.7;42.8;19.5;8.1;9.9;11.6;8.0;17.1;17.5;8.2;19.5;8.1
819;Totaal mannen en vrouwen;15 tot 75 jaar;Apeldoorn;2018;122300.0;29.3;42.9;27.8;10.0;19.3;42.9;19.5;8.3;10.0;11.4;7.9;17.1;17.6;8.3;19.5;8.3
820;Totaal mannen en vrouwen;15 tot 75 jaar;Apeldoorn;2019;123300.0;28.5;42.5;29.0;9.5;19.0;42.5;20.2;8.9;9.5;10.9;8.1;16.8;17.6;8.1;20.2;8.9
821;Totaal mannen en vrouwen;15 tot 75 jaar;Apeldoorn;2020;124100.0;28.6;42.3;29.1;9.7;18.9;42.3;19.8;9.3;9.7;11.0;7.9;16.7;17.6;8.0;19.8;9.3
822;Totaal mannen en vrouwen;15 tot 75 jaar;Apeldoorn;2021;124300.0;27.6;42.8;29.6;9.0;18.6;42.8;20.0;9.6;9.0;10.6;8.0;16.2;18.1;8.5;20.0;9.6
823;Totaal mannen en vrouwen;15 tot 75 jaar;Apeldoorn;2022;124700.0;27.1;42.9;30.0;9.0;18.1;42.9;20.3;9.6;9.0;10.1;8.0;15.8;18.4;8.6;20.3;9.6
824;Totaal mannen en vrouwen;15 tot 75 jaar;Apeldoorn;2023;125300.0;27.5;42.8;29.7;9.6;17.9;42.8;20.1;9.7;9.6;10.2;7.7;16.0;18.6;8.2;20.1;9.7
825;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam;2013;9000.0;34.7;49.7;15.6;9.5;25.2;49.7;12.7;2.9;9.5;16.7;8.5;27.8;15.2;6.6;12.7;2.9
826;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam;2014;8900.0;34.5;49.3;16.2;9.4;25.1;49.3;13.0;3.2;9.4;16.5;8.6;26.5;16.0;6.7;13.0;3.2
827;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam;2015;8800.0;33.7;49.8;16.6;9.7;23.9;49.8;13.1;3.4;9.7;15.9;8.1;26.7;16.7;6.4;13.1;3.4
828;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam;2016;8900.0;33.8;50.3;15.9;10.5;23.3;50.3;12.8;3.1;10.5;15.2;8.1;27.1;16.8;6.4;12.8;3.1
829;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam;2017;8800.0;34.5;49.9;15.6;9.6;24.8;49.9;12.7;2.9;9.6;15.6;9.2;27.3;16.3;6.3;12.7;2.9
830;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam;2018;8700.0;33.8;50.1;16.1;9.8;24.0;50.1;13.0;3.1;9.8;15.7;8.4;26.7;16.7;6.7;13.0;3.1
831;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam;2019;8700.0;32.2;50.0;17.8;9.2;23.0;50.0;14.6;3.2;9.2;15.0;8.0;26.5;16.7;6.7;14.6;3.2
832;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam;2020;8600.0;31.1;51.2;17.7;8.8;22.4;51.2;14.2;3.5;8.8;14.4;8.0;26.6;17.6;7.0;14.2;3.5
833;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam;2021;;;;;;;;;;;;;;;;;
834;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam;2022;;;;;;;;;;;;;;;;;
835;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam;2023;;;;;;;;;;;;;;;;;
836;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhem;2013;116500.0;31.4;37.3;31.3;12.3;19.1;37.3;20.0;11.3;12.3;11.9;7.2;13.8;13.6;9.9;20.0;11.3
837;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhem;2014;117700.0;30.9;37.5;31.6;12.0;18.9;37.5;20.1;11.5;12.0;11.7;7.2;13.9;13.7;9.9;20.1;11.5
838;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhem;2015;118900.0;30.7;37.4;32.0;12.3;18.3;37.4;20.5;11.4;12.3;11.0;7.3;13.8;13.9;9.7;20.5;11.4
839;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhem;2016;120600.0;30.1;37.8;32.1;11.5;18.6;37.8;20.6;11.4;11.5;10.9;7.7;13.8;13.7;10.4;20.6;11.4
840;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhem;2017;122200.0;29.0;38.4;32.6;11.1;17.9;38.4;20.9;11.7;11.1;10.7;7.3;13.9;13.8;10.6;20.9;11.7
