ID;Geslacht;RegioS;Perioden;TotaalBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;BrutoArbeidsparticipatie_6;NettoArbeidsparticipatie_7;GeregistreerdeWerklozen_8;Werkloosheidspercentage_9
243;Mannen en vrouwen;Drenthe (PV);1986;289;156;140;15.0;133;53.8;48.5;15.0;9.9
244;Mannen en vrouwen;Drenthe (PV);1987;292;159;145;14.0;133;54.4;49.5;12.0;8.8
245;Mannen en vrouwen;Drenthe (PV);1988;294;163;148;15.0;131;55.5;50.3;14.0;9.4
246;Mannen en vrouwen;Drenthe (PV);1989;296;165;152;13.0;131;55.6;51.4;11.0;7.7
247;Mannen en vrouwen;Drenthe (PV);1990;297;168;156;12.0;129;56.5;52.5;10.0;7.1
248;Mannen en vrouwen;Drenthe (PV);1991;298;174;162;12.0;124;58.5;54.3;9.0;7.1
249;Mannen en vrouwen;Drenthe (PV);1992;299;177;162;15.0;121;59.4;54.3;11.0;8.5
250;Mannen en vrouwen;Drenthe (PV);1993;301;178;162;16.0;123;59.2;53.9;12.0;9.0
251;Mannen en vrouwen;Drenthe (PV);1994;302;181;163;18.0;121;59.9;53.8;14.0;10.2
252;Mannen en vrouwen;Drenthe (PV);1995;304;188;171;17.0;115;62.1;56.4;14.0;9.2
253;Mannen en vrouwen;Drenthe (PV);1996;304;190;174;16.0;114;62.5;57.3;12.0;8.3
254;Mannen en vrouwen;Drenthe (PV);1997;305;189;176;13.0;116;62.0;57.8;10.0;6.7
255;Mannen en vrouwen;Drenthe (PV);1998;307;198;185;13.0;109;64.5;60.4;9.0;6.4
256;Mannen en vrouwen;Drenthe (PV);1999;307;199;185;14.0;107;65.0;60.4;9.0;7.0
257;Mannen en vrouwen;Drenthe (PV);2000;308;199;190;10.0;109;64.7;61.5;8.0;4.9
258;Mannen en vrouwen;Drenthe (PV);2001 voor revisie;311;205;196;9.0;106;65.9;63.1;4.0;4.2
259;Mannen en vrouwen;Drenthe (PV);2001 na revisie;318;205;197;8.0;113;64.4;61.9;5.0;3.9
260;Mannen en vrouwen;Drenthe (PV);2002;313;208;198;10.0;105;66.4;63.1;7.0;5.0
261;Mannen en vrouwen;Drenthe (PV);2003;314;212;199;13.0;102;67.6;63.5;8.0;6.1
262;Mannen en vrouwen;Drenthe (PV);2004;314;208;192;17.0;105;66.4;61.1;13.0;8.0
263;Mannen en vrouwen;Drenthe (PV);2005;313;206;190;16.0;107;65.8;60.8;12.0;7.7
264;Mannen en vrouwen;Drenthe (PV);2006;313;212;198;14.0;101;67.8;63.4;9.0;6.5
265;Mannen en vrouwen;Drenthe (PV);2007;314;215;204;11.0;99;68.5;65.0;5.0;5.2
266;Mannen en vrouwen;Drenthe (PV);2008;314;222;212;10.0;92;70.6;67.3;5.0;4.7
267;Mannen en vrouwen;Drenthe (PV);2009;314;223;209;14.0;91;71.1;66.6;7.0;6.2
268;Mannen en vrouwen;Drenthe (PV);2010;314;217;204;13.0;97;69.0;64.8;8.0;6.1
269;Mannen en vrouwen;Drenthe (PV);2011;312;214;202;12.0;98;68.5;64.7;6.0;5.6
270;Mannen en vrouwen;Drenthe (PV);2012;310;219;203;15.0;91;70.6;65.6;9.0;7.0
271;Mannen en vrouwen;Drenthe (PV);2013;308;220;202;18.0;88;71.4;65.6;9.0;8.2
272;Mannen en vrouwen;Overijssel (PV);1981;661;367;342;25.0;295;55.5;51.6;24.0;6.9
273;Mannen en vrouwen;Overijssel (PV);1982;670;368;329;38.0;302;54.9;49.2;41.0;10.5
274;Mannen en vrouwen;Overijssel (PV);1983;679;373;324;50.0;306;55.0;47.7;56.0;13.3
275;Mannen en vrouwen;Overijssel (PV);1984;687;373;326;47.0;314;54.3;47.5;51.0;12.6
276;Mannen en vrouwen;Overijssel (PV);1985;695;376;334;42.0;319;54.2;48.1;42.0;11.2
277;Mannen en vrouwen;Overijssel (PV);1986;667;376;337;39.0;292;56.3;50.5;37.0;10.3
278;Mannen en vrouwen;Overijssel (PV);1987;677;372;335;36.0;305;54.9;49.6;32.0;9.7
279;Mannen en vrouwen;Overijssel (PV);1988;682;381;347;34.0;301;55.8;50.8;31.0;9.0
280;Mannen en vrouwen;Overijssel (PV);1989;686;373;344;29.0;314;54.3;50.1;28.0;7.7
281;Mannen en vrouwen;Overijssel (PV);1990;690;386;356;29.0;305;55.9;51.7;24.0;7.6
282;Mannen en vrouwen;Overijssel (PV);1991;694;384;356;28.0;310;55.4;51.4;21.0;7.2
283;Mannen en vrouwen;Overijssel (PV);1992;697;407;382;26.0;289;58.5;54.8;22.0;6.3
284;Mannen en vrouwen;Overijssel (PV);1993;701;409;378;31.0;292;58.3;54.0;29.0;7.5
285;Mannen en vrouwen;Overijssel (PV);1994;704;415;377;37.0;289;58.9;53.6;33.0;9.0
286;Mannen en vrouwen;Overijssel (PV);1995;706;425;389;35.0;281;60.2;55.1;27.0;8.4
287;Mannen en vrouwen;Overijssel (PV);1996;707;425;392;33.0;282;60.1;55.5;27.0;7.7
288;Mannen en vrouwen;Overijssel (PV);1997;708;436;408;28.0;273;61.5;57.5;23.0;6.5
289;Mannen en vrouwen;Overijssel (PV);1998;711;440;418;22.0;271;61.9;58.8;18.0;4.9
290;Mannen en vrouwen;Overijssel (PV);1999;714;458;438;20.0;256;64.1;61.3;15.0;4.3
291;Mannen en vrouwen;Overijssel (PV);2000;718;471;455;16.0;247;65.6;63.4;11.0;3.4
292;Mannen en vrouwen;Overijssel (PV);2001 voor revisie;723;478;463;15.0;245;66.1;64.1;7.0;3.1
293;Mannen en vrouwen;Overijssel (PV);2001 na revisie;730;474;456;18.0;256;64.9;62.5;10.0;3.8
294;Mannen en vrouwen;Overijssel (PV);2002;728;474;454;20.0;254;65.1;62.3;11.0;4.3
295;Mannen en vrouwen;Overijssel (PV);2003;731;482;456;26.0;249;65.9;62.3;20.0;5.4
296;Mannen en vrouwen;Overijssel (PV);2004;732;485;453;31.0;248;66.1;61.9;23.0;6.5
297;Mannen en vrouwen;Overijssel (PV);2005;733;495;461;34.0;238;67.5;62.8;25.0;6.9
298;Mannen en vrouwen;Overijssel (PV);2006;735;493;464;29.0;242;67.1;63.2;19.0;5.9
299;Mannen en vrouwen;Overijssel (PV);2007;736;512;486;26.0;224;69.5;66.0;13.0;5.1
300;Mannen en vrouwen;Overijssel (PV);2008;737;525;504;22.0;212;71.3;68.3;12.0;4.1
301;Mannen en vrouwen;Overijssel (PV);2009;738;523;495;28.0;215;70.9;67.1;15.0;5.3
302;Mannen en vrouwen;Overijssel (PV);2010;738;522;494;28.0;217;70.7;66.9;16.0;5.3
303;Mannen en vrouwen;Overijssel (PV);2011;736;526;498;28.0;209;71.6;67.8;14.0;5.3
304;Mannen en vrouwen;Overijssel (PV);2012;734;521;488;33.0;213;71.0;66.5;18.0;6.4
305;Mannen en vrouwen;Overijssel (PV);2013;735;523;479;44.0;212;71.2;65.2;23.0;8.4
306;Mannen en vrouwen;Flevoland (PV);1981;50;30;27;2.0;20;59.5;55.0;2.0;7.6
307;Mannen en vrouwen;Flevoland (PV);1982;59;35;32;4.0;24;59.5;53.5;3.0;10.0
308;Mannen en vrouwen;Flevoland (PV);1983;67;41;37;5.0;26;61.5;54.5;4.0;11.3
309;Mannen en vrouwen;Flevoland (PV);1984;74;46;40;6.0;29;61.4;53.9;5.0;12.2
310;Mannen en vrouwen;Flevoland (PV);1985;81;50;44;6.0;31;61.8;54.4;5.0;12.0
311;Mannen en vrouwen;Flevoland (PV);1986;119;62;56;6.0;57;52.1;47.0;5.0;9.8
312;Mannen en vrouwen;Flevoland (PV);1987;125;73;66;7.0;52;58.4;52.5;6.0;10.1
313;Mannen en vrouwen;Flevoland (PV);1988;131;79;73;6.0;52;60.4;55.8;6.0;7.6
314;Mannen en vrouwen;Flevoland (PV);1989;136;83;76;7.0;53;61.0;56.1;6.0;8.1
315;Mannen en vrouwen;Flevoland (PV);1990;142;88;81;7.0;54;62.0;57.2;6.0;7.7
316;Mannen en vrouwen;Flevoland (PV);1991;149;95;88;6.0;55;63.3;59.2;4.0;6.4
317;Mannen en vrouwen;Flevoland (PV);1992;156;99;92;7.0;57;63.5;58.8;5.0;7.3
318;Mannen en vrouwen;Flevoland (PV);1993;164;106;98;7.0;58;64.6;60.1;6.0;7.1
319;Mannen en vrouwen;Flevoland (PV);1994;171;110;101;9.0;61;64.4;59.2;8.0;8.1
320;Mannen en vrouwen;Flevoland (PV);1995;176;115;104;11.0;61;65.2;58.9;9.0;9.7
321;Mannen en vrouwen;Flevoland (PV);1996;185;124;115;8.0;61;67.0;62.4;8.0;6.8
322;Mannen en vrouwen;Flevoland (PV);1997;191;126;117;9.0;65;65.9;61.3;8.0;7.1
323;Mannen en vrouwen;Flevoland (PV);1998;200;138;130;8.0;62;69.0;65.1;5.0;5.6
324;Mannen en vrouwen;Flevoland (PV);1999;210;145;141;5.0;65;69.2;67.0;4.0;3.2
325;Mannen en vrouwen;Flevoland (PV);2000;213;148;141;7.0;65;69.4;66.0;5.0;5.0
326;Mannen en vrouwen;Flevoland (PV);2001 voor revisie;222;153;146;7.0;69;68.9;65.8;2.0;4.5
327;Mannen en vrouwen;Flevoland (PV);2001 na revisie;221;152;146;5.0;70;68.5;66.1;3.0;3.5
328;Mannen en vrouwen;Flevoland (PV);2002;231;161;153;8.0;70;69.6;66.1;4.0;5.2
329;Mannen en vrouwen;Flevoland (PV);2003;238;168;157;11.0;70;70.6;65.9;5.0;6.5
330;Mannen en vrouwen;Flevoland (PV);2004;244;175;161;14.0;69;71.6;65.7;8.0;8.3
331;Mannen en vrouwen;Flevoland (PV);2005;249;179;163;15.0;70;71.8;65.7;10.0;8.5
332;Mannen en vrouwen;Flevoland (PV);2006;252;178;165;13.0;75;70.5;65.2;7.0;7.4
333;Mannen en vrouwen;Flevoland (PV);2007;256;183;173;10.0;74;71.3;67.5;5.0;5.4
334;Mannen en vrouwen;Flevoland (PV);2008;260;190;182;8.0;70;73.1;69.9;5.0;4.3
335;Mannen en vrouwen;Flevoland (PV);2009;263;192;182;11.0;70;73.3;69.3;5.0;5.5
336;Mannen en vrouwen;Flevoland (PV);2010;262;190;178;12.0;72;72.5;67.8;6.0;6.5
337;Mannen en vrouwen;Flevoland (PV);2011;264;191;179;12.0;73;72.3;67.7;6.0;6.3
338;Mannen en vrouwen;Flevoland (PV);2012;266;194;179;16.0;72;73.0;67.1;8.0;8.0
339;Mannen en vrouwen;Flevoland (PV);2013;269;198;177;22.0;70;73.9;65.8;10.0;10.9
340;Mannen en vrouwen;Gelderland (PV);1981;1113;630;590;40.0;483;56.6;53.0;39.0;6.4
341;Mannen en vrouwen;Gelderland (PV);1982;1130;630;572;58.0;500;55.8;50.6;60.0;9.3
342;Mannen en vrouwen;Gelderland (PV);1983;1140;637;565;72.0;503;55.9;49.6;78.0;11.3
343;Mannen en vrouwen;Gelderland (PV);1984;1156;640;570;70.0;516;55.4;49.3;74.0;10.9
344;Mannen en vrouwen;Gelderland (PV);1985;1174;650;586;64.0;524;55.4;49.9;63.0;9.8
345;Mannen en vrouwen;Gelderland (PV);1986;1195;675;613;62.0;520;56.5;51.3;57.0;9.2
346;Mannen en vrouwen;Gelderland (PV);1987;1210;691;628;63.0;519;57.1;51.9;53.0;9.1
347;Mannen en vrouwen;Gelderland (PV);1988;1221;704;645;58.0;517;57.7;52.9;54.0;8.3
348;Mannen en vrouwen;Gelderland (PV);1989;1228;708;652;56.0;520;57.7;53.1;49.0;7.9
349;Mannen en vrouwen;Gelderland (PV);1990;1234;739;688;51.0;495;59.9;55.7;42.0;6.9
350;Mannen en vrouwen;Gelderland (PV);1991;1240;741;693;47.0;500;59.7;55.9;37.0;6.4
351;Mannen en vrouwen;Gelderland (PV);1992;1245;747;701;46.0;498;60.0;56.3;39.0;6.1
352;Mannen en vrouwen;Gelderland (PV);1993;1253;762;707;55.0;491;60.8;56.4;46.0;7.2
353;Mannen en vrouwen;Gelderland (PV);1994;1259;774;714;60.0;485;61.5;56.7;52.0;7.7
354;Mannen en vrouwen;Gelderland (PV);1995;1266;790;732;59.0;475;62.4;57.8;50.0;7.4
355;Mannen en vrouwen;Gelderland (PV);1996;1269;796;740;56.0;474;62.7;58.3;44.0;7.0
356;Mannen en vrouwen;Gelderland (PV);1997;1272;814;768;46.0;458;64.0;60.4;39.0;5.6
357;Mannen en vrouwen;Gelderland (PV);1998;1275;828;790;38.0;447;65.0;62.0;28.0;4.6
358;Mannen en vrouwen;Gelderland (PV);1999;1280;845;811;34.0;435;66.0;63.3;22.0;4.0
359;Mannen en vrouwen;Gelderland (PV);2000;1287;856;826;30.0;431;66.5;64.2;18.0;3.5
360;Mannen en vrouwen;Gelderland (PV);2001 voor revisie;1294;871;840;31.0;423;67.3;64.9;11.0;3.6
361;Mannen en vrouwen;Gelderland (PV);2001 na revisie;1299;862;831;31.0;437;66.4;63.9;17.0;3.6
362;Mannen en vrouwen;Gelderland (PV);2002;1302;871;838;33.0;431;66.9;64.4;16.0;3.7
363;Mannen en vrouwen;Gelderland (PV);2003;1307;873;831;42.0;434;66.8;63.6;24.0;4.8
364;Mannen en vrouwen;Gelderland (PV);2004;1307;884;827;57.0;423;67.6;63.3;34.0;6.4
365;Mannen en vrouwen;Gelderland (PV);2005;1308;876;822;54.0;432;67.0;62.9;33.0;6.2
366;Mannen en vrouwen;Gelderland (PV);2006;1309;901;858;42.0;408;68.8;65.6;27.0;4.7
367;Mannen en vrouwen;Gelderland (PV);2007;1311;914;878;36.0;397;69.7;67.0;18.0;4.0
368;Mannen en vrouwen;Gelderland (PV);2008;1312;927;893;34.0;385;70.6;68.1;16.0;3.6
369;Mannen en vrouwen;Gelderland (PV);2009;1312;925;888;37.0;387;70.5;67.7;20.0;4.0
370;Mannen en vrouwen;Gelderland (PV);2010;1313;929;884;45.0;384;70.8;67.3;23.0;4.8
371;Mannen en vrouwen;Gelderland (PV);2011;1308;924;878;46.0;384;70.7;67.2;23.0;5.0
372;Mannen en vrouwen;Gelderland (PV);2012;1304;930;877;53.0;375;71.3;67.2;29.0;5.7
373;Mannen en vrouwen;Gelderland (PV);2013;1304;948;876;72.0;356;72.7;67.1;39.0;7.6
374;Mannen en vrouwen;Utrecht (PV);1981;600;351;333;18.0;249;58.5;55.5;15.0;5.0
375;Mannen en vrouwen;Utrecht (PV);1982;611;355;332;24.0;256;58.1;54.2;21.0;6.7
376;Mannen en vrouwen;Utrecht (PV);1983;619;364;337;28.0;255;58.8;54.4;26.0;7.6
377;Mannen en vrouwen;Utrecht (PV);1984;631;364;334;30.0;267;57.7;52.9;28.0;8.3
378;Mannen en vrouwen;Utrecht (PV);1985;647;367;340;28.0;279;56.8;52.5;24.0;7.5
379;Mannen en vrouwen;Utrecht (PV);1986;650;384;357;27.0;265;59.2;55.0;23.0;7.1
380;Mannen en vrouwen;Utrecht (PV);1987;659;395;365;30.0;264;59.9;55.4;24.0;7.5
381;Mannen en vrouwen;Utrecht (PV);1988;667;404;374;30.0;263;60.5;56.0;24.0;7.5
382;Mannen en vrouwen;Utrecht (PV);1989;695;427;397;29.0;268;61.4;57.2;23.0;6.9
383;Mannen en vrouwen;Utrecht (PV);1990;702;431;405;26.0;271;61.4;57.8;18.0;5.9
384;Mannen en vrouwen;Utrecht (PV);1991;708;445;422;24.0;263;62.9;59.5;20.0;5.3
385;Mannen en vrouwen;Utrecht (PV);1992;713;448;423;25.0;265;62.8;59.3;17.0;5.5
386;Mannen en vrouwen;Utrecht (PV);1993;720;465;437;28.0;255;64.6;60.7;24.0;6.0
387;Mannen en vrouwen;Utrecht (PV);1994;725;468;435;33.0;257;64.6;60.0;25.0;7.1
388;Mannen en vrouwen;Utrecht (PV);1995;729;478;446;32.0;251;65.6;61.2;26.0;6.7
389;Mannen en vrouwen;Utrecht (PV);1996;743;496;467;29.0;247;66.8;62.9;21.0;5.9
390;Mannen en vrouwen;Utrecht (PV);1997;750;508;483;25.0;242;67.7;64.3;18.0;5.0
391;Mannen en vrouwen;Utrecht (PV);1998;748;501;480;20.0;248;66.9;64.2;14.0;4.1
392;Mannen en vrouwen;Utrecht (PV);1999;763;515;500;15.0;248;67.5;65.5;10.0;3.0
393;Mannen en vrouwen;Utrecht (PV);2000;764;530;518;12.0;234;69.4;67.8;7.0;2.3
394;Mannen en vrouwen;Utrecht (PV);2001 voor revisie;770;540;527;14.0;229;70.2;68.4;5.0;2.5
395;Mannen en vrouwen;Utrecht (PV);2001 na revisie;775;534;520;14.0;242;68.8;67.0;8.0;2.6
396;Mannen en vrouwen;Utrecht (PV);2002;776;536;518;19.0;239;69.2;66.7;11.0;3.5
397;Mannen en vrouwen;Utrecht (PV);2003;783;545;518;27.0;238;69.6;66.2;18.0;5.0
398;Mannen en vrouwen;Utrecht (PV);2004;788;551;520;30.0;237;69.9;66.1;20.0;5.5
399;Mannen en vrouwen;Utrecht (PV);2005;793;559;530;29.0;234;70.5;66.9;18.0;5.2
400;Mannen en vrouwen;Utrecht (PV);2006;798;568;541;26.0;230;71.2;67.9;17.0;4.7
401;Mannen en vrouwen;Utrecht (PV);2007;806;587;564;22.0;219;72.8;70.0;12.0;3.8
402;Mannen en vrouwen;Utrecht (PV);2008;814;594;575;19.0;220;73.0;70.7;9.0;3.2
403;Mannen en vrouwen;Utrecht (PV);2009;817;601;576;25.0;216;73.6;70.5;13.0;4.2
404;Mannen en vrouwen;Utrecht (PV);2010;817;595;567;28.0;222;72.8;69.4;14.0;4.6
405;Mannen en vrouwen;Utrecht (PV);2011;817;599;571;28.0;218;73.3;69.9;13.0;4.7
406;Mannen en vrouwen;Utrecht (PV);2012;819;607;573;35.0;212;74.1;69.9;14.0;5.7
407;Mannen en vrouwen;Utrecht (PV);2013;823;611;565;46.0;212;74.2;68.7;21.0;7.5
408;Mannen en vrouwen;Noord-Holland (PV);1981;1549;934;882;52.0;614;60.3;57.0;42.0;5.5
409;Mannen en vrouwen;Noord-Holland (PV);1982;1553;932;860;72.0;622;60.0;55.4;64.0;7.7
410;Mannen en vrouwen;Noord-Holland (PV);1983;1561;941;851;90.0;620;60.3;54.5;87.0;9.5
411;Mannen en vrouwen;Noord-Holland (PV);1984;1571;930;846;84.0;641;59.2;53.9;81.0;9.0
412;Mannen en vrouwen;Noord-Holland (PV);1985;1583;930;847;83.0;653;58.8;53.5;75.0;8.9
413;Mannen en vrouwen;Noord-Holland (PV);1986;1598;953;870;83.0;645;59.6;54.4;80.0;8.7
414;Mannen en vrouwen;Noord-Holland (PV);1987;1618;962;877;86.0;656;59.5;54.2;85.0;8.9
415;Mannen en vrouwen;Noord-Holland (PV);1988;1632;992;908;84.0;640;60.8;55.6;74.0;8.5
416;Mannen en vrouwen;Noord-Holland (PV);1989;1639;999;924;75.0;641;60.9;56.4;67.0;7.5
417;Mannen en vrouwen;Noord-Holland (PV);1990;1648;1020;949;71.0;629;61.9;57.6;62.0;7.0
418;Mannen en vrouwen;Noord-Holland (PV);1991;1663;1050;979;71.0;613;63.2;58.9;60.0;6.7
419;Mannen en vrouwen;Noord-Holland (PV);1992;1676;1061;989;72.0;615;63.3;59.0;61.0;6.8
420;Mannen en vrouwen;Noord-Holland (PV);1993;1687;1071;985;86.0;616;63.5;58.4;71.0;8.0
421;Mannen en vrouwen;Noord-Holland (PV);1994;1696;1083;987;96.0;613;63.8;58.2;83.0;8.8
422;Mannen en vrouwen;Noord-Holland (PV);1995;1690;1102;1007;95.0;588;65.2;59.6;81.0;8.6
423;Mannen en vrouwen;Noord-Holland (PV);1996;1702;1122;1037;85.0;580;65.9;60.9;79.0;7.6
424;Mannen en vrouwen;Noord-Holland (PV);1997;1705;1138;1058;80.0;567;66.7;62.0;65.0;7.0
425;Mannen en vrouwen;Noord-Holland (PV);1998;1718;1144;1083;61.0;574;66.6;63.0;48.0;5.3
426;Mannen en vrouwen;Noord-Holland (PV);1999;1723;1177;1124;52.0;547;68.3;65.3;39.0;4.4
427;Mannen en vrouwen;Noord-Holland (PV);2000;1737;1185;1134;51.0;552;68.2;65.3;34.0;4.3
428;Mannen en vrouwen;Noord-Holland (PV);2001 voor revisie;1748;1203;1166;38.0;544;68.9;66.7;13.0;3.1
429;Mannen en vrouwen;Noord-Holland (PV);2001 na revisie;1734;1201;1160;40.0;534;69.2;66.9;19.0;3.3
430;Mannen en vrouwen;Noord-Holland (PV);2002;1751;1223;1176;47.0;527;69.9;67.2;19.0;3.9
431;Mannen en vrouwen;Noord-Holland (PV);2003;1757;1229;1163;66.0;528;69.9;66.2;31.0;5.4
432;Mannen en vrouwen;Noord-Holland (PV);2004;1763;1237;1162;75.0;526;70.2;65.9;39.0;6.1
433;Mannen en vrouwen;Noord-Holland (PV);2005;1769;1236;1157;78.0;533;69.9;65.4;45.0;6.3
434;Mannen en vrouwen;Noord-Holland (PV);2006;1773;1242;1176;66.0;531;70.0;66.3;36.0;5.3
435;Mannen en vrouwen;Noord-Holland (PV);2007;1778;1262;1209;54.0;516;71.0;68.0;26.0;4.2
436;Mannen en vrouwen;Noord-Holland (PV);2008;1788;1300;1256;44.0;488;72.7;70.2;19.0;3.4
437;Mannen en vrouwen;Noord-Holland (PV);2009;1797;1313;1251;62.0;485;73.0;69.6;27.0;4.7
438;Mannen en vrouwen;Noord-Holland (PV);2010;1797;1309;1241;68.0;488;72.9;69.1;36.0;5.2
439;Mannen en vrouwen;Noord-Holland (PV);2011;1799;1311;1241;70.0;488;72.9;69.0;31.0;5.3
440;Mannen en vrouwen;Noord-Holland (PV);2012;1807;1325;1242;83.0;482;73.3;68.7;35.0;6.3
441;Mannen en vrouwen;Noord-Holland (PV);2013;1815;1337;1228;109.0;478;73.7;67.7;49.0;8.1
442;Mannen en vrouwen;Zuid-Holland (PV);1981;2048;1209;1147;62.0;839;59.0;56.0;55.0;5.1
443;Mannen en vrouwen;Zuid-Holland (PV);1982;2066;1208;1122;86.0;858;58.5;54.3;81.0;7.1
444;Mannen en vrouwen;Zuid-Holland (PV);1983;2085;1222;1115;108.0;863;58.6;53.5;109.0;8.8
445;Mannen en vrouwen;Zuid-Holland (PV);1984;2102;1224;1116;108.0;878;58.2;53.1;109.0;8.8
446;Mannen en vrouwen;Zuid-Holland (PV);1985;2120;1238;1140;98.0;882;58.4;53.8;93.0;7.9
447;Mannen en vrouwen;Zuid-Holland (PV);1986;2139;1263;1170;93.0;876;59.1;54.7;92.0;7.4
448;Mannen en vrouwen;Zuid-Holland (PV);1987;2169;1269;1174;95.0;899;58.5;54.1;94.0;7.5
449;Mannen en vrouwen;Zuid-Holland (PV);1988;2185;1282;1186;97.0;903;58.7;54.3;96.0;7.5
450;Mannen en vrouwen;Zuid-Holland (PV);1989;2178;1301;1203;97.0;877;59.7;55.2;89.0;7.5
451;Mannen en vrouwen;Zuid-Holland (PV);1990;2192;1308;1220;88.0;883;59.7;55.7;78.0;6.7
452;Mannen en vrouwen;Zuid-Holland (PV);1991;2206;1337;1255;82.0;869;60.6;56.9;71.0;6.2
453;Mannen en vrouwen;Zuid-Holland (PV);1992;2218;1370;1284;86.0;848;61.8;57.9;72.0;6.3
454;Mannen en vrouwen;Zuid-Holland (PV);1993;2234;1401;1302;99.0;834;62.7;58.3;90.0;7.1
455;Mannen en vrouwen;Zuid-Holland (PV);1994;2242;1406;1284;122.0;835;62.7;57.3;115.0;8.7
456;Mannen en vrouwen;Zuid-Holland (PV);1995;2243;1427;1315;112.0;817;63.6;58.6;108.0;7.8
457;Mannen en vrouwen;Zuid-Holland (PV);1996;2233;1424;1316;108.0;810;63.7;58.9;103.0;7.6
458;Mannen en vrouwen;Zuid-Holland (PV);1997;2239;1461;1364;97.0;777;65.3;60.9;89.0;6.6
459;Mannen en vrouwen;Zuid-Holland (PV);1998;2248;1498;1420;77.0;750;66.6;63.2;71.0;5.2
460;Mannen en vrouwen;Zuid-Holland (PV);1999;2260;1522;1462;60.0;738;67.4;64.7;48.0;4.0
461;Mannen en vrouwen;Zuid-Holland (PV);2000;2278;1557;1498;59.0;721;68.4;65.8;43.0;3.8
462;Mannen en vrouwen;Zuid-Holland (PV);2001 voor revisie;2294;1545;1490;55.0;749;67.3;65.0;25.0;3.5
463;Mannen en vrouwen;Zuid-Holland (PV);2001 na revisie;2267;1525;1474;52.0;741;67.3;65.0;34.0;3.4
464;Mannen en vrouwen;Zuid-Holland (PV);2002;2308;1555;1493;62.0;753;67.4;64.7;42.0;4.0
465;Mannen en vrouwen;Zuid-Holland (PV);2003;2318;1568;1487;81.0;750;67.6;64.1;62.0;5.2
466;Mannen en vrouwen;Zuid-Holland (PV);2004;2326;1578;1482;96.0;747;67.9;63.7;73.0;6.1
467;Mannen en vrouwen;Zuid-Holland (PV);2005;2329;1593;1490;103.0;736;68.4;64.0;68.0;6.5
468;Mannen en vrouwen;Zuid-Holland (PV);2006;2329;1599;1507;92.0;731;68.6;64.7;61.0;5.8
469;Mannen en vrouwen;Zuid-Holland (PV);2007;2328;1617;1543;73.0;712;69.4;66.3;45.0;4.5
470;Mannen en vrouwen;Zuid-Holland (PV);2008;2336;1640;1572;68.0;696;70.2;67.3;33.0;4.1
471;Mannen en vrouwen;Zuid-Holland (PV);2009;2344;1659;1580;79.0;685;70.8;67.4;40.0;4.8
472;Mannen en vrouwen;Zuid-Holland (PV);2010;2344;1656;1559;97.0;688;70.7;66.5;51.0;5.9
473;Mannen en vrouwen;Zuid-Holland (PV);2011;2344;1661;1560;101.0;683;70.9;66.5;52.0;6.1
474;Mannen en vrouwen;Zuid-Holland (PV);2012;2354;1689;1561;128.0;664;71.8;66.3;62.0;7.6
475;Mannen en vrouwen;Zuid-Holland (PV);2013;2363;1690;1538;152.0;673;71.5;65.1;83.0;9.0
476;Mannen en vrouwen;Zeeland (PV);1981;220;125;119;6.0;95;56.7;53.9;6.0;5.1
477;Mannen en vrouwen;Zeeland (PV);1982;223;126;116;10.0;97;56.3;52.0;9.0;7.6
478;Mannen en vrouwen;Zeeland (PV);1983;225;128;115;13.0;98;56.7;51.1;13.0;9.8
479;Mannen en vrouwen;Zeeland (PV);1984;227;128;116;12.0;99;56.2;51.1;12.0;9.1
480;Mannen en vrouwen;Zeeland (PV);1985;229;129;120;9.0;100;56.4;52.2;9.0;7.3
481;Mannen en vrouwen;Zeeland (PV);1986;230;131;122;9.0;100;56.8;52.9;8.0;6.7
482;Mannen en vrouwen;Zeeland (PV);1987;231;130;121;9.0;101;56.3;52.2;9.0;7.2
483;Mannen en vrouwen;Zeeland (PV);1988;232;132;123;9.0;101;56.7;52.9;7.0;6.7
484;Mannen en vrouwen;Zeeland (PV);1989;233;136;127;9.0;96;58.5;54.5;7.0;6.8
485;Mannen en vrouwen;Zeeland (PV);1990;233;139;132;7.0;94;59.8;56.8;5.0;5.0
486;Mannen en vrouwen;Zeeland (PV);1991;234;141;135;7.0;93;60.4;57.5;5.0;4.8
487;Mannen en vrouwen;Zeeland (PV);1992;235;146;136;10.0;89;62.2;58.0;6.0;6.7
488;Mannen en vrouwen;Zeeland (PV);1993;236;147;135;12.0;89;62.4;57.4;7.0;8.0
489;Mannen en vrouwen;Zeeland (PV);1994;238;145;134;11.0;93;60.9;56.2;8.0;7.8
490;Mannen en vrouwen;Zeeland (PV);1995;238;149;138;12.0;89;62.7;57.9;8.0;7.7
491;Mannen en vrouwen;Zeeland (PV);1996;240;151;141;10.0;89;63.0;58.9;8.0;6.5
492;Mannen en vrouwen;Zeeland (PV);1997;240;155;145;10.0;85;64.7;60.4;7.0;6.6
493;Mannen en vrouwen;Zeeland (PV);1998;241;155;148;7.0;85;64.5;61.6;5.0;4.6
494;Mannen en vrouwen;Zeeland (PV);1999;240;154;147;7.0;86;64.0;61.1;4.0;4.5
