ID;Geslacht;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;KorterDan1Jaar_2;KorterDanEenHalfJaar_3;k_6Tot12Maanden_4;LangerDan1Jaar_5;k_1Tot5Jaar_6;k_1Tot2Jaar_7;k_2Tot5Jaar_8;k_5Tot10Jaar_9;k_10Tot20Jaar_10;k_20JaarOfLanger_11;LangerDan1JaarExacteDuurOnbekend_12;Onbekend_13;GemiddeldeAncienniteit_14
1109;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2018;108;16;9;8;89;24;9;15;12;24;19;10;2;9.8
1110;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2019 1e kwartaal;113;21;13;8;90;28;14;14;11;22;19;9;2;9.1
1111;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2019 2e kwartaal;118;21;12;10;94;29;12;17;13;22;17;13;2;8.6
1112;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2019 3e kwartaal;124;21;10;11;100;31;12;18;12;25;19;13;3;8.5
1113;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2019 4e kwartaal;127;23;7;15;102;27;8;19;12;27;21;15;2;9.2
1114;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2019;120;22;11;11;97;29;12;17;12;24;19;13;2;8.9
1115;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2020 1e kwartaal;121;18;9;9;101;31;12;18;11;22;21;17;2;9.4
1116;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2020 2e kwartaal;129;18;11;7;109;29;15;14;11;28;24;17;2;10.1
1117;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2020 3e kwartaal;127;14;6;7;110;30;11;19;10;28;26;16;3;10.2
1118;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2020 4e kwartaal;116;12;5;7;100;29;8;21;10;26;19;16;5;9.4
1119;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2020;123;15;8;8;105;30;12;18;10;26;23;16;3;9.8
1120;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2021 1e kwartaal;57;5;4;0;42;24;10;14;9;7;3;0;10;5.9
1121;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2021 2e kwartaal;53;10;3;7;39;19;9;10;10;6;4;0;4;6.4
1122;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2021 3e kwartaal;53;8;6;2;39;17;5;12;9;9;3;0;5;6.5
1123;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2021 4e kwartaal;50;12;9;3;36;17;6;11;7;8;4;0;3;6.3
1124;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2021;53;9;6;3;39;19;7;12;9;7;3;0;5;6.2
1125;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2022 1e kwartaal;52;12;7;5;38;16;4;13;9;8;4;0;2;7.2
1126;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2022 2e kwartaal;45;9;5;4;34;18;4;14;5;6;5;0;2;7.0
1127;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2022 3e kwartaal;48;8;6;2;34;18;7;11;5;5;6;0;6;6.3
1128;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2022 4e kwartaal;50;8;5;3;38;20;6;14;5;6;6;0;4;6.9
1129;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2022;49;9;6;4;36;18;5;13;6;6;5;0;3;6.8
1130;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2023 1e kwartaal;43;7;4;3;34;20;8;12;3;8;3;0;3;6.1
1131;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2023 2e kwartaal;36;6;3;3;26;13;4;10;4;5;4;0;4;7.0
1132;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2023 3e kwartaal;38;7;4;3;29;15;5;9;4;6;4;0;2;7.6
1133;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2023 4e kwartaal;38;9;5;4;26;13;5;8;4;5;3;0;3;6.3
1134;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2023;39;7;4;3;29;15;5;10;4;6;3;0;3;6.7
1135;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2024 1e kwartaal;41;11;6;5;28;13;5;8;4;6;4;0;2;6.9
1136;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2024 2e kwartaal;37;7;3;4;27;13;5;8;5;6;4;0;3;7.1
1137;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2024 3e kwartaal;41;9;6;4;29;12;5;7;5;8;4;0;3;6.8
1138;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2024 4e kwartaal;42;11;6;5;29;12;5;8;7;7;3;0;2;6.6
1139;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2024;40;10;5;4;28;13;5;8;5;7;4;0;2;6.8
1140;Totaal mannen en vrouwen;Werkkring: werknemer;2013 1e kwartaal;7205;1364;757;607;5835;2177;785;1393;1214;1306;1058;79;6;8.9
1141;Totaal mannen en vrouwen;Werkkring: werknemer;2013 2e kwartaal;7215;1401;769;632;5809;2137;800;1338;1219;1317;1061;75;6;8.9
1142;Totaal mannen en vrouwen;Werkkring: werknemer;2013 3e kwartaal;7204;1401;836;565;5799;2109;778;1331;1210;1348;1060;72;3;8.8
1143;Totaal mannen en vrouwen;Werkkring: werknemer;2013 4e kwartaal;7171;1360;801;559;5806;2080;765;1315;1272;1354;1028;72;4;8.8
1144;Totaal mannen en vrouwen;Werkkring: werknemer;2013;7199;1381;791;591;5812;2126;782;1344;1229;1331;1052;75;5;8.8
1145;Totaal mannen en vrouwen;Werkkring: werknemer;2014 1e kwartaal;7073;1329;775;554;5739;2047;751;1296;1293;1329;1001;69;5;9.0
1146;Totaal mannen en vrouwen;Werkkring: werknemer;2014 2e kwartaal;7120;1358;774;584;5758;2060;767;1293;1296;1341;990;71;4;8.9
1147;Totaal mannen en vrouwen;Werkkring: werknemer;2014 3e kwartaal;7171;1453;879;574;5714;1984;724;1260;1248;1372;1039;72;3;8.9
1148;Totaal mannen en vrouwen;Werkkring: werknemer;2014 4e kwartaal;7164;1432;869;563;5729;1998;707;1291;1279;1353;1026;73;4;9.0
1149;Totaal mannen en vrouwen;Werkkring: werknemer;2014;7132;1393;824;569;5735;2022;737;1285;1279;1349;1014;71;4;8.9
1150;Totaal mannen en vrouwen;Werkkring: werknemer;2015 1e kwartaal;7136;1441;824;616;5692;1985;727;1258;1294;1327;1009;78;3;9.0
1151;Totaal mannen en vrouwen;Werkkring: werknemer;2015 2e kwartaal;7201;1511;879;632;5687;1967;739;1227;1294;1343;1010;73;3;8.9
1152;Totaal mannen en vrouwen;Werkkring: werknemer;2015 3e kwartaal;7233;1607;977;630;5623;1909;725;1183;1224;1404;1009;77;4;8.8
1153;Totaal mannen en vrouwen;Werkkring: werknemer;2015 4e kwartaal;7193;1561;956;606;5628;1906;730;1176;1265;1374;1010;72;4;8.9
1154;Totaal mannen en vrouwen;Werkkring: werknemer;2015 ;7191;1530;909;621;5657;1942;731;1211;1269;1362;1010;75;4;8.9
1155;Totaal mannen en vrouwen;Werkkring: werknemer;2016 1e kwartaal;7165;1557;891;666;5604;1903;790;1114;1293;1333;1000;75;4;9.0
1156;Totaal mannen en vrouwen;Werkkring: werknemer;2016 2e kwartaal;7266;1626;926;700;5635;1932;819;1113;1278;1348;995;82;4;8.8
1157;Totaal mannen en vrouwen;Werkkring: werknemer;2016 3e kwartaal;7332;1716;1054;662;5614;1935;808;1128;1171;1388;1036;83;3;8.8
1158;Totaal mannen en vrouwen;Werkkring: werknemer;2016 4e kwartaal;7315;1693;1028;665;5618;1974;821;1153;1197;1357;1011;79;4;8.7
1159;Totaal mannen en vrouwen;Werkkring: werknemer;2016;7270;1648;975;673;5618;1936;809;1127;1235;1357;1011;80;4;8.8
1160;Totaal mannen en vrouwen;Werkkring: werknemer;2017 1e kwartaal;7310;1683;938;745;5623;2005;857;1148;1208;1319;1013;77;4;8.8
1161;Totaal mannen en vrouwen;Werkkring: werknemer;2017 2e kwartaal;7407;1747;976;771;5655;2061;901;1161;1157;1341;1018;78;4;8.7
1162;Totaal mannen en vrouwen;Werkkring: werknemer;2017 3e kwartaal;7490;1789;1071;718;5695;2049;893;1156;1068;1438;1061;78;6;8.7
1163;Totaal mannen en vrouwen;Werkkring: werknemer;2017 4e kwartaal;7482;1781;1066;714;5694;2107;898;1208;1070;1400;1034;83;7;8.6
1164;Totaal mannen en vrouwen;Werkkring: werknemer;2017;7422;1750;1013;737;5667;2056;887;1168;1126;1375;1032;79;5;8.7
1165;Totaal mannen en vrouwen;Werkkring: werknemer;2018 1e kwartaal;7481;1774;1005;769;5702;2121;920;1201;1109;1370;1018;84;5;8.6
1166;Totaal mannen en vrouwen;Werkkring: werknemer;2018 2e kwartaal;7582;1829;1022;807;5749;2182;951;1232;1043;1401;1036;86;4;8.5
1167;Totaal mannen en vrouwen;Werkkring: werknemer;2018 3e kwartaal;7672;1893;1113;780;5775;2221;929;1292;955;1436;1080;83;4;8.5
1168;Totaal mannen en vrouwen;Werkkring: werknemer;2018 4e kwartaal;7683;1886;1115;771;5793;2255;952;1303;968;1421;1062;88;4;8.4
1169;Totaal mannen en vrouwen;Werkkring: werknemer;2018;7604;1846;1064;782;5755;2195;938;1257;1019;1407;1049;85;4;8.5
1170;Totaal mannen en vrouwen;Werkkring: werknemer;2019 1e kwartaal;7684;1837;1012;826;5843;2316;1014;1303;1002;1393;1047;85;4;8.5
1171;Totaal mannen en vrouwen;Werkkring: werknemer;2019 2e kwartaal;7760;1867;1022;845;5888;2377;1038;1339;989;1359;1076;87;4;8.4
1172;Totaal mannen en vrouwen;Werkkring: werknemer;2019 3e kwartaal;7808;1879;1060;819;5924;2402;1015;1387;928;1388;1118;88;5;8.4
1173;Totaal mannen en vrouwen;Werkkring: werknemer;2019 4e kwartaal;7792;1797;1027;771;5990;2468;1021;1447;958;1378;1093;94;4;8.4
1174;Totaal mannen en vrouwen;Werkkring: werknemer;2019;7761;1845;1030;815;5911;2391;1022;1369;969;1379;1083;89;4;8.4
1175;Totaal mannen en vrouwen;Werkkring: werknemer;2020 1e kwartaal;7776;1771;993;778;6000;2474;1042;1432;983;1378;1078;87;4;8.5
1176;Totaal mannen en vrouwen;Werkkring: werknemer;2020 2e kwartaal;7646;1610;837;773;6031;2480;1043;1437;970;1363;1125;93;5;8.7
1177;Totaal mannen en vrouwen;Werkkring: werknemer;2020 3e kwartaal;7688;1579;827;752;6104;2559;1045;1514;895;1340;1215;95;5;8.7
1178;Totaal mannen en vrouwen;Werkkring: werknemer;2020 4e kwartaal;7701;1584;919;665;6111;2586;1002;1584;944;1313;1177;91;6;8.6
1179;Totaal mannen en vrouwen;Werkkring: werknemer;2020;7703;1636;894;742;6062;2525;1033;1492;948;1348;1149;92;5;8.7
1180;Totaal mannen en vrouwen;Werkkring: werknemer;2021 1e kwartaal;7699;1423;863;560;6071;2816;995;1821;950;1290;1015;0;205;8.2
1181;Totaal mannen en vrouwen;Werkkring: werknemer;2021 2e kwartaal;7776;1538;876;663;6064;2679;936;1743;1022;1290;1074;0;174;8.3
1182;Totaal mannen en vrouwen;Werkkring: werknemer;2021 3e kwartaal;7865;1623;1022;601;6070;2523;892;1631;1130;1292;1124;0;172;8.2
1183;Totaal mannen en vrouwen;Werkkring: werknemer;2021 4e kwartaal;7898;1675;1062;613;6057;2635;875;1760;1080;1254;1088;0;166;8.1
1184;Totaal mannen en vrouwen;Werkkring: werknemer;2021;7809;1565;956;609;6065;2663;924;1739;1045;1282;1075;0;179;8.2
1185;Totaal mannen en vrouwen;Werkkring: werknemer;2022 1e kwartaal;7926;1802;1057;745;5969;2668;852;1815;1021;1219;1062;0;154;8.0
1186;Totaal mannen en vrouwen;Werkkring: werknemer;2022 2e kwartaal;8037;1906;1040;866;5974;2586;850;1736;1093;1208;1086;0;157;7.9
1187;Totaal mannen en vrouwen;Werkkring: werknemer;2022 3e kwartaal;8009;1840;1048;792;6009;2502;932;1570;1197;1195;1116;0;160;7.9
1188;Totaal mannen en vrouwen;Werkkring: werknemer;2022 4e kwartaal;8065;1845;1089;756;6067;2645;1019;1626;1145;1184;1093;0;153;7.9
1189;Totaal mannen en vrouwen;Werkkring: werknemer;2022;8009;1848;1059;790;6005;2600;913;1687;1114;1201;1089;0;156;7.9
1190;Totaal mannen en vrouwen;Werkkring: werknemer;2023 1e kwartaal;8095;1847;1027;820;6084;2777;1073;1703;1091;1146;1071;0;164;7.9
1191;Totaal mannen en vrouwen;Werkkring: werknemer;2023 2e kwartaal;8164;1849;979;870;6145;2778;1150;1628;1158;1144;1065;0;170;7.7
1192;Totaal mannen en vrouwen;Werkkring: werknemer;2023 3e kwartaal;8166;1779;975;805;6203;2635;1126;1509;1310;1150;1108;0;183;7.8
1193;Totaal mannen en vrouwen;Werkkring: werknemer;2023 4e kwartaal;8181;1751;1013;738;6246;2794;1112;1682;1248;1127;1077;0;184;7.8
1194;Totaal mannen en vrouwen;Werkkring: werknemer;2023;8151;1807;998;808;6169;2746;1115;1631;1202;1142;1080;0;175;7.8
1195;Totaal mannen en vrouwen;Werkkring: werknemer;2024 1e kwartaal;8165;1724;969;755;6264;2882;1133;1749;1224;1098;1060;0;177;7.8
1196;Totaal mannen en vrouwen;Werkkring: werknemer;2024 2e kwartaal;8212;1724;930;794;6306;2879;1140;1739;1294;1084;1049;0;182;7.7
1197;Totaal mannen en vrouwen;Werkkring: werknemer;2024 3e kwartaal;8174;1646;912;734;6349;2692;1114;1578;1453;1117;1087;0;179;7.9
1198;Totaal mannen en vrouwen;Werkkring: werknemer;2024 4e kwartaal;8179;1637;980;657;6353;2867;1099;1768;1397;1064;1025;0;190;7.7
1199;Totaal mannen en vrouwen;Werkkring: werknemer;2024;8183;1683;948;735;6318;2830;1122;1708;1342;1091;1055;0;182;7.8
1200;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2013 1e kwartaal;4782;256;116;140;4522;1189;305;884;1052;1225;995;61;3;11.9
1201;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2013 2e kwartaal;4753;260;107;152;4491;1142;297;845;1061;1230;998;60;3;12.0
1202;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2013 3e kwartaal;4706;242;96;145;4464;1098;272;826;1043;1260;1003;59;1;12.1
1203;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2013 4e kwartaal;4651;221;95;126;4430;1039;254;785;1104;1255;975;56;1;12.2
1204;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2013;4723;245;104;141;4477;1117;282;835;1065;1243;993;59;2;12.0
1205;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2014 1e kwartaal;4613;214;89;125;4397;1033;248;785;1120;1242;946;55;1;12.3
1206;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2014 2e kwartaal;4605;215;88;127;4388;1021;243;778;1113;1255;940;59;1;12.3
1207;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2014 3e kwartaal;4613;225;96;129;4387;1000;243;757;1066;1283;981;57;1;12.4
1208;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2014 4e kwartaal;4620;228;104;124;4390;1003;243;760;1091;1267;972;58;1;12.4
1209;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2014;4613;221;94;126;4391;1014;244;770;1098;1262;960;57;1;12.3
1210;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2015 1e kwartaal;4627;251;114;136;4375;1004;242;763;1113;1243;955;60;1;12.4
1211;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2015 2e kwartaal;4611;247;107;140;4363;980;247;732;1107;1256;964;56;1;12.5
1212;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2015 3e kwartaal;4595;253;111;143;4340;961;242;719;1048;1306;966;59;1;12.4
1213;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2015 4e kwartaal;4600;246;112;135;4352;965;248;717;1086;1284;961;56;2;12.5
1214;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2015 ;4608;249;111;138;4357;978;245;733;1089;1272;962;58;1;12.5
1215;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2016 1e kwartaal;4604;247;116;131;4356;978;265;713;1115;1253;950;59;1;12.6
1216;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2016 2e kwartaal;4624;268;116;151;4355;976;276;700;1108;1264;943;63;1;12.5
1217;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2016 3e kwartaal;4637;279;120;160;4356;995;266;729;1015;1304;984;59;1;12.5
1218;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2016 4e kwartaal;4625;274;118;156;4349;1018;279;739;1043;1276;957;55;1;12.4
1219;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2016;4622;267;118;150;4354;992;272;720;1070;1274;958;59;1;12.5
1220;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2017 1e kwartaal;4629;268;104;165;4360;1049;294;754;1048;1245;962;56;1;12.5
1221;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2017 2e kwartaal;4639;270;110;160;4367;1073;317;756;1007;1262;967;58;1;12.5
1222;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2017 3e kwartaal;4699;261;110;151;4437;1076;325;751;928;1358;1017;58;2;12.6
1223;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2017 4e kwartaal;4720;289;127;161;4430;1108;317;790;939;1325;995;64;2;12.4
1224;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2017;4672;272;113;159;4398;1077;313;763;980;1297;985;59;1;12.5
1225;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2018 1e kwartaal;4733;309;141;168;4422;1130;341;789;954;1295;976;66;2;12.4
1226;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2018 2e kwartaal;4797;325;140;185;4471;1182;358;824;902;1327;993;66;1;12.2
1227;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2018 3e kwartaal;4845;337;141;195;4507;1240;370;870;820;1352;1030;65;1;12.1
1228;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2018 4e kwartaal;4881;355;155;200;4524;1262;388;875;847;1336;1013;66;1;12.0
1229;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2018;4814;332;145;187;4481;1204;364;839;881;1328;1003;66;1;12.2
1230;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2019 1e kwartaal;4934;365;161;204;4568;1312;421;891;879;1315;998;64;1;11.9
1231;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2019 2e kwartaal;4974;374;154;221;4597;1369;448;921;857;1280;1025;66;2;11.8
1232;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2019 3e kwartaal;5012;383;154;229;4627;1391;438;953;792;1311;1062;71;2;11.8
1233;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2019 4e kwartaal;5066;379;162;217;4685;1453;445;1007;818;1304;1037;73;1;11.7
1234;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2019;4996;375;158;218;4619;1381;438;943;837;1303;1031;68;2;11.8
1235;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2020 1e kwartaal;5129;373;159;214;4753;1495;473;1022;857;1302;1030;69;2;11.7
1236;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2020 2e kwartaal;5135;353;136;217;4780;1491;472;1018;847;1295;1071;77;2;11.8
1237;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2020 3e kwartaal;5187;342;117;225;4843;1557;476;1081;784;1264;1161;76;2;11.8
1238;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2020 4e kwartaal;5182;328;132;196;4851;1587;460;1127;836;1230;1126;73;2;11.7
1239;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2020;5158;349;136;213;4807;1532;470;1062;831;1273;1097;74;2;11.8
1240;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2021 1e kwartaal;5180;228;102;126;4847;1766;431;1336;867;1232;982;0;105;11.2
1241;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2021 2e kwartaal;5247;220;104;116;4937;1750;431;1320;903;1238;1046;0;90;11.3
1242;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2021 3e kwartaal;5234;226;107;119;4913;1585;397;1187;999;1235;1093;0;96;11.4
1243;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2021 4e kwartaal;5261;253;114;139;4925;1689;376;1313;972;1206;1058;0;83;11.2
1244;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2021;5230;232;107;125;4905;1698;409;1289;935;1228;1045;0;93;11.3
1245;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2022 1e kwartaal;5296;309;145;165;4903;1765;378;1387;924;1179;1035;0;84;11.1
1246;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2022 2e kwartaal;5282;322;132;190;4881;1686;372;1314;982;1160;1053;0;79;11.1
1247;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2022 3e kwartaal;5329;341;146;196;4905;1602;419;1183;1068;1150;1086;0;83;11.0
1248;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2022 4e kwartaal;5364;343;147;195;4945;1701;470;1232;1036;1144;1064;0;76;11.0
1249;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2022;5318;329;142;186;4909;1689;410;1279;1003;1158;1059;0;80;11.1
1250;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2023 1e kwartaal;5361;350;149;201;4930;1802;486;1316;980;1101;1046;0;81;11.0
1251;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2023 2e kwartaal;5390;353;141;212;4954;1769;531;1238;1043;1103;1039;0;83;10.8
1252;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2023 3e kwartaal;5449;362;139;223;4994;1643;537;1106;1172;1101;1077;0;92;10.8
1253;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2023 4e kwartaal;5465;337;135;202;5031;1769;526;1243;1132;1079;1051;0;97;10.7
1254;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2023;5416;351;141;210;4977;1746;520;1226;1082;1096;1054;0;88;10.9
1255;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2024 1e kwartaal;5459;313;129;184;5053;1851;537;1314;1112;1054;1036;0;94;10.8
1256;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2024 2e kwartaal;5495;318;128;189;5081;1847;554;1293;1163;1046;1026;0;96;10.7
1257;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2024 3e kwartaal;5531;315;118;198;5121;1689;541;1148;1300;1070;1062;0;95;10.7
1258;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2024 4e kwartaal;5516;307;131;176;5112;1825;527;1298;1265;1022;1001;0;97;10.5
1259;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2024;5500;313;126;187;5092;1803;540;1263;1210;1048;1031;0;95;10.7
1260;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2013 1e kwartaal;2423;1107;641;467;1313;989;480;509;162;81;63;18;3;2.8
1261;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2013 2e kwartaal;2462;1141;662;479;1317;995;502;493;158;86;63;15;3;2.8
1262;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2013 3e kwartaal;2497;1160;740;420;1335;1011;506;505;167;88;56;13;2;2.7
1263;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2013 4e kwartaal;2520;1140;706;433;1377;1040;511;530;169;98;53;17;4;2.7
1264;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2013;2476;1137;687;450;1336;1009;500;509;164;89;59;16;3;2.7
1265;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2014 1e kwartaal;2460;1115;686;429;1342;1014;503;511;172;86;56;14;3;2.8
1266;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2014 2e kwartaal;2515;1143;685;457;1370;1039;523;515;183;85;50;12;2;2.7
1267;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2014 3e kwartaal;2557;1228;783;445;1327;984;481;503;182;88;58;15;2;2.7
1268;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2014 4e kwartaal;2545;1204;766;438;1338;995;464;531;189;86;53;15;2;2.7
1269;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2014;2519;1172;730;442;1344;1008;493;515;182;87;54;14;3;2.7
1270;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2015 1e kwartaal;2509;1190;710;480;1317;980;486;495;181;84;54;18;2;2.7
1271;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2015 2e kwartaal;2590;1264;772;492;1324;987;492;495;187;87;46;18;2;2.6
1272;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2015 3e kwartaal;2638;1353;866;487;1282;947;483;464;176;98;43;18;2;2.4
1273;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2015 4e kwartaal;2593;1315;844;471;1276;941;482;459;178;90;49;17;2;2.5
1274;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2015 ;2583;1281;798;483;1300;964;486;478;180;90;48;17;2;2.6
1275;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2016 1e kwartaal;2561;1309;775;535;1249;925;524;401;177;80;50;16;2;2.5
1276;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2016 2e kwartaal;2642;1359;810;549;1281;955;542;413;170;85;53;19;3;2.5
1277;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2016 3e kwartaal;2696;1436;934;502;1257;941;542;399;156;84;53;23;2;2.3
1278;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2016 4e kwartaal;2691;1419;910;509;1269;956;542;415;154;82;54;23;3;2.4
1279;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2016;2647;1381;857;524;1264;944;538;407;164;83;52;20;3;2.4
1280;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2017 1e kwartaal;2681;1415;834;580;1263;957;563;394;160;74;51;21;3;2.3
1281;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2017 2e kwartaal;2768;1477;866;612;1288;988;584;404;150;79;51;20;3;2.3
1282;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2017 3e kwartaal;2791;1528;961;567;1258;973;568;405;140;81;45;19;4;2.2
1283;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2017 4e kwartaal;2762;1492;939;553;1264;999;581;418;132;75;40;19;6;2.1
1284;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2017;2751;1478;900;578;1268;979;574;405;146;77;47;20;4;2.2
