ID;Geslacht;Persoonskenmerken;PositieInDeWerkkring;ArbeidspositiePartner;Perioden;WerkzameBeroepsbevolkingMetPartner_1;WerkzameBeroepsbevolkingInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;WerkzBeroepsbevPartnerInkOnbekend_6
1651;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Totaal personen;2016;745;715.0;34.3;37.7;36.6;30.0
1652;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Totaal personen;2017;762;719.0;36.8;40.7;38.7;43.0
1653;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Totaal personen;2018;763;721.0;37.3;40.1;38.5;42.0
1654;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Totaal personen;2019;785;740.0;38.4;41.3;39.7;46.0
1655;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Totaal personen;2020;812;;;;;
1656;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2003;383;;;;;
1657;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2004;401;;;;;
1658;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2005;413;;;;;
1659;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2006;444;;;;;
1660;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2007;469;;;;;
1661;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2008;515;;;;;
1662;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2009;525;;;;;
1663;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2010;537;;;;;
1664;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2011;535;527.0;30.1;31.5;32.1;8.0
1665;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2012;547;537.0;30.2;31.4;32.1;10.0
1666;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2013;578;559.0;29.9;31.6;32.3;19.0
1667;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2014;591;569.0;31.2;32.6;35.2;21.0
1668;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2015;626;606.0;31.7;33.1;33.9;20.0
1669;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2016;630;606.0;34.4;35.9;36.8;24.0
1670;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2017;645;609.0;36.7;38.5;38.5;36.0
1671;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2018;636;602.0;37.5;38.9;39.4;35.0
1672;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2019;653;616.0;38.5;39.8;40.4;37.0
1673;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Beroepsbevolking;2020;682;;;;;
1674;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2003;374;;;;;
1675;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2004;392;;;;;
1676;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2005;404;;;;;
1677;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2006;435;;;;;
1678;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2007;460;;;;;
1679;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2008;506;;;;;
1680;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2009;514;;;;;
1681;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2010;525;;;;;
1682;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2011;522;515.0;30.1;31.4;32.3;8.0
1683;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2012;531;521.0;30.1;31.4;32.4;10.0
1684;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2013;557;539.0;30.0;31.7;32.6;18.0
1685;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2014;570;550.0;31.2;32.6;35.5;20.0
1686;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2015;605;586.0;31.7;33.1;34.1;19.0
1687;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2016;612;588.0;34.5;35.9;37.1;24.0
1688;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2017;629;594.0;36.7;38.4;38.7;35.0
1689;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2018;623;589.0;37.4;38.7;39.6;34.0
1690;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2019;642;605.0;38.4;39.8;40.5;37.0
1691;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkzame beroepsbevolking;2020;670;;;;;
1692;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2003;9;;;;;
1693;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2004;9;;;;;
1694;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2005;9;;;;;
1695;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2006;8;;;;;
1696;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2007;9;;;;;
1697;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2008;9;;;;;
1698;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2009;11;;;;;
1699;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2010;12;;;;;
1700;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2011;12;12.0;;;;0.0
1701;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2012;16;16.0;32.2;33.9;24.4;0.0
1702;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2013;21;20.0;27.8;30.1;24.7;1.0
1703;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2014;21;19.0;30.9;33.5;27.1;1.0
1704;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2015;21;21.0;31.2;32.4;29.1;0.0
1705;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2016;19;18.0;33.3;35.4;29.1;1.0
1706;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2017;16;15.0;;;;1.0
1707;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2018;13;12.0;;;;1.0
1708;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2019;11;11.0;;;;1.0
1709;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Werkloze beroepsbevolking;2020;12;;;;;
1710;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2003;93;;;;;
1711;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2004;88;;;;;
1712;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2005;94;;;;;
1713;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2006;97;;;;;
1714;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2007;99;;;;;
1715;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2008;105;;;;;
1716;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2009;112;;;;;
1717;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2010;111;;;;;
1718;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2011;112;110.0;36.8;47.0;31.4;2.0
1719;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2012;114;112.0;32.1;43.3;31.0;3.0
1720;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2013;114;111.0;29.9;45.5;32.8;3.0
1721;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2014;131;127.0;31.8;50.0;36.8;5.0
1722;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2015;127;123.0;31.3;44.9;32.5;4.0
1723;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2016;114;109.0;33.3;47.4;35.1;6.0
1724;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2017;117;110.0;37.1;52.6;39.5;7.0
1725;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2018;127;119.0;35.9;46.6;33.9;8.0
1726;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2019;132;124.0;37.9;48.7;36.4;8.0
1727;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Arb.pos.: Niet-beroepsbevolking;2020;130;;;;;
1728;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2003;210;;;;;
1729;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2004;226;;;;;
1730;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2005;236;;;;;
1731;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2006;252;;;;;
1732;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2007;270;;;;;
1733;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2008;299;;;;;
1734;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2009;305;;;;;
1735;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2010;313;;;;;
1736;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2011;318;314.0;31.9;32.8;32.6;4.0
1737;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2012;330;324.0;31.4;32.2;32.4;6.0
1738;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2013;340;330.0;29.7;31.0;32.0;10.0
1739;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2014;347;335.0;31.5;32.4;34.6;12.0
1740;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2015;364;353.0;32.6;33.5;34.6;11.0
1741;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2016;376;365.0;35.4;36.4;36.8;11.0
1742;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2017;373;355.0;38.0;39.5;38.5;18.0
1743;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2018;384;365.0;38.8;39.6;39.1;19.0
1744;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2019;395;374.0;39.6;40.9;40.5;21.0
1745;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: werknemer;2020;411;;;;;
1746;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2003;185;;;;;
1747;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2004;203;;;;;
1748;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2005;211;;;;;
1749;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2006;225;;;;;
1750;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2007;239;;;;;
1751;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2008;261;;;;;
1752;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2009;265;;;;;
1753;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2010;271;;;;;
1754;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2011;280;277.0;31.6;32.4;33.3;3.0
1755;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2012;288;283.0;31.9;32.5;33.1;5.0
1756;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2013;291;283.0;29.2;30.3;32.6;9.0
1757;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2014;296;286.0;30.9;31.8;35.3;11.0
1758;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2015;310;300.0;32.9;33.8;35.6;10.0
1759;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2016;314;305.0;35.4;36.3;37.8;9.0
1760;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2017;316;301.0;38.3;39.8;39.2;15.0
1761;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2018;323;306.0;38.9;39.6;39.6;17.0
1762;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2019;338;320.0;39.7;40.6;41.2;18.0
1763;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: vaste arbeidsrelatie;2020;358;;;;;
1764;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2003;25;;;;;
1765;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2004;23;;;;;
1766;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2005;24;;;;;
1767;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2006;28;;;;;
1768;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2007;31;;;;;
1769;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2008;38;;;;;
1770;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2009;40;;;;;
1771;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2010;42;;;;;
1772;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2011;38;37.0;34.6;35.4;27.6;1.0
1773;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2012;42;41.0;28.4;30.3;27.5;1.0
1774;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2013;49;47.0;33.1;35.1;28.5;2.0
1775;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2014;51;49.0;35.1;35.9;30.4;1.0
1776;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2015;54;53.0;30.9;32.0;29.0;1.0
1777;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2016;62;60.0;35.5;36.7;31.6;2.0
1778;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2017;57;54.0;36.1;37.9;34.6;3.0
1779;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2018;61;59.0;38.4;39.7;36.3;2.0
1780;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2019;57;55.0;39.3;42.2;36.5;2.0
1781;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: flexibele arbeidsrelatie;2020;53;;;;;
1782;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2003;164;;;;;
1783;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2004;166;;;;;
1784;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2005;168;;;;;
1785;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2006;183;;;;;
1786;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2007;190;;;;;
1787;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2008;207;;;;;
1788;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2009;209;;;;;
1789;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2010;212;;;;;
1790;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2011;204;200.0;27.2;29.4;31.9;4.0
1791;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2012;201;197.0;27.9;29.9;32.4;4.0
1792;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2013;217;209.0;30.4;32.8;33.6;7.0
1793;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2014;223;215.0;30.8;32.9;36.9;8.0
1794;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2015;241;233.0;30.4;32.5;33.3;8.0
1795;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2016;236;223.0;33.0;35.2;37.5;13.0
1796;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2017;256;239.0;34.8;36.7;38.9;18.0
1797;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2018;239;224.0;35.1;37.3;40.4;15.0
1798;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2019;247;231.0;36.5;38.0;40.3;16.0
1799;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfstandige;2020;259;;;;;
1800;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2003;18;;;;;
1801;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2004;16;;;;;
1802;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2005;16;;;;;
1803;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2006;17;;;;;
1804;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2007;18;;;;;
1805;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2008;16;;;;;
1806;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2009;16;;;;;
1807;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2010;16;;;;;
1808;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2011;21;20.0;33.2;35.1;30.3;0.0
1809;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2012;17;16.0;31.7;35.5;30.7;0.0
1810;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2013;16;16.0;38.0;39.6;28.6;0.0
1811;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2014;16;16.0;35.1;35.4;29.3;0.0
1812;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2015;19;19.0;34.4;37.0;27.0;0.0
1813;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2016;16;15.0;35.1;35.9;27.5;0.0
1814;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2017;12;12.0;;;;0.0
1815;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2018;11;10.0;;;;0.0
1816;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2019;12;12.0;;;;0.0
1817;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: meewerkend gezinslid;2020;12;;;;;
1818;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfst. met personeel (zmp);2003;18;;;;;
1819;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfst. met personeel (zmp);2004;21;;;;;
1820;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfst. met personeel (zmp);2005;19;;;;;
1821;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfst. met personeel (zmp);2006;19;;;;;
1822;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfst. met personeel (zmp);2007;22;;;;;
1823;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfst. met personeel (zmp);2008;26;;;;;
1824;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfst. met personeel (zmp);2009;25;;;;;
1825;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfst. met personeel (zmp);2010;23;;;;;
1826;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfst. met personeel (zmp);2011;21;20.0;23.0;23.1;41.8;0.0
1827;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfst. met personeel (zmp);2012;22;21.0;24.4;24.7;40.4;1.0
1828;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfst. met personeel (zmp);2013;26;25.0;27.6;28.0;41.1;1.0
1829;Totaal mannen en vrouwen;Totaal personen;Zelfstandige zonder personeel (zzp);Werkkring: zelfst. met personeel (zmp);2014;29;29.0;25.4;26.4;50.1;1.0
