ID;Zorgfuncties;FinancieringsvormenZorg;Perioden;UitgavenAanGezondheidszorgIngezetenen_1
298;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2022;1099.0
299;"HC13.2: Tandheelkundige zorg; ambulant";HF21:Vrijwillige ziektekostenverzekering;2023;1184.0
300;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZWH;2021;0.0
301;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZWH;2022;0.0
302;"HC13.2: Tandheelkundige zorg; ambulant";HF22: Financiering door IZWH;2023;0.0
303;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Financiering door ondernemingen;2021;0.0
304;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Financiering door ondernemingen;2022;0.0
305;"HC13.2: Tandheelkundige zorg; ambulant";HF23: Financiering door ondernemingen;2023;0.0
306;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2021;502.0
307;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2022;524.0
308;"HC13.2: Tandheelkundige zorg; ambulant";HF3: Eigen betalingen;2023;562.0
309;"HC13.2: Tandheelkundige zorg; ambulant";HF31: Directe eigen betalingen;2021;408.0
310;"HC13.2: Tandheelkundige zorg; ambulant";HF31: Directe eigen betalingen;2022;430.0
311;"HC13.2: Tandheelkundige zorg; ambulant";HF31: Directe eigen betalingen;2023;462.0
312;"HC13.2: Tandheelkundige zorg; ambulant";HF32: Eigen risico en bijdragen;2021;94.0
313;"HC13.2: Tandheelkundige zorg; ambulant";HF32: Eigen risico en bijdragen;2022;94.0
314;"HC13.2: Tandheelkundige zorg; ambulant";HF32: Eigen risico en bijdragen;2023;100.0
315;HC13.3: Spec. polikl./amb. geneesk. zorg;Totaal financiering van ingezetenen;2021;15690.0
316;HC13.3: Spec. polikl./amb. geneesk. zorg;Totaal financiering van ingezetenen;2022;16462.0
317;HC13.3: Spec. polikl./amb. geneesk. zorg;Totaal financiering van ingezetenen;2023;17876.0
318;HC13.3: Spec. polikl./amb. geneesk. zorg;HF1: Overheid en soc. verzekering;2021;14007.0
319;HC13.3: Spec. polikl./amb. geneesk. zorg;HF1: Overheid en soc. verzekering;2022;14566.0
320;HC13.3: Spec. polikl./amb. geneesk. zorg;HF1: Overheid en soc. verzekering;2023;15857.0
321;HC13.3: Spec. polikl./amb. geneesk. zorg;HF11: Overheid;2021;1213.0
322;HC13.3: Spec. polikl./amb. geneesk. zorg;HF11: Overheid;2022;1307.0
323;HC13.3: Spec. polikl./amb. geneesk. zorg;HF11: Overheid;2023;1523.0
324;HC13.3: Spec. polikl./amb. geneesk. zorg;HF12: Verplichte premiegeb verzekeringen;2021;12794.0
325;HC13.3: Spec. polikl./amb. geneesk. zorg;HF12: Verplichte premiegeb verzekeringen;2022;13259.0
326;HC13.3: Spec. polikl./amb. geneesk. zorg;HF12: Verplichte premiegeb verzekeringen;2023;14334.0
327;HC13.3: Spec. polikl./amb. geneesk. zorg;HF121a: Wlz, AWBZ;2021;0.0
328;HC13.3: Spec. polikl./amb. geneesk. zorg;HF121a: Wlz, AWBZ;2022;0.0
329;HC13.3: Spec. polikl./amb. geneesk. zorg;HF121a: Wlz, AWBZ;2023;0.0
330;HC13.3: Spec. polikl./amb. geneesk. zorg;HF121b: Ziekenfonds;2021;
331;HC13.3: Spec. polikl./amb. geneesk. zorg;HF121b: Ziekenfonds;2022;
332;HC13.3: Spec. polikl./amb. geneesk. zorg;HF121b: Ziekenfonds;2023;
333;HC13.3: Spec. polikl./amb. geneesk. zorg;HF122: Zorgverzekeringswet;2021;12794.0
334;HC13.3: Spec. polikl./amb. geneesk. zorg;HF122: Zorgverzekeringswet;2022;13259.0
335;HC13.3: Spec. polikl./amb. geneesk. zorg;HF122: Zorgverzekeringswet;2023;14334.0
336;HC13.3: Spec. polikl./amb. geneesk. zorg;Vrijwillige financiering, eigen betaling;2021;1682.0
337;HC13.3: Spec. polikl./amb. geneesk. zorg;Vrijwillige financiering, eigen betaling;2022;1896.0
338;HC13.3: Spec. polikl./amb. geneesk. zorg;Vrijwillige financiering, eigen betaling;2023;2019.0
339;HC13.3: Spec. polikl./amb. geneesk. zorg;HF2: Vrijwillige financieringsvormen;2021;15.0
340;HC13.3: Spec. polikl./amb. geneesk. zorg;HF2: Vrijwillige financieringsvormen;2022;13.0
341;HC13.3: Spec. polikl./amb. geneesk. zorg;HF2: Vrijwillige financieringsvormen;2023;15.0
342;HC13.3: Spec. polikl./amb. geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2021;15.0
343;HC13.3: Spec. polikl./amb. geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2022;13.0
344;HC13.3: Spec. polikl./amb. geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2023;15.0
345;HC13.3: Spec. polikl./amb. geneesk. zorg;HF22: Financiering door IZWH;2021;0.0
346;HC13.3: Spec. polikl./amb. geneesk. zorg;HF22: Financiering door IZWH;2022;0.0
347;HC13.3: Spec. polikl./amb. geneesk. zorg;HF22: Financiering door IZWH;2023;0.0
348;HC13.3: Spec. polikl./amb. geneesk. zorg;HF23: Financiering door ondernemingen;2021;0.0
349;HC13.3: Spec. polikl./amb. geneesk. zorg;HF23: Financiering door ondernemingen;2022;0.0
350;HC13.3: Spec. polikl./amb. geneesk. zorg;HF23: Financiering door ondernemingen;2023;0.0
351;HC13.3: Spec. polikl./amb. geneesk. zorg;HF3: Eigen betalingen;2021;1668.0
352;HC13.3: Spec. polikl./amb. geneesk. zorg;HF3: Eigen betalingen;2022;1883.0
353;HC13.3: Spec. polikl./amb. geneesk. zorg;HF3: Eigen betalingen;2023;2004.0
354;HC13.3: Spec. polikl./amb. geneesk. zorg;HF31: Directe eigen betalingen;2021;789.0
355;HC13.3: Spec. polikl./amb. geneesk. zorg;HF31: Directe eigen betalingen;2022;958.0
356;HC13.3: Spec. polikl./amb. geneesk. zorg;HF31: Directe eigen betalingen;2023;1055.0
357;HC13.3: Spec. polikl./amb. geneesk. zorg;HF32: Eigen risico en bijdragen;2021;879.0
358;HC13.3: Spec. polikl./amb. geneesk. zorg;HF32: Eigen risico en bijdragen;2022;925.0
359;HC13.3: Spec. polikl./amb. geneesk. zorg;HF32: Eigen risico en bijdragen;2023;949.0
360;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal financiering van ingezetenen;2021;3010.0
361;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal financiering van ingezetenen;2022;3352.0
362;HC13.9: Ov. Polikl./amb. geneesk. zorg;Totaal financiering van ingezetenen;2023;3680.0
363;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF1: Overheid en soc. verzekering;2021;1355.0
364;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF1: Overheid en soc. verzekering;2022;1315.0
365;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF1: Overheid en soc. verzekering;2023;1441.0
366;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF11: Overheid;2021;329.0
367;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF11: Overheid;2022;346.0
368;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF11: Overheid;2023;367.0
369;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF12: Verplichte premiegeb verzekeringen;2021;1025.0
370;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF12: Verplichte premiegeb verzekeringen;2022;970.0
371;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF12: Verplichte premiegeb verzekeringen;2023;1073.0
372;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF121a: Wlz, AWBZ;2021;0.0
373;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF121a: Wlz, AWBZ;2022;0.0
374;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF121a: Wlz, AWBZ;2023;1.0
375;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF121b: Ziekenfonds;2021;
376;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF121b: Ziekenfonds;2022;
377;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF121b: Ziekenfonds;2023;
378;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF122: Zorgverzekeringswet;2021;1025.0
379;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF122: Zorgverzekeringswet;2022;970.0
380;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF122: Zorgverzekeringswet;2023;1072.0
381;HC13.9: Ov. Polikl./amb. geneesk. zorg;Vrijwillige financiering, eigen betaling;2021;1656.0
382;HC13.9: Ov. Polikl./amb. geneesk. zorg;Vrijwillige financiering, eigen betaling;2022;2037.0
383;HC13.9: Ov. Polikl./amb. geneesk. zorg;Vrijwillige financiering, eigen betaling;2023;2239.0
384;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF2: Vrijwillige financieringsvormen;2021;340.0
385;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF2: Vrijwillige financieringsvormen;2022;356.0
386;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF2: Vrijwillige financieringsvormen;2023;382.0
387;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2021;340.0
388;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2022;356.0
389;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2023;382.0
390;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF22: Financiering door IZWH;2021;0.0
391;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF22: Financiering door IZWH;2022;0.0
392;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF22: Financiering door IZWH;2023;0.0
393;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF23: Financiering door ondernemingen;2021;0.0
394;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF23: Financiering door ondernemingen;2022;0.0
395;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF23: Financiering door ondernemingen;2023;0.0
396;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF3: Eigen betalingen;2021;1315.0
397;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF3: Eigen betalingen;2022;1681.0
398;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF3: Eigen betalingen;2023;1857.0
399;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF31: Directe eigen betalingen;2021;1269.0
400;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF31: Directe eigen betalingen;2022;1632.0
401;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF31: Directe eigen betalingen;2023;1806.0
402;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF32: Eigen risico en bijdragen;2021;46.0
403;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF32: Eigen risico en bijdragen;2022;49.0
404;HC13.9: Ov. Polikl./amb. geneesk. zorg;HF32: Eigen risico en bijdragen;2023;51.0
405;HC14: Geneeskundige zorg aan huis;Totaal financiering van ingezetenen;2021;592.0
406;HC14: Geneeskundige zorg aan huis;Totaal financiering van ingezetenen;2022;581.0
407;HC14: Geneeskundige zorg aan huis;Totaal financiering van ingezetenen;2023;626.0
408;HC14: Geneeskundige zorg aan huis;HF1: Overheid en soc. verzekering;2021;547.0
409;HC14: Geneeskundige zorg aan huis;HF1: Overheid en soc. verzekering;2022;534.0
410;HC14: Geneeskundige zorg aan huis;HF1: Overheid en soc. verzekering;2023;576.0
411;HC14: Geneeskundige zorg aan huis;HF11: Overheid;2021;0.0
412;HC14: Geneeskundige zorg aan huis;HF11: Overheid;2022;0.0
413;HC14: Geneeskundige zorg aan huis;HF11: Overheid;2023;0.0
414;HC14: Geneeskundige zorg aan huis;HF12: Verplichte premiegeb verzekeringen;2021;547.0
415;HC14: Geneeskundige zorg aan huis;HF12: Verplichte premiegeb verzekeringen;2022;534.0
416;HC14: Geneeskundige zorg aan huis;HF12: Verplichte premiegeb verzekeringen;2023;576.0
417;HC14: Geneeskundige zorg aan huis;HF121a: Wlz, AWBZ;2021;0.0
418;HC14: Geneeskundige zorg aan huis;HF121a: Wlz, AWBZ;2022;0.0
419;HC14: Geneeskundige zorg aan huis;HF121a: Wlz, AWBZ;2023;0.0
420;HC14: Geneeskundige zorg aan huis;HF121b: Ziekenfonds;2021;
421;HC14: Geneeskundige zorg aan huis;HF121b: Ziekenfonds;2022;
422;HC14: Geneeskundige zorg aan huis;HF121b: Ziekenfonds;2023;
423;HC14: Geneeskundige zorg aan huis;HF122: Zorgverzekeringswet;2021;547.0
424;HC14: Geneeskundige zorg aan huis;HF122: Zorgverzekeringswet;2022;534.0
425;HC14: Geneeskundige zorg aan huis;HF122: Zorgverzekeringswet;2023;576.0
426;HC14: Geneeskundige zorg aan huis;Vrijwillige financiering, eigen betaling;2021;45.0
427;HC14: Geneeskundige zorg aan huis;Vrijwillige financiering, eigen betaling;2022;47.0
428;HC14: Geneeskundige zorg aan huis;Vrijwillige financiering, eigen betaling;2023;50.0
429;HC14: Geneeskundige zorg aan huis;HF2: Vrijwillige financieringsvormen;2021;15.0
430;HC14: Geneeskundige zorg aan huis;HF2: Vrijwillige financieringsvormen;2022;16.0
431;HC14: Geneeskundige zorg aan huis;HF2: Vrijwillige financieringsvormen;2023;18.0
432;HC14: Geneeskundige zorg aan huis;HF21:Vrijwillige ziektekostenverzekering;2021;15.0
433;HC14: Geneeskundige zorg aan huis;HF21:Vrijwillige ziektekostenverzekering;2022;16.0
434;HC14: Geneeskundige zorg aan huis;HF21:Vrijwillige ziektekostenverzekering;2023;18.0
435;HC14: Geneeskundige zorg aan huis;HF22: Financiering door IZWH;2021;0.0
436;HC14: Geneeskundige zorg aan huis;HF22: Financiering door IZWH;2022;0.0
437;HC14: Geneeskundige zorg aan huis;HF22: Financiering door IZWH;2023;0.0
438;HC14: Geneeskundige zorg aan huis;HF23: Financiering door ondernemingen;2021;0.0
439;HC14: Geneeskundige zorg aan huis;HF23: Financiering door ondernemingen;2022;0.0
440;HC14: Geneeskundige zorg aan huis;HF23: Financiering door ondernemingen;2023;0.0
441;HC14: Geneeskundige zorg aan huis;HF3: Eigen betalingen;2021;30.0
442;HC14: Geneeskundige zorg aan huis;HF3: Eigen betalingen;2022;30.0
443;HC14: Geneeskundige zorg aan huis;HF3: Eigen betalingen;2023;33.0
444;HC14: Geneeskundige zorg aan huis;HF31: Directe eigen betalingen;2021;10.0
445;HC14: Geneeskundige zorg aan huis;HF31: Directe eigen betalingen;2022;10.0
446;HC14: Geneeskundige zorg aan huis;HF31: Directe eigen betalingen;2023;11.0
447;HC14: Geneeskundige zorg aan huis;HF32: Eigen risico en bijdragen;2021;20.0
448;HC14: Geneeskundige zorg aan huis;HF32: Eigen risico en bijdragen;2022;20.0
449;HC14: Geneeskundige zorg aan huis;HF32: Eigen risico en bijdragen;2023;22.0
450;HC2: Revalidatiezorg;Totaal financiering van ingezetenen;2021;3933.0
451;HC2: Revalidatiezorg;Totaal financiering van ingezetenen;2022;3950.0
452;HC2: Revalidatiezorg;Totaal financiering van ingezetenen;2023;4269.0
453;HC2: Revalidatiezorg;HF1: Overheid en soc. verzekering;2021;2309.0
454;HC2: Revalidatiezorg;HF1: Overheid en soc. verzekering;2022;2312.0
455;HC2: Revalidatiezorg;HF1: Overheid en soc. verzekering;2023;2515.0
456;HC2: Revalidatiezorg;HF11: Overheid;2021;71.0
457;HC2: Revalidatiezorg;HF11: Overheid;2022;66.0
458;HC2: Revalidatiezorg;HF11: Overheid;2023;69.0
459;HC2: Revalidatiezorg;HF12: Verplichte premiegeb verzekeringen;2021;2238.0
460;HC2: Revalidatiezorg;HF12: Verplichte premiegeb verzekeringen;2022;2246.0
461;HC2: Revalidatiezorg;HF12: Verplichte premiegeb verzekeringen;2023;2446.0
462;HC2: Revalidatiezorg;HF121a: Wlz, AWBZ;2021;0.0
463;HC2: Revalidatiezorg;HF121a: Wlz, AWBZ;2022;0.0
464;HC2: Revalidatiezorg;HF121a: Wlz, AWBZ;2023;0.0
465;HC2: Revalidatiezorg;HF121b: Ziekenfonds;2021;
466;HC2: Revalidatiezorg;HF121b: Ziekenfonds;2022;
467;HC2: Revalidatiezorg;HF121b: Ziekenfonds;2023;
468;HC2: Revalidatiezorg;HF122: Zorgverzekeringswet;2021;2238.0
469;HC2: Revalidatiezorg;HF122: Zorgverzekeringswet;2022;2246.0
470;HC2: Revalidatiezorg;HF122: Zorgverzekeringswet;2023;2446.0
471;HC2: Revalidatiezorg;Vrijwillige financiering, eigen betaling;2021;1624.0
472;HC2: Revalidatiezorg;Vrijwillige financiering, eigen betaling;2022;1638.0
473;HC2: Revalidatiezorg;Vrijwillige financiering, eigen betaling;2023;1754.0
474;HC2: Revalidatiezorg;HF2: Vrijwillige financieringsvormen;2021;1151.0
475;HC2: Revalidatiezorg;HF2: Vrijwillige financieringsvormen;2022;1139.0
476;HC2: Revalidatiezorg;HF2: Vrijwillige financieringsvormen;2023;1228.0
477;HC2: Revalidatiezorg;HF21:Vrijwillige ziektekostenverzekering;2021;1151.0
478;HC2: Revalidatiezorg;HF21:Vrijwillige ziektekostenverzekering;2022;1139.0
479;HC2: Revalidatiezorg;HF21:Vrijwillige ziektekostenverzekering;2023;1228.0
480;HC2: Revalidatiezorg;HF22: Financiering door IZWH;2021;0.0
481;HC2: Revalidatiezorg;HF22: Financiering door IZWH;2022;0.0
482;HC2: Revalidatiezorg;HF22: Financiering door IZWH;2023;0.0
483;HC2: Revalidatiezorg;HF23: Financiering door ondernemingen;2021;0.0
484;HC2: Revalidatiezorg;HF23: Financiering door ondernemingen;2022;0.0
485;HC2: Revalidatiezorg;HF23: Financiering door ondernemingen;2023;0.0
486;HC2: Revalidatiezorg;HF3: Eigen betalingen;2021;473.0
487;HC2: Revalidatiezorg;HF3: Eigen betalingen;2022;499.0
488;HC2: Revalidatiezorg;HF3: Eigen betalingen;2023;526.0
489;HC2: Revalidatiezorg;HF31: Directe eigen betalingen;2021;348.0
490;HC2: Revalidatiezorg;HF31: Directe eigen betalingen;2022;370.0
491;HC2: Revalidatiezorg;HF31: Directe eigen betalingen;2023;394.0
492;HC2: Revalidatiezorg;HF32: Eigen risico en bijdragen;2021;125.0
493;HC2: Revalidatiezorg;HF32: Eigen risico en bijdragen;2022;128.0
494;HC2: Revalidatiezorg;HF32: Eigen risico en bijdragen;2023;132.0
495;HC21: Intramurale revalidatiezorg;Totaal financiering van ingezetenen;2021;1112.0
496;HC21: Intramurale revalidatiezorg;Totaal financiering van ingezetenen;2022;1085.0
497;HC21: Intramurale revalidatiezorg;Totaal financiering van ingezetenen;2023;1186.0
498;HC21: Intramurale revalidatiezorg;HF1: Overheid en soc. verzekering;2021;1082.0
499;HC21: Intramurale revalidatiezorg;HF1: Overheid en soc. verzekering;2022;1055.0
500;HC21: Intramurale revalidatiezorg;HF1: Overheid en soc. verzekering;2023;1156.0
501;HC21: Intramurale revalidatiezorg;HF11: Overheid;2021;29.0
502;HC21: Intramurale revalidatiezorg;HF11: Overheid;2022;30.0
503;HC21: Intramurale revalidatiezorg;HF11: Overheid;2023;31.0
504;HC21: Intramurale revalidatiezorg;HF12: Verplichte premiegeb verzekeringen;2021;1054.0
505;HC21: Intramurale revalidatiezorg;HF12: Verplichte premiegeb verzekeringen;2022;1025.0
506;HC21: Intramurale revalidatiezorg;HF12: Verplichte premiegeb verzekeringen;2023;1124.0
507;HC21: Intramurale revalidatiezorg;HF121a: Wlz, AWBZ;2021;0.0
508;HC21: Intramurale revalidatiezorg;HF121a: Wlz, AWBZ;2022;0.0
509;HC21: Intramurale revalidatiezorg;HF121a: Wlz, AWBZ;2023;0.0
510;HC21: Intramurale revalidatiezorg;HF121b: Ziekenfonds;2021;
511;HC21: Intramurale revalidatiezorg;HF121b: Ziekenfonds;2022;
512;HC21: Intramurale revalidatiezorg;HF121b: Ziekenfonds;2023;
513;HC21: Intramurale revalidatiezorg;HF122: Zorgverzekeringswet;2021;1054.0
514;HC21: Intramurale revalidatiezorg;HF122: Zorgverzekeringswet;2022;1025.0
515;HC21: Intramurale revalidatiezorg;HF122: Zorgverzekeringswet;2023;1124.0
516;HC21: Intramurale revalidatiezorg;Vrijwillige financiering, eigen betaling;2021;29.0
517;HC21: Intramurale revalidatiezorg;Vrijwillige financiering, eigen betaling;2022;30.0
518;HC21: Intramurale revalidatiezorg;Vrijwillige financiering, eigen betaling;2023;30.0
519;HC21: Intramurale revalidatiezorg;HF2: Vrijwillige financieringsvormen;2021;0.0
520;HC21: Intramurale revalidatiezorg;HF2: Vrijwillige financieringsvormen;2022;0.0
521;HC21: Intramurale revalidatiezorg;HF2: Vrijwillige financieringsvormen;2023;0.0
522;HC21: Intramurale revalidatiezorg;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
523;HC21: Intramurale revalidatiezorg;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
524;HC21: Intramurale revalidatiezorg;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
525;HC21: Intramurale revalidatiezorg;HF22: Financiering door IZWH;2021;0.0
526;HC21: Intramurale revalidatiezorg;HF22: Financiering door IZWH;2022;0.0
527;HC21: Intramurale revalidatiezorg;HF22: Financiering door IZWH;2023;0.0
528;HC21: Intramurale revalidatiezorg;HF23: Financiering door ondernemingen;2021;0.0
529;HC21: Intramurale revalidatiezorg;HF23: Financiering door ondernemingen;2022;0.0
530;HC21: Intramurale revalidatiezorg;HF23: Financiering door ondernemingen;2023;0.0
531;HC21: Intramurale revalidatiezorg;HF3: Eigen betalingen;2021;29.0
532;HC21: Intramurale revalidatiezorg;HF3: Eigen betalingen;2022;30.0
533;HC21: Intramurale revalidatiezorg;HF3: Eigen betalingen;2023;30.0
534;HC21: Intramurale revalidatiezorg;HF31: Directe eigen betalingen;2021;0.0
535;HC21: Intramurale revalidatiezorg;HF31: Directe eigen betalingen;2022;0.0
536;HC21: Intramurale revalidatiezorg;HF31: Directe eigen betalingen;2023;0.0
537;HC21: Intramurale revalidatiezorg;HF32: Eigen risico en bijdragen;2021;29.0
538;HC21: Intramurale revalidatiezorg;HF32: Eigen risico en bijdragen;2022;30.0
539;HC21: Intramurale revalidatiezorg;HF32: Eigen risico en bijdragen;2023;30.0
540;HC22: Dagbehandeling revalidatiezorg;Totaal financiering van ingezetenen;2021;0.0
541;HC22: Dagbehandeling revalidatiezorg;Totaal financiering van ingezetenen;2022;0.0
542;HC22: Dagbehandeling revalidatiezorg;Totaal financiering van ingezetenen;2023;0.0
543;HC22: Dagbehandeling revalidatiezorg;HF1: Overheid en soc. verzekering;2021;0.0
544;HC22: Dagbehandeling revalidatiezorg;HF1: Overheid en soc. verzekering;2022;0.0
545;HC22: Dagbehandeling revalidatiezorg;HF1: Overheid en soc. verzekering;2023;0.0
546;HC22: Dagbehandeling revalidatiezorg;HF11: Overheid;2021;0.0
547;HC22: Dagbehandeling revalidatiezorg;HF11: Overheid;2022;0.0
548;HC22: Dagbehandeling revalidatiezorg;HF11: Overheid;2023;0.0
549;HC22: Dagbehandeling revalidatiezorg;HF12: Verplichte premiegeb verzekeringen;2021;0.0
550;HC22: Dagbehandeling revalidatiezorg;HF12: Verplichte premiegeb verzekeringen;2022;0.0
551;HC22: Dagbehandeling revalidatiezorg;HF12: Verplichte premiegeb verzekeringen;2023;0.0
552;HC22: Dagbehandeling revalidatiezorg;HF121a: Wlz, AWBZ;2021;0.0
553;HC22: Dagbehandeling revalidatiezorg;HF121a: Wlz, AWBZ;2022;0.0
554;HC22: Dagbehandeling revalidatiezorg;HF121a: Wlz, AWBZ;2023;0.0
555;HC22: Dagbehandeling revalidatiezorg;HF121b: Ziekenfonds;2021;
556;HC22: Dagbehandeling revalidatiezorg;HF121b: Ziekenfonds;2022;
557;HC22: Dagbehandeling revalidatiezorg;HF121b: Ziekenfonds;2023;
558;HC22: Dagbehandeling revalidatiezorg;HF122: Zorgverzekeringswet;2021;0.0
559;HC22: Dagbehandeling revalidatiezorg;HF122: Zorgverzekeringswet;2022;0.0
560;HC22: Dagbehandeling revalidatiezorg;HF122: Zorgverzekeringswet;2023;0.0
561;HC22: Dagbehandeling revalidatiezorg;Vrijwillige financiering, eigen betaling;2021;0.0
562;HC22: Dagbehandeling revalidatiezorg;Vrijwillige financiering, eigen betaling;2022;0.0
563;HC22: Dagbehandeling revalidatiezorg;Vrijwillige financiering, eigen betaling;2023;0.0
564;HC22: Dagbehandeling revalidatiezorg;HF2: Vrijwillige financieringsvormen;2021;0.0
565;HC22: Dagbehandeling revalidatiezorg;HF2: Vrijwillige financieringsvormen;2022;0.0
566;HC22: Dagbehandeling revalidatiezorg;HF2: Vrijwillige financieringsvormen;2023;0.0
567;HC22: Dagbehandeling revalidatiezorg;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
568;HC22: Dagbehandeling revalidatiezorg;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
569;HC22: Dagbehandeling revalidatiezorg;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
570;HC22: Dagbehandeling revalidatiezorg;HF22: Financiering door IZWH;2021;0.0
571;HC22: Dagbehandeling revalidatiezorg;HF22: Financiering door IZWH;2022;0.0
572;HC22: Dagbehandeling revalidatiezorg;HF22: Financiering door IZWH;2023;0.0
573;HC22: Dagbehandeling revalidatiezorg;HF23: Financiering door ondernemingen;2021;0.0
574;HC22: Dagbehandeling revalidatiezorg;HF23: Financiering door ondernemingen;2022;0.0
575;HC22: Dagbehandeling revalidatiezorg;HF23: Financiering door ondernemingen;2023;0.0
576;HC22: Dagbehandeling revalidatiezorg;HF3: Eigen betalingen;2021;0.0
577;HC22: Dagbehandeling revalidatiezorg;HF3: Eigen betalingen;2022;0.0
578;HC22: Dagbehandeling revalidatiezorg;HF3: Eigen betalingen;2023;0.0
579;HC22: Dagbehandeling revalidatiezorg;HF31: Directe eigen betalingen;2021;0.0
580;HC22: Dagbehandeling revalidatiezorg;HF31: Directe eigen betalingen;2022;0.0
581;HC22: Dagbehandeling revalidatiezorg;HF31: Directe eigen betalingen;2023;0.0
582;HC22: Dagbehandeling revalidatiezorg;HF32: Eigen risico en bijdragen;2021;0.0
583;HC22: Dagbehandeling revalidatiezorg;HF32: Eigen risico en bijdragen;2022;0.0
584;HC22: Dagbehandeling revalidatiezorg;HF32: Eigen risico en bijdragen;2023;0.0
585;HC23: Polikl./ambulante revalidatie;Totaal financiering van ingezetenen;2021;2821.0
586;HC23: Polikl./ambulante revalidatie;Totaal financiering van ingezetenen;2022;2865.0
587;HC23: Polikl./ambulante revalidatie;Totaal financiering van ingezetenen;2023;3083.0
588;HC23: Polikl./ambulante revalidatie;HF1: Overheid en soc. verzekering;2021;1226.0
589;HC23: Polikl./ambulante revalidatie;HF1: Overheid en soc. verzekering;2022;1257.0
590;HC23: Polikl./ambulante revalidatie;HF1: Overheid en soc. verzekering;2023;1359.0
591;HC23: Polikl./ambulante revalidatie;HF11: Overheid;2021;42.0
592;HC23: Polikl./ambulante revalidatie;HF11: Overheid;2022;36.0
593;HC23: Polikl./ambulante revalidatie;HF11: Overheid;2023;38.0
594;HC23: Polikl./ambulante revalidatie;HF12: Verplichte premiegeb verzekeringen;2021;1184.0
595;HC23: Polikl./ambulante revalidatie;HF12: Verplichte premiegeb verzekeringen;2022;1221.0
596;HC23: Polikl./ambulante revalidatie;HF12: Verplichte premiegeb verzekeringen;2023;1322.0
597;HC23: Polikl./ambulante revalidatie;HF121a: Wlz, AWBZ;2021;0.0
598;HC23: Polikl./ambulante revalidatie;HF121a: Wlz, AWBZ;2022;0.0
599;HC23: Polikl./ambulante revalidatie;HF121a: Wlz, AWBZ;2023;0.0
