ID;Geslacht;Leeftijd;DiagnosenGGZHoofdgroepen;GestandaardiseerdInkomen;Verblijf;Perioden;PrimaireDiagnosen_1;PrimaireOfNevendiagnosen_2;PrimaireDiagnosen_3;PrimaireOfNevendiagnosen_4
1995;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2015;1510.0;3730.0;110;271.0
1996;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2016;1485.0;3690.0;107;267.0
1997;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2017;1655.0;3930.0;119;283.0
1998;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2018;1675.0;4040.0;119;288.0
1999;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2019;1775.0;4245.0;125;300.0
2000;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2020;1565.0;3955.0;109;277.0
2001;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2021;1815.0;4210.0;127;294.0
2002;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen zonder verblijf;2015;1180.0;3045.0;85;221.0
2003;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen zonder verblijf;2016;1160.0;3025.0;84;219.0
2004;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen zonder verblijf;2017;1295.0;3260.0;93;235.0
2005;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen zonder verblijf;2018;1315.0;3310.0;93;236.0
2006;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen zonder verblijf;2019;1420.0;3555.0;100;251.0
2007;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen zonder verblijf;2020;1275.0;3350.0;89;234.0
2008;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen zonder verblijf;2021;1490.0;3555.0;104;248.0
2009;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen met verblijf;2015;335.0;685.0;24;50.0
2010;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen met verblijf;2016;325.0;665.0;23;48.0
2011;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen met verblijf;2017;360.0;670.0;26;48.0
2012;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen met verblijf;2018;360.0;725.0;25;51.0
2013;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen met verblijf;2019;355.0;690.0;25;49.0
2014;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen met verblijf;2020;290.0;605.0;20;42.0
2015;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;7e 10%-groep (personen);Personen met verblijf;2021;330.0;660.0;22;46.0
2016;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2015;1370.0;3300.0;97;234.0
2017;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2016;1370.0;3300.0;96;233.0
2018;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2017;1480.0;3475.0;104;244.0
2019;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2018;1565.0;3820.0;109;266.0
2020;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2019;1550.0;3855.0;107;266.0
2021;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2020;1675.0;3835.0;114;262.0
2022;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2021;1765.0;3930.0;120;268.0
2023;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen zonder verblijf;2015;1090.0;2720.0;77;193.0
2024;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen zonder verblijf;2016;1075.0;2735.0;76;193.0
2025;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen zonder verblijf;2017;1160.0;2895.0;81;203.0
2026;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen zonder verblijf;2018;1230.0;3150.0;85;219.0
2027;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen zonder verblijf;2019;1220.0;3205.0;84;221.0
2028;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen zonder verblijf;2020;1405.0;3320.0;95;227.0
2029;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen zonder verblijf;2021;1460.0;3355.0;99;229.0
2030;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen met verblijf;2015;285.0;580.0;20;41.0
2031;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen met verblijf;2016;295.0;560.0;20;39.0
2032;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen met verblijf;2017;320.0;580.0;22;40.0
2033;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen met verblijf;2018;335.0;670.0;23;46.0
2034;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen met verblijf;2019;335.0;650.0;23;44.0
2035;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen met verblijf;2020;270.0;515.0;18;35.0
2036;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;8e 10%-groep (personen);Personen met verblijf;2021;310.0;575.0;21;39.0
2037;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2015;1195.0;2905.0;82;201.0
2038;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2016;1280.0;3040.0;88;209.0
2039;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2017;1270.0;2975.0;87;204.0
2040;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2018;1440.0;3300.0;98;225.0
2041;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2019;1415.0;3415.0;95;230.0
2042;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2020;1415.0;3380.0;94;226.0
2043;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2021;1510.0;3440.0;101;230.0
2044;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen zonder verblijf;2015;930.0;2385.0;64;165.0
2045;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen zonder verblijf;2016;1000.0;2485.0;68;171.0
2046;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen zonder verblijf;2017;1030.0;2465.0;70;169.0
2047;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen zonder verblijf;2018;1150.0;2725.0;78;185.0
2048;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen zonder verblijf;2019;1115.0;2845.0;75;192.0
2049;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen zonder verblijf;2020;1145.0;2910.0;76;194.0
2050;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen zonder verblijf;2021;1240.0;2915.0;82;195.0
2051;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen met verblijf;2015;265.0;520.0;18;35.0
2052;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen met verblijf;2016;280.0;550.0;19;38.0
2053;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen met verblijf;2017;240.0;510.0;16;35.0
2054;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen met verblijf;2018;290.0;575.0;19;39.0
2055;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen met verblijf;2019;295.0;570.0;20;38.0
2056;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen met verblijf;2020;270.0;470.0;18;31.0
2057;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;9e 10%-groep (personen);Personen met verblijf;2021;275.0;525.0;18;35.0
2058;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2015;975.0;2295.0;68;161.0
2059;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2016;950.0;2365.0;65;164.0
2060;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2017;940.0;2300.0;65;159.0
2061;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2018;1145.0;2645.0;78;182.0
2062;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2019;1295.0;2915.0;88;199.0
2063;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2020;1095.0;2595.0;74;176.0
2064;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2021;1210.0;2815.0;82;190.0
2065;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2015;790.0;1905.0;55;134.0
2066;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2016;750.0;1970.0;52;136.0
2067;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2017;780.0;1970.0;53;136.0
2068;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2018;905.0;2145.0;62;147.0
2069;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2019;1045.0;2445.0;71;167.0
2070;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2020;900.0;2225.0;61;151.0
2071;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2021;1010.0;2410.0;68;163.0
2072;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2015;180.0;390.0;12;27.0
2073;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2016;200.0;400.0;13;27.0
2074;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2017;160.0;335.0;11;23.0
2075;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2018;235.0;500.0;16;34.0
2076;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2019;250.0;470.0;17;32.0
2077;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2020;195.0;370.0;13;25.0
2078;Totaal mannen en vrouwen;18 jaar of ouder;C2 Overig aan een middel gebonden stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2021;200.0;405.0;13;27.0
2079;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2015;58770.0;67150.0;431;493.0
2080;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2016;57915.0;66590.0;422;485.0
2081;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2017;58255.0;66760.0;421;482.0
2082;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2018;58935.0;67155.0;422;481.0
2083;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2019;53250.0;60885.0;377;431.0
2084;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2020;53935.0;61640.0;379;433.0
2085;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2021;57330.0;65795.0;400;459.0
2086;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen zonder verblijf;2015;48445.0;55130.0;356;405.0
2087;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen zonder verblijf;2016;47740.0;54745.0;348;399.0
2088;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen zonder verblijf;2017;48720.0;55650.0;352;402.0
2089;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen zonder verblijf;2018;48825.0;55575.0;349;398.0
2090;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen zonder verblijf;2019;43360.0;49555.0;307;351.0
2091;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen zonder verblijf;2020;44165.0;50490.0;310;355.0
2092;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen zonder verblijf;2021;47305.0;54285.0;330;379.0
2093;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2015;10325.0;12020.0;75;88.0
2094;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2016;10170.0;11850.0;74;86.0
2095;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2017;9535.0;11105.0;68;80.0
2096;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2018;10110.0;11580.0;72;82.0
2097;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2019;9890.0;11330.0;70;80.0
2098;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2020;9770.0;11150.0;68;78.0
2099;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;Totaal alle inkomens (personen);Personen met verblijf;2021;10020.0;11510.0;69;80.0
2100;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2015;20060.0;22730.0;1590;1802.0
2101;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2016;20010.0;22705.0;1570;1782.0
2102;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2017;21080.0;23855.0;1632;1847.0
2103;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2018;22110.0;24945.0;1693;1910.0
2104;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2019;19960.0;22565.0;1509;1706.0
2105;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2020;20970.0;23710.0;1568;1773.0
2106;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2021;23065.0;26260.0;1697;1932.0
2107;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2015;16210.0;18270.0;1285;1448.0
2108;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2016;16110.0;18215.0;1264;1429.0
2109;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2017;17250.0;19410.0;1336;1503.0
2110;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2018;18090.0;20325.0;1385;1556.0
2111;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2019;15895.0;17940.0;1201;1356.0
2112;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2020;16790.0;18940.0;1256;1417.0
2113;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2021;18695.0;21255.0;1375;1564.0
2114;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2015;3845.0;4460.0;305;353.0
2115;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2016;3895.0;4490.0;305;352.0
2116;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2017;3830.0;4440.0;296;344.0
2117;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2018;4015.0;4620.0;307;353.0
2118;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2019;4065.0;4625.0;307;349.0
2119;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2020;4180.0;4765.0;312;356.0
2120;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2021;4370.0;5005.0;321;368.0
2121;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2015;16570.0;18730.0;1248;1411.0
2122;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2016;16825.0;19170.0;1252;1426.0
2123;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2017;16430.0;18730.0;1205;1374.0
2124;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2018;16145.0;18265.0;1167;1321.0
2125;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2019;14580.0;16555.0;1033;1173.0
2126;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2020;14320.0;16315.0;1002;1142.0
2127;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Totaal met en zonder verblijf;2021;14750.0;16850.0;1020;1165.0
2128;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2015;13855.0;15580.0;1044;1174.0
2129;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2016;14085.0;15975.0;1047;1188.0
2130;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2017;13910.0;15790.0;1020;1158.0
2131;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2018;13560.0;15325.0;980;1108.0
2132;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2019;12120.0;13740.0;859;974.0
2133;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2020;11930.0;13605.0;835;952.0
2134;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen zonder verblijf;2021;12355.0;14075.0;854;973.0
2135;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2015;2715.0;3150.0;204;237.0
2136;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2016;2745.0;3195.0;204;237.0
2137;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2017;2520.0;2940.0;184;215.0
2138;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2018;2585.0;2940.0;186;212.0
2139;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2019;2460.0;2815.0;174;199.0
2140;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2020;2390.0;2710.0;167;189.0
2141;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;2e 10%-groep (personen);Personen met verblijf;2021;2390.0;2775.0;165;191.0
2142;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2015;6080.0;6990.0;443;509.0
2143;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2016;5820.0;6785.0;419;488.0
2144;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2017;5845.0;6740.0;415;478.0
