ID;TypeZelfstandige;Geslacht;BedrijfstakkenBranchesSBI2008;Kenmerken;Perioden;Zelfstandigen_1;GemiddeldPersoonlijkInkomen_2;MediaanPersoonlijkInkomen_3;GemiddeldInkomenAlsZelfstandige_4;MediaanInkomenAlsZelfstandige_5;GemiddeldGestandaardiseerdInkomen_6;MediaanGestandaardiseerdInkomen_7;ZelfstandigenMetBedrijfsvermogen_8;MediaanVermogen_9;MediaanBedrijfsvermogen_10;Zelfstandigen_11;GemiddeldPersoonlijkInkomen_12;MediaanPersoonlijkInkomen_13;GemiddeldInkomenAlsZelfstandige_14;MediaanInkomenAlsZelfstandige_15;GemiddeldGestandaardiseerdInkomen_16;MediaanGestandaardiseerdInkomen_17;ZelfstandigenMetBedrijfsvermogen_18;MediaanVermogen_19;MediaanBedrijfsvermogen_20
2837;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: partner van hoofdkostwinner;2022;207.2;32.5;26.3;31.4;24.6;53.4;44.1;187.4;402.0;51.4;277.4;33.3;28.1;24.5;15.7;52.6;44.2;229.9;372.7;45.2
2838;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: partner van hoofdkostwinner;2023;211.8;34.5;28.2;33.5;26.4;56.6;46.6;192.1;415.9;55.0;284.8;35.5;30.3;26.1;16.6;55.9;46.8;235.4;382.4;48.6
2839;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2007;0.0;;;;;;;0.0;;;0.7;3.0;2.4;1.1;0.7;27.0;22.9;0.2;215.0;56.5
2840;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2008;0.0;;;;;;;0.0;;;0.7;3.3;2.7;1.4;0.8;27.8;24.6;0.2;209.5;37.3
2841;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2009;0.0;;;;;;;0.0;;;0.7;3.4;2.5;1.4;0.8;27.8;24.5;0.2;177.6;37.9
2842;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2010;0.0;;;;;;;;;;0.7;3.6;2.4;1.9;0.7;26.9;24.6;;;
2843;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2011;0.1;;;;;;;0.1;;;1.3;5.2;3.5;2.5;0.7;30.6;27.0;0.5;181.1;30.1
2844;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2012;0.1;;;;;;;0.1;;;1.2;4.8;3.3;2.4;0.8;29.9;26.5;0.5;164.2;26.6
2845;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2013;0.1;;;;;;;0.1;;;1.1;5.0;3.6;2.6;0.9;30.8;27.4;0.5;119.6;23.6
2846;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2014;0.1;;;;;;;0.1;;;1.0;5.9;3.3;3.5;0.8;32.6;27.7;0.5;111.8;23.8
2847;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2015;0.1;;;;;;;0.1;;;1.1;6.5;3.2;4.2;0.8;33.0;28.6;0.5;120.4;21.2
2848;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2016;0.1;;;;;;;0.1;;;1.2;5.5;3.2;3.3;0.8;34.6;30.1;0.6;115.2;30.7
2849;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2017;0.1;27.9;17.9;25.9;16.9;51.9;44.2;0.1;157.8;;1.4;5.9;3.3;3.6;0.8;36.3;30.8;0.6;132.3;35.7
2850;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2018;0.1;28.9;18.1;24.8;16.3;51.1;43.1;0.1;195.0;42.8;1.9;5.8;3.1;3.3;0.7;36.7;31.1;0.8;146.7;38.4
2851;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2019;0.2;26.7;19.5;23.8;17.2;51.5;44.1;0.1;133.4;54.3;3.7;4.8;2.9;2.4;0.6;38.7;32.5;1.4;149.3;41.2
2852;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2020;0.2;24.3;19.0;22.1;17.1;50.3;42.9;0.1;157.9;31.8;6.1;4.7;3.2;1.9;0.4;37.3;33.8;2.1;165.1;36.0
2853;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2021;0.3;28.7;19.2;26.0;16.6;53.8;47.9;0.2;221.9;37.4;8.2;5.2;3.3;2.4;0.6;40.7;35.6;2.9;188.3;44.8
2854;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2022;0.4;26.0;19.8;23.3;16.7;52.3;46.6;0.3;246.4;47.8;10.4;5.2;3.5;2.6;1.0;43.8;37.4;3.6;262.5;54.5
2855;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind < 18 jaar;2023;0.4;;;;;;;0.2;229.7;34.3;7.0;6.3;4.3;2.9;1.0;51.7;40.8;2.6;268.8;50.6
2856;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2007;9.9;27.6;22.7;26.9;21.9;34.5;30.3;8.9;317.4;31.9;15.0;24.1;18.9;18.4;10.5;33.1;28.8;11.8;277.6;23.8
2857;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2008;10.2;28.2;23.1;27.7;22.1;34.2;31.1;9.4;304.2;30.2;15.7;24.6;19.5;18.6;10.4;32.9;29.6;12.5;268.9;22.5
2858;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2009;11.6;25.4;20.8;24.7;20.1;31.7;29.9;11.0;257.3;23.5;17.4;22.8;18.0;17.0;9.4;31.1;29.1;14.5;233.0;18.3
2859;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2010;13.1;25.2;19.3;24.2;18.1;32.3;29.5;;;;20.7;22.5;17.1;16.0;7.8;31.4;28.8;;;
2860;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2011;15.4;24.9;19.9;24.0;18.9;36.0;32.4;13.3;209.3;19.4;23.9;22.8;18.3;16.1;8.4;35.0;31.6;18.2;192.2;15.8
2861;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2012;16.5;23.7;18.8;22.8;17.8;35.0;31.8;14.2;186.2;19.7;25.4;22.0;17.4;15.4;7.8;34.4;31.3;19.5;170.5;15.4
2862;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2013;17.3;23.1;18.2;22.1;17.0;34.6;31.7;14.8;159.0;18.7;26.4;21.5;16.9;15.1;7.5;34.1;31.4;20.2;143.8;15.0
2863;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2014;18.7;24.3;18.8;23.1;17.5;38.0;33.1;15.8;153.5;17.7;28.6;22.4;17.2;15.9;7.9;37.4;32.6;21.5;141.3;14.2
2864;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2015;19.9;25.8;19.6;24.5;18.2;37.3;34.0;16.4;155.6;17.9;31.1;23.3;17.7;16.5;7.7;36.5;33.4;22.6;143.5;14.6
2865;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2016;20.9;26.7;20.5;25.3;19.0;38.8;35.4;17.5;154.7;18.4;32.6;24.0;18.6;17.0;8.2;37.9;34.8;24.2;146.2;15.1
2866;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2017;21.6;27.4;21.4;26.0;20.0;40.8;36.4;18.0;166.4;20.4;34.6;24.5;19.1;17.2;8.2;40.0;35.8;25.4;157.0;16.9
2867;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2018;22.7;28.7;22.3;27.1;20.7;41.3;36.9;18.8;180.2;20.9;37.2;25.1;19.7;17.5;8.2;40.3;36.2;27.1;170.7;17.6
2868;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2019;25.3;29.3;22.6;27.7;21.0;44.7;38.5;20.4;192.2;21.8;45.6;24.6;18.9;16.5;7.0;44.2;37.6;30.9;184.7;19.5
2869;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2020;26.0;32.1;24.7;28.8;20.9;47.2;41.0;20.9;223.8;25.1;53.5;25.0;18.7;15.1;4.9;44.3;39.0;34.9;202.0;20.8
2870;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2021;30.0;33.6;25.8;30.8;22.8;48.0;42.9;24.1;253.7;24.6;60.8;26.3;19.5;16.5;5.5;46.1;41.1;39.4;237.2;22.0
2871;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2022;34.2;34.2;26.8;32.0;24.5;50.2;45.0;26.7;312.0;27.0;68.0;27.0;20.1;17.6;6.9;48.6;43.5;43.6;308.3;25.2
2872;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: kind >=18 jaar;2023;37.4;34.5;26.3;32.4;24.2;52.5;47.1;29.3;305.0;27.9;74.4;28.4;20.8;18.1;7.2;52.1;46.7;47.8;310.6;27.1
2873;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2007;3.2;28.1;23.1;26.0;20.7;38.2;32.2;2.9;417.3;69.3;4.3;27.2;22.2;19.8;13.0;36.4;30.4;3.7;386.6;57.3
2874;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2008;3.2;27.1;23.0;25.3;20.5;35.9;32.2;3.0;378.6;67.9;4.4;27.0;22.7;19.4;12.6;34.7;31.1;3.8;347.3;55.7
2875;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2009;2.7;23.1;19.0;21.3;17.4;29.4;28.5;2.6;310.6;50.7;3.7;23.9;19.8;16.3;11.2;29.5;27.9;3.3;293.4;43.7
2876;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2010;2.8;24.5;18.6;22.6;17.1;31.0;28.4;;;;3.9;25.0;19.8;17.0;10.1;30.8;28.2;;;
2877;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2011;5.7;17.4;13.9;16.2;12.6;31.0;27.9;5.2;130.2;19.8;7.4;18.3;15.4;12.8;8.6;31.1;28.2;6.3;119.3;17.7
2878;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2012;5.5;16.4;13.1;15.2;12.0;29.5;26.6;5.0;99.4;18.7;7.2;17.6;14.8;12.0;8.0;30.1;27.4;6.2;87.9;17.6
2879;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2013;5.5;16.8;13.5;15.6;12.2;30.3;26.9;5.0;78.0;18.5;7.2;18.1;15.3;12.4;8.2;30.9;27.8;6.1;76.0;18.1
2880;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2014;5.4;17.9;14.7;16.4;13.2;33.1;29.0;4.9;79.7;17.4;7.1;19.0;16.0;13.0;8.6;33.7;29.5;6.0;73.0;16.4
2881;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2015;5.6;19.8;15.7;18.2;14.1;33.5;30.2;4.9;85.0;17.4;7.4;20.7;17.0;14.4;9.5;33.7;30.6;6.1;78.5;16.0
2882;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2016;5.8;21.2;16.6;19.6;15.0;36.1;32.5;5.2;99.8;20.3;7.7;22.0;18.0;15.5;9.7;36.2;32.8;6.5;89.4;18.7
2883;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2017;6.6;24.8;17.3;23.2;15.7;39.3;33.6;5.9;100.9;22.1;8.8;25.1;18.9;18.2;10.3;39.2;34.0;7.4;90.0;20.6
2884;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2018;7.0;24.2;18.8;22.6;17.2;39.7;35.1;6.3;130.0;26.0;9.3;24.9;20.5;17.7;11.5;39.5;35.5;7.8;116.3;24.3
2885;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2019;7.5;23.8;18.9;22.2;17.4;42.2;36.2;6.6;143.1;27.0;10.4;24.6;20.4;17.1;11.1;42.2;36.6;8.4;122.9;25.0
2886;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2020;7.3;25.7;20.6;22.6;17.1;43.7;39.0;6.5;188.2;32.2;10.9;25.4;20.9;16.1;8.9;42.8;38.3;8.7;147.8;27.4
2887;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2021;7.8;27.4;21.2;24.5;18.3;46.3;40.7;6.8;211.7;31.0;11.5;27.3;22.2;17.7;10.0;45.1;40.4;9.0;172.0;27.1
2888;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2022;8.6;29.4;23.7;27.2;21.4;49.9;43.1;7.4;277.2;36.0;12.3;28.9;24.0;20.2;12.3;48.1;42.5;9.5;232.6;32.8
2889;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Positie hh: overig lid;2023;9.3;30.5;24.0;28.4;21.6;52.4;45.2;8.0;268.8;37.5;13.3;30.5;24.7;21.3;12.0;51.0;45.1;10.3;226.6;34.2
2890;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2007;45.9;3.9;5.6;3.3;4.7;0.5;5.7;39.2;73.8;2.7;53.9;4.7;6.4;1.6;3.0;0.9;6.0;44.8;68.9;2.5
2891;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2008;50.0;5.0;5.8;4.4;5.0;0.2;5.7;44.2;65.6;3.0;59.1;5.8;6.7;2.6;3.2;0.6;6.0;50.8;60.0;2.8
2892;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2009;60.9;2.9;5.2;2.6;4.5;;5.7;56.9;45.5;2.1;70.7;3.9;6.1;1.1;3.0;0.0;6.0;64.5;42.2;2.1
2893;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2010;62.4;5.0;6.1;4.4;5.0;1.4;6.3;;;;74.8;5.8;7.0;2.4;3.4;1.7;6.6;;;
2894;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2011;54.9;2.2;5.0;1.7;3.7;0.7;6.7;48.1;26.7;4.3;66.7;2.8;5.8;;2.1;0.8;7.0;55.7;21.4;4.0
2895;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2012;58.9;2.4;4.9;1.8;3.6;1.2;6.7;51.6;16.8;4.4;70.8;3.2;5.8;-0.2;2.1;1.4;7.0;59.2;13.6;4.1
2896;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2013;58.5;2.5;4.9;1.8;3.6;1.7;6.8;51.3;11.1;4.7;69.4;3.2;5.6;0.1;2.3;1.8;7.0;58.2;8.5;4.4
2897;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2014;53.0;3.0;5.3;2.2;3.9;3.2;7.6;45.7;10.0;4.2;64.0;4.0;6.2;0.8;2.4;3.5;7.9;52.0;7.3;3.9
2898;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2015;51.8;6.4;5.8;5.5;4.4;2.4;7.7;43.1;15.8;6.0;62.9;7.1;6.6;3.7;2.9;2.7;7.9;49.2;11.5;5.6
2899;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2016;46.3;4.2;5.6;3.2;4.1;3.6;8.2;38.7;13.5;4.8;56.7;5.1;6.4;1.8;2.6;3.8;8.4;44.1;10.0;4.6
2900;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2017;45.0;3.7;5.7;2.7;4.2;4.2;8.5;37.3;16.7;5.3;55.7;4.7;6.4;1.3;2.6;4.6;8.7;42.7;12.1;5.0
2901;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2018;43.3;4.5;6.0;3.5;4.5;5.1;8.9;35.8;21.5;6.2;54.4;5.5;6.7;2.1;2.9;5.4;9.1;41.0;14.1;5.8
2902;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2019;44.0;5.0;6.4;4.1;5.0;6.0;9.5;35.0;24.6;6.5;58.5;6.0;7.0;2.6;3.0;6.2;9.5;40.0;12.2;6.1
2903;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2020;39.2;4.6;6.8;1.6;2.9;5.8;10.1;31.6;42.7;10.0;58.5;6.1;7.7;0.3;1.2;6.4;10.2;39.5;16.5;8.8
2904;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2021;39.4;6.2;7.3;3.4;3.4;7.2;10.8;31.3;33.9;7.3;57.8;7.5;8.1;2.0;1.7;7.6;10.8;37.5;13.0;6.6
2905;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2022;44.5;6.8;8.2;4.9;5.6;7.5;12.0;35.0;38.2;8.2;64.6;7.9;8.6;3.2;2.9;7.9;11.7;40.8;14.3;7.7
2906;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 1e 10%-groep;2023;51.3;10.5;9.5;9.4;7.3;9.4;13.0;38.6;27.8;8.2;70.9;11.0;9.8;7.2;4.9;9.6;12.8;43.7;12.2;7.8
2907;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2007;16.6;15.0;13.0;14.2;12.4;12.8;12.8;14.2;82.8;6.8;21.7;15.9;14.1;10.9;8.9;12.8;12.8;17.3;70.8;5.6
2908;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2008;18.9;16.3;13.7;15.6;13.1;13.2;13.2;16.7;76.1;7.8;24.9;17.1;14.9;12.0;9.2;13.2;13.2;20.4;64.7;6.3
2909;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2009;22.3;16.1;13.8;15.5;13.3;13.4;13.5;20.4;61.4;6.9;29.0;16.9;14.9;11.9;9.4;13.4;13.5;24.8;51.3;5.9
2910;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2010;24.1;15.5;13.6;14.7;12.7;13.4;13.4;;;;32.8;16.6;14.9;10.8;8.2;13.4;13.4;;;
2911;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2011;22.0;13.9;13.0;13.2;11.9;14.1;14.2;19.2;33.6;5.9;29.9;15.3;14.5;9.5;7.2;14.2;14.2;23.9;24.4;5.0
2912;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2012;23.2;13.7;12.7;12.9;11.6;14.1;14.2;20.4;24.6;6.2;31.1;15.0;14.2;9.5;7.3;14.2;14.2;25.1;17.7;5.2
2913;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2013;24.0;13.8;12.5;13.0;11.4;14.1;14.2;21.1;18.0;6.5;31.7;15.0;14.1;9.7;7.4;14.1;14.2;25.8;12.2;5.5
2914;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2014;22.9;13.7;12.8;12.7;11.4;14.6;14.6;19.9;15.1;5.8;30.6;15.0;14.4;9.5;7.1;14.6;14.7;24.3;10.3;5.0
2915;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2015;22.7;14.7;12.8;13.6;11.5;14.8;14.9;19.0;17.4;6.2;30.9;15.8;14.4;10.1;6.7;14.8;14.9;23.3;11.5;5.2
2916;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2016;21.8;13.8;12.9;12.5;11.3;15.2;15.3;18.4;19.2;6.3;30.0;15.1;14.5;9.2;6.4;15.3;15.3;22.6;12.7;5.3
2917;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2017;21.3;13.9;13.1;12.7;11.5;15.7;15.7;17.7;22.4;6.7;29.3;15.3;14.7;9.3;6.7;15.7;15.7;21.7;15.1;5.7
2918;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2018;21.3;14.3;13.5;13.1;11.9;16.0;16.0;17.7;28.1;7.4;29.4;15.6;15.0;9.6;6.9;16.0;16.1;21.7;18.7;6.4
2919;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2019;23.1;14.8;14.0;13.5;12.6;16.7;16.8;18.9;33.7;7.9;32.9;16.0;15.5;9.7;6.9;16.7;16.8;23.0;21.3;7.0
2920;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2020;22.4;14.9;14.4;11.4;9.3;17.3;17.3;18.4;46.0;9.5;35.3;16.2;16.0;7.6;4.4;17.3;17.3;24.4;23.3;7.8
2921;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2021;22.9;15.5;14.9;12.7;10.7;18.0;18.0;18.5;47.0;8.5;35.6;16.6;16.3;8.5;4.9;18.0;18.0;23.6;22.6;7.2
2922;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2022;22.2;17.4;16.8;15.4;14.0;19.5;19.5;17.4;56.4;10.4;33.8;18.4;18.0;10.5;7.0;19.5;19.6;21.7;25.9;8.9
2923;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 2e 10%-groep;2023;25.2;19.3;18.0;17.7;15.7;21.1;21.1;20.0;58.4;11.0;36.9;20.2;19.5;12.7;8.7;21.1;21.2;24.4;30.3;9.7
2924;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 3e 10%-groep;2007;17.2;18.2;15.8;17.4;15.2;15.0;15.0;14.8;102.7;8.7;23.6;19.0;16.9;12.9;9.7;15.0;15.0;18.4;90.0;7.0
2925;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 3e 10%-groep;2008;18.9;19.4;16.4;18.7;15.9;15.5;15.5;16.6;91.6;9.6;26.0;20.1;17.6;13.9;10.2;15.5;15.5;20.7;78.8;7.5
2926;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 3e 10%-groep;2009;21.2;19.5;16.7;19.0;16.2;15.8;15.8;19.5;77.2;9.6;28.6;20.3;17.7;14.3;10.7;15.8;15.8;24.0;64.4;7.6
2927;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 3e 10%-groep;2010;22.1;18.8;16.3;18.1;15.5;15.7;15.7;;;;31.2;20.0;17.8;13.1;9.3;15.7;15.7;;;
2928;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 3e 10%-groep;2011;22.4;17.0;15.4;16.4;14.5;16.8;16.8;19.8;50.8;7.8;31.9;18.5;17.3;11.6;7.9;16.8;16.8;25.1;37.9;6.3
2929;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 3e 10%-groep;2012;24.2;16.9;15.4;16.2;14.3;16.9;16.9;21.5;40.3;8.0;34.1;18.5;17.1;11.7;8.2;16.9;16.9;27.2;29.8;6.5
2930;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 3e 10%-groep;2013;25.1;17.2;15.2;16.5;14.3;16.9;16.9;22.4;28.1;8.2;34.9;18.6;17.1;12.1;8.5;16.9;16.9;28.1;19.8;6.6
2931;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 3e 10%-groep;2014;23.7;16.9;15.2;16.0;14.0;17.3;17.4;20.8;24.3;7.0;33.1;18.4;17.0;11.7;7.9;17.3;17.4;26.0;16.4;5.9
2932;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 3e 10%-groep;2015;24.2;18.0;15.5;17.1;14.2;17.6;17.6;20.7;27.9;8.3;34.1;19.2;17.4;12.4;7.9;17.6;17.6;26.0;18.9;6.7
2933;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 3e 10%-groep;2016;23.7;17.5;15.7;16.4;14.4;18.1;18.1;20.3;28.4;8.3;33.8;18.9;17.5;11.9;7.6;18.1;18.2;25.5;20.1;6.7
2934;Zelfstandige;Totaal mannen en vrouwen;G-N Commerciële dienstverlening;Gestandaardiseerd inkomen: 3e 10%-groep;2017;23.0;17.5;15.9;16.4;14.5;18.6;18.6;19.7;33.6;8.1;33.3;19.0;17.7;11.7;7.5;18.6;18.6;24.8;24.2;6.7
