ID;KenmerkenWerknemers;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDatHeeftVerzuimd_2;GemiddeldeVerzuimfrequentie_3;GemiddeldeVerzuimduur_4;k_1Tot5Werkdagen_5;k_5Tot20Werkdagen_6;k_20Tot210Werkdagen_7;k_210WerkdagenOfMeer_8;JaHoofdzakelijkGevolgVanMijnWerk_9;JaVoorEenDeelGevolgVanMijnWerk_10;NeeGeenGevolgVanMijnWerk_11;WeetNiet_12
168;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2022;5.1;57.7;1.5;8.6;63.8;23.4;7.0;0.6;7.0;10.8;69.0;7.8
169;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2023;4.2;52.7;1.5;7.0;69.9;18.8;6.1;0.4;6.5;11.3;71.3;5.8
170;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2014;4.2;51.8;1.7;7.3;76.3;20.0;9.6;1.3;10.6;17.3;73.3;7.5
171;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2015;4.3;52.0;1.4;7.5;78.3;17.3;8.9;1.5;8.3;16.7;73.1;9.1
172;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2016;4.0;50.9;1.4;6.6;76.8;18.5;9.3;1.3;9.8;18.8;71.4;7.0
173;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2017;4.3;51.0;1.3;6.8;78.5;16.7;9.3;1.4;10.1;18.8;71.0;7.3
174;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2018;4.6;53.4;1.6;7.9;74.6;19.1;10.2;1.3;10.0;16.4;71.2;8.2
175;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2019;4.5;55.3;1.6;7.9;76.7;17.7;9.5;1.3;10.7;17.2;69.0;9.2
176;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2020;4.6;48.7;1.3;8.1;72.9;21.0;10.1;1.4;9.6;15.9;70.1;10.6
177;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2021;5.3;50.5;1.5;9.0;67.6;23.5;13.0;2.5;10.6;16.7;69.0;10.6
178;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2022;6.3;61.5;1.7;10.7;67.8;27.1;9.2;1.5;9.3;13.5;72.8;10.2
179;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2023;5.2;56.4;1.7;8.7;73.6;22.2;8.2;1.2;8.6;14.0;74.9;7.9
180;Herkomst: geboren in Europa (excl. NL);Waarde;2014;3.6;38.6;0.9;6.1;71.9;18.7;8.2;1.3;13.7;18.1;61.0;7.3
181;Herkomst: geboren in Europa (excl. NL);Waarde;2015;3.1;39.3;0.9;5.5;71.1;18.5;9.4;1.0;10.1;16.4;65.1;8.3
182;Herkomst: geboren in Europa (excl. NL);Waarde;2016;3.3;43.2;1.0;6.1;70.3;18.7;10.8;0.2;12.1;19.3;60.3;8.2
183;Herkomst: geboren in Europa (excl. NL);Waarde;2017;3.5;42.3;1.0;6.3;72.8;17.5;9.4;0.3;12.6;18.4;58.7;10.2
184;Herkomst: geboren in Europa (excl. NL);Waarde;2018;3.4;44.7;1.1;6.2;69.6;19.2;10.4;0.7;15.5;18.1;55.9;10.6
185;Herkomst: geboren in Europa (excl. NL);Waarde;2019;3.8;43.3;1.2;7.2;70.7;17.7;10.9;0.7;14.2;17.1;54.7;14.0
186;Herkomst: geboren in Europa (excl. NL);Waarde;2020;3.5;39.7;1.0;6.7;67.1;21.4;10.6;0.8;13.5;15.2;59.7;11.5
187;Herkomst: geboren in Europa (excl. NL);Waarde;2021;4.0;41.3;1.2;7.5;67.2;20.0;11.7;1.0;15.9;17.3;54.4;12.4
188;Herkomst: geboren in Europa (excl. NL);Waarde;2022;4.4;57.8;1.6;8.1;64.4;28.3;6.4;0.9;9.4;14.3;66.3;10.0
189;Herkomst: geboren in Europa (excl. NL);Waarde;2023;4.1;54.3;1.6;7.8;69.3;23.4;6.3;1.0;8.9;15.7;63.6;11.8
190;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2014;2.8;35.5;0.7;4.7;68.4;15.9;6.4;0.7;11.2;15.4;57.2;5.5
191;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2015;2.4;36.3;0.8;4.4;67.7;15.9;7.5;0.5;8.1;14.0;61.6;6.5
192;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2016;2.6;40.2;0.9;5.0;67.1;16.1;8.9;0.1;10.1;16.7;56.9;6.5
193;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2017;2.9;39.4;0.9;5.2;69.8;15.1;7.6;0.1;10.6;15.9;55.3;8.3
194;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2018;2.9;42.2;1.0;5.2;66.7;16.9;8.8;0.4;13.4;15.9;52.9;8.9
195;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2019;3.2;40.8;1.0;6.0;67.9;15.5;9.2;0.4;12.3;15.0;51.8;12.0
196;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2020;2.9;37.4;0.9;5.5;64.3;19.0;9.0;0.4;11.6;13.3;56.9;9.7
197;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2021;3.3;38.7;1.0;6.2;64.2;17.7;10.0;0.6;13.8;15.1;51.4;10.6
198;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2022;3.8;55.7;1.5;7.2;62.1;26.2;5.4;0.5;8.1;12.8;64.0;8.7
199;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2023;3.6;52.3;1.5;6.9;67.2;21.6;5.3;0.6;7.8;14.1;61.5;10.4
200;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2014;4.4;41.8;1.0;7.5;75.1;21.8;10.4;2.5;16.6;21.2;64.6;9.5
201;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2015;3.7;42.3;1.1;6.6;74.2;21.5;11.6;2.0;12.5;19.3;68.5;10.6
202;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2016;3.9;46.2;1.2;7.2;73.4;21.6;12.9;0.9;14.5;22.2;63.6;10.4
203;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2017;4.2;45.2;1.2;7.5;75.7;20.2;11.4;0.9;15.1;21.2;62.0;12.5
204;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2018;4.0;47.3;1.3;7.1;72.4;21.8;12.4;1.4;17.8;20.5;58.8;12.6
205;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2019;4.4;45.8;1.3;8.3;73.4;20.1;12.9;1.2;16.3;19.5;57.7;16.2
206;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2020;4.1;42.2;1.1;7.9;69.9;24.0;12.6;1.5;15.6;17.4;62.6;13.6
207;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2021;4.6;43.8;1.3;8.8;70.0;22.6;13.8;1.8;18.2;19.7;57.4;14.6
208;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2022;4.9;59.9;1.8;9.1;66.7;30.5;7.6;1.4;10.9;16.0;68.4;11.5
209;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2023;4.6;56.3;1.7;8.8;71.3;25.4;7.5;1.6;10.3;17.3;65.7;13.3
210;Herkomst: geboren buiten Europa;Waarde;2014;3.3;39.9;1.1;6.0;68.2;20.4;10.2;1.2;12.7;19.0;55.0;13.3
211;Herkomst: geboren buiten Europa;Waarde;2015;3.6;41.2;1.1;6.5;65.1;23.8;10.2;0.9;12.5;16.2;59.7;11.6
212;Herkomst: geboren buiten Europa;Waarde;2016;3.5;40.3;1.0;6.7;63.7;23.5;11.7;1.0;13.1;16.4;58.7;11.8
213;Herkomst: geboren buiten Europa;Waarde;2017;3.4;41.8;1.2;6.3;70.0;18.9;10.3;0.9;16.6;17.9;54.1;11.3
214;Herkomst: geboren buiten Europa;Waarde;2018;4.3;42.7;1.2;7.6;66.2;22.2;10.5;1.1;15.7;18.4;53.8;12.2
215;Herkomst: geboren buiten Europa;Waarde;2019;3.8;41.9;1.2;6.9;66.2;21.8;10.7;1.3;15.4;17.4;53.8;13.4
216;Herkomst: geboren buiten Europa;Waarde;2020;4.0;37.9;1.1;7.1;62.4;26.8;9.9;0.9;15.4;15.5;56.0;13.1
217;Herkomst: geboren buiten Europa;Waarde;2021;4.0;39.3;1.1;7.1;60.0;25.9;12.8;1.3;14.6;19.1;52.1;14.2
218;Herkomst: geboren buiten Europa;Waarde;2022;4.6;54.1;1.6;8.4;63.7;26.8;8.6;0.9;10.4;14.0;64.0;11.6
219;Herkomst: geboren buiten Europa;Waarde;2023;4.2;50.5;1.5;7.7;69.3;21.7;8.1;0.9;11.8;15.9;59.7;12.7
220;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2014;2.8;37.7;0.9;5.1;65.6;18.3;8.7;0.7;11.0;16.8;52.3;11.6
221;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2015;3.1;39.2;0.9;5.6;62.6;21.7;8.8;0.5;10.9;14.5;57.3;10.0
222;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2016;3.0;38.3;0.9;5.7;61.3;21.5;10.3;0.6;11.5;14.7;56.3;10.3
223;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2017;3.0;39.8;1.0;5.4;67.7;17.0;8.8;0.5;14.9;16.1;51.7;9.8
224;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2018;3.8;41.0;1.1;6.8;64.1;20.6;9.3;0.8;14.3;16.9;51.7;10.9
225;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2019;3.3;40.2;1.1;6.0;64.1;20.0;9.5;0.9;14.0;15.9;51.7;12.0
226;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2020;3.6;36.2;1.0;6.3;60.3;24.9;8.7;0.6;13.9;14.0;54.0;11.7
227;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2021;3.5;37.4;1.0;6.2;57.5;23.8;11.3;0.9;13.1;17.2;49.7;12.6
228;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2022;4.0;52.3;1.5;7.4;61.7;25.0;7.5;0.6;9.2;12.6;62.0;10.3
229;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2023;3.7;48.8;1.4;6.8;67.4;20.1;7.1;0.6;10.5;14.5;57.8;11.4
230;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2014;3.8;42.2;1.2;6.9;70.7;22.7;12.0;2.0;14.5;21.3;57.7;15.3
231;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2015;4.1;43.3;1.2;7.4;67.5;26.1;11.8;1.4;14.2;18.2;62.2;13.3
232;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2016;3.9;42.3;1.2;7.6;66.1;25.7;13.4;1.6;14.8;18.3;61.1;13.5
233;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2017;3.9;43.8;1.3;7.2;72.2;20.9;11.9;1.4;18.5;19.9;56.6;13.0
234;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2018;4.7;44.4;1.3;8.5;68.1;24.0;11.8;1.6;17.2;20.0;55.8;13.6
235;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2019;4.2;43.6;1.3;7.7;68.2;23.6;12.1;1.9;17.0;19.1;55.9;14.9
236;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2020;4.5;39.6;1.2;7.9;64.5;28.7;11.2;1.4;17.0;17.0;58.1;14.6
237;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2021;4.5;41.3;1.2;8.0;62.4;28.2;14.4;1.9;16.3;21.1;54.5;15.9
238;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2022;5.1;55.9;1.8;9.3;65.7;28.7;9.8;1.4;11.8;15.5;65.9;12.9
239;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2023;4.7;52.3;1.7;8.6;71.1;23.5;9.3;1.4;13.1;17.4;61.6;14.0
240;Herkomstland: Nederland;Waarde;2014;3.7;42.8;1.0;6.5;69.2;19.1;10.7;1.0;7.9;14.6;73.0;4.5
241;Herkomstland: Nederland;Waarde;2015;4.0;45.1;1.0;7.1;67.4;19.3;12.2;1.0;7.7;13.2;74.3;4.8
242;Herkomstland: Nederland;Waarde;2016;3.9;46.0;1.1;6.9;68.5;18.7;11.7;1.1;8.0;14.3;73.3;4.4
243;Herkomstland: Nederland;Waarde;2017;4.1;43.8;1.0;7.1;69.3;18.4;11.1;1.2;8.4;14.0;72.7;4.8
244;Herkomstland: Nederland;Waarde;2018;4.4;48.3;1.2;7.7;67.9;19.2;11.8;1.1;8.6;14.5;72.5;4.5
245;Herkomstland: Nederland;Waarde;2019;4.6;46.9;1.2;8.1;68.0;18.3;12.5;1.3;8.4;14.7;71.9;5.1
246;Herkomstland: Nederland;Waarde;2020;4.4;44.0;1.2;7.6;64.5;21.3;12.9;1.2;8.3;13.5;72.3;5.8
247;Herkomstland: Nederland;Waarde;2021;4.7;43.6;1.2;8.1;62.2;22.4;13.9;1.5;9.1;14.0;70.4;6.4
248;Herkomstland: Nederland;Waarde;2022;5.3;57.8;1.5;9.1;63.8;25.8;9.3;1.1;6.7;11.2;76.0;6.2
249;Herkomstland: Nederland;Waarde;2023;4.9;50.1;1.3;8.3;68.7;20.4;9.7;1.2;6.4;11.6;76.2;5.8
250;Herkomstland: Nederland;Ondergrens 95%-interval;2014;3.6;42.2;1.0;6.2;68.5;18.6;10.3;0.9;7.5;14.1;72.4;4.2
251;Herkomstland: Nederland;Ondergrens 95%-interval;2015;3.9;44.6;1.0;6.8;66.9;18.8;11.8;0.9;7.4;12.8;73.7;4.6
252;Herkomstland: Nederland;Ondergrens 95%-interval;2016;3.8;45.4;1.1;6.6;67.9;18.2;11.2;1.0;7.7;13.9;72.7;4.1
253;Herkomstland: Nederland;Ondergrens 95%-interval;2017;3.9;43.3;1.0;6.9;68.7;18.0;10.7;1.0;8.1;13.6;72.2;4.5
254;Herkomstland: Nederland;Ondergrens 95%-interval;2018;4.3;47.8;1.2;7.4;67.4;18.8;11.5;1.0;8.3;14.1;72.0;4.3
255;Herkomstland: Nederland;Ondergrens 95%-interval;2019;4.5;46.4;1.2;7.8;67.5;17.8;12.1;1.2;8.1;14.3;71.4;4.8
256;Herkomstland: Nederland;Ondergrens 95%-interval;2020;4.3;43.5;1.1;7.4;64.0;20.8;12.5;1.1;8.0;13.2;71.8;5.6
257;Herkomstland: Nederland;Ondergrens 95%-interval;2021;4.6;43.1;1.1;7.9;61.6;21.9;13.5;1.4;8.8;13.6;69.9;6.1
258;Herkomstland: Nederland;Ondergrens 95%-interval;2022;5.2;57.3;1.4;8.8;63.3;25.3;9.0;1.0;6.4;10.8;75.5;6.0
259;Herkomstland: Nederland;Ondergrens 95%-interval;2023;4.7;49.6;1.3;8.1;68.2;20.0;9.4;1.1;6.2;11.2;75.7;5.6
260;Herkomstland: Nederland;Bovengrens 95%-interval;2014;3.9;43.4;1.0;6.7;69.8;19.7;11.1;1.1;8.3;15.0;73.6;4.8
261;Herkomstland: Nederland;Bovengrens 95%-interval;2015;4.2;45.7;1.0;7.3;68.0;19.8;12.6;1.2;8.0;13.6;74.8;5.1
262;Herkomstland: Nederland;Bovengrens 95%-interval;2016;4.0;46.5;1.1;7.1;69.1;19.3;12.1;1.2;8.4;14.8;73.8;4.7
263;Herkomstland: Nederland;Bovengrens 95%-interval;2017;4.2;44.4;1.1;7.4;69.8;18.9;11.5;1.3;8.8;14.5;73.3;5.1
264;Herkomstland: Nederland;Bovengrens 95%-interval;2018;4.6;48.7;1.3;7.9;68.4;19.6;12.2;1.2;8.9;14.9;72.9;4.7
265;Herkomstland: Nederland;Bovengrens 95%-interval;2019;4.8;47.3;1.2;8.3;68.5;18.7;12.8;1.4;8.7;15.0;72.4;5.3
266;Herkomstland: Nederland;Bovengrens 95%-interval;2020;4.6;44.5;1.2;7.9;65.1;21.8;13.3;1.4;8.6;13.9;72.8;6.1
267;Herkomstland: Nederland;Bovengrens 95%-interval;2021;4.9;44.1;1.2;8.4;62.8;22.9;14.4;1.7;9.5;14.5;71.0;6.7
268;Herkomstland: Nederland;Bovengrens 95%-interval;2022;5.4;58.2;1.5;9.3;64.3;26.2;9.6;1.2;7.0;11.5;76.4;6.4
269;Herkomstland: Nederland;Bovengrens 95%-interval;2023;5.0;50.6;1.4;8.6;69.1;20.8;10.0;1.3;6.7;11.9;76.6;6.1
270;Herkomstland: Europa (excl. Nederland);Waarde;2014;3.8;42.4;1.0;6.7;70.3;19.6;8.9;1.2;11.8;16.8;65.3;6.1
271;Herkomstland: Europa (excl. Nederland);Waarde;2015;3.6;41.8;1.0;6.3;68.9;19.6;10.3;1.2;8.9;15.3;69.1;6.7
272;Herkomstland: Europa (excl. Nederland);Waarde;2016;3.5;45.0;1.1;6.4;69.1;19.1;11.2;0.6;9.8;18.2;65.3;6.8
273;Herkomstland: Europa (excl. Nederland);Waarde;2017;3.8;44.2;1.1;6.9;70.6;17.9;11.0;0.4;11.7;16.8;62.6;8.9
274;Herkomstland: Europa (excl. Nederland);Waarde;2018;4.0;46.5;1.2;7.1;69.0;19.2;10.8;1.0;12.9;17.0;61.3;8.7
275;Herkomstland: Europa (excl. Nederland);Waarde;2019;3.9;45.6;1.2;7.1;69.9;18.4;10.8;0.9;12.3;16.2;60.8;10.6
276;Herkomstland: Europa (excl. Nederland);Waarde;2020;3.8;42.0;1.0;7.1;65.3;22.2;11.3;1.3;12.3;15.1;62.9;9.7
277;Herkomstland: Europa (excl. Nederland);Waarde;2021;4.3;43.4;1.2;8.0;66.4;20.3;12.0;1.3;13.6;15.7;60.7;10.0
278;Herkomstland: Europa (excl. Nederland);Waarde;2022;4.8;58.1;1.7;8.6;65.2;27.1;6.8;0.9;8.6;13.4;68.8;9.2
279;Herkomstland: Europa (excl. Nederland);Waarde;2023;4.5;53.7;1.6;8.2;68.8;22.5;7.5;1.2;8.3;14.4;67.1;10.2
280;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2014;3.2;40.0;0.9;5.6;67.7;17.5;7.5;0.7;10.1;14.9;62.6;4.9
281;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2015;3.1;39.6;0.9;5.4;66.5;17.7;8.9;0.8;7.5;13.5;66.7;5.5
282;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2016;3.0;42.8;1.0;5.6;66.8;17.2;9.8;0.3;8.4;16.3;62.8;5.6
283;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2017;3.3;42.0;0.9;5.9;68.2;16.1;9.6;0.2;10.1;15.0;60.1;7.5
284;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2018;3.5;44.5;1.1;6.3;66.8;17.4;9.5;0.7;11.5;15.4;59.1;7.5
285;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2019;3.5;43.7;1.1;6.3;67.8;16.7;9.5;0.6;10.9;14.7;58.7;9.2
286;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2020;3.4;40.2;0.9;6.1;63.1;20.3;10.0;0.9;10.9;13.6;60.7;8.4
287;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2021;3.8;41.4;1.1;7.0;64.1;18.5;10.6;0.9;12.1;14.1;58.3;8.7
288;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2022;4.3;56.4;1.5;7.8;63.3;25.4;6.0;0.6;7.6;12.2;67.0;8.2
289;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2023;4.0;52.1;1.5;7.3;67.1;21.0;6.6;0.8;7.3;13.2;65.4;9.1
290;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2014;4.5;44.8;1.1;7.9;72.7;21.9;10.6;2.0;13.8;19.0;67.9;7.5
291;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2015;4.1;44.0;1.2;7.2;71.2;21.7;11.9;1.9;10.5;17.2;71.4;8.2
292;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2016;4.0;47.2;1.2;7.3;71.4;21.1;12.8;1.1;11.3;20.2;67.6;8.2
293;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2017;4.3;46.4;1.2;7.8;72.8;20.0;12.7;0.9;13.4;18.8;65.1;10.5
294;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2018;4.4;48.4;1.3;7.9;71.1;21.1;12.3;1.5;14.6;18.8;63.5;10.1
295;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2019;4.4;47.5;1.3;8.0;71.9;20.3;12.2;1.3;13.9;17.9;63.0;12.1
296;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2020;4.3;43.9;1.1;8.0;67.4;24.2;12.7;1.8;13.9;16.8;65.0;11.1
297;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2021;4.9;45.4;1.4;9.1;68.6;22.3;13.5;1.9;15.4;17.5;62.9;11.5
298;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2022;5.2;59.7;1.8;9.5;66.9;28.8;7.8;1.3;9.7;14.7;70.5;10.4
299;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2023;4.9;55.4;1.7;9.0;70.5;24.1;8.5;1.6;9.3;15.7;68.8;11.4
300;Herkomstland: buiten Europa;Waarde;2014;3.5;44.1;1.2;6.1;70.9;19.0;9.1;1.0;10.8;17.1;62.5;9.6
301;Herkomstland: buiten Europa;Waarde;2015;3.7;45.1;1.1;6.5;70.5;19.7;8.9;0.9;9.8;15.5;65.1;9.6
302;Herkomstland: buiten Europa;Waarde;2016;3.5;44.2;1.1;6.3;69.1;20.1;9.8;0.9;10.8;16.7;63.8;8.8
303;Herkomstland: buiten Europa;Waarde;2017;3.6;45.2;1.2;6.1;73.3;16.8;9.1;0.8;12.5;17.4;61.6;8.6
304;Herkomstland: buiten Europa;Waarde;2018;4.2;46.9;1.3;7.4;69.5;19.8;9.7;1.0;12.3;16.7;61.5;9.6
305;Herkomstland: buiten Europa;Waarde;2019;3.9;47.3;1.3;6.9;70.6;18.9;9.5;1.1;12.4;16.5;60.4;10.7
306;Herkomstland: buiten Europa;Waarde;2020;4.1;42.1;1.2;7.2;66.7;23.0;9.4;0.9;11.9;14.9;62.0;11.2
307;Herkomstland: buiten Europa;Waarde;2021;4.3;43.6;1.2;7.6;62.7;23.7;12.1;1.5;11.9;17.0;59.4;11.6
308;Herkomstland: buiten Europa;Waarde;2022;5.1;56.7;1.6;9.0;64.7;26.0;8.3;0.9;9.3;13.1;67.3;10.3
309;Herkomstland: buiten Europa;Waarde;2023;4.4;52.4;1.6;7.8;70.4;21.1;7.6;0.8;9.8;14.3;66.0;9.9
310;Herkomstland: buiten Europa;Ondergrens 95%-interval;2014;3.1;42.4;1.1;5.5;69.0;17.5;8.0;0.6;9.7;15.6;60.5;8.4
311;Herkomstland: buiten Europa;Ondergrens 95%-interval;2015;3.3;43.6;1.1;5.9;68.9;18.3;7.9;0.6;8.8;14.3;63.3;8.5
312;Herkomstland: buiten Europa;Ondergrens 95%-interval;2016;3.1;42.7;1.1;5.6;67.5;18.8;8.9;0.6;9.7;15.4;62.1;7.9
313;Herkomstland: buiten Europa;Ondergrens 95%-interval;2017;3.2;43.7;1.1;5.5;71.7;15.5;8.1;0.6;11.4;16.1;59.8;7.6
314;Herkomstland: buiten Europa;Ondergrens 95%-interval;2018;3.9;45.6;1.2;6.8;68.1;18.7;8.9;0.8;11.4;15.6;60.0;8.8
315;Herkomstland: buiten Europa;Ondergrens 95%-interval;2019;3.6;46.0;1.2;6.4;69.2;17.7;8.6;0.8;11.5;15.4;58.9;9.8
316;Herkomstland: buiten Europa;Ondergrens 95%-interval;2020;3.7;40.8;1.1;6.5;65.2;21.8;8.5;0.7;11.0;13.9;60.5;10.2
317;Herkomstland: buiten Europa;Ondergrens 95%-interval;2021;4.0;42.2;1.1;6.9;61.0;22.2;11.1;1.1;10.9;15.8;57.7;10.6
318;Herkomstland: buiten Europa;Ondergrens 95%-interval;2022;4.7;55.4;1.5;8.3;63.3;24.7;7.5;0.7;8.5;12.2;65.9;9.5
319;Herkomstland: buiten Europa;Ondergrens 95%-interval;2023;4.1;51.1;1.5;7.2;69.1;20.0;6.9;0.6;8.9;13.4;64.6;9.1
320;Herkomstland: buiten Europa;Bovengrens 95%-interval;2014;3.9;45.9;1.4;6.8;72.7;20.7;10.3;1.4;12.1;18.7;64.4;10.9
321;Herkomstland: buiten Europa;Bovengrens 95%-interval;2015;4.0;46.7;1.2;7.2;72.1;21.2;9.9;1.3;10.9;16.9;66.8;10.8
322;Herkomstland: buiten Europa;Bovengrens 95%-interval;2016;3.8;45.7;1.2;6.9;70.7;21.6;10.9;1.3;11.9;18.0;65.4;9.9
323;Herkomstland: buiten Europa;Bovengrens 95%-interval;2017;3.9;46.7;1.3;6.7;74.8;18.2;10.1;1.2;13.7;18.8;63.3;9.6
324;Herkomstland: buiten Europa;Bovengrens 95%-interval;2018;4.5;48.1;1.4;8.0;70.8;21.1;10.6;1.3;13.2;17.8;62.9;10.5
325;Herkomstland: buiten Europa;Bovengrens 95%-interval;2019;4.2;48.6;1.4;7.5;72.0;20.1;10.4;1.4;13.4;17.6;61.8;11.7
326;Herkomstland: buiten Europa;Bovengrens 95%-interval;2020;4.4;43.3;1.3;7.8;68.1;24.3;10.3;1.3;12.9;16.0;63.5;12.2
327;Herkomstland: buiten Europa;Bovengrens 95%-interval;2021;4.7;45.0;1.3;8.2;64.3;25.2;13.2;2.0;13.0;18.4;61.1;12.8
328;Herkomstland: buiten Europa;Bovengrens 95%-interval;2022;5.5;58.0;1.7;9.7;66.1;27.4;9.2;1.3;10.2;14.1;68.7;11.2
329;Herkomstland: buiten Europa;Bovengrens 95%-interval;2023;4.8;53.6;1.6;8.4;71.7;22.3;8.4;1.1;10.7;15.4;67.3;10.8
330;Onderwijsniveau: basisonderwijs;Waarde;2014;4.7;38.2;1.1;8.2;57.6;25.5;14.9;2.0;11.0;16.0;61.3;11.7
331;Onderwijsniveau: basisonderwijs;Waarde;2015;4.8;38.4;1.1;8.4;53.2;26.6;18.0;2.1;10.8;13.0;63.7;12.5
332;Onderwijsniveau: basisonderwijs;Waarde;2016;5.0;41.6;1.2;9.4;56.5;27.0;14.6;1.9;11.3;17.3;60.9;10.4
333;Onderwijsniveau: basisonderwijs;Waarde;2017;4.6;38.1;1.0;8.4;55.8;26.6;16.0;1.7;15.9;15.2;57.3;11.6
334;Onderwijsniveau: basisonderwijs;Waarde;2018;5.3;42.7;1.3;8.9;58.8;25.1;14.5;1.7;11.8;18.5;57.2;12.5
335;Onderwijsniveau: basisonderwijs;Waarde;2019;4.7;38.3;1.1;8.1;57.5;26.3;14.2;2.0;11.2;16.9;55.8;16.1
336;Onderwijsniveau: basisonderwijs;Waarde;2020;4.9;39.1;1.3;8.3;56.7;27.1;14.7;1.4;12.1;14.8;58.0;15.2
337;Onderwijsniveau: basisonderwijs;Waarde;2021;4.5;39.3;1.3;7.9;54.6;29.3;14.2;1.9;13.8;15.9;53.1;17.2
338;Onderwijsniveau: basisonderwijs;Waarde;2022;6.2;52.1;1.6;11.3;51.6;34.5;11.7;2.2;9.4;13.2;63.6;13.9
