ID;Geslacht;LeeftijdOp31December;Onderwijsniveau;Marges;Perioden;Levensverwachting_1;Sterftekans_2;LevensverwInAlsGoedErvarenGezondh_3;LevensverwZonderLichBeperkingen_4;LevensverwZonderChronischeZiektes_5;LevensverwInGoedeGeestelijkeGezondh_6
189;Totaal mannen en vrouwen;30 jaar;Laag onderwijsniveau;Waarde;2011/2014;51.1;0.0007;32.3;38.5;18.8;43.7
190;Totaal mannen en vrouwen;30 jaar;Laag onderwijsniveau;Waarde;2013/2016;51.0;0.0008;31.7;37.6;17.6;42.7
191;Totaal mannen en vrouwen;30 jaar;Laag onderwijsniveau;Waarde;2015/2018;50.6;0.0008;31.1;37.7;16.4;41.9
192;Totaal mannen en vrouwen;30 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;50.9;;31.8;37.9;18.2;43.2
193;Totaal mannen en vrouwen;30 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;50.9;;31.1;37.1;17.0;42.2
194;Totaal mannen en vrouwen;30 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;50.4;;30.5;37.2;15.7;41.4
195;Totaal mannen en vrouwen;30 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;51.3;;32.8;39.0;19.4;44.2
196;Totaal mannen en vrouwen;30 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;51.2;;32.3;38.2;18.2;43.2
197;Totaal mannen en vrouwen;30 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;50.8;;31.8;38.2;17.0;42.5
198;Totaal mannen en vrouwen;30 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;52.9;0.0005;38.6;44.0;20.6;47.8
199;Totaal mannen en vrouwen;30 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;53.0;0.0005;38.8;44.1;20.5;47.8
200;Totaal mannen en vrouwen;30 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;53.3;0.0005;38.6;44.7;20.2;47.9
201;Totaal mannen en vrouwen;30 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;52.7;;38.1;43.4;20.0;47.4
202;Totaal mannen en vrouwen;30 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;52.8;;38.3;43.5;19.9;47.4
203;Totaal mannen en vrouwen;30 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;53.1;;38.1;44.2;19.7;47.5
204;Totaal mannen en vrouwen;30 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;53.1;;39.1;44.5;21.1;48.3
205;Totaal mannen en vrouwen;30 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;53.1;;39.3;44.6;21.0;48.2
206;Totaal mannen en vrouwen;30 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;53.5;;39.2;45.2;20.7;48.3
207;Totaal mannen en vrouwen;30 jaar;Hoog onderwijsniveau;Waarde;2011/2014;54.9;0.0002;43.9;48.0;24.7;50.9
208;Totaal mannen en vrouwen;30 jaar;Hoog onderwijsniveau;Waarde;2013/2016;55.4;0.0002;44.0;48.7;25.0;51.2
209;Totaal mannen en vrouwen;30 jaar;Hoog onderwijsniveau;Waarde;2015/2018;56.1;0.0002;44.3;50.0;24.6;51.6
210;Totaal mannen en vrouwen;30 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;54.6;;43.2;47.3;24.0;50.4
211;Totaal mannen en vrouwen;30 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;55.1;;43.3;47.9;24.2;50.7
212;Totaal mannen en vrouwen;30 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;55.8;;43.5;49.3;23.9;51.1
213;Totaal mannen en vrouwen;30 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;55.2;;44.6;48.8;25.5;51.4
214;Totaal mannen en vrouwen;30 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;55.6;;44.7;49.4;25.7;51.7
215;Totaal mannen en vrouwen;30 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;56.4;;45.0;50.7;25.3;52.1
216;Totaal mannen en vrouwen;35 jaar;Laag onderwijsniveau;Waarde;2011/2014;46.3;0.0008;28.5;34.2;15.9;39.5
217;Totaal mannen en vrouwen;35 jaar;Laag onderwijsniveau;Waarde;2013/2016;46.2;0.0009;28.3;33.4;15.0;38.8
218;Totaal mannen en vrouwen;35 jaar;Laag onderwijsniveau;Waarde;2015/2018;45.8;0.0012;27.8;33.4;13.9;38.1
219;Totaal mannen en vrouwen;35 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;46.1;;28.1;33.7;15.4;39.0
220;Totaal mannen en vrouwen;35 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;46.0;;27.7;32.9;14.5;38.3
221;Totaal mannen en vrouwen;35 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;45.6;;27.2;32.9;13.4;37.7
222;Totaal mannen en vrouwen;35 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;46.4;;29.0;34.7;16.5;40.0
223;Totaal mannen en vrouwen;35 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;46.4;;28.8;33.9;15.6;39.3
224;Totaal mannen en vrouwen;35 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;45.9;;28.3;33.9;14.5;38.6
225;Totaal mannen en vrouwen;35 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;48.0;0.0007;34.4;39.3;17.4;43.4
226;Totaal mannen en vrouwen;35 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;48.1;0.0006;34.6;39.4;17.3;43.4
227;Totaal mannen en vrouwen;35 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;48.4;0.0005;34.5;40.1;17.1;43.6
228;Totaal mannen en vrouwen;35 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;47.8;;33.9;38.8;16.8;43.0
229;Totaal mannen en vrouwen;35 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;47.9;;34.1;38.9;16.8;43.0
230;Totaal mannen en vrouwen;35 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;48.2;;34.0;39.6;16.6;43.2
231;Totaal mannen en vrouwen;35 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;48.2;;34.9;39.9;17.9;43.8
232;Totaal mannen en vrouwen;35 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;48.3;;35.1;39.9;17.7;43.8
233;Totaal mannen en vrouwen;35 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;48.6;;35.1;40.6;17.5;44.0
234;Totaal mannen en vrouwen;35 jaar;Hoog onderwijsniveau;Waarde;2011/2014;50.0;0.0004;39.3;43.2;21.3;46.4
235;Totaal mannen en vrouwen;35 jaar;Hoog onderwijsniveau;Waarde;2013/2016;50.4;0.0004;39.5;43.8;21.5;46.6
236;Totaal mannen en vrouwen;35 jaar;Hoog onderwijsniveau;Waarde;2015/2018;51.2;0.0004;39.8;45.2;21.0;47.1
237;Totaal mannen en vrouwen;35 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;49.7;;38.6;42.5;20.5;45.9
238;Totaal mannen en vrouwen;35 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;50.2;;38.8;43.0;20.8;46.2
239;Totaal mannen en vrouwen;35 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;50.9;;39.0;44.5;20.4;46.6
240;Totaal mannen en vrouwen;35 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;50.3;;40.0;44.0;22.0;46.9
241;Totaal mannen en vrouwen;35 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;50.7;;40.2;44.5;22.2;47.1
242;Totaal mannen en vrouwen;35 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;51.5;;40.5;45.9;21.7;47.6
243;Totaal mannen en vrouwen;40 jaar;Laag onderwijsniveau;Waarde;2011/2014;41.4;0.0014;24.9;29.8;12.9;35.4
244;Totaal mannen en vrouwen;40 jaar;Laag onderwijsniveau;Waarde;2013/2016;41.4;0.0015;24.5;29.1;12.1;34.8
245;Totaal mannen en vrouwen;40 jaar;Laag onderwijsniveau;Waarde;2015/2018;41.1;0.0018;24.0;29.1;11.3;34.2
246;Totaal mannen en vrouwen;40 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;41.3;;24.5;29.4;12.4;35.0
247;Totaal mannen en vrouwen;40 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;41.2;;24.0;28.6;11.7;34.3
248;Totaal mannen en vrouwen;40 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;40.9;;23.5;28.7;10.8;33.8
249;Totaal mannen en vrouwen;40 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;41.6;;25.3;30.3;13.4;35.9
250;Totaal mannen en vrouwen;40 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;41.5;;25.0;29.6;12.6;35.2
251;Totaal mannen en vrouwen;40 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;41.2;;24.5;29.6;11.7;34.6
252;Totaal mannen en vrouwen;40 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;43.2;0.001;30.3;34.7;14.5;38.9
253;Totaal mannen en vrouwen;40 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;43.2;0.001;30.6;34.8;14.4;39.0
254;Totaal mannen en vrouwen;40 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;43.5;0.0008;30.6;35.5;14.2;39.3
255;Totaal mannen en vrouwen;40 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;43.0;;29.8;34.2;14.0;38.5
256;Totaal mannen en vrouwen;40 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;43.0;;30.1;34.3;13.9;38.6
257;Totaal mannen en vrouwen;40 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;43.3;;30.0;35.0;13.8;38.9
258;Totaal mannen en vrouwen;40 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;43.4;;30.8;35.3;15.0;39.3
259;Totaal mannen en vrouwen;40 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;43.4;;31.1;35.3;14.8;39.3
260;Totaal mannen en vrouwen;40 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;43.8;;31.1;36.0;14.7;39.7
261;Totaal mannen en vrouwen;40 jaar;Hoog onderwijsniveau;Waarde;2011/2014;45.1;0.0007;34.8;38.4;18.0;41.9
262;Totaal mannen en vrouwen;40 jaar;Hoog onderwijsniveau;Waarde;2013/2016;45.5;0.0005;35.1;39.0;18.1;42.2
263;Totaal mannen en vrouwen;40 jaar;Hoog onderwijsniveau;Waarde;2015/2018;46.3;0.0007;35.5;40.4;17.7;42.6
264;Totaal mannen en vrouwen;40 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;44.8;;34.1;37.6;17.2;41.3
265;Totaal mannen en vrouwen;40 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;45.3;;34.4;38.2;17.4;41.7
266;Totaal mannen en vrouwen;40 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;46.0;;34.8;39.7;17.0;42.1
267;Totaal mannen en vrouwen;40 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;45.4;;35.5;39.1;18.7;42.4
268;Totaal mannen en vrouwen;40 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;45.8;;35.8;39.7;18.8;42.7
269;Totaal mannen en vrouwen;40 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;46.6;;36.3;41.1;18.3;43.1
270;Totaal mannen en vrouwen;45 jaar;Laag onderwijsniveau;Waarde;2011/2014;36.7;0.0024;21.4;25.7;10.3;31.5
271;Totaal mannen en vrouwen;45 jaar;Laag onderwijsniveau;Waarde;2013/2016;36.7;0.0025;21.1;25.1;9.9;31.0
272;Totaal mannen en vrouwen;45 jaar;Laag onderwijsniveau;Waarde;2015/2018;36.4;0.0029;20.8;25.2;9.1;30.5
273;Totaal mannen en vrouwen;45 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;36.5;;21.0;25.2;9.9;31.1
274;Totaal mannen en vrouwen;45 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;36.5;;20.6;24.6;9.4;30.6
275;Totaal mannen en vrouwen;45 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;36.3;;20.3;24.7;8.7;30.1
276;Totaal mannen en vrouwen;45 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;36.9;;21.8;26.1;10.8;31.8
277;Totaal mannen en vrouwen;45 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;36.8;;21.5;25.5;10.3;31.3
278;Totaal mannen en vrouwen;45 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;36.6;;21.2;25.6;9.5;30.9
279;Totaal mannen en vrouwen;45 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;38.4;0.0016;26.2;30.2;11.6;34.6
280;Totaal mannen en vrouwen;45 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;38.4;0.0015;26.6;30.3;11.5;34.7
281;Totaal mannen en vrouwen;45 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;38.7;0.0013;26.6;30.9;11.7;35.0
282;Totaal mannen en vrouwen;45 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;38.2;;25.8;29.7;11.1;34.1
283;Totaal mannen en vrouwen;45 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;38.2;;26.1;29.8;11.1;34.3
284;Totaal mannen en vrouwen;45 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;38.5;;26.1;30.5;11.2;34.6
285;Totaal mannen en vrouwen;45 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;38.6;;26.7;30.8;12.1;35.0
286;Totaal mannen en vrouwen;45 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;38.6;;27.1;30.8;12.0;35.0
287;Totaal mannen en vrouwen;45 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;38.9;;27.2;31.4;12.1;35.3
288;Totaal mannen en vrouwen;45 jaar;Hoog onderwijsniveau;Waarde;2011/2014;40.2;0.0011;30.3;33.6;14.8;37.4
289;Totaal mannen en vrouwen;45 jaar;Hoog onderwijsniveau;Waarde;2013/2016;40.6;0.0009;30.7;34.2;14.9;37.7
290;Totaal mannen en vrouwen;45 jaar;Hoog onderwijsniveau;Waarde;2015/2018;41.4;0.001;31.2;35.7;14.5;38.2
291;Totaal mannen en vrouwen;45 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;39.9;;29.7;32.8;14.1;36.9
292;Totaal mannen en vrouwen;45 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;40.4;;30.0;33.4;14.2;37.2
293;Totaal mannen en vrouwen;45 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;41.1;;30.5;35.0;13.9;37.7
294;Totaal mannen en vrouwen;45 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;40.5;;31.0;34.3;15.5;37.9
295;Totaal mannen en vrouwen;45 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;40.9;;31.4;34.9;15.5;38.1
296;Totaal mannen en vrouwen;45 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;41.7;;32.0;36.4;15.1;38.7
297;Totaal mannen en vrouwen;50 jaar;Laag onderwijsniveau;Waarde;2011/2014;32.1;0.0043;18.2;22.0;8.1;27.6
298;Totaal mannen en vrouwen;50 jaar;Laag onderwijsniveau;Waarde;2013/2016;32.1;0.0041;18.1;21.5;7.8;27.3
299;Totaal mannen en vrouwen;50 jaar;Laag onderwijsniveau;Waarde;2015/2018;31.9;0.0041;17.9;21.5;7.3;26.8
300;Totaal mannen en vrouwen;50 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;32.0;;17.8;21.6;7.7;27.3
301;Totaal mannen en vrouwen;50 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;32.0;;17.7;21.1;7.4;27.0
302;Totaal mannen en vrouwen;50 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;31.8;;17.5;21.1;6.9;26.5
303;Totaal mannen en vrouwen;50 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;32.3;;18.5;22.4;8.4;28.0
304;Totaal mannen en vrouwen;50 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;32.3;;18.5;21.9;8.1;27.7
305;Totaal mannen en vrouwen;50 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;32.0;;18.4;21.9;7.6;27.2
306;Totaal mannen en vrouwen;50 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;33.7;0.0026;22.4;26.1;9.3;30.4
307;Totaal mannen en vrouwen;50 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;33.7;0.0024;22.8;26.0;9.1;30.5
308;Totaal mannen en vrouwen;50 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;33.9;0.0025;23.0;26.6;9.2;30.8
309;Totaal mannen en vrouwen;50 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;33.4;;21.9;25.5;8.8;30.0
310;Totaal mannen en vrouwen;50 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;33.5;;22.4;25.5;8.7;30.2
311;Totaal mannen en vrouwen;50 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;33.7;;22.4;26.1;8.8;30.5
312;Totaal mannen en vrouwen;50 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;33.9;;22.8;26.6;9.8;30.8
313;Totaal mannen en vrouwen;50 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;33.9;;23.3;26.5;9.6;30.9
314;Totaal mannen en vrouwen;50 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;34.2;;23.5;27.1;9.6;31.2
315;Totaal mannen en vrouwen;50 jaar;Hoog onderwijsniveau;Waarde;2011/2014;35.4;0.0017;26.2;29.2;11.8;33.0
316;Totaal mannen en vrouwen;50 jaar;Hoog onderwijsniveau;Waarde;2013/2016;35.8;0.0019;26.4;29.6;11.9;33.2
317;Totaal mannen en vrouwen;50 jaar;Hoog onderwijsniveau;Waarde;2015/2018;36.6;0.0018;27.1;31.0;11.5;33.8
318;Totaal mannen en vrouwen;50 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;35.1;;25.5;28.4;11.1;32.5
319;Totaal mannen en vrouwen;50 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;35.5;;25.7;28.8;11.2;32.8
320;Totaal mannen en vrouwen;50 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;36.3;;26.4;30.3;10.9;33.3
321;Totaal mannen en vrouwen;50 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;35.7;;26.8;29.9;12.5;33.5
322;Totaal mannen en vrouwen;50 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;36.0;;27.2;30.3;12.5;33.7
323;Totaal mannen en vrouwen;50 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;36.9;;27.9;31.7;12.1;34.3
324;Totaal mannen en vrouwen;55 jaar;Laag onderwijsniveau;Waarde;2011/2014;27.8;0.0059;15.3;18.7;6.2;24.0
325;Totaal mannen en vrouwen;55 jaar;Laag onderwijsniveau;Waarde;2013/2016;27.7;0.0058;15.3;18.1;6.1;23.8
326;Totaal mannen en vrouwen;55 jaar;Laag onderwijsniveau;Waarde;2015/2018;27.5;0.0058;15.4;18.1;5.8;23.5
327;Totaal mannen en vrouwen;55 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;27.6;;14.9;18.3;5.9;23.7
328;Totaal mannen en vrouwen;55 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;27.6;;14.9;17.7;5.7;23.5
329;Totaal mannen en vrouwen;55 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;27.4;;15.0;17.7;5.5;23.2
330;Totaal mannen en vrouwen;55 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;27.9;;15.6;19.1;6.6;24.3
331;Totaal mannen en vrouwen;55 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;27.9;;15.7;18.5;6.4;24.1
332;Totaal mannen en vrouwen;55 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;27.7;;15.8;18.4;6.1;23.8
333;Totaal mannen en vrouwen;55 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;29.1;0.0047;18.9;22.1;7.1;26.3
334;Totaal mannen en vrouwen;55 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;29.0;0.0046;19.3;21.9;7.0;26.4
335;Totaal mannen en vrouwen;55 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;29.3;0.0047;19.4;22.5;7.0;26.7
336;Totaal mannen en vrouwen;55 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;28.9;;18.4;21.6;6.7;25.9
337;Totaal mannen en vrouwen;55 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;28.9;;18.8;21.4;6.6;26.0
338;Totaal mannen en vrouwen;55 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;29.1;;18.9;22.0;6.6;26.3
339;Totaal mannen en vrouwen;55 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;29.3;;19.3;22.6;7.6;26.7
340;Totaal mannen en vrouwen;55 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;29.2;;19.8;22.4;7.4;26.7
341;Totaal mannen en vrouwen;55 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;29.5;;19.9;23.0;7.4;27.0
342;Totaal mannen en vrouwen;55 jaar;Hoog onderwijsniveau;Waarde;2011/2014;30.7;0.0033;22.1;24.8;9.2;28.6
343;Totaal mannen en vrouwen;55 jaar;Hoog onderwijsniveau;Waarde;2013/2016;31.1;0.003;22.4;25.2;9.3;29.0
344;Totaal mannen en vrouwen;55 jaar;Hoog onderwijsniveau;Waarde;2015/2018;31.9;0.0031;23.2;26.6;9.0;29.5
345;Totaal mannen en vrouwen;55 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;30.4;;21.4;24.0;8.5;28.1
346;Totaal mannen en vrouwen;55 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;30.9;;21.7;24.4;8.6;28.5
347;Totaal mannen en vrouwen;55 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;31.6;;22.4;25.9;8.4;29.0
348;Totaal mannen en vrouwen;55 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;31.0;;22.8;25.5;9.9;29.1
349;Totaal mannen en vrouwen;55 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;31.4;;23.1;25.9;9.9;29.4
350;Totaal mannen en vrouwen;55 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;32.2;;23.9;27.2;9.6;30.0
351;Totaal mannen en vrouwen;60 jaar;Laag onderwijsniveau;Waarde;2011/2014;23.5;0.0085;12.5;15.4;4.7;20.5
352;Totaal mannen en vrouwen;60 jaar;Laag onderwijsniveau;Waarde;2013/2016;23.5;0.0084;12.6;14.8;4.5;20.3
353;Totaal mannen en vrouwen;60 jaar;Laag onderwijsniveau;Waarde;2015/2018;23.2;0.0095;12.8;14.8;4.4;20.0
354;Totaal mannen en vrouwen;60 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;23.4;;12.2;15.0;4.4;20.2
355;Totaal mannen en vrouwen;60 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;23.3;;12.2;14.5;4.2;20.0
356;Totaal mannen en vrouwen;60 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;23.1;;12.4;14.4;4.1;19.7
357;Totaal mannen en vrouwen;60 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;23.7;;12.8;15.7;5.0;20.8
358;Totaal mannen en vrouwen;60 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;23.6;;12.9;15.2;4.8;20.6
359;Totaal mannen en vrouwen;60 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;23.4;;13.1;15.1;4.7;20.3
360;Totaal mannen en vrouwen;60 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;24.7;0.0068;15.7;18.4;5.5;22.5
361;Totaal mannen en vrouwen;60 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;24.7;0.0076;16.1;18.2;5.3;22.5
362;Totaal mannen en vrouwen;60 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;25.0;0.007;16.3;18.7;5.2;22.8
363;Totaal mannen en vrouwen;60 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;24.5;;15.2;17.9;5.1;22.1
364;Totaal mannen en vrouwen;60 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;24.5;;15.7;17.7;4.9;22.1
365;Totaal mannen en vrouwen;60 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;24.7;;15.8;18.2;4.8;22.5
366;Totaal mannen en vrouwen;60 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;24.9;;16.2;18.9;5.9;22.8
367;Totaal mannen en vrouwen;60 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;24.8;;16.6;18.6;5.7;22.8
368;Totaal mannen en vrouwen;60 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;25.2;;16.8;19.1;5.6;23.1
369;Totaal mannen en vrouwen;60 jaar;Hoog onderwijsniveau;Waarde;2011/2014;26.2;0.0062;18.5;20.6;6.9;24.5
370;Totaal mannen en vrouwen;60 jaar;Hoog onderwijsniveau;Waarde;2013/2016;26.5;0.0053;18.6;20.8;7.0;24.8
371;Totaal mannen en vrouwen;60 jaar;Hoog onderwijsniveau;Waarde;2015/2018;27.4;0.0056;19.4;22.2;6.8;25.5
372;Totaal mannen en vrouwen;60 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;25.9;;17.8;19.9;6.3;24.0
373;Totaal mannen en vrouwen;60 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;26.3;;17.9;20.1;6.3;24.4
374;Totaal mannen en vrouwen;60 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;27.1;;18.7;21.5;6.2;25.0
375;Totaal mannen en vrouwen;60 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;26.5;;19.1;21.4;7.6;25.0
