ID;Sectors;TypeOfNonFinancialAsset;Periods;OpeningBalanceSheet_1;Revaluation_2;CapitalFormation_3;OtherChangesInVolume_4;StatisticalDiscrepancy_5;ClosingBalanceSheet_6;VolumeIndices2010100_7
601;All sectors;Textiles and clothing;2002;16355.0;371.0;207.0;0.0;0.0;16932.0;87.2
602;All sectors;Textiles and clothing;2003;16932.0;-446.0;-82.0;0.0;0.0;16404.0;86.8
603;All sectors;Textiles and clothing;2004;16404.0;-238.0;59.0;0.0;0.0;16225.0;87.1
604;All sectors;Textiles and clothing;2005;16225.0;-179.0;126.0;0.0;0.0;16172.0;87.8
605;All sectors;Textiles and clothing;2006;16172.0;71.0;661.0;0.0;0.0;16903.0;91.3
606;All sectors;Textiles and clothing;2007;16903.0;187.0;782.0;0.0;0.0;17872.0;95.5
607;All sectors;Textiles and clothing;2008;17872.0;-84.0;485.0;0.0;0.0;18273.0;98.1
608;All sectors;Textiles and clothing;2009;18273.0;-87.0;154.0;0.0;0.0;18340.0;98.9
609;All sectors;Textiles and clothing;2010;18340.0;-76.0;195.0;0.0;0.0;18459.0;100.0
610;All sectors;Textiles and clothing;2011;18459.0;204.0;-57.0;0.0;0.0;18606.0;99.7
611;All sectors;Textiles and clothing;2012;18606.0;84.0;-307.0;0.0;0.0;18383.0;98.1
612;All sectors;Textiles and clothing;2013;18383.0;149.0;-427.0;0.0;0.0;18105.0;95.8
613;All sectors;Textiles and clothing;2014;18105.0;-136.0;44.0;0.0;0.0;18013.0;96.0
614;All sectors;Textiles and clothing;2015;18013.0;-176.0;378.0;0.0;0.0;18215.0;98.1
615;All sectors;Textiles and clothing;2016;18215.0;262.0;480.0;0.0;0.0;18956.0;100.6
616;All sectors;Leather goods and footwear;1995;;;;;;2617.0;62.8
617;All sectors;Leather goods and footwear;1996;2617.0;-19.0;100.0;0.0;0.0;2697.0;65.2
618;All sectors;Leather goods and footwear;1997;2697.0;104.0;71.0;0.0;0.0;2872.0;66.8
619;All sectors;Leather goods and footwear;1998;2872.0;64.0;112.0;0.0;0.0;3048.0;69.4
620;All sectors;Leather goods and footwear;1999;3048.0;39.0;199.0;0.0;0.0;3286.0;73.9
621;All sectors;Leather goods and footwear;2000;3286.0;72.0;232.0;0.0;0.0;3590.0;79.0
622;All sectors;Leather goods and footwear;2001;3590.0;284.0;138.0;0.0;0.0;4013.0;81.8
623;All sectors;Leather goods and footwear;2002;4013.0;113.0;38.0;0.0;0.0;4165.0;82.6
624;All sectors;Leather goods and footwear;2003;4165.0;-28.0;34.0;0.0;0.0;4171.0;83.3
625;All sectors;Leather goods and footwear;2004;4171.0;-56.0;75.0;0.0;0.0;4190.0;84.8
626;All sectors;Leather goods and footwear;2005;4190.0;-31.0;130.0;0.0;0.0;4289.0;87.4
627;All sectors;Leather goods and footwear;2006;4289.0;54.0;231.0;0.0;0.0;4574.0;92.1
628;All sectors;Leather goods and footwear;2007;4574.0;42.0;176.0;0.0;0.0;4792.0;95.6
629;All sectors;Leather goods and footwear;2008;4792.0;-18.0;132.0;0.0;0.0;4906.0;98.2
630;All sectors;Leather goods and footwear;2009;4906.0;46.0;31.0;0.0;0.0;4983.0;98.8
631;All sectors;Leather goods and footwear;2010;4983.0;22.0;59.0;0.0;0.0;5064.0;100.0
632;All sectors;Leather goods and footwear;2011;5064.0;56.0;84.0;0.0;0.0;5204.0;101.6
633;All sectors;Leather goods and footwear;2012;5204.0;14.0;-33.0;0.0;0.0;5185.0;101.0
634;All sectors;Leather goods and footwear;2013;5185.0;70.0;-194.0;0.0;0.0;5061.0;97.3
635;All sectors;Leather goods and footwear;2014;5061.0;-23.0;-78.0;0.0;0.0;4961.0;95.8
636;All sectors;Leather goods and footwear;2015;4961.0;-64.0;51.0;0.0;0.0;4948.0;96.8
637;All sectors;Leather goods and footwear;2016;4948.0;17.0;-40.0;0.0;0.0;4924.0;96.0
638;All sectors;Home furnishing;1995;;;;;;25410.0;79.6
639;All sectors;Home furnishing;1996;25410.0;401.0;596.0;0.0;0.0;26406.0;81.4
640;All sectors;Home furnishing;1997;26406.0;340.0;799.0;0.0;0.0;27546.0;83.9
641;All sectors;Home furnishing;1998;27546.0;574.0;1280.0;0.0;0.0;29400.0;87.7
642;All sectors;Home furnishing;1999;29400.0;433.0;1499.0;0.0;0.0;31332.0;92.1
643;All sectors;Home furnishing;2000;31332.0;721.0;1726.0;0.0;0.0;33779.0;97.0
644;All sectors;Home furnishing;2001;33779.0;1621.0;1669.0;0.0;0.0;37070.0;101.6
645;All sectors;Home furnishing;2002;37070.0;1333.0;886.0;0.0;0.0;39289.0;104.0
646;All sectors;Home furnishing;2003;39289.0;826.0;188.0;0.0;0.0;40304.0;104.5
647;All sectors;Home furnishing;2004;40304.0;52.0;-148.0;0.0;0.0;40208.0;104.1
648;All sectors;Home furnishing;2005;40208.0;307.0;-240.0;0.0;0.0;40275.0;103.5
649;All sectors;Home furnishing;2006;40275.0;157.0;166.0;0.0;0.0;40598.0;103.9
650;All sectors;Home furnishing;2007;40598.0;506.0;207.0;0.0;0.0;41311.0;104.4
651;All sectors;Home furnishing;2008;41311.0;1183.0;-144.0;0.0;0.0;42349.0;104.1
652;All sectors;Home furnishing;2009;42349.0;520.0;-746.0;0.0;0.0;42123.0;102.2
653;All sectors;Home furnishing;2010;42123.0;212.0;-930.0;0.0;0.0;41406.0;100.0
654;All sectors;Home furnishing;2011;41406.0;686.0;-1076.0;0.0;0.0;41017.0;97.4
655;All sectors;Home furnishing;2012;41017.0;264.0;-1319.0;0.0;0.0;39962.0;94.3
656;All sectors;Home furnishing;2013;39962.0;260.0;-1520.0;0.0;0.0;38701.0;90.8
657;All sectors;Home furnishing;2014;38701.0;-201.0;-1177.0;0.0;0.0;37323.0;88.0
658;All sectors;Home furnishing;2015;37323.0;217.0;-661.0;0.0;0.0;36879.0;86.4
659;All sectors;Home furnishing;2016;36879.0;582.0;-315.0;0.0;0.0;37146.0;85.7
660;All sectors;Household appliances;1995;;;;;;14196.0;27.5
661;All sectors;Household appliances;1996;14196.0;-650.0;708.0;0.0;0.0;14255.0;28.9
662;All sectors;Household appliances;1997;14255.0;-237.0;891.0;0.0;0.0;14909.0;30.8
663;All sectors;Household appliances;1998;14909.0;-412.0;1366.0;0.0;0.0;15863.0;33.7
664;All sectors;Household appliances;1999;15863.0;-616.0;1897.0;0.0;0.0;17144.0;37.9
665;All sectors;Household appliances;2000;17144.0;-557.0;2226.0;0.0;0.0;18812.0;42.9
666;All sectors;Household appliances;2001;18812.0;294.0;2234.0;0.0;0.0;21339.0;47.9
667;All sectors;Household appliances;2002;21339.0;-680.0;2066.0;0.0;0.0;22726.0;52.7
668;All sectors;Household appliances;2003;22726.0;-1284.0;1879.0;0.0;0.0;23322.0;57.4
669;All sectors;Household appliances;2004;23322.0;-1558.0;1718.0;0.0;0.0;23481.0;61.9
670;All sectors;Household appliances;2005;23481.0;-1150.0;1745.0;0.0;0.0;24076.0;66.7
671;All sectors;Household appliances;2006;24076.0;-1040.0;2196.0;0.0;0.0;25233.0;73.1
672;All sectors;Household appliances;2007;25233.0;-1467.0;2804.0;0.0;0.0;26571.0;81.7
673;All sectors;Household appliances;2008;26571.0;-1269.0;2543.0;0.0;0.0;27845.0;89.9
674;All sectors;Household appliances;2009;27845.0;-1146.0;1562.0;0.0;0.0;28261.0;95.2
675;All sectors;Household appliances;2010;28261.0;-486.0;1400.0;0.0;0.0;29175.0;100.0
676;All sectors;Household appliances;2011;29175.0;-1493.0;999.0;0.0;0.0;28682.0;103.6
677;All sectors;Household appliances;2012;28682.0;-537.0;882.0;0.0;0.0;29027.0;106.9
678;All sectors;Household appliances;2013;29027.0;-270.0;401.0;0.0;0.0;29158.0;108.3
679;All sectors;Household appliances;2014;29158.0;-1109.0;718.0;0.0;0.0;28767.0;111.1
680;All sectors;Household appliances;2015;28767.0;-708.0;676.0;0.0;0.0;28735.0;113.8
681;All sectors;Household appliances;2016;28735.0;-564.0;748.0;0.0;0.0;28919.0;116.8
682;All sectors;Household articles;1995;;;;;;8475.0;66.5
683;All sectors;Household articles;1996;8475.0;-38.0;358.0;0.0;0.0;8796.0;69.3
684;All sectors;Household articles;1997;8796.0;127.0;427.0;0.0;0.0;9349.0;72.6
685;All sectors;Household articles;1998;9349.0;194.0;529.0;0.0;0.0;10072.0;76.7
686;All sectors;Household articles;1999;10072.0;78.0;613.0;0.0;0.0;10762.0;81.3
687;All sectors;Household articles;2000;10762.0;222.0;618.0;0.0;0.0;11602.0;85.9
688;All sectors;Household articles;2001;11602.0;638.0;598.0;0.0;0.0;12838.0;90.1
689;All sectors;Household articles;2002;12838.0;395.0;501.0;0.0;0.0;13734.0;93.5
690;All sectors;Household articles;2003;13734.0;-5.0;347.0;0.0;0.0;14077.0;95.8
691;All sectors;Household articles;2004;14077.0;-130.0;274.0;0.0;0.0;14221.0;97.7
692;All sectors;Household articles;2005;14221.0;-10.0;149.0;0.0;0.0;14361.0;98.7
693;All sectors;Household articles;2006;14361.0;68.0;140.0;0.0;0.0;14568.0;99.7
694;All sectors;Household articles;2007;14568.0;471.0;112.0;0.0;0.0;15151.0;100.4
695;All sectors;Household articles;2008;15151.0;293.0;131.0;0.0;0.0;15576.0;101.3
696;All sectors;Household articles;2009;15576.0;177.0;-105.0;0.0;0.0;15648.0;100.6
697;All sectors;Household articles;2010;15648.0;93.0;-98.0;0.0;0.0;15643.0;100.0
698;All sectors;Household articles;2011;15643.0;354.0;-98.0;0.0;0.0;15899.0;99.4
699;All sectors;Household articles;2012;15899.0;434.0;-233.0;0.0;0.0;16100.0;98.0
700;All sectors;Household articles;2013;16100.0;332.0;-340.0;0.0;0.0;16092.0;95.9
701;All sectors;Household articles;2014;16092.0;-146.0;-285.0;0.0;0.0;15661.0;94.2
702;All sectors;Household articles;2015;15661.0;110.0;-191.0;0.0;0.0;15580.0;93.1
703;All sectors;Household articles;2016;15580.0;593.0;-230.0;0.0;0.0;15943.0;91.8
704;All sectors;Vehicles;1995;;;;;;26705.0;69.6
705;All sectors;Vehicles;1996;26705.0;-224.0;507.0;0.0;0.0;26989.0;70.9
706;All sectors;Vehicles;1997;26989.0;-4.0;748.0;0.0;0.0;27733.0;72.9
707;All sectors;Vehicles;1998;27733.0;215.0;1722.0;0.0;0.0;29670.0;77.4
708;All sectors;Vehicles;1999;29670.0;232.0;2788.0;0.0;0.0;32690.0;84.6
709;All sectors;Vehicles;2000;32690.0;842.0;2240.0;0.0;0.0;35772.0;90.2
710;All sectors;Vehicles;2001;35772.0;1190.0;1280.0;0.0;0.0;38242.0;93.3
711;All sectors;Vehicles;2002;38242.0;608.0;1683.0;0.0;0.0;40533.0;97.4
712;All sectors;Vehicles;2003;40533.0;623.0;1038.0;0.0;0.0;42194.0;99.8
713;All sectors;Vehicles;2004;42194.0;599.0;493.0;0.0;0.0;43286.0;101.0
714;All sectors;Vehicles;2005;43286.0;740.0;87.0;0.0;0.0;44114.0;101.2
715;All sectors;Vehicles;2006;44114.0;522.0;199.0;0.0;0.0;44835.0;101.6
716;All sectors;Vehicles;2007;44835.0;469.0;240.0;0.0;0.0;45544.0;102.2
717;All sectors;Vehicles;2008;45544.0;-606.0;291.0;0.0;0.0;45229.0;102.8
718;All sectors;Vehicles;2009;45229.0;-215.0;-1045.0;0.0;0.0;43969.0;100.5
719;All sectors;Vehicles;2010;43969.0;426.0;-202.0;0.0;0.0;44193.0;100.0
720;All sectors;Vehicles;2011;44193.0;-15.0;-62.0;0.0;0.0;44116.0;99.9
721;All sectors;Vehicles;2012;44116.0;99.0;-1704.0;0.0;0.0;42511.0;96.0
722;All sectors;Vehicles;2013;42511.0;1552.0;-2145.0;0.0;0.0;41918.0;91.3
723;All sectors;Vehicles;2014;41918.0;460.0;-1468.0;0.0;0.0;40910.0;88.2
724;All sectors;Vehicles;2015;40910.0;906.0;-582.0;0.0;0.0;41234.0;86.9
725;All sectors;Vehicles;2016;41234.0;924.0;-441.0;0.0;0.0;41716.0;86.0
726;All sectors;Other consumer durables;1995;;;;;;11172.0;65.7
727;All sectors;Other consumer durables;1996;11172.0;107.0;427.0;0.0;0.0;11706.0;68.2
728;All sectors;Other consumer durables;1997;11706.0;179.0;624.0;0.0;0.0;12509.0;71.8
729;All sectors;Other consumer durables;1998;12509.0;201.0;947.0;0.0;0.0;13657.0;77.2
730;All sectors;Other consumer durables;1999;13657.0;225.0;1102.0;0.0;0.0;14984.0;83.3
731;All sectors;Other consumer durables;2000;14984.0;395.0;921.0;0.0;0.0;16300.0;88.3
732;All sectors;Other consumer durables;2001;16300.0;812.0;696.0;0.0;0.0;17808.0;91.9
733;All sectors;Other consumer durables;2002;17808.0;478.0;496.0;0.0;0.0;18782.0;94.4
734;All sectors;Other consumer durables;2003;18782.0;10.0;151.0;0.0;0.0;18943.0;95.1
735;All sectors;Other consumer durables;2004;18943.0;-22.0;41.0;0.0;0.0;18961.0;95.3
736;All sectors;Other consumer durables;2005;18961.0;118.0;-6.0;0.0;0.0;19074.0;95.3
737;All sectors;Other consumer durables;2006;19074.0;297.0;245.0;0.0;0.0;19616.0;96.5
738;All sectors;Other consumer durables;2007;19616.0;368.0;650.0;0.0;0.0;20633.0;99.6
739;All sectors;Other consumer durables;2008;20633.0;246.0;787.0;0.0;0.0;21667.0;103.4
740;All sectors;Other consumer durables;2009;21667.0;60.0;-302.0;0.0;0.0;21425.0;102.0
741;All sectors;Other consumer durables;2010;21425.0;208.0;-417.0;0.0;0.0;21216.0;100.0
742;All sectors;Other consumer durables;2011;21216.0;397.0;-283.0;0.0;0.0;21330.0;98.7
743;All sectors;Other consumer durables;2012;21330.0;263.0;-536.0;0.0;0.0;21057.0;96.2
744;All sectors;Other consumer durables;2013;21057.0;226.0;-712.0;0.0;0.0;20571.0;93.0
745;All sectors;Other consumer durables;2014;20571.0;-48.0;-653.0;0.0;0.0;19870.0;90.1
746;All sectors;Other consumer durables;2015;19870.0;-88.0;-269.0;0.0;0.0;19512.0;88.8
747;All sectors;Other consumer durables;2016;19512.0;331.0;59.0;0.0;0.0;19902.0;89.1
748;Non-financial corporations;Total of non-financial assets;1995;;;;;;519065.0;82.4
749;Non-financial corporations;Total of non-financial assets;1996;519065.0;;;;;555800.0;84.1
750;Non-financial corporations;Total of non-financial assets;1997;555800.0;;;;;603299.0;86.5
751;Non-financial corporations;Total of non-financial assets;1998;603299.0;;;;;648173.0;88.5
752;Non-financial corporations;Total of non-financial assets;1999;648173.0;;;;;709598.0;90.5
753;Non-financial corporations;Total of non-financial assets;2000;709598.0;;;;;781809.0;91.9
754;Non-financial corporations;Total of non-financial assets;2001;781809.0;;;;;834893.0;93.2
755;Non-financial corporations;Total of non-financial assets;2002;834893.0;;;;;869712.0;93.8
756;Non-financial corporations;Total of non-financial assets;2003;869712.0;;;;;889770.0;94.0
757;Non-financial corporations;Total of non-financial assets;2004;889770.0;;;;;918592.0;94.5
758;Non-financial corporations;Total of non-financial assets;2005;918592.0;;;;;945452.0;94.9
759;Non-financial corporations;Total of non-financial assets;2006;945452.0;;;;;986092.0;96.0
760;Non-financial corporations;Total of non-financial assets;2007;986092.0;;;;;1031401.0;97.2
761;Non-financial corporations;Total of non-financial assets;2008;1031401.0;;;;;1079049.0;98.8
762;Non-financial corporations;Total of non-financial assets;2009;1079049.0;;;;;1069226.0;98.9
763;Non-financial corporations;Total of non-financial assets;2010;1069226.0;;;;;1082103.0;100.0
764;Non-financial corporations;Total of non-financial assets;2011;1082103.0;;;;;1096717.0;101.7
765;Non-financial corporations;Total of non-financial assets;2012;1096717.0;;;;;1083733.0;102.9
766;Non-financial corporations;Total of non-financial assets;2013;1083733.0;;;;;1068187.0;103.8
767;Non-financial corporations;Total of non-financial assets;2014;1068187.0;;;;;1073021.0;104.7
768;Non-financial corporations;Total of non-financial assets;2015;1073021.0;;;;;1093705.0;106.2
769;Non-financial corporations;Total of non-financial assets;2016;1093705.0;;;;;1119317.0;107.5
770;Non-financial corporations;Total fixed assets;1995;;;;;;415172.0;80.5
771;Non-financial corporations;Total fixed assets;1996;415172.0;;;;;431462.0;82.1
772;Non-financial corporations;Total fixed assets;1997;431462.0;;;;;450813.0;84.6
773;Non-financial corporations;Total fixed assets;1998;450813.0;;;;;469184.0;86.6
774;Non-financial corporations;Total fixed assets;1999;469184.0;;;;;492885.0;89.1
775;Non-financial corporations;Total fixed assets;2000;492885.0;;;;;523753.0;91.1
776;Non-financial corporations;Total fixed assets;2001;523753.0;;;;;554122.0;92.8
777;Non-financial corporations;Total fixed assets;2002;554122.0;;;;;580463.0;93.6
778;Non-financial corporations;Total fixed assets;2003;580463.0;;;;;596325.0;94.0
779;Non-financial corporations;Total fixed assets;2004;596325.0;;;;;609710.0;94.5
780;Non-financial corporations;Total fixed assets;2005;609710.0;;;;;623080.0;94.8
781;Non-financial corporations;Total fixed assets;2006;623080.0;;;;;645143.0;95.7
782;Non-financial corporations;Total fixed assets;2007;645143.0;;;;;668658.0;97.1
783;Non-financial corporations;Total fixed assets;2008;668658.0;;;;;698794.0;98.6
784;Non-financial corporations;Total fixed assets;2009;698794.0;;;;;719909.0;99.2
785;Non-financial corporations;Total fixed assets;2010;719909.0;;;;;737365.0;100.0
786;Non-financial corporations;Total fixed assets;2011;737365.0;;;;;749018.0;101.9
787;Non-financial corporations;Total fixed assets;2012;749018.0;;;;;757302.0;102.9
788;Non-financial corporations;Total fixed assets;2013;757302.0;;;;;766120.0;103.7
789;Non-financial corporations;Total fixed assets;2014;766120.0;;;;;770376.0;104.6
790;Non-financial corporations;Total fixed assets;2015;770376.0;;;;;776853.0;106.3
791;Non-financial corporations;Total fixed assets;2016;776853.0;;;;;792151.0;108.1
792;Non-financial corporations;Dwellings;1995;;;;;;95222.0;97.5
793;Non-financial corporations;Dwellings;1996;95222.0;;;;;98938.0;97.9
794;Non-financial corporations;Dwellings;1997;98938.0;;;;;101053.0;97.8
795;Non-financial corporations;Dwellings;1998;101053.0;;;;;103527.0;97.4
796;Non-financial corporations;Dwellings;1999;103527.0;;;;;107489.0;97.2
797;Non-financial corporations;Dwellings;2000;107489.0;;;;;112991.0;96.5
798;Non-financial corporations;Dwellings;2001;112991.0;;;;;120883.0;97.2
799;Non-financial corporations;Dwellings;2002;120883.0;;;;;128627.0;97.6
800;Non-financial corporations;Dwellings;2003;128627.0;;;;;134139.0;97.3
801;Non-financial corporations;Dwellings;2004;134139.0;;;;;138015.0;97.1
802;Non-financial corporations;Dwellings;2005;138015.0;;;;;141361.0;97.1
803;Non-financial corporations;Dwellings;2006;141361.0;;;;;146488.0;97.2
804;Non-financial corporations;Dwellings;2007;146488.0;;;;;149254.0;97.3
805;Non-financial corporations;Dwellings;2008;149254.0;;;;;154590.0;98.0
806;Non-financial corporations;Dwellings;2009;154590.0;;;;;161749.0;99.1
807;Non-financial corporations;Dwellings;2010;161749.0;;;;;164778.0;100.0
808;Non-financial corporations;Dwellings;2011;164778.0;;;;;162077.0;101.1
809;Non-financial corporations;Dwellings;2012;162077.0;;;;;160343.0;102.0
810;Non-financial corporations;Dwellings;2013;160343.0;;;;;158445.0;102.4
811;Non-financial corporations;Dwellings;2014;158445.0;;;;;153343.0;102.0
812;Non-financial corporations;Dwellings;2015;153343.0;;;;;147639.0;101.5
813;Non-financial corporations;Dwellings;2016;147639.0;;;;;148736.0;102.2
814;Non-financial corporations;Non-residential buildings;1995;;;;;;97849.0;75.3
815;Non-financial corporations;Non-residential buildings;1996;97849.0;;;;;103180.0;76.2
816;Non-financial corporations;Non-residential buildings;1997;103180.0;;;;;110977.0;80.1
817;Non-financial corporations;Non-residential buildings;1998;110977.0;;;;;115216.0;81.3
818;Non-financial corporations;Non-residential buildings;1999;115216.0;;;;;121994.0;83.6
819;Non-financial corporations;Non-residential buildings;2000;121994.0;;;;;131916.0;86.2
820;Non-financial corporations;Non-residential buildings;2001;131916.0;;;;;142162.0;88.0
821;Non-financial corporations;Non-residential buildings;2002;142162.0;;;;;152140.0;89.9
822;Non-financial corporations;Non-residential buildings;2003;152140.0;;;;;158098.0;91.2
823;Non-financial corporations;Non-residential buildings;2004;158098.0;;;;;162995.0;92.4
824;Non-financial corporations;Non-residential buildings;2005;162995.0;;;;;168617.0;93.2
825;Non-financial corporations;Non-residential buildings;2006;168617.0;;;;;175362.0;93.9
826;Non-financial corporations;Non-residential buildings;2007;175362.0;;;;;183468.0;95.8
827;Non-financial corporations;Non-residential buildings;2008;183468.0;;;;;193650.0;97.7
828;Non-financial corporations;Non-residential buildings;2009;193650.0;;;;;203561.0;98.7
829;Non-financial corporations;Non-residential buildings;2010;203561.0;;;;;211667.0;100.0
830;Non-financial corporations;Non-residential buildings;2011;211667.0;;;;;213483.0;101.0
831;Non-financial corporations;Non-residential buildings;2012;213483.0;;;;;212043.0;100.9
832;Non-financial corporations;Non-residential buildings;2013;212043.0;;;;;215232.0;101.0
833;Non-financial corporations;Non-residential buildings;2014;215232.0;;;;;215776.0;101.1
834;Non-financial corporations;Non-residential buildings;2015;215776.0;;;;;213031.0;101.9
835;Non-financial corporations;Non-residential buildings;2016;213031.0;;;;;213137.0;102.3
836;Non-financial corporations;Civil engineering works;1995;;;;;;49216.0;92.1
837;Non-financial corporations;Civil engineering works;1996;49216.0;;;;;50665.0;93.3
838;Non-financial corporations;Civil engineering works;1997;50665.0;;;;;51949.0;94.0
839;Non-financial corporations;Civil engineering works;1998;51949.0;;;;;53504.0;94.6
840;Non-financial corporations;Civil engineering works;1999;53504.0;;;;;55280.0;95.5
841;Non-financial corporations;Civil engineering works;2000;55280.0;;;;;58464.0;97.0
842;Non-financial corporations;Civil engineering works;2001;58464.0;;;;;61641.0;97.8
843;Non-financial corporations;Civil engineering works;2002;61641.0;;;;;63773.0;97.3
844;Non-financial corporations;Civil engineering works;2003;63773.0;;;;;66330.0;96.8
845;Non-financial corporations;Civil engineering works;2004;66330.0;;;;;66329.0;96.0
846;Non-financial corporations;Civil engineering works;2005;66329.0;;;;;67056.0;95.9
847;Non-financial corporations;Civil engineering works;2006;67056.0;;;;;69849.0;97.1
848;Non-financial corporations;Civil engineering works;2007;69849.0;;;;;73033.0;98.0
849;Non-financial corporations;Civil engineering works;2008;73033.0;;;;;76590.0;98.6
850;Non-financial corporations;Civil engineering works;2009;76590.0;;;;;76841.0;98.9
851;Non-financial corporations;Civil engineering works;2010;76841.0;;;;;79453.0;100.0
852;Non-financial corporations;Civil engineering works;2011;79453.0;;;;;85001.0;104.3
853;Non-financial corporations;Civil engineering works;2012;85001.0;;;;;89748.0;107.6
854;Non-financial corporations;Civil engineering works;2013;89748.0;;;;;93599.0;111.0
855;Non-financial corporations;Civil engineering works;2014;93599.0;;;;;96880.0;114.4
856;Non-financial corporations;Civil engineering works;2015;96880.0;;;;;98873.0;117.9
857;Non-financial corporations;Civil engineering works;2016;98873.0;;;;;102282.0;121.9
858;Non-financial corporations;Cost of ownership transfer on land;1995;;;;;;3039.0;72.3
859;Non-financial corporations;Cost of ownership transfer on land;1996;3039.0;;;;;3417.0;77.6
860;Non-financial corporations;Cost of ownership transfer on land;1997;3417.0;;;;;3739.0;82.4
861;Non-financial corporations;Cost of ownership transfer on land;1998;3739.0;;;;;4278.0;85.9
862;Non-financial corporations;Cost of ownership transfer on land;1999;4278.0;;;;;4631.0;89.3
863;Non-financial corporations;Cost of ownership transfer on land;2000;4631.0;;;;;5164.0;90.7
864;Non-financial corporations;Cost of ownership transfer on land;2001;5164.0;;;;;5672.0;90.8
865;Non-financial corporations;Cost of ownership transfer on land;2002;5672.0;;;;;5709.0;90.5
866;Non-financial corporations;Cost of ownership transfer on land;2003;5709.0;;;;;5766.0;88.5
867;Non-financial corporations;Cost of ownership transfer on land;2004;5766.0;;;;;5951.0;89.5
868;Non-financial corporations;Cost of ownership transfer on land;2005;5951.0;;;;;6263.0;92.8
869;Non-financial corporations;Cost of ownership transfer on land;2006;6263.0;;;;;6699.0;96.7
870;Non-financial corporations;Cost of ownership transfer on land;2007;6699.0;;;;;7156.0;100.7
871;Non-financial corporations;Cost of ownership transfer on land;2008;7156.0;;;;;7285.0;99.6
872;Non-financial corporations;Cost of ownership transfer on land;2009;7285.0;;;;;7318.0;98.4
873;Non-financial corporations;Cost of ownership transfer on land;2010;7318.0;;;;;7449.0;100.0
874;Non-financial corporations;Cost of ownership transfer on land;2011;7449.0;;;;;7018.0;103.8
875;Non-financial corporations;Cost of ownership transfer on land;2012;7018.0;;;;;6177.0;103.0
876;Non-financial corporations;Cost of ownership transfer on land;2013;6177.0;;;;;6075.0;102.0
877;Non-financial corporations;Cost of ownership transfer on land;2014;6075.0;;;;;6428.0;104.5
878;Non-financial corporations;Cost of ownership transfer on land;2015;6428.0;;;;;7110.0;110.5
879;Non-financial corporations;Cost of ownership transfer on land;2016;7110.0;;;;;7612.0;116.8
880;Non-financial corporations;Total transport equipment;1995;;;;;;28007.0;78.2
881;Non-financial corporations;Total transport equipment;1996;28007.0;;;;;28888.0;80.0
882;Non-financial corporations;Total transport equipment;1997;28888.0;;;;;29762.0;82.3
883;Non-financial corporations;Total transport equipment;1998;29762.0;;;;;31747.0;85.9
884;Non-financial corporations;Total transport equipment;1999;31747.0;;;;;33431.0;89.5
885;Non-financial corporations;Total transport equipment;2000;33431.0;;;;;35290.0;92.5
886;Non-financial corporations;Total transport equipment;2001;35290.0;;;;;36011.0;94.0
887;Non-financial corporations;Total transport equipment;2002;36011.0;;;;;36324.0;93.0
888;Non-financial corporations;Total transport equipment;2003;36324.0;;;;;37179.0;94.3
889;Non-financial corporations;Total transport equipment;2004;37179.0;;;;;39626.0;99.5
890;Non-financial corporations;Total transport equipment;2005;39626.0;;;;;39994.0;98.5
891;Non-financial corporations;Total transport equipment;2006;39994.0;;;;;41212.0;100.2
892;Non-financial corporations;Total transport equipment;2007;41212.0;;;;;42245.0;101.1
893;Non-financial corporations;Total transport equipment;2008;42245.0;;;;;43574.0;103.8
894;Non-financial corporations;Total transport equipment;2009;43574.0;;;;;42810.0;101.2
895;Non-financial corporations;Total transport equipment;2010;42810.0;;;;;42335.0;100.0
896;Non-financial corporations;Total transport equipment;2011;42335.0;;;;;44132.0;105.1
897;Non-financial corporations;Total transport equipment;2012;44132.0;;;;;45722.0;107.6
898;Non-financial corporations;Total transport equipment;2013;45722.0;;;;;46366.0;108.7
899;Non-financial corporations;Total transport equipment;2014;46366.0;;;;;46938.0;109.2
900;Non-financial corporations;Total transport equipment;2015;46938.0;;;;;50279.0;115.9
901;Non-financial corporations;Total transport equipment;2016;50279.0;;;;;53139.0;121.1
902;Non-financial corporations;Passenger cars;1995;;;;;;7886.0;52.6
903;Non-financial corporations;Passenger cars;1996;7886.0;;;;;8671.0;57.3
904;Non-financial corporations;Passenger cars;1997;8671.0;;;;;9652.0;64.2
905;Non-financial corporations;Passenger cars;1998;9652.0;;;;;10961.0;72.3
906;Non-financial corporations;Passenger cars;1999;10961.0;;;;;12024.0;79.3
907;Non-financial corporations;Passenger cars;2000;12024.0;;;;;13208.0;84.5
908;Non-financial corporations;Passenger cars;2001;13208.0;;;;;14320.0;90.2
909;Non-financial corporations;Passenger cars;2002;14320.0;;;;;14586.0;91.2
910;Non-financial corporations;Passenger cars;2003;14586.0;;;;;14590.0;90.8
911;Non-financial corporations;Passenger cars;2004;14590.0;;;;;16921.0;104.7
912;Non-financial corporations;Passenger cars;2005;16921.0;;;;;17397.0;106.0
913;Non-financial corporations;Passenger cars;2006;17397.0;;;;;18254.0;109.8
914;Non-financial corporations;Passenger cars;2007;18254.0;;;;;19386.0;115.5
915;Non-financial corporations;Passenger cars;2008;19386.0;;;;;19119.0;116.8
916;Non-financial corporations;Passenger cars;2009;19119.0;;;;;17470.0;107.0
917;Non-financial corporations;Passenger cars;2010;17470.0;;;;;16275.0;100.0
