ID;LandVanUiteindelijkeZeggenschapUCI;KenmerkenBedrijf;HoogstBehaaldOnderwijsniveau;KenmerkenBaanEnWerknemer;Perioden;BanenVanWerknemers_1
975;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Leeftijd: 35 tot 55 jaar;2015;
976;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Leeftijd: 55 jaar of ouder;2008;161.0
977;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Leeftijd: 55 jaar of ouder;2009;156.0
978;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Leeftijd: 55 jaar of ouder;2010;154.0
979;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Leeftijd: 55 jaar of ouder;2011;166.0
980;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Leeftijd: 55 jaar of ouder;2012;168.0
981;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Leeftijd: 55 jaar of ouder;2013;171.0
982;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Leeftijd: 55 jaar of ouder;2014;177.0
983;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Leeftijd: 55 jaar of ouder;2015;
984;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: laag (bij laagste 30 procent);2008;500.0
985;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: laag (bij laagste 30 procent);2009;483.0
986;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: laag (bij laagste 30 procent);2010;473.0
987;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: laag (bij laagste 30 procent);2011;484.0
988;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: laag (bij laagste 30 procent);2012;484.0
989;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: laag (bij laagste 30 procent);2013;488.0
990;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: laag (bij laagste 30 procent);2014;497.0
991;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: laag (bij laagste 30 procent);2015;
992;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: midden;2008;683.0
993;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: midden;2009;643.0
994;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: midden;2010;614.0
995;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: midden;2011;631.0
996;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: midden;2012;615.0
997;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: midden;2013;592.0
998;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: midden;2014;602.0
999;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: midden;2015;
1000;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2008;187.0
1001;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2009;169.0
1002;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2010;159.0
1003;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2011;165.0
1004;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2012;158.0
1005;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2013;155.0
1006;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2014;151.0
1007;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2015;
1008;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Nederlands;2008;1302.0
1009;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Nederlands;2009;1232.0
1010;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Nederlands;2010;1185.0
1011;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Nederlands;2011;1215.0
1012;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Nederlands;2012;1194.0
1013;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Nederlands;2013;1169.0
1014;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Nederlands;2014;1184.0
1015;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Nederlands;2015;
1016;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Belgisch;2008;4.0
1017;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Belgisch;2009;4.0
1018;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Belgisch;2010;3.0
1019;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Belgisch;2011;4.0
1020;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Belgisch;2012;4.0
1021;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Belgisch;2013;3.0
1022;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Belgisch;2014;3.0
1023;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Belgisch;2015;
1024;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Brits;2008;4.0
1025;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Brits;2009;3.0
1026;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Brits;2010;3.0
1027;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Brits;2011;4.0
1028;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Brits;2012;4.0
1029;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Brits;2013;4.0
1030;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Brits;2014;3.0
1031;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Brits;2015;
1032;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Duits;2008;12.0
1033;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Duits;2009;9.0
1034;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Duits;2010;8.0
1035;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Duits;2011;9.0
1036;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Duits;2012;8.0
1037;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Duits;2013;8.0
1038;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Duits;2014;7.0
1039;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Duits;2015;
1040;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Pools;2008;14.0
1041;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Pools;2009;14.0
1042;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Pools;2010;14.0
1043;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Pools;2011;14.0
1044;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Pools;2012;14.0
1045;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Pools;2013;17.0
1046;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Pools;2014;16.0
1047;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Pools;2015;
1048;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Indiaas;2008;
1049;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Indiaas;2009;
1050;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Indiaas;2010;
1051;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Indiaas;2011;
1052;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Indiaas;2012;
1053;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Indiaas;2013;
1054;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Indiaas;2014;
1055;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: Indiaas;2015;
1056;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: overige nationaliteiten;2008;28.0
1057;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: overige nationaliteiten;2009;25.0
1058;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: overige nationaliteiten;2010;25.0
1059;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: overige nationaliteiten;2011;25.0
1060;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: overige nationaliteiten;2012;26.0
1061;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: overige nationaliteiten;2013;27.0
1062;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: overige nationaliteiten;2014;28.0
1063;Totaal binnen- en buitenland;0 tot 50 werknemers;200 Middelbaar onderwijsniveau;Nationaliteit: overige nationaliteiten;2015;
1064;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Totaal;2008;529.0
1065;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Totaal;2009;501.0
1066;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Totaal;2010;510.0
1067;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Totaal;2011;543.0
1068;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Totaal;2012;551.0
1069;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Totaal;2013;556.0
1070;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Totaal;2014;577.0
1071;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Totaal;2015;
1072;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: bepaalde tijd;2008;117.0
1073;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: bepaalde tijd;2009;116.0
1074;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: bepaalde tijd;2010;121.0
1075;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: bepaalde tijd;2011;128.0
1076;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: bepaalde tijd;2012;141.0
1077;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: bepaalde tijd;2013;151.0
1078;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: bepaalde tijd;2014;168.0
1079;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: bepaalde tijd;2015;
1080;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: onbepaalde tijd;2008;328.0
1081;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: onbepaalde tijd;2009;301.0
1082;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: onbepaalde tijd;2010;304.0
1083;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: onbepaalde tijd;2011;317.0
1084;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: onbepaalde tijd;2012;312.0
1085;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: onbepaalde tijd;2013;305.0
1086;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: onbepaalde tijd;2014;307.0
1087;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: onbepaalde tijd;2015;
1088;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: niet van toepassing;2008;86.0
1089;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: niet van toepassing;2009;85.0
1090;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: niet van toepassing;2010;84.0
1091;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: niet van toepassing;2011;99.0
1092;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: niet van toepassing;2012;100.0
1093;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: niet van toepassing;2013;101.0
1094;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: niet van toepassing;2014;103.0
1095;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Contractsoort: niet van toepassing;2015;
1096;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Mannen;2008;314.0
1097;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Mannen;2009;296.0
1098;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Mannen;2010;297.0
1099;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Mannen;2011;317.0
1100;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Mannen;2012;319.0
1101;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Mannen;2013;319.0
1102;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Mannen;2014;328.0
1103;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Mannen;2015;
1104;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Vrouwen;2008;216.0
1105;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Vrouwen;2009;205.0
1106;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Vrouwen;2010;213.0
1107;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Vrouwen;2011;225.0
1108;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Vrouwen;2012;232.0
1109;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Vrouwen;2013;237.0
1110;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Vrouwen;2014;249.0
1111;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Geslacht: Vrouwen;2015;
1112;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 15 tot 35 jaar;2008;199.0
1113;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 15 tot 35 jaar;2009;185.0
1114;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 15 tot 35 jaar;2010;188.0
1115;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 15 tot 35 jaar;2011;195.0
1116;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 15 tot 35 jaar;2012;201.0
1117;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 15 tot 35 jaar;2013;203.0
1118;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 15 tot 35 jaar;2014;213.0
1119;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 15 tot 35 jaar;2015;
1120;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 35 tot 55 jaar;2008;257.0
1121;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 35 tot 55 jaar;2009;246.0
1122;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 35 tot 55 jaar;2010;249.0
1123;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 35 tot 55 jaar;2011;264.0
1124;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 35 tot 55 jaar;2012;265.0
1125;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 35 tot 55 jaar;2013;265.0
1126;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 35 tot 55 jaar;2014;271.0
1127;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 35 tot 55 jaar;2015;
1128;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 55 jaar of ouder;2008;74.0
1129;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 55 jaar of ouder;2009;69.0
1130;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 55 jaar of ouder;2010;72.0
1131;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 55 jaar of ouder;2011;83.0
1132;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 55 jaar of ouder;2012;85.0
1133;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 55 jaar of ouder;2013;88.0
1134;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 55 jaar of ouder;2014;93.0
1135;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Leeftijd: 55 jaar of ouder;2015;
1136;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: laag (bij laagste 30 procent);2008;72.0
1137;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: laag (bij laagste 30 procent);2009;72.0
1138;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: laag (bij laagste 30 procent);2010;74.0
1139;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: laag (bij laagste 30 procent);2011;80.0
1140;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: laag (bij laagste 30 procent);2012;86.0
1141;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: laag (bij laagste 30 procent);2013;90.0
1142;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: laag (bij laagste 30 procent);2014;94.0
1143;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: laag (bij laagste 30 procent);2015;
1144;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: midden;2008;243.0
1145;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: midden;2009;228.0
1146;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: midden;2010;234.0
1147;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: midden;2011;247.0
1148;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: midden;2012;251.0
1149;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: midden;2013;250.0
1150;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: midden;2014;265.0
1151;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: midden;2015;
1152;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2008;215.0
1153;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2009;201.0
1154;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2010;202.0
1155;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2011;216.0
1156;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2012;214.0
1157;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2013;216.0
1158;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2014;218.0
1159;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2015;
1160;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Nederlands;2008;496.0
1161;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Nederlands;2009;470.0
1162;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Nederlands;2010;477.0
1163;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Nederlands;2011;507.0
1164;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Nederlands;2012;516.0
1165;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Nederlands;2013;519.0
1166;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Nederlands;2014;539.0
1167;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Nederlands;2015;
1168;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Belgisch;2008;3.0
1169;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Belgisch;2009;3.0
1170;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Belgisch;2010;3.0
1171;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Belgisch;2011;3.0
1172;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Belgisch;2012;3.0
1173;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Belgisch;2013;3.0
1174;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Belgisch;2014;3.0
1175;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Belgisch;2015;
1176;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Brits;2008;3.0
1177;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Brits;2009;2.0
1178;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Brits;2010;3.0
1179;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Brits;2011;3.0
1180;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Brits;2012;2.0
1181;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Brits;2013;2.0
1182;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Brits;2014;3.0
1183;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Brits;2015;
1184;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Duits;2008;8.0
1185;Totaal binnen- en buitenland;0 tot 50 werknemers;300 Hoog onderwijsniveau;Nationaliteit: Duits;2009;6.0
