ID;Overheidslaag;StandMutatie;Perioden;EMUSaldo_1;VorderingenTotaal_2;TotaalLanglopendeVorderingen_3;EffectenEnDeelnemingen_4;DeelnemInEigenBedrijfsmDiensten_5;OverigeLanglopendeVorderingen_6;TotaalKortlopendeVorderingen_7;RCOpEigenBedrijfsmatigDienst_8;RCOpDerdenNietFinancieleInstell_9;KasEnDaggeldleningTermijndepositoS_10;LiquideMiddelen_11;OverigeKortlopendeVorderingen_12;SchuldenTotaal_13;TotaalLanglopendeSchulden_14;ObligatiesEnMediumTermNotes_15;BelegdeResDoorEigBedrijfsmDienst_16;BelegdeReservesDoorDerden_17;Waarborgsommen_18;OverigeLanglopendeSchulden_19;KortlopendeSchuldenTotaal_20;RCBijEigenBedrijfsmatigeDiensten_21;RCBijDerdenNietFinancieleInstell_22;KasEnDaggeldleningTermijndepositoS_23;OverigeKortlopendeSchulden_24
107;Overheid totaal excl. politieregio's;Mutatie;2003 eindstand*;-1.7;-1.4;-2.6;-0.9;0.0;-1.8;1.2;0.0;-0.1;-0.2;0.9;0.7;-0.1;0.2;-0.1;0.0;0.0;0.0;0.2;-0.3;-0.1;0.2;-0.3;-0.1
108;Overheid totaal excl. politieregio's;Mutatie;2004 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
109;Overheid totaal excl. politieregio's;Mutatie;2004 1e kwartaal*;1.7;1.3;-1.0;-0.4;-0.3;-0.3;2.3;0.0;0.1;-0.1;-0.7;2.9;-0.4;0.4;-0.2;0.1;0.0;0.0;0.6;-0.8;-0.1;-0.2;0.2;-0.7
110;Overheid totaal excl. politieregio's;Mutatie;2004 2e kwartaal*;-0.4;-0.7;-0.7;-0.1;0.0;-0.6;-0.1;0.1;0.1;0.3;0.7;-1.3;-0.3;-0.5;0.0;0.0;0.0;0.0;-0.5;0.2;0.0;0.0;-0.4;0.6
111;Overheid totaal excl. politieregio's;Mutatie;2004 3e kwartaal*;-0.6;-1.3;0.1;0.0;0.0;0.0;-1.4;0.1;0.0;-0.2;-0.3;-1.0;-0.8;0.2;0.0;0.0;0.0;0.0;0.2;-1.0;0.0;0.0;0.2;-1.3
112;Overheid totaal excl. politieregio's;Mutatie;2004 4e kwartaal*;-2.2;-1.0;0.2;0.3;-0.1;0.0;-1.3;-0.3;-0.1;-0.1;-0.2;-0.5;1.2;0.1;0.0;0.0;0.0;0.0;0.1;1.1;0.0;0.3;0.6;0.1
113;Overheid totaal excl. politieregio's;Mutatie;2004 eindstand*;-1.5;-1.8;-1.4;-0.2;-0.4;-0.8;-0.4;0.0;0.1;0.0;-0.5;0.1;-0.3;0.2;-0.3;0.1;0.0;0.0;0.4;-0.5;0.0;0.1;0.6;-1.2
114;Overheid totaal excl. politieregio's;Mutatie;2005 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
115;Overheid totaal excl. politieregio's;Mutatie;2005 1e kwartaal*;2.9;3.6;-0.1;0.0;0.0;-0.1;3.7;0.0;0.0;-0.1;-0.1;3.9;0.6;0.5;0.0;0.0;0.0;0.0;0.5;0.1;0.0;0.1;0.2;-0.2
116;Overheid totaal excl. politieregio's;Mutatie;2005 2e kwartaal*;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.4;1.3;-1.6;0.0;0.6;-0.1;0.0;0.0;0.0;0.6;-0.5;0.0;0.4;-0.1;-0.8
117;Overheid totaal excl. politieregio's;Mutatie;2005 3e kwartaal*;-1.6;-2.7;-0.2;-0.1;-0.1;0.0;-2.5;0.1;-0.1;0.3;-0.5;-2.3;-1.2;-0.2;-0.2;0.0;0.0;0.0;0.0;-1.0;0.1;-0.2;-0.6;-0.3
118;Overheid totaal excl. politieregio's;Mutatie;2005 4e kwartaal*;-3.0;-1.7;-1.0;0.1;-0.1;-1.1;-0.7;0.0;0.1;0.1;-0.7;-0.3;1.2;0.7;0.1;0.0;0.0;0.1;0.5;0.5;0.0;0.1;0.2;0.2
119;Overheid totaal excl. politieregio's;Mutatie;2005 eindstand*;-1.9;-0.8;-1.3;0.0;-0.2;-1.1;0.5;0.1;0.0;0.7;0.0;-0.2;0.8;1.6;-0.1;0.0;0.0;0.1;1.6;-0.8;0.0;0.3;-0.2;-1.0
120;Provincies;Stand;2001 beginstand;;3.5;1.2;0.3;0.0;0.9;2.3;0.0;0.0;1.7;0.1;0.5;2.2;0.9;0.0;0.0;0.0;0.0;0.9;1.3;0.0;0.0;0.3;0.9
121;Provincies;Stand;2001 1e kwartaal;;3.4;1.1;0.2;0.0;0.8;2.3;0.0;0.0;1.6;0.1;0.6;2.0;0.9;0.0;0.0;0.0;0.0;0.8;1.1;0.0;0.1;0.1;1.0
122;Provincies;Stand;2001 2e kwartaal;;3.4;1.0;0.3;0.0;0.8;2.4;0.0;0.0;1.6;0.2;0.7;1.9;0.8;0.0;0.0;0.0;0.0;0.8;1.1;0.0;0.1;0.1;0.9
123;Provincies;Stand;2001 3e kwartaal;;3.3;1.0;0.3;0.0;0.7;2.3;0.0;0.0;1.6;0.1;0.6;1.8;0.8;0.0;0.0;0.0;0.0;0.7;1.0;0.0;0.1;0.1;0.8
124;Provincies;Stand;2001 4e kwartaal;;3.1;0.9;0.3;0.0;0.7;2.2;0.0;0.0;1.5;0.1;0.6;1.8;0.7;0.0;0.0;0.0;0.0;0.7;1.1;0.0;0.1;0.1;0.9
125;Provincies;Stand;2001 eindstand;;3.1;0.9;0.3;0.0;0.7;2.2;0.0;0.0;1.5;0.1;0.6;1.8;0.7;0.0;0.0;0.0;0.0;0.7;1.1;0.0;0.1;0.1;0.9
126;Provincies;Stand;2002 beginstand;;3.2;0.9;0.3;0.0;0.7;2.2;0.0;0.0;1.5;0.1;0.6;1.8;0.7;0.0;0.0;0.0;0.0;0.7;1.1;0.0;0.1;0.1;0.9
127;Provincies;Stand;2002 1e kwartaal;;3.5;1.0;0.3;0.0;0.7;2.5;0.0;0.0;1.3;0.2;1.0;2.0;0.7;0.0;0.0;0.0;0.0;0.6;1.4;0.0;0.1;0.1;1.2
128;Provincies;Stand;2002 2e kwartaal;;3.5;1.0;0.3;0.0;0.7;2.5;0.0;0.0;1.3;0.2;1.0;1.7;0.6;0.0;0.0;0.0;0.0;0.6;1.1;0.0;0.1;0.0;1.0
129;Provincies;Stand;2002 3e kwartaal;;3.4;1.1;0.3;0.0;0.8;2.3;0.0;0.0;1.3;0.2;0.8;1.6;0.7;0.0;0.1;0.0;0.0;0.6;1.0;0.0;0.1;0.0;0.9
130;Provincies;Stand;2002 4e kwartaal;;3.1;1.1;0.3;0.0;0.8;2.0;0.0;0.0;1.2;0.1;0.7;1.7;0.7;0.0;0.1;0.0;0.0;0.6;1.1;0.0;0.1;0.0;1.0
131;Provincies;Stand;2002 eindstand;;3.1;1.1;0.3;0.0;0.8;2.0;0.0;0.0;1.2;0.1;0.7;1.7;0.7;0.0;0.1;0.0;0.0;0.6;1.1;0.0;0.1;0.0;1.0
132;Provincies;Stand;2003 beginstand*;;3.3;1.4;0.5;0.0;0.9;2.0;0.0;0.0;0.3;1.0;0.6;1.7;0.7;0.0;0.1;0.0;0.0;0.6;1.1;0.0;0.1;0.0;1.0
133;Provincies;Stand;2003 1e kwartaal*;;4.0;1.4;0.4;0.0;1.0;2.6;0.0;0.1;0.3;1.0;1.3;1.7;0.7;0.0;0.1;0.0;0.0;0.6;1.1;0.0;0.1;0.0;0.9
134;Provincies;Stand;2003 2e kwartaal*;;4.1;1.3;0.3;0.0;1.1;2.7;0.0;0.0;0.4;1.1;1.3;1.9;0.7;0.0;0.1;0.0;0.0;0.6;1.2;0.0;0.1;0.0;1.1
135;Provincies;Stand;2003 3e kwartaal*;;3.7;1.4;0.2;0.0;1.2;2.3;0.0;0.0;0.3;1.1;0.9;1.8;0.7;0.0;0.1;0.0;0.0;0.6;1.1;0.0;0.1;0.0;0.9
136;Provincies;Stand;2003 4e kwartaal*;;3.6;1.4;0.3;0.0;1.1;2.2;0.0;0.0;0.3;1.2;0.7;1.8;0.6;0.0;0.1;0.0;0.0;0.5;1.2;0.0;0.1;0.1;1.0
137;Provincies;Stand;2003 eindstand*;;3.6;1.4;0.3;0.0;1.1;2.2;0.0;0.0;0.3;1.2;0.7;1.8;0.6;0.0;0.1;0.0;0.0;0.5;1.2;0.0;0.1;0.1;1.0
138;Provincies;Stand;2004 beginstand*;;3.5;1.4;0.2;0.0;1.2;2.1;0.0;0.0;0.8;0.4;0.9;1.6;0.5;0.0;0.0;0.0;0.0;0.5;1.1;0.0;0.1;0.0;1.0
139;Provincies;Stand;2004 1e kwartaal*;;3.7;1.5;0.3;0.0;1.2;2.2;0.0;0.0;0.7;0.3;1.2;1.5;0.6;0.0;0.0;0.0;0.0;0.5;1.0;0.0;0.1;0.0;0.9
140;Provincies;Stand;2004 2e kwartaal*;;3.7;1.6;0.3;0.0;1.4;2.1;0.0;0.0;0.8;0.2;1.1;1.7;0.5;0.0;0.0;0.0;0.0;0.5;1.2;0.0;0.2;0.0;1.0
141;Provincies;Stand;2004 3e kwartaal*;;3.7;1.8;0.3;0.0;1.5;1.9;0.0;0.0;0.8;0.2;0.9;1.5;0.5;0.0;0.0;0.0;0.0;0.5;1.0;0.0;0.1;0.0;0.8
142;Provincies;Stand;2004 4e kwartaal*;;3.7;1.8;0.2;0.0;1.6;1.9;0.0;0.0;0.8;0.2;0.9;1.6;0.5;0.0;0.0;0.0;0.0;0.5;1.1;0.0;0.2;0.0;0.9
143;Provincies;Stand;2004 eindstand*;;3.7;1.8;0.2;0.0;1.6;1.9;0.0;0.0;0.8;0.2;0.9;1.6;0.5;0.0;0.0;0.0;0.0;0.5;1.1;0.0;0.2;0.0;0.9
144;Provincies;Stand;2005 beginstand*;;3.7;1.8;0.2;0.0;1.6;1.9;0.0;0.0;0.8;0.2;0.9;1.6;0.5;0.0;0.0;0.0;0.0;0.5;1.1;0.0;0.2;0.0;0.9
145;Provincies;Stand;2005 1e kwartaal*;;3.9;1.8;0.2;0.0;1.6;2.1;0.0;0.0;0.7;0.2;1.2;1.6;0.5;0.0;0.0;0.0;0.0;0.5;1.1;0.0;0.2;0.0;1.0
146;Provincies;Stand;2005 2e kwartaal*;;4.0;1.8;0.2;0.0;1.6;2.2;0.0;0.0;0.9;0.3;1.1;1.5;0.4;0.0;0.0;0.0;0.0;0.4;1.1;0.0;0.2;0.0;1.0
147;Provincies;Stand;2005 3e kwartaal*;;4.1;1.9;0.2;0.0;1.6;2.3;0.0;0.0;1.0;0.3;1.0;1.6;0.4;0.0;0.0;0.0;0.0;0.4;1.1;0.0;0.2;0.0;0.9
148;Provincies;Stand;2005 4e kwartaal*;;4.3;1.8;0.2;0.0;1.6;2.5;0.0;0.0;1.1;0.4;1.0;1.9;0.5;0.0;0.0;0.0;0.0;0.5;1.4;0.0;0.2;0.0;1.2
149;Provincies;Stand;2005 eindstand*;;4.3;1.8;0.2;0.0;1.6;2.5;0.0;0.0;1.1;0.4;1.0;1.9;0.5;0.0;0.0;0.0;0.0;0.5;1.4;0.0;0.2;0.0;1.2
150;Provincies;Mutatie;2001 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
151;Provincies;Mutatie;2001 1e kwartaal;0.1;-0.1;-0.1;0.0;0.0;-0.1;-0.1;0.0;0.0;-0.1;0.0;0.1;-0.2;-0.1;0.0;0.0;0.0;0.0;-0.1;-0.2;0.0;0.0;-0.2;0.0
152;Provincies;Mutatie;2001 2e kwartaal;0.2;0.1;-0.1;0.0;0.0;-0.1;0.2;0.0;0.0;0.0;0.1;0.0;-0.1;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1
153;Provincies;Mutatie;2001 3e kwartaal;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;-0.1
154;Provincies;Mutatie;2001 4e kwartaal;-0.2;-0.2;0.0;0.0;0.0;-0.1;-0.1;0.0;0.0;0.0;0.0;0.0;0.1;-0.1;0.0;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;0.0;0.1
155;Provincies;Mutatie;2001 eindstand;0.0;-0.4;-0.2;0.0;0.0;-0.2;-0.1;0.0;0.0;-0.1;0.0;0.0;-0.4;-0.2;0.0;0.0;0.0;0.0;-0.2;-0.2;0.0;0.0;-0.3;0.0
156;Provincies;Mutatie;2002 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
157;Provincies;Mutatie;2002 1e kwartaal;0.1;0.3;0.0;0.0;0.0;0.0;0.3;0.0;0.0;-0.2;0.0;0.4;0.2;-0.1;0.0;0.0;0.0;0.0;-0.1;0.2;0.0;0.0;0.0;0.2
158;Provincies;Mutatie;2002 2e kwartaal;0.3;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;-0.3;0.0;0.0;0.0;0.0;0.0;0.0;-0.3;0.0;0.0;-0.1;-0.2
159;Provincies;Mutatie;2002 3e kwartaal;0.0;-0.1;0.1;0.0;0.0;0.1;-0.2;0.0;0.0;0.0;0.0;-0.2;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;-0.1
160;Provincies;Mutatie;2002 4e kwartaal;-0.4;-0.3;0.0;0.0;0.0;0.0;-0.3;0.0;0.0;-0.1;0.0;-0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1
161;Provincies;Mutatie;2002 eindstand;0.0;-0.1;0.2;0.0;0.0;0.2;-0.2;0.0;0.0;-0.3;0.0;0.1;-0.1;0.0;0.0;0.0;0.0;0.0;-0.1;-0.1;0.0;0.0;-0.1;0.0
162;Provincies;Mutatie;2003 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
163;Provincies;Mutatie;2003 1e kwartaal*;0.7;0.7;0.0;-0.1;0.0;0.1;0.7;0.0;0.0;0.0;-0.1;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
164;Provincies;Mutatie;2003 2e kwartaal*;-0.1;0.1;0.0;-0.1;0.0;0.1;0.1;0.0;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2
165;Provincies;Mutatie;2003 3e kwartaal*;-0.3;-0.4;0.0;-0.1;0.0;0.1;-0.4;0.0;0.0;-0.1;0.0;-0.4;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;-0.2
166;Provincies;Mutatie;2003 4e kwartaal*;-0.1;-0.1;0.0;0.1;0.0;-0.1;-0.1;0.0;0.0;-0.1;0.1;-0.2;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;0.0;0.1
167;Provincies;Mutatie;2003 eindstand*;0.1;0.2;0.0;-0.2;0.0;0.2;0.2;0.0;0.0;-0.1;0.2;0.1;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;0.0;0.1
168;Provincies;Mutatie;2004 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
169;Provincies;Mutatie;2004 1e kwartaal*;0.3;0.2;0.1;0.0;0.0;0.0;0.1;0.0;0.0;-0.1;-0.1;0.3;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;-0.1
170;Provincies;Mutatie;2004 2e kwartaal*;-0.1;0.0;0.2;0.0;0.0;0.2;-0.1;0.0;0.0;0.0;-0.1;-0.1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.1;0.0;0.1
171;Provincies;Mutatie;2004 3e kwartaal*;0.2;0.0;0.1;0.0;0.0;0.1;-0.2;0.0;0.0;0.0;0.0;-0.2;-0.3;-0.1;0.0;0.0;0.0;0.0;-0.1;-0.2;0.0;0.0;0.0;-0.2
172;Provincies;Mutatie;2004 4e kwartaal*;-0.1;0.0;0.0;-0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1
173;Provincies;Mutatie;2004 eindstand*;0.2;0.2;0.4;0.0;0.0;0.4;-0.2;0.0;0.0;0.0;-0.2;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
174;Provincies;Mutatie;2005 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
175;Provincies;Mutatie;2005 1e kwartaal*;0.2;0.3;0.1;0.0;0.0;0.0;0.2;0.0;0.0;-0.1;-0.1;0.3;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0
176;Provincies;Mutatie;2005 2e kwartaal*;0.2;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.2;0.1;-0.2;-0.1;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0
177;Provincies;Mutatie;2005 3e kwartaal*;0.1;0.1;0.1;0.0;0.0;0.1;0.1;0.0;0.0;0.1;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;-0.1
178;Provincies;Mutatie;2005 4e kwartaal*;-0.2;0.2;-0.1;0.0;0.0;-0.1;0.3;0.0;0.0;0.1;0.1;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.3
179;Provincies;Mutatie;2005 eindstand*;0.2;0.7;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.3;0.2;0.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.2;0.0;0.1
180;Gemeenten totaal;Stand;2001 beginstand;;34.8;24.4;1.5;3.5;19.5;10.3;0.1;0.2;2.1;1.6;6.4;39.1;28.7;1.1;0.7;0.1;0.1;26.7;10.4;0.1;0.1;1.9;8.4
181;Gemeenten totaal;Stand;2001 1e kwartaal;;35.7;24.1;1.6;3.4;19.1;11.6;0.2;0.1;1.1;1.3;9.0;38.9;28.4;1.2;0.7;0.2;0.1;26.2;10.6;0.1;0.1;1.3;9.1
182;Gemeenten totaal;Stand;2001 2e kwartaal;;35.9;24.1;1.6;3.4;19.1;11.8;0.4;0.1;1.4;1.3;8.7;39.2;28.5;1.3;0.7;0.2;0.1;26.2;10.7;0.0;0.1;1.7;8.9
183;Gemeenten totaal;Stand;2001 3e kwartaal;;35.3;24.0;1.7;3.6;18.7;11.2;0.4;0.1;1.4;1.4;8.0;39.2;28.2;1.3;0.7;0.2;0.3;25.8;11.0;0.1;0.1;2.0;8.8
184;Gemeenten totaal;Stand;2001 4e kwartaal;;34.4;23.6;1.6;3.7;18.3;10.8;0.2;0.0;1.4;1.5;7.6;39.5;28.0;1.3;0.6;0.2;0.1;25.8;11.5;0.3;0.1;2.0;9.2
185;Gemeenten totaal;Stand;2001 eindstand;;34.4;23.6;1.6;3.7;18.3;10.8;0.2;0.0;1.4;1.5;7.6;39.5;28.0;1.3;0.6;0.2;0.1;25.8;11.5;0.3;0.1;2.0;9.2
186;Gemeenten totaal;Stand;2002 beginstand;;34.5;24.0;1.8;3.7;18.4;10.5;0.0;0.2;1.5;1.5;7.4;39.5;28.3;1.3;0.6;0.2;0.1;26.1;11.2;0.3;0.1;2.1;8.8
187;Gemeenten totaal;Stand;2002 1e kwartaal;;37.3;23.4;1.7;3.6;18.1;13.9;0.2;0.1;1.2;1.4;11.0;41.1;28.7;1.3;0.8;0.2;0.1;26.2;12.4;0.3;0.1;2.6;9.5
188;Gemeenten totaal;Stand;2002 2e kwartaal;;37.5;23.6;1.7;4.0;17.9;13.8;0.2;0.1;1.3;1.5;10.8;41.1;28.5;1.3;0.8;0.2;0.1;26.0;12.6;0.3;0.2;2.6;9.6
189;Gemeenten totaal;Stand;2002 3e kwartaal;;35.3;23.2;1.7;3.9;17.6;12.1;0.1;0.1;1.2;1.4;9.4;40.1;28.1;1.3;0.8;0.2;0.1;25.7;12.0;0.4;0.1;2.6;8.9
190;Gemeenten totaal;Stand;2002 4e kwartaal;;33.3;22.3;1.6;3.7;17.1;11.0;0.0;0.2;1.0;1.4;8.3;40.6;28.1;1.2;0.8;0.3;0.1;25.7;12.5;0.2;0.1;3.0;9.3
191;Gemeenten totaal;Stand;2002 eindstand;;33.3;22.3;1.6;3.7;17.1;11.0;0.0;0.2;1.0;1.4;8.3;40.6;28.1;1.2;0.8;0.3;0.1;25.7;12.5;0.2;0.1;3.0;9.3
192;Gemeenten totaal;Stand;2003 beginstand*;;33.5;22.4;1.7;3.6;17.1;11.1;0.0;0.2;0.6;2.3;8.0;40.2;28.0;1.2;0.8;0.2;0.1;25.6;12.2;0.2;0.1;3.2;8.8
193;Gemeenten totaal;Stand;2003 1e kwartaal*;;35.8;21.3;1.6;3.5;16.2;14.5;0.0;0.2;0.7;2.6;11.0;41.2;28.5;1.2;0.8;0.2;0.1;26.2;12.7;0.1;0.1;3.2;9.3
194;Gemeenten totaal;Stand;2003 2e kwartaal*;;36.5;21.5;1.4;3.9;16.2;15.0;0.1;0.2;0.5;2.8;11.5;42.1;28.7;1.2;1.0;0.2;0.1;26.2;13.3;0.1;0.2;3.2;9.9
195;Gemeenten totaal;Stand;2003 3e kwartaal*;;35.1;20.9;1.2;3.9;15.8;14.2;0.4;0.2;0.3;3.1;10.3;41.7;28.3;1.2;1.0;0.2;0.1;25.8;13.3;0.2;0.3;3.4;9.5
196;Gemeenten totaal;Stand;2003 4e kwartaal*;;32.1;20.0;1.2;3.6;15.2;12.0;0.0;0.1;0.3;3.0;8.6;40.1;28.3;1.2;0.8;0.2;0.1;26.0;11.8;0.1;0.2;2.9;8.5
197;Gemeenten totaal;Stand;2003 eindstand*;;32.1;20.0;1.2;3.6;15.2;12.0;0.0;0.1;0.3;3.0;8.6;40.1;28.3;1.2;0.8;0.2;0.1;26.0;11.8;0.1;0.2;2.9;8.5
198;Gemeenten totaal;Stand;2004 beginstand*;;34.4;21.2;2.1;1.9;17.2;13.1;0.0;0.0;0.6;2.5;10.0;41.8;28.6;1.0;0.8;0.1;0.1;26.6;13.2;0.1;0.2;3.4;9.5
199;Gemeenten totaal;Stand;2004 1e kwartaal*;;35.3;20.3;1.8;1.5;17.0;15.0;0.1;0.1;0.6;2.1;12.2;41.6;29.0;0.8;0.9;0.1;0.1;27.2;12.6;0.0;0.0;3.6;8.9
200;Gemeenten totaal;Stand;2004 2e kwartaal*;;34.4;19.4;1.7;1.5;16.2;15.0;0.2;0.1;0.8;2.7;11.2;41.3;28.6;0.8;0.9;0.2;0.1;26.8;12.7;0.0;0.0;3.2;9.5
201;Gemeenten totaal;Stand;2004 3e kwartaal*;;33.1;19.4;1.7;1.5;16.2;13.7;0.3;0.1;0.8;2.4;10.2;41.1;29.1;0.8;0.9;0.2;0.1;27.2;12.0;0.1;0.0;3.5;8.5
202;Gemeenten totaal;Stand;2004 4e kwartaal*;;32.5;19.6;2.1;1.4;16.1;12.9;0.0;0.1;0.7;2.2;10.0;41.8;28.8;0.7;0.9;0.1;0.1;26.9;13.0;0.1;0.2;4.1;8.6
203;Gemeenten totaal;Stand;2004 eindstand*;;32.5;19.6;2.1;1.4;16.1;12.9;0.0;0.1;0.7;2.2;10.0;41.8;28.8;0.7;0.9;0.1;0.1;26.9;13.0;0.1;0.2;4.1;8.6
204;Gemeenten totaal;Stand;2005 beginstand*;;32.5;19.6;2.1;1.4;16.1;12.9;0.0;0.1;0.7;2.2;10.0;41.8;28.8;0.7;0.9;0.1;0.1;26.9;13.0;0.1;0.2;4.1;8.6
205;Gemeenten totaal;Stand;2005 1e kwartaal*;;35.3;19.4;2.1;1.4;15.9;15.9;0.0;0.1;0.6;2.1;13.0;42.3;29.2;0.8;0.9;0.1;0.1;27.3;13.0;0.1;0.3;4.2;8.4
206;Gemeenten totaal;Stand;2005 2e kwartaal*;;35.3;19.5;2.1;1.4;16.0;15.9;-0.1;0.1;0.9;3.2;11.8;42.3;29.8;0.7;0.9;0.2;0.1;27.9;12.5;0.1;0.6;4.1;7.7
207;Gemeenten totaal;Stand;2005 3e kwartaal*;;32.8;19.2;2.0;1.3;15.9;13.6;0.1;-0.1;1.0;2.7;9.9;41.2;29.5;0.5;0.9;0.1;0.1;27.9;11.7;0.2;0.3;3.6;7.6
208;Gemeenten totaal;Stand;2005 4e kwartaal*;;31.0;18.2;2.1;1.2;14.8;12.9;0.1;0.1;1.1;2.1;9.6;41.9;29.9;0.7;0.9;0.1;0.1;28.1;12.0;0.1;0.4;3.8;7.7
209;Gemeenten totaal;Stand;2005 eindstand*;;31.0;18.2;2.1;1.2;14.8;12.9;0.1;0.1;1.1;2.1;9.6;41.9;29.9;0.7;0.9;0.1;0.1;28.1;12.0;0.1;0.4;3.8;7.7
210;Gemeenten totaal;Mutatie;2001 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
211;Gemeenten totaal;Mutatie;2001 1e kwartaal;1.1;0.9;-0.4;0.0;-0.1;-0.3;1.3;0.1;0.0;-1.0;-0.3;2.6;-0.2;-0.3;0.1;0.0;0.0;0.0;-0.5;0.2;0.0;0.0;-0.5;0.8
212;Gemeenten totaal;Mutatie;2001 2e kwartaal;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.2;-0.1;0.3;0.1;-0.3;0.2;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.4;-0.2
213;Gemeenten totaal;Mutatie;2001 3e kwartaal;-0.7;-0.6;-0.1;0.1;0.2;-0.4;-0.6;0.0;0.0;0.0;0.1;-0.6;0.1;-0.3;0.0;0.0;0.0;0.2;-0.4;0.3;0.1;0.0;0.4;-0.1
214;Gemeenten totaal;Mutatie;2001 4e kwartaal;-1.2;-0.9;-0.5;0.0;0.0;-0.5;-0.5;-0.2;0.0;0.1;0.1;-0.4;0.3;-0.2;0.0;-0.1;0.0;-0.1;0.1;0.5;0.1;0.0;-0.1;0.4
215;Gemeenten totaal;Mutatie;2001 eindstand;-0.8;-0.4;-0.9;0.1;0.2;-1.2;0.5;0.1;-0.1;-0.7;0.0;1.2;0.4;-0.7;0.2;-0.1;0.1;0.0;-0.8;1.1;0.2;0.0;0.1;0.8
216;Gemeenten totaal;Mutatie;2002 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
217;Gemeenten totaal;Mutatie;2002 1e kwartaal;1.3;2.8;-0.6;-0.2;-0.1;-0.3;3.4;0.2;-0.1;-0.3;0.0;3.7;1.5;0.3;0.0;0.2;0.0;0.0;0.1;1.2;0.0;0.0;0.5;0.7
218;Gemeenten totaal;Mutatie;2002 2e kwartaal;0.1;0.2;0.3;0.0;0.4;-0.2;-0.1;0.0;0.0;0.1;0.0;-0.3;0.0;-0.2;0.0;0.0;0.0;0.0;-0.1;0.2;0.0;0.1;0.0;0.1
219;Gemeenten totaal;Mutatie;2002 3e kwartaal;-1.2;-2.2;-0.4;0.0;-0.2;-0.3;-1.7;-0.1;0.0;-0.1;-0.1;-1.4;-1.0;-0.4;0.0;0.0;0.0;0.0;-0.4;-0.6;0.1;-0.1;0.1;-0.7
220;Gemeenten totaal;Mutatie;2002 4e kwartaal;-2.5;-2.0;-0.9;-0.1;-0.2;-0.6;-1.2;0.0;0.1;-0.2;0.0;-1.0;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.5;-0.2;0.0;0.3;0.3
221;Gemeenten totaal;Mutatie;2002 eindstand;-2.3;-1.2;-1.6;-0.2;0.0;-1.4;0.4;0.0;0.0;-0.5;-0.1;1.0;1.1;-0.2;-0.1;0.2;0.1;0.0;-0.4;1.3;-0.1;0.0;0.9;0.4
222;Gemeenten totaal;Mutatie;2003 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
