ID;Geslacht;OnderwijssoortInDetail;Leerjaar;Herkomstland;GeboortelandOuders;Perioden;AantalLeerlingen_1
1173;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2022/'23;2040.0
1174;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2023/'24;2070.0
1175;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren in NL, ouder(s) buiten NL;2024/'25;1880.0
1176;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2011/'12;780.0
1177;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2012/'13;640.0
1178;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2013/'14;550.0
1179;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2014/'15;460.0
1180;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2015/'16;330.0
1181;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2016/'17;340.0
1182;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2017/'18;430.0
1183;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2018/'19;470.0
1184;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2019/20;530.0
1185;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2020/'21;510.0
1186;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2021/'22;580.0
1187;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2022/'23;680.0
1188;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2023/'24;660.0
1189;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Nederlandse Cariben;Geboren buiten Nederland;2024/'25;690.0
1190;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2011/'12;1200.0
1191;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2012/'13;1200.0
1192;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2013/'14;1070.0
1193;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2014/'15;1060.0
1194;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2015/'16;1030.0
1195;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2016/'17;1020.0
1196;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2017/'18;960.0
1197;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2018/'19;890.0
1198;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2019/20;940.0
1199;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2020/'21;870.0
1200;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2021/'22;860.0
1201;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2022/'23;910.0
1202;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2023/'24;920.0
1203;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Totaal;2024/'25;840.0
1204;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2011/'12;1110.0
1205;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2012/'13;1130.0
1206;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2013/'14;990.0
1207;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2014/'15;950.0
1208;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2015/'16;950.0
1209;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2016/'17;930.0
1210;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2017/'18;870.0
1211;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2018/'19;810.0
1212;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2019/20;840.0
1213;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2020/'21;780.0
1214;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2021/'22;760.0
1215;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2022/'23;800.0
1216;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2023/'24;800.0
1217;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in Nederland;2024/'25;730.0
1218;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2011/'12;
1219;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2012/'13;
1220;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2013/'14;
1221;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2014/'15;
1222;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2015/'16;
1223;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2016/'17;
1224;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2017/'18;
1225;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2018/'19;
1226;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2019/20;
1227;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2020/'21;
1228;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2021/'22;
1229;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2022/'23;
1230;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2023/'24;
1231;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouders in NL;2024/'25;
1232;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2011/'12;1110.0
1233;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2012/'13;1130.0
1234;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2013/'14;990.0
1235;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2014/'15;950.0
1236;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2015/'16;950.0
1237;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2016/'17;930.0
1238;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2017/'18;870.0
1239;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2018/'19;810.0
1240;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2019/20;840.0
1241;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2020/'21;780.0
1242;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2021/'22;760.0
1243;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2022/'23;800.0
1244;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2023/'24;800.0
1245;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren in NL, ouder(s) buiten NL;2024/'25;730.0
1246;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2011/'12;90.0
1247;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2012/'13;80.0
1248;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2013/'14;80.0
1249;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2014/'15;110.0
1250;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2015/'16;80.0
1251;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2016/'17;90.0
1252;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2017/'18;90.0
1253;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2018/'19;80.0
1254;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2019/20;100.0
1255;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2020/'21;90.0
1256;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2021/'22;100.0
1257;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2022/'23;100.0
1258;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2023/'24;120.0
1259;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Indonesië;Geboren buiten Nederland;2024/'25;110.0
1260;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2011/'12;15480.0
1261;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2012/'13;15850.0
1262;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2013/'14;16840.0
1263;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2014/'15;18010.0
1264;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2015/'16;20080.0
1265;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2016/'17;23620.0
1266;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2017/'18;24240.0
1267;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2018/'19;24430.0
1268;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2019/20;24070.0
1269;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2020/'21;24220.0
1270;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2021/'22;25300.0
1271;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2022/'23;28240.0
1272;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2023/'24;31500.0
1273;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Totaal;2024/'25;31130.0
1274;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2011/'12;9620.0
1275;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2012/'13;10080.0
1276;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2013/'14;10910.0
1277;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2014/'15;11160.0
1278;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2015/'16;11060.0
1279;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2016/'17;11340.0
1280;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2017/'18;11160.0
1281;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2018/'19;11230.0
1282;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2019/20;11220.0
1283;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2020/'21;11600.0
1284;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2021/'22;11710.0
1285;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2022/'23;11890.0
1286;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2023/'24;12630.0
1287;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in Nederland;2024/'25;12620.0
1288;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2011/'12;
1289;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2012/'13;
1290;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2013/'14;
1291;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2014/'15;
1292;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2015/'16;
1293;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2016/'17;
1294;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2017/'18;
1295;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2018/'19;
1296;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2019/20;
1297;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2020/'21;
1298;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2021/'22;
1299;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2022/'23;
1300;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2023/'24;
1301;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouders in NL;2024/'25;
1302;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2011/'12;9620.0
1303;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2012/'13;10080.0
1304;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2013/'14;10910.0
1305;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2014/'15;11160.0
1306;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2015/'16;11060.0
1307;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2016/'17;11340.0
1308;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2017/'18;11160.0
1309;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2018/'19;11230.0
1310;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2019/20;11220.0
1311;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2020/'21;11600.0
1312;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2021/'22;11710.0
1313;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2022/'23;11890.0
1314;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2023/'24;12630.0
1315;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren in NL, ouder(s) buiten NL;2024/'25;12620.0
1316;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2011/'12;5860.0
1317;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2012/'13;5780.0
1318;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2013/'14;5930.0
1319;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2014/'15;6850.0
1320;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2015/'16;9020.0
1321;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2016/'17;12280.0
1322;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2017/'18;13090.0
1323;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2018/'19;13200.0
1324;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2019/20;12850.0
1325;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2020/'21;12630.0
1326;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2021/'22;13590.0
1327;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2022/'23;16350.0
1328;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2023/'24;18880.0
1329;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Buiten Europa (excl. 5 grote herkomst...;Geboren buiten Nederland;2024/'25;18500.0
1330;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2011/'12;1340.0
1331;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2012/'13;1050.0
1332;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2013/'14;840.0
1333;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2014/'15;1300.0
1334;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2015/'16;1750.0
1335;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2016/'17;1390.0
1336;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2017/'18;940.0
1337;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2018/'19;900.0
1338;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2019/20;850.0
1339;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2020/'21;670.0
1340;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2021/'22;700.0
1341;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2022/'23;1290.0
1342;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2023/'24;2220.0
1343;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Totaal;2024/'25;5720.0
1344;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Geboren in Nederland;2011/'12;0.0
1345;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Geboren in Nederland;2012/'13;0.0
1346;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Geboren in Nederland;2013/'14;0.0
1347;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Geboren in Nederland;2014/'15;0.0
1348;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Geboren in Nederland;2015/'16;0.0
1349;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Geboren in Nederland;2016/'17;0.0
1350;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Geboren in Nederland;2017/'18;0.0
1351;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Geboren in Nederland;2018/'19;0.0
1352;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Geboren in Nederland;2019/20;0.0
1353;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Geboren in Nederland;2020/'21;0.0
1354;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Geboren in Nederland;2021/'22;0.0
1355;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Leerjaar 1;Onbekend herkomstland;Geboren in Nederland;2022/'23;0.0
