ID;Geslacht;Geboorteland;PlaatsInHetGezin;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;EmigratieExclusiefAdministratieveC_3;MigratiesaldoInclusiefAdministratie_4;MigratiesaldoExclusiefAdministratie_5;AdministratieveOpnemingen_6;AdministratieveAfvoeringen_7;SaldoAdministratieveCorrecties_8
1960;Mannen en vrouwen;Antigua en Barbuda;Personen in eenoudergezin met moeder;2005;0;0;0;0;0;0;0;0
1961;Mannen en vrouwen;Antigua en Barbuda;Personen in eenoudergezin met moeder;2006;0;0;0;0;0;0;0;0
1962;Mannen en vrouwen;Antigua en Barbuda;Personen in eenoudergezin met moeder;2007;0;0;0;0;0;0;0;0
1963;Mannen en vrouwen;Antigua en Barbuda;Personen in eenoudergezin met moeder;2008;0;0;0;0;0;0;0;0
1964;Mannen en vrouwen;Antigua en Barbuda;Personen in eenoudergezin met moeder;2009;1;0;0;1;1;0;0;0
1965;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;1995;0;0;0;0;0;0;0;0
1966;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;1996;0;0;0;0;0;0;0;0
1967;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;1997;0;0;0;0;0;0;0;0
1968;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;1998;0;0;0;0;0;0;0;0
1969;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;1999;0;0;0;0;0;0;0;0
1970;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;2000;0;0;0;0;0;0;0;0
1971;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;2001;0;0;0;0;0;0;0;0
1972;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;2002;0;0;0;0;0;0;0;0
1973;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;2003;0;0;0;0;0;0;0;0
1974;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;2004;0;0;0;0;0;0;0;0
1975;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;2005;0;0;0;0;0;0;0;0
1976;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;2006;0;0;0;0;0;0;0;0
1977;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;2007;0;0;0;0;0;0;0;0
1978;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;2008;0;0;0;0;0;0;0;0
1979;Mannen en vrouwen;Antigua en Barbuda;Personen in samenwonend paar met kin...;2009;0;0;0;0;0;0;0;0
1980;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;1995;1;-1;0;2;1;1;0;1
1981;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;1996;2;1;1;1;1;0;0;0
1982;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;1997;0;0;0;0;0;0;0;0
1983;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;1998;3;0;0;3;3;0;0;0
1984;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;1999;2;1;1;1;1;0;0;0
1985;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;2000;0;0;0;0;0;0;0;0
1986;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;2001;2;3;3;-1;-1;0;0;0
1987;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;2002;6;1;1;5;5;0;0;0
1988;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;2003;2;0;0;2;2;0;0;0
1989;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;2004;1;0;0;1;1;0;0;0
1990;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;2005;2;0;0;2;2;0;0;0
1991;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;2006;2;2;1;0;1;0;1;-1
1992;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;2007;2;1;1;1;1;0;0;0
1993;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;2008;3;3;3;0;0;0;0;0
1994;Mannen en vrouwen;Antigua en Barbuda;Alleengaanden;2009;0;2;1;-2;-1;0;1;-1
1995;Mannen en vrouwen;Argentinië;Totaal personen;1995;117;116;78;1;39;5;43;-38
1996;Mannen en vrouwen;Argentinië;Totaal personen;1996;144;118;67;26;77;4;55;-51
1997;Mannen en vrouwen;Argentinië;Totaal personen;1997;155;108;76;47;79;7;39;-32
1998;Mannen en vrouwen;Argentinië;Totaal personen;1998;158;111;71;47;87;7;47;-40
1999;Mannen en vrouwen;Argentinië;Totaal personen;1999;145;116;86;29;59;5;35;-30
2000;Mannen en vrouwen;Argentinië;Totaal personen;2000;198;77;56;121;142;6;27;-21
2001;Mannen en vrouwen;Argentinië;Totaal personen;2001;280;98;69;182;211;9;38;-29
2002;Mannen en vrouwen;Argentinië;Totaal personen;2002;319;102;71;217;248;7;38;-31
2003;Mannen en vrouwen;Argentinië;Totaal personen;2003;273;143;81;130;192;7;69;-62
2004;Mannen en vrouwen;Argentinië;Totaal personen;2004;226;172;118;54;108;6;60;-54
2005;Mannen en vrouwen;Argentinië;Totaal personen;2005;168;184;123;-16;45;15;76;-61
2006;Mannen en vrouwen;Argentinië;Totaal personen;2006;214;250;165;-36;49;14;99;-85
2007;Mannen en vrouwen;Argentinië;Totaal personen;2007;206;222;163;-16;43;15;74;-59
2008;Mannen en vrouwen;Argentinië;Totaal personen;2008;302;200;127;102;175;9;82;-73
2009;Mannen en vrouwen;Argentinië;Totaal personen;2009;274;163;109;111;165;15;69;-54
2010;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;1995;37;48;37;-11;0;0;11;-11
2011;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;1996;16;48;35;-32;-19;0;13;-13
2012;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;1997;30;52;42;-22;-12;0;10;-10
2013;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;1998;21;39;32;-18;-11;0;7;-7
2014;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;1999;18;48;43;-30;-25;1;6;-5
2015;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;2000;31;25;20;6;11;0;5;-5
2016;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;2001;73;28;24;45;49;1;5;-4
2017;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;2002;62;30;24;32;38;0;6;-6
2018;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;2003;43;48;32;-5;11;0;16;-16
2019;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;2004;35;63;56;-28;-21;0;7;-7
2020;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;2005;16;72;54;-56;-38;1;19;-18
2021;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;2006;37;97;81;-60;-44;0;16;-16
2022;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;2007;30;77;71;-47;-41;0;6;-6
2023;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;2008;45;44;43;1;2;0;1;-1
2024;Mannen en vrouwen;Argentinië;Totaal in gezinsverband;2009;20;31;27;-11;-7;4;8;-4
2025;Mannen en vrouwen;Argentinië;Personen in echtpaar;1995;15;43;34;-28;-19;0;9;-9
2026;Mannen en vrouwen;Argentinië;Personen in echtpaar;1996;13;39;29;-26;-16;0;10;-10
2027;Mannen en vrouwen;Argentinië;Personen in echtpaar;1997;20;34;26;-14;-6;0;8;-8
2028;Mannen en vrouwen;Argentinië;Personen in echtpaar;1998;14;34;29;-20;-15;0;5;-5
2029;Mannen en vrouwen;Argentinië;Personen in echtpaar;1999;9;37;33;-28;-24;1;5;-4
2030;Mannen en vrouwen;Argentinië;Personen in echtpaar;2000;13;19;15;-6;-2;0;4;-4
2031;Mannen en vrouwen;Argentinië;Personen in echtpaar;2001;39;24;21;15;18;1;4;-3
2032;Mannen en vrouwen;Argentinië;Personen in echtpaar;2002;18;26;20;-8;-2;0;6;-6
2033;Mannen en vrouwen;Argentinië;Personen in echtpaar;2003;25;34;22;-9;3;0;12;-12
2034;Mannen en vrouwen;Argentinië;Personen in echtpaar;2004;15;50;46;-35;-31;0;4;-4
2035;Mannen en vrouwen;Argentinië;Personen in echtpaar;2005;4;52;44;-48;-40;1;9;-8
2036;Mannen en vrouwen;Argentinië;Personen in echtpaar;2006;11;69;56;-58;-45;0;13;-13
2037;Mannen en vrouwen;Argentinië;Personen in echtpaar;2007;19;65;62;-46;-43;0;3;-3
2038;Mannen en vrouwen;Argentinië;Personen in echtpaar;2008;25;36;35;-11;-10;0;1;-1
2039;Mannen en vrouwen;Argentinië;Personen in echtpaar;2009;10;30;26;-20;-16;1;5;-4
2040;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;1995;2;0;0;2;2;0;0;0
2041;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;1996;2;0;0;2;2;0;0;0
2042;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;1997;0;4;4;-4;-4;0;0;0
2043;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;1998;0;2;2;-2;-2;0;0;0
2044;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;1999;0;0;0;0;0;0;0;0
2045;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;2000;1;0;0;1;1;0;0;0
2046;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;2001;8;0;0;8;8;0;0;0
2047;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;2002;4;0;0;4;4;0;0;0
2048;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;2003;0;2;2;-2;-2;0;0;0
2049;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;2004;1;3;3;-2;-2;0;0;0
2050;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;2005;3;0;0;3;3;0;0;0
2051;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;2006;0;4;4;-4;-4;0;0;0
2052;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;2007;0;1;1;-1;-1;0;0;0
2053;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;2008;1;0;0;1;1;0;0;0
2054;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met vader;2009;3;0;0;3;3;0;0;0
2055;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;1995;13;5;3;8;10;0;2;-2
2056;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;1996;1;9;6;-8;-5;0;3;-3
2057;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;1997;4;14;12;-10;-8;0;2;-2
2058;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;1998;6;3;1;3;5;0;2;-2
2059;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;1999;8;6;5;2;3;0;1;-1
2060;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;2000;8;3;2;5;6;0;1;-1
2061;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;2001;17;4;3;13;14;0;1;-1
2062;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;2002;35;4;4;31;31;0;0;0
2063;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;2003;11;11;7;0;4;0;4;-4
2064;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;2004;9;7;6;2;3;0;1;-1
2065;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;2005;2;15;9;-13;-7;0;6;-6
2066;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;2006;13;19;16;-6;-3;0;3;-3
2067;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;2007;1;11;8;-10;-7;0;3;-3
2068;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;2008;14;6;6;8;8;0;0;0
2069;Mannen en vrouwen;Argentinië;Personen in eenoudergezin met moeder;2009;7;1;1;6;6;3;3;0
2070;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;1995;7;0;0;7;7;0;0;0
2071;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;1996;0;0;0;0;0;0;0;0
2072;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;1997;6;0;0;6;6;0;0;0
2073;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;1998;1;0;0;1;1;0;0;0
2074;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;1999;1;5;5;-4;-4;0;0;0
2075;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;2000;9;3;3;6;6;0;0;0
2076;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;2001;9;0;0;9;9;0;0;0
2077;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;2002;5;0;0;5;5;0;0;0
2078;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;2003;7;1;1;6;6;0;0;0
2079;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;2004;10;3;1;7;9;0;2;-2
2080;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;2005;7;5;1;2;6;0;4;-4
2081;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;2006;13;5;5;8;8;0;0;0
2082;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;2007;10;0;0;10;10;0;0;0
2083;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;2008;5;2;2;3;3;0;0;0
2084;Mannen en vrouwen;Argentinië;Personen in samenwonend paar met kin...;2009;0;0;0;0;0;0;0;0
2085;Mannen en vrouwen;Argentinië;Alleengaanden;1995;80;68;41;12;39;5;32;-27
2086;Mannen en vrouwen;Argentinië;Alleengaanden;1996;128;70;32;58;96;4;42;-38
2087;Mannen en vrouwen;Argentinië;Alleengaanden;1997;125;56;34;69;91;7;29;-22
2088;Mannen en vrouwen;Argentinië;Alleengaanden;1998;137;72;39;65;98;7;40;-33
2089;Mannen en vrouwen;Argentinië;Alleengaanden;1999;127;68;43;59;84;4;29;-25
2090;Mannen en vrouwen;Argentinië;Alleengaanden;2000;167;52;36;115;131;6;22;-16
2091;Mannen en vrouwen;Argentinië;Alleengaanden;2001;207;70;45;137;162;8;33;-25
2092;Mannen en vrouwen;Argentinië;Alleengaanden;2002;257;72;47;185;210;7;32;-25
2093;Mannen en vrouwen;Argentinië;Alleengaanden;2003;230;95;49;135;181;7;53;-46
2094;Mannen en vrouwen;Argentinië;Alleengaanden;2004;191;109;62;82;129;6;53;-47
2095;Mannen en vrouwen;Argentinië;Alleengaanden;2005;152;112;69;40;83;14;57;-43
2096;Mannen en vrouwen;Argentinië;Alleengaanden;2006;177;153;84;24;93;14;83;-69
2097;Mannen en vrouwen;Argentinië;Alleengaanden;2007;176;145;92;31;84;15;68;-53
2098;Mannen en vrouwen;Argentinië;Alleengaanden;2008;257;156;84;101;173;9;81;-72
2099;Mannen en vrouwen;Argentinië;Alleengaanden;2009;254;132;82;122;172;11;61;-50
2100;Mannen en vrouwen;Australië;Totaal personen;1995;504;460;369;44;135;25;116;-91
2101;Mannen en vrouwen;Australië;Totaal personen;1996;599;628;415;-29;184;12;225;-213
2102;Mannen en vrouwen;Australië;Totaal personen;1997;552;524;392;28;160;16;148;-132
2103;Mannen en vrouwen;Australië;Totaal personen;1998;739;453;310;286;429;18;161;-143
2104;Mannen en vrouwen;Australië;Totaal personen;1999;834;592;440;242;394;17;169;-152
2105;Mannen en vrouwen;Australië;Totaal personen;2000;881;551;424;330;457;25;152;-127
2106;Mannen en vrouwen;Australië;Totaal personen;2001;1033;612;427;421;606;22;207;-185
2107;Mannen en vrouwen;Australië;Totaal personen;2002;969;743;485;226;484;20;278;-258
2108;Mannen en vrouwen;Australië;Totaal personen;2003;831;770;528;61;303;21;263;-242
2109;Mannen en vrouwen;Australië;Totaal personen;2004;731;782;543;-51;188;30;269;-239
2110;Mannen en vrouwen;Australië;Totaal personen;2005;779;882;584;-103;195;28;326;-298
2111;Mannen en vrouwen;Australië;Totaal personen;2006;850;900;558;-50;292;34;376;-342
2112;Mannen en vrouwen;Australië;Totaal personen;2007;907;910;554;-3;353;30;386;-356
2113;Mannen en vrouwen;Australië;Totaal personen;2008;1001;959;642;42;359;33;350;-317
2114;Mannen en vrouwen;Australië;Totaal personen;2009;921;916;651;5;270;32;297;-265
2115;Mannen en vrouwen;Australië;Totaal in gezinsverband;1995;172;215;193;-43;-21;3;25;-22
2116;Mannen en vrouwen;Australië;Totaal in gezinsverband;1996;145;258;210;-113;-65;1;49;-48
2117;Mannen en vrouwen;Australië;Totaal in gezinsverband;1997;99;224;186;-125;-87;2;40;-38
2118;Mannen en vrouwen;Australië;Totaal in gezinsverband;1998;116;135;105;-19;11;1;31;-30
2119;Mannen en vrouwen;Australië;Totaal in gezinsverband;1999;103;211;181;-108;-78;1;31;-30
2120;Mannen en vrouwen;Australië;Totaal in gezinsverband;2000;98;207;189;-109;-91;2;20;-18
2121;Mannen en vrouwen;Australië;Totaal in gezinsverband;2001;142;201;154;-59;-12;1;48;-47
2122;Mannen en vrouwen;Australië;Totaal in gezinsverband;2002;131;233;189;-102;-58;3;47;-44
2123;Mannen en vrouwen;Australië;Totaal in gezinsverband;2003;133;270;239;-137;-106;3;34;-31
2124;Mannen en vrouwen;Australië;Totaal in gezinsverband;2004;120;295;252;-175;-132;0;43;-43
2125;Mannen en vrouwen;Australië;Totaal in gezinsverband;2005;147;318;273;-171;-126;2;47;-45
2126;Mannen en vrouwen;Australië;Totaal in gezinsverband;2006;150;234;201;-84;-51;2;35;-33
2127;Mannen en vrouwen;Australië;Totaal in gezinsverband;2007;169;271;227;-102;-58;0;44;-44
2128;Mannen en vrouwen;Australië;Totaal in gezinsverband;2008;161;289;255;-128;-94;0;34;-34
2129;Mannen en vrouwen;Australië;Totaal in gezinsverband;2009;126;244;223;-118;-97;1;22;-21
2130;Mannen en vrouwen;Australië;Personen in echtpaar;1995;108;166;155;-58;-47;2;13;-11
2131;Mannen en vrouwen;Australië;Personen in echtpaar;1996;71;200;161;-129;-90;0;39;-39
2132;Mannen en vrouwen;Australië;Personen in echtpaar;1997;62;170;155;-108;-93;1;16;-15
2133;Mannen en vrouwen;Australië;Personen in echtpaar;1998;63;107;93;-44;-30;0;14;-14
2134;Mannen en vrouwen;Australië;Personen in echtpaar;1999;61;177;156;-116;-95;0;21;-21
2135;Mannen en vrouwen;Australië;Personen in echtpaar;2000;55;172;156;-117;-101;1;17;-16
2136;Mannen en vrouwen;Australië;Personen in echtpaar;2001;80;160;122;-80;-42;0;38;-38
2137;Mannen en vrouwen;Australië;Personen in echtpaar;2002;48;194;157;-146;-109;1;38;-37
2138;Mannen en vrouwen;Australië;Personen in echtpaar;2003;70;210;188;-140;-118;3;25;-22
2139;Mannen en vrouwen;Australië;Personen in echtpaar;2004;44;235;205;-191;-161;0;30;-30
2140;Mannen en vrouwen;Australië;Personen in echtpaar;2005;61;247;214;-186;-153;0;33;-33
2141;Mannen en vrouwen;Australië;Personen in echtpaar;2006;70;179;155;-109;-85;0;24;-24
2142;Mannen en vrouwen;Australië;Personen in echtpaar;2007;87;206;179;-119;-92;0;27;-27
2143;Mannen en vrouwen;Australië;Personen in echtpaar;2008;76;233;208;-157;-132;0;25;-25
2144;Mannen en vrouwen;Australië;Personen in echtpaar;2009;59;191;174;-132;-115;0;17;-17
2145;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;1995;5;6;4;-1;1;0;2;-2
2146;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;1996;10;5;4;5;6;0;1;-1
2147;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;1997;4;9;6;-5;-2;0;3;-3
2148;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;1998;9;1;0;8;9;0;1;-1
2149;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;1999;3;1;0;2;3;0;1;-1
2150;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;2000;9;2;2;7;7;0;0;0
2151;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;2001;6;2;0;4;6;1;3;-2
2152;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;2002;5;4;3;1;2;1;2;-1
2153;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;2003;3;1;1;2;2;0;0;0
2154;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;2004;7;3;3;4;4;0;0;0
2155;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;2005;3;7;6;-4;-3;0;1;-1
2156;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;2006;1;2;2;-1;-1;0;0;0
2157;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;2007;13;12;8;1;5;0;4;-4
2158;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;2008;5;4;2;1;3;0;2;-2
2159;Mannen en vrouwen;Australië;Personen in eenoudergezin met vader;2009;9;2;0;7;9;0;2;-2
2160;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;1995;39;41;34;-2;5;1;8;-7
2161;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;1996;49;44;38;5;11;1;7;-6
2162;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;1997;27;34;18;-7;9;1;17;-16
2163;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;1998;30;23;9;7;21;0;14;-14
2164;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;1999;25;27;19;-2;6;1;9;-8
2165;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;2000;19;26;24;-7;-5;1;3;-2
2166;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;2001;30;28;24;2;6;0;4;-4
2167;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;2002;46;29;23;17;23;1;7;-6
2168;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;2003;30;46;42;-16;-12;0;4;-4
2169;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;2004;37;45;35;-8;2;0;10;-10
2170;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;2005;48;48;38;0;10;1;11;-10
2171;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;2006;32;38;32;-6;0;1;7;-6
2172;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;2007;43;35;28;8;15;0;7;-7
2173;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;2008;34;31;24;3;10;0;7;-7
2174;Mannen en vrouwen;Australië;Personen in eenoudergezin met moeder;2009;33;32;30;1;3;1;3;-2
2175;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;1995;20;2;0;18;20;0;2;-2
2176;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;1996;15;9;7;6;8;0;2;-2
2177;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;1997;6;11;7;-5;-1;0;4;-4
2178;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;1998;14;4;3;10;11;1;2;-1
2179;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;1999;14;6;6;8;8;0;0;0
2180;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;2000;15;7;7;8;8;0;0;0
2181;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;2001;26;11;8;15;18;0;3;-3
2182;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;2002;32;6;6;26;26;0;0;0
2183;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;2003;30;13;8;17;22;0;5;-5
2184;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;2004;32;12;9;20;23;0;3;-3
2185;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;2005;35;16;15;19;20;1;2;-1
2186;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;2006;47;15;12;32;35;1;4;-3
2187;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;2007;26;18;12;8;14;0;6;-6
2188;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;2008;46;21;21;25;25;0;0;0
2189;Mannen en vrouwen;Australië;Personen in samenwonend paar met kin...;2009;25;19;19;6;6;0;0;0
2190;Mannen en vrouwen;Australië;Alleengaanden;1995;332;245;176;87;156;22;91;-69
2191;Mannen en vrouwen;Australië;Alleengaanden;1996;454;370;205;84;249;11;176;-165
2192;Mannen en vrouwen;Australië;Alleengaanden;1997;453;300;206;153;247;14;108;-94
2193;Mannen en vrouwen;Australië;Alleengaanden;1998;623;318;205;305;418;17;130;-113
2194;Mannen en vrouwen;Australië;Alleengaanden;1999;731;381;259;350;472;16;138;-122
2195;Mannen en vrouwen;Australië;Alleengaanden;2000;783;344;235;439;548;23;132;-109
2196;Mannen en vrouwen;Australië;Alleengaanden;2001;891;411;273;480;618;21;159;-138
2197;Mannen en vrouwen;Australië;Alleengaanden;2002;838;510;296;328;542;17;231;-214
2198;Mannen en vrouwen;Australië;Alleengaanden;2003;698;500;289;198;409;18;229;-211
2199;Mannen en vrouwen;Australië;Alleengaanden;2004;611;487;291;124;320;30;226;-196
2200;Mannen en vrouwen;Australië;Alleengaanden;2005;632;564;311;68;321;26;279;-253
2201;Mannen en vrouwen;Australië;Alleengaanden;2006;700;666;357;34;343;32;341;-309
2202;Mannen en vrouwen;Australië;Alleengaanden;2007;738;639;327;99;411;30;342;-312
2203;Mannen en vrouwen;Australië;Alleengaanden;2008;840;670;387;170;453;33;316;-283
2204;Mannen en vrouwen;Australië;Alleengaanden;2009;795;672;428;123;367;31;275;-244
2205;Mannen en vrouwen;Bahama's;Totaal personen;1995;2;3;0;-1;2;0;3;-3
2206;Mannen en vrouwen;Bahama's;Totaal personen;1996;2;5;1;-3;1;0;4;-4
2207;Mannen en vrouwen;Bahama's;Totaal personen;1997;8;1;1;7;7;0;0;0
2208;Mannen en vrouwen;Bahama's;Totaal personen;1998;3;1;0;2;3;0;1;-1
2209;Mannen en vrouwen;Bahama's;Totaal personen;1999;2;8;6;-6;-4;0;2;-2
2210;Mannen en vrouwen;Bahama's;Totaal personen;2000;2;4;4;-2;-2;0;0;0
2211;Mannen en vrouwen;Bahama's;Totaal personen;2001;7;2;2;5;5;0;0;0
2212;Mannen en vrouwen;Bahama's;Totaal personen;2002;2;8;4;-6;-2;0;4;-4
2213;Mannen en vrouwen;Bahama's;Totaal personen;2003;5;2;0;3;5;0;2;-2
2214;Mannen en vrouwen;Bahama's;Totaal personen;2004;4;0;0;4;4;0;0;0
2215;Mannen en vrouwen;Bahama's;Totaal personen;2005;1;5;3;-4;-2;0;2;-2
2216;Mannen en vrouwen;Bahama's;Totaal personen;2006;4;1;0;3;4;0;1;-1
2217;Mannen en vrouwen;Bahama's;Totaal personen;2007;2;3;1;-1;1;1;3;-2
2218;Mannen en vrouwen;Bahama's;Totaal personen;2008;4;4;1;0;3;1;4;-3
2219;Mannen en vrouwen;Bahama's;Totaal personen;2009;2;2;1;0;1;1;2;-1
2220;Mannen en vrouwen;Bahama's;Totaal in gezinsverband;1995;0;0;0;0;0;0;0;0
2221;Mannen en vrouwen;Bahama's;Totaal in gezinsverband;1996;0;2;1;-2;-1;0;1;-1
2222;Mannen en vrouwen;Bahama's;Totaal in gezinsverband;1997;7;0;0;7;7;0;0;0
2223;Mannen en vrouwen;Bahama's;Totaal in gezinsverband;1998;0;0;0;0;0;0;0;0
2224;Mannen en vrouwen;Bahama's;Totaal in gezinsverband;1999;0;7;6;-7;-6;0;1;-1
