ID;Geslacht;Inkomensbestanddelen;KenmerkenVanPersonen;Perioden;PersonenMetInkomen_1;PersonenMetInkomenRelatief_2;TotaalInkomen_3;GemiddeldInkomen_4;MediaanInkomen_5;AandeelVanBrutoInkomen_6
1444;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger van sociale voorziening;2012;0.2;0.0;0.0;0.6;0.3;0.0
1445;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger van sociale voorziening;2013;0.8;0.1;0.0;0.3;0.1;0.0
1446;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger van sociale voorziening;2014;1.1;0.2;0.0;0.2;0.1;0.0
1447;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger van sociale voorziening;2015;1.2;0.2;0.0;0.2;0.1;0.0
1448;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger van sociale voorziening;2016;1.1;0.2;0.0;0.2;0.1;0.0
1449;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger van sociale voorziening;2017;1.0;0.2;0.0;0.2;0.1;0.0
1450;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger van sociale voorziening;2018;0.2;0.0;0.0;0.5;0.3;0.0
1451;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger van sociale voorziening;2019;0.2;0.0;0.0;0.5;0.3;0.0
1452;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger van sociale voorziening;2020;0.4;0.1;1.0;1.3;0.6;0.0
1453;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger van sociale voorziening;2021;0.3;0.1;0.0;1.6;0.6;0.0
1454;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger van sociale voorziening;2022;0.1;0.0;0.0;0.9;0.4;0.0
1455;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger van sociale voorziening;2023;0.2;0.0;0.0;0.7;0.4;0.0
1456;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: bijstandsontvanger;2011;0.2;0.0;0.0;0.4;0.2;0.0
1457;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: bijstandsontvanger;2012;0.2;0.0;0.0;0.4;0.2;0.0
1458;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: bijstandsontvanger;2013;0.6;0.2;0.0;0.2;0.1;0.0
1459;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: bijstandsontvanger;2014;1.0;0.2;0.0;0.2;0.1;0.0
1460;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: bijstandsontvanger;2015;1.0;0.2;0.0;0.2;0.1;0.0
1461;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: bijstandsontvanger;2016;0.9;0.2;0.0;0.2;0.1;0.0
1462;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: bijstandsontvanger;2017;0.8;0.2;0.0;0.2;0.1;0.0
1463;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: bijstandsontvanger;2018;0.2;0.0;0.0;0.4;0.3;0.0
1464;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: bijstandsontvanger;2019;0.1;0.0;0.0;0.4;0.3;0.0
1465;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: bijstandsontvanger;2020;0.1;0.0;0.0;0.4;0.3;0.0
1466;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: bijstandsontvanger;2021;0.1;0.0;0.0;0.5;0.3;0.0
1467;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: bijstandsontvanger;2022;0.1;0.0;;;;
1468;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: bijstandsontvanger;2023;0.1;0.0;;;;
1469;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger ov. sociale voorziening;2011;0.0;0.0;;;;
1470;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger ov. sociale voorziening;2012;0.0;0.0;;;;
1471;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger ov. sociale voorziening;2013;0.1;0.1;0.0;0.5;0.1;0.0
1472;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger ov. sociale voorziening;2014;0.2;0.1;0.0;0.4;0.1;0.0
1473;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger ov. sociale voorziening;2015;0.2;0.1;0.0;0.3;0.1;0.0
1474;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger ov. sociale voorziening;2016;0.2;0.1;0.0;0.3;0.1;0.0
1475;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger ov. sociale voorziening;2017;0.2;0.1;0.0;0.3;0.1;0.0
1476;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger ov. sociale voorziening;2018;0.1;0.0;;;;
1477;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger ov. sociale voorziening;2019;0.1;0.0;;;;
1478;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger ov. sociale voorziening;2020;0.3;0.1;1.0;1.6;0.7;0.0
1479;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger ov. sociale voorziening;2021;0.2;0.1;0.0;2.2;1.1;0.0
1480;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger ov. sociale voorziening;2022;0.1;0.0;;;;
1481;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: ontvanger ov. sociale voorziening;2023;0.1;0.0;;;;
1482;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: arbeidsongeschikte;2011;1.0;0.2;3.0;3.4;1.8;0.0
1483;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: arbeidsongeschikte;2012;1.1;0.2;3.0;3.1;1.7;0.0
1484;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: arbeidsongeschikte;2013;1.2;0.3;3.0;2.7;1.3;0.0
1485;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: arbeidsongeschikte;2014;1.5;0.3;3.0;2.0;0.9;0.0
1486;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: arbeidsongeschikte;2015;1.3;0.3;3.0;2.1;0.9;0.0
1487;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: arbeidsongeschikte;2016;1.4;0.3;3.0;2.0;0.8;0.0
1488;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: arbeidsongeschikte;2017;1.5;0.3;3.0;2.2;0.8;0.0
1489;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: arbeidsongeschikte;2018;1.3;0.3;4.0;2.8;1.4;0.0
1490;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: arbeidsongeschikte;2019;1.3;0.3;4.0;3.0;1.5;0.0
1491;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: arbeidsongeschikte;2020;1.3;0.3;4.0;3.0;1.5;0.0
1492;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: arbeidsongeschikte;2021;1.3;0.2;4.0;3.0;1.6;0.0
1493;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: arbeidsongeschikte;2022;1.2;0.2;4.0;3.0;1.6;0.0
1494;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: arbeidsongeschikte;2023;1.4;0.3;4.0;3.1;1.7;0.0
1495;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: pensioenontvanger;2011;6.7;0.2;43.0;6.4;5.3;0.1
1496;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: pensioenontvanger;2012;7.0;0.2;45.0;6.4;5.3;0.1
1497;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: pensioenontvanger;2013;7.8;0.3;50.0;6.4;4.9;0.1
1498;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: pensioenontvanger;2014;8.4;0.3;49.0;5.8;4.3;0.1
1499;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: pensioenontvanger;2015;8.8;0.3;48.0;5.4;3.8;0.1
1500;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: pensioenontvanger;2016;9.3;0.3;50.0;5.4;3.8;0.1
1501;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: pensioenontvanger;2017;14.6;0.5;97.0;6.7;4.8;0.1
1502;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: pensioenontvanger;2018;9.1;0.3;49.0;5.4;3.8;0.1
1503;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: pensioenontvanger;2019;9.1;0.3;51.0;5.5;4.0;0.1
1504;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: pensioenontvanger;2020;9.6;0.3;51.0;5.4;3.8;0.1
1505;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: pensioenontvanger;2021;9.8;0.3;54.0;5.5;4.0;0.1
1506;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: pensioenontvanger;2022;8.3;0.3;49.0;5.9;4.5;0.1
1507;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: pensioenontvanger;2023;8.7;0.3;52.0;6.0;4.6;0.1
1508;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: (school)kind of student;2011;1.7;0.1;2.0;0.9;0.6;0.0
1509;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: (school)kind of student;2012;1.7;0.1;2.0;0.9;0.6;0.0
1510;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: (school)kind of student;2013;6.2;0.5;2.0;0.4;0.1;0.0
1511;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: (school)kind of student;2014;8.3;0.6;3.0;0.3;0.1;0.0
1512;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: (school)kind of student;2015;7.3;0.5;3.0;0.3;0.1;0.0
1513;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: (school)kind of student;2016;7.8;0.6;3.0;0.4;0.1;0.0
1514;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: (school)kind of student;2017;7.0;0.5;3.0;0.4;0.1;0.0
1515;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: (school)kind of student;2018;2.3;0.2;2.0;1.0;0.6;0.0
1516;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: (school)kind of student;2019;2.4;0.2;2.0;1.0;0.6;0.0
1517;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: (school)kind of student;2020;1.9;0.1;2.0;1.1;0.7;0.0
1518;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: (school)kind of student;2021;2.1;0.2;2.0;1.1;0.7;0.0
1519;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: (school)kind of student;2022;2.2;0.2;2.0;1.1;0.7;0.0
1520;Totaal mannen en vrouwen;1.2 Loon in natura;SEC: (school)kind of student;2023;2.2;0.2;3.0;1.2;0.8;0.0
1521;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Totaal personen;2011;7987.4;62.4;56911.0;7.1;6.0;13.3
1522;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Totaal personen;2012;7945.5;61.6;60087.0;7.6;6.1;13.8
1523;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Totaal personen;2013;7829.8;60.5;61131.0;7.8;6.4;13.8
1524;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Totaal personen;2014;7799.3;60.0;61464.0;7.9;6.5;13.6
1525;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Totaal personen;2015;7848.0;59.8;55901.0;7.1;6.2;12.3
1526;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Totaal personen;2016;7930.4;60.0;57933.0;7.3;6.4;12.4
1527;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Totaal personen;2017;8080.6;60.3;60847.0;7.5;6.6;12.4
1528;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Totaal personen;2018;8257.1;60.9;64387.0;7.8;6.8;12.8
1529;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Totaal personen;2019;8361.4;61.0;69093.0;8.3;7.3;13.1
1530;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Totaal personen;2020;8341.2;60.4;71504.0;8.6;7.7;13.1
1531;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Totaal personen;2021;8449.4;60.5;73069.0;8.6;7.7;12.8
1532;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Totaal personen;2022;8631.2;60.9;80790.0;9.4;8.5;13.2
1533;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Totaal personen;2023;8748.8;61.0;87645.0;10.0;9.0;13.3
1534;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 0 tot 15 jaar;2011;81.5;82.6;4.0;0.0;0.0;4.8
1535;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 0 tot 15 jaar;2012;76.4;82.0;6.0;0.1;0.1;7.2
1536;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 0 tot 15 jaar;2013;71.6;81.0;6.0;0.1;0.1;7.8
1537;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 0 tot 15 jaar;2014;71.3;81.8;7.0;0.1;0.1;8.2
1538;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 0 tot 15 jaar;2015;78.2;83.5;7.0;0.1;0.1;8.5
1539;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 0 tot 15 jaar;2016;83.2;85.0;8.0;0.1;0.1;9.0
1540;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 0 tot 15 jaar;2017;93.9;87.1;9.0;0.1;0.1;9.7
1541;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 0 tot 15 jaar;2018;108.4;89.2;12.0;0.1;0.1;10.9
1542;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 0 tot 15 jaar;2019;115.0;89.8;14.0;0.1;0.1;11.3
1543;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 0 tot 15 jaar;2020;98.6;88.3;13.0;0.1;0.1;11.8
1544;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 0 tot 15 jaar;2021;121.8;90.5;15.0;0.1;0.1;11.1
1545;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 0 tot 15 jaar;2022;153.7;92.2;22.0;0.1;0.1;12.3
1546;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 0 tot 15 jaar;2023;166.9;93.2;26.0;0.2;0.1;12.7
1547;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 15 tot 25 jaar;2011;1646.7;89.8;3088.0;1.9;0.6;14.1
1548;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 15 tot 25 jaar;2012;1622.8;89.0;3068.0;1.9;0.7;14.4
1549;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 15 tot 25 jaar;2013;1586.1;87.4;3094.0;2.0;0.8;14.8
1550;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 15 tot 25 jaar;2014;1583.6;87.1;3106.0;2.0;0.8;14.9
1551;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 15 tot 25 jaar;2015;1609.4;88.0;3014.0;1.9;0.8;14.3
1552;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 15 tot 25 jaar;2016;1640.6;89.5;3182.0;1.9;0.8;14.8
1553;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 15 tot 25 jaar;2017;1680.4;90.7;3433.0;2.0;0.9;15.2
1554;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 15 tot 25 jaar;2018;1724.8;92.0;3834.0;2.2;1.0;15.9
1555;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 15 tot 25 jaar;2019;1746.4;92.2;4188.0;2.4;1.0;16.3
1556;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 15 tot 25 jaar;2020;1710.6;91.2;4592.0;2.7;1.2;16.9
1557;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 15 tot 25 jaar;2021;1748.4;91.9;4768.0;2.7;1.3;16.6
1558;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 15 tot 25 jaar;2022;1798.7;91.9;5563.0;3.1;1.5;17.1
1559;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 15 tot 25 jaar;2023;1812.4;90.9;6109.0;3.4;1.7;16.9
1560;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 45 jaar;2011;3400.4;81.9;28377.0;8.3;7.8;16.7
1561;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 45 jaar;2012;3343.1;81.3;29395.0;8.8;8.0;17.4
1562;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 45 jaar;2013;3270.8;80.5;29338.0;9.0;8.2;17.4
1563;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 45 jaar;2014;3216.4;80.1;29014.0;9.0;8.3;17.2
1564;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 45 jaar;2015;3181.9;80.1;26215.0;8.2;7.8;15.8
1565;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 45 jaar;2016;3173.2;80.3;26818.0;8.5;7.9;16.0
1566;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 45 jaar;2017;3195.4;80.6;27816.0;8.7;8.2;16.2
1567;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 45 jaar;2018;3232.7;81.2;29216.0;9.0;8.5;16.5
1568;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 45 jaar;2019;3261.4;81.1;31243.0;9.6;9.0;16.8
1569;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 45 jaar;2020;3274.7;80.3;32629.0;10.0;9.4;16.7
1570;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 45 jaar;2021;3316.3;80.5;33598.0;10.1;9.5;16.4
1571;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 45 jaar;2022;3375.6;80.7;37340.0;11.1;10.5;16.7
1572;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 45 jaar;2023;3433.3;80.6;40749.0;11.9;11.2;16.9
1573;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 65 jaar;2011;2759.7;64.8;25381.0;9.2;8.5;13.8
1574;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 65 jaar;2012;2793.1;65.3;27552.0;9.9;8.8;14.6
1575;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 65 jaar;2013;2805.6;65.5;28624.0;10.2;9.1;14.8
1576;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 65 jaar;2014;2828.0;65.7;29268.0;10.3;9.3;14.6
1577;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 65 jaar;2015;2877.2;66.2;26598.0;9.2;8.8;13.2
1578;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 65 jaar;2016;2923.6;66.6;27844.0;9.5;9.1;13.3
1579;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 65 jaar;2017;2983.9;67.2;29483.0;9.9;9.3;13.4
1580;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 65 jaar;2018;3041.4;68.1;31177.0;10.3;9.6;13.9
1581;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 65 jaar;2019;3066.4;68.4;33197.0;10.8;10.1;14.2
1582;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 65 jaar;2020;3065.4;68.2;33771.0;11.0;10.3;14.1
1583;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 65 jaar;2021;3068.9;68.4;34157.0;11.1;10.3;13.8
1584;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 65 jaar;2022;3088.7;68.7;37110.0;12.0;11.2;14.2
1585;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 65 jaar;2023;3092.1;69.1;39728.0;12.8;11.8;14.4
1586;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 65 jaar of ouder;2011;99.1;4.0;60.0;0.6;0.4;0.1
1587;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 65 jaar of ouder;2012;110.0;4.2;66.0;0.6;0.4;0.1
1588;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 65 jaar of ouder;2013;95.7;3.5;69.0;0.7;0.4;0.1
1589;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 65 jaar of ouder;2014;99.9;3.6;69.0;0.7;0.4;0.1
1590;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 65 jaar of ouder;2015;101.3;3.5;68.0;0.7;0.4;0.1
1591;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 65 jaar of ouder;2016;109.8;3.7;80.0;0.7;0.5;0.1
1592;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 65 jaar of ouder;2017;126.8;4.2;105.0;0.8;0.6;0.1
1593;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 65 jaar of ouder;2018;149.8;4.8;148.0;1.0;0.7;0.2
1594;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 65 jaar of ouder;2019;172.1;5.4;452.0;2.6;1.0;0.6
1595;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 65 jaar of ouder;2020;192.0;5.9;499.0;2.6;1.0;0.6
1596;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 65 jaar of ouder;2021;194.0;5.9;532.0;2.7;1.1;0.6
1597;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 65 jaar of ouder;2022;214.6;6.4;755.0;3.5;1.3;0.8
1598;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 65 jaar of ouder;2023;244.1;7.1;1032.0;4.2;1.6;1.0
1599;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 35 jaar;2011;1618.6;86.1;12079.0;7.5;7.3;17.7
1600;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 35 jaar;2012;1615.6;85.4;12510.0;7.7;7.3;18.1
1601;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 35 jaar;2013;1605.5;84.4;12612.0;7.9;7.5;18.2
1602;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 35 jaar;2014;1602.5;83.9;12655.0;7.9;7.5;18.1
1603;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 35 jaar;2015;1614.7;83.8;11835.0;7.3;7.1;16.8
1604;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 35 jaar;2016;1637.2;83.9;12305.0;7.5;7.2;17.0
1605;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 35 jaar;2017;1674.4;84.1;12977.0;7.8;7.5;17.2
1606;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 35 jaar;2018;1719.8;84.6;13945.0;8.1;7.8;17.4
1607;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 35 jaar;2019;1753.1;84.5;15173.0;8.7;8.3;17.7
1608;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 35 jaar;2020;1771.0;83.7;16151.0;9.1;8.9;17.7
1609;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 35 jaar;2021;1794.5;83.9;16706.0;9.3;9.0;17.4
1610;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 35 jaar;2022;1823.4;84.1;18677.0;10.2;9.9;17.8
1611;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 25 tot 35 jaar;2023;1851.3;84.0;20343.0;11.0;10.6;17.8
1612;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 35 tot 45 jaar;2011;1781.8;78.5;16299.0;9.1;8.5;16.1
1613;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 35 tot 45 jaar;2012;1727.5;77.9;16884.0;9.8;8.8;16.8
1614;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 35 tot 45 jaar;2013;1665.3;77.0;16726.0;10.0;9.1;16.9
1615;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 35 tot 45 jaar;2014;1613.9;76.6;16359.0;10.1;9.3;16.6
1616;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 35 tot 45 jaar;2015;1567.1;76.6;14380.0;9.2;8.7;15.1
1617;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 35 tot 45 jaar;2016;1536.0;76.8;14513.0;9.4;9.0;15.3
1618;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 35 tot 45 jaar;2017;1521.0;77.1;14839.0;9.8;9.2;15.4
1619;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 35 tot 45 jaar;2018;1512.9;77.5;15271.0;10.1;9.5;15.7
1620;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 35 tot 45 jaar;2019;1508.3;77.4;16070.0;10.7;10.0;16.0
1621;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 35 tot 45 jaar;2020;1503.7;76.7;16478.0;11.0;10.3;15.8
1622;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 35 tot 45 jaar;2021;1521.8;76.8;16892.0;11.1;10.4;15.5
1623;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 35 tot 45 jaar;2022;1552.1;77.1;18663.0;12.0;11.3;15.8
1624;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 35 tot 45 jaar;2023;1582.1;77.0;20406.0;12.9;12.0;16.0
1625;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 55 jaar;2011;1743.0;75.1;16674.0;9.6;8.8;15.6
1626;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 55 jaar;2012;1745.5;74.5;17832.0;10.2;9.1;16.2
1627;Totaal mannen en vrouwen;1.3 Sociale lasten van werkgever;Leeftijd: 45 tot 55 jaar;2013;1731.5;73.5;18189.0;10.5;9.3;16.2
