ID;Geslacht;Onderwijssoort;Regiokenmerken;Perioden;LeerlingenStudenten_1
1388;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Berkelland;2013/'14;4120.0
1389;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Berkelland;2014/'15;3970.0
1390;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Berkelland;2015/'16;3860.0
1391;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Berkelland;2016/'17;3680.0
1392;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Berkelland;2017/'18;3500.0
1393;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Berkelland;2018/'19;3340.0
1394;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Berkelland;2019/'20;3210.0
1395;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Berkelland;2020/'21;3110.0
1396;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Berkelland;2021/'22;2970.0
1397;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Berkelland;2022/'23;2930.0
1398;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Berkelland;2023/'24;2880.0
1399;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Berkelland;2024/'25;2840.0
1400;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2011/'12;3160.0
1401;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2012/'13;3060.0
1402;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2013/'14;2960.0
1403;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2014/'15;2870.0
1404;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2015/'16;2760.0
1405;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2016/'17;2680.0
1406;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2017/'18;2580.0
1407;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2018/'19;2550.0
1408;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2019/'20;2480.0
1409;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2020/'21;2440.0
1410;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2021/'22;2440.0
1411;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2022/'23;2460.0
1412;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2023/'24;2490.0
1413;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernheze;2024/'25;2510.0
1414;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2011/'12;1050.0
1415;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2012/'13;1010.0
1416;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2013/'14;950.0
1417;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2014/'15;930.0
1418;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2015/'16;
1419;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2016/'17;
1420;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2017/'18;
1421;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2018/'19;
1422;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2019/'20;
1423;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2020/'21;
1424;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2021/'22;
1425;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2022/'23;
1426;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2023/'24;
1427;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bernisse;2024/'25;
1428;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2011/'12;3060.0
1429;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2012/'13;2890.0
1430;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2013/'14;2780.0
1431;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2014/'15;2700.0
1432;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2015/'16;2580.0
1433;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2016/'17;2440.0
1434;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2017/'18;2420.0
1435;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2018/'19;2380.0
1436;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2019/'20;2370.0
1437;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2020/'21;2330.0
1438;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2021/'22;2300.0
1439;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2022/'23;2330.0
1440;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2023/'24;2330.0
1441;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Best;2024/'25;2380.0
1442;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2011/'12;2510.0
1443;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2012/'13;2380.0
1444;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2013/'14;2250.0
1445;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2014/'15;2170.0
1446;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2015/'16;2040.0
1447;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2016/'17;1970.0
1448;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2017/'18;1980.0
1449;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2018/'19;1940.0
1450;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2019/'20;1970.0
1451;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2020/'21;1990.0
1452;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2021/'22;1980.0
1453;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2022/'23;2070.0
1454;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2023/'24;2100.0
1455;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beuningen;2024/'25;2140.0
1456;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2011/'12;3700.0
1457;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2012/'13;3620.0
1458;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2013/'14;3650.0
1459;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2014/'15;3570.0
1460;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2015/'16;3510.0
1461;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2016/'17;3450.0
1462;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2017/'18;3410.0
1463;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2018/'19;3370.0
1464;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2019/'20;3380.0
1465;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2020/'21;3350.0
1466;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2021/'22;3320.0
1467;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2022/'23;3380.0
1468;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2023/'24;3350.0
1469;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Beverwijk;2024/'25;3360.0
1470;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2011/'12;1140.0
1471;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2012/'13;1110.0
1472;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2013/'14;1110.0
1473;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2014/'15;1080.0
1474;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2015/'16;1030.0
1475;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2016/'17;960.0
1476;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2017/'18;960.0
1477;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2018/'19;
1478;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2019/'20;
1479;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2020/'21;
1480;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2021/'22;
1481;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2022/'23;
1482;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2023/'24;
1483;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;het Bildt;2024/'25;
1484;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2011/'12;4160.0
1485;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2012/'13;4110.0
1486;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2013/'14;3990.0
1487;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2014/'15;3920.0
1488;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2015/'16;3880.0
1489;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2016/'17;3880.0
1490;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2017/'18;3870.0
1491;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2018/'19;3850.0
1492;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2019/'20;3900.0
1493;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2020/'21;3950.0
1494;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2021/'22;3960.0
1495;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2022/'23;4000.0
1496;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2023/'24;4020.0
1497;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;De Bilt;2024/'25;4000.0
1498;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2011/'12;2750.0
1499;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2012/'13;2680.0
1500;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2013/'14;2630.0
1501;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2014/'15;2610.0
1502;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2015/'16;2560.0
1503;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2016/'17;2560.0
1504;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2017/'18;2470.0
1505;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2018/'19;2470.0
1506;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2019/'20;
1507;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2020/'21;
1508;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2021/'22;
1509;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2022/'23;
1510;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2023/'24;
1511;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Binnenmaas;2024/'25;
1512;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2011/'12;1910.0
1513;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2012/'13;1870.0
1514;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2013/'14;1840.0
1515;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2014/'15;1750.0
1516;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2015/'16;1700.0
1517;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2016/'17;1680.0
1518;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2017/'18;1660.0
1519;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2018/'19;1600.0
1520;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2019/'20;1640.0
1521;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2020/'21;1630.0
1522;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2021/'22;1640.0
1523;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2022/'23;1630.0
1524;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2023/'24;1580.0
1525;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bladel;2024/'25;1590.0
1526;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2011/'12;860.0
1527;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2012/'13;860.0
1528;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2013/'14;820.0
1529;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2014/'15;760.0
1530;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2015/'16;740.0
1531;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2016/'17;810.0
1532;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2017/'18;880.0
1533;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2018/'19;980.0
1534;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2019/'20;1050.0
1535;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2020/'21;1140.0
1536;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2021/'22;1250.0
1537;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2022/'23;1360.0
1538;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2023/'24;1450.0
1539;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Blaricum;2024/'25;1470.0
1540;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2011/'12;2330.0
1541;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2012/'13;2280.0
1542;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2013/'14;2180.0
1543;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2014/'15;2190.0
1544;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2015/'16;2180.0
1545;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2016/'17;2260.0
1546;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2017/'18;2320.0
1547;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2018/'19;2360.0
1548;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2019/'20;2380.0
1549;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2020/'21;2390.0
1550;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2021/'22;2330.0
1551;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2022/'23;2280.0
1552;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2023/'24;2210.0
1553;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bloemendaal;2024/'25;2150.0
1554;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2011/'12;2160.0
1555;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2012/'13;2080.0
1556;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2013/'14;2040.0
1557;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2014/'15;
1558;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2015/'16;
1559;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2016/'17;
1560;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2017/'18;
1561;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2018/'19;
1562;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2019/'20;
1563;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2020/'21;
1564;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2021/'22;
1565;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2022/'23;
1566;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2023/'24;
1567;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boarnsterhim;2024/'25;
1568;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2011/'12;3520.0
1569;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2012/'13;3430.0
1570;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2013/'14;3330.0
1571;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2014/'15;3310.0
1572;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2015/'16;3270.0
1573;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2016/'17;3240.0
1574;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2017/'18;3140.0
1575;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2018/'19;3150.0
1576;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2019/'20;3180.0
1577;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2020/'21;3220.0
1578;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2021/'22;3240.0
1579;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2022/'23;3250.0
1580;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2023/'24;3280.0
1581;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Bodegraven-Reeuwijk;2024/'25;3360.0
1582;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2011/'12;1110.0
1583;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2012/'13;1100.0
1584;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2013/'14;1060.0
1585;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2014/'15;1010.0
1586;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2015/'16;1000.0
1587;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2016/'17;970.0
1588;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2017/'18;960.0
1589;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2018/'19;930.0
1590;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2019/'20;900.0
1591;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2020/'21;880.0
1592;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2021/'22;880.0
1593;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2022/'23;870.0
1594;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2023/'24;860.0
1595;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boekel;2024/'25;900.0
1596;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2011/'12;850.0
1597;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2012/'13;840.0
1598;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2013/'14;810.0
1599;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2014/'15;780.0
1600;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2015/'16;730.0
1601;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2016/'17;710.0
1602;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2017/'18;700.0
1603;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2018/'19;700.0
1604;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2019/'20;
1605;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2020/'21;
1606;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2021/'22;
1607;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2022/'23;
1608;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2023/'24;
1609;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Ten Boer;2024/'25;
1610;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2011/'12;2320.0
1611;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2012/'13;2210.0
1612;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2013/'14;2130.0
1613;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2014/'15;2030.0
1614;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2015/'16;2040.0
1615;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2016/'17;1930.0
1616;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2017/'18;1910.0
1617;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2018/'19;1900.0
1618;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2019/'20;1860.0
1619;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2020/'21;1880.0
1620;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2021/'22;1860.0
1621;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2022/'23;1850.0
1622;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2023/'24;1870.0
1623;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borger-Odoorn;2024/'25;1860.0
1624;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2011/'12;2160.0
1625;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2012/'13;2170.0
1626;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2013/'14;2160.0
1627;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2014/'15;2070.0
1628;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2015/'16;2080.0
1629;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2016/'17;2080.0
1630;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2017/'18;2100.0
1631;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2018/'19;2120.0
1632;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2019/'20;2150.0
1633;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2020/'21;2150.0
1634;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2021/'22;2180.0
1635;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2022/'23;2260.0
1636;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2023/'24;2240.0
1637;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borne;2024/'25;2240.0
1638;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2011/'12;2360.0
1639;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2012/'13;2300.0
1640;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2013/'14;2230.0
1641;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2014/'15;2180.0
1642;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2015/'16;2140.0
1643;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2016/'17;2110.0
1644;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2017/'18;2090.0
1645;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2018/'19;2080.0
1646;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2019/'20;2090.0
1647;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2020/'21;2050.0
1648;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2021/'22;1990.0
1649;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2022/'23;1990.0
1650;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2023/'24;1980.0
1651;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Borsele;2024/'25;1950.0
1652;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boskoop;2011/'12;1640.0
1653;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boskoop;2012/'13;1560.0
1654;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boskoop;2013/'14;1510.0
1655;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Boskoop;2014/'15;
