ID;Geslacht;LeeftijdBeginPeriode;Herkomstgroepering;SBI93NaInstroomOfVoorUitstroom;InkomstenbronVoorInstroomNaUitstroom;Perioden;InstroomInArbeidAlsWerknemer_1;UitstroomUitArbeidAlsWerknemer_2
1012;Totaal mannen en vrouwen;0;0;7;7;26 september 2003 tot 24 september 2004;0.0;0.0
1013;Totaal mannen en vrouwen;0;0;7;7;24 september 2004 tot 30 september 2005;0.0;0.0
1014;Totaal mannen en vrouwen;0;0;7;7;30 september 2005 tot 29 september 2006;0.0;0.0
1015;Totaal mannen en vrouwen;0;0;7;7;29 september 2006 tot 28 september 2007;0.1;0.0
1016;Totaal mannen en vrouwen;0;0;7;7;28 september 2007 tot 26 september 2008;0.0;0.0
1017;Totaal mannen en vrouwen;0;0;7;8;24 september 1999 tot 29 september 2000;0.0;0.2
1018;Totaal mannen en vrouwen;0;0;7;8;29 september 2000 tot 28 september 2001;0.0;0.2
1019;Totaal mannen en vrouwen;0;0;7;8;28 september 2001 tot 27 september 2002;0.1;0.1
1020;Totaal mannen en vrouwen;0;0;7;8;27 september 2002 tot 26 september 2003;0.0;0.1
1021;Totaal mannen en vrouwen;0;0;7;8;26 september 2003 tot 24 september 2004;0.0;0.2
1022;Totaal mannen en vrouwen;0;0;7;8;24 september 2004 tot 30 september 2005;0.0;0.1
1023;Totaal mannen en vrouwen;0;0;7;8;30 september 2005 tot 29 september 2006;0.0;0.1
1024;Totaal mannen en vrouwen;0;0;7;8;29 september 2006 tot 28 september 2007;;
1025;Totaal mannen en vrouwen;0;0;7;8;28 september 2007 tot 26 september 2008;0.0;
1026;Totaal mannen en vrouwen;0;0;7;9;24 september 1999 tot 29 september 2000;0.0;2.3
1027;Totaal mannen en vrouwen;0;0;7;9;29 september 2000 tot 28 september 2001;0.0;1.4
1028;Totaal mannen en vrouwen;0;0;7;9;28 september 2001 tot 27 september 2002;0.0;1.3
1029;Totaal mannen en vrouwen;0;0;7;9;27 september 2002 tot 26 september 2003;0.0;0.7
1030;Totaal mannen en vrouwen;0;0;7;9;26 september 2003 tot 24 september 2004;0.0;1.5
1031;Totaal mannen en vrouwen;0;0;7;9;24 september 2004 tot 30 september 2005;0.0;0.6
1032;Totaal mannen en vrouwen;0;0;7;9;30 september 2005 tot 29 september 2006;0.0;2.0
1033;Totaal mannen en vrouwen;0;0;7;9;29 september 2006 tot 28 september 2007;;0.3
1034;Totaal mannen en vrouwen;0;0;7;9;28 september 2007 tot 26 september 2008;0.0;
1035;Totaal mannen en vrouwen;0;0;7;10;24 september 1999 tot 29 september 2000;0.2;0.2
1036;Totaal mannen en vrouwen;0;0;7;10;29 september 2000 tot 28 september 2001;0.3;0.3
1037;Totaal mannen en vrouwen;0;0;7;10;28 september 2001 tot 27 september 2002;0.3;0.2
1038;Totaal mannen en vrouwen;0;0;7;10;27 september 2002 tot 26 september 2003;0.2;0.1
1039;Totaal mannen en vrouwen;0;0;7;10;26 september 2003 tot 24 september 2004;0.2;0.2
1040;Totaal mannen en vrouwen;0;0;7;10;24 september 2004 tot 30 september 2005;0.2;0.1
1041;Totaal mannen en vrouwen;0;0;7;10;30 september 2005 tot 29 september 2006;0.2;0.3
1042;Totaal mannen en vrouwen;0;0;7;10;29 september 2006 tot 28 september 2007;0.2;0.1
1043;Totaal mannen en vrouwen;0;0;7;10;28 september 2007 tot 26 september 2008;0.3;0.2
1044;Totaal mannen en vrouwen;0;0;7;11;24 september 1999 tot 29 september 2000;0.1;0.0
1045;Totaal mannen en vrouwen;0;0;7;11;29 september 2000 tot 28 september 2001;0.1;0.0
1046;Totaal mannen en vrouwen;0;0;7;11;28 september 2001 tot 27 september 2002;0.1;0.0
1047;Totaal mannen en vrouwen;0;0;7;11;27 september 2002 tot 26 september 2003;0.1;0.0
1048;Totaal mannen en vrouwen;0;0;7;11;26 september 2003 tot 24 september 2004;0.1;0.1
1049;Totaal mannen en vrouwen;0;0;7;11;24 september 2004 tot 30 september 2005;0.1;0.0
1050;Totaal mannen en vrouwen;0;0;7;11;30 september 2005 tot 29 september 2006;0.1;0.1
1051;Totaal mannen en vrouwen;0;0;7;11;29 september 2006 tot 28 september 2007;0.1;0.0
1052;Totaal mannen en vrouwen;0;0;7;11;28 september 2007 tot 26 september 2008;0.1;0.0
1053;Totaal mannen en vrouwen;0;0;7;12;24 september 1999 tot 29 september 2000;0.1;0.2
1054;Totaal mannen en vrouwen;0;0;7;12;29 september 2000 tot 28 september 2001;0.2;0.3
1055;Totaal mannen en vrouwen;0;0;7;12;28 september 2001 tot 27 september 2002;0.2;0.2
1056;Totaal mannen en vrouwen;0;0;7;12;27 september 2002 tot 26 september 2003;0.1;0.1
1057;Totaal mannen en vrouwen;0;0;7;12;26 september 2003 tot 24 september 2004;0.1;0.1
1058;Totaal mannen en vrouwen;0;0;7;12;24 september 2004 tot 30 september 2005;0.1;0.1
1059;Totaal mannen en vrouwen;0;0;7;12;30 september 2005 tot 29 september 2006;0.1;0.2
1060;Totaal mannen en vrouwen;0;0;7;12;29 september 2006 tot 28 september 2007;0.1;0.1
1061;Totaal mannen en vrouwen;0;0;7;12;28 september 2007 tot 26 september 2008;0.1;0.1
1062;Totaal mannen en vrouwen;0;0;7;13;24 september 1999 tot 29 september 2000;0.1;0.0
1063;Totaal mannen en vrouwen;0;0;7;13;29 september 2000 tot 28 september 2001;0.1;0.0
1064;Totaal mannen en vrouwen;0;0;7;13;28 september 2001 tot 27 september 2002;0.0;0.0
1065;Totaal mannen en vrouwen;0;0;7;13;27 september 2002 tot 26 september 2003;0.0;0.0
1066;Totaal mannen en vrouwen;0;0;7;13;26 september 2003 tot 24 september 2004;0.0;0.0
1067;Totaal mannen en vrouwen;0;0;7;13;24 september 2004 tot 30 september 2005;0.0;0.0
1068;Totaal mannen en vrouwen;0;0;7;13;30 september 2005 tot 29 september 2006;0.0;0.0
1069;Totaal mannen en vrouwen;0;0;7;13;29 september 2006 tot 28 september 2007;0.0;0.0
1070;Totaal mannen en vrouwen;0;0;7;13;28 september 2007 tot 26 september 2008;0.1;0.0
1071;Totaal mannen en vrouwen;0;0;7;14;24 september 1999 tot 29 september 2000;0.0;0.1
1072;Totaal mannen en vrouwen;0;0;7;14;29 september 2000 tot 28 september 2001;0.0;0.1
1073;Totaal mannen en vrouwen;0;0;7;14;28 september 2001 tot 27 september 2002;0.0;0.1
1074;Totaal mannen en vrouwen;0;0;7;14;27 september 2002 tot 26 september 2003;0.0;0.1
1075;Totaal mannen en vrouwen;0;0;7;14;26 september 2003 tot 24 september 2004;0.0;0.1
1076;Totaal mannen en vrouwen;0;0;7;14;24 september 2004 tot 30 september 2005;0.0;0.1
1077;Totaal mannen en vrouwen;0;0;7;14;30 september 2005 tot 29 september 2006;0.0;0.1
1078;Totaal mannen en vrouwen;0;0;7;14;29 september 2006 tot 28 september 2007;0.0;0.1
1079;Totaal mannen en vrouwen;0;0;7;14;28 september 2007 tot 26 september 2008;0.0;0.1
1080;Totaal mannen en vrouwen;0;0;8;0;24 september 1999 tot 29 september 2000;18.9;23.2
1081;Totaal mannen en vrouwen;0;0;8;0;29 september 2000 tot 28 september 2001;18.6;25.1
1082;Totaal mannen en vrouwen;0;0;8;0;28 september 2001 tot 27 september 2002;16.1;25.8
1083;Totaal mannen en vrouwen;0;0;8;0;27 september 2002 tot 26 september 2003;13.6;27.4
1084;Totaal mannen en vrouwen;0;0;8;0;26 september 2003 tot 24 september 2004;13.1;27.6
1085;Totaal mannen en vrouwen;0;0;8;0;24 september 2004 tot 30 september 2005;16.0;25.4
1086;Totaal mannen en vrouwen;0;0;8;0;30 september 2005 tot 29 september 2006;18.7;25.2
1087;Totaal mannen en vrouwen;0;0;8;0;29 september 2006 tot 28 september 2007;19.2;21.5
1088;Totaal mannen en vrouwen;0;0;8;0;28 september 2007 tot 26 september 2008;15.7;22.5
1089;Totaal mannen en vrouwen;0;0;8;1;24 september 1999 tot 29 september 2000;1.3;6.2
1090;Totaal mannen en vrouwen;0;0;8;1;29 september 2000 tot 28 september 2001;1.6;6.3
1091;Totaal mannen en vrouwen;0;0;8;1;28 september 2001 tot 27 september 2002;1.5;4.7
1092;Totaal mannen en vrouwen;0;0;8;1;27 september 2002 tot 26 september 2003;1.4;3.5
1093;Totaal mannen en vrouwen;0;0;8;1;26 september 2003 tot 24 september 2004;1.3;3.5
1094;Totaal mannen en vrouwen;0;0;8;1;24 september 2004 tot 30 september 2005;1.1;3.7
1095;Totaal mannen en vrouwen;0;0;8;1;30 september 2005 tot 29 september 2006;1.6;5.6
1096;Totaal mannen en vrouwen;0;0;8;1;29 september 2006 tot 28 september 2007;1.7;6.5
1097;Totaal mannen en vrouwen;0;0;8;1;28 september 2007 tot 26 september 2008;1.8;5.9
1098;Totaal mannen en vrouwen;0;0;8;2;24 september 1999 tot 29 september 2000;0.0;0.0
1099;Totaal mannen en vrouwen;0;0;8;2;29 september 2000 tot 28 september 2001;0.0;0.0
1100;Totaal mannen en vrouwen;0;0;8;2;28 september 2001 tot 27 september 2002;0.0;0.0
1101;Totaal mannen en vrouwen;0;0;8;2;27 september 2002 tot 26 september 2003;0.0;0.0
1102;Totaal mannen en vrouwen;0;0;8;2;26 september 2003 tot 24 september 2004;0.0;0.0
1103;Totaal mannen en vrouwen;0;0;8;2;24 september 2004 tot 30 september 2005;0.0;0.0
1104;Totaal mannen en vrouwen;0;0;8;2;30 september 2005 tot 29 september 2006;0.0;0.0
1105;Totaal mannen en vrouwen;0;0;8;2;29 september 2006 tot 28 september 2007;0.0;0.0
1106;Totaal mannen en vrouwen;0;0;8;2;28 september 2007 tot 26 september 2008;0.0;0.0
1107;Totaal mannen en vrouwen;0;0;8;3;24 september 1999 tot 29 september 2000;1.3;6.2
1108;Totaal mannen en vrouwen;0;0;8;3;29 september 2000 tot 28 september 2001;1.6;6.3
1109;Totaal mannen en vrouwen;0;0;8;3;28 september 2001 tot 27 september 2002;1.5;4.7
1110;Totaal mannen en vrouwen;0;0;8;3;27 september 2002 tot 26 september 2003;1.4;3.5
1111;Totaal mannen en vrouwen;0;0;8;3;26 september 2003 tot 24 september 2004;1.3;3.5
1112;Totaal mannen en vrouwen;0;0;8;3;24 september 2004 tot 30 september 2005;1.1;3.7
1113;Totaal mannen en vrouwen;0;0;8;3;30 september 2005 tot 29 september 2006;1.6;5.6
1114;Totaal mannen en vrouwen;0;0;8;3;29 september 2006 tot 28 september 2007;1.7;6.5
1115;Totaal mannen en vrouwen;0;0;8;3;28 september 2007 tot 26 september 2008;1.8;5.9
1116;Totaal mannen en vrouwen;0;0;8;4;24 september 1999 tot 29 september 2000;4.0;6.2
1117;Totaal mannen en vrouwen;0;0;8;4;29 september 2000 tot 28 september 2001;3.4;6.4
1118;Totaal mannen en vrouwen;0;0;8;4;28 september 2001 tot 27 september 2002;2.6;7.8
1119;Totaal mannen en vrouwen;0;0;8;4;27 september 2002 tot 26 september 2003;2.2;10.9
1120;Totaal mannen en vrouwen;0;0;8;4;26 september 2003 tot 24 september 2004;2.9;9.9
1121;Totaal mannen en vrouwen;0;0;8;4;24 september 2004 tot 30 september 2005;4.0;7.0
1122;Totaal mannen en vrouwen;0;0;8;4;30 september 2005 tot 29 september 2006;4.3;5.3
1123;Totaal mannen en vrouwen;0;0;8;4;29 september 2006 tot 28 september 2007;3.9;3.5
1124;Totaal mannen en vrouwen;0;0;8;4;28 september 2007 tot 26 september 2008;2.4;4.0
1125;Totaal mannen en vrouwen;0;0;8;5;24 september 1999 tot 29 september 2000;1.0;3.3
1126;Totaal mannen en vrouwen;0;0;8;5;29 september 2000 tot 28 september 2001;1.1;3.4
1127;Totaal mannen en vrouwen;0;0;8;5;28 september 2001 tot 27 september 2002;0.9;3.3
1128;Totaal mannen en vrouwen;0;0;8;5;27 september 2002 tot 26 september 2003;0.7;3.7
1129;Totaal mannen en vrouwen;0;0;8;5;26 september 2003 tot 24 september 2004;0.6;3.2
1130;Totaal mannen en vrouwen;0;0;8;5;24 september 2004 tot 30 september 2005;0.8;2.1
1131;Totaal mannen en vrouwen;0;0;8;5;30 september 2005 tot 29 september 2006;0.9;1.9
1132;Totaal mannen en vrouwen;0;0;8;5;29 september 2006 tot 28 september 2007;0.8;1.4
1133;Totaal mannen en vrouwen;0;0;8;5;28 september 2007 tot 26 september 2008;0.6;
1134;Totaal mannen en vrouwen;0;0;8;6;24 september 1999 tot 29 september 2000;1.0;1.3
1135;Totaal mannen en vrouwen;0;0;8;6;29 september 2000 tot 28 september 2001;0.7;1.3
1136;Totaal mannen en vrouwen;0;0;8;6;28 september 2001 tot 27 september 2002;0.5;2.5
1137;Totaal mannen en vrouwen;0;0;8;6;27 september 2002 tot 26 september 2003;0.6;5.4
1138;Totaal mannen en vrouwen;0;0;8;6;26 september 2003 tot 24 september 2004;1.4;4.7
1139;Totaal mannen en vrouwen;0;0;8;6;24 september 2004 tot 30 september 2005;2.0;2.6
1140;Totaal mannen en vrouwen;0;0;8;6;30 september 2005 tot 29 september 2006;1.7;1.6
1141;Totaal mannen en vrouwen;0;0;8;6;29 september 2006 tot 28 september 2007;1.2;1.1
1142;Totaal mannen en vrouwen;0;0;8;6;28 september 2007 tot 26 september 2008;0.8;1.0
1143;Totaal mannen en vrouwen;0;0;8;7;24 september 1999 tot 29 september 2000;1.3;0.5
1144;Totaal mannen en vrouwen;0;0;8;7;29 september 2000 tot 28 september 2001;0.9;0.5
1145;Totaal mannen en vrouwen;0;0;8;7;28 september 2001 tot 27 september 2002;0.5;0.6
1146;Totaal mannen en vrouwen;0;0;8;7;27 september 2002 tot 26 september 2003;0.4;0.7
1147;Totaal mannen en vrouwen;0;0;8;7;26 september 2003 tot 24 september 2004;0.4;0.6
1148;Totaal mannen en vrouwen;0;0;8;7;24 september 2004 tot 30 september 2005;0.6;0.4
1149;Totaal mannen en vrouwen;0;0;8;7;30 september 2005 tot 29 september 2006;0.8;0.2
1150;Totaal mannen en vrouwen;0;0;8;7;29 september 2006 tot 28 september 2007;0.8;0.2
1151;Totaal mannen en vrouwen;0;0;8;7;28 september 2007 tot 26 september 2008;0.5;0.2
1152;Totaal mannen en vrouwen;0;0;8;8;24 september 1999 tot 29 september 2000;1.1;2.5
1153;Totaal mannen en vrouwen;0;0;8;8;29 september 2000 tot 28 september 2001;1.1;2.5
1154;Totaal mannen en vrouwen;0;0;8;8;28 september 2001 tot 27 september 2002;1.0;3.2
1155;Totaal mannen en vrouwen;0;0;8;8;27 september 2002 tot 26 september 2003;0.9;3.5
1156;Totaal mannen en vrouwen;0;0;8;8;26 september 2003 tot 24 september 2004;0.9;3.4
1157;Totaal mannen en vrouwen;0;0;8;8;24 september 2004 tot 30 september 2005;1.2;4.0
1158;Totaal mannen en vrouwen;0;0;8;8;30 september 2005 tot 29 september 2006;1.6;2.7
1159;Totaal mannen en vrouwen;0;0;8;8;29 september 2006 tot 28 september 2007;;
1160;Totaal mannen en vrouwen;0;0;8;8;28 september 2007 tot 26 september 2008;0.8;
1161;Totaal mannen en vrouwen;0;0;8;9;24 september 1999 tot 29 september 2000;0.3;3.4
1162;Totaal mannen en vrouwen;0;0;8;9;29 september 2000 tot 28 september 2001;0.5;3.5
1163;Totaal mannen en vrouwen;0;0;8;9;28 september 2001 tot 27 september 2002;0.4;3.3
1164;Totaal mannen en vrouwen;0;0;8;9;27 september 2002 tot 26 september 2003;0.3;4.6
1165;Totaal mannen en vrouwen;0;0;8;9;26 september 2003 tot 24 september 2004;0.4;5.9
1166;Totaal mannen en vrouwen;0;0;8;9;24 september 2004 tot 30 september 2005;0.5;5.7
1167;Totaal mannen en vrouwen;0;0;8;9;30 september 2005 tot 29 september 2006;0.6;4.3
1168;Totaal mannen en vrouwen;0;0;8;9;29 september 2006 tot 28 september 2007;;5.1
1169;Totaal mannen en vrouwen;0;0;8;9;28 september 2007 tot 26 september 2008;0.7;
1170;Totaal mannen en vrouwen;0;0;8;10;24 september 1999 tot 29 september 2000;12.5;7.0
1171;Totaal mannen en vrouwen;0;0;8;10;29 september 2000 tot 28 september 2001;12.4;8.3
1172;Totaal mannen en vrouwen;0;0;8;10;28 september 2001 tot 27 september 2002;11.0;9.2
1173;Totaal mannen en vrouwen;0;0;8;10;27 september 2002 tot 26 september 2003;9.1;7.8
1174;Totaal mannen en vrouwen;0;0;8;10;26 september 2003 tot 24 september 2004;8.1;8.1
1175;Totaal mannen en vrouwen;0;0;8;10;24 september 2004 tot 30 september 2005;9.9;8.8
1176;Totaal mannen en vrouwen;0;0;8;10;30 september 2005 tot 29 september 2006;11.7;9.4
1177;Totaal mannen en vrouwen;0;0;8;10;29 september 2006 tot 28 september 2007;12.0;5.8
1178;Totaal mannen en vrouwen;0;0;8;10;28 september 2007 tot 26 september 2008;9.5;6.2
1179;Totaal mannen en vrouwen;0;0;8;11;24 september 1999 tot 29 september 2000;6.9;1.7
1180;Totaal mannen en vrouwen;0;0;8;11;29 september 2000 tot 28 september 2001;6.8;1.6
1181;Totaal mannen en vrouwen;0;0;8;11;28 september 2001 tot 27 september 2002;5.3;1.9
1182;Totaal mannen en vrouwen;0;0;8;11;27 september 2002 tot 26 september 2003;4.5;1.6
1183;Totaal mannen en vrouwen;0;0;8;11;26 september 2003 tot 24 september 2004;4.2;1.5
1184;Totaal mannen en vrouwen;0;0;8;11;24 september 2004 tot 30 september 2005;4.8;1.2
1185;Totaal mannen en vrouwen;0;0;8;11;30 september 2005 tot 29 september 2006;4.7;1.6
1186;Totaal mannen en vrouwen;0;0;8;11;29 september 2006 tot 28 september 2007;5.6;1.4
1187;Totaal mannen en vrouwen;0;0;8;11;28 september 2007 tot 26 september 2008;5.2;1.4
1188;Totaal mannen en vrouwen;0;0;8;12;24 september 1999 tot 29 september 2000;5.6;5.3
1189;Totaal mannen en vrouwen;0;0;8;12;29 september 2000 tot 28 september 2001;5.6;6.6
1190;Totaal mannen en vrouwen;0;0;8;12;28 september 2001 tot 27 september 2002;5.8;7.3
1191;Totaal mannen en vrouwen;0;0;8;12;27 september 2002 tot 26 september 2003;4.7;6.3
1192;Totaal mannen en vrouwen;0;0;8;12;26 september 2003 tot 24 september 2004;4.0;6.6
1193;Totaal mannen en vrouwen;0;0;8;12;24 september 2004 tot 30 september 2005;5.1;7.6
1194;Totaal mannen en vrouwen;0;0;8;12;30 september 2005 tot 29 september 2006;7.0;7.8
1195;Totaal mannen en vrouwen;0;0;8;12;29 september 2006 tot 28 september 2007;6.4;4.4
1196;Totaal mannen en vrouwen;0;0;8;12;28 september 2007 tot 26 september 2008;4.4;4.8
1197;Totaal mannen en vrouwen;0;0;8;13;24 september 1999 tot 29 september 2000;0.9;0.0
1198;Totaal mannen en vrouwen;0;0;8;13;29 september 2000 tot 28 september 2001;1.0;0.0
1199;Totaal mannen en vrouwen;0;0;8;13;28 september 2001 tot 27 september 2002;0.8;0.0
1200;Totaal mannen en vrouwen;0;0;8;13;27 september 2002 tot 26 september 2003;0.6;0.0
1201;Totaal mannen en vrouwen;0;0;8;13;26 september 2003 tot 24 september 2004;0.6;0.0
1202;Totaal mannen en vrouwen;0;0;8;13;24 september 2004 tot 30 september 2005;0.7;0.0
1203;Totaal mannen en vrouwen;0;0;8;13;30 september 2005 tot 29 september 2006;0.9;0.0
1204;Totaal mannen en vrouwen;0;0;8;13;29 september 2006 tot 28 september 2007;1.1;0.0
1205;Totaal mannen en vrouwen;0;0;8;13;28 september 2007 tot 26 september 2008;1.5;0.0
1206;Totaal mannen en vrouwen;0;0;8;14;24 september 1999 tot 29 september 2000;0.0;1.4
1207;Totaal mannen en vrouwen;0;0;8;14;29 september 2000 tot 28 september 2001;0.0;1.5
1208;Totaal mannen en vrouwen;0;0;8;14;28 september 2001 tot 27 september 2002;0.0;1.7
1209;Totaal mannen en vrouwen;0;0;8;14;27 september 2002 tot 26 september 2003;0.0;1.8
1210;Totaal mannen en vrouwen;0;0;8;14;26 september 2003 tot 24 september 2004;0.0;1.6
1211;Totaal mannen en vrouwen;0;0;8;14;24 september 2004 tot 30 september 2005;0.0;1.7
1212;Totaal mannen en vrouwen;0;0;8;14;30 september 2005 tot 29 september 2006;0.0;1.8
1213;Totaal mannen en vrouwen;0;0;8;14;29 september 2006 tot 28 september 2007;0.0;1.7
1214;Totaal mannen en vrouwen;0;0;8;14;28 september 2007 tot 26 september 2008;0.0;1.8
1215;Totaal mannen en vrouwen;0;0;9;0;24 september 1999 tot 29 september 2000;454.3;321.9
1216;Totaal mannen en vrouwen;0;0;9;0;29 september 2000 tot 28 september 2001;439.9;325.5
1217;Totaal mannen en vrouwen;0;0;9;0;28 september 2001 tot 27 september 2002;387.6;345.0
1218;Totaal mannen en vrouwen;0;0;9;0;27 september 2002 tot 26 september 2003;344.5;357.4
1219;Totaal mannen en vrouwen;0;0;9;0;26 september 2003 tot 24 september 2004;346.2;348.7
1220;Totaal mannen en vrouwen;0;0;9;0;24 september 2004 tot 30 september 2005;393.4;335.9
1221;Totaal mannen en vrouwen;0;0;9;0;30 september 2005 tot 29 september 2006;466.9;328.6
1222;Totaal mannen en vrouwen;0;0;9;0;29 september 2006 tot 28 september 2007;494.6;301.7
1223;Totaal mannen en vrouwen;0;0;9;0;28 september 2007 tot 26 september 2008;449.2;342.5
1224;Totaal mannen en vrouwen;0;0;9;1;24 september 1999 tot 29 september 2000;18.2;30.9
1225;Totaal mannen en vrouwen;0;0;9;1;29 september 2000 tot 28 september 2001;20.8;28.4
1226;Totaal mannen en vrouwen;0;0;9;1;28 september 2001 tot 27 september 2002;17.1;26.8
1227;Totaal mannen en vrouwen;0;0;9;1;27 september 2002 tot 26 september 2003;16.4;24.7
1228;Totaal mannen en vrouwen;0;0;9;1;26 september 2003 tot 24 september 2004;15.3;23.8
1229;Totaal mannen en vrouwen;0;0;9;1;24 september 2004 tot 30 september 2005;16.2;22.2
1230;Totaal mannen en vrouwen;0;0;9;1;30 september 2005 tot 29 september 2006;22.2;29.1
1231;Totaal mannen en vrouwen;0;0;9;1;29 september 2006 tot 28 september 2007;23.2;30.7
1232;Totaal mannen en vrouwen;0;0;9;1;28 september 2007 tot 26 september 2008;22.3;30.9
1233;Totaal mannen en vrouwen;0;0;9;2;24 september 1999 tot 29 september 2000;0.0;0.0
1234;Totaal mannen en vrouwen;0;0;9;2;29 september 2000 tot 28 september 2001;0.0;0.0
1235;Totaal mannen en vrouwen;0;0;9;2;28 september 2001 tot 27 september 2002;0.0;0.0
1236;Totaal mannen en vrouwen;0;0;9;2;27 september 2002 tot 26 september 2003;0.0;0.0
1237;Totaal mannen en vrouwen;0;0;9;2;26 september 2003 tot 24 september 2004;0.0;0.0
1238;Totaal mannen en vrouwen;0;0;9;2;24 september 2004 tot 30 september 2005;0.0;0.0
1239;Totaal mannen en vrouwen;0;0;9;2;30 september 2005 tot 29 september 2006;0.0;0.0
1240;Totaal mannen en vrouwen;0;0;9;2;29 september 2006 tot 28 september 2007;0.0;0.0
1241;Totaal mannen en vrouwen;0;0;9;2;28 september 2007 tot 26 september 2008;0.0;0.0
1242;Totaal mannen en vrouwen;0;0;9;3;24 september 1999 tot 29 september 2000;18.2;30.9
1243;Totaal mannen en vrouwen;0;0;9;3;29 september 2000 tot 28 september 2001;20.8;28.4
1244;Totaal mannen en vrouwen;0;0;9;3;28 september 2001 tot 27 september 2002;17.1;26.8
1245;Totaal mannen en vrouwen;0;0;9;3;27 september 2002 tot 26 september 2003;16.4;24.7
1246;Totaal mannen en vrouwen;0;0;9;3;26 september 2003 tot 24 september 2004;15.3;23.8
1247;Totaal mannen en vrouwen;0;0;9;3;24 september 2004 tot 30 september 2005;16.2;22.2
1248;Totaal mannen en vrouwen;0;0;9;3;30 september 2005 tot 29 september 2006;22.2;29.1
1249;Totaal mannen en vrouwen;0;0;9;3;29 september 2006 tot 28 september 2007;23.2;30.7
1250;Totaal mannen en vrouwen;0;0;9;3;28 september 2007 tot 26 september 2008;22.3;30.9
1251;Totaal mannen en vrouwen;0;0;9;4;24 september 1999 tot 29 september 2000;73.9;79.0
1252;Totaal mannen en vrouwen;0;0;9;4;29 september 2000 tot 28 september 2001;63.1;80.1
1253;Totaal mannen en vrouwen;0;0;9;4;28 september 2001 tot 27 september 2002;54.8;89.1
1254;Totaal mannen en vrouwen;0;0;9;4;27 september 2002 tot 26 september 2003;49.0;111.2
1255;Totaal mannen en vrouwen;0;0;9;4;26 september 2003 tot 24 september 2004;63.3;102.8
1256;Totaal mannen en vrouwen;0;0;9;4;24 september 2004 tot 30 september 2005;79.4;93.0
1257;Totaal mannen en vrouwen;0;0;9;4;30 september 2005 tot 29 september 2006;96.7;78.4
1258;Totaal mannen en vrouwen;0;0;9;4;29 september 2006 tot 28 september 2007;99.1;63.1
1259;Totaal mannen en vrouwen;0;0;9;4;28 september 2007 tot 26 september 2008;66.4;81.0
1260;Totaal mannen en vrouwen;0;0;9;5;24 september 1999 tot 29 september 2000;11.7;23.8
1261;Totaal mannen en vrouwen;0;0;9;5;29 september 2000 tot 28 september 2001;12.1;24.0
1262;Totaal mannen en vrouwen;0;0;9;5;28 september 2001 tot 27 september 2002;11.5;22.9
1263;Totaal mannen en vrouwen;0;0;9;5;27 september 2002 tot 26 september 2003;9.5;23.5
1264;Totaal mannen en vrouwen;0;0;9;5;26 september 2003 tot 24 september 2004;9.6;20.9
1265;Totaal mannen en vrouwen;0;0;9;5;24 september 2004 tot 30 september 2005;11.0;15.4
1266;Totaal mannen en vrouwen;0;0;9;5;30 september 2005 tot 29 september 2006;12.4;13.4
1267;Totaal mannen en vrouwen;0;0;9;5;29 september 2006 tot 28 september 2007;12.6;9.9
1268;Totaal mannen en vrouwen;0;0;9;5;28 september 2007 tot 26 september 2008;8.4;
1269;Totaal mannen en vrouwen;0;0;9;6;24 september 1999 tot 29 september 2000;16.1;18.3
1270;Totaal mannen en vrouwen;0;0;9;6;29 september 2000 tot 28 september 2001;12.5;18.2
1271;Totaal mannen en vrouwen;0;0;9;6;28 september 2001 tot 27 september 2002;10.7;28.1
1272;Totaal mannen en vrouwen;0;0;9;6;27 september 2002 tot 26 september 2003;14.1;49.4
1273;Totaal mannen en vrouwen;0;0;9;6;26 september 2003 tot 24 september 2004;27.0;47.8
1274;Totaal mannen en vrouwen;0;0;9;6;24 september 2004 tot 30 september 2005;36.6;43.7
1275;Totaal mannen en vrouwen;0;0;9;6;30 september 2005 tot 29 september 2006;40.7;32.2
1276;Totaal mannen en vrouwen;0;0;9;6;29 september 2006 tot 28 september 2007;33.8;24.0
1277;Totaal mannen en vrouwen;0;0;9;6;28 september 2007 tot 26 september 2008;22.2;26.2
1278;Totaal mannen en vrouwen;0;0;9;7;24 september 1999 tot 29 september 2000;31.5;17.1
1279;Totaal mannen en vrouwen;0;0;9;7;29 september 2000 tot 28 september 2001;23.2;16.3
1280;Totaal mannen en vrouwen;0;0;9;7;28 september 2001 tot 27 september 2002;18.0;15.6
1281;Totaal mannen en vrouwen;0;0;9;7;27 september 2002 tot 26 september 2003;13.3;18.8
1282;Totaal mannen en vrouwen;0;0;9;7;26 september 2003 tot 24 september 2004;15.7;16.1
1283;Totaal mannen en vrouwen;0;0;9;7;24 september 2004 tot 30 september 2005;20.3;14.0
1284;Totaal mannen en vrouwen;0;0;9;7;30 september 2005 tot 29 september 2006;28.5;10.6
1285;Totaal mannen en vrouwen;0;0;9;7;29 september 2006 tot 28 september 2007;27.2;10.7
1286;Totaal mannen en vrouwen;0;0;9;7;28 september 2007 tot 26 september 2008;20.9;11.7
1287;Totaal mannen en vrouwen;0;0;9;8;24 september 1999 tot 29 september 2000;20.5;28.8
1288;Totaal mannen en vrouwen;0;0;9;8;29 september 2000 tot 28 september 2001;20.4;31.3
1289;Totaal mannen en vrouwen;0;0;9;8;28 september 2001 tot 27 september 2002;19.4;33.0
