ID;Geslacht;Leeftijd;BedrijfstakkenBranchesSBI2008;Perioden;OntslagenWerknemers_1
745;Totaal mannen en vrouwen;35 tot 55 jaar;O-U Niet-commerciële dienstverlening;2022;0.7
746;Totaal mannen en vrouwen;35 tot 55 jaar;O-U Niet-commerciële dienstverlening;2023;0.8
747;Totaal mannen en vrouwen;35 tot 55 jaar;O-Q Overheid en zorg;2015;2.6
748;Totaal mannen en vrouwen;35 tot 55 jaar;O-Q Overheid en zorg;2016;7.4
749;Totaal mannen en vrouwen;35 tot 55 jaar;O-Q Overheid en zorg;2017;1.0
750;Totaal mannen en vrouwen;35 tot 55 jaar;O-Q Overheid en zorg;2018;2.4
751;Totaal mannen en vrouwen;35 tot 55 jaar;O-Q Overheid en zorg;2019;1.1
752;Totaal mannen en vrouwen;35 tot 55 jaar;O-Q Overheid en zorg;2020;0.3
753;Totaal mannen en vrouwen;35 tot 55 jaar;O-Q Overheid en zorg;2021;0.4
754;Totaal mannen en vrouwen;35 tot 55 jaar;O-Q Overheid en zorg;2022;0.5
755;Totaal mannen en vrouwen;35 tot 55 jaar;O-Q Overheid en zorg;2023;0.7
756;Totaal mannen en vrouwen;35 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2015;
757;Totaal mannen en vrouwen;35 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2016;
758;Totaal mannen en vrouwen;35 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2017;
759;Totaal mannen en vrouwen;35 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2018;
760;Totaal mannen en vrouwen;35 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2019;
761;Totaal mannen en vrouwen;35 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2020;
762;Totaal mannen en vrouwen;35 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2021;
763;Totaal mannen en vrouwen;35 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2022;
764;Totaal mannen en vrouwen;35 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2023;
765;Totaal mannen en vrouwen;35 tot 55 jaar;P Onderwijs;2015;0.2
766;Totaal mannen en vrouwen;35 tot 55 jaar;P Onderwijs;2016;0.1
767;Totaal mannen en vrouwen;35 tot 55 jaar;P Onderwijs;2017;0.1
768;Totaal mannen en vrouwen;35 tot 55 jaar;P Onderwijs;2018;0.1
769;Totaal mannen en vrouwen;35 tot 55 jaar;P Onderwijs;2019;0.1
770;Totaal mannen en vrouwen;35 tot 55 jaar;P Onderwijs;2020;0.0
771;Totaal mannen en vrouwen;35 tot 55 jaar;P Onderwijs;2021;0.0
772;Totaal mannen en vrouwen;35 tot 55 jaar;P Onderwijs;2022;0.0
773;Totaal mannen en vrouwen;35 tot 55 jaar;P Onderwijs;2023;0.1
774;Totaal mannen en vrouwen;35 tot 55 jaar;Q Gezondheids- en welzijnszorg;2015;2.4
775;Totaal mannen en vrouwen;35 tot 55 jaar;Q Gezondheids- en welzijnszorg;2016;7.3
776;Totaal mannen en vrouwen;35 tot 55 jaar;Q Gezondheids- en welzijnszorg;2017;0.9
777;Totaal mannen en vrouwen;35 tot 55 jaar;Q Gezondheids- en welzijnszorg;2018;2.3
778;Totaal mannen en vrouwen;35 tot 55 jaar;Q Gezondheids- en welzijnszorg;2019;1.0
779;Totaal mannen en vrouwen;35 tot 55 jaar;Q Gezondheids- en welzijnszorg;2020;0.2
780;Totaal mannen en vrouwen;35 tot 55 jaar;Q Gezondheids- en welzijnszorg;2021;0.4
781;Totaal mannen en vrouwen;35 tot 55 jaar;Q Gezondheids- en welzijnszorg;2022;0.5
782;Totaal mannen en vrouwen;35 tot 55 jaar;Q Gezondheids- en welzijnszorg;2023;0.6
783;Totaal mannen en vrouwen;35 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2015;0.3
784;Totaal mannen en vrouwen;35 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2016;0.2
785;Totaal mannen en vrouwen;35 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2017;0.2
786;Totaal mannen en vrouwen;35 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2018;0.2
787;Totaal mannen en vrouwen;35 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2019;0.2
788;Totaal mannen en vrouwen;35 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2020;0.2
789;Totaal mannen en vrouwen;35 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2021;0.1
790;Totaal mannen en vrouwen;35 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2022;0.1
791;Totaal mannen en vrouwen;35 tot 55 jaar;R-U Cultuur, recreatie, overige diensten;2023;0.2
792;Totaal mannen en vrouwen;35 tot 55 jaar;R Cultuur, sport en recreatie;2015;0.2
793;Totaal mannen en vrouwen;35 tot 55 jaar;R Cultuur, sport en recreatie;2016;0.1
794;Totaal mannen en vrouwen;35 tot 55 jaar;R Cultuur, sport en recreatie;2017;0.0
795;Totaal mannen en vrouwen;35 tot 55 jaar;R Cultuur, sport en recreatie;2018;0.1
796;Totaal mannen en vrouwen;35 tot 55 jaar;R Cultuur, sport en recreatie;2019;0.1
797;Totaal mannen en vrouwen;35 tot 55 jaar;R Cultuur, sport en recreatie;2020;0.1
798;Totaal mannen en vrouwen;35 tot 55 jaar;R Cultuur, sport en recreatie;2021;0.0
799;Totaal mannen en vrouwen;35 tot 55 jaar;R Cultuur, sport en recreatie;2022;0.0
800;Totaal mannen en vrouwen;35 tot 55 jaar;R Cultuur, sport en recreatie;2023;0.1
801;Totaal mannen en vrouwen;35 tot 55 jaar;S Overige dienstverlening;2015;0.2
802;Totaal mannen en vrouwen;35 tot 55 jaar;S Overige dienstverlening;2016;0.2
803;Totaal mannen en vrouwen;35 tot 55 jaar;S Overige dienstverlening;2017;0.1
804;Totaal mannen en vrouwen;35 tot 55 jaar;S Overige dienstverlening;2018;0.1
805;Totaal mannen en vrouwen;35 tot 55 jaar;S Overige dienstverlening;2019;0.1
806;Totaal mannen en vrouwen;35 tot 55 jaar;S Overige dienstverlening;2020;0.1
807;Totaal mannen en vrouwen;35 tot 55 jaar;S Overige dienstverlening;2021;0.0
808;Totaal mannen en vrouwen;35 tot 55 jaar;S Overige dienstverlening;2022;0.1
809;Totaal mannen en vrouwen;35 tot 55 jaar;S Overige dienstverlening;2023;0.1
810;Totaal mannen en vrouwen;35 tot 55 jaar;T Huishoudens;2015;
811;Totaal mannen en vrouwen;35 tot 55 jaar;T Huishoudens;2016;
812;Totaal mannen en vrouwen;35 tot 55 jaar;T Huishoudens;2017;
813;Totaal mannen en vrouwen;35 tot 55 jaar;T Huishoudens;2018;
814;Totaal mannen en vrouwen;35 tot 55 jaar;T Huishoudens;2019;
815;Totaal mannen en vrouwen;35 tot 55 jaar;T Huishoudens;2020;
816;Totaal mannen en vrouwen;35 tot 55 jaar;T Huishoudens;2021;
817;Totaal mannen en vrouwen;35 tot 55 jaar;T Huishoudens;2022;
818;Totaal mannen en vrouwen;35 tot 55 jaar;T Huishoudens;2023;
819;Totaal mannen en vrouwen;35 tot 55 jaar;U Extraterritoriale organisaties;2015;
820;Totaal mannen en vrouwen;35 tot 55 jaar;U Extraterritoriale organisaties;2016;
821;Totaal mannen en vrouwen;35 tot 55 jaar;U Extraterritoriale organisaties;2017;
822;Totaal mannen en vrouwen;35 tot 55 jaar;U Extraterritoriale organisaties;2018;
823;Totaal mannen en vrouwen;35 tot 55 jaar;U Extraterritoriale organisaties;2019;
824;Totaal mannen en vrouwen;35 tot 55 jaar;U Extraterritoriale organisaties;2020;
825;Totaal mannen en vrouwen;35 tot 55 jaar;U Extraterritoriale organisaties;2021;
826;Totaal mannen en vrouwen;35 tot 55 jaar;U Extraterritoriale organisaties;2022;
827;Totaal mannen en vrouwen;35 tot 55 jaar;U Extraterritoriale organisaties;2023;
828;Totaal mannen en vrouwen;35 tot 55 jaar;SBI-code onbekend;2015;0.0
829;Totaal mannen en vrouwen;35 tot 55 jaar;SBI-code onbekend;2016;0.0
830;Totaal mannen en vrouwen;35 tot 55 jaar;SBI-code onbekend;2017;0.0
831;Totaal mannen en vrouwen;35 tot 55 jaar;SBI-code onbekend;2018;0.0
832;Totaal mannen en vrouwen;35 tot 55 jaar;SBI-code onbekend;2019;0.0
833;Totaal mannen en vrouwen;35 tot 55 jaar;SBI-code onbekend;2020;0.0
834;Totaal mannen en vrouwen;35 tot 55 jaar;SBI-code onbekend;2021;0.0
835;Totaal mannen en vrouwen;35 tot 55 jaar;SBI-code onbekend;2022;0.0
836;Totaal mannen en vrouwen;35 tot 55 jaar;SBI-code onbekend;2023;0.0
837;Totaal mannen en vrouwen;55 tot 75 jaar;A-U Alle economische activiteiten;2015;7.4
838;Totaal mannen en vrouwen;55 tot 75 jaar;A-U Alle economische activiteiten;2016;9.8
839;Totaal mannen en vrouwen;55 tot 75 jaar;A-U Alle economische activiteiten;2017;3.8
840;Totaal mannen en vrouwen;55 tot 75 jaar;A-U Alle economische activiteiten;2018;4.9
841;Totaal mannen en vrouwen;55 tot 75 jaar;A-U Alle economische activiteiten;2019;4.6
842;Totaal mannen en vrouwen;55 tot 75 jaar;A-U Alle economische activiteiten;2020;3.8
843;Totaal mannen en vrouwen;55 tot 75 jaar;A-U Alle economische activiteiten;2021;1.6
844;Totaal mannen en vrouwen;55 tot 75 jaar;A-U Alle economische activiteiten;2022;2.6
845;Totaal mannen en vrouwen;55 tot 75 jaar;A-U Alle economische activiteiten;2023;3.9
846;Totaal mannen en vrouwen;55 tot 75 jaar;A Landbouw, bosbouw en visserij;2015;0.0
847;Totaal mannen en vrouwen;55 tot 75 jaar;A Landbouw, bosbouw en visserij;2016;0.0
848;Totaal mannen en vrouwen;55 tot 75 jaar;A Landbouw, bosbouw en visserij;2017;0.0
849;Totaal mannen en vrouwen;55 tot 75 jaar;A Landbouw, bosbouw en visserij;2018;0.0
850;Totaal mannen en vrouwen;55 tot 75 jaar;A Landbouw, bosbouw en visserij;2019;0.0
851;Totaal mannen en vrouwen;55 tot 75 jaar;A Landbouw, bosbouw en visserij;2020;0.0
852;Totaal mannen en vrouwen;55 tot 75 jaar;A Landbouw, bosbouw en visserij;2021;
853;Totaal mannen en vrouwen;55 tot 75 jaar;A Landbouw, bosbouw en visserij;2022;0.0
854;Totaal mannen en vrouwen;55 tot 75 jaar;A Landbouw, bosbouw en visserij;2023;0.0
855;Totaal mannen en vrouwen;55 tot 75 jaar;B Delfstoffenwinning;2015;
856;Totaal mannen en vrouwen;55 tot 75 jaar;B Delfstoffenwinning;2016;0.0
857;Totaal mannen en vrouwen;55 tot 75 jaar;B Delfstoffenwinning;2017;0.0
858;Totaal mannen en vrouwen;55 tot 75 jaar;B Delfstoffenwinning;2018;0.0
859;Totaal mannen en vrouwen;55 tot 75 jaar;B Delfstoffenwinning;2019;
860;Totaal mannen en vrouwen;55 tot 75 jaar;B Delfstoffenwinning;2020;0.0
861;Totaal mannen en vrouwen;55 tot 75 jaar;B Delfstoffenwinning;2021;0.0
862;Totaal mannen en vrouwen;55 tot 75 jaar;B Delfstoffenwinning;2022;0.0
863;Totaal mannen en vrouwen;55 tot 75 jaar;B Delfstoffenwinning;2023;0.0
864;Totaal mannen en vrouwen;55 tot 75 jaar;B-E Nijverheid (geen bouw) en energie;2015;0.9
865;Totaal mannen en vrouwen;55 tot 75 jaar;B-E Nijverheid (geen bouw) en energie;2016;0.8
866;Totaal mannen en vrouwen;55 tot 75 jaar;B-E Nijverheid (geen bouw) en energie;2017;0.7
867;Totaal mannen en vrouwen;55 tot 75 jaar;B-E Nijverheid (geen bouw) en energie;2018;0.8
868;Totaal mannen en vrouwen;55 tot 75 jaar;B-E Nijverheid (geen bouw) en energie;2019;0.9
869;Totaal mannen en vrouwen;55 tot 75 jaar;B-E Nijverheid (geen bouw) en energie;2020;0.5
870;Totaal mannen en vrouwen;55 tot 75 jaar;B-E Nijverheid (geen bouw) en energie;2021;0.4
871;Totaal mannen en vrouwen;55 tot 75 jaar;B-E Nijverheid (geen bouw) en energie;2022;0.7
872;Totaal mannen en vrouwen;55 tot 75 jaar;B-E Nijverheid (geen bouw) en energie;2023;1.3
873;Totaal mannen en vrouwen;55 tot 75 jaar;B-F Nijverheid en energie;2015;2.3
874;Totaal mannen en vrouwen;55 tot 75 jaar;B-F Nijverheid en energie;2016;1.3
875;Totaal mannen en vrouwen;55 tot 75 jaar;B-F Nijverheid en energie;2017;1.1
876;Totaal mannen en vrouwen;55 tot 75 jaar;B-F Nijverheid en energie;2018;1.1
877;Totaal mannen en vrouwen;55 tot 75 jaar;B-F Nijverheid en energie;2019;1.2
878;Totaal mannen en vrouwen;55 tot 75 jaar;B-F Nijverheid en energie;2020;0.8
879;Totaal mannen en vrouwen;55 tot 75 jaar;B-F Nijverheid en energie;2021;0.5
880;Totaal mannen en vrouwen;55 tot 75 jaar;B-F Nijverheid en energie;2022;1.0
881;Totaal mannen en vrouwen;55 tot 75 jaar;B-F Nijverheid en energie;2023;1.6
882;Totaal mannen en vrouwen;55 tot 75 jaar;C Industrie;2015;0.9
883;Totaal mannen en vrouwen;55 tot 75 jaar;C Industrie;2016;0.7
884;Totaal mannen en vrouwen;55 tot 75 jaar;C Industrie;2017;0.7
885;Totaal mannen en vrouwen;55 tot 75 jaar;C Industrie;2018;0.8
886;Totaal mannen en vrouwen;55 tot 75 jaar;C Industrie;2019;0.9
887;Totaal mannen en vrouwen;55 tot 75 jaar;C Industrie;2020;0.5
888;Totaal mannen en vrouwen;55 tot 75 jaar;C Industrie;2021;0.3
889;Totaal mannen en vrouwen;55 tot 75 jaar;C Industrie;2022;0.7
890;Totaal mannen en vrouwen;55 tot 75 jaar;C Industrie;2023;1.3
891;Totaal mannen en vrouwen;55 tot 75 jaar;D Energievoorziening;2015;0.0
892;Totaal mannen en vrouwen;55 tot 75 jaar;D Energievoorziening;2016;
893;Totaal mannen en vrouwen;55 tot 75 jaar;D Energievoorziening;2017;0.0
894;Totaal mannen en vrouwen;55 tot 75 jaar;D Energievoorziening;2018;
895;Totaal mannen en vrouwen;55 tot 75 jaar;D Energievoorziening;2019;
896;Totaal mannen en vrouwen;55 tot 75 jaar;D Energievoorziening;2020;
897;Totaal mannen en vrouwen;55 tot 75 jaar;D Energievoorziening;2021;0.0
898;Totaal mannen en vrouwen;55 tot 75 jaar;D Energievoorziening;2022;0.0
899;Totaal mannen en vrouwen;55 tot 75 jaar;D Energievoorziening;2023;
900;Totaal mannen en vrouwen;55 tot 75 jaar;E Waterbedrijven en afvalbeheer;2015;0.0
901;Totaal mannen en vrouwen;55 tot 75 jaar;E Waterbedrijven en afvalbeheer;2016;0.0
902;Totaal mannen en vrouwen;55 tot 75 jaar;E Waterbedrijven en afvalbeheer;2017;
903;Totaal mannen en vrouwen;55 tot 75 jaar;E Waterbedrijven en afvalbeheer;2018;
904;Totaal mannen en vrouwen;55 tot 75 jaar;E Waterbedrijven en afvalbeheer;2019;0.0
905;Totaal mannen en vrouwen;55 tot 75 jaar;E Waterbedrijven en afvalbeheer;2020;0.0
906;Totaal mannen en vrouwen;55 tot 75 jaar;E Waterbedrijven en afvalbeheer;2021;
907;Totaal mannen en vrouwen;55 tot 75 jaar;E Waterbedrijven en afvalbeheer;2022;
908;Totaal mannen en vrouwen;55 tot 75 jaar;E Waterbedrijven en afvalbeheer;2023;0.0
909;Totaal mannen en vrouwen;55 tot 75 jaar;F Bouwnijverheid;2015;1.4
910;Totaal mannen en vrouwen;55 tot 75 jaar;F Bouwnijverheid;2016;0.5
911;Totaal mannen en vrouwen;55 tot 75 jaar;F Bouwnijverheid;2017;0.4
912;Totaal mannen en vrouwen;55 tot 75 jaar;F Bouwnijverheid;2018;0.3
913;Totaal mannen en vrouwen;55 tot 75 jaar;F Bouwnijverheid;2019;0.3
914;Totaal mannen en vrouwen;55 tot 75 jaar;F Bouwnijverheid;2020;0.3
915;Totaal mannen en vrouwen;55 tot 75 jaar;F Bouwnijverheid;2021;0.1
916;Totaal mannen en vrouwen;55 tot 75 jaar;F Bouwnijverheid;2022;0.2
917;Totaal mannen en vrouwen;55 tot 75 jaar;F Bouwnijverheid;2023;0.3
918;Totaal mannen en vrouwen;55 tot 75 jaar;G-I Handel, vervoer en horeca;2015;3.1
919;Totaal mannen en vrouwen;55 tot 75 jaar;G-I Handel, vervoer en horeca;2016;2.6
920;Totaal mannen en vrouwen;55 tot 75 jaar;G-I Handel, vervoer en horeca;2017;1.5
921;Totaal mannen en vrouwen;55 tot 75 jaar;G-I Handel, vervoer en horeca;2018;1.5
922;Totaal mannen en vrouwen;55 tot 75 jaar;G-I Handel, vervoer en horeca;2019;2.0
923;Totaal mannen en vrouwen;55 tot 75 jaar;G-I Handel, vervoer en horeca;2020;2.1
924;Totaal mannen en vrouwen;55 tot 75 jaar;G-I Handel, vervoer en horeca;2021;0.4
925;Totaal mannen en vrouwen;55 tot 75 jaar;G-I Handel, vervoer en horeca;2022;0.9
926;Totaal mannen en vrouwen;55 tot 75 jaar;G-I Handel, vervoer en horeca;2023;1.2
927;Totaal mannen en vrouwen;55 tot 75 jaar;G-N Commerciële dienstverlening;2015;3.8
928;Totaal mannen en vrouwen;55 tot 75 jaar;G-N Commerciële dienstverlening;2016;3.5
929;Totaal mannen en vrouwen;55 tot 75 jaar;G-N Commerciële dienstverlening;2017;2.1
930;Totaal mannen en vrouwen;55 tot 75 jaar;G-N Commerciële dienstverlening;2018;2.4
931;Totaal mannen en vrouwen;55 tot 75 jaar;G-N Commerciële dienstverlening;2019;2.8
932;Totaal mannen en vrouwen;55 tot 75 jaar;G-N Commerciële dienstverlening;2020;2.7
933;Totaal mannen en vrouwen;55 tot 75 jaar;G-N Commerciële dienstverlening;2021;0.9
934;Totaal mannen en vrouwen;55 tot 75 jaar;G-N Commerciële dienstverlening;2022;1.2
935;Totaal mannen en vrouwen;55 tot 75 jaar;G-N Commerciële dienstverlening;2023;1.9
936;Totaal mannen en vrouwen;55 tot 75 jaar;G Handel;2015;1.9
937;Totaal mannen en vrouwen;55 tot 75 jaar;G Handel;2016;1.4
938;Totaal mannen en vrouwen;55 tot 75 jaar;G Handel;2017;0.8
939;Totaal mannen en vrouwen;55 tot 75 jaar;G Handel;2018;0.6
940;Totaal mannen en vrouwen;55 tot 75 jaar;G Handel;2019;1.2
941;Totaal mannen en vrouwen;55 tot 75 jaar;G Handel;2020;1.0
942;Totaal mannen en vrouwen;55 tot 75 jaar;G Handel;2021;0.3
943;Totaal mannen en vrouwen;55 tot 75 jaar;G Handel;2022;0.6
944;Totaal mannen en vrouwen;55 tot 75 jaar;G Handel;2023;0.8
945;Totaal mannen en vrouwen;55 tot 75 jaar;H Vervoer en opslag;2015;1.0
946;Totaal mannen en vrouwen;55 tot 75 jaar;H Vervoer en opslag;2016;1.1
947;Totaal mannen en vrouwen;55 tot 75 jaar;H Vervoer en opslag;2017;0.5
948;Totaal mannen en vrouwen;55 tot 75 jaar;H Vervoer en opslag;2018;0.9
949;Totaal mannen en vrouwen;55 tot 75 jaar;H Vervoer en opslag;2019;0.7
950;Totaal mannen en vrouwen;55 tot 75 jaar;H Vervoer en opslag;2020;0.8
951;Totaal mannen en vrouwen;55 tot 75 jaar;H Vervoer en opslag;2021;0.1
952;Totaal mannen en vrouwen;55 tot 75 jaar;H Vervoer en opslag;2022;0.2
953;Totaal mannen en vrouwen;55 tot 75 jaar;H Vervoer en opslag;2023;0.3
954;Totaal mannen en vrouwen;55 tot 75 jaar;I Horeca;2015;0.3
955;Totaal mannen en vrouwen;55 tot 75 jaar;I Horeca;2016;0.1
956;Totaal mannen en vrouwen;55 tot 75 jaar;I Horeca;2017;0.1
957;Totaal mannen en vrouwen;55 tot 75 jaar;I Horeca;2018;0.1
958;Totaal mannen en vrouwen;55 tot 75 jaar;I Horeca;2019;0.1
959;Totaal mannen en vrouwen;55 tot 75 jaar;I Horeca;2020;0.3
960;Totaal mannen en vrouwen;55 tot 75 jaar;I Horeca;2021;0.0
961;Totaal mannen en vrouwen;55 tot 75 jaar;I Horeca;2022;0.1
962;Totaal mannen en vrouwen;55 tot 75 jaar;I Horeca;2023;0.1
963;Totaal mannen en vrouwen;55 tot 75 jaar;J Informatie en communicatie;2015;0.1
964;Totaal mannen en vrouwen;55 tot 75 jaar;J Informatie en communicatie;2016;0.1
965;Totaal mannen en vrouwen;55 tot 75 jaar;J Informatie en communicatie;2017;0.1
966;Totaal mannen en vrouwen;55 tot 75 jaar;J Informatie en communicatie;2018;0.1
967;Totaal mannen en vrouwen;55 tot 75 jaar;J Informatie en communicatie;2019;0.1
968;Totaal mannen en vrouwen;55 tot 75 jaar;J Informatie en communicatie;2020;0.0
969;Totaal mannen en vrouwen;55 tot 75 jaar;J Informatie en communicatie;2021;0.0
970;Totaal mannen en vrouwen;55 tot 75 jaar;J Informatie en communicatie;2022;0.0
971;Totaal mannen en vrouwen;55 tot 75 jaar;J Informatie en communicatie;2023;0.0
972;Totaal mannen en vrouwen;55 tot 75 jaar;K Financiële dienstverlening;2015;0.0
973;Totaal mannen en vrouwen;55 tot 75 jaar;K Financiële dienstverlening;2016;0.0
974;Totaal mannen en vrouwen;55 tot 75 jaar;K Financiële dienstverlening;2017;0.0
975;Totaal mannen en vrouwen;55 tot 75 jaar;K Financiële dienstverlening;2018;0.0
976;Totaal mannen en vrouwen;55 tot 75 jaar;K Financiële dienstverlening;2019;0.0
977;Totaal mannen en vrouwen;55 tot 75 jaar;K Financiële dienstverlening;2020;0.0
978;Totaal mannen en vrouwen;55 tot 75 jaar;K Financiële dienstverlening;2021;0.0
979;Totaal mannen en vrouwen;55 tot 75 jaar;K Financiële dienstverlening;2022;0.0
980;Totaal mannen en vrouwen;55 tot 75 jaar;K Financiële dienstverlening;2023;0.0
981;Totaal mannen en vrouwen;55 tot 75 jaar;L Verhuur en handel van onroerend goed;2015;0.0
982;Totaal mannen en vrouwen;55 tot 75 jaar;L Verhuur en handel van onroerend goed;2016;0.0
983;Totaal mannen en vrouwen;55 tot 75 jaar;L Verhuur en handel van onroerend goed;2017;0.0
984;Totaal mannen en vrouwen;55 tot 75 jaar;L Verhuur en handel van onroerend goed;2018;0.0
985;Totaal mannen en vrouwen;55 tot 75 jaar;L Verhuur en handel van onroerend goed;2019;0.0
986;Totaal mannen en vrouwen;55 tot 75 jaar;L Verhuur en handel van onroerend goed;2020;0.0
987;Totaal mannen en vrouwen;55 tot 75 jaar;L Verhuur en handel van onroerend goed;2021;
988;Totaal mannen en vrouwen;55 tot 75 jaar;L Verhuur en handel van onroerend goed;2022;0.0
989;Totaal mannen en vrouwen;55 tot 75 jaar;L Verhuur en handel van onroerend goed;2023;0.0
990;Totaal mannen en vrouwen;55 tot 75 jaar;M-N Zakelijke dienstverlening;2015;0.5
991;Totaal mannen en vrouwen;55 tot 75 jaar;M-N Zakelijke dienstverlening;2016;0.8
992;Totaal mannen en vrouwen;55 tot 75 jaar;M-N Zakelijke dienstverlening;2017;0.6
993;Totaal mannen en vrouwen;55 tot 75 jaar;M-N Zakelijke dienstverlening;2018;0.7
994;Totaal mannen en vrouwen;55 tot 75 jaar;M-N Zakelijke dienstverlening;2019;0.7
995;Totaal mannen en vrouwen;55 tot 75 jaar;M-N Zakelijke dienstverlening;2020;0.5
996;Totaal mannen en vrouwen;55 tot 75 jaar;M-N Zakelijke dienstverlening;2021;0.4
997;Totaal mannen en vrouwen;55 tot 75 jaar;M-N Zakelijke dienstverlening;2022;0.2
998;Totaal mannen en vrouwen;55 tot 75 jaar;M-N Zakelijke dienstverlening;2023;0.6
999;Totaal mannen en vrouwen;55 tot 75 jaar;M Specialistische zakelijke diensten;2015;0.2
1000;Totaal mannen en vrouwen;55 tot 75 jaar;M Specialistische zakelijke diensten;2016;0.3
1001;Totaal mannen en vrouwen;55 tot 75 jaar;M Specialistische zakelijke diensten;2017;0.2
1002;Totaal mannen en vrouwen;55 tot 75 jaar;M Specialistische zakelijke diensten;2018;0.2
1003;Totaal mannen en vrouwen;55 tot 75 jaar;M Specialistische zakelijke diensten;2019;0.2
1004;Totaal mannen en vrouwen;55 tot 75 jaar;M Specialistische zakelijke diensten;2020;0.2
1005;Totaal mannen en vrouwen;55 tot 75 jaar;M Specialistische zakelijke diensten;2021;0.1
1006;Totaal mannen en vrouwen;55 tot 75 jaar;M Specialistische zakelijke diensten;2022;0.1
1007;Totaal mannen en vrouwen;55 tot 75 jaar;M Specialistische zakelijke diensten;2023;0.3
1008;Totaal mannen en vrouwen;55 tot 75 jaar;N Verhuur en overige zakelijke diensten;2015;0.3
1009;Totaal mannen en vrouwen;55 tot 75 jaar;N Verhuur en overige zakelijke diensten;2016;0.6
1010;Totaal mannen en vrouwen;55 tot 75 jaar;N Verhuur en overige zakelijke diensten;2017;0.4
1011;Totaal mannen en vrouwen;55 tot 75 jaar;N Verhuur en overige zakelijke diensten;2018;0.5
1012;Totaal mannen en vrouwen;55 tot 75 jaar;N Verhuur en overige zakelijke diensten;2019;0.5
1013;Totaal mannen en vrouwen;55 tot 75 jaar;N Verhuur en overige zakelijke diensten;2020;0.4
1014;Totaal mannen en vrouwen;55 tot 75 jaar;N Verhuur en overige zakelijke diensten;2021;0.3
1015;Totaal mannen en vrouwen;55 tot 75 jaar;N Verhuur en overige zakelijke diensten;2022;0.1
1016;Totaal mannen en vrouwen;55 tot 75 jaar;N Verhuur en overige zakelijke diensten;2023;0.3
1017;Totaal mannen en vrouwen;55 tot 75 jaar;O-U Niet-commerciële dienstverlening;2015;1.3
1018;Totaal mannen en vrouwen;55 tot 75 jaar;O-U Niet-commerciële dienstverlening;2016;5.0
1019;Totaal mannen en vrouwen;55 tot 75 jaar;O-U Niet-commerciële dienstverlening;2017;0.5
1020;Totaal mannen en vrouwen;55 tot 75 jaar;O-U Niet-commerciële dienstverlening;2018;1.4
1021;Totaal mannen en vrouwen;55 tot 75 jaar;O-U Niet-commerciële dienstverlening;2019;0.6
1022;Totaal mannen en vrouwen;55 tot 75 jaar;O-U Niet-commerciële dienstverlening;2020;0.2
1023;Totaal mannen en vrouwen;55 tot 75 jaar;O-U Niet-commerciële dienstverlening;2021;0.2
1024;Totaal mannen en vrouwen;55 tot 75 jaar;O-U Niet-commerciële dienstverlening;2022;0.4
1025;Totaal mannen en vrouwen;55 tot 75 jaar;O-U Niet-commerciële dienstverlening;2023;0.4
1026;Totaal mannen en vrouwen;55 tot 75 jaar;O-Q Overheid en zorg;2015;1.2
1027;Totaal mannen en vrouwen;55 tot 75 jaar;O-Q Overheid en zorg;2016;4.9
1028;Totaal mannen en vrouwen;55 tot 75 jaar;O-Q Overheid en zorg;2017;0.5
1029;Totaal mannen en vrouwen;55 tot 75 jaar;O-Q Overheid en zorg;2018;1.4
1030;Totaal mannen en vrouwen;55 tot 75 jaar;O-Q Overheid en zorg;2019;0.6
1031;Totaal mannen en vrouwen;55 tot 75 jaar;O-Q Overheid en zorg;2020;0.1
1032;Totaal mannen en vrouwen;55 tot 75 jaar;O-Q Overheid en zorg;2021;0.2
1033;Totaal mannen en vrouwen;55 tot 75 jaar;O-Q Overheid en zorg;2022;0.3
1034;Totaal mannen en vrouwen;55 tot 75 jaar;O-Q Overheid en zorg;2023;0.3
1035;Totaal mannen en vrouwen;55 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2015;
1036;Totaal mannen en vrouwen;55 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2016;
1037;Totaal mannen en vrouwen;55 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2017;
1038;Totaal mannen en vrouwen;55 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2018;
1039;Totaal mannen en vrouwen;55 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2019;
