ID;Arbeidspositie;ArbeidspositieVoorgaandePeriode;Persoonskenmerken;Perioden;BeroepsEnNietBeroepsbevolking_1
1280;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2021 1e kwartaal;
1281;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2021 2e kwartaal;1537.0
1282;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2021 3e kwartaal;1494.0
1283;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2021 4e kwartaal;1530.0
1284;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2022 1e kwartaal;1559.0
1285;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2022 2e kwartaal;1555.0
1286;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2022 3e kwartaal;1551.0
1287;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2022 4e kwartaal;1560.0
1288;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2023 1e kwartaal;1609.0
1289;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2023 2e kwartaal;1647.0
1290;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2023 3e kwartaal;1641.0
1291;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2023 4e kwartaal;1691.0
1292;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2024 1e kwartaal;1712.0
1293;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2024 2e kwartaal;1717.0
1294;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2024 3e kwartaal;1650.0
1295;Beroeps- en niet beroepsbevolking;Werknemer;1 Basisonderwijs, vmbo, mbo1;2024 4e kwartaal;1660.0
1296;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2013 1e kwartaal;3122.0
1297;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2013 2e kwartaal;3076.0
1298;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2013 3e kwartaal;3108.0
1299;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2013 4e kwartaal;3102.0
1300;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2014 1e kwartaal;3056.0
1301;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2014 2e kwartaal;3009.0
1302;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2014 3e kwartaal;3100.0
1303;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2014 4e kwartaal;3084.0
1304;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2015 1e kwartaal;3056.0
1305;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2015 2e kwartaal;3033.0
1306;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2015 3e kwartaal;3083.0
1307;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2015 4e kwartaal;3076.0
1308;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2016 1e kwartaal;3028.0
1309;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2016 2e kwartaal;3016.0
1310;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2016 3e kwartaal;3085.0
1311;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2016 4e kwartaal;3107.0
1312;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2017 1e kwartaal;3088.0
1313;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2017 2e kwartaal;3089.0
1314;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2017 3e kwartaal;3154.0
1315;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2017 4e kwartaal;3160.0
1316;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2018 1e kwartaal;3098.0
1317;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2018 2e kwartaal;3073.0
1318;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2018 3e kwartaal;3161.0
1319;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2018 4e kwartaal;3147.0
1320;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2019 1e kwartaal;3137.0
1321;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2019 2e kwartaal;3145.0
1322;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2019 3e kwartaal;3194.0
1323;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2019 4e kwartaal;3201.0
1324;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2020 1e kwartaal;3154.0
1325;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2020 2e kwartaal;3165.0
1326;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2020 3e kwartaal;3109.0
1327;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2020 4e kwartaal;3130.0
1328;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2021 1e kwartaal;
1329;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2021 2e kwartaal;3054.0
1330;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2021 3e kwartaal;3117.0
1331;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2021 4e kwartaal;3124.0
1332;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2022 1e kwartaal;3081.0
1333;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2022 2e kwartaal;3085.0
1334;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2022 3e kwartaal;3120.0
1335;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2022 4e kwartaal;3116.0
1336;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2023 1e kwartaal;3107.0
1337;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2023 2e kwartaal;3144.0
1338;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2023 3e kwartaal;3187.0
1339;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2023 4e kwartaal;3155.0
1340;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2024 1e kwartaal;3142.0
1341;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2024 2e kwartaal;3116.0
1342;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2024 3e kwartaal;3141.0
1343;Beroeps- en niet beroepsbevolking;Werknemer;2 Havo, vwo, mbo2-4;2024 4e kwartaal;3123.0
1344;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2013 1e kwartaal;2316.0
1345;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2013 2e kwartaal;2322.0
1346;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2013 3e kwartaal;2370.0
1347;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2013 4e kwartaal;2347.0
1348;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2014 1e kwartaal;2363.0
1349;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2014 2e kwartaal;2381.0
1350;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2014 3e kwartaal;2408.0
1351;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2014 4e kwartaal;2412.0
1352;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2015 1e kwartaal;2429.0
1353;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2015 2e kwartaal;2439.0
1354;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2015 3e kwartaal;2508.0
1355;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2015 4e kwartaal;2506.0
1356;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2016 1e kwartaal;2516.0
1357;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2016 2e kwartaal;2508.0
1358;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2016 3e kwartaal;2551.0
1359;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2016 4e kwartaal;2548.0
1360;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2017 1e kwartaal;2552.0
1361;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2017 2e kwartaal;2582.0
1362;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2017 3e kwartaal;2647.0
1363;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2017 4e kwartaal;2650.0
1364;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2018 1e kwartaal;2680.0
1365;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2018 2e kwartaal;2711.0
1366;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2018 3e kwartaal;2780.0
1367;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2018 4e kwartaal;2802.0
1368;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2019 1e kwartaal;2819.0
1369;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2019 2e kwartaal;2819.0
1370;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2019 3e kwartaal;2874.0
1371;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2019 4e kwartaal;2892.0
1372;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2020 1e kwartaal;2911.0
1373;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2020 2e kwartaal;2928.0
1374;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2020 3e kwartaal;2969.0
1375;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2020 4e kwartaal;2935.0
1376;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2021 1e kwartaal;
1377;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2021 2e kwartaal;3071.0
1378;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2021 3e kwartaal;3127.0
1379;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2021 4e kwartaal;3170.0
1380;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2022 1e kwartaal;3225.0
1381;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2022 2e kwartaal;3247.0
1382;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2022 3e kwartaal;3328.0
1383;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2022 4e kwartaal;3297.0
1384;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2023 1e kwartaal;3318.0
1385;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2023 2e kwartaal;3276.0
1386;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2023 3e kwartaal;3312.0
1387;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2023 4e kwartaal;3296.0
1388;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2024 1e kwartaal;3297.0
1389;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2024 2e kwartaal;3307.0
1390;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2024 3e kwartaal;3395.0
1391;Beroeps- en niet beroepsbevolking;Werknemer;3 Hbo, wo;2024 4e kwartaal;3362.0
1392;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2013 1e kwartaal;94.0
1393;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2013 2e kwartaal;104.0
1394;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2013 3e kwartaal;102.0
1395;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2013 4e kwartaal;109.0
1396;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2014 1e kwartaal;104.0
1397;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2014 2e kwartaal;66.0
1398;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2014 3e kwartaal;42.0
1399;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2014 4e kwartaal;42.0
1400;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2015 1e kwartaal;47.0
1401;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2015 2e kwartaal;53.0
1402;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2015 3e kwartaal;49.0
1403;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2015 4e kwartaal;49.0
1404;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2016 1e kwartaal;50.0
1405;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2016 2e kwartaal;65.0
1406;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2016 3e kwartaal;71.0
1407;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2016 4e kwartaal;71.0
1408;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2017 1e kwartaal;74.0
1409;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2017 2e kwartaal;70.0
1410;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2017 3e kwartaal;75.0
1411;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2017 4e kwartaal;80.0
1412;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2018 1e kwartaal;79.0
1413;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2018 2e kwartaal;76.0
1414;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2018 3e kwartaal;69.0
1415;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2018 4e kwartaal;82.0
1416;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2019 1e kwartaal;80.0
1417;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2019 2e kwartaal;80.0
1418;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2019 3e kwartaal;92.0
1419;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2019 4e kwartaal;88.0
1420;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2020 1e kwartaal;90.0
1421;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2020 2e kwartaal;92.0
1422;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2020 3e kwartaal;84.0
1423;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2020 4e kwartaal;83.0
1424;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2021 1e kwartaal;
1425;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2021 2e kwartaal;36.0
1426;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2021 3e kwartaal;38.0
1427;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2021 4e kwartaal;41.0
1428;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2022 1e kwartaal;35.0
1429;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2022 2e kwartaal;38.0
1430;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2022 3e kwartaal;39.0
1431;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2022 4e kwartaal;37.0
1432;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2023 1e kwartaal;30.0
1433;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2023 2e kwartaal;29.0
1434;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2023 3e kwartaal;24.0
1435;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2023 4e kwartaal;25.0
1436;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2024 1e kwartaal;30.0
1437;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2024 2e kwartaal;24.0
1438;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2024 3e kwartaal;26.0
1439;Beroeps- en niet beroepsbevolking;Werknemer;Onderwijsniveau: onbekend;2024 4e kwartaal;29.0
1440;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2013 1e kwartaal;4804.0
1441;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2013 2e kwartaal;4782.0
1442;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2013 3e kwartaal;4753.0
1443;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2013 4e kwartaal;4706.0
1444;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2014 1e kwartaal;4651.0
1445;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2014 2e kwartaal;4613.0
1446;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2014 3e kwartaal;4605.0
1447;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2014 4e kwartaal;4613.0
1448;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2015 1e kwartaal;4620.0
1449;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2015 2e kwartaal;4627.0
1450;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2015 3e kwartaal;4611.0
1451;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2015 4e kwartaal;4595.0
1452;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2016 1e kwartaal;4600.0
1453;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2016 2e kwartaal;4604.0
1454;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2016 3e kwartaal;4624.0
1455;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2016 4e kwartaal;4637.0
1456;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2017 1e kwartaal;4625.0
1457;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2017 2e kwartaal;4629.0
1458;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2017 3e kwartaal;4639.0
1459;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2017 4e kwartaal;4699.0
1460;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2018 1e kwartaal;4720.0
1461;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2018 2e kwartaal;4733.0
1462;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2018 3e kwartaal;4797.0
1463;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2018 4e kwartaal;4845.0
1464;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2019 1e kwartaal;4880.0
1465;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2019 2e kwartaal;4934.0
1466;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2019 3e kwartaal;4974.0
1467;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2019 4e kwartaal;5012.0
1468;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2020 1e kwartaal;5066.0
1469;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2020 2e kwartaal;5129.0
1470;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2020 3e kwartaal;5135.0
1471;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2020 4e kwartaal;5187.0
1472;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2021 1e kwartaal;
1473;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2021 2e kwartaal;5180.0
1474;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2021 3e kwartaal;5247.0
1475;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2021 4e kwartaal;5234.0
1476;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2022 1e kwartaal;5261.0
1477;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2022 2e kwartaal;5296.0
1478;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2022 3e kwartaal;5282.0
1479;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2022 4e kwartaal;5329.0
1480;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2023 1e kwartaal;5364.0
1481;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2023 2e kwartaal;5361.0
1482;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2023 3e kwartaal;5390.0
1483;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2023 4e kwartaal;5449.0
1484;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2024 1e kwartaal;5465.0
1485;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2024 2e kwartaal;5459.0
1486;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2024 3e kwartaal;5495.0
1487;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Totaal personen;2024 4e kwartaal;5531.0
1488;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2013 1e kwartaal;2586.0
1489;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2013 2e kwartaal;2571.0
1490;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2013 3e kwartaal;2550.0
1491;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2013 4e kwartaal;2521.0
1492;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2014 1e kwartaal;2495.0
1493;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2014 2e kwartaal;2484.0
1494;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2014 3e kwartaal;2475.0
1495;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2014 4e kwartaal;2499.0
1496;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2015 1e kwartaal;2491.0
1497;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2015 2e kwartaal;2492.0
1498;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2015 3e kwartaal;2483.0
1499;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2015 4e kwartaal;2472.0
1500;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2016 1e kwartaal;2482.0
1501;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2016 2e kwartaal;2469.0
1502;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2016 3e kwartaal;2488.0
1503;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2016 4e kwartaal;2467.0
1504;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2017 1e kwartaal;2480.0
1505;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2017 2e kwartaal;2472.0
1506;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2017 3e kwartaal;2481.0
1507;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2017 4e kwartaal;2511.0
1508;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2018 1e kwartaal;2549.0
1509;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2018 2e kwartaal;2571.0
1510;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2018 3e kwartaal;2597.0
1511;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2018 4e kwartaal;2618.0
1512;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2019 1e kwartaal;2619.0
1513;Beroeps- en niet beroepsbevolking;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2019 2e kwartaal;2625.0
