ID;Geslacht;Leeftijd;Onderwijsniveau;Onderwijsvolgend;Onderwijskenmerken;Perioden;DeelnemersLevenLangOntwikkelen_1
3070;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;09 Gezondheidszorg en welzijn;2022;6
3071;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;09 Gezondheidszorg en welzijn;2023;4
3072;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;10 Dienstverlening;2021;8
3073;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;10 Dienstverlening;2022;6
3074;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;10 Dienstverlening;2023;10
3075;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Onderwijsrichting onbekend;2021;3
3076;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Onderwijsrichting onbekend;2022;4
3077;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Onderwijsrichting onbekend;2023;3
3078;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren minder dan 7 uur per week;2021;22
3079;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren minder dan 7 uur per week;2022;16
3080;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren minder dan 7 uur per week;2023;19
3081;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren 7 tot 13 uur per week;2021;7
3082;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren 7 tot 13 uur per week;2022;10
3083;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren 7 tot 13 uur per week;2023;10
3084;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren 13 tot 19 uur per week;2021;3
3085;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren 13 tot 19 uur per week;2022;3
3086;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren 13 tot 19 uur per week;2023;2
3087;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren 19 tot 25 uur per week;2021;1
3088;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren 19 tot 25 uur per week;2022;3
3089;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren 19 tot 25 uur per week;2023;2
3090;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren 25 of meer uur per week;2021;2
3091;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren 25 of meer uur per week;2022;4
3092;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren 25 of meer uur per week;2023;4
3093;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren onbekend;2021;7
3094;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren onbekend;2022;6
3095;Totaal mannen en vrouwen;15 tot 25 jaar;2 Havo, vwo, mbo2-4;Volgt niet-formeel onderwijs;Lesuren onbekend;2023;7
3096;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Totaal personen;2021;199
3097;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Totaal personen;2022;190
3098;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Totaal personen;2023;186
3099;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Volgt bekostigd onderwijs;2021;152
3100;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Volgt bekostigd onderwijs;2022;143
3101;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Volgt bekostigd onderwijs;2023;134
3102;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Volgt niet-bekostigd onderwijs;2021;47
3103;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Volgt niet-bekostigd onderwijs;2022;47
3104;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Volgt niet-bekostigd onderwijs;2023;52
3105;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Volgt onderwijs, bekostiging onbekend;2021;0
3106;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Volgt onderwijs, bekostiging onbekend;2022;0
3107;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Volgt onderwijs, bekostiging onbekend;2023;0
3108;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 week of korter;2021;7
3109;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 week of korter;2022;8
3110;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 week of korter;2023;7
3111;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 week tot 6 maanden;2021;16
3112;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 week tot 6 maanden;2022;13
3113;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 week tot 6 maanden;2023;14
3114;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 tot 4 weken;2021;4
3115;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 tot 4 weken;2022;3
3116;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 tot 4 weken;2023;4
3117;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 tot 3 maanden;2021;8
3118;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 tot 3 maanden;2022;6
3119;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 tot 3 maanden;2023;6
3120;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 3 tot 6 maanden;2021;3
3121;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 3 tot 6 maanden;2022;4
3122;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 3 tot 6 maanden;2023;4
3123;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 6 tot 12 maanden;2021;7
3124;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 6 tot 12 maanden;2022;6
3125;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 6 tot 12 maanden;2023;7
3126;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 12 maanden of langer;2021;156
3127;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 12 maanden of langer;2022;147
3128;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 12 maanden of langer;2023;140
3129;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 tot 2 jaar;2021;10
3130;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 tot 2 jaar;2022;10
3131;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 1 tot 2 jaar;2023;12
3132;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 2 tot 3 jaar;2021;6
3133;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 2 tot 3 jaar;2022;6
3134;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur 2 tot 3 jaar;2023;6
3135;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur langer dan 3 jaar;2021;140
3136;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur langer dan 3 jaar;2022;130
3137;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur langer dan 3 jaar;2023;121
3138;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur onbekend;2021;14
3139;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur onbekend;2022;16
3140;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Opleidingsduur onbekend;2023;18
3141;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niv: Basisonderwijs, vmbo, mbo;2021;1
3142;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niv: Basisonderwijs, vmbo, mbo;2022;1
3143;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niv: Basisonderwijs, vmbo, mbo;2023;1
3144;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 11 Basisonderwijs;2021;1
3145;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 11 Basisonderwijs;2022;1
3146;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 11 Basisonderwijs;2023;1
3147;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 12 Vmbo, mbo1, ...;2021;0
3148;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 12 Vmbo, mbo1, ...;2022;0
3149;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 12 Vmbo, mbo1, ...;2023;0
3150;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niv: Havo, vwo, mbo2-4;2021;8
3151;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niv: Havo, vwo, mbo2-4;2022;10
3152;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niv: Havo, vwo, mbo2-4;2023;11
3153;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 21 Havo, vwo, mbo2-4;2021;8
3154;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 21 Havo, vwo, mbo2-4;2022;10
3155;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 21 Havo, vwo, mbo2-4;2023;11
3156;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niv: Hbo, wo;2021;155
3157;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niv: Hbo, wo;2022;147
3158;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niv: Hbo, wo;2023;139
3159;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 31 Hbo-, wo-bachelor;2021;55
3160;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 31 Hbo-, wo-bachelor;2022;51
3161;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 31 Hbo-, wo-bachelor;2023;49
3162;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 32 Hbo-, wo-master;2021;99
3163;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 32 Hbo-, wo-master;2022;96
3164;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act.ond.niveau: 32 Hbo-, wo-master;2023;90
3165;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Actueel onderwijsniveau: onbekend;2021;5
3166;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Actueel onderwijsniveau: onbekend;2022;3
3167;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Actueel onderwijsniveau: onbekend;2023;5
3168;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act. ond. niveau: niet van toepassing;2021;23
3169;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act. ond. niveau: niet van toepassing;2022;21
3170;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Act. ond. niveau: niet van toepassing;2023;21
3171;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;00 Algemeen;2021;4
3172;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;00 Algemeen;2022;4
3173;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;00 Algemeen;2023;5
3174;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;01 Onderwijs;2021;10
3175;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;01 Onderwijs;2022;12
3176;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;01 Onderwijs;2023;10
3177;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;02 Vormgeving, kunst, talen en gesch...;2021;14
3178;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;02 Vormgeving, kunst, talen en gesch...;2022;12
3179;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;02 Vormgeving, kunst, talen en gesch...;2023;12
3180;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;03 Journalistiek, gedrag en maatschappij;2021;20
3181;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;03 Journalistiek, gedrag en maatschappij;2022;19
3182;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;03 Journalistiek, gedrag en maatschappij;2023;19
3183;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;04 Recht, administratie, handel en za...;2021;55
3184;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;04 Recht, administratie, handel en za...;2022;50
3185;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;04 Recht, administratie, handel en za...;2023;47
3186;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;05 Wiskunde, natuurwetenschappen;2021;15
3187;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;05 Wiskunde, natuurwetenschappen;2022;17
3188;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;05 Wiskunde, natuurwetenschappen;2023;16
3189;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;06 Informatica;2021;11
3190;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;06 Informatica;2022;12
3191;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;06 Informatica;2023;13
3192;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;07 Techniek, industrie en bouwkunde;2021;23
3193;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;07 Techniek, industrie en bouwkunde;2022;19
3194;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;07 Techniek, industrie en bouwkunde;2023;16
3195;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;08 Landbouw, diergeneeskunde en -verz...;2021;3
3196;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;08 Landbouw, diergeneeskunde en -verz...;2022;2
3197;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;08 Landbouw, diergeneeskunde en -verz...;2023;3
3198;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;09 Gezondheidszorg en welzijn;2021;29
3199;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;09 Gezondheidszorg en welzijn;2022;28
3200;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;09 Gezondheidszorg en welzijn;2023;28
3201;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;10 Dienstverlening;2021;8
3202;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;10 Dienstverlening;2022;9
3203;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;10 Dienstverlening;2023;9
3204;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Onderwijsrichting onbekend;2021;9
3205;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Onderwijsrichting onbekend;2022;7
3206;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Onderwijsrichting onbekend;2023;9
3207;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren minder dan 7 uur per week;2021;25
3208;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren minder dan 7 uur per week;2022;23
3209;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren minder dan 7 uur per week;2023;22
3210;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren 7 tot 13 uur per week;2021;14
3211;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren 7 tot 13 uur per week;2022;16
3212;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren 7 tot 13 uur per week;2023;20
3213;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren 13 tot 19 uur per week;2021;11
3214;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren 13 tot 19 uur per week;2022;9
3215;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren 13 tot 19 uur per week;2023;9
3216;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren 19 tot 25 uur per week;2021;17
3217;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren 19 tot 25 uur per week;2022;18
3218;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren 19 tot 25 uur per week;2023;17
3219;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren 25 of meer uur per week;2021;111
3220;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren 25 of meer uur per week;2022;101
3221;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren 25 of meer uur per week;2023;92
3222;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren onbekend;2021;21
3223;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren onbekend;2022;22
3224;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Totaal;Lesuren onbekend;2023;26
3225;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Totaal personen;2021;168
3226;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Totaal personen;2022;161
3227;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Totaal personen;2023;156
3228;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Volgt bekostigd onderwijs;2021;152
3229;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Volgt bekostigd onderwijs;2022;143
3230;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Volgt bekostigd onderwijs;2023;134
3231;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Volgt niet-bekostigd onderwijs;2021;17
3232;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Volgt niet-bekostigd onderwijs;2022;17
3233;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Volgt niet-bekostigd onderwijs;2023;21
3234;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Volgt onderwijs, bekostiging onbekend;2021;0
3235;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Volgt onderwijs, bekostiging onbekend;2022;0
3236;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Volgt onderwijs, bekostiging onbekend;2023;0
3237;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 week of korter;2021;0
3238;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 week of korter;2022;0
3239;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 week of korter;2023;0
3240;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 week tot 6 maanden;2021;0
3241;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 week tot 6 maanden;2022;0
3242;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 week tot 6 maanden;2023;0
3243;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 tot 4 weken;2021;0
3244;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 tot 4 weken;2022;0
3245;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 tot 4 weken;2023;0
3246;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 tot 3 maanden;2021;0
3247;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 tot 3 maanden;2022;0
3248;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 tot 3 maanden;2023;0
3249;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 3 tot 6 maanden;2021;0
3250;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 3 tot 6 maanden;2022;0
3251;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 3 tot 6 maanden;2023;0
3252;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 6 tot 12 maanden;2021;2
3253;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 6 tot 12 maanden;2022;1
3254;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 6 tot 12 maanden;2023;1
3255;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 12 maanden of langer;2021;156
3256;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 12 maanden of langer;2022;147
3257;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 12 maanden of langer;2023;140
3258;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 tot 2 jaar;2021;10
3259;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 tot 2 jaar;2022;10
3260;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 1 tot 2 jaar;2023;12
3261;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 2 tot 3 jaar;2021;6
3262;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 2 tot 3 jaar;2022;6
3263;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur 2 tot 3 jaar;2023;6
3264;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur langer dan 3 jaar;2021;140
3265;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur langer dan 3 jaar;2022;130
3266;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur langer dan 3 jaar;2023;121
3267;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur onbekend;2021;10
3268;Totaal mannen en vrouwen;15 tot 25 jaar;3 Hbo, wo;Volgt formeel onderwijs;Opleidingsduur onbekend;2022;13
