ID;Besteding;CPIReeksen;Perioden;Prijsindexcijfers_1;Maandmutatie_2;Jaarmutatie_3;Wegingscoefficienten_4
861;3   Kleding en schoeisel;CPI alle huishoudens;1999 april;112.5;1.1;0.9;6121
862;3   Kleding en schoeisel;CPI alle huishoudens;1999 mei;112.0;-0.4;2.0;6121
863;3   Kleding en schoeisel;CPI alle huishoudens;1999 juni;105.9;-5.4;1.9;6121
864;3   Kleding en schoeisel;CPI alle huishoudens;1999 juli;95.8;-9.5;1.9;6121
865;3   Kleding en schoeisel;CPI alle huishoudens;1999 augustus;102.0;6.5;6.5;6121
866;3   Kleding en schoeisel;CPI alle huishoudens;1999 september;110.5;8.3;0.3;6121
867;3   Kleding en schoeisel;CPI alle huishoudens;1999 oktober;109.6;-0.8;-1.1;6121
868;3   Kleding en schoeisel;CPI alle huishoudens;1999 november;109.5;-0.1;-0.1;6121
869;3   Kleding en schoeisel;CPI alle huishoudens;1999 december;102.6;-6.3;-0.4;6121
870;3   Kleding en schoeisel;CPI alle huishoudens;1999;105.2;;1.2;6121
871;3   Kleding en schoeisel;CPI alle huishoudens;2000 januari;91.4;-10.9;-0.4;6121
872;3   Kleding en schoeisel;CPI alle huishoudens;2000 februari;97.6;6.8;-0.9;6121
873;3   Kleding en schoeisel;CPI alle huishoudens;2000 maart;110.1;12.8;-1.1;6121
874;3   Kleding en schoeisel;CPI alle huishoudens;2000 april;111.6;1.4;-0.8;6121
875;3   Kleding en schoeisel;CPI alle huishoudens;2000 mei;111.3;-0.3;-0.6;6121
876;3   Kleding en schoeisel;CPI alle huishoudens;2000 juni;106.6;-4.2;0.7;6121
877;3   Kleding en schoeisel;CPI alle huishoudens;2000 juli;93.6;-12.2;-2.3;6121
878;3   Kleding en schoeisel;CPI alle huishoudens;2000 augustus;97.5;4.2;-4.4;6121
879;3   Kleding en schoeisel;CPI alle huishoudens;2000 september;109.7;12.5;-0.7;6121
880;3   Kleding en schoeisel;CPI alle huishoudens;2000 oktober;110.3;0.5;0.6;6121
881;3   Kleding en schoeisel;CPI alle huishoudens;2000 november;109.2;-1.0;-0.3;6121
882;3   Kleding en schoeisel;CPI alle huishoudens;2000 december;102.1;-6.5;-0.5;6121
883;3   Kleding en schoeisel;CPI alle huishoudens;2000;104.2;;-1.0;6121
884;3   Kleding en schoeisel;CPI alle huishoudens;2001 januari;91.7;-10.2;0.3;6121
885;3   Kleding en schoeisel;CPI alle huishoudens;2001 februari;98.3;7.2;0.7;6121
886;3   Kleding en schoeisel;CPI alle huishoudens;2001 maart;111.0;12.9;0.8;6121
887;3   Kleding en schoeisel;CPI alle huishoudens;2001 april;112.3;1.2;0.6;6121
888;3   Kleding en schoeisel;CPI alle huishoudens;2001 mei;112.2;-0.1;0.8;6121
889;3   Kleding en schoeisel;CPI alle huishoudens;2001 juni;107.8;-3.9;1.1;6121
890;3   Kleding en schoeisel;CPI alle huishoudens;2001 juli;95.3;-11.6;1.8;6121
891;3   Kleding en schoeisel;CPI alle huishoudens;2001 augustus;98.9;3.8;1.4;6121
892;3   Kleding en schoeisel;CPI alle huishoudens;2001 september;112.0;13.2;2.1;6121
893;3   Kleding en schoeisel;CPI alle huishoudens;2001 oktober;113.3;1.2;2.7;6121
894;3   Kleding en schoeisel;CPI alle huishoudens;2001 november;112.8;-0.4;3.3;6121
895;3   Kleding en schoeisel;CPI alle huishoudens;2001 december;107.3;-4.9;5.1;6121
896;3   Kleding en schoeisel;CPI alle huishoudens;2001;106.1;;1.8;6121
897;3   Kleding en schoeisel;CPI alle huishoudens;2002 januari;98.2;-8.5;7.1;6121
898;3   Kleding en schoeisel;CPI alle huishoudens;2002 februari;103.5;5.4;5.3;6121
899;3   Kleding en schoeisel;CPI alle huishoudens;2002 maart;115.9;12.0;4.4;6121
900;3   Kleding en schoeisel;CPI alle huishoudens;2002 april;117.1;1.0;4.3;6121
901;3   Kleding en schoeisel;CPI alle huishoudens;2002 mei;115.8;-1.1;3.2;6121
902;3   Kleding en schoeisel;CPI alle huishoudens;2002 juni;111.4;-3.8;3.3;6121
903;3   Kleding en schoeisel;CPI alle huishoudens;2002 juli;98.0;-12.0;2.8;6121
904;3   Kleding en schoeisel;CPI alle huishoudens;2002 augustus;102.8;4.9;3.9;6121
905;3   Kleding en schoeisel;CPI alle huishoudens;2002 september;114.9;11.8;2.6;6121
906;3   Kleding en schoeisel;CPI alle huishoudens;2002 oktober;115.5;0.5;1.9;6121
907;3   Kleding en schoeisel;CPI alle huishoudens;2002 november;114.1;-1.2;1.2;6121
908;3   Kleding en schoeisel;CPI alle huishoudens;2002 december;106.7;-6.5;-0.6;6121
909;3   Kleding en schoeisel;CPI alle huishoudens;2002;109.5;;3.2;6121
910;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1996 januari;89.7;;;6074
911;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1996 februari;94.3;5.1;;6074
912;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1996 maart;105.4;11.8;;6074
913;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1996 april;106.6;1.1;;6074
914;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1996 mei;105.9;-0.7;;6074
915;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1996 juni;103.0;-2.7;;6074
916;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1996 juli;90.3;-12.3;;6074
917;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1996 augustus;93.3;3.3;;6074
918;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1996 september;106.2;13.8;;6074
919;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1996 oktober;107.0;0.8;;6074
920;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1996 november;106.0;-0.9;;6074
921;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1996 december;101.7;-4.1;;6074
922;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1996;100.8;;;6074
923;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1997 januari;90.1;-11.4;0.4;6074
924;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1997 februari;93.9;4.2;-0.4;6074
925;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1997 maart;107.1;14.1;1.6;6074
926;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1997 april;107.7;0.6;1.0;6074
927;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1997 mei;106.6;-1.0;0.7;6074
928;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1997 juni;99.6;-6.6;-3.3;6074
929;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1997 juli;89.8;-9.8;-0.6;6074
930;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1997 augustus;93.0;3.6;-0.3;6074
931;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1997 september;107.4;15.5;1.1;6074
932;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1997 oktober;108.0;0.6;0.9;6074
933;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1997 november;107.2;-0.7;1.1;6074
934;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1997 december;103.1;-3.8;1.4;6074
935;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1997;101.1;;0.3;6074
936;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1998 januari;89.9;-12.8;-0.2;6074
937;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1998 februari;98.1;9.1;4.5;6074
938;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1998 maart;111.2;13.4;3.8;6074
939;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1998 april;111.4;0.2;3.4;6074
940;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1998 mei;109.7;-1.5;2.9;6074
941;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1998 juni;103.7;-5.5;4.1;6074
942;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1998 juli;93.9;-9.5;4.6;6074
943;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1998 augustus;95.6;1.8;2.8;6074
944;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1998 september;110.0;15.1;2.4;6074
945;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1998 oktober;110.5;0.5;2.3;6074
946;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1998 november;109.2;-1.2;1.9;6074
947;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1998 december;102.5;-6.1;-0.6;6074
948;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1998;103.8;;2.7;6074
949;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1999 januari;91.8;-10.4;2.1;6074
950;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1999 februari;98.4;7.2;0.3;6074
951;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1999 maart;111.2;13.0;0.0;6074
952;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1999 april;112.2;0.9;0.7;6074
953;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1999 mei;111.6;-0.5;1.7;6074
954;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1999 juni;105.5;-5.5;1.7;6074
955;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1999 juli;95.5;-9.5;1.7;6074
956;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1999 augustus;101.8;6.6;6.5;6074
957;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1999 september;110.2;8.3;0.2;6074
958;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1999 oktober;109.4;-0.7;-1.0;6074
959;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1999 november;109.2;-0.2;0.0;6074
960;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1999 december;102.2;-6.4;-0.3;6074
961;3   Kleding en schoeisel;CPI werknemers met laag inkomen;1999;104.9;;1.1;6074
962;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2000 januari;91.4;-10.6;-0.4;6074
963;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2000 februari;97.6;6.8;-0.8;6074
964;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2000 maart;110.0;12.7;-1.1;6074
965;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2000 april;111.4;1.3;-0.7;6074
966;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2000 mei;111.0;-0.4;-0.5;6074
967;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2000 juni;106.2;-4.3;0.7;6074
968;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2000 juli;93.3;-12.1;-2.3;6074
969;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2000 augustus;97.2;4.2;-4.5;6074
970;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2000 september;109.3;12.4;-0.8;6074
971;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2000 oktober;109.8;0.5;0.4;6074
972;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2000 november;108.9;-0.8;-0.3;6074
973;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2000 december;101.5;-6.8;-0.7;6074
974;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2000;104.0;;-0.9;6074
975;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2001 januari;91.5;-9.9;0.1;6074
976;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2001 februari;98.5;7.7;0.9;6074
977;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2001 maart;110.8;12.5;0.7;6074
978;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2001 april;111.9;1.0;0.4;6074
979;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2001 mei;111.8;-0.1;0.7;6074
980;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2001 juni;107.4;-3.9;1.1;6074
981;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2001 juli;95.0;-11.5;1.8;6074
982;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2001 augustus;98.9;4.1;1.7;6074
983;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2001 september;111.7;12.9;2.2;6074
984;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2001 oktober;113.1;1.3;3.0;6074
985;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2001 november;112.6;-0.4;3.4;6074
986;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2001 december;106.9;-5.1;5.3;6074
987;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2001;105.8;;1.7;6074
988;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2002 januari;98.2;-8.1;7.3;6074
989;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2002 februari;103.6;5.5;5.2;6074
990;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2002 maart;115.7;11.7;4.4;6074
991;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2002 april;116.8;1.0;4.4;6074
992;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2002 mei;115.5;-1.1;3.3;6074
993;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2002 juni;111.0;-3.9;3.4;6074
994;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2002 juli;97.7;-12.0;2.8;6074
995;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2002 augustus;102.3;4.7;3.4;6074
996;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2002 september;114.5;11.9;2.5;6074
997;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2002 oktober;115.2;0.6;1.9;6074
998;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2002 november;113.7;-1.3;1.0;6074
999;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2002 december;106.1;-6.7;-0.7;6074
1000;3   Kleding en schoeisel;CPI werknemers met laag inkomen;2002;109.2;;3.2;6074
1001;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1996 januari;89.7;;;7209
1002;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1996 februari;94.3;5.1;;7209
1003;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1996 maart;105.6;12.0;;7209
1004;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1996 april;106.8;1.1;;7209
1005;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1996 mei;106.0;-0.7;;7209
1006;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1996 juni;103.2;-2.6;;7209
1007;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1996 juli;90.0;-12.8;;7209
1008;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1996 augustus;93.0;3.3;;7209
1009;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1996 september;106.3;14.3;;7209
1010;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1996 oktober;107.1;0.8;;7209
1011;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1996 november;106.0;-1.0;;7209
1012;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1996 december;101.6;-4.2;;7209
1013;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1996;100.8;;;7209
1014;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1997 januari;89.7;-11.7;0.0;7209
1015;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1997 februari;93.6;4.3;-0.7;7209
1016;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1997 maart;107.3;14.6;1.6;7209
1017;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1997 april;107.8;0.5;0.9;7209
1018;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1997 mei;106.6;-1.1;0.6;7209
1019;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1997 juni;99.5;-6.7;-3.6;7209
1020;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1997 juli;89.6;-9.9;-0.4;7209
1021;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1997 augustus;92.9;3.7;-0.1;7209
1022;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1997 september;107.7;15.9;1.3;7209
1023;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1997 oktober;108.1;0.4;0.9;7209
1024;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1997 november;107.2;-0.8;1.1;7209
1025;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1997 december;103.2;-3.7;1.6;7209
1026;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1997;101.1;;0.3;7209
1027;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1998 januari;89.9;-12.9;0.2;7209
1028;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1998 februari;98.0;9.0;4.7;7209
1029;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1998 maart;111.2;13.5;3.6;7209
1030;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1998 april;111.4;0.2;3.3;7209
1031;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1998 mei;109.6;-1.6;2.8;7209
1032;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1998 juni;103.8;-5.3;4.3;7209
1033;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1998 juli;93.9;-9.5;4.8;7209
1034;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1998 augustus;95.7;1.9;3.0;7209
1035;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1998 september;110.1;15.0;2.2;7209
1036;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1998 oktober;110.6;0.5;2.3;7209
1037;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1998 november;109.4;-1.1;2.1;7209
1038;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1998 december;102.8;-6.0;-0.4;7209
1039;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1998;103.9;;2.8;7209
1040;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1999 januari;91.8;-10.7;2.1;7209
1041;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1999 februari;98.5;7.3;0.5;7209
1042;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1999 maart;111.3;13.0;0.1;7209
1043;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1999 april;112.3;0.9;0.8;7209
1044;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1999 mei;111.7;-0.5;1.9;7209
1045;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1999 juni;105.7;-5.4;1.8;7209
1046;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1999 juli;95.6;-9.6;1.8;7209
1047;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1999 augustus;101.8;6.5;6.4;7209
1048;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1999 september;110.4;8.4;0.3;7209
1049;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1999 oktober;109.6;-0.7;-0.9;7209
1050;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1999 november;109.4;-0.2;0.0;7209
1051;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1999 december;102.5;-6.3;-0.3;7209
1052;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;1999;105.1;;1.2;7209
1053;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2000 januari;91.5;-10.7;-0.3;7209
1054;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2000 februari;97.7;6.8;-0.8;7209
1055;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2000 maart;110.2;12.8;-1.0;7209
1056;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2000 april;111.5;1.2;-0.7;7209
1057;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2000 mei;111.1;-0.4;-0.5;7209
1058;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2000 juni;106.4;-4.2;0.7;7209
1059;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2000 juli;93.5;-12.1;-2.2;7209
1060;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2000 augustus;97.4;4.2;-4.3;7209
1061;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2000 september;109.6;12.5;-0.7;7209
1062;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2000 oktober;110.2;0.5;0.5;7209
1063;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2000 november;109.1;-1.0;-0.3;7209
1064;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2000 december;102.0;-6.5;-0.5;7209
1065;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2000;104.2;;-0.9;7209
1066;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2001 januari;91.7;-10.1;0.2;7209
1067;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2001 februari;98.4;7.3;0.7;7209
1068;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2001 maart;111.0;12.8;0.7;7209
1069;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2001 april;112.2;1.1;0.6;7209
1070;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2001 mei;112.0;-0.2;0.8;7209
1071;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2001 juni;107.6;-3.9;1.1;7209
1072;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2001 juli;95.1;-11.6;1.7;7209
1073;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2001 augustus;98.7;3.8;1.3;7209
1074;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2001 september;112.0;13.5;2.2;7209
1075;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2001 oktober;113.3;1.2;2.8;7209
1076;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2001 november;112.8;-0.4;3.4;7209
1077;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2001 december;107.4;-4.8;5.3;7209
1078;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2001;106.0;;1.7;7209
1079;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2002 januari;98.4;-8.4;7.3;7209
1080;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2002 februari;103.6;5.3;5.3;7209
1081;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2002 maart;116.0;12.0;4.5;7209
1082;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2002 april;117.0;0.9;4.3;7209
1083;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2002 mei;115.6;-1.2;3.2;7209
1084;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2002 juni;111.2;-3.8;3.3;7209
1085;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2002 juli;97.9;-12.0;2.9;7209
1086;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2002 augustus;102.5;4.7;3.9;7209
1087;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2002 september;114.8;12.0;2.5;7209
1088;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2002 oktober;115.4;0.5;1.9;7209
1089;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2002 november;113.9;-1.3;1.0;7209
1090;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2002 december;106.5;-6.5;-0.8;7209
1091;3   Kleding en schoeisel;CPI werknemers met hoog inkomen;2002;109.4;;3.2;7209
1092;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1996 januari;102.8;;;26832
1093;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1996 februari;102.8;0.0;;26832
1094;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1996 maart;102.8;0.0;;26832
1095;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1996 april;102.8;0.0;;26832
1096;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1996 mei;102.8;0.0;;26832
1097;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1996 juni;102.8;0.0;;26832
1098;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1996 juli;106.3;3.4;;26832
1099;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1996 augustus;106.3;0.0;;26832
1100;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1996 september;106.4;0.1;;26832
1101;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1996 oktober;106.4;0.0;;26832
1102;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1996 november;106.4;0.0;;26832
1103;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1996 december;106.4;0.0;;26832
1104;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1996;104.6;;;26832
1105;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1997 januari;107.4;0.9;4.5;26832
1106;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1997 februari;107.4;0.0;4.5;26832
1107;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1997 maart;107.5;0.1;4.6;26832
1108;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1997 april;107.5;0.0;4.6;26832
1109;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1997 mei;107.6;0.1;4.7;26832
1110;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1997 juni;107.6;0.0;4.7;26832
1111;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1997 juli;111.1;3.3;4.5;26832
1112;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1997 augustus;111.1;0.0;4.5;26832
1113;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1997 september;111.1;0.0;4.4;26832
1114;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1997 oktober;111.2;0.1;4.5;26832
1115;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1997 november;111.1;-0.1;4.4;26832
1116;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1997 december;111.1;0.0;4.4;26832
1117;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1997;109.3;;4.5;26832
1118;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1998 januari;111.5;0.4;3.8;26832
1119;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1998 februari;111.5;0.0;3.8;26832
1120;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1998 maart;111.5;0.0;3.7;26832
1121;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1998 april;111.5;0.0;3.7;26832
1122;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1998 mei;111.5;0.0;3.6;26832
1123;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1998 juni;111.6;0.1;3.7;26832
1124;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1998 juli;113.9;2.1;2.5;26832
1125;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1998 augustus;113.9;0.0;2.5;26832
1126;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1998 september;113.9;0.0;2.5;26832
1127;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1998 oktober;113.9;0.0;2.4;26832
1128;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1998 november;113.9;0.0;2.5;26832
1129;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1998 december;113.9;0.0;2.5;26832
1130;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1998;112.7;;3.1;26832
1131;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1999 januari;114.9;0.9;3.0;26832
1132;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1999 februari;115.0;0.1;3.1;26832
1133;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1999 maart;115.0;0.0;3.1;26832
1134;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1999 april;114.9;-0.1;3.0;26832
1135;4   Huisvesting, water elek. en gas;CPI alle huishoudens;1999 mei;114.9;0.0;3.0;26832
