ID;Geslacht;Niveau;Leerweg;Studierichting;Migratieachtergrond;Perioden;GediplomeerdenMbo_1
1140;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Westerse migratieachtergrond;2015/'16;130
1141;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Westerse migratieachtergrond;2016/'17;121
1142;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Westerse migratieachtergrond;2017/'18;106
1143;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Westerse migratieachtergrond;2018/'19;134
1144;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Westerse migratieachtergrond;2019/'20;133
1145;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Westerse migratieachtergrond;2020/'21;169
1146;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Niet-westerse migratieachtergrond;2015/'16;231
1147;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Niet-westerse migratieachtergrond;2016/'17;203
1148;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Niet-westerse migratieachtergrond;2017/'18;216
1149;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Niet-westerse migratieachtergrond;2018/'19;219
1150;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Niet-westerse migratieachtergrond;2019/'20;223
1151;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Niet-westerse migratieachtergrond;2020/'21;271
1152;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Turkije;2015/'16;76
1153;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Turkije;2016/'17;52
1154;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Turkije;2017/'18;59
1155;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Turkije;2018/'19;52
1156;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Turkije;2019/'20;57
1157;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Turkije;2020/'21;79
1158;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Marokko;2015/'16;27
1159;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Marokko;2016/'17;31
1160;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Marokko;2017/'18;21
1161;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Marokko;2018/'19;28
1162;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Marokko;2019/'20;24
1163;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Marokko;2020/'21;34
1164;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Suriname;2015/'16;32
1165;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Suriname;2016/'17;33
1166;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Suriname;2017/'18;29
1167;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Suriname;2018/'19;31
1168;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Suriname;2019/'20;25
1169;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Suriname;2020/'21;31
1170;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;(voormalige) Nederlandse Antillen, Aruba;2015/'16;25
1171;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;(voormalige) Nederlandse Antillen, Aruba;2016/'17;20
1172;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;(voormalige) Nederlandse Antillen, Aruba;2017/'18;30
1173;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;(voormalige) Nederlandse Antillen, Aruba;2018/'19;30
1174;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;(voormalige) Nederlandse Antillen, Aruba;2019/'20;28
1175;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;(voormalige) Nederlandse Antillen, Aruba;2020/'21;33
1176;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Overige niet-westerse migratieachterg...;2015/'16;71
1177;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Overige niet-westerse migratieachterg...;2016/'17;67
1178;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Overige niet-westerse migratieachterg...;2017/'18;77
1179;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Overige niet-westerse migratieachterg...;2018/'19;78
1180;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Overige niet-westerse migratieachterg...;2019/'20;89
1181;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Overige niet-westerse migratieachterg...;2020/'21;94
1182;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Onbekende migratieachtergrond;2015/'16;1
1183;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Onbekende migratieachtergrond;2016/'17;2
1184;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Onbekende migratieachtergrond;2017/'18;1
1185;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Onbekende migratieachtergrond;2018/'19;0
1186;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Onbekende migratieachtergrond;2019/'20;1
1187;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79000 Bouw en infra;Onbekende migratieachtergrond;2020/'21;1
1188;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Totaal;2015/'16;2465
1189;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Totaal;2016/'17;2830
1190;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Totaal;2017/'18;2733
1191;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Totaal;2018/'19;2528
1192;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Totaal;2019/'20;2495
1193;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Totaal;2020/'21;2720
1194;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Nederlandse achtergrond;2015/'16;2149
1195;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Nederlandse achtergrond;2016/'17;2487
1196;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Nederlandse achtergrond;2017/'18;2413
1197;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Nederlandse achtergrond;2018/'19;2213
1198;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Nederlandse achtergrond;2019/'20;2200
1199;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Nederlandse achtergrond;2020/'21;2402
1200;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Met migratieachtergrond;2015/'16;316
1201;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Met migratieachtergrond;2016/'17;340
1202;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Met migratieachtergrond;2017/'18;319
1203;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Met migratieachtergrond;2018/'19;315
1204;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Met migratieachtergrond;2019/'20;295
1205;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Met migratieachtergrond;2020/'21;317
1206;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Westerse migratieachtergrond;2015/'16;120
1207;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Westerse migratieachtergrond;2016/'17;137
1208;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Westerse migratieachtergrond;2017/'18;113
1209;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Westerse migratieachtergrond;2018/'19;112
1210;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Westerse migratieachtergrond;2019/'20;129
1211;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Westerse migratieachtergrond;2020/'21;122
1212;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Niet-westerse migratieachtergrond;2015/'16;196
1213;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Niet-westerse migratieachtergrond;2016/'17;203
1214;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Niet-westerse migratieachtergrond;2017/'18;206
1215;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Niet-westerse migratieachtergrond;2018/'19;203
1216;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Niet-westerse migratieachtergrond;2019/'20;166
1217;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Niet-westerse migratieachtergrond;2020/'21;195
1218;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Turkije;2015/'16;29
1219;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Turkije;2016/'17;32
1220;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Turkije;2017/'18;32
1221;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Turkije;2018/'19;32
1222;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Turkije;2019/'20;17
1223;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Turkije;2020/'21;24
1224;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Marokko;2015/'16;26
1225;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Marokko;2016/'17;34
1226;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Marokko;2017/'18;26
1227;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Marokko;2018/'19;26
1228;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Marokko;2019/'20;25
1229;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Marokko;2020/'21;18
1230;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Suriname;2015/'16;35
1231;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Suriname;2016/'17;47
1232;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Suriname;2017/'18;41
1233;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Suriname;2018/'19;46
1234;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Suriname;2019/'20;30
1235;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Suriname;2020/'21;41
1236;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;(voormalige) Nederlandse Antillen, Aruba;2015/'16;34
1237;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;(voormalige) Nederlandse Antillen, Aruba;2016/'17;36
1238;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;(voormalige) Nederlandse Antillen, Aruba;2017/'18;31
1239;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;(voormalige) Nederlandse Antillen, Aruba;2018/'19;30
1240;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;(voormalige) Nederlandse Antillen, Aruba;2019/'20;29
1241;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;(voormalige) Nederlandse Antillen, Aruba;2020/'21;19
1242;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Overige niet-westerse migratieachterg...;2015/'16;72
1243;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Overige niet-westerse migratieachterg...;2016/'17;54
1244;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Overige niet-westerse migratieachterg...;2017/'18;76
1245;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Overige niet-westerse migratieachterg...;2018/'19;69
1246;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Overige niet-westerse migratieachterg...;2019/'20;65
1247;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Overige niet-westerse migratieachterg...;2020/'21;93
1248;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Onbekende migratieachtergrond;2015/'16;0
1249;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Onbekende migratieachtergrond;2016/'17;3
1250;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Onbekende migratieachtergrond;2017/'18;1
1251;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Onbekende migratieachtergrond;2018/'19;0
1252;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Onbekende migratieachtergrond;2019/'20;0
1253;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79010 Afbouw, hout en onderhoud;Onbekende migratieachtergrond;2020/'21;1
1254;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Totaal;2015/'16;12501
1255;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Totaal;2016/'17;12631
1256;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Totaal;2017/'18;12138
1257;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Totaal;2018/'19;12988
1258;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Totaal;2019/'20;12366
1259;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Totaal;2020/'21;12515
1260;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Nederlandse achtergrond;2015/'16;10358
1261;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Nederlandse achtergrond;2016/'17;10404
1262;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Nederlandse achtergrond;2017/'18;10068
1263;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Nederlandse achtergrond;2018/'19;10599
1264;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Nederlandse achtergrond;2019/'20;9856
1265;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Nederlandse achtergrond;2020/'21;9851
1266;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Met migratieachtergrond;2015/'16;2125
1267;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Met migratieachtergrond;2016/'17;2197
1268;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Met migratieachtergrond;2017/'18;2047
1269;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Met migratieachtergrond;2018/'19;2375
1270;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Met migratieachtergrond;2019/'20;2497
1271;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Met migratieachtergrond;2020/'21;2660
1272;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Westerse migratieachtergrond;2015/'16;630
1273;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Westerse migratieachtergrond;2016/'17;609
1274;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Westerse migratieachtergrond;2017/'18;641
1275;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Westerse migratieachtergrond;2018/'19;653
1276;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Westerse migratieachtergrond;2019/'20;678
1277;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Westerse migratieachtergrond;2020/'21;630
1278;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Niet-westerse migratieachtergrond;2015/'16;1495
1279;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Niet-westerse migratieachtergrond;2016/'17;1588
1280;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Niet-westerse migratieachtergrond;2017/'18;1406
1281;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Niet-westerse migratieachtergrond;2018/'19;1722
1282;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Niet-westerse migratieachtergrond;2019/'20;1819
1283;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Niet-westerse migratieachtergrond;2020/'21;2030
1284;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Turkije;2015/'16;349
1285;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Turkije;2016/'17;399
1286;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Turkije;2017/'18;379
1287;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Turkije;2018/'19;467
1288;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Turkije;2019/'20;490
1289;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Turkije;2020/'21;519
1290;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Marokko;2015/'16;242
1291;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Marokko;2016/'17;260
1292;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Marokko;2017/'18;233
1293;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Marokko;2018/'19;332
1294;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Marokko;2019/'20;336
1295;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Marokko;2020/'21;312
1296;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Suriname;2015/'16;257
1297;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Suriname;2016/'17;225
1298;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Suriname;2017/'18;205
1299;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Suriname;2018/'19;231
1300;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Suriname;2019/'20;235
1301;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Suriname;2020/'21;212
1302;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;(voormalige) Nederlandse Antillen, Aruba;2015/'16;201
1303;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;(voormalige) Nederlandse Antillen, Aruba;2016/'17;194
1304;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;(voormalige) Nederlandse Antillen, Aruba;2017/'18;156
1305;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;(voormalige) Nederlandse Antillen, Aruba;2018/'19;173
1306;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;(voormalige) Nederlandse Antillen, Aruba;2019/'20;164
1307;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;(voormalige) Nederlandse Antillen, Aruba;2020/'21;176
1308;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Overige niet-westerse migratieachterg...;2015/'16;446
1309;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Overige niet-westerse migratieachterg...;2016/'17;510
1310;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Overige niet-westerse migratieachterg...;2017/'18;433
1311;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Overige niet-westerse migratieachterg...;2018/'19;519
1312;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Overige niet-westerse migratieachterg...;2019/'20;594
1313;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Overige niet-westerse migratieachterg...;2020/'21;811
1314;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Onbekende migratieachtergrond;2015/'16;18
1315;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Onbekende migratieachtergrond;2016/'17;30
1316;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Onbekende migratieachtergrond;2017/'18;23
1317;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Onbekende migratieachtergrond;2018/'19;14
1318;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Onbekende migratieachtergrond;2019/'20;13
1319;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79020 Techniek en procesindustrie;Onbekende migratieachtergrond;2020/'21;4
1320;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Totaal;2015/'16;1803
1321;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Totaal;2016/'17;1948
1322;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Totaal;2017/'18;2035
1323;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Totaal;2018/'19;2035
1324;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Totaal;2019/'20;1986
1325;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Totaal;2020/'21;1976
1326;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Nederlandse achtergrond;2015/'16;1385
1327;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Nederlandse achtergrond;2016/'17;1518
1328;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Nederlandse achtergrond;2017/'18;1592
1329;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Nederlandse achtergrond;2018/'19;1623
1330;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Nederlandse achtergrond;2019/'20;1530
1331;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Nederlandse achtergrond;2020/'21;1504
1332;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Met migratieachtergrond;2015/'16;417
1333;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Met migratieachtergrond;2016/'17;430
1334;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Met migratieachtergrond;2017/'18;440
1335;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Met migratieachtergrond;2018/'19;412
