ID;EigenaarOfHuurder;Huishoudkenmerken;Woningkenmerken;Marges;Perioden;TevredenheidMetDeHuidigeWoning_1;TevredenheidMetDeHuidigeWoonomgeving_2
623;Totaal;Particuliere huishoudens;WOZ-waarde woning: 4e 25%-groep;Bovengrens 95%-interval;2024;93.4;91.2
624;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Waarde;2002;92.5;87.2
625;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Waarde;2006;92.8;87.3
626;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Waarde;2009;92.7;85.4
627;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Waarde;2012;91.8;86.5
628;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Waarde;2015;90.0;84.4
629;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Waarde;2018;87.8;85.9
630;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Waarde;2021;89.3;86.6
631;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Waarde;2024;86.8;85.2
632;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Ondergrens 95%-interval;2002;92.2;86.8
633;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Ondergrens 95%-interval;2006;92.5;86.9
634;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Ondergrens 95%-interval;2009;92.4;85.0
635;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Ondergrens 95%-interval;2012;91.5;86.1
636;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Ondergrens 95%-interval;2015;89.6;84.0
637;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Ondergrens 95%-interval;2018;87.4;85.5
638;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Ondergrens 95%-interval;2021;88.8;86.1
639;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Ondergrens 95%-interval;2024;86.4;84.7
640;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Bovengrens 95%-interval;2002;92.8;87.5
641;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Bovengrens 95%-interval;2006;93.1;87.7
642;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Bovengrens 95%-interval;2009;93.0;85.8
643;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Bovengrens 95%-interval;2012;92.2;86.9
644;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Bovengrens 95%-interval;2015;90.4;84.9
645;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Bovengrens 95%-interval;2018;88.1;86.3
646;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Bovengrens 95%-interval;2021;89.7;87.0
647;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: ja;Bovengrens 95%-interval;2024;87.3;85.6
648;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Waarde;2002;79.8;76.3
649;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Waarde;2006;81.3;78.8
650;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Waarde;2009;82.3;77.7
651;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Waarde;2012;81.2;77.5
652;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Waarde;2015;78.9;75.6
653;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Waarde;2018;76.0;76.5
654;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Waarde;2021;75.8;76.5
655;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Waarde;2024;71.9;76.4
656;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Ondergrens 95%-interval;2002;79.0;75.5
657;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Ondergrens 95%-interval;2006;80.5;77.9
658;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Ondergrens 95%-interval;2009;81.6;76.9
659;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Ondergrens 95%-interval;2012;80.3;76.6
660;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Ondergrens 95%-interval;2015;78.0;74.7
661;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Ondergrens 95%-interval;2018;75.0;75.6
662;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Ondergrens 95%-interval;2021;74.8;75.5
663;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Ondergrens 95%-interval;2024;70.9;75.4
664;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Bovengrens 95%-interval;2002;80.5;77.1
665;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Bovengrens 95%-interval;2006;82.2;79.6
666;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Bovengrens 95%-interval;2009;83.1;78.5
667;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Bovengrens 95%-interval;2012;82.0;78.4
668;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Bovengrens 95%-interval;2015;79.8;76.5
669;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Bovengrens 95%-interval;2018;76.9;77.4
670;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Bovengrens 95%-interval;2021;76.9;77.5
671;Totaal;Particuliere huishoudens;Erf, tuin, patio, binnenplaats: nee;Bovengrens 95%-interval;2024;73.0;77.3
672;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Waarde;2002;82.6;79.6
673;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Waarde;2006;83.7;81.9
674;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Waarde;2009;84.4;79.4
675;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Waarde;2012;83.2;78.4
676;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Waarde;2015;80.3;75.4
677;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Waarde;2018;78.4;79.0
678;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Waarde;2021;78.6;79.3
679;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Waarde;2024;75.0;78.4
680;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Ondergrens 95%-interval;2002;81.8;78.8
681;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Ondergrens 95%-interval;2006;82.7;80.9
682;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Ondergrens 95%-interval;2009;83.4;78.3
683;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Ondergrens 95%-interval;2012;82.2;77.3
684;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Ondergrens 95%-interval;2015;79.1;74.2
685;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Ondergrens 95%-interval;2018;77.2;77.8
686;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Ondergrens 95%-interval;2021;77.3;78.0
687;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Ondergrens 95%-interval;2024;73.7;77.2
688;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Bovengrens 95%-interval;2002;83.4;80.4
689;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Bovengrens 95%-interval;2006;84.7;82.9
690;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Bovengrens 95%-interval;2009;85.3;80.4
691;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Bovengrens 95%-interval;2012;84.2;79.5
692;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Bovengrens 95%-interval;2015;81.4;76.6
693;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Bovengrens 95%-interval;2018;79.5;80.1
694;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Bovengrens 95%-interval;2021;79.9;80.5
695;Totaal;Hoofd huishouden: jonger dan 35 jaar;Totaal woningen;Bovengrens 95%-interval;2024;76.4;79.6
696;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Waarde;2002;90.5;86.0
697;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Waarde;2006;91.0;86.8
698;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Waarde;2009;90.6;85.0
699;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Waarde;2012;88.6;84.3
700;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Waarde;2015;85.8;82.4
701;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Waarde;2018;86.4;85.3
702;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Waarde;2021;87.6;86.7
703;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Waarde;2024;83.6;83.8
704;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Ondergrens 95%-interval;2002;89.7;85.1
705;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Ondergrens 95%-interval;2006;89.8;85.5
706;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Ondergrens 95%-interval;2009;89.4;83.6
707;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Ondergrens 95%-interval;2012;87.3;82.9
708;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Ondergrens 95%-interval;2015;84.3;80.8
709;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Ondergrens 95%-interval;2018;85.0;83.9
710;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Ondergrens 95%-interval;2021;86.0;85.1
711;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Ondergrens 95%-interval;2024;81.9;82.2
712;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Bovengrens 95%-interval;2002;91.3;86.9
713;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Bovengrens 95%-interval;2006;92.0;88.0
714;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Bovengrens 95%-interval;2009;91.7;86.2
715;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Bovengrens 95%-interval;2012;89.8;85.7
716;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Bovengrens 95%-interval;2015;87.2;83.8
717;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Bovengrens 95%-interval;2018;87.7;86.6
718;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Bovengrens 95%-interval;2021;89.0;88.1
719;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezinswoningen;Bovengrens 95%-interval;2024;85.2;85.3
720;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Waarde;2002;95.0;93.4
721;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Waarde;2006;96.0;92.7
722;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Waarde;2009;95.4;89.2
723;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Waarde;2012;91.3;87.6
724;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Waarde;2015;90.2;90.1
725;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Waarde;2018;92.6;92.1
726;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Waarde;2021;89.9;93.4
727;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Waarde;2024;86.1;85.0
728;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Ondergrens 95%-interval;2002;93.1;91.5
729;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Ondergrens 95%-interval;2006;93.3;89.4
730;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Ondergrens 95%-interval;2009;92.0;83.9
731;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Ondergrens 95%-interval;2012;86.4;82.4
732;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Ondergrens 95%-interval;2015;84.9;85.2
733;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Ondergrens 95%-interval;2018;89.0;88.5
734;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Ondergrens 95%-interval;2021;84.8;89.3
735;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Ondergrens 95%-interval;2024;80.4;79.8
736;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Bovengrens 95%-interval;2002;96.4;94.9
737;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Bovengrens 95%-interval;2006;97.7;95.1
738;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Bovengrens 95%-interval;2009;97.4;92.9
739;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Bovengrens 95%-interval;2012;94.5;91.4
740;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Bovengrens 95%-interval;2015;93.7;93.5
741;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Bovengrens 95%-interval;2018;95.2;94.6
742;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Bovengrens 95%-interval;2021;93.5;96.0
743;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: vrijstaande woning;Bovengrens 95%-interval;2024;90.3;89.1
744;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Waarde;2002;96.4;93.6
745;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Waarde;2006;93.3;92.4
746;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Waarde;2009;95.9;92.7
747;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Waarde;2012;92.8;89.6
748;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Waarde;2015;91.3;91.1
749;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Waarde;2018;92.1;91.6
750;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Waarde;2021;91.2;91.5
751;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Waarde;2024;90.2;89.9
752;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2002;95.1;91.9
753;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2006;90.0;89.6
754;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2009;93.1;90.1
755;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2012;89.5;86.3
756;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2015;88.0;87.9
757;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2018;89.0;88.4
758;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2021;87.4;87.9
759;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Ondergrens 95%-interval;2024;86.0;85.9
760;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2002;97.4;94.9
761;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2006;95.5;94.5
762;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2009;97.6;94.7
763;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2012;95.1;92.1
764;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2015;93.8;93.5
765;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2018;94.4;94.0
766;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2021;94.0;94.1
767;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: 2-onder-1-kapwoning;Bovengrens 95%-interval;2024;93.2;92.8
768;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Waarde;2002;89.6;83.3
769;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Waarde;2006;90.3;86.6
770;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Waarde;2009;88.7;82.7
771;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Waarde;2012;84.9;84.4
772;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Waarde;2015;81.8;78.7
773;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Waarde;2018;81.5;78.7
774;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Waarde;2021;88.8;85.6
775;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Waarde;2024;82.6;81.7
776;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2002;87.5;80.9
777;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2006;87.5;83.6
778;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2009;85.8;79.3
779;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2012;81.5;81.1
780;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2015;78.0;74.9
781;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2018;78.0;75.0
782;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2021;85.2;82.1
783;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Ondergrens 95%-interval;2024;78.5;77.7
784;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2002;91.4;85.5
785;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2006;92.6;89.0
786;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2009;91.0;85.6
787;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2012;87.9;87.2
788;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2015;85.0;82.1
789;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2018;84.6;82.0
790;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2021;91.6;88.5
791;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins hoekwoning;Bovengrens 95%-interval;2024;86.1;85.2
792;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Waarde;2002;87.9;82.8
793;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Waarde;2006;89.6;84.1
794;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Waarde;2009;89.2;83.1
795;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Waarde;2012;88.4;82.4
796;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Waarde;2015;85.1;80.1
797;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Waarde;2018;85.5;84.8
798;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Waarde;2021;85.6;84.5
799;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Waarde;2024;81.9;82.8
800;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2002;86.6;81.4
801;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2006;88.0;82.2
802;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2009;87.4;81.2
803;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2012;86.7;80.5
804;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2015;83.0;77.9
805;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2018;83.4;82.8
806;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2021;83.2;82.1
807;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Ondergrens 95%-interval;2024;79.5;80.5
808;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2002;89.0;84.1
809;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2006;91.0;85.8
810;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2009;90.7;84.9
811;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2012;89.9;84.2
812;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2015;86.9;82.2
813;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2018;87.3;86.6
814;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2021;87.6;86.6
815;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: eengezins tussenwoning;Bovengrens 95%-interval;2024;84.0;84.9
816;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Waarde;2002;74.1;72.6
817;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Waarde;2006;76.9;77.4
818;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Waarde;2009;79.1;74.6
819;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Waarde;2012;78.8;73.5
820;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Waarde;2015;75.8;69.9
821;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Waarde;2018;71.8;73.8
822;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Waarde;2021;72.2;73.9
823;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Waarde;2024;69.1;74.7
824;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2002;72.7;71.2
825;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2006;75.3;75.8
826;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2009;77.6;73.0
827;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2012;77.2;71.8
828;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2015;74.1;68.1
829;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2018;69.9;72.1
830;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2021;70.2;72.0
831;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Ondergrens 95%-interval;2024;67.1;72.8
832;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2002;75.4;73.9
833;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2006;78.5;78.9
834;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2009;80.5;76.1
835;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2012;80.3;75.1
836;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2015;77.5;71.7
837;Totaal;Hoofd huishouden: jonger dan 35 jaar;Woningtype: meergezinswoningen;Bovengrens 95%-interval;2018;73.5;75.5
