ID;Geslacht;Leeftijd;TypeInstelling;Zorgkenmerken;Diagnose;Perioden;GeslotenDBCS_1;GeopendeDBCS_2;LopendeDBCS_3
2427;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG6 Tot.interstitiële longafwijkingen;2013;28165.0;28875.0;49215.0
2428;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG6 Tot.interstitiële longafwijkingen;2014;29845.0;30235.0;52015.0
2429;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG6 Tot.interstitiële longafwijkingen;2015;44745.0;36970.0;59645.0
2430;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG6 Tot.interstitiële longafwijkingen;2016;51510.0;52285.0;67650.0
2431;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG6 Tot.interstitiële longafwijkingen;2017;49725.0;50305.0;65220.0
2432;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG6 Tot.interstitiële longafwijkingen;2018;52610.0;53705.0;69185.0
2433;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG6 Tot.interstitiële longafwijkingen;2019;56055.0;57230.0;73795.0
2434;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG6 Tot.interstitiële longafwijkingen;2020;57285.0;57405.0;75145.0
2435;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG6 Tot.interstitiële longafwijkingen;2021;58915.0;59930.0;77790.0
2436;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2008;19890.0;19815.0;26245.0
2437;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2009;19925.0;19810.0;26165.0
2438;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2010;20495.0;20720.0;26960.0
2439;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2011;21180.0;21030.0;27475.0
2440;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2012;17715.0;20460.0;26650.0
2441;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2013;20470.0;20605.0;29465.0
2442;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2014;20060.0;19415.0;28395.0
2443;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2015;22875.0;19820.0;28170.0
2444;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2016;21760.0;21520.0;26815.0
2445;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2017;21535.0;21480.0;26625.0
2446;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2018;21310.0;21275.0;26335.0
2447;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2019;21440.0;21535.0;26540.0
2448;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2020;19870.0;19425.0;24505.0
2449;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG7 Totaal pleurale aandoeningen;2021;19575.0;19765.0;24385.0
2450;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2008;11405.0;12015.0;17045.0
2451;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2009;12665.0;13055.0;18695.0
2452;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2010;14355.0;15050.0;21080.0
2453;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2011;15220.0;15345.0;22005.0
2454;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2012;14480.0;16935.0;23770.0
2455;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2013;16820.0;17100.0;26165.0
2456;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2014;17430.0;17700.0;27115.0
2457;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2015;23290.0;19750.0;29420.0
2458;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2016;23795.0;24020.0;30090.0
2459;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2017;23780.0;24015.0;30180.0
2460;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2018;24960.0;25245.0;31640.0
2461;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2019;25165.0;25155.0;31825.0
2462;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2020;24590.0;24900.0;31555.0
2463;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG8 Totaal vasculaire aandoeningen;2021;26650.0;27005.0;33970.0
2464;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2008;33445.0;36320.0;51770.0
2465;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2009;39755.0;42845.0;61170.0
2466;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2010;47730.0;53070.0;74485.0
2467;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2011;60395.0;68450.0;94905.0
2468;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2012;72745.0;82485.0;116650.0
2469;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2013;83245.0;88660.0;132585.0
2470;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2014;93480.0;99640.0;150160.0
2471;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2015;127575.0;105710.0;162820.0
2472;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2016;125595.0;128385.0;163500.0
2473;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2017;131095.0;131215.0;169365.0
2474;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2018;136730.0;138655.0;176920.0
2475;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2019;142680.0;143295.0;183470.0
2476;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2020;129540.0;126015.0;166795.0
2477;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG9 Totaal slaapaandoeningen;2021;128510.0;128595.0;165840.0
2478;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2008;14625.0;14775.0;17670.0
2479;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2009;15745.0;15940.0;18980.0
2480;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2010;17535.0;17580.0;20815.0
2481;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2011;17725.0;18685.0;22035.0
2482;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2012;26295.0;28845.0;32150.0
2483;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2013;32425.0;32445.0;38045.0
2484;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2014;26375.0;25840.0;31410.0
2485;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2015;23700.0;21750.0;26775.0
2486;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2016;17895.0;17530.0;20535.0
2487;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2017;17290.0;17200.0;19950.0
2488;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2018;18430.0;18700.0;21355.0
2489;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2019;20395.0;20675.0;23595.0
2490;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2020;21020.0;20865.0;24060.0
2491;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG10 Totaal aand.leiden tot resp.insuff.;2021;19760.0;19555.0;22590.0
2492;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2008;21730.0;22480.0;28980.0
2493;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2009;23995.0;25490.0;32740.0
2494;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2010;26100.0;26990.0;35735.0
2495;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2011;29215.0;29035.0;38660.0
2496;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2012;25075.0;24535.0;33780.0
2497;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2013;27095.0;28260.0;36960.0
2498;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2014;34220.0;35190.0;45125.0
2499;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2015;44490.0;42315.0;53215.0
2500;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2016;53020.0;53945.0;62715.0
2501;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2017;57105.0;57495.0;67155.0
2502;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2018;60535.0;60665.0;70700.0
2503;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2019;60430.0;60655.0;70810.0
2504;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2020;60170.0;59890.0;70250.0
2505;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;LG11 Totaal overig longgeneeskunde;2021;64405.0;65755.0;75800.0
2506;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2008;230870.0;240875.0;381920.0
2507;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2009;241650.0;252830.0;403885.0
2508;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2010;262710.0;271575.0;433810.0
2509;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2011;285505.0;302475.0;475540.0
2510;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2012;284270.0;310765.0;494840.0
2511;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2013;305405.0;311475.0;519470.0
2512;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2014;314505.0;312920.0;529350.0
2513;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2015;462180.0;404985.0;622140.0
2514;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2016;529190.0;531015.0;690975.0
2515;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2017;532875.0;534375.0;696115.0
2516;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2018;546220.0;549330.0;712545.0
2517;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2019;554285.0;555555.0;721850.0
2518;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2020;538670.0;541925.0;709455.0
2519;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE Totaal reumatologie;2021;555145.0;559310.0;730040.0
2520;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2008;110690.0;116980.0;200760.0
2521;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2009;115955.0;122140.0;212205.0
2522;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2010;125325.0;131055.0;227310.0
2523;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2011;134725.0;146875.0;249980.0
2524;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2012;140820.0;147130.0;260135.0
2525;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2013;146315.0;149825.0;268605.0
2526;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2014;152055.0;152245.0;276555.0
2527;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2015;246765.0;210960.0;337660.0
2528;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2016;296110.0;297425.0;389555.0
2529;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2017;295070.0;294955.0;387795.0
2530;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2018;300675.0;302440.0;395145.0
2531;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2019;304345.0;305005.0;399450.0
2532;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2020;300770.0;303280.0;398375.0
2533;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE1 Totaal artritiden;2021;305180.0;305450.0;403025.0
2534;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2008;12530.0;13375.0;23135.0
2535;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2009;13130.0;13775.0;24385.0
2536;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2010;14320.0;15205.0;26455.0
2537;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2011;15770.0;16825.0;29070.0
2538;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2012;16575.0;17975.0;31085.0
2539;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2013;17520.0;17985.0;32540.0
2540;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2014;18080.0;18050.0;33190.0
2541;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2015;28140.0;23175.0;38445.0
2542;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2016;32645.0;32835.0;43045.0
2543;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2017;33415.0;33630.0;44115.0
2544;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2018;34375.0;34810.0;45510.0
2545;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2019;35145.0;35220.0;46355.0
2546;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2020;34945.0;35565.0;46770.0
2547;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE2 Totaal inflammatoire rugaand.;2021;36200.0;36460.0;48275.0
2548;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2008;24260.0;25990.0;43570.0
2549;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2009;26400.0;28385.0;47695.0
2550;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2010;29030.0;30540.0;51835.0
2551;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2011;31780.0;32950.0;56025.0
2552;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2012;32640.0;37350.0;61140.0
2553;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2013;36720.0;38070.0;66130.0
2554;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2014;38950.0;39165.0;68920.0
2555;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2015;61535.0;53735.0;84185.0
2556;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2016;74050.0;74740.0;97460.0
2557;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2017;74720.0;75335.0;98215.0
2558;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2018;78650.0;79985.0;103485.0
2559;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2019;82245.0;83655.0;108485.0
2560;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2020;84590.0;85805.0;112040.0
2561;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE3 Totaal systeemaandoeningen;2021;88315.0;89380.0;116820.0
2562;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2008;24395.0;25195.0;34510.0
2563;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2009;25700.0;26285.0;36400.0
2564;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2010;27920.0;28190.0;38890.0
2565;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2011;30410.0;31230.0;42540.0
2566;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2012;26310.0;29965.0;40820.0
2567;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2013;28700.0;28985.0;42855.0
2568;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2014;29410.0;28710.0;42950.0
2569;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2015;36400.0;33475.0;46910.0
2570;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2016;35285.0;34890.0;44995.0
2571;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2017;36215.0;36270.0;46390.0
2572;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2018;35700.0;35025.0;45200.0
2573;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2019;34310.0;33840.0;43340.0
2574;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2020;29790.0;29085.0;38115.0
2575;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE4 Totaal degeneratieve aandoeningen;2021;30110.0;30625.0;38945.0
2576;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2008;9385.0;9460.0;12290.0
2577;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2009;9580.0;9645.0;12550.0
2578;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2010;9905.0;10020.0;12990.0
2579;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2011;10010.0;9970.0;13095.0
2580;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2012;8575.0;10330.0;13205.0
2581;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2013;9695.0;9545.0;13990.0
2582;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2014;9425.0;9125.0;13375.0
2583;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2015;10905.0;10025.0;13955.0
2584;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2016;10225.0;9870.0;12840.0
2585;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2017;9665.0;9595.0;12270.0
2586;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2018;9355.0;9220.0;11825.0
2587;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2019;9060.0;8890.0;11355.0
2588;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2020;7635.0;7505.0;9800.0
2589;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE5 Totaal weke delen aandoeningen;2021;7900.0;7840.0;10005.0
2590;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2008;5590.0;5760.0;8560.0
2591;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2009;6120.0;6455.0;9425.0
2592;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2010;6750.0;6785.0;10090.0
2593;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2011;7415.0;7610.0;10980.0
2594;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2012;7865.0;9600.0;13130.0
2595;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2013;10050.0;10035.0;15235.0
2596;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2014;9270.0;8045.0;13405.0
2597;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2015;9830.0;8675.0;12815.0
2598;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2016;9420.0;9400.0;12165.0
2599;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2017;11560.0;11595.0;14975.0
2600;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2018;11825.0;11700.0;15115.0
2601;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2019;11925.0;12050.0;15340.0
2602;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2020;11125.0;11185.0;14605.0
2603;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE6 Totaal osteoporose/botziekten;2021;12565.0;13090.0;16565.0
2604;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2008;44025.0;44115.0;59095.0
2605;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2009;44765.0;46150.0;61220.0
2606;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2010;49455.0;49780.0;66235.0
2607;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2011;55400.0;57010.0;73845.0
2608;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2012;51490.0;58415.0;75330.0
2609;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2013;56400.0;57035.0;80115.0
2610;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2014;57310.0;57580.0;80950.0
2611;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2015;68605.0;64935.0;88175.0
2612;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2016;71460.0;71855.0;90915.0
2613;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2017;72230.0;73000.0;92355.0
2614;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2018;75635.0;76145.0;96265.0
2615;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2019;77260.0;76895.0;97520.0
2616;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2020;69815.0;69500.0;89755.0
2617;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;RE7 Tot. overige diagnosen reumatologie;2021;74875.0;76465.0;96405.0
2618;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;AL Totaal allergologie;2008;25905.0;22300.0;37540.0
2619;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;AL Totaal allergologie;2009;22975.0;27340.0;38975.0
2620;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;AL Totaal allergologie;2010;27550.0;25560.0;41560.0
2621;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;AL Totaal allergologie;2011;27115.0;25970.0;40880.0
2622;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;AL Totaal allergologie;2012;27680.0;28935.0;41535.0
2623;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;AL Totaal allergologie;2013;27880.0;28545.0;42525.0
2624;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;AL Totaal allergologie;2014;29170.0;26270.0;41885.0
2625;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;AL Totaal allergologie;2015;32385.0;27530.0;41615.0
2626;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;AL Totaal allergologie;2016;33060.0;33395.0;42625.0
2627;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;AL Totaal allergologie;2017;33595.0;34070.0;43640.0
2628;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;AL Totaal allergologie;2018;36765.0;38035.0;48080.0
2629;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;AL Totaal allergologie;2019;41195.0;41800.0;53115.0
