ID;TravelMotives;Population;TravelModes;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
2093;Total;Population 6 years or older;Bike;Value;Strongly urbanised;2023;0.74;2.8;15.22;271.0;1023.0;92.6
2094;Total;Population 6 years or older;Bike;Value;Moderately urbanised;2018;0.79;3.15;16.55;287.0;1149.0;100.7
2095;Total;Population 6 years or older;Bike;Value;Moderately urbanised;2019;0.79;3.11;16.65;287.0;1137.0;101.3
2096;Total;Population 6 years or older;Bike;Value;Moderately urbanised;2020;0.68;2.75;15.83;249.0;1007.0;96.5
2097;Total;Population 6 years or older;Bike;Value;Moderately urbanised;2021;0.69;2.81;15.24;251.0;1024.0;92.7
2098;Total;Population 6 years or older;Bike;Value;Moderately urbanised;2022;0.79;3.21;17.55;290.0;1171.0;106.7
2099;Total;Population 6 years or older;Bike;Value;Moderately urbanised;2023;0.74;3.01;15.96;271.0;1097.0;97.1
2100;Total;Population 6 years or older;Bike;Value;Hardly urbanised;2018;0.75;3.1;15.59;275.0;1131.0;94.9
2101;Total;Population 6 years or older;Bike;Value;Hardly urbanised;2019;0.71;2.99;15.61;258.0;1090.0;95.0
2102;Total;Population 6 years or older;Bike;Value;Hardly urbanised;2020;0.6;2.79;14.64;218.0;1022.0;89.3
2103;Total;Population 6 years or older;Bike;Value;Hardly urbanised;2021;0.61;2.76;14.51;223.0;1009.0;88.3
2104;Total;Population 6 years or older;Bike;Value;Hardly urbanised;2022;0.71;3.17;16.33;261.0;1156.0;99.3
2105;Total;Population 6 years or older;Bike;Value;Hardly urbanised;2023;0.69;2.97;14.92;254.0;1083.0;90.8
2106;Total;Population 6 years or older;Bike;Value;Not urbanised;2018;0.64;3.07;14.81;234.0;1121.0;90.1
2107;Total;Population 6 years or older;Bike;Value;Not urbanised;2019;0.58;2.77;13.79;212.0;1012.0;83.9
2108;Total;Population 6 years or older;Bike;Value;Not urbanised;2020;0.53;2.57;13.34;195.0;941.0;81.4
2109;Total;Population 6 years or older;Bike;Value;Not urbanised;2021;0.55;2.99;15.17;199.0;1090.0;92.3
2110;Total;Population 6 years or older;Bike;Value;Not urbanised;2022;0.61;3.07;15.42;222.0;1121.0;93.8
2111;Total;Population 6 years or older;Bike;Value;Not urbanised;2023;0.58;2.77;14.24;210.0;1010.0;86.6
2112;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;The Netherlands;2018;0.78;3.1;16.07;285.0;1130.0;97.8
2113;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;The Netherlands;2019;0.74;2.94;15.83;271.0;1072.0;96.3
2114;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;The Netherlands;2020;0.62;2.55;14.37;225.0;933.0;87.7
2115;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;The Netherlands;2021;0.63;2.62;14.81;228.0;956.0;90.1
2116;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;The Netherlands;2022;0.74;2.97;16.34;270.0;1085.0;99.4
2117;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;The Netherlands;2023;0.72;2.86;15.45;262.0;1043.0;94.0
2118;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Nederland (LD);2018;0.78;3.05;15.48;286.0;1113.0;94.2
2119;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Nederland (LD);2019;0.74;2.86;15.06;272.0;1044.0;91.6
2120;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Nederland (LD);2020;0.61;2.49;13.38;223.0;910.0;81.6
2121;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Nederland (LD);2021;0.62;2.66;14.33;228.0;971.0;87.2
2122;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Nederland (LD);2022;0.7;2.91;15.65;254.0;1062.0;95.2
2123;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Nederland (LD);2023;0.7;2.77;14.71;256.0;1013.0;89.5
2124;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Oost-Nederland (LD);2018;0.83;3.12;16.14;303.0;1138.0;98.2
2125;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Oost-Nederland (LD);2019;0.78;3.03;15.69;285.0;1108.0;95.4
2126;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Oost-Nederland (LD);2020;0.65;2.58;14.14;239.0;946.0;86.2
2127;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Oost-Nederland (LD);2021;0.66;2.72;14.75;242.0;994.0;89.8
2128;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Oost-Nederland (LD);2022;0.81;3.07;16.24;294.0;1120.0;98.8
2129;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Oost-Nederland (LD);2023;0.76;2.92;15.36;278.0;1066.0;93.4
2130;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;West-Nederland (LD);2018;0.78;3.09;16.07;285.0;1129.0;97.8
2131;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;West-Nederland (LD);2019;0.75;2.9;15.84;274.0;1058.0;96.4
2132;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;West-Nederland (LD);2020;0.62;2.56;14.83;226.0;938.0;90.4
2133;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;West-Nederland (LD);2021;0.63;2.6;15.17;230.0;950.0;92.3
2134;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;West-Nederland (LD);2022;0.74;2.91;16.44;271.0;1064.0;100.0
2135;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;West-Nederland (LD);2023;0.73;2.84;15.71;266.0;1038.0;95.6
2136;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zuid-Nederland (LD);2018;0.67;2.8;14.63;245.0;1023.0;89.0
2137;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zuid-Nederland (LD);2019;0.63;2.64;14.36;230.0;965.0;87.4
2138;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zuid-Nederland (LD);2020;0.53;2.24;12.4;193.0;818.0;75.6
2139;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zuid-Nederland (LD);2021;0.53;2.26;12.63;194.0;825.0;76.9
2140;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zuid-Nederland (LD);2022;0.63;2.76;14.82;231.0;1006.0;90.1
2141;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zuid-Nederland (LD);2023;0.61;2.59;13.73;222.0;946.0;83.5
2142;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Groningen (PV);2018;0.85;3.13;15.91;308.0;1143.0;96.8
2143;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Groningen (PV);2019;0.79;2.99;14.87;290.0;1091.0;90.4
2144;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Groningen (PV);2020;0.59;2.46;13.75;215.0;902.0;83.8
2145;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Groningen (PV);2021;0.59;2.26;12.84;214.0;826.0;78.1
2146;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Groningen (PV);2022;0.71;2.85;14.63;261.0;1039.0;89.0
2147;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Groningen (PV);2023;0.77;2.9;16.05;282.0;1058.0;97.6
2148;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Fryslân (PV);2018;0.73;2.87;14.76;266.0;1047.0;89.8
2149;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Fryslân (PV);2019;0.68;2.48;13.79;250.0;905.0;83.9
2150;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Fryslân (PV);2020;0.61;2.22;11.95;222.0;811.0;72.9
2151;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Fryslân (PV);2021;0.61;2.55;13.8;221.0;930.0;84.0
2152;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Fryslân (PV);2022;0.67;2.77;15.69;245.0;1012.0;95.4
2153;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Fryslân (PV);2023;0.64;2.45;12.9;233.0;893.0;78.5
2154;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Drenthe (PV);2018;0.68;2.64;13.03;248.0;965.0;79.3
2155;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Drenthe (PV);2019;0.65;2.57;13.26;236.0;940.0;80.7
2156;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Drenthe (PV);2020;0.54;2.33;11.84;197.0;852.0;72.2
2157;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Drenthe (PV);2021;0.6;2.7;13.62;219.0;984.0;82.9
2158;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Drenthe (PV);2022;0.61;2.6;13.51;221.0;948.0;82.2
2159;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Drenthe (PV);2023;0.6;2.5;12.41;217.0;913.0;75.5
2160;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Overijssel (PV);2018;0.87;3.09;15.86;319.0;1129.0;96.5
2161;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Overijssel (PV);2019;0.86;3.18;16.39;315.0;1161.0;99.7
2162;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Overijssel (PV);2020;0.69;2.67;14.46;252.0;977.0;88.2
2163;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Overijssel (PV);2021;0.73;2.87;15.62;266.0;1049.0;95.0
2164;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Overijssel (PV);2022;0.85;3.1;16.08;311.0;1131.0;97.9
2165;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Overijssel (PV);2023;0.83;3.17;16.6;304.0;1157.0;101.0
2166;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Flevoland (PV);2018;0.53;1.98;10.92;194.0;722.0;66.5
2167;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Flevoland (PV);2019;0.48;1.68;8.99;175.0;614.0;54.7
2168;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Flevoland (PV);2020;0.4;1.51;9.24;148.0;554.0;56.4
2169;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Flevoland (PV);2021;0.43;1.8;10.45;156.0;656.0;63.5
2170;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Flevoland (PV);2022;0.51;1.78;10.2;185.0;648.0;62.0
2171;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Flevoland (PV);2023;0.49;1.88;10.69;181.0;685.0;65.0
2172;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Gelderland (PV);2018;0.83;3.2;16.36;304.0;1168.0;99.5
2173;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Gelderland (PV);2019;0.76;3.06;15.71;279.0;1117.0;95.6
2174;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Gelderland (PV);2020;0.66;2.6;13.85;240.0;953.0;84.5
2175;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Gelderland (PV);2021;0.65;2.67;14.23;236.0;974.0;86.6
2176;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Gelderland (PV);2022;0.81;3.17;16.69;296.0;1157.0;101.5
2177;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Gelderland (PV);2023;0.75;2.85;14.79;274.0;1041.0;90.0
2178;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Utrecht (PV);2018;0.89;3.46;17.14;325.0;1263.0;104.3
2179;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Utrecht (PV);2019;0.86;3.13;16.13;313.0;1142.0;98.1
2180;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Utrecht (PV);2020;0.7;2.67;15.15;257.0;979.0;92.4
2181;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Utrecht (PV);2021;0.71;2.85;15.56;261.0;1039.0;94.7
2182;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Utrecht (PV);2022;0.87;3.22;17.28;317.0;1175.0;105.1
2183;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Utrecht (PV);2023;0.86;3.31;17.1;315.0;1210.0;104.0
2184;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Holland (PV);2018;0.81;3.24;16.91;296.0;1183.0;102.8
2185;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Holland (PV);2019;0.77;2.95;16.4;281.0;1075.0;99.8
2186;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Holland (PV);2020;0.62;2.55;14.8;227.0;935.0;90.3
2187;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Holland (PV);2021;0.65;2.64;15.41;237.0;964.0;93.7
2188;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Holland (PV);2022;0.75;2.91;16.88;273.0;1064.0;102.7
2189;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Holland (PV);2023;0.76;2.94;16.59;276.0;1075.0;100.9
2190;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zuid-Holland (PV);2018;0.69;2.69;14.2;252.0;980.0;86.4
2191;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zuid-Holland (PV);2019;0.67;2.61;14.4;244.0;954.0;87.6
2192;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zuid-Holland (PV);2020;0.56;2.34;13.69;205.0;855.0;83.5
2193;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zuid-Holland (PV);2021;0.57;2.35;14.04;207.0;857.0;85.4
2194;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zuid-Holland (PV);2022;0.67;2.63;14.79;245.0;960.0;90.0
2195;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zuid-Holland (PV);2023;0.63;2.46;13.78;231.0;899.0;83.8
2196;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zeeland (PV);2018;0.67;2.81;14.1;245.0;1025.0;85.8
2197;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zeeland (PV);2019;0.66;2.56;12.81;241.0;934.0;77.9
2198;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zeeland (PV);2020;0.59;2.83;15.11;217.0;1037.0;92.2
2199;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zeeland (PV);2021;0.55;2.39;13.13;201.0;871.0;79.9
2200;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zeeland (PV);2022;0.65;3.02;16.63;236.0;1103.0;101.2
2201;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Zeeland (PV);2023;0.65;2.57;13.7;238.0;937.0;83.3
2202;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Brabant (PV);2018;0.72;2.96;15.23;262.0;1079.0;92.6
2203;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Brabant (PV);2019;0.67;2.76;14.84;245.0;1008.0;90.3
2204;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Brabant (PV);2020;0.57;2.38;13.15;208.0;870.0;80.2
2205;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Brabant (PV);2021;0.57;2.3;12.68;210.0;841.0;77.1
2206;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Brabant (PV);2022;0.68;2.93;15.77;248.0;1069.0;95.9
2207;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Noord-Brabant (PV);2023;0.66;2.78;14.53;241.0;1016.0;88.4
2208;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Limburg (PV);2018;0.54;2.27;12.24;196.0;830.0;74.4
2209;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Limburg (PV);2019;0.51;2.17;12.05;185.0;792.0;73.3
2210;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Limburg (PV);2020;0.41;1.75;9.72;149.0;642.0;59.3
2211;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Limburg (PV);2021;0.41;1.98;11.45;148.0;724.0;69.6
2212;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Limburg (PV);2022;0.49;2.17;11.49;179.0;792.0;69.9
2213;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Limburg (PV);2023;0.46;1.97;10.85;166.0;720.0;66.0
2214;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Extremely urbanised;2018;0.83;3.12;16.7;303.0;1140.0;101.6
2215;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Extremely urbanised;2019;0.79;2.99;17.04;290.0;1091.0;103.7
2216;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Extremely urbanised;2020;0.62;2.48;14.92;226.0;907.0;91.0
2217;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Extremely urbanised;2021;0.63;2.51;15.51;228.0;914.0;94.3
2218;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Extremely urbanised;2022;0.75;2.89;16.96;275.0;1054.0;103.2
2219;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Extremely urbanised;2023;0.75;2.88;16.78;275.0;1053.0;102.1
2220;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Strongly urbanised;2018;0.79;3.05;15.93;288.0;1112.0;96.9
2221;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Strongly urbanised;2019;0.75;2.82;15.11;273.0;1031.0;91.9
2222;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Strongly urbanised;2020;0.61;2.34;13.28;225.0;856.0;81.0
2223;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Strongly urbanised;2021;0.62;2.44;14.08;227.0;892.0;85.6
2224;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Strongly urbanised;2022;0.74;2.77;15.33;272.0;1011.0;93.3
2225;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Strongly urbanised;2023;0.72;2.7;14.6;263.0;985.0;88.8
2226;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Moderately urbanised;2018;0.76;2.98;15.57;276.0;1088.0;94.7
2227;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Moderately urbanised;2019;0.75;2.92;15.45;274.0;1065.0;94.0
2228;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Moderately urbanised;2020;0.65;2.59;14.71;238.0;948.0;89.7
2229;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Moderately urbanised;2021;0.66;2.65;14.33;241.0;968.0;87.2
2230;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Moderately urbanised;2022;0.76;3.05;16.55;279.0;1112.0;100.7
2231;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Moderately urbanised;2023;0.71;2.86;15.11;261.0;1043.0;91.9
2232;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Hardly urbanised;2018;0.73;2.95;14.8;265.0;1076.0;90.0
2233;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Hardly urbanised;2019;0.68;2.82;14.68;247.0;1031.0;89.3
2234;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Hardly urbanised;2020;0.57;2.64;13.82;210.0;966.0;84.3
2235;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Hardly urbanised;2021;0.59;2.61;13.69;214.0;953.0;83.3
2236;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Hardly urbanised;2022;0.69;3.01;15.48;251.0;1099.0;94.2
2237;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Hardly urbanised;2023;0.67;2.82;14.17;244.0;1030.0;86.2
2238;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Not urbanised;2018;0.6;2.82;13.6;219.0;1030.0;82.7
2239;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Not urbanised;2019;0.54;2.46;12.15;196.0;899.0;73.9
2240;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Not urbanised;2020;0.49;2.33;11.98;180.0;851.0;73.1
2241;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Not urbanised;2021;0.51;2.7;13.69;186.0;987.0;83.3
2242;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Not urbanised;2022;0.56;2.79;13.95;206.0;1018.0;84.9
2243;Total;Population 6 years or older;Bike;Lower bound 95% confidence interval;Not urbanised;2023;0.53;2.48;12.7;195.0;907.0;77.3
2244;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;The Netherlands;2018;0.81;3.23;16.84;294.0;1180.0;102.4
2245;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;The Netherlands;2019;0.77;3.08;16.69;281.0;1124.0;101.6
2246;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;The Netherlands;2020;0.64;2.67;15.11;233.0;977.0;92.2
2247;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;The Netherlands;2021;0.65;2.74;15.54;236.0;1001.0;94.6
2248;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;The Netherlands;2022;0.76;3.1;17.1;279.0;1131.0;104.0
2249;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;The Netherlands;2023;0.74;2.98;16.16;270.0;1087.0;98.3
2250;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Nederland (LD);2018;0.87;3.48;17.77;316.0;1269.0;108.1
2251;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Nederland (LD);2019;0.83;3.36;17.99;305.0;1226.0;109.5
2252;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Nederland (LD);2020;0.68;2.91;15.79;250.0;1066.0;96.3
2253;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Nederland (LD);2021;0.7;3.14;16.83;254.0;1145.0;102.4
2254;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Nederland (LD);2022;0.78;3.36;18.32;284.0;1225.0;111.4
2255;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Nederland (LD);2023;0.78;3.21;17.16;285.0;1171.0;104.4
2256;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Oost-Nederland (LD);2018;0.89;3.42;17.93;323.0;1249.0;109.1
2257;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Oost-Nederland (LD);2019;0.84;3.36;17.61;307.0;1228.0;107.1
2258;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Oost-Nederland (LD);2020;0.7;2.85;15.92;257.0;1043.0;97.1
2259;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Oost-Nederland (LD);2021;0.71;3.02;16.45;261.0;1102.0;100.1
2260;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Oost-Nederland (LD);2022;0.86;3.36;17.93;315.0;1226.0;109.1
2261;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Oost-Nederland (LD);2023;0.82;3.19;16.93;298.0;1166.0;103.0
2262;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;West-Nederland (LD);2018;0.82;3.29;17.16;299.0;1200.0;104.4
2263;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;West-Nederland (LD);2019;0.79;3.09;17.04;288.0;1129.0;103.7
2264;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;West-Nederland (LD);2020;0.65;2.73;15.86;237.0;1000.0;96.7
2265;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;West-Nederland (LD);2021;0.66;2.76;16.19;240.0;1008.0;98.5
2266;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;West-Nederland (LD);2022;0.77;3.08;17.44;283.0;1123.0;106.1
2267;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;West-Nederland (LD);2023;0.76;3.0;16.67;277.0;1095.0;101.4
2268;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zuid-Nederland (LD);2018;0.72;3.1;16.27;264.0;1131.0;99.0
2269;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zuid-Nederland (LD);2019;0.69;2.96;16.32;251.0;1082.0;99.3
2270;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zuid-Nederland (LD);2020;0.57;2.5;13.97;210.0;916.0;85.2
2271;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zuid-Nederland (LD);2021;0.58;2.52;14.24;210.0;922.0;86.6
2272;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zuid-Nederland (LD);2022;0.68;3.06;16.65;250.0;1116.0;101.3
2273;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zuid-Nederland (LD);2023;0.66;2.88;15.35;240.0;1050.0;93.4
2274;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Groningen (PV);2018;1.0;3.86;19.94;363.0;1408.0;121.3
2275;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Groningen (PV);2019;0.95;3.91;19.15;347.0;1426.0;116.5
2276;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Groningen (PV);2020;0.71;3.19;18.66;260.0;1169.0;113.8
2277;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Groningen (PV);2021;0.7;2.88;16.75;255.0;1050.0;101.9
2278;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Groningen (PV);2022;0.86;3.54;18.92;312.0;1290.0;115.1
2279;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Groningen (PV);2023;0.91;3.65;20.63;333.0;1334.0;125.5
2280;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Fryslân (PV);2018;0.86;3.6;18.74;312.0;1313.0;114.0
2281;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Fryslân (PV);2019;0.83;3.23;19.02;304.0;1178.0;115.7
2282;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Fryslân (PV);2020;0.73;2.88;15.42;268.0;1054.0;94.1
2283;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Fryslân (PV);2021;0.73;3.33;18.02;267.0;1217.0;109.6
2284;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Fryslân (PV);2022;0.81;3.56;20.6;296.0;1301.0;125.3
2285;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Fryslân (PV);2023;0.77;3.14;16.8;281.0;1148.0;102.2
2286;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Drenthe (PV);2018;0.83;3.41;16.8;302.0;1245.0;102.2
2287;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Drenthe (PV);2019;0.82;3.51;18.97;298.0;1282.0;115.4
2288;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Drenthe (PV);2020;0.68;3.16;15.88;250.0;1156.0;96.8
2289;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Drenthe (PV);2021;0.74;3.77;18.56;270.0;1376.0;112.9
2290;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Drenthe (PV);2022;0.75;3.44;17.93;274.0;1255.0;109.1
2291;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Drenthe (PV);2023;0.74;3.32;16.59;271.0;1212.0;101.0
2292;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Overijssel (PV);2018;0.98;3.57;18.52;357.0;1303.0;112.6
2293;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Overijssel (PV);2019;0.98;3.74;19.55;356.0;1365.0;118.9
