ID;Zorgaanbieders;FinancieringsvormenZorg;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
313;GLZ: Aanb. verpleging, verzorg., kraam;HF122: Zorgverzekeringswet;2022;4665.0
314;GLZ: Aanb. verpleging, verzorg., kraam;HF122: Zorgverzekeringswet;2023;4921.0
315;GLZ: Aanb. verpleging, verzorg., kraam;HF21:Vrijwillige ziektekostenverzekering;2021;28.0
316;GLZ: Aanb. verpleging, verzorg., kraam;HF21:Vrijwillige ziektekostenverzekering;2022;28.0
317;GLZ: Aanb. verpleging, verzorg., kraam;HF21:Vrijwillige ziektekostenverzekering;2023;30.0
318;GLZ: Aanb. verpleging, verzorg., kraam;HF3: Eigen betalingen;2021;1456.0
319;GLZ: Aanb. verpleging, verzorg., kraam;HF3: Eigen betalingen;2022;1537.0
320;GLZ: Aanb. verpleging, verzorg., kraam;HF3: Eigen betalingen;2023;1615.0
321;GLZ: Aanb. verpleging, verzorg., kraam;HF31: Directe eigen betalingen;2021;30.0
322;GLZ: Aanb. verpleging, verzorg., kraam;HF31: Directe eigen betalingen;2022;31.0
323;GLZ: Aanb. verpleging, verzorg., kraam;HF31: Directe eigen betalingen;2023;32.0
324;GLZ: Aanb. verpleging, verzorg., kraam;HF32: Eigen risico en bijdragen;2021;1426.0
325;GLZ: Aanb. verpleging, verzorg., kraam;HF32: Eigen risico en bijdragen;2022;1506.0
326;GLZ: Aanb. verpleging, verzorg., kraam;HF32: Eigen risico en bijdragen;2023;1584.0
327;GLZ: Aanb. verpleging, verzorg., kraam;Overige financieringsvormen;2021;11.0
328;GLZ: Aanb. verpleging, verzorg., kraam;Overige financieringsvormen;2022;11.0
329;GLZ: Aanb. verpleging, verzorg., kraam;Overige financieringsvormen;2023;11.0
330;GLZ: Aanbieders gehandicaptenzorg;Totaal alle financieringsvormen;2021;12014.0
331;GLZ: Aanbieders gehandicaptenzorg;Totaal alle financieringsvormen;2022;12550.0
332;GLZ: Aanbieders gehandicaptenzorg;Totaal alle financieringsvormen;2023;13569.0
333;GLZ: Aanbieders gehandicaptenzorg;HF11: Overheid;2021;2489.0
334;GLZ: Aanbieders gehandicaptenzorg;HF11: Overheid;2022;2588.0
335;GLZ: Aanbieders gehandicaptenzorg;HF11: Overheid;2023;2737.0
336;GLZ: Aanbieders gehandicaptenzorg;HF121a: Wlz, AWBZ;2021;8642.0
337;GLZ: Aanbieders gehandicaptenzorg;HF121a: Wlz, AWBZ;2022;9052.0
338;GLZ: Aanbieders gehandicaptenzorg;HF121a: Wlz, AWBZ;2023;9861.0
339;GLZ: Aanbieders gehandicaptenzorg;HF121b: Ziekenfonds;2021;
340;GLZ: Aanbieders gehandicaptenzorg;HF121b: Ziekenfonds;2022;
341;GLZ: Aanbieders gehandicaptenzorg;HF121b: Ziekenfonds;2023;
342;GLZ: Aanbieders gehandicaptenzorg;HF122: Zorgverzekeringswet;2021;317.0
343;GLZ: Aanbieders gehandicaptenzorg;HF122: Zorgverzekeringswet;2022;315.0
344;GLZ: Aanbieders gehandicaptenzorg;HF122: Zorgverzekeringswet;2023;346.0
345;GLZ: Aanbieders gehandicaptenzorg;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
346;GLZ: Aanbieders gehandicaptenzorg;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
347;GLZ: Aanbieders gehandicaptenzorg;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
348;GLZ: Aanbieders gehandicaptenzorg;HF3: Eigen betalingen;2021;565.0
349;GLZ: Aanbieders gehandicaptenzorg;HF3: Eigen betalingen;2022;595.0
350;GLZ: Aanbieders gehandicaptenzorg;HF3: Eigen betalingen;2023;625.0
351;GLZ: Aanbieders gehandicaptenzorg;HF31: Directe eigen betalingen;2021;0.0
352;GLZ: Aanbieders gehandicaptenzorg;HF31: Directe eigen betalingen;2022;0.0
353;GLZ: Aanbieders gehandicaptenzorg;HF31: Directe eigen betalingen;2023;0.0
354;GLZ: Aanbieders gehandicaptenzorg;HF32: Eigen risico en bijdragen;2021;565.0
355;GLZ: Aanbieders gehandicaptenzorg;HF32: Eigen risico en bijdragen;2022;595.0
356;GLZ: Aanbieders gehandicaptenzorg;HF32: Eigen risico en bijdragen;2023;625.0
357;GLZ: Aanbieders gehandicaptenzorg;Overige financieringsvormen;2021;0.0
358;GLZ: Aanbieders gehandicaptenzorg;Overige financieringsvormen;2022;0.0
359;GLZ: Aanbieders gehandicaptenzorg;Overige financieringsvormen;2023;0.0
360;GLZ: Aanb. preventie,publieke gezondheid;Totaal alle financieringsvormen;2021;7412.0
361;GLZ: Aanb. preventie,publieke gezondheid;Totaal alle financieringsvormen;2022;5190.0
362;GLZ: Aanb. preventie,publieke gezondheid;Totaal alle financieringsvormen;2023;4283.0
363;GLZ: Aanb. preventie,publieke gezondheid;HF11: Overheid;2021;6066.0
364;GLZ: Aanb. preventie,publieke gezondheid;HF11: Overheid;2022;3756.0
365;GLZ: Aanb. preventie,publieke gezondheid;HF11: Overheid;2023;2733.0
366;GLZ: Aanb. preventie,publieke gezondheid;HF121a: Wlz, AWBZ;2021;5.0
367;GLZ: Aanb. preventie,publieke gezondheid;HF121a: Wlz, AWBZ;2022;6.0
368;GLZ: Aanb. preventie,publieke gezondheid;HF121a: Wlz, AWBZ;2023;7.0
369;GLZ: Aanb. preventie,publieke gezondheid;HF121b: Ziekenfonds;2021;
370;GLZ: Aanb. preventie,publieke gezondheid;HF121b: Ziekenfonds;2022;
371;GLZ: Aanb. preventie,publieke gezondheid;HF121b: Ziekenfonds;2023;
372;GLZ: Aanb. preventie,publieke gezondheid;HF122: Zorgverzekeringswet;2021;230.0
373;GLZ: Aanb. preventie,publieke gezondheid;HF122: Zorgverzekeringswet;2022;266.0
374;GLZ: Aanb. preventie,publieke gezondheid;HF122: Zorgverzekeringswet;2023;296.0
375;GLZ: Aanb. preventie,publieke gezondheid;HF21:Vrijwillige ziektekostenverzekering;2021;2.0
376;GLZ: Aanb. preventie,publieke gezondheid;HF21:Vrijwillige ziektekostenverzekering;2022;1.0
377;GLZ: Aanb. preventie,publieke gezondheid;HF21:Vrijwillige ziektekostenverzekering;2023;2.0
378;GLZ: Aanb. preventie,publieke gezondheid;HF3: Eigen betalingen;2021;55.0
379;GLZ: Aanb. preventie,publieke gezondheid;HF3: Eigen betalingen;2022;44.0
380;GLZ: Aanb. preventie,publieke gezondheid;HF3: Eigen betalingen;2023;46.0
381;GLZ: Aanb. preventie,publieke gezondheid;HF31: Directe eigen betalingen;2021;41.0
382;GLZ: Aanb. preventie,publieke gezondheid;HF31: Directe eigen betalingen;2022;27.0
383;GLZ: Aanb. preventie,publieke gezondheid;HF31: Directe eigen betalingen;2023;28.0
384;GLZ: Aanb. preventie,publieke gezondheid;HF32: Eigen risico en bijdragen;2021;14.0
385;GLZ: Aanb. preventie,publieke gezondheid;HF32: Eigen risico en bijdragen;2022;17.0
386;GLZ: Aanb. preventie,publieke gezondheid;HF32: Eigen risico en bijdragen;2023;18.0
387;GLZ: Aanb. preventie,publieke gezondheid;Overige financieringsvormen;2021;1054.0
388;GLZ: Aanb. preventie,publieke gezondheid;Overige financieringsvormen;2022;1117.0
389;GLZ: Aanb. preventie,publieke gezondheid;Overige financieringsvormen;2023;1199.0
390;GLZ: Aanb. ondersteunende diensten;Totaal alle financieringsvormen;2021;1122.0
391;GLZ: Aanb. ondersteunende diensten;Totaal alle financieringsvormen;2022;934.0
392;GLZ: Aanb. ondersteunende diensten;Totaal alle financieringsvormen;2023;878.0
393;GLZ: Aanb. ondersteunende diensten;HF11: Overheid;2021;320.0
394;GLZ: Aanb. ondersteunende diensten;HF11: Overheid;2022;182.0
395;GLZ: Aanb. ondersteunende diensten;HF11: Overheid;2023;0.0
396;GLZ: Aanb. ondersteunende diensten;HF121a: Wlz, AWBZ;2021;0.0
397;GLZ: Aanb. ondersteunende diensten;HF121a: Wlz, AWBZ;2022;0.0
398;GLZ: Aanb. ondersteunende diensten;HF121a: Wlz, AWBZ;2023;0.0
399;GLZ: Aanb. ondersteunende diensten;HF121b: Ziekenfonds;2021;
400;GLZ: Aanb. ondersteunende diensten;HF121b: Ziekenfonds;2022;
401;GLZ: Aanb. ondersteunende diensten;HF121b: Ziekenfonds;2023;
402;GLZ: Aanb. ondersteunende diensten;HF122: Zorgverzekeringswet;2021;712.0
403;GLZ: Aanb. ondersteunende diensten;HF122: Zorgverzekeringswet;2022;710.0
404;GLZ: Aanb. ondersteunende diensten;HF122: Zorgverzekeringswet;2023;835.0
405;GLZ: Aanb. ondersteunende diensten;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
406;GLZ: Aanb. ondersteunende diensten;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
407;GLZ: Aanb. ondersteunende diensten;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
408;GLZ: Aanb. ondersteunende diensten;HF3: Eigen betalingen;2021;56.0
409;GLZ: Aanb. ondersteunende diensten;HF3: Eigen betalingen;2022;41.0
410;GLZ: Aanb. ondersteunende diensten;HF3: Eigen betalingen;2023;43.0
411;GLZ: Aanb. ondersteunende diensten;HF31: Directe eigen betalingen;2021;14.0
412;GLZ: Aanb. ondersteunende diensten;HF31: Directe eigen betalingen;2022;0.0
413;GLZ: Aanb. ondersteunende diensten;HF31: Directe eigen betalingen;2023;0.0
414;GLZ: Aanb. ondersteunende diensten;HF32: Eigen risico en bijdragen;2021;42.0
415;GLZ: Aanb. ondersteunende diensten;HF32: Eigen risico en bijdragen;2022;41.0
416;GLZ: Aanb. ondersteunende diensten;HF32: Eigen risico en bijdragen;2023;43.0
417;GLZ: Aanb. ondersteunende diensten;Overige financieringsvormen;2021;34.0
418;GLZ: Aanb. ondersteunende diensten;Overige financieringsvormen;2022;1.0
419;GLZ: Aanb. ondersteunende diensten;Overige financieringsvormen;2023;1.0
420;GLZ: Aanb. overige diensten gezondheid;Totaal alle financieringsvormen;2021;2555.0
421;GLZ: Aanb. overige diensten gezondheid;Totaal alle financieringsvormen;2022;3003.0
422;GLZ: Aanb. overige diensten gezondheid;Totaal alle financieringsvormen;2023;3236.0
423;GLZ: Aanb. overige diensten gezondheid;HF11: Overheid;2021;724.0
424;GLZ: Aanb. overige diensten gezondheid;HF11: Overheid;2022;843.0
425;GLZ: Aanb. overige diensten gezondheid;HF11: Overheid;2023;902.0
426;GLZ: Aanb. overige diensten gezondheid;HF121a: Wlz, AWBZ;2021;130.0
427;GLZ: Aanb. overige diensten gezondheid;HF121a: Wlz, AWBZ;2022;168.0
428;GLZ: Aanb. overige diensten gezondheid;HF121a: Wlz, AWBZ;2023;183.0
429;GLZ: Aanb. overige diensten gezondheid;HF121b: Ziekenfonds;2021;
430;GLZ: Aanb. overige diensten gezondheid;HF121b: Ziekenfonds;2022;
431;GLZ: Aanb. overige diensten gezondheid;HF121b: Ziekenfonds;2023;
432;GLZ: Aanb. overige diensten gezondheid;HF122: Zorgverzekeringswet;2021;1015.0
433;GLZ: Aanb. overige diensten gezondheid;HF122: Zorgverzekeringswet;2022;1165.0
434;GLZ: Aanb. overige diensten gezondheid;HF122: Zorgverzekeringswet;2023;1286.0
435;GLZ: Aanb. overige diensten gezondheid;HF21:Vrijwillige ziektekostenverzekering;2021;223.0
436;GLZ: Aanb. overige diensten gezondheid;HF21:Vrijwillige ziektekostenverzekering;2022;212.0
437;GLZ: Aanb. overige diensten gezondheid;HF21:Vrijwillige ziektekostenverzekering;2023;228.0
438;GLZ: Aanb. overige diensten gezondheid;HF3: Eigen betalingen;2021;335.0
439;GLZ: Aanb. overige diensten gezondheid;HF3: Eigen betalingen;2022;470.0
440;GLZ: Aanb. overige diensten gezondheid;HF3: Eigen betalingen;2023;494.0
441;GLZ: Aanb. overige diensten gezondheid;HF31: Directe eigen betalingen;2021;317.0
442;GLZ: Aanb. overige diensten gezondheid;HF31: Directe eigen betalingen;2022;450.0
443;GLZ: Aanb. overige diensten gezondheid;HF31: Directe eigen betalingen;2023;473.0
444;GLZ: Aanb. overige diensten gezondheid;HF32: Eigen risico en bijdragen;2021;17.0
445;GLZ: Aanb. overige diensten gezondheid;HF32: Eigen risico en bijdragen;2022;20.0
446;GLZ: Aanb. overige diensten gezondheid;HF32: Eigen risico en bijdragen;2023;21.0
447;GLZ: Aanb. overige diensten gezondheid;Overige financieringsvormen;2021;129.0
448;GLZ: Aanb. overige diensten gezondheid;Overige financieringsvormen;2022;145.0
449;GLZ: Aanb. overige diensten gezondheid;Overige financieringsvormen;2023;142.0
450;WJK: Totaal aanbieders WJK;Totaal alle financieringsvormen;2021;13191.0
451;WJK: Totaal aanbieders WJK;Totaal alle financieringsvormen;2022;15831.0
452;WJK: Totaal aanbieders WJK;Totaal alle financieringsvormen;2023;18774.0
453;WJK: Totaal aanbieders WJK;HF11: Overheid;2021;11159.0
454;WJK: Totaal aanbieders WJK;HF11: Overheid;2022;12793.0
455;WJK: Totaal aanbieders WJK;HF11: Overheid;2023;14809.0
456;WJK: Totaal aanbieders WJK;HF121a: Wlz, AWBZ;2021;333.0
457;WJK: Totaal aanbieders WJK;HF121a: Wlz, AWBZ;2022;405.0
458;WJK: Totaal aanbieders WJK;HF121a: Wlz, AWBZ;2023;472.0
459;WJK: Totaal aanbieders WJK;HF121b: Ziekenfonds;2021;
460;WJK: Totaal aanbieders WJK;HF121b: Ziekenfonds;2022;
461;WJK: Totaal aanbieders WJK;HF121b: Ziekenfonds;2023;
462;WJK: Totaal aanbieders WJK;HF122: Zorgverzekeringswet;2021;52.0
463;WJK: Totaal aanbieders WJK;HF122: Zorgverzekeringswet;2022;65.0
464;WJK: Totaal aanbieders WJK;HF122: Zorgverzekeringswet;2023;70.0
465;WJK: Totaal aanbieders WJK;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
466;WJK: Totaal aanbieders WJK;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
467;WJK: Totaal aanbieders WJK;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
468;WJK: Totaal aanbieders WJK;HF3: Eigen betalingen;2021;1472.0
469;WJK: Totaal aanbieders WJK;HF3: Eigen betalingen;2022;2372.0
470;WJK: Totaal aanbieders WJK;HF3: Eigen betalingen;2023;3221.0
471;WJK: Totaal aanbieders WJK;HF31: Directe eigen betalingen;2021;1452.0
472;WJK: Totaal aanbieders WJK;HF31: Directe eigen betalingen;2022;2350.0
473;WJK: Totaal aanbieders WJK;HF31: Directe eigen betalingen;2023;3198.0
474;WJK: Totaal aanbieders WJK;HF32: Eigen risico en bijdragen;2021;21.0
475;WJK: Totaal aanbieders WJK;HF32: Eigen risico en bijdragen;2022;22.0
476;WJK: Totaal aanbieders WJK;HF32: Eigen risico en bijdragen;2023;23.0
477;WJK: Totaal aanbieders WJK;Overige financieringsvormen;2021;175.0
478;WJK: Totaal aanbieders WJK;Overige financieringsvormen;2022;196.0
479;WJK: Totaal aanbieders WJK;Overige financieringsvormen;2023;201.0
480;WJK: Aanbieders kinderopvang;Totaal alle financieringsvormen;2021;5563.0
481;WJK: Aanbieders kinderopvang;Totaal alle financieringsvormen;2022;6260.0
482;WJK: Aanbieders kinderopvang;Totaal alle financieringsvormen;2023;7218.0
483;WJK: Aanbieders kinderopvang;HF11: Overheid;2021;4406.0
484;WJK: Aanbieders kinderopvang;HF11: Overheid;2022;4522.0
485;WJK: Aanbieders kinderopvang;HF11: Overheid;2023;4730.0
486;WJK: Aanbieders kinderopvang;HF121a: Wlz, AWBZ;2021;3.0
487;WJK: Aanbieders kinderopvang;HF121a: Wlz, AWBZ;2022;3.0
488;WJK: Aanbieders kinderopvang;HF121a: Wlz, AWBZ;2023;4.0
489;WJK: Aanbieders kinderopvang;HF121b: Ziekenfonds;2021;
490;WJK: Aanbieders kinderopvang;HF121b: Ziekenfonds;2022;
491;WJK: Aanbieders kinderopvang;HF121b: Ziekenfonds;2023;
492;WJK: Aanbieders kinderopvang;HF122: Zorgverzekeringswet;2021;0.0
493;WJK: Aanbieders kinderopvang;HF122: Zorgverzekeringswet;2022;3.0
494;WJK: Aanbieders kinderopvang;HF122: Zorgverzekeringswet;2023;3.0
495;WJK: Aanbieders kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
496;WJK: Aanbieders kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
497;WJK: Aanbieders kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
498;WJK: Aanbieders kinderopvang;HF3: Eigen betalingen;2021;1154.0
499;WJK: Aanbieders kinderopvang;HF3: Eigen betalingen;2022;1732.0
500;WJK: Aanbieders kinderopvang;HF3: Eigen betalingen;2023;2481.0
501;WJK: Aanbieders kinderopvang;HF31: Directe eigen betalingen;2021;1154.0
502;WJK: Aanbieders kinderopvang;HF31: Directe eigen betalingen;2022;1732.0
503;WJK: Aanbieders kinderopvang;HF31: Directe eigen betalingen;2023;2481.0
504;WJK: Aanbieders kinderopvang;HF32: Eigen risico en bijdragen;2021;0.0
505;WJK: Aanbieders kinderopvang;HF32: Eigen risico en bijdragen;2022;0.0
506;WJK: Aanbieders kinderopvang;HF32: Eigen risico en bijdragen;2023;0.0
507;WJK: Aanbieders kinderopvang;Overige financieringsvormen;2021;0.0
508;WJK: Aanbieders kinderopvang;Overige financieringsvormen;2022;0.0
509;WJK: Aanbieders kinderopvang;Overige financieringsvormen;2023;0.0
510;WJK: Aanbieders jeugdzorg;Totaal alle financieringsvormen;2021;2527.0
511;WJK: Aanbieders jeugdzorg;Totaal alle financieringsvormen;2022;2900.0
512;WJK: Aanbieders jeugdzorg;Totaal alle financieringsvormen;2023;3212.0
513;WJK: Aanbieders jeugdzorg;HF11: Overheid;2021;2466.0
514;WJK: Aanbieders jeugdzorg;HF11: Overheid;2022;2825.0
515;WJK: Aanbieders jeugdzorg;HF11: Overheid;2023;3124.0
516;WJK: Aanbieders jeugdzorg;HF121a: Wlz, AWBZ;2021;39.0
517;WJK: Aanbieders jeugdzorg;HF121a: Wlz, AWBZ;2022;48.0
518;WJK: Aanbieders jeugdzorg;HF121a: Wlz, AWBZ;2023;58.0
519;WJK: Aanbieders jeugdzorg;HF121b: Ziekenfonds;2021;
520;WJK: Aanbieders jeugdzorg;HF121b: Ziekenfonds;2022;
521;WJK: Aanbieders jeugdzorg;HF121b: Ziekenfonds;2023;
522;WJK: Aanbieders jeugdzorg;HF122: Zorgverzekeringswet;2021;22.0
523;WJK: Aanbieders jeugdzorg;HF122: Zorgverzekeringswet;2022;26.0
524;WJK: Aanbieders jeugdzorg;HF122: Zorgverzekeringswet;2023;28.0
525;WJK: Aanbieders jeugdzorg;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
526;WJK: Aanbieders jeugdzorg;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
527;WJK: Aanbieders jeugdzorg;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
528;WJK: Aanbieders jeugdzorg;HF3: Eigen betalingen;2021;1.0
529;WJK: Aanbieders jeugdzorg;HF3: Eigen betalingen;2022;1.0
530;WJK: Aanbieders jeugdzorg;HF3: Eigen betalingen;2023;1.0
531;WJK: Aanbieders jeugdzorg;HF31: Directe eigen betalingen;2021;0.0
532;WJK: Aanbieders jeugdzorg;HF31: Directe eigen betalingen;2022;0.0
533;WJK: Aanbieders jeugdzorg;HF31: Directe eigen betalingen;2023;0.0
534;WJK: Aanbieders jeugdzorg;HF32: Eigen risico en bijdragen;2021;1.0
535;WJK: Aanbieders jeugdzorg;HF32: Eigen risico en bijdragen;2022;1.0
536;WJK: Aanbieders jeugdzorg;HF32: Eigen risico en bijdragen;2023;1.0
537;WJK: Aanbieders jeugdzorg;Overige financieringsvormen;2021;0.0
538;WJK: Aanbieders jeugdzorg;Overige financieringsvormen;2022;0.0
539;WJK: Aanbieders jeugdzorg;Overige financieringsvormen;2023;0.0
540;WJK: Aanbieders maatschappelijke opvang;Totaal alle financieringsvormen;2021;2086.0
541;WJK: Aanbieders maatschappelijke opvang;Totaal alle financieringsvormen;2022;2953.0
542;WJK: Aanbieders maatschappelijke opvang;Totaal alle financieringsvormen;2023;4180.0
543;WJK: Aanbieders maatschappelijke opvang;HF11: Overheid;2021;1792.0
544;WJK: Aanbieders maatschappelijke opvang;HF11: Overheid;2022;2608.0
545;WJK: Aanbieders maatschappelijke opvang;HF11: Overheid;2023;3785.0
546;WJK: Aanbieders maatschappelijke opvang;HF121a: Wlz, AWBZ;2021;214.0
547;WJK: Aanbieders maatschappelijke opvang;HF121a: Wlz, AWBZ;2022;256.0
548;WJK: Aanbieders maatschappelijke opvang;HF121a: Wlz, AWBZ;2023;298.0
549;WJK: Aanbieders maatschappelijke opvang;HF121b: Ziekenfonds;2021;
550;WJK: Aanbieders maatschappelijke opvang;HF121b: Ziekenfonds;2022;
551;WJK: Aanbieders maatschappelijke opvang;HF121b: Ziekenfonds;2023;
552;WJK: Aanbieders maatschappelijke opvang;HF122: Zorgverzekeringswet;2021;21.0
553;WJK: Aanbieders maatschappelijke opvang;HF122: Zorgverzekeringswet;2022;26.0
554;WJK: Aanbieders maatschappelijke opvang;HF122: Zorgverzekeringswet;2023;28.0
555;WJK: Aanbieders maatschappelijke opvang;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
556;WJK: Aanbieders maatschappelijke opvang;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
557;WJK: Aanbieders maatschappelijke opvang;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
558;WJK: Aanbieders maatschappelijke opvang;HF3: Eigen betalingen;2021;44.0
559;WJK: Aanbieders maatschappelijke opvang;HF3: Eigen betalingen;2022;48.0
560;WJK: Aanbieders maatschappelijke opvang;HF3: Eigen betalingen;2023;49.0
561;WJK: Aanbieders maatschappelijke opvang;HF31: Directe eigen betalingen;2021;26.0
562;WJK: Aanbieders maatschappelijke opvang;HF31: Directe eigen betalingen;2022;29.0
563;WJK: Aanbieders maatschappelijke opvang;HF31: Directe eigen betalingen;2023;29.0
564;WJK: Aanbieders maatschappelijke opvang;HF32: Eigen risico en bijdragen;2021;18.0
565;WJK: Aanbieders maatschappelijke opvang;HF32: Eigen risico en bijdragen;2022;18.0
566;WJK: Aanbieders maatschappelijke opvang;HF32: Eigen risico en bijdragen;2023;19.0
567;WJK: Aanbieders maatschappelijke opvang;Overige financieringsvormen;2021;15.0
568;WJK: Aanbieders maatschappelijke opvang;Overige financieringsvormen;2022;16.0
569;WJK: Aanbieders maatschappelijke opvang;Overige financieringsvormen;2023;20.0
570;WJK: Aanb. sociaal werk, overig welzijn;Totaal alle financieringsvormen;2021;3016.0
571;WJK: Aanb. sociaal werk, overig welzijn;Totaal alle financieringsvormen;2022;3718.0
572;WJK: Aanb. sociaal werk, overig welzijn;Totaal alle financieringsvormen;2023;4164.0
573;WJK: Aanb. sociaal werk, overig welzijn;HF11: Overheid;2021;2495.0
574;WJK: Aanb. sociaal werk, overig welzijn;HF11: Overheid;2022;2838.0
575;WJK: Aanb. sociaal werk, overig welzijn;HF11: Overheid;2023;3169.0
576;WJK: Aanb. sociaal werk, overig welzijn;HF121a: Wlz, AWBZ;2021;78.0
577;WJK: Aanb. sociaal werk, overig welzijn;HF121a: Wlz, AWBZ;2022;98.0
578;WJK: Aanb. sociaal werk, overig welzijn;HF121a: Wlz, AWBZ;2023;113.0
579;WJK: Aanb. sociaal werk, overig welzijn;HF121b: Ziekenfonds;2021;
580;WJK: Aanb. sociaal werk, overig welzijn;HF121b: Ziekenfonds;2022;
581;WJK: Aanb. sociaal werk, overig welzijn;HF121b: Ziekenfonds;2023;
582;WJK: Aanb. sociaal werk, overig welzijn;HF122: Zorgverzekeringswet;2021;9.0
583;WJK: Aanb. sociaal werk, overig welzijn;HF122: Zorgverzekeringswet;2022;10.0
584;WJK: Aanb. sociaal werk, overig welzijn;HF122: Zorgverzekeringswet;2023;11.0
585;WJK: Aanb. sociaal werk, overig welzijn;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
586;WJK: Aanb. sociaal werk, overig welzijn;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
587;WJK: Aanb. sociaal werk, overig welzijn;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
588;WJK: Aanb. sociaal werk, overig welzijn;HF3: Eigen betalingen;2021;274.0
589;WJK: Aanb. sociaal werk, overig welzijn;HF3: Eigen betalingen;2022;590.0
590;WJK: Aanb. sociaal werk, overig welzijn;HF3: Eigen betalingen;2023;690.0
591;WJK: Aanb. sociaal werk, overig welzijn;HF31: Directe eigen betalingen;2021;272.0
592;WJK: Aanb. sociaal werk, overig welzijn;HF31: Directe eigen betalingen;2022;588.0
593;WJK: Aanb. sociaal werk, overig welzijn;HF31: Directe eigen betalingen;2023;688.0
594;WJK: Aanb. sociaal werk, overig welzijn;HF32: Eigen risico en bijdragen;2021;2.0
595;WJK: Aanb. sociaal werk, overig welzijn;HF32: Eigen risico en bijdragen;2022;2.0
596;WJK: Aanb. sociaal werk, overig welzijn;HF32: Eigen risico en bijdragen;2023;2.0
597;WJK: Aanb. sociaal werk, overig welzijn;Overige financieringsvormen;2021;160.0
598;WJK: Aanb. sociaal werk, overig welzijn;Overige financieringsvormen;2022;181.0
599;WJK: Aanb. sociaal werk, overig welzijn;Overige financieringsvormen;2023;181.0
600;BZW: Aanb. buiten sector zorg en welzijn;Totaal alle financieringsvormen;2021;17709.0
601;BZW: Aanb. buiten sector zorg en welzijn;Totaal alle financieringsvormen;2022;17963.0
602;BZW: Aanb. buiten sector zorg en welzijn;Totaal alle financieringsvormen;2023;18426.0
603;BZW: Aanb. buiten sector zorg en welzijn;HF11: Overheid;2021;4268.0
604;BZW: Aanb. buiten sector zorg en welzijn;HF11: Overheid;2022;3736.0
605;BZW: Aanb. buiten sector zorg en welzijn;HF11: Overheid;2023;3417.0
606;BZW: Aanb. buiten sector zorg en welzijn;HF121a: Wlz, AWBZ;2021;2085.0
607;BZW: Aanb. buiten sector zorg en welzijn;HF121a: Wlz, AWBZ;2022;2218.0
608;BZW: Aanb. buiten sector zorg en welzijn;HF121a: Wlz, AWBZ;2023;2397.0
609;BZW: Aanb. buiten sector zorg en welzijn;HF121b: Ziekenfonds;2021;
610;BZW: Aanb. buiten sector zorg en welzijn;HF121b: Ziekenfonds;2022;
611;BZW: Aanb. buiten sector zorg en welzijn;HF121b: Ziekenfonds;2023;
612;BZW: Aanb. buiten sector zorg en welzijn;HF122: Zorgverzekeringswet;2021;6886.0
613;BZW: Aanb. buiten sector zorg en welzijn;HF122: Zorgverzekeringswet;2022;7384.0
614;BZW: Aanb. buiten sector zorg en welzijn;HF122: Zorgverzekeringswet;2023;7715.0
615;BZW: Aanb. buiten sector zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2021;822.0
616;BZW: Aanb. buiten sector zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2022;840.0
617;BZW: Aanb. buiten sector zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2023;872.0
618;BZW: Aanb. buiten sector zorg en welzijn;HF3: Eigen betalingen;2021;3282.0
619;BZW: Aanb. buiten sector zorg en welzijn;HF3: Eigen betalingen;2022;3438.0
620;BZW: Aanb. buiten sector zorg en welzijn;HF3: Eigen betalingen;2023;3642.0
621;BZW: Aanb. buiten sector zorg en welzijn;HF31: Directe eigen betalingen;2021;2228.0
622;BZW: Aanb. buiten sector zorg en welzijn;HF31: Directe eigen betalingen;2022;2385.0
623;BZW: Aanb. buiten sector zorg en welzijn;HF31: Directe eigen betalingen;2023;2554.0
624;BZW: Aanb. buiten sector zorg en welzijn;HF32: Eigen risico en bijdragen;2021;1054.0
625;BZW: Aanb. buiten sector zorg en welzijn;HF32: Eigen risico en bijdragen;2022;1053.0
