ID;Geslacht;SamenstellingHuishouden;Regio;Bewoners_1
1359;Mannen;Kinderen;Gemeenten met 501 - 1000 inwoners;27748.0
1360;Mannen;Kinderen;Gemeenten met 500 of minder inwoners;2773.0
1361;Mannen;Kinderen;Amsterdam;163243.0
1362;Mannen;Kinderen;Rotterdam;140327.0
1363;Mannen;Kinderen;'s-Gravenhage;91809.0
1364;Mannen;Kinderen;Utrecht;35928.0
1365;Mannen;Kinderen;Haarlem;25919.0
1366;Mannen;Kinderen;Groningen;23453.0
1367;Mannen;Kinderen;Eindhoven;23689.0
1368;Mannen;Kinderen;Nijmegen;19104.0
1369;Mannen;Kinderen;Tilburg;20152.0
1370;Mannen;Kinderen;Arnhem;17431.0
1371;Mannen;Kinderen;Leiden;16708.0
1372;Mannen;Kinderen;Maastricht;14424.0
1373;Mannen;Kinderen;Apeldoorn;14379.0
1374;Mannen;Kinderen;Hilversum;12877.0
1375;Mannen;Kinderen;Dordrecht;13474.0
1376;Mannen;Kinderen;Schiedam;13849.0
1377;Mannen;Kinderen;Enschede;12465.0
1378;Mannen;Kinderen;Delft;12514.0
1379;Mannen;Kinderen;Leeuwarden;10578.0
1380;Mannen;Kinderen;Heerlen;12158.0
1381;Mannen;Kinderen;Breda;10291.0
1382;Mannen;Kinderen;'s-Hertogenbosch;10398.0
1383;Mannen;Kinderen;Velsen;10382.0
1384;Mannen;Kinderen;Emmen;12622.0
1385;Mannen;Kinderen;Zwolle;9645.0
1386;Mannen;Kinderen;Amersfoort;9160.0
1387;Mannen;Kinderen;Kerkrade;9919.0
1388;Mannen;Kinderen;Deventer;8119.0
1389;Mannen;Kinderen;Hengelo (O.);8176.0
1390;Mannen;Kinderen;Zaandam;7905.0
1391;Mannen;Kinderen;Almelo;7728.0
1392;Mannen;Kinderen;Lonneker;8119.0
1393;Mannen;Kinderen;Ede;8411.0
1394;Mannen;Kinderen;Helder (Den);6339.0
1395;Mannen;Kinderen;Gouda;7083.0
1396;Mannen;Kinderen;Alkmaar;6152.0
1397;Mannen;Kinderen;Vlaardingen;7676.0
1398;Mannen;Kinderen;Haarlemmermeer;7722.0
1399;Mannen;Kinderen;Helmond;7208.0
1400;Mannen;Kinderen;Bussum;5495.0
1401;Mannen;Kinderen;Zeist;5056.0
1402;Mannen;Kinderen;Rheden;5701.0
1403;Mannen;Kinderen;Venlo;6088.0
1404;Mannen;Kinderen;Roosendaal en Nispen;5764.0
1405;Mannen;Kinderen;Vlissingen;4701.0
1406;Mannen;Kinderen;Bergen op Zoom;5316.0
1407;Mannen;Personen in dienstbetrekking;Nederland;46314.0
1408;Mannen;Personen in dienstbetrekking;Groningen (provincie);2846.0
1409;Mannen;Personen in dienstbetrekking;Friesland;4326.0
1410;Mannen;Personen in dienstbetrekking;Drenthe;2295.0
1411;Mannen;Personen in dienstbetrekking;Overijssel;4769.0
1412;Mannen;Personen in dienstbetrekking;Gelderland;8160.0
1413;Mannen;Personen in dienstbetrekking;Utrecht (provincie);2396.0
1414;Mannen;Personen in dienstbetrekking;Noord-Holland;3769.0
1415;Mannen;Personen in dienstbetrekking;Zuid-Holland;4189.0
1416;Mannen;Personen in dienstbetrekking;Zeeland;1542.0
1417;Mannen;Personen in dienstbetrekking;Noord-Brabant;6965.0
1418;Mannen;Personen in dienstbetrekking;Limburg;5057.0
1419;Mannen;Personen in dienstbetrekking;Gemeenten met meer dan 100000 inwoners;1583.0
1420;Mannen;Personen in dienstbetrekking;Gemeenten met 50001 - 100000 inwoners;1518.0
1421;Mannen;Personen in dienstbetrekking;Gemeenten met 20001 - 50000 inwoners;3007.0
1422;Mannen;Personen in dienstbetrekking;Gemeenten met 10001 - 20000 inwoners;9490.0
1423;Mannen;Personen in dienstbetrekking;Gemeenten met 5001 - 10000 inwoners;11933.0
1424;Mannen;Personen in dienstbetrekking;Gemeenten met 2001 - 5000 inwoners;12953.0
1425;Mannen;Personen in dienstbetrekking;Gemeenten met 1001 - 2000 inwoners;4007.0
1426;Mannen;Personen in dienstbetrekking;Gemeenten met 501 - 1000 inwoners;1632.0
1427;Mannen;Personen in dienstbetrekking;Gemeenten met 500 of minder inwoners;191.0
1428;Mannen;Personen in dienstbetrekking;Amsterdam;496.0
1429;Mannen;Personen in dienstbetrekking;Rotterdam;249.0
1430;Mannen;Personen in dienstbetrekking;'s-Gravenhage;301.0
1431;Mannen;Personen in dienstbetrekking;Utrecht;110.0
1432;Mannen;Personen in dienstbetrekking;Haarlem;131.0
1433;Mannen;Personen in dienstbetrekking;Groningen;296.0
1434;Mannen;Personen in dienstbetrekking;Eindhoven;284.0
1435;Mannen;Personen in dienstbetrekking;Nijmegen;145.0
1436;Mannen;Personen in dienstbetrekking;Tilburg;231.0
1437;Mannen;Personen in dienstbetrekking;Arnhem;151.0
1438;Mannen;Personen in dienstbetrekking;Leiden;53.0
1439;Mannen;Personen in dienstbetrekking;Maastricht;150.0
1440;Mannen;Personen in dienstbetrekking;Apeldoorn;205.0
1441;Mannen;Personen in dienstbetrekking;Hilversum;92.0
1442;Mannen;Personen in dienstbetrekking;Dordrecht;55.0
1443;Mannen;Personen in dienstbetrekking;Schiedam;22.0
1444;Mannen;Personen in dienstbetrekking;Enschede;69.0
1445;Mannen;Personen in dienstbetrekking;Delft;61.0
1446;Mannen;Personen in dienstbetrekking;Leeuwarden;102.0
1447;Mannen;Personen in dienstbetrekking;Heerlen;223.0
1448;Mannen;Personen in dienstbetrekking;Breda;115.0
1449;Mannen;Personen in dienstbetrekking;'s-Hertogenbosch;79.0
1450;Mannen;Personen in dienstbetrekking;Velsen;87.0
1451;Mannen;Personen in dienstbetrekking;Emmen;162.0
1452;Mannen;Personen in dienstbetrekking;Zwolle;101.0
1453;Mannen;Personen in dienstbetrekking;Amersfoort;67.0
1454;Mannen;Personen in dienstbetrekking;Kerkrade;109.0
1455;Mannen;Personen in dienstbetrekking;Deventer;73.0
1456;Mannen;Personen in dienstbetrekking;Hengelo (O.);131.0
1457;Mannen;Personen in dienstbetrekking;Zaandam;64.0
1458;Mannen;Personen in dienstbetrekking;Almelo;102.0
1459;Mannen;Personen in dienstbetrekking;Lonneker;270.0
1460;Mannen;Personen in dienstbetrekking;Ede;312.0
1461;Mannen;Personen in dienstbetrekking;Helder (Den);47.0
1462;Mannen;Personen in dienstbetrekking;Gouda;46.0
1463;Mannen;Personen in dienstbetrekking;Alkmaar;78.0
1464;Mannen;Personen in dienstbetrekking;Vlaardingen;9.0
1465;Mannen;Personen in dienstbetrekking;Haarlemmermeer;103.0
1466;Mannen;Personen in dienstbetrekking;Helmond;78.0
1467;Mannen;Personen in dienstbetrekking;Bussum;57.0
1468;Mannen;Personen in dienstbetrekking;Zeist;119.0
1469;Mannen;Personen in dienstbetrekking;Rheden;119.0
1470;Mannen;Personen in dienstbetrekking;Venlo;180.0
1471;Mannen;Personen in dienstbetrekking;Roosendaal en Nispen;118.0
1472;Mannen;Personen in dienstbetrekking;Vlissingen;24.0
1473;Mannen;Personen in dienstbetrekking;Bergen op Zoom;32.0
1474;Mannen;Overige leden der gezinnen;Nederland;213895.0
1475;Mannen;Overige leden der gezinnen;Groningen (provincie);8750.0
1476;Mannen;Overige leden der gezinnen;Friesland;8723.0
1477;Mannen;Overige leden der gezinnen;Drenthe;6392.0
1478;Mannen;Overige leden der gezinnen;Overijssel;20421.0
1479;Mannen;Overige leden der gezinnen;Gelderland;28189.0
1480;Mannen;Overige leden der gezinnen;Utrecht (provincie);10467.0
1481;Mannen;Overige leden der gezinnen;Noord-Holland;36748.0
1482;Mannen;Overige leden der gezinnen;Zuid-Holland;44597.0
1483;Mannen;Overige leden der gezinnen;Zeeland;5709.0
1484;Mannen;Overige leden der gezinnen;Noord-Brabant;26616.0
1485;Mannen;Overige leden der gezinnen;Limburg;17283.0
1486;Mannen;Overige leden der gezinnen;Gemeenten met meer dan 100000 inwoners;52087.0
1487;Mannen;Overige leden der gezinnen;Gemeenten met 50001 - 100000 inwoners;24884.0
1488;Mannen;Overige leden der gezinnen;Gemeenten met 20001 - 50000 inwoners;24838.0
1489;Mannen;Overige leden der gezinnen;Gemeenten met 10001 - 20000 inwoners;30654.0
1490;Mannen;Overige leden der gezinnen;Gemeenten met 5001 - 10000 inwoners;35206.0
1491;Mannen;Overige leden der gezinnen;Gemeenten met 2001 - 5000 inwoners;33035.0
1492;Mannen;Overige leden der gezinnen;Gemeenten met 1001 - 2000 inwoners;10052.0
1493;Mannen;Overige leden der gezinnen;Gemeenten met 501 - 1000 inwoners;2857.0
1494;Mannen;Overige leden der gezinnen;Gemeenten met 500 of minder inwoners;282.0
1495;Mannen;Overige leden der gezinnen;Amsterdam;17552.0
1496;Mannen;Overige leden der gezinnen;Rotterdam;17135.0
1497;Mannen;Overige leden der gezinnen;'s-Gravenhage;7125.0
1498;Mannen;Overige leden der gezinnen;Utrecht;4100.0
1499;Mannen;Overige leden der gezinnen;Haarlem;3591.0
1500;Mannen;Overige leden der gezinnen;Groningen;2584.0
1501;Mannen;Overige leden der gezinnen;Eindhoven;6128.0
1502;Mannen;Overige leden der gezinnen;Nijmegen;2291.0
1503;Mannen;Overige leden der gezinnen;Tilburg;2155.0
1504;Mannen;Overige leden der gezinnen;Arnhem;2059.0
1505;Mannen;Overige leden der gezinnen;Leiden;1614.0
1506;Mannen;Overige leden der gezinnen;Maastricht;1476.0
1507;Mannen;Overige leden der gezinnen;Apeldoorn;1878.0
1508;Mannen;Overige leden der gezinnen;Hilversum;1548.0
1509;Mannen;Overige leden der gezinnen;Dordrecht;1428.0
1510;Mannen;Overige leden der gezinnen;Schiedam;1120.0
1511;Mannen;Overige leden der gezinnen;Enschede;1977.0
1512;Mannen;Overige leden der gezinnen;Delft;1210.0
1513;Mannen;Overige leden der gezinnen;Leeuwarden;1400.0
1514;Mannen;Overige leden der gezinnen;Heerlen;2387.0
1515;Mannen;Overige leden der gezinnen;Breda;1082.0
1516;Mannen;Overige leden der gezinnen;'s-Hertogenbosch;917.0
1517;Mannen;Overige leden der gezinnen;Velsen;956.0
1518;Mannen;Overige leden der gezinnen;Emmen;713.0
1519;Mannen;Overige leden der gezinnen;Zwolle;858.0
1520;Mannen;Overige leden der gezinnen;Amersfoort;946.0
1521;Mannen;Overige leden der gezinnen;Kerkrade;1161.0
1522;Mannen;Overige leden der gezinnen;Deventer;1011.0
1523;Mannen;Overige leden der gezinnen;Hengelo (O.);1516.0
1524;Mannen;Overige leden der gezinnen;Zaandam;899.0
1525;Mannen;Overige leden der gezinnen;Almelo;1080.0
1526;Mannen;Overige leden der gezinnen;Lonneker;1332.0
1527;Mannen;Overige leden der gezinnen;Ede;732.0
1528;Mannen;Overige leden der gezinnen;Helder (Den);651.0
1529;Mannen;Overige leden der gezinnen;Gouda;668.0
1530;Mannen;Overige leden der gezinnen;Alkmaar;926.0
1531;Mannen;Overige leden der gezinnen;Vlaardingen;519.0
1532;Mannen;Overige leden der gezinnen;Haarlemmermeer;626.0
1533;Mannen;Overige leden der gezinnen;Helmond;795.0
1534;Mannen;Overige leden der gezinnen;Bussum;540.0
1535;Mannen;Overige leden der gezinnen;Zeist;633.0
1536;Mannen;Overige leden der gezinnen;Rheden;654.0
1537;Mannen;Overige leden der gezinnen;Venlo;554.0
1538;Mannen;Overige leden der gezinnen;Roosendaal en Nispen;331.0
1539;Mannen;Overige leden der gezinnen;Vlissingen;623.0
1540;Mannen;Overige leden der gezinnen;Bergen op Zoom;328.0
1541;Mannen;Tot. bev. gestichten en inst.;Nederland;72762.0
1542;Mannen;Tot. bev. gestichten en inst.;Groningen (provincie);1274.0
1543;Mannen;Tot. bev. gestichten en inst.;Friesland;1526.0
1544;Mannen;Tot. bev. gestichten en inst.;Drenthe;2653.0
1545;Mannen;Tot. bev. gestichten en inst.;Overijssel;2077.0
1546;Mannen;Tot. bev. gestichten en inst.;Gelderland;9011.0
1547;Mannen;Tot. bev. gestichten en inst.;Utrecht (provincie);3749.0
1548;Mannen;Tot. bev. gestichten en inst.;Noord-Holland;11531.0
1549;Mannen;Tot. bev. gestichten en inst.;Zuid-Holland;10530.0
1550;Mannen;Tot. bev. gestichten en inst.;Zeeland;1641.0
1551;Mannen;Tot. bev. gestichten en inst.;Noord-Brabant;16701.0
1552;Mannen;Tot. bev. gestichten en inst.;Limburg;12069.0
1553;Mannen;Tot. bev. gestichten en inst.;Gemeenten met meer dan 100000 inwoners;11989.0
1554;Mannen;Tot. bev. gestichten en inst.;Gemeenten met 50001 - 100000 inwoners;8685.0
1555;Mannen;Tot. bev. gestichten en inst.;Gemeenten met 20001 - 50000 inwoners;10352.0
1556;Mannen;Tot. bev. gestichten en inst.;Gemeenten met 10001 - 20000 inwoners;13279.0
1557;Mannen;Tot. bev. gestichten en inst.;Gemeenten met 5001 - 10000 inwoners;12090.0
1558;Mannen;Tot. bev. gestichten en inst.;Gemeenten met 2001 - 5000 inwoners;13409.0
1559;Mannen;Tot. bev. gestichten en inst.;Gemeenten met 1001 - 2000 inwoners;2585.0
1560;Mannen;Tot. bev. gestichten en inst.;Gemeenten met 501 - 1000 inwoners;308.0
1561;Mannen;Tot. bev. gestichten en inst.;Gemeenten met 500 of minder inwoners;65.0
1562;Mannen;Tot. bev. gestichten en inst.;Amsterdam;4867.0
1563;Mannen;Tot. bev. gestichten en inst.;Rotterdam;1925.0
1564;Mannen;Tot. bev. gestichten en inst.;'s-Gravenhage;2908.0
1565;Mannen;Tot. bev. gestichten en inst.;Utrecht;1161.0
1566;Mannen;Tot. bev. gestichten en inst.;Haarlem;610.0
1567;Mannen;Tot. bev. gestichten en inst.;Groningen;518.0
1568;Mannen;Tot. bev. gestichten en inst.;Eindhoven;1265.0
1569;Mannen;Tot. bev. gestichten en inst.;Nijmegen;1983.0
1570;Mannen;Tot. bev. gestichten en inst.;Tilburg;1161.0
1571;Mannen;Tot. bev. gestichten en inst.;Arnhem;915.0
1572;Mannen;Tot. bev. gestichten en inst.;Leiden;284.0
1573;Mannen;Tot. bev. gestichten en inst.;Maastricht;775.0
1574;Mannen;Tot. bev. gestichten en inst.;Apeldoorn;1112.0
1575;Mannen;Tot. bev. gestichten en inst.;Hilversum;301.0
1576;Mannen;Tot. bev. gestichten en inst.;Dordrecht;84.0
1577;Mannen;Tot. bev. gestichten en inst.;Schiedam;216.0
1578;Mannen;Tot. bev. gestichten en inst.;Enschede;63.0
1579;Mannen;Tot. bev. gestichten en inst.;Delft;526.0
1580;Mannen;Tot. bev. gestichten en inst.;Leeuwarden;533.0
1581;Mannen;Tot. bev. gestichten en inst.;Heerlen;187.0
1582;Mannen;Tot. bev. gestichten en inst.;Breda;921.0
1583;Mannen;Tot. bev. gestichten en inst.;'s-Hertogenbosch;892.0
1584;Mannen;Tot. bev. gestichten en inst.;Velsen;211.0
1585;Mannen;Tot. bev. gestichten en inst.;Emmen;38.0
1586;Mannen;Tot. bev. gestichten en inst.;Zwolle;281.0
1587;Mannen;Tot. bev. gestichten en inst.;Amersfoort;896.0
1588;Mannen;Tot. bev. gestichten en inst.;Kerkrade;861.0
1589;Mannen;Tot. bev. gestichten en inst.;Deventer;692.0
1590;Mannen;Tot. bev. gestichten en inst.;Hengelo (O.);29.0
1591;Mannen;Tot. bev. gestichten en inst.;Zaandam;103.0
1592;Mannen;Tot. bev. gestichten en inst.;Almelo;30.0
1593;Mannen;Tot. bev. gestichten en inst.;Lonneker;28.0
1594;Mannen;Tot. bev. gestichten en inst.;Ede;68.0
1595;Mannen;Tot. bev. gestichten en inst.;Helder (Den);1296.0
1596;Mannen;Tot. bev. gestichten en inst.;Gouda;108.0
1597;Mannen;Tot. bev. gestichten en inst.;Alkmaar;168.0
1598;Mannen;Tot. bev. gestichten en inst.;Vlaardingen;37.0
1599;Mannen;Tot. bev. gestichten en inst.;Haarlemmermeer;0.0
1600;Mannen;Tot. bev. gestichten en inst.;Helmond;97.0
1601;Mannen;Tot. bev. gestichten en inst.;Bussum;55.0
1602;Mannen;Tot. bev. gestichten en inst.;Zeist;691.0
1603;Mannen;Tot. bev. gestichten en inst.;Rheden;55.0
1604;Mannen;Tot. bev. gestichten en inst.;Venlo;368.0
1605;Mannen;Tot. bev. gestichten en inst.;Roosendaal en Nispen;280.0
1606;Mannen;Tot. bev. gestichten en inst.;Vlissingen;546.0
1607;Mannen;Tot. bev. gestichten en inst.;Bergen op Zoom;881.0
1608;Mannen;Totaal bestuurders, enz.;Nederland;11899.0
1609;Mannen;Totaal bestuurders, enz.;Groningen (provincie);95.0
1610;Mannen;Totaal bestuurders, enz.;Friesland;122.0
1611;Mannen;Totaal bestuurders, enz.;Drenthe;546.0
1612;Mannen;Totaal bestuurders, enz.;Overijssel;248.0
1613;Mannen;Totaal bestuurders, enz.;Gelderland;1355.0
1614;Mannen;Totaal bestuurders, enz.;Utrecht (provincie);457.0
1615;Mannen;Totaal bestuurders, enz.;Noord-Holland;1190.0
1616;Mannen;Totaal bestuurders, enz.;Zuid-Holland;1171.0
1617;Mannen;Totaal bestuurders, enz.;Zeeland;152.0
1618;Mannen;Totaal bestuurders, enz.;Noord-Brabant;3463.0
1619;Mannen;Totaal bestuurders, enz.;Limburg;3100.0
1620;Mannen;Totaal bestuurders, enz.;Gemeenten met meer dan 100000 inwoners;1536.0
1621;Mannen;Totaal bestuurders, enz.;Gemeenten met 50001 - 100000 inwoners;1705.0
1622;Mannen;Totaal bestuurders, enz.;Gemeenten met 20001 - 50000 inwoners;1487.0
1623;Mannen;Totaal bestuurders, enz.;Gemeenten met 10001 - 20000 inwoners;2266.0
1624;Mannen;Totaal bestuurders, enz.;Gemeenten met 5001 - 10000 inwoners;1884.0
1625;Mannen;Totaal bestuurders, enz.;Gemeenten met 2001 - 5000 inwoners;2267.0
1626;Mannen;Totaal bestuurders, enz.;Gemeenten met 1001 - 2000 inwoners;653.0
1627;Mannen;Totaal bestuurders, enz.;Gemeenten met 501 - 1000 inwoners;77.0
1628;Mannen;Totaal bestuurders, enz.;Gemeenten met 500 of minder inwoners;24.0
1629;Mannen;Totaal bestuurders, enz.;Amsterdam;502.0
1630;Mannen;Totaal bestuurders, enz.;Rotterdam;182.0
1631;Mannen;Totaal bestuurders, enz.;'s-Gravenhage;439.0
1632;Mannen;Totaal bestuurders, enz.;Utrecht;212.0
1633;Mannen;Totaal bestuurders, enz.;Haarlem;155.0
1634;Mannen;Totaal bestuurders, enz.;Groningen;46.0
1635;Mannen;Totaal bestuurders, enz.;Eindhoven;187.0
1636;Mannen;Totaal bestuurders, enz.;Nijmegen;410.0
1637;Mannen;Totaal bestuurders, enz.;Tilburg;373.0
1638;Mannen;Totaal bestuurders, enz.;Arnhem;175.0
1639;Mannen;Totaal bestuurders, enz.;Leiden;37.0
1640;Mannen;Totaal bestuurders, enz.;Maastricht;239.0
1641;Mannen;Totaal bestuurders, enz.;Apeldoorn;115.0
1642;Mannen;Totaal bestuurders, enz.;Hilversum;66.0
1643;Mannen;Totaal bestuurders, enz.;Dordrecht;12.0
1644;Mannen;Totaal bestuurders, enz.;Schiedam;31.0
1645;Mannen;Totaal bestuurders, enz.;Enschede;6.0
1646;Mannen;Totaal bestuurders, enz.;Delft;54.0
1647;Mannen;Totaal bestuurders, enz.;Leeuwarden;30.0
1648;Mannen;Totaal bestuurders, enz.;Heerlen;118.0
1649;Mannen;Totaal bestuurders, enz.;Breda;112.0
1650;Mannen;Totaal bestuurders, enz.;'s-Hertogenbosch;229.0
1651;Mannen;Totaal bestuurders, enz.;Velsen;54.0
1652;Mannen;Totaal bestuurders, enz.;Emmen;1.0
1653;Mannen;Totaal bestuurders, enz.;Zwolle;68.0
1654;Mannen;Totaal bestuurders, enz.;Amersfoort;108.0
1655;Mannen;Totaal bestuurders, enz.;Kerkrade;164.0
1656;Mannen;Totaal bestuurders, enz.;Deventer;56.0
1657;Mannen;Totaal bestuurders, enz.;Hengelo (O.);2.0
1658;Mannen;Totaal bestuurders, enz.;Zaandam;1.0
1659;Mannen;Totaal bestuurders, enz.;Almelo;3.0
1660;Mannen;Totaal bestuurders, enz.;Lonneker;16.0
1661;Mannen;Totaal bestuurders, enz.;Ede;5.0
1662;Mannen;Totaal bestuurders, enz.;Helder (Den);3.0
1663;Mannen;Totaal bestuurders, enz.;Gouda;6.0
1664;Mannen;Totaal bestuurders, enz.;Alkmaar;42.0
1665;Mannen;Totaal bestuurders, enz.;Vlaardingen;2.0
1666;Mannen;Totaal bestuurders, enz.;Haarlemmermeer;0.0
1667;Mannen;Totaal bestuurders, enz.;Helmond;56.0
1668;Mannen;Totaal bestuurders, enz.;Bussum;21.0
1669;Mannen;Totaal bestuurders, enz.;Zeist;56.0
1670;Mannen;Totaal bestuurders, enz.;Rheden;7.0
1671;Mannen;Totaal bestuurders, enz.;Venlo;140.0
1672;Mannen;Totaal bestuurders, enz.;Roosendaal en Nispen;58.0
1673;Mannen;Totaal bestuurders, enz.;Vlissingen;10.0
1674;Mannen;Totaal bestuurders, enz.;Bergen op Zoom;119.0
1675;Mannen;Bestuurders, enz., afz. levend;Nederland;10325.0
1676;Mannen;Bestuurders, enz., afz. levend;Groningen (provincie);39.0
1677;Mannen;Bestuurders, enz., afz. levend;Friesland;39.0
1678;Mannen;Bestuurders, enz., afz. levend;Drenthe;62.0
1679;Mannen;Bestuurders, enz., afz. levend;Overijssel;217.0
1680;Mannen;Bestuurders, enz., afz. levend;Gelderland;1183.0
1681;Mannen;Bestuurders, enz., afz. levend;Utrecht (provincie);385.0
1682;Mannen;Bestuurders, enz., afz. levend;Noord-Holland;887.0
1683;Mannen;Bestuurders, enz., afz. levend;Zuid-Holland;919.0
1684;Mannen;Bestuurders, enz., afz. levend;Zeeland;130.0
1685;Mannen;Bestuurders, enz., afz. levend;Noord-Brabant;3386.0
1686;Mannen;Bestuurders, enz., afz. levend;Limburg;3078.0
1687;Mannen;Bestuurders, enz., afz. levend;Gemeenten met meer dan 100000 inwoners;1106.0
1688;Mannen;Bestuurders, enz., afz. levend;Gemeenten met 50001 - 100000 inwoners;1600.0
1689;Mannen;Bestuurders, enz., afz. levend;Gemeenten met 20001 - 50000 inwoners;1366.0
1690;Mannen;Bestuurders, enz., afz. levend;Gemeenten met 10001 - 20000 inwoners;2100.0
1691;Mannen;Bestuurders, enz., afz. levend;Gemeenten met 5001 - 10000 inwoners;1730.0
1692;Mannen;Bestuurders, enz., afz. levend;Gemeenten met 2001 - 5000 inwoners;1702.0
1693;Mannen;Bestuurders, enz., afz. levend;Gemeenten met 1001 - 2000 inwoners;626.0
1694;Mannen;Bestuurders, enz., afz. levend;Gemeenten met 501 - 1000 inwoners;72.0
1695;Mannen;Bestuurders, enz., afz. levend;Gemeenten met 500 of minder inwoners;23.0
1696;Mannen;Bestuurders, enz., afz. levend;Amsterdam;347.0
1697;Mannen;Bestuurders, enz., afz. levend;Rotterdam;144.0
1698;Mannen;Bestuurders, enz., afz. levend;'s-Gravenhage;312.0
1699;Mannen;Bestuurders, enz., afz. levend;Utrecht;176.0
1700;Mannen;Bestuurders, enz., afz. levend;Haarlem;98.0
1701;Mannen;Bestuurders, enz., afz. levend;Groningen;29.0
1702;Mannen;Bestuurders, enz., afz. levend;Eindhoven;187.0
1703;Mannen;Bestuurders, enz., afz. levend;Nijmegen;392.0
1704;Mannen;Bestuurders, enz., afz. levend;Tilburg;373.0
1705;Mannen;Bestuurders, enz., afz. levend;Arnhem;138.0
1706;Mannen;Bestuurders, enz., afz. levend;Leiden;23.0
1707;Mannen;Bestuurders, enz., afz. levend;Maastricht;238.0
1708;Mannen;Bestuurders, enz., afz. levend;Apeldoorn;105.0
1709;Mannen;Bestuurders, enz., afz. levend;Hilversum;57.0
1710;Mannen;Bestuurders, enz., afz. levend;Dordrecht;9.0
1711;Mannen;Bestuurders, enz., afz. levend;Schiedam;27.0
1712;Mannen;Bestuurders, enz., afz. levend;Enschede;5.0
1713;Mannen;Bestuurders, enz., afz. levend;Delft;46.0
1714;Mannen;Bestuurders, enz., afz. levend;Leeuwarden;4.0
1715;Mannen;Bestuurders, enz., afz. levend;Heerlen;111.0
1716;Mannen;Bestuurders, enz., afz. levend;Breda;96.0
1717;Mannen;Bestuurders, enz., afz. levend;'s-Hertogenbosch;224.0
1718;Mannen;Bestuurders, enz., afz. levend;Velsen;52.0
1719;Mannen;Bestuurders, enz., afz. levend;Emmen;0.0
1720;Mannen;Bestuurders, enz., afz. levend;Zwolle;62.0
1721;Mannen;Bestuurders, enz., afz. levend;Amersfoort;99.0
1722;Mannen;Bestuurders, enz., afz. levend;Kerkrade;164.0
1723;Mannen;Bestuurders, enz., afz. levend;Deventer;46.0
1724;Mannen;Bestuurders, enz., afz. levend;Hengelo (O.);1.0
1725;Mannen;Bestuurders, enz., afz. levend;Zaandam;0.0
1726;Mannen;Bestuurders, enz., afz. levend;Almelo;1.0
1727;Mannen;Bestuurders, enz., afz. levend;Lonneker;16.0
1728;Mannen;Bestuurders, enz., afz. levend;Ede;2.0
1729;Mannen;Bestuurders, enz., afz. levend;Helder (Den);0.0
1730;Mannen;Bestuurders, enz., afz. levend;Gouda;4.0
1731;Mannen;Bestuurders, enz., afz. levend;Alkmaar;32.0
1732;Mannen;Bestuurders, enz., afz. levend;Vlaardingen;0.0
1733;Mannen;Bestuurders, enz., afz. levend;Haarlemmermeer;0.0
1734;Mannen;Bestuurders, enz., afz. levend;Helmond;56.0
1735;Mannen;Bestuurders, enz., afz. levend;Bussum;19.0
1736;Mannen;Bestuurders, enz., afz. levend;Zeist;49.0
1737;Mannen;Bestuurders, enz., afz. levend;Rheden;5.0
1738;Mannen;Bestuurders, enz., afz. levend;Venlo;140.0
1739;Mannen;Bestuurders, enz., afz. levend;Roosendaal en Nispen;58.0
1740;Mannen;Bestuurders, enz., afz. levend;Vlissingen;6.0
1741;Mannen;Bestuurders, enz., afz. levend;Bergen op Zoom;119.0
1742;Mannen;Bestuurders enz., met gezinnen;Nederland;1574.0
1743;Mannen;Bestuurders enz., met gezinnen;Groningen (provincie);56.0
1744;Mannen;Bestuurders enz., met gezinnen;Friesland;83.0
1745;Mannen;Bestuurders enz., met gezinnen;Drenthe;484.0
1746;Mannen;Bestuurders enz., met gezinnen;Overijssel;31.0
1747;Mannen;Bestuurders enz., met gezinnen;Gelderland;172.0
1748;Mannen;Bestuurders enz., met gezinnen;Utrecht (provincie);72.0
1749;Mannen;Bestuurders enz., met gezinnen;Noord-Holland;303.0
1750;Mannen;Bestuurders enz., met gezinnen;Zuid-Holland;252.0
1751;Mannen;Bestuurders enz., met gezinnen;Zeeland;22.0
1752;Mannen;Bestuurders enz., met gezinnen;Noord-Brabant;77.0
1753;Mannen;Bestuurders enz., met gezinnen;Limburg;22.0
1754;Mannen;Bestuurders enz., met gezinnen;Gemeenten met meer dan 100000 inwoners;430.0
1755;Mannen;Bestuurders enz., met gezinnen;Gemeenten met 50001 - 100000 inwoners;105.0
1756;Mannen;Bestuurders enz., met gezinnen;Gemeenten met 20001 - 50000 inwoners;121.0
1757;Mannen;Bestuurders enz., met gezinnen;Gemeenten met 10001 - 20000 inwoners;166.0
1758;Mannen;Bestuurders enz., met gezinnen;Gemeenten met 5001 - 10000 inwoners;154.0
1759;Mannen;Bestuurders enz., met gezinnen;Gemeenten met 2001 - 5000 inwoners;565.0
1760;Mannen;Bestuurders enz., met gezinnen;Gemeenten met 1001 - 2000 inwoners;27.0
1761;Mannen;Bestuurders enz., met gezinnen;Gemeenten met 501 - 1000 inwoners;5.0
1762;Mannen;Bestuurders enz., met gezinnen;Gemeenten met 500 of minder inwoners;1.0
1763;Mannen;Bestuurders enz., met gezinnen;Amsterdam;155.0
1764;Mannen;Bestuurders enz., met gezinnen;Rotterdam;38.0
1765;Mannen;Bestuurders enz., met gezinnen;'s-Gravenhage;127.0
