ID;Geslacht;Leeftijd;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
65;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2024;33.0;32.2;22.5;34.9;34.3;38.4;42.3;53.5;31.0;17.3;5.6;9.3;8.3;;;;;;;;;11.3;8.9;0.9;2.6;14.4;12.4;1.1;1.3;4.0;3.0;0.4;0.7;6.2;2.9;1.2;2.7;13.2;2.7;4.3;1.7;1.1;5.6;1.2;1.8;0.8;2.1;18.9;17.3;30.7;25.0;17.7;16.2
66;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2014;36.9;47.8;33.1;57.6;60.7;53.0;70.6;42.8;19.0;;9.0;13.6;15.6;6.4;2.8;18.9;10.1;7.1;0.6;5.3;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;16.6;15.5;33.3;22.7;12.2;14.4
67;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2015;36.8;47.8;34.1;57.9;61.6;54.6;71.5;43.7;19.6;;8.9;13.8;14.9;6.7;2.9;18.6;9.4;7.2;0.4;5.3;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;13.1;29.0;20.7;10.8;14.0
68;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2016;36.4;47.9;33.8;57.0;59.6;52.4;70.7;42.3;19.9;;9.8;14.5;16.1;7.0;3.2;20.6;9.1;7.6;0.5;6.2;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;17.1;16.0;31.7;22.8;12.3;15.1
69;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2017;38.0;49.8;36.0;56.9;59.1;51.2;70.6;43.9;20.6;;11.4;16.0;18.4;8.0;3.0;19.8;10.4;7.2;0.4;5.5;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;19.5;17.2;33.0;24.0;14.2;16.8
70;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2018;37.4;50.0;33.7;57.3;60.1;52.1;70.8;46.7;22.5;;11.3;16.2;18.9;6.8;3.5;19.5;9.6;7.0;0.7;6.2;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;20.9;21.2;34.9;25.1;16.4;17.8
71;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2019;36.9;49.5;33.5;57.4;59.8;52.9;70.9;47.5;22.6;;12.1;17.1;19.1;11.0;4.7;25.5;11.8;8.5;1.0;8.7;10.9;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;19.8;35.2;25.6;17.0;18.1
72;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2020;33.5;46.8;30.8;58.3;61.3;54.4;70.0;49.8;23.2;;10.6;15.7;19.4;6.0;3.0;17.9;7.7;6.2;0.6;5.8;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;21.5;21.6;35.7;26.5;17.2;17.4
73;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2021;35.1;48.7;33.1;56.8;59.7;52.1;68.9;48.0;23.5;;12.8;17.4;20.7;7.3;3.2;18.7;8.3;6.5;0.7;6.9;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;23.4;21.2;36.7;28.3;19.5;20.2
74;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2022;32.0;45.7;30.1;60.8;62.5;53.8;68.4;52.6;25.0;28.2;9.6;14.4;16.6;;;;;;;;;6.0;3.6;0.7;1.8;12.3;9.1;1.4;1.7;3.7;3.0;0.1;0.4;5.6;1.1;1.4;3.3;13.4;4.3;3.6;1.3;0.6;2.7;1.3;2.3;0.3;2.8;26.6;26.0;40.7;30.1;21.8;19.8
75;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2023;31.0;43.5;28.4;61.2;62.2;54.3;68.7;53.9;25.2;27.7;9.5;15.0;17.7;;;;;;;;;5.8;3.6;0.3;1.9;12.0;9.2;1.5;1.4;3.6;3.1;0.1;0.2;6.1;1.3;1.4;3.6;13.8;4.0;4.0;1.2;0.7;2.9;1.6;1.8;0.9;2.6;25.8;26.2;39.3;29.1;21.4;19.0
76;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2024;31.2;44.1;28.2;60.4;62.4;53.2;68.4;54.0;24.9;26.8;9.7;15.4;17.4;;;;;;;;;5.6;3.6;0.3;1.7;12.4;9.4;1.2;1.8;3.2;2.8;0.1;0.2;6.5;1.3;1.6;3.7;14.4;3.9;4.4;1.3;0.8;3.2;1.6;1.7;0.7;2.8;26.3;26.2;40.3;29.7;23.0;19.9
77;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2014;35.7;46.5;31.9;56.3;59.3;51.6;69.3;41.5;18.0;;8.3;12.7;14.7;5.7;2.4;17.9;9.3;6.5;0.4;4.7;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;14.6;32.1;21.6;11.3;13.4
78;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2015;35.6;46.6;33.0;56.7;60.4;53.4;70.4;42.5;18.7;;8.3;13.0;14.1;6.1;2.5;17.7;8.7;6.6;0.2;4.8;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1;12.3;27.9;19.7;10.1;13.2
79;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2016;35.3;46.7;32.7;55.9;58.4;51.2;69.6;41.2;18.8;;9.1;13.5;15.2;6.4;2.8;19.6;8.4;6.9;0.4;5.5;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;16.3;15.1;30.6;21.8;11.5;14.3
80;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2017;36.9;48.6;34.8;55.7;57.9;50.0;69.5;42.7;19.7;;10.7;15.2;17.5;7.4;2.7;18.9;9.6;6.6;0.3;5.0;8.2;;;;;;;;;;;;;;;;;;;;;;;;;;;18.5;16.3;31.9;23.0;13.4;15.9
81;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2018;36.4;48.9;32.7;56.3;59.1;51.1;69.9;45.7;21.6;;10.6;15.5;18.1;6.3;3.1;18.7;9.0;6.5;0.5;5.8;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;20.1;20.3;33.9;24.2;15.7;17.0
82;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2019;35.9;48.4;32.5;56.4;58.8;51.8;69.9;46.4;21.7;;11.4;16.3;18.3;10.3;4.3;24.6;11.2;8.0;0.8;8.1;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;20.1;19.0;34.2;24.7;16.2;17.3
83;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2020;32.5;45.7;29.8;57.2;60.3;53.3;69.0;48.7;22.3;;10.0;14.9;18.6;5.5;2.7;17.1;7.1;5.7;0.4;5.3;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;20.7;20.8;34.7;25.6;16.4;16.6
84;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2021;34.0;47.5;32.0;55.7;58.6;51.0;67.8;46.8;22.6;;12.1;16.5;19.8;6.7;2.9;17.9;7.7;5.9;0.5;6.3;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;22.5;20.3;35.6;27.3;18.6;19.2
85;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2022;31.1;44.7;29.2;59.8;61.5;52.8;67.4;51.6;24.2;27.3;8.7;13.4;15.6;;;;;;;;;5.3;3.1;0.5;1.5;11.4;8.3;1.1;1.4;3.2;2.6;0.0;0.2;5.0;0.9;1.1;2.8;12.4;3.8;3.0;1.0;0.4;2.3;1.0;1.9;0.2;2.3;25.7;25.1;39.7;29.2;21.0;19.0
86;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2023;30.1;42.5;27.5;60.2;61.2;53.3;67.7;52.9;24.3;26.8;8.7;14.0;16.7;;;;;;;;;5.2;3.1;0.2;1.6;11.1;8.4;1.2;1.1;3.1;2.7;0.0;0.1;5.4;1.0;1.1;3.1;12.8;3.5;3.5;0.9;0.5;2.5;1.3;1.5;0.6;2.2;24.9;25.3;38.3;28.2;20.5;18.2
87;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2024;30.3;43.1;27.4;59.5;61.4;52.3;67.5;53.1;24.1;25.9;8.9;14.5;16.4;;;;;;;;;5.0;3.1;0.2;1.3;11.5;8.6;0.9;1.5;2.8;2.4;0.0;0.1;5.8;1.1;1.3;3.2;13.4;3.4;3.8;1.0;0.6;2.8;1.3;1.4;0.5;2.4;25.5;25.4;39.3;28.8;22.1;19.1
88;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2014;38.2;49.2;34.4;58.9;61.9;54.3;71.8;44.0;20.0;;9.8;14.5;16.6;7.0;3.3;20.0;10.9;7.9;0.8;5.9;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6;16.5;34.5;23.9;13.1;15.3
89;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2015;37.9;49.0;35.3;59.0;62.8;55.8;72.5;44.9;20.5;;9.7;14.6;15.8;7.3;3.3;19.6;10.1;7.8;0.5;5.9;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;13.9;30.1;21.7;11.6;14.9
90;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2016;37.6;49.1;34.9;58.2;60.7;53.6;71.8;43.5;20.9;;10.5;15.4;17.0;7.6;3.6;21.7;9.8;8.5;0.7;7.0;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;18.1;16.9;32.8;23.8;13.1;16.0
91;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2017;39.2;51.0;37.1;58.1;60.3;52.4;71.7;45.1;21.5;;12.2;16.9;19.3;8.7;3.5;20.8;11.1;7.8;0.6;6.1;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;20.4;18.1;34.1;25.1;15.1;17.7
92;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2018;38.4;51.0;34.7;58.3;61.1;53.1;71.8;47.7;23.3;;12.0;17.0;19.7;7.3;3.9;20.3;10.3;7.6;0.9;6.8;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;21.8;22.0;35.9;26.0;17.2;18.6
93;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2019;37.9;50.5;34.5;58.5;60.8;53.9;71.9;48.5;23.5;;12.8;17.9;19.9;11.6;5.2;26.4;12.6;9.1;1.2;9.3;11.6;;;;;;;;;;;;;;;;;;;;;;;;;;;21.9;20.7;36.3;26.5;17.8;19.0
94;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2020;34.6;47.9;31.8;59.4;62.4;55.5;71.0;50.9;24.1;;11.3;16.5;20.2;6.5;3.4;18.8;8.3;6.7;0.8;6.3;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;22.4;22.5;36.8;27.5;18.0;18.2
95;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2021;36.3;49.9;34.2;58.0;60.8;53.3;69.9;49.1;24.5;;13.7;18.3;21.7;7.9;3.7;19.6;9.0;7.1;1.0;7.5;8.8;;;;;;;;;;;;;;;;;;;;;;;;;;;24.4;22.2;37.9;29.4;20.4;21.1
96;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2022;33.0;46.7;31.0;61.8;63.5;54.8;69.4;53.7;25.9;29.1;10.5;15.4;17.7;;;;;;;;;6.7;4.2;1.0;2.3;13.3;9.9;1.8;2.2;4.3;3.5;0.2;0.6;6.4;1.5;1.8;3.9;14.4;4.9;4.3;1.8;0.9;3.2;1.7;2.7;0.5;3.3;27.5;26.9;41.8;31.1;22.7;20.7
97;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2023;31.9;44.5;29.3;62.1;63.2;55.3;69.6;54.9;26.1;28.6;10.4;16.0;18.8;;;;;;;;;6.5;4.2;0.5;2.3;13.0;10.0;1.9;1.8;4.1;3.6;0.2;0.4;6.8;1.7;1.8;4.2;14.8;4.6;4.7;1.6;1.0;3.4;2.0;2.2;1.2;3.2;26.7;27.1;40.3;30.0;22.2;19.8
98;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2024;32.1;45.0;29.1;61.4;63.3;54.2;69.3;55.0;25.8;27.7;10.6;16.4;18.4;;;;;;;;;6.3;4.1;0.5;2.0;13.3;10.2;1.6;2.2;3.7;3.3;0.2;0.4;7.2;1.7;2.0;4.3;15.4;4.4;5.1;1.7;1.0;3.7;2.0;2.1;1.0;3.4;27.2;27.1;41.2;30.7;23.8;20.7
99;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2014;39.5;50.4;35.3;67.1;69.3;61.2;74.9;50.2;25.0;;8.3;12.4;13.8;4.2;1.7;17.5;12.1;5.2;0.4;5.2;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;14.5;31.5;18.8;10.2;12.4
100;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2015;37.8;49.6;33.6;65.2;68.3;60.7;74.0;49.8;24.7;;7.9;12.1;14.2;3.9;1.9;17.2;11.5;5.1;0.5;4.5;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;12.6;29.3;18.2;9.9;12.4
101;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2016;37.0;48.5;33.0;65.1;68.0;60.5;75.1;50.1;24.7;;9.1;13.1;13.9;4.7;2.1;17.5;11.2;6.0;0.4;4.5;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.8;13.6;30.4;19.3;10.9;13.1
102;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2017;37.7;50.6;35.9;66.0;67.6;60.0;75.3;49.8;25.8;;9.5;13.4;15.1;4.8;2.2;17.4;11.9;5.8;0.4;4.6;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;14.8;30.7;19.9;12.3;13.9
103;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2018;39.0;51.6;34.3;65.5;67.6;60.1;74.6;51.7;26.8;;9.7;13.8;16.4;4.1;2.2;17.2;11.0;5.5;0.5;5.3;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;18.5;18.9;33.3;21.7;14.2;15.5
104;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2019;37.3;50.5;33.3;67.5;69.1;61.1;75.8;53.8;28.5;;10.0;14.2;16.9;6.1;3.0;21.1;13.0;7.3;0.8;7.5;10.7;;;;;;;;;;;;;;;;;;;;;;;;;;;17.2;17.1;31.7;20.9;14.6;14.9
105;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2020;34.8;47.7;31.2;68.1;69.6;64.0;75.6;54.5;30.7;;9.4;13.3;17.6;3.3;1.6;15.8;8.5;4.7;0.5;4.8;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;17.5;17.5;31.9;20.9;14.7;14.7
106;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2021;35.1;50.2;33.5;66.7;67.9;61.4;74.5;54.2;29.8;;10.5;14.3;18.1;4.5;2.0;16.4;8.4;5.3;0.4;5.2;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;18.7;18.3;32.6;22.8;15.6;16.2
107;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2022;32.1;47.1;30.1;68.8;68.1;62.0;72.5;55.4;29.7;30.6;7.6;12.3;14.3;;;;;;;;;2.9;1.8;0.1;0.9;10.7;7.2;2.0;1.7;2.9;2.7;0.1;0.1;5.1;1.0;1.6;2.8;10.8;2.4;4.1;1.1;0.3;0.7;1.3;1.6;0.4;3.0;21.3;21.7;36.2;24.1;18.6;17.2
108;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2023;31.4;45.7;28.6;68.1;68.3;61.8;72.6;56.0;28.9;30.6;8.1;12.1;14.6;;;;;;;;;2.8;1.6;0.1;1.0;10.9;7.4;1.7;1.9;2.6;2.2;0.0;0.1;6.0;1.1;1.8;3.3;11.1;2.6;3.7;0.8;0.4;0.9;1.4;1.9;0.5;3.2;20.5;21.0;34.9;23.1;18.2;16.0
109;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2024;31.1;45.2;28.9;68.1;68.4;61.3;72.5;57.3;29.0;29.3;8.4;13.0;15.3;;;;;;;;;3.2;1.9;0.3;1.1;11.1;7.5;1.5;1.7;2.6;2.3;0.1;0.2;5.9;1.0;1.6;3.5;12.5;2.7;4.7;1.0;0.5;1.0;1.8;1.6;0.5;3.6;21.8;22.0;35.4;24.4;19.8;17.2
110;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2014;38.3;49.2;34.2;66.0;68.2;60.0;73.8;49.1;24.0;;7.7;11.6;13.0;3.7;1.4;16.6;11.4;4.7;0.3;4.7;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2;13.7;30.4;17.8;9.5;11.7
111;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2015;36.7;48.5;32.5;64.1;67.3;59.6;73.0;48.7;23.8;;7.3;11.4;13.4;3.5;1.6;16.4;10.8;4.6;0.3;4.1;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;13.2;11.9;28.3;17.3;9.2;11.7
112;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2016;36.0;47.3;32.0;64.1;66.9;59.4;74.1;49.0;23.8;;8.5;12.4;13.1;4.2;1.8;16.6;10.5;5.4;0.2;4.1;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;12.9;29.4;18.4;10.2;12.3
113;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2017;36.6;49.5;34.8;64.9;66.5;58.8;74.3;48.7;24.9;;8.8;12.7;14.3;4.3;1.9;16.6;11.1;5.3;0.3;4.1;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;14.0;29.7;18.9;11.5;13.1
114;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2018;38.1;50.7;33.4;64.6;66.7;59.1;73.7;50.7;26.0;;9.1;13.2;15.7;3.7;1.9;16.5;10.4;5.1;0.4;4.8;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;17.7;18.2;32.4;20.9;13.5;14.8
115;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2019;36.3;49.5;32.4;66.5;68.1;60.1;74.9;52.8;27.5;;9.4;13.6;16.2;5.6;2.6;20.3;12.3;6.8;0.6;7.0;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;16.3;30.8;20.1;13.9;14.1
116;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2020;33.8;46.6;30.3;67.1;68.6;63.0;74.7;53.5;29.8;;8.8;12.6;16.9;3.0;1.4;15.0;7.9;4.3;0.3;4.4;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;16.7;31.0;20.0;14.0;14.0
117;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2021;34.0;49.1;32.5;65.7;66.8;60.3;73.5;53.1;28.8;;9.9;13.6;17.3;4.1;1.7;15.6;7.8;4.9;0.3;4.7;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;17.8;17.5;31.5;21.8;14.9;15.3
118;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2022;31.2;46.1;29.1;67.8;67.1;61.0;71.6;54.4;28.8;29.7;6.8;11.4;13.4;;;;;;;;;2.5;1.4;0.1;0.6;9.9;6.5;1.6;1.3;2.4;2.2;0.0;0.0;4.5;0.7;1.3;2.3;9.8;2.0;3.5;0.8;0.2;0.5;1.0;1.3;0.2;2.5;20.5;20.8;35.2;23.2;17.8;16.4
119;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2023;30.5;44.7;27.8;67.1;67.4;60.8;71.7;55.0;28.0;29.7;7.3;11.2;13.6;;;;;;;;;2.3;1.3;0.0;0.7;10.1;6.8;1.4;1.6;2.1;1.9;0.0;0.1;5.4;0.8;1.4;2.8;10.3;2.2;3.1;0.6;0.3;0.6;1.1;1.6;0.3;2.7;19.7;20.2;33.9;22.3;17.4;15.3
120;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2024;30.2;44.2;28.0;67.2;67.5;60.4;71.6;56.3;28.2;28.4;7.6;12.1;14.4;;;;;;;;;2.8;1.5;0.1;0.9;10.2;6.8;1.2;1.4;2.2;1.9;0.0;0.1;5.2;0.8;1.3;3.0;11.5;2.3;4.1;0.7;0.3;0.7;1.5;1.3;0.3;3.1;21.0;21.2;34.4;23.6;19.1;16.5
121;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2014;40.6;51.6;36.5;68.2;70.4;62.3;75.9;51.4;26.0;;9.0;13.2;14.7;4.7;2.0;18.5;12.9;5.8;0.6;5.8;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;15.4;32.6;19.7;11.0;13.2
122;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2015;38.9;50.7;34.6;66.2;69.4;61.8;75.0;50.9;25.6;;8.5;12.9;15.0;4.4;2.3;18.1;12.2;5.6;0.7;5.0;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;14.8;13.4;30.3;19.1;10.6;13.2
123;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2016;38.1;49.6;34.1;66.2;69.0;61.6;76.1;51.3;25.7;;9.8;13.9;14.6;5.2;2.5;18.3;11.9;6.5;0.6;5.0;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;14.4;31.4;20.2;11.6;13.8
124;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2017;38.9;51.8;37.0;67.1;68.7;61.1;76.3;51.0;26.8;;10.2;14.2;16.0;5.3;2.6;18.3;12.6;6.3;0.6;5.1;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;15.6;31.8;20.8;13.1;14.8
125;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2018;40.0;52.6;35.2;66.5;68.5;61.0;75.4;52.7;27.7;;10.3;14.5;17.2;4.5;2.5;18.0;11.6;6.0;0.7;5.7;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;19.3;19.7;34.3;22.5;14.9;16.3
126;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2019;38.3;51.6;34.3;68.4;70.0;62.1;76.7;54.9;29.4;;10.6;15.0;17.7;6.6;3.4;21.9;13.7;7.9;1.0;8.1;11.4;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;17.9;32.7;21.8;15.3;15.6
127;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2020;35.8;48.7;32.2;69.1;70.5;65.0;76.5;55.5;31.7;;10.0;14.0;18.4;3.7;1.9;16.5;9.1;5.2;0.7;5.3;8.2;;;;;;;;;;;;;;;;;;;;;;;;;;;18.3;18.3;32.9;21.7;15.4;15.4
128;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2021;36.1;51.3;34.6;67.8;68.9;62.4;75.4;55.2;30.8;;11.3;15.1;19.0;5.0;2.3;17.2;9.0;5.8;0.6;5.7;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;19.6;19.2;33.6;23.7;16.5;17.0
129;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2022;33.1;48.1;31.0;69.7;69.0;62.9;73.4;56.4;30.6;31.5;8.4;13.3;15.3;;;;;;;;;3.5;2.2;0.3;1.2;11.6;8.0;2.4;2.1;3.4;3.2;0.2;0.2;5.8;1.3;2.0;3.3;11.7;2.9;4.8;1.5;0.5;1.0;1.7;2.0;0.6;3.5;22.2;22.5;37.2;25.0;19.4;18.0
130;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2023;32.3;46.7;29.5;69.0;69.2;62.8;73.5;57.0;29.8;31.5;8.9;13.1;15.6;;;;;;;;;3.3;2.1;0.2;1.3;11.8;8.2;2.2;2.3;3.0;2.7;0.1;0.3;6.8;1.4;2.2;3.8;12.1;3.1;4.3;1.1;0.7;1.2;1.8;2.3;0.7;3.7;21.3;21.9;35.8;24.0;19.0;16.8
131;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2024;31.9;46.2;29.7;69.0;69.3;62.2;73.4;58.2;29.9;30.1;9.2;13.9;16.3;;;;;;;;;3.8;2.3;0.5;1.5;11.9;8.2;1.9;2.1;3.1;2.7;0.2;0.4;6.6;1.3;2.0;4.1;13.4;3.2;5.4;1.4;0.7;1.3;2.2;2.0;0.7;4.2;22.6;22.9;36.3;25.3;20.6;18.0
132;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2014;38.2;48.8;32.5;67.9;69.4;61.4;73.1;53.0;26.3;;8.2;13.4;14.3;4.5;1.3;19.8;14.6;5.9;0.4;5.5;8.2;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;15.2;32.8;17.6;10.4;13.5
133;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2015;37.3;49.0;31.8;67.4;68.7;62.1;72.3;52.5;25.1;;7.6;12.1;13.1;4.0;1.2;18.6;13.7;5.3;0.4;4.5;8.8;;;;;;;;;;;;;;;;;;;;;;;;;;;13.9;13.9;30.0;16.5;10.1;12.7
134;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2016;37.7;49.3;32.3;67.9;69.6;62.3;73.1;52.2;26.5;;8.0;12.4;13.3;4.0;1.6;18.6;13.7;5.3;0.4;5.0;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;15.1;14.5;32.4;18.0;10.4;13.4
