ID;Sex;Age;PositionInHousehold;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;FlexibleEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;ProfessionalStatusIsUnknown_11;PartTime_12;LessThan20WorkingHoursAWeek_13;LessThan12WorkingHoursAWeek_14;k_12To19WorkingHoursAWeek_15;k_20To34WorkingHoursAWeek_16;k_20To27WorkingHoursAWeek_17;k_28To34WorkingHoursAWeek_18;FullTime_19;UnemployedLabourForce_20;UnemploymentRate_21;NotInTheLabourForce_22;GrossLabourParticipationRate_23;NetLabourParticipationRate_24
1006;Total male and female;15 to 74 years;Other household member;2018 2nd quarter;353.0;246.0;233.0;205.0;115.0;91.0;28.0;22.0;5.0;1.0;0.0;112.0;57.0;34.0;23.0;55.0;26.0;29.0;121.0;13.0;5.2;107.0;69.8;66.2
1007;Total male and female;15 to 74 years;Other household member;2018 3rd quarter;330.0;246.0;236.0;205.0;120.0;85.0;31.0;26.0;5.0;0.0;0.0;102.0;44.0;26.0;17.0;59.0;25.0;34.0;133.0;11.0;4.3;84.0;74.6;71.4
1008;Total male and female;15 to 74 years;Other household member;2018 4th quarter;330.0;246.0;235.0;203.0;122.0;82.0;31.0;26.0;5.0;0.0;0.0;108.0;47.0;31.0;16.0;61.0;23.0;38.0;127.0;12.0;4.7;83.0;74.7;71.2
1009;Total male and female;15 to 74 years;Other household member;2018;343.0;247.0;236.0;205.0;117.0;88.0;30.0;25.0;5.0;0.0;0.0;109.0;52.0;32.0;19.0;58.0;25.0;33.0;126.0;12.0;4.7;95.0;72.2;68.7
1010;Total male and female;15 to 74 years;Other household member;2019 1st quarter;343.0;255.0;245.0;215.0;132.0;83.0;29.0;23.0;6.0;1.0;0.0;112.0;48.0;29.0;19.0;64.0;27.0;37.0;133.0;10.0;3.9;88.0;74.4;71.5
1011;Total male and female;15 to 74 years;Other household member;2019 2nd quarter;355.0;269.0;257.0;224.0;135.0;88.0;33.0;25.0;8.0;1.0;0.0;116.0;49.0;32.0;17.0;67.0;25.0;43.0;141.0;12.0;4.4;86.0;75.7;72.4
1012;Total male and female;15 to 74 years;Other household member;2019 3rd quarter;347.0;255.0;245.0;209.0;131.0;78.0;36.0;30.0;6.0;0.0;0.0;111.0;43.0;26.0;17.0;68.0;24.0;43.0;134.0;10.0;4.0;92.0;73.6;70.6
1013;Total male and female;15 to 74 years;Other household member;2019 4th quarter;337.0;251.0;239.0;207.0;123.0;85.0;32.0;26.0;5.0;1.0;0.0;110.0;48.0;32.0;16.0;62.0;21.0;41.0;129.0;12.0;4.8;86.0;74.5;70.9
1014;Total male and female;15 to 74 years;Other household member;2019;345.0;257.0;246.0;214.0;130.0;84.0;33.0;26.0;6.0;1.0;0.0;112.0;47.0;29.0;17.0;65.0;24.0;41.0;134.0;11.0;4.3;88.0;74.5;71.3
1015;Total male and female;15 to 74 years;Other household member;2020 1st quarter;333.0;239.0;227.0;199.0;124.0;75.0;29.0;22.0;6.0;1.0;0.0;107.0;48.0;30.0;18.0;59.0;19.0;39.0;120.0;12.0;5.1;94.0;71.9;68.2
1016;Total male and female;15 to 74 years;Other household member;2020 2nd quater;334.0;242.0;228.0;200.0;127.0;73.0;28.0;24.0;4.0;1.0;0.0;103.0;45.0;28.0;17.0;58.0;20.0;38.0;126.0;14.0;5.8;91.0;72.6;68.4
1017;Total male and female;15 to 74 years;Other household member;2020 3rd quarter;321.0;237.0;218.0;190.0;117.0;73.0;28.0;22.0;5.0;1.0;0.0;103.0;44.0;28.0;16.0;59.0;23.0;36.0;115.0;19.0;8.2;84.0;73.8;67.7
1018;Total male and female;15 to 74 years;Other household member;2020 4th quarter;317.0;234.0;219.0;195.0;122.0;73.0;24.0;19.0;4.0;0.0;0.0;104.0;46.0;29.0;17.0;58.0;20.0;38.0;115.0;15.0;6.4;83.0;73.7;69.0
1019;Total male and female;15 to 74 years;Other household member;2020;326.0;238.0;223.0;196.0;122.0;74.0;27.0;22.0;5.0;1.0;0.0;104.0;46.0;29.0;17.0;58.0;20.0;38.0;119.0;15.0;6.4;88.0;73.0;68.3
1020;Total male and female;15 to 74 years;Other household member;2021 1st quarter;336.0;245.0;229.0;199.0;128.0;71.0;30.0;21.0;8.0;0.0;0.0;108.0;45.0;33.0;12.0;63.0;23.0;40.0;121.0;16.0;6.5;91.0;73.0;68.3
1021;Total male and female;15 to 74 years;Other household member;2021 2nd quarter;335.0;261.0;249.0;213.0;132.0;81.0;36.0;28.0;8.0;0.0;0.0;121.0;50.0;33.0;17.0;71.0;32.0;39.0;128.0;12.0;4.4;74.0;77.9;74.4
1022;Total male and female;15 to 74 years;Other household member;2021 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;
1023;Total male and female;15 to 24 years;Total persons;2003 1st quarter;1918.0;1310.0;1182.0;1138.0;666.0;473.0;43.0;35.0;3.0;5.0;0.0;748.0;552.0;435.0;117.0;196.0;70.0;126.0;434.0;129.0;9.8;607.0;68.3;61.6
1024;Total male and female;15 to 24 years;Total persons;2003 2nd quarter;1920.0;1330.0;1201.0;1162.0;670.0;491.0;39.0;32.0;1.0;5.0;0.0;775.0;568.0;441.0;127.0;207.0;80.0;127.0;426.0;129.0;9.7;590.0;69.3;62.6
1025;Total male and female;15 to 24 years;Total persons;2003 3rd quarter;1922.0;1354.0;1222.0;1190.0;664.0;526.0;32.0;27.0;1.0;4.0;0.0;773.0;538.0;401.0;137.0;235.0;89.0;146.0;449.0;132.0;9.8;568.0;70.4;63.6
1026;Total male and female;15 to 24 years;Total persons;2003 4th quarter;1924.0;1311.0;1177.0;1140.0;667.0;473.0;37.0;30.0;1.0;5.0;0.0;758.0;551.0;433.0;118.0;206.0;74.0;133.0;419.0;134.0;10.2;613.0;68.1;61.2
1027;Total male and female;15 to 24 years;Total persons;2003;1921.0;1326.0;1195.0;1157.0;667.0;491.0;38.0;31.0;2.0;5.0;0.0;763.0;553.0;428.0;125.0;211.0;78.0;133.0;432.0;131.0;9.9;595.0;69.0;62.2
1028;Total male and female;15 to 24 years;Total persons;2004 1st quarter;1926.0;1289.0;1139.0;1103.0;643.0;460.0;36.0;30.0;2.0;4.0;0.0;740.0;549.0;430.0;119.0;191.0;67.0;124.0;399.0;151.0;11.7;637.0;67.0;59.1
1029;Total male and female;15 to 24 years;Total persons;2004 2nd quarter;1928.0;1304.0;1155.0;1115.0;628.0;487.0;40.0;34.0;3.0;3.0;0.0;755.0;564.0;436.0;129.0;191.0;75.0;116.0;400.0;150.0;11.5;623.0;67.7;59.9
1030;Total male and female;15 to 24 years;Total persons;2004 3rd quarter;1930.0;1321.0;1176.0;1137.0;612.0;525.0;39.0;30.0;4.0;5.0;0.0;747.0;528.0;399.0;130.0;219.0;89.0;130.0;429.0;145.0;10.9;609.0;68.4;60.9
1031;Total male and female;15 to 24 years;Total persons;2004 4th quarter;1932.0;1286.0;1137.0;1096.0;601.0;495.0;41.0;34.0;3.0;4.0;0.0;752.0;562.0;448.0;114.0;190.0;72.0;118.0;384.0;149.0;11.6;646.0;66.6;58.8
1032;Total male and female;15 to 24 years;Total persons;2004;1929.0;1300.0;1152.0;1113.0;621.0;492.0;39.0;32.0;3.0;4.0;0.0;748.0;551.0;428.0;123.0;198.0;76.0;122.0;403.0;149.0;11.4;629.0;67.4;59.7
1033;Total male and female;15 to 24 years;Total persons;2005 1st quarter;1934.0;1281.0;1117.0;1072.0;591.0;481.0;44.0;37.0;4.0;4.0;0.0;748.0;565.0;450.0;114.0;184.0;70.0;113.0;368.0;164.0;12.8;653.0;66.2;57.7
1034;Total male and female;15 to 24 years;Total persons;2005 2nd quarter;1936.0;1306.0;1149.0;1103.0;590.0;513.0;45.0;34.0;4.0;6.0;1.0;769.0;573.0;449.0;125.0;196.0;80.0;116.0;379.0;157.0;12.0;630.0;67.5;59.3
1035;Total male and female;15 to 24 years;Total persons;2005 3rd quarter;1938.0;1328.0;1178.0;1139.0;582.0;557.0;39.0;30.0;4.0;4.0;0.0;765.0;543.0;411.0;132.0;222.0;95.0;127.0;414.0;150.0;11.3;609.0;68.6;60.8
1036;Total male and female;15 to 24 years;Total persons;2005 4th quarter;1939.0;1300.0;1153.0;1113.0;582.0;531.0;40.0;32.0;4.0;4.0;1.0;775.0;581.0;454.0;128.0;194.0;74.0;120.0;379.0;147.0;11.3;639.0;67.1;59.5
1037;Total male and female;15 to 24 years;Total persons;2005;1937.0;1304.0;1149.0;1107.0;586.0;521.0;42.0;33.0;4.0;5.0;1.0;764.0;565.0;441.0;125.0;199.0;80.0;119.0;385.0;154.0;11.8;633.0;67.3;59.3
1038;Total male and female;15 to 24 years;Total persons;2006 1st quarter;1941.0;1285.0;1135.0;1091.0;568.0;524.0;43.0;35.0;3.0;5.0;0.0;769.0;583.0;458.0;125.0;187.0;76.0;111.0;365.0;150.0;11.7;656.0;66.2;58.4
1039;Total male and female;15 to 24 years;Total persons;2006 2nd quarter;1943.0;1294.0;1168.0;1124.0;565.0;559.0;43.0;36.0;4.0;3.0;0.0;792.0;595.0;460.0;135.0;197.0;81.0;116.0;376.0;127.0;9.8;649.0;66.6;60.1
1040;Total male and female;15 to 24 years;Total persons;2006 3rd quarter;1945.0;1332.0;1209.0;1169.0;558.0;610.0;40.0;31.0;4.0;4.0;0.0;783.0;570.0;422.0;147.0;213.0;92.0;122.0;426.0;123.0;9.2;613.0;68.5;62.2
1041;Total male and female;15 to 24 years;Total persons;2006 4th quarter;1947.0;1314.0;1191.0;1139.0;568.0;570.0;51.0;40.0;4.0;7.0;0.0;795.0;605.0;470.0;135.0;190.0;81.0;109.0;396.0;124.0;9.4;633.0;67.5;61.1
1042;Total male and female;15 to 24 years;Total persons;2006;1944.0;1306.0;1175.0;1131.0;565.0;566.0;45.0;36.0;4.0;5.0;0.0;785.0;588.0;453.0;135.0;197.0;82.0;114.0;391.0;131.0;10.0;638.0;67.2;60.5
1043;Total male and female;15 to 24 years;Total persons;2007 1st quarter;1951.0;1322.0;1185.0;1133.0;558.0;575.0;52.0;40.0;5.0;7.0;0.0;795.0;616.0;473.0;144.0;179.0;75.0;104.0;390.0;136.0;10.3;629.0;67.8;60.8
1044;Total male and female;15 to 24 years;Total persons;2007 2nd quarter;1955.0;1355.0;1229.0;1177.0;563.0;615.0;52.0;40.0;5.0;7.0;0.0;838.0;634.0;475.0;159.0;203.0;93.0;110.0;391.0;126.0;9.3;600.0;69.3;62.9
1045;Total male and female;15 to 24 years;Total persons;2007 3rd quarter;1959.0;1400.0;1272.0;1226.0;562.0;664.0;46.0;36.0;4.0;6.0;0.0;846.0;615.0;442.0;173.0;231.0;107.0;124.0;426.0;128.0;9.1;559.0;71.4;64.9
1046;Total male and female;15 to 24 years;Total persons;2007 4th quarter;1964.0;1371.0;1251.0;1204.0;576.0;628.0;46.0;40.0;2.0;4.0;0.0;851.0;642.0;490.0;153.0;209.0;88.0;120.0;400.0;120.0;8.8;593.0;69.8;63.7
1047;Total male and female;15 to 24 years;Total persons;2007;1957.0;1362.0;1234.0;1185.0;565.0;620.0;49.0;39.0;4.0;6.0;0.0;832.0;627.0;470.0;157.0;205.0;91.0;115.0;402.0;128.0;9.4;595.0;69.6;63.1
1048;Total male and female;15 to 24 years;Total persons;2008 1st quarter;1969.0;1367.0;1240.0;1190.0;581.0;609.0;49.0;43.0;2.0;5.0;0.0;863.0;655.0;494.0;160.0;208.0;85.0;123.0;377.0;127.0;9.3;603.0;69.4;63.0
1049;Total male and female;15 to 24 years;Total persons;2008 2nd quarter;1975.0;1395.0;1274.0;1220.0;573.0;647.0;54.0;48.0;3.0;4.0;0.0;884.0;658.0;488.0;170.0;226.0;96.0;131.0;390.0;121.0;8.6;580.0;70.6;64.5
1050;Total male and female;15 to 24 years;Total persons;2008 3rd quarter;1981.0;1416.0;1302.0;1252.0;585.0;668.0;49.0;41.0;3.0;5.0;1.0;878.0;618.0;449.0;169.0;260.0;116.0;144.0;424.0;114.0;8.1;565.0;71.5;65.7
1051;Total male and female;15 to 24 years;Total persons;2008 4th quarter;1988.0;1387.0;1270.0;1218.0;576.0;641.0;52.0;45.0;2.0;4.0;1.0;880.0;646.0;491.0;156.0;233.0;98.0;135.0;391.0;116.0;8.4;601.0;69.8;63.9
1052;Total male and female;15 to 24 years;Total persons;2008;1978.0;1391.0;1272.0;1220.0;579.0;641.0;51.0;44.0;3.0;5.0;1.0;876.0;644.0;480.0;164.0;232.0;99.0;133.0;396.0;119.0;8.6;587.0;70.3;64.3
1053;Total male and female;15 to 24 years;Total persons;2009 1st quarter;1992.0;1393.0;1256.0;1196.0;571.0;626.0;59.0;51.0;3.0;5.0;1.0;888.0;660.0;502.0;158.0;227.0;96.0;132.0;369.0;137.0;9.8;599.0;69.9;63.1
1054;Total male and female;15 to 24 years;Total persons;2009 2nd quarter;1995.0;1407.0;1268.0;1213.0;568.0;645.0;54.0;46.0;2.0;6.0;1.0;911.0;672.0;498.0;175.0;239.0;102.0;137.0;357.0;139.0;9.9;589.0;70.5;63.6
1055;Total male and female;15 to 24 years;Total persons;2009 3rd quarter;1998.0;1418.0;1274.0;1221.0;543.0;678.0;53.0;45.0;2.0;6.0;0.0;893.0;628.0;463.0;165.0;265.0;122.0;143.0;381.0;144.0;10.1;581.0;70.9;63.7
1056;Total male and female;15 to 24 years;Total persons;2009 4th quarter;2002.0;1376.0;1226.0;1169.0;532.0;638.0;56.0;47.0;2.0;7.0;0.0;884.0;659.0;510.0;149.0;225.0;99.0;125.0;342.0;151.0;11.0;625.0;68.8;61.2
1057;Total male and female;15 to 24 years;Total persons;2009;1997.0;1398.0;1256.0;1200.0;553.0;647.0;56.0;47.0;2.0;6.0;0.0;894.0;655.0;494.0;161.0;239.0;105.0;134.0;362.0;143.0;10.2;598.0;70.0;62.9
1058;Total male and female;15 to 24 years;Total persons;2010 1st quarter;2004.0;1361.0;1196.0;1141.0;505.0;636.0;55.0;47.0;2.0;5.0;0.0;875.0;667.0;512.0;154.0;208.0;88.0;120.0;321.0;165.0;12.1;643.0;67.9;59.7
1059;Total male and female;15 to 24 years;Total persons;2010 2nd quarter;2006.0;1371.0;1219.0;1161.0;495.0;666.0;57.0;50.0;3.0;5.0;0.0;899.0;673.0;511.0;162.0;226.0;103.0;123.0;320.0;153.0;11.1;634.0;68.4;60.8
1060;Total male and female;15 to 24 years;Total persons;2010 3rd quarter;2007.0;1391.0;1245.0;1193.0;494.0;699.0;51.0;44.0;2.0;5.0;0.0;906.0;637.0;473.0;164.0;269.0;130.0;139.0;339.0;146.0;10.5;616.0;69.3;62.0
1061;Total male and female;15 to 24 years;Total persons;2010 4th quarter;2009.0;1354.0;1212.0;1154.0;498.0;656.0;58.0;49.0;3.0;6.0;0.0;891.0;666.0;507.0;160.0;225.0;101.0;124.0;321.0;143.0;10.5;654.0;67.4;60.3
1062;Total male and female;15 to 24 years;Total persons;2010;2006.0;1370.0;1218.0;1162.0;498.0;664.0;55.0;47.0;3.0;5.0;0.0;893.0;661.0;501.0;160.0;232.0;105.0;127.0;325.0;152.0;11.1;637.0;68.3;60.7
1063;Total male and female;15 to 24 years;Total persons;2011 1st quarter;2010.0;1336.0;1194.0;1136.0;504.0;632.0;57.0;52.0;3.0;3.0;0.0;887.0;659.0;509.0;151.0;227.0;99.0;128.0;307.0;142.0;10.7;674.0;66.5;59.4
1064;Total male and female;15 to 24 years;Total persons;2011 2nd quarter;2010.0;1355.0;1228.0;1175.0;491.0;684.0;53.0;46.0;4.0;4.0;0.0;911.0;679.0;517.0;162.0;232.0;106.0;126.0;317.0;126.0;9.3;655.0;67.4;61.1
1065;Total male and female;15 to 24 years;Total persons;2011 3rd quarter;2011.0;1397.0;1262.0;1214.0;488.0;726.0;48.0;42.0;4.0;3.0;0.0;929.0;665.0;480.0;185.0;264.0;124.0;140.0;333.0;135.0;9.6;614.0;69.5;62.8
1066;Total male and female;15 to 24 years;Total persons;2011 4th quarter;2011.0;1387.0;1243.0;1189.0;484.0;705.0;54.0;46.0;3.0;5.0;0.0;930.0;696.0;526.0;169.0;234.0;105.0;129.0;313.0;144.0;10.4;624.0;69.0;61.8
1067;Total male and female;15 to 24 years;Total persons;2011;2010.0;1369.0;1232.0;1179.0;492.0;687.0;53.0;46.0;3.0;4.0;0.0;914.0;675.0;508.0;167.0;239.0;109.0;131.0;318.0;137.0;10.0;642.0;68.1;61.3
1068;Total male and female;15 to 24 years;Total persons;2012 1st quarter;2014.0;1378.0;1210.0;1154.0;477.0;677.0;55.0;47.0;4.0;5.0;0.0;912.0;679.0;520.0;160.0;233.0;107.0;126.0;298.0;168.0;12.2;636.0;68.4;60.1
1069;Total male and female;15 to 24 years;Total persons;2012 2nd quarter;2020.0;1391.0;1233.0;1181.0;464.0;717.0;52.0;44.0;3.0;4.0;0.0;932.0;689.0;520.0;169.0;243.0;114.0;129.0;301.0;158.0;11.4;629.0;68.9;61.0
1070;Total male and female;15 to 24 years;Total persons;2012 3rd quarter;2026.0;1425.0;1263.0;1215.0;463.0;752.0;47.0;41.0;2.0;4.0;0.0;945.0;674.0;498.0;175.0;271.0;129.0;142.0;319.0;162.0;11.4;601.0;70.4;62.4
1071;Total male and female;15 to 24 years;Total persons;2012 4th quarter;2032.0;1406.0;1238.0;1186.0;432.0;753.0;53.0;46.0;3.0;4.0;0.0;943.0;701.0;542.0;158.0;243.0;111.0;132.0;295.0;167.0;11.9;626.0;69.2;61.0
1072;Total male and female;15 to 24 years;Total persons;2012;2023.0;1400.0;1236.0;1184.0;459.0;725.0;52.0;44.0;3.0;4.0;0.0;933.0;686.0;520.0;166.0;247.0;115.0;132.0;303.0;164.0;11.7;623.0;69.2;61.1
1073;Total male and female;15 to 24 years;Total persons;2013 1st quarter;2036.0;1393.0;1208.0;1144.0;420.0;724.0;64.0;57.0;2.0;4.0;0.0;922.0;696.0;539.0;157.0;225.0;114.0;111.0;286.0;185.0;13.3;643.0;68.4;59.3
1074;Total male and female;15 to 24 years;Total persons;2013 2nd quarter;2038.0;1413.0;1234.0;1165.0;417.0;749.0;68.0;62.0;2.0;4.0;0.0;946.0;714.0;543.0;171.0;232.0;110.0;122.0;287.0;179.0;12.7;626.0;69.3;60.5
1075;Total male and female;15 to 24 years;Total persons;2013 3rd quarter;2041.0;1435.0;1244.0;1175.0;407.0;768.0;70.0;62.0;3.0;4.0;0.0;938.0;674.0;506.0;168.0;264.0;130.0;133.0;307.0;190.0;13.3;606.0;70.3;61.0
1076;Total male and female;15 to 24 years;Total persons;2013 4th quarter;2044.0;1405.0;1216.0;1148.0;403.0;745.0;68.0;62.0;2.0;4.0;0.0;940.0;714.0;558.0;156.0;226.0;99.0;127.0;276.0;189.0;13.5;638.0;68.8;59.5
1077;Total male and female;15 to 24 years;Total persons;2013;2040.0;1411.0;1225.0;1158.0;412.0;746.0;67.0;61.0;3.0;4.0;0.0;936.0;700.0;537.0;163.0;237.0;113.0;123.0;289.0;186.0;13.2;628.0;69.2;60.1
1078;Total male and female;15 to 24 years;Total persons;2014 1st quarter;2045.0;1366.0;1170.0;1108.0;390.0;718.0;62.0;56.0;3.0;4.0;0.0;903.0;690.0;550.0;140.0;213.0;103.0;110.0;267.0;196.0;14.4;679.0;66.8;57.2
1079;Total male and female;15 to 24 years;Total persons;2014 2nd quarter;2045.0;1370.0;1194.0;1129.0;384.0;744.0;65.0;58.0;3.0;4.0;0.0;928.0;703.0;547.0;157.0;225.0;116.0;109.0;266.0;176.0;12.9;675.0;67.0;58.4
1080;Total male and female;15 to 24 years;Total persons;2014 3rd quarter;2045.0;1396.0;1229.0;1170.0;373.0;796.0;59.0;49.0;4.0;6.0;0.0;942.0;694.0;518.0;176.0;249.0;124.0;125.0;286.0;168.0;12.0;649.0;68.3;60.1
1081;Total male and female;15 to 24 years;Total persons;2014 4th quarter;2045.0;1378.0;1217.0;1152.0;380.0;772.0;65.0;57.0;2.0;5.0;0.0;955.0;727.0;565.0;162.0;227.0;106.0;121.0;262.0;161.0;11.7;668.0;67.4;59.5
1082;Total male and female;15 to 24 years;Total persons;2014;2045.0;1378.0;1202.0;1140.0;382.0;758.0;63.0;55.0;3.0;5.0;0.0;932.0;703.0;545.0;159.0;228.0;112.0;116.0;270.0;175.0;12.7;668.0;67.4;58.8
1083;Total male and female;15 to 24 years;Total persons;2015 1st quarter;2046.0;1382.0;1218.0;1152.0;384.0;767.0;66.0;59.0;1.0;5.0;0.0;966.0;737.0;574.0;162.0;229.0;111.0;117.0;252.0;164.0;11.9;664.0;67.5;59.5
1084;Total male and female;15 to 24 years;Total persons;2015 2nd quarter;2048.0;1411.0;1256.0;1183.0;376.0;807.0;73.0;64.0;3.0;6.0;0.0;990.0;756.0;584.0;172.0;234.0;116.0;119.0;266.0;155.0;11.0;637.0;68.9;61.3
1085;Total male and female;15 to 24 years;Total persons;2015 3rd quarter;2049.0;1427.0;1270.0;1198.0;356.0;843.0;71.0;61.0;2.0;8.0;0.0;982.0;711.0;528.0;184.0;271.0;136.0;135.0;287.0;158.0;11.0;622.0;69.7;62.0
1086;Total male and female;15 to 24 years;Total persons;2015 4th quarter;2050.0;1389.0;1235.0;1162.0;356.0;806.0;73.0;65.0;2.0;6.0;0.0;969.0;741.0;569.0;172.0;228.0;110.0;118.0;266.0;154.0;11.1;661.0;67.8;60.2
1087;Total male and female;15 to 24 years;Total persons;2015;2048.0;1402.0;1245.0;1174.0;368.0;806.0;71.0;62.0;2.0;6.0;0.0;977.0;736.0;564.0;172.0;240.0;118.0;122.0;268.0;158.0;11.3;646.0;68.5;60.8
1088;Total male and female;15 to 24 years;Total persons;2016 1st quarter;2055.0;1380.0;1215.0;1134.0;340.0;795.0;81.0;72.0;3.0;6.0;0.0;956.0;736.0;569.0;167.0;220.0;108.0;113.0;259.0;165.0;12.0;674.0;67.2;59.1
1089;Total male and female;15 to 24 years;Total persons;2016 2nd quarter;2062.0;1413.0;1259.0;1182.0;346.0;836.0;77.0;67.0;3.0;7.0;0.0;998.0;753.0;571.0;182.0;245.0;125.0;120.0;261.0;154.0;10.9;648.0;68.6;61.1
1090;Total male and female;15 to 24 years;Total persons;2016 3rd quarter;2069.0;1436.0;1288.0;1224.0;349.0;875.0;64.0;57.0;4.0;4.0;0.0;1003.0;716.0;525.0;191.0;287.0;147.0;140.0;285.0;148.0;10.3;632.0;69.4;62.3
1091;Total male and female;15 to 24 years;Total persons;2016 4th quarter;2076.0;1404.0;1262.0;1194.0;358.0;836.0;67.0;60.0;3.0;4.0;0.0;985.0;748.0;566.0;181.0;237.0;107.0;130.0;277.0;142.0;10.1;672.0;67.6;60.8
1092;Total male and female;15 to 24 years;Total persons;2016;2065.0;1408.0;1256.0;1184.0;348.0;835.0;72.0;64.0;3.0;5.0;0.0;986.0;738.0;558.0;180.0;247.0;122.0;126.0;271.0;152.0;10.8;657.0;68.2;60.8
1093;Total male and female;15 to 24 years;Total persons;2017 1st quarter;2082.0;1394.0;1250.0;1182.0;344.0;838.0;68.0;62.0;4.0;3.0;0.0;989.0;750.0;579.0;171.0;239.0;107.0;133.0;261.0;144.0;10.3;687.0;67.0;60.1
1094;Total male and female;15 to 24 years;Total persons;2017 2nd quarter;2086.0;1420.0;1292.0;1228.0;343.0;885.0;63.0;58.0;2.0;4.0;0.0;1028.0;780.0;588.0;192.0;248.0;119.0;130.0;264.0;128.0;9.0;666.0;68.1;61.9
1095;Total male and female;15 to 24 years;Total persons;2017 3rd quarter;2090.0;1460.0;1337.0;1279.0;353.0;926.0;58.0;53.0;2.0;3.0;0.0;1030.0;757.0;552.0;205.0;273.0;134.0;139.0;307.0;123.0;8.4;629.0;69.9;64.0
1096;Total male and female;15 to 24 years;Total persons;2017 4th quarter;2094.0;1433.0;1322.0;1263.0;379.0;884.0;59.0;54.0;3.0;3.0;0.0;1033.0;788.0;597.0;191.0;245.0;115.0;130.0;289.0;111.0;7.7;661.0;68.4;63.1
1097;Total male and female;15 to 24 years;Total persons;2017;2088.0;1427.0;1300.0;1238.0;355.0;883.0;62.0;57.0;3.0;3.0;0.0;1020.0;769.0;579.0;190.0;251.0;118.0;133.0;280.0;126.0;8.9;661.0;68.3;62.3
1098;Total male and female;15 to 24 years;Total persons;2018 1st quarter;2097.0;1420.0;1309.0;1247.0;373.0;874.0;62.0;56.0;3.0;2.0;0.0;1035.0;784.0;597.0;187.0;250.0;114.0;136.0;274.0;111.0;7.8;677.0;67.7;62.4
1099;Total male and female;15 to 24 years;Total persons;2018 2nd quarter;2099.0;1441.0;1341.0;1273.0;382.0;891.0;68.0;62.0;4.0;3.0;0.0;1061.0;785.0;588.0;197.0;276.0;135.0;141.0;281.0;100.0;6.9;658.0;68.7;63.9
1100;Total male and female;15 to 24 years;Total persons;2018 3rd quarter;2102.0;1474.0;1367.0;1306.0;399.0;907.0;61.0;56.0;2.0;3.0;0.0;1041.0;742.0;541.0;201.0;299.0;150.0;149.0;326.0;107.0;7.3;628.0;70.1;65.0
1101;Total male and female;15 to 24 years;Total persons;2018 4th quarter;2104.0;1452.0;1356.0;1292.0;400.0;892.0;64.0;59.0;3.0;2.0;0.0;1060.0;794.0;595.0;198.0;266.0;121.0;146.0;296.0;96.0;6.6;652.0;69.0;64.4
1102;Total male and female;15 to 24 years;Total persons;2018;2101.0;1447.0;1343.0;1280.0;388.0;891.0;64.0;58.0;3.0;2.0;0.0;1049.0;776.0;580.0;196.0;273.0;130.0;143.0;294.0;104.0;7.2;654.0;68.9;63.9
1103;Total male and female;15 to 24 years;Total persons;2019 1st quarter;2108.0;1449.0;1347.0;1278.0;406.0;872.0;69.0;63.0;3.0;3.0;0.0;1070.0;800.0;598.0;202.0;271.0;132.0;138.0;277.0;102.0;7.0;659.0;68.7;63.9
1104;Total male and female;15 to 24 years;Total persons;2019 2nd quarter;2112.0;1479.0;1386.0;1316.0;419.0;897.0;70.0;64.0;3.0;3.0;0.0;1092.0;814.0;601.0;213.0;278.0;134.0;144.0;294.0;93.0;6.3;634.0;70.0;65.6
1105;Total male and female;15 to 24 years;Total persons;2019 3rd quarter;2117.0;1503.0;1400.0;1332.0;425.0;907.0;68.0;61.0;3.0;4.0;0.0;1083.0;767.0;552.0;214.0;316.0;151.0;165.0;317.0;102.0;6.8;614.0;71.0;66.2
1106;Total male and female;15 to 24 years;Total persons;2019 4th quarter;2121.0;1491.0;1389.0;1318.0;436.0;882.0;71.0;62.0;4.0;4.0;0.0;1078.0;810.0;596.0;214.0;268.0;126.0;143.0;311.0;102.0;6.9;630.0;70.3;65.5
1107;Total male and female;15 to 24 years;Total persons;2019;2115.0;1480.0;1381.0;1311.0;422.0;890.0;70.0;63.0;3.0;4.0;0.0;1081.0;798.0;587.0;211.0;283.0;136.0;148.0;300.0;100.0;6.7;634.0;70.0;65.3
1108;Total male and female;15 to 24 years;Total persons;2020 1st quarter;2124.0;1475.0;1374.0;1300.0;439.0;860.0;75.0;66.0;4.0;5.0;0.0;1078.0;805.0;601.0;204.0;273.0;119.0;154.0;297.0;100.0;6.8;649.0;69.4;64.7
1109;Total male and female;15 to 24 years;Total persons;2020 2nd quater;2125.0;1422.0;1287.0;1212.0;419.0;793.0;75.0;68.0;4.0;3.0;0.0;1002.0;748.0;564.0;184.0;254.0;119.0;135.0;285.0;135.0;9.5;703.0;66.9;60.6
1110;Total male and female;15 to 24 years;Total persons;2020 3rd quarter;2125.0;1479.0;1320.0;1250.0;434.0;816.0;70.0;64.0;4.0;3.0;0.0;1028.0;741.0;538.0;203.0;287.0;143.0;144.0;292.0;159.0;10.8;646.0;69.6;62.1
