ID;Geslacht;Leeftijdsklasse;Herkomstgroepering;SBI93;Perioden;AantalWerknemers_1;PercentageWerknemersInEconAct_2;GemiddeldBrutoLoonSVPerWerknemer_3
2958;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;7;vrijdag 28 september 2007;1.2;0.0;33.1
2959;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;7;vrijdag 26 september 2008;1.3;0.0;34.6
2960;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;8;vrijdag 24 september 1999;11.9;3.0;19.4
2961;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;8;vrijdag 29 september 2000;13.8;3.0;20.4
2962;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;8;vrijdag 28 september 2001;14.5;3.0;22.2
2963;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;8;vrijdag 27 september 2002;14.0;3.0;23.4
2964;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;8;vrijdag 26 september 2003;13.4;2.0;24.4
2965;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;8;vrijdag 24 september 2004;12.4;2.0;25.5
2966;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;8;vrijdag 30 september 2005;12.8;2.0;25.6
2967;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;8;vrijdag 29 september 2006;13.5;2.0;26.9
2968;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;8;vrijdag 28 september 2007;15.0;2.0;27.0
2969;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;8;vrijdag 26 september 2008;16.3;2.0;28.3
2970;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;9;vrijdag 24 september 1999;278.7;61.0;13.6
2971;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;9;vrijdag 29 september 2000;302.7;61.0;14.7
2972;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;9;vrijdag 28 september 2001;314.4;59.0;16.1
2973;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;9;vrijdag 27 september 2002;321.2;59.0;16.7
2974;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;9;vrijdag 26 september 2003;317.1;59.0;17.2
2975;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;9;vrijdag 24 september 2004;317.3;59.0;17.5
2976;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;9;vrijdag 30 september 2005;333.8;60.0;17.7
2977;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;9;vrijdag 29 september 2006;370.8;62.0;18.5
2978;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;9;vrijdag 28 september 2007;404.1;63.0;19.3
2979;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;9;vrijdag 26 september 2008;423.1;63.0;20.1
2980;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;50-52 Handel en reparatie;vrijdag 24 september 1999;63.6;14.0;12.7
2981;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;50-52 Handel en reparatie;vrijdag 29 september 2000;72.4;14.0;13.5
2982;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;50-52 Handel en reparatie;vrijdag 28 september 2001;79.4;15.0;14.6
2983;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;50-52 Handel en reparatie;vrijdag 27 september 2002;81.1;15.0;15.0
2984;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;50-52 Handel en reparatie;vrijdag 26 september 2003;81.7;15.0;15.7
2985;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;50-52 Handel en reparatie;vrijdag 24 september 2004;79.5;15.0;16.3
2986;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;50-52 Handel en reparatie;vrijdag 30 september 2005;80.9;15.0;16.4
2987;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;50-52 Handel en reparatie;vrijdag 29 september 2006;84.7;14.0;17.0
2988;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;50-52 Handel en reparatie;vrijdag 28 september 2007;94.4;15.0;17.3
2989;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;50-52 Handel en reparatie;vrijdag 26 september 2008;103.0;15.0;17.6
2990;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;55 Horeca;vrijdag 24 september 1999;30.5;7.0;10.2
2991;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;55 Horeca;vrijdag 29 september 2000;33.0;7.0;10.6
2992;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;55 Horeca;vrijdag 28 september 2001;35.4;7.0;11.1
2993;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;55 Horeca;vrijdag 27 september 2002;37.5;7.0;11.3
2994;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;55 Horeca;vrijdag 26 september 2003;38.2;7.0;11.6
2995;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;55 Horeca;vrijdag 24 september 2004;38.5;7.0;11.6
2996;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;55 Horeca;vrijdag 30 september 2005;40.5;7.0;11.5
2997;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;55 Horeca;vrijdag 29 september 2006;43.8;7.0;11.5
2998;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;55 Horeca;vrijdag 28 september 2007;46.4;7.0;11.6
2999;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;55 Horeca;vrijdag 26 september 2008;48.6;7.0;11.8
3000;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;60-64 Vervoer, opslag en communicatie;vrijdag 24 september 1999;22.8;5.0;21.9
3001;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;60-64 Vervoer, opslag en communicatie;vrijdag 29 september 2000;27.3;5.0;22.5
3002;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;60-64 Vervoer, opslag en communicatie;vrijdag 28 september 2001;29.3;6.0;23.6
3003;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;60-64 Vervoer, opslag en communicatie;vrijdag 27 september 2002;32.3;6.0;23.4
3004;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;60-64 Vervoer, opslag en communicatie;vrijdag 26 september 2003;31.8;6.0;23.9
3005;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;60-64 Vervoer, opslag en communicatie;vrijdag 24 september 2004;31.7;6.0;24.8
3006;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;60-64 Vervoer, opslag en communicatie;vrijdag 30 september 2005;30.8;6.0;25.7
3007;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;60-64 Vervoer, opslag en communicatie;vrijdag 29 september 2006;29.9;5.0;26.7
3008;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;60-64 Vervoer, opslag en communicatie;vrijdag 28 september 2007;34.4;5.0;27.3
3009;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;60-64 Vervoer, opslag en communicatie;vrijdag 26 september 2008;36.3;5.0;27.9
3010;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;65-67 Financiële instellingen;vrijdag 24 september 1999;14.2;3.0;21.7
3011;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;65-67 Financiële instellingen;vrijdag 29 september 2000;15.8;3.0;24.3
3012;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;65-67 Financiële instellingen;vrijdag 28 september 2001;16.4;3.0;28.6
3013;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;65-67 Financiële instellingen;vrijdag 27 september 2002;15.5;3.0;31.4
3014;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;65-67 Financiële instellingen;vrijdag 26 september 2003;15.7;3.0;32.1
3015;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;65-67 Financiële instellingen;vrijdag 24 september 2004;15.2;3.0;34.0
3016;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;65-67 Financiële instellingen;vrijdag 30 september 2005;16.6;3.0;35.3
3017;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;65-67 Financiële instellingen;vrijdag 29 september 2006;17.7;3.0;38.0
3018;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;65-67 Financiële instellingen;vrijdag 28 september 2007;20.4;3.0;38.6
3019;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;65-67 Financiële instellingen;vrijdag 26 september 2008;22.8;3.0;38.7
3020;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 24 september 1999;147.7;32.0;12.6
3021;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 29 september 2000;154.2;31.0;13.7
3022;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 28 september 2001;153.9;29.0;15.3
3023;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 27 september 2002;154.8;28.0;15.9
3024;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 26 september 2003;149.7;28.0;16.5
3025;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 24 september 2004;152.4;28.0;16.5
3026;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 30 september 2005;165.1;30.0;16.6
3027;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 29 september 2006;194.8;33.0;17.6
3028;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 28 september 2007;208.6;32.0;18.8
3029;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;70-74 Onroer.goed, zakelijke dienstv.;vrijdag 26 september 2008;212.5;31.0;19.8
3030;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;74501 Uitzendbureaus;vrijdag 24 september 1999;70.6;15.0;9.8
3031;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;74501 Uitzendbureaus;vrijdag 29 september 2000;67.9;14.0;10.7
3032;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;74501 Uitzendbureaus;vrijdag 28 september 2001;62.9;12.0;11.7
3033;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;74501 Uitzendbureaus;vrijdag 27 september 2002;57.7;11.0;12.1
3034;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;74501 Uitzendbureaus;vrijdag 26 september 2003;54.0;10.0;12.5
3035;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;74501 Uitzendbureaus;vrijdag 24 september 2004;57.8;11.0;12.3
3036;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;74501 Uitzendbureaus;vrijdag 30 september 2005;65.0;12.0;12.3
3037;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;74501 Uitzendbureaus;vrijdag 29 september 2006;85.0;14.0;12.8
3038;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;74501 Uitzendbureaus;vrijdag 28 september 2007;87.8;14.0;13.9
3039;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;74501 Uitzendbureaus;vrijdag 26 september 2008;83.5;12.0;14.2
3040;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;747 Reiniging gebouwen,transportmiddelen;vrijdag 24 september 1999;31.2;7.0;10.1
3041;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;747 Reiniging gebouwen,transportmiddelen;vrijdag 29 september 2000;33.5;7.0;10.9
3042;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;747 Reiniging gebouwen,transportmiddelen;vrijdag 28 september 2001;36.6;7.0;12.0
3043;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;747 Reiniging gebouwen,transportmiddelen;vrijdag 27 september 2002;39.0;7.0;11.7
3044;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;747 Reiniging gebouwen,transportmiddelen;vrijdag 26 september 2003;41.0;8.0;11.9
3045;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;747 Reiniging gebouwen,transportmiddelen;vrijdag 24 september 2004;39.7;7.0;11.7
3046;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;747 Reiniging gebouwen,transportmiddelen;vrijdag 30 september 2005;40.6;7.0;11.8
3047;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;747 Reiniging gebouwen,transportmiddelen;vrijdag 29 september 2006;40.8;7.0;13.1
3048;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;747 Reiniging gebouwen,transportmiddelen;vrijdag 28 september 2007;42.0;7.0;13.7
3049;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;747 Reiniging gebouwen,transportmiddelen;vrijdag 26 september 2008;42.2;6.0;14.0
3050;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 24 september 1999;45.9;10.0;18.5
3051;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 29 september 2000;52.8;11.0;19.5
3052;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 28 september 2001;54.4;10.0;21.9
3053;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 27 september 2002;58.1;11.0;22.5
3054;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 26 september 2003;54.7;10.0;23.9
3055;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 24 september 2004;55.0;10.0;24.3
3056;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 30 september 2005;59.6;11.0;24.5
3057;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 29 september 2006;69.0;12.0;26.3
3058;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 28 september 2007;78.9;12.0;27.0
3059;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Rest 70-74 onr.goed, zakelijke dienstv.;vrijdag 26 september 2008;86.7;13.0;28.1
3060;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75-99 Niet-commerciële dienstverlening;vrijdag 24 september 1999;88.6;19.0;18.9
3061;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75-99 Niet-commerciële dienstverlening;vrijdag 29 september 2000;98.2;20.0;19.5
3062;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75-99 Niet-commerciële dienstverlening;vrijdag 28 september 2001;111.3;21.0;21.1
3063;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75-99 Niet-commerciële dienstverlening;vrijdag 27 september 2002;122.5;23.0;21.8
3064;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75-99 Niet-commerciële dienstverlening;vrijdag 26 september 2003;129.2;24.0;22.3
3065;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75-99 Niet-commerciële dienstverlening;vrijdag 24 september 2004;127.5;24.0;22.7
3066;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75-99 Niet-commerciële dienstverlening;vrijdag 30 september 2005;129.4;23.0;23.0
3067;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75-99 Niet-commerciële dienstverlening;vrijdag 29 september 2006;137.9;23.0;24.0
3068;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75-99 Niet-commerciële dienstverlening;vrijdag 28 september 2007;151.0;23.0;24.1
3069;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75-99 Niet-commerciële dienstverlening;vrijdag 26 september 2008;158.3;23.0;25.0
3070;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75 Openbaar bestuur, soc. verzekeringen;vrijdag 24 september 1999;21.6;5.0;22.2
3071;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75 Openbaar bestuur, soc. verzekeringen;vrijdag 29 september 2000;23.8;5.0;22.6
3072;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75 Openbaar bestuur, soc. verzekeringen;vrijdag 28 september 2001;28.8;5.0;24.3
3073;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75 Openbaar bestuur, soc. verzekeringen;vrijdag 27 september 2002;31.1;6.0;25.0
3074;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75 Openbaar bestuur, soc. verzekeringen;vrijdag 26 september 2003;32.4;6.0;25.7
3075;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75 Openbaar bestuur, soc. verzekeringen;vrijdag 24 september 2004;30.2;6.0;27.1
3076;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75 Openbaar bestuur, soc. verzekeringen;vrijdag 30 september 2005;31.0;6.0;27.4
3077;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75 Openbaar bestuur, soc. verzekeringen;vrijdag 29 september 2006;31.0;5.0;30.7
3078;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75 Openbaar bestuur, soc. verzekeringen;vrijdag 28 september 2007;34.9;5.0;29.0
3079;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;75 Openbaar bestuur, soc. verzekeringen;vrijdag 26 september 2008;35.0;5.0;31.6
3080;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;80 Onderwijs;vrijdag 24 september 1999;13.4;3.0;21.5
3081;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;80 Onderwijs;vrijdag 29 september 2000;15.1;3.0;22.1
3082;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;80 Onderwijs;vrijdag 28 september 2001;16.9;3.0;23.7
3083;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;80 Onderwijs;vrijdag 27 september 2002;18.8;3.0;24.4
3084;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;80 Onderwijs;vrijdag 26 september 2003;20.2;4.0;24.9
3085;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;80 Onderwijs;vrijdag 24 september 2004;19.5;4.0;25.2
3086;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;80 Onderwijs;vrijdag 30 september 2005;19.8;4.0;25.1
3087;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;80 Onderwijs;vrijdag 29 september 2006;20.3;3.0;26.5
3088;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;80 Onderwijs;vrijdag 28 september 2007;22.0;3.0;27.0
3089;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;80 Onderwijs;vrijdag 26 september 2008;22.9;3.0;27.5
3090;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;85 Gezondheids- en welzijnszorg;vrijdag 24 september 1999;41.2;9.0;16.9
3091;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;85 Gezondheids- en welzijnszorg;vrijdag 29 september 2000;45.6;9.0;17.4
3092;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;85 Gezondheids- en welzijnszorg;vrijdag 28 september 2001;51.2;10.0;18.9
3093;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;85 Gezondheids- en welzijnszorg;vrijdag 27 september 2002;57.1;11.0;19.5
3094;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;85 Gezondheids- en welzijnszorg;vrijdag 26 september 2003;61.2;11.0;20.0
3095;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;85 Gezondheids- en welzijnszorg;vrijdag 24 september 2004;62.0;12.0;20.2
3096;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;85 Gezondheids- en welzijnszorg;vrijdag 30 september 2005;62.9;11.0;20.4
3097;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;85 Gezondheids- en welzijnszorg;vrijdag 29 september 2006;66.2;11.0;20.8
3098;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;85 Gezondheids- en welzijnszorg;vrijdag 28 september 2007;72.7;11.0;21.3
3099;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;85 Gezondheids- en welzijnszorg;vrijdag 26 september 2008;77.4;11.0;22.0
3100;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 24 september 1999;12.4;3.0;17.5
3101;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 29 september 2000;13.7;3.0;17.9
3102;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 28 september 2001;14.5;3.0;19.6
3103;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 27 september 2002;15.5;3.0;20.2
3104;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 26 september 2003;15.4;3.0;20.5
3105;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 24 september 2004;15.8;3.0;21.2
3106;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 30 september 2005;15.7;3.0;21.8
3107;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 29 september 2006;20.4;3.0;22.2
3108;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 28 september 2007;21.4;3.0;22.4
3109;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;90-99 Milieu, cultuur, recr, ov dienstv.;vrijdag 26 september 2008;23.0;3.0;22.4
3110;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Onbekend;vrijdag 24 september 1999;0.6;0.0;26.9
3111;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Onbekend;vrijdag 29 september 2000;0.6;0.0;28.6
3112;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Onbekend;vrijdag 28 september 2001;0.7;0.0;36.1
3113;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Onbekend;vrijdag 27 september 2002;1.4;0.0;28.8
3114;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Onbekend;vrijdag 26 september 2003;1.6;0.0;27.5
3115;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Onbekend;vrijdag 24 september 2004;1.6;0.0;29.4
3116;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Onbekend;vrijdag 30 september 2005;2.3;0.0;25.9
3117;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Onbekend;vrijdag 29 september 2006;0.8;0.0;20.6
3118;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Onbekend;vrijdag 28 september 2007;0.2;0.0;15.8
3119;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;Onbekend;vrijdag 26 september 2008;0.8;0.0;16.2
3120;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;0;vrijdag 24 september 1999;371.6;100.0;16.9
3121;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;0;vrijdag 29 september 2000;398.3;100.0;18.0
3122;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;0;vrijdag 28 september 2001;415.7;100.0;19.7
3123;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;0;vrijdag 27 september 2002;423.5;100.0;20.3
3124;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;0;vrijdag 26 september 2003;417.3;100.0;21.0
3125;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;0;vrijdag 24 september 2004;407.2;100.0;21.4
3126;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;0;vrijdag 30 september 2005;411.6;100.0;21.6
3127;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;0;vrijdag 29 september 2006;433.5;100.0;22.5
3128;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;0;vrijdag 28 september 2007;461.0;100.0;23.4
3129;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;0;vrijdag 26 september 2008;477.2;100.0;24.2
3130;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;1;vrijdag 24 september 1999;9.7;3.0;13.4
3131;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;1;vrijdag 29 september 2000;10.0;3.0;13.9
3132;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;1;vrijdag 28 september 2001;8.8;2.0;14.5
3133;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;1;vrijdag 27 september 2002;8.2;2.0;15.3
3134;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;1;vrijdag 26 september 2003;7.4;2.0;16.1
3135;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;1;vrijdag 24 september 2004;7.1;2.0;15.8
3136;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;1;vrijdag 30 september 2005;6.4;2.0;16.1
3137;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;1;vrijdag 29 september 2006;5.8;1.0;17.1
3138;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;1;vrijdag 28 september 2007;5.1;1.0;19.1
3139;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;1;vrijdag 26 september 2008;5.1;1.0;19.8
3140;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;2;vrijdag 24 september 1999;72.3;19.0;21.3
3141;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;2;vrijdag 29 september 2000;77.6;19.0;22.3
3142;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;2;vrijdag 28 september 2001;82.0;20.0;23.7
3143;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;2;vrijdag 27 september 2002;78.7;19.0;24.5
3144;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;2;vrijdag 26 september 2003;74.4;18.0;25.5
3145;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;2;vrijdag 24 september 2004;70.8;17.0;26.2
3146;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;2;vrijdag 30 september 2005;68.2;17.0;26.7
3147;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;2;vrijdag 29 september 2006;65.9;15.0;28.1
3148;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;2;vrijdag 28 september 2007;69.4;15.0;29.3
3149;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;2;vrijdag 26 september 2008;74.0;15.0;29.7
3150;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;3;vrijdag 24 september 1999;0.2;0.0;45.2
3151;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;3;vrijdag 29 september 2000;0.2;0.0;47.6
3152;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;3;vrijdag 28 september 2001;0.3;0.0;46.8
3153;Totaal mannen en vrouwen;0;Niet-westerse allochtonen, 1e generatie;3;vrijdag 27 september 2002;0.3;0.0;51.1
