ID;SamenstellingHuishoudenInEersteJaar;SamenstellingHuishoudenInTweedeJaar;Perioden;Koopkrachtontwikkeling_1;k_10ePercentiel_2;k_25ePercentiel_3;k_50ePercentiel_4;k_75ePercentiel_5;k_90ePercentiel_6;PercentageVanDeBevolking_7;PercentageVanCategorieIn1eJaar_8;PercentageMetInkomensdaling_9
824;Alleenstaande man;Eenoudergezin, alleen kinderen < 18;2015;;;;;;;0.0;0.0;
825;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2001;;;;;;;0.0;1.0;
826;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2002;;;;;;;0.0;1.0;
827;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2003;;;;;;;0.0;1.0;
828;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2004;;;;;;;0.0;1.0;
829;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2005;;;;;;;0.0;1.0;
830;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2006;;;;;;;0.0;1.0;
831;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2007;;;;;;;0.0;1.0;
832;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2008;;;;;;;0.0;0.0;
833;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2009;;;;;;;0.0;1.0;
834;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2010;;;;;;;0.0;1.0;
835;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2011;;;;;;;0.0;1.0;
836;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2012;;;;;;;0.0;1.0;
837;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2013;;;;;;;0.0;1.0;
838;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2014;;;;;;;0.0;1.0;
839;Alleenstaande man;Eenoudergezin, minstens één kind >= 18;2015;63.5;-17.0;3.7;63.5;170.5;339.0;0.0;1.0;23.0
840;Alleenstaande man;Overig meerpersoonshuishouden;2001;26.9;-30.0;-11.5;26.9;69.1;108.0;0.0;2.0;36.0
841;Alleenstaande man;Overig meerpersoonshuishouden;2002;11.7;-37.0;-22.0;11.7;60.2;126.0;0.0;2.0;41.0
842;Alleenstaande man;Overig meerpersoonshuishouden;2003;13.0;-36.0;-12.2;13.0;49.2;91.0;0.0;2.0;36.0
843;Alleenstaande man;Overig meerpersoonshuishouden;2004;18.1;-29.0;-7.8;18.1;55.4;123.0;0.0;3.0;32.0
844;Alleenstaande man;Overig meerpersoonshuishouden;2005;33.0;-23.0;-1.9;33.0;69.6;128.0;0.0;4.0;28.0
845;Alleenstaande man;Overig meerpersoonshuishouden;2006;21.2;-21.0;-0.9;21.2;75.5;154.0;0.0;3.0;26.0
846;Alleenstaande man;Overig meerpersoonshuishouden;2007;23.0;-27.0;-9.5;23.0;81.0;118.0;0.0;2.0;36.0
847;Alleenstaande man;Overig meerpersoonshuishouden;2008;13.5;-31.0;-10.7;13.5;57.2;113.0;0.0;2.0;34.0
848;Alleenstaande man;Overig meerpersoonshuishouden;2009;27.1;-22.0;-1.7;27.1;89.4;251.0;0.0;3.0;26.0
849;Alleenstaande man;Overig meerpersoonshuishouden;2010;80.3;-4.0;28.0;80.3;142.7;243.0;0.0;2.0;11.0
850;Alleenstaande man;Overig meerpersoonshuishouden;2011;64.1;-3.0;18.2;64.1;147.7;281.0;0.0;2.0;13.0
851;Alleenstaande man;Overig meerpersoonshuishouden;2012;47.7;-15.0;10.6;47.7;105.5;200.0;0.0;2.0;19.0
852;Alleenstaande man;Overig meerpersoonshuishouden;2013;58.0;-15.0;11.5;58.0;135.6;277.0;0.0;2.0;18.0
853;Alleenstaande man;Overig meerpersoonshuishouden;2014;;;;;;;0.0;2.0;
854;Alleenstaande man;Overig meerpersoonshuishouden;2015;75.5;-12.0;30.1;75.5;149.2;281.0;0.0;2.0;14.0
855;Alleenstaande man, tot 65 jaar;Totaal personen;2001;7.4;-15.0;-0.5;7.4;21.9;55.0;5.0;100.0;26.0
856;Alleenstaande man, tot 65 jaar;Totaal personen;2002;2.1;-19.0;-4.2;2.1;12.9;38.0;5.0;100.0;37.0
857;Alleenstaande man, tot 65 jaar;Totaal personen;2003;0.8;-19.0;-5.4;0.8;10.6;34.0;5.0;100.0;45.0
858;Alleenstaande man, tot 65 jaar;Totaal personen;2004;1.1;-19.0;-4.4;1.1;12.5;42.0;6.0;100.0;45.0
859;Alleenstaande man, tot 65 jaar;Totaal personen;2005;-0.3;-19.0;-6.0;-0.3;13.1;43.0;6.0;100.0;51.0
860;Alleenstaande man, tot 65 jaar;Totaal personen;2006;4.5;-14.0;-1.7;4.5;18.5;51.0;6.0;100.0;30.0
861;Alleenstaande man, tot 65 jaar;Totaal personen;2007;3.8;-14.0;-2.1;3.8;17.3;48.0;6.0;100.0;31.0
862;Alleenstaande man, tot 65 jaar;Totaal personen;2008;2.0;-15.0;-3.6;2.0;14.3;42.0;6.0;100.0;40.0
863;Alleenstaande man, tot 65 jaar;Totaal personen;2009;3.7;-19.0;-3.9;3.7;17.0;59.0;6.0;100.0;34.0
864;Alleenstaande man, tot 65 jaar;Totaal personen;2010;0.7;-21.0;-5.5;0.7;14.5;57.0;6.0;100.0;46.0
865;Alleenstaande man, tot 65 jaar;Totaal personen;2011;0.5;-18.0;-4.7;0.5;13.6;53.0;6.0;100.0;48.0
866;Alleenstaande man, tot 65 jaar;Totaal personen;2012;-0.4;-21.0;-5.9;-0.4;11.3;46.0;6.0;100.0;52.0
867;Alleenstaande man, tot 65 jaar;Totaal personen;2013;0.6;-19.0;-5.5;0.6;12.6;53.0;6.0;100.0;47.0
868;Alleenstaande man, tot 65 jaar;Totaal personen;2014;3.1;-16.0;-2.3;3.1;17.0;60.0;6.0;100.0;32.0
869;Alleenstaande man, tot 65 jaar;Totaal personen;2015;2.0;-18.0;-2.9;2.0;13.1;48.0;6.0;100.0;37.0
870;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2001;6.3;-14.0;-0.5;6.3;16.4;36.0;4.0;83.0;26.0
871;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2002;1.5;-16.0;-3.9;1.5;9.2;25.0;5.0;85.0;38.0
872;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2003;0.2;-18.0;-5.3;0.2;6.7;21.0;5.0;85.0;48.0
873;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2004;0.4;-17.0;-4.4;0.4;7.6;24.0;5.0;84.0;48.0
874;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2005;-1.2;-18.0;-6.1;-1.2;7.0;25.0;5.0;83.0;56.0
875;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2006;3.4;-13.0;-1.9;3.4;13.2;34.0;5.0;85.0;31.0
876;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2007;3.1;-13.0;-2.2;3.1;12.6;31.0;5.0;86.0;32.0
877;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2008;1.3;-14.0;-3.7;1.3;10.1;27.0;5.0;86.0;43.0
878;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2009;2.9;-18.0;-4.0;2.9;12.0;37.0;5.0;85.0;35.0
879;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2010;-0.1;-21.0;-6.1;-0.1;7.2;28.0;5.0;83.0;51.0
880;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2011;-0.4;-17.0;-5.1;-0.4;7.7;31.0;5.0;86.0;52.0
881;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2012;-0.9;-21.0;-6.2;-0.9;5.9;23.0;5.0;84.0;56.0
882;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2013;-0.1;-18.0;-5.6;-0.1;6.8;27.0;5.0;84.0;51.0
883;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2014;2.4;-16.0;-2.5;2.4;10.5;32.0;5.0;84.0;33.0
884;Alleenstaande man, tot 65 jaar;Totaal eenpersoonshuishouden;2015;1.3;-17.0;-3.1;1.3;8.6;26.0;5.0;84.0;39.0
885;Alleenstaande man, tot 65 jaar;Alleenstaande man;2001;6.3;-14.0;-0.5;6.3;16.4;36.0;4.0;83.0;26.0
886;Alleenstaande man, tot 65 jaar;Alleenstaande man;2002;1.5;-16.0;-3.9;1.5;9.2;25.0;5.0;85.0;38.0
887;Alleenstaande man, tot 65 jaar;Alleenstaande man;2003;0.2;-18.0;-5.3;0.2;6.7;21.0;5.0;85.0;48.0
888;Alleenstaande man, tot 65 jaar;Alleenstaande man;2004;0.4;-17.0;-4.4;0.4;7.6;24.0;5.0;84.0;48.0
889;Alleenstaande man, tot 65 jaar;Alleenstaande man;2005;-1.2;-18.0;-6.1;-1.2;7.0;25.0;5.0;83.0;56.0
890;Alleenstaande man, tot 65 jaar;Alleenstaande man;2006;3.4;-13.0;-1.9;3.4;13.2;34.0;5.0;85.0;31.0
891;Alleenstaande man, tot 65 jaar;Alleenstaande man;2007;3.1;-13.0;-2.2;3.1;12.6;31.0;5.0;86.0;32.0
892;Alleenstaande man, tot 65 jaar;Alleenstaande man;2008;1.3;-14.0;-3.7;1.3;10.1;27.0;5.0;86.0;43.0
893;Alleenstaande man, tot 65 jaar;Alleenstaande man;2009;2.9;-18.0;-4.0;2.9;12.0;37.0;5.0;85.0;35.0
894;Alleenstaande man, tot 65 jaar;Alleenstaande man;2010;-0.1;-21.0;-6.1;-0.1;7.2;28.0;5.0;83.0;51.0
895;Alleenstaande man, tot 65 jaar;Alleenstaande man;2011;-0.4;-17.0;-5.1;-0.4;7.7;31.0;5.0;86.0;52.0
896;Alleenstaande man, tot 65 jaar;Alleenstaande man;2012;-0.9;-21.0;-6.2;-0.9;5.9;23.0;5.0;84.0;56.0
897;Alleenstaande man, tot 65 jaar;Alleenstaande man;2013;-0.1;-18.0;-5.6;-0.1;6.8;27.0;5.0;84.0;51.0
898;Alleenstaande man, tot 65 jaar;Alleenstaande man;2014;2.4;-16.0;-2.5;2.4;10.5;32.0;5.0;84.0;33.0
899;Alleenstaande man, tot 65 jaar;Alleenstaande man;2015;1.3;-17.0;-3.1;1.3;8.6;26.0;5.0;84.0;39.0
900;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2001;6.2;-14.0;-0.5;6.2;16.3;36.0;4.0;82.0;26.0
901;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2002;1.5;-16.0;-3.9;1.5;9.0;24.0;5.0;84.0;38.0
902;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2003;0.2;-18.0;-5.4;0.2;6.5;20.0;5.0;84.0;49.0
903;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2004;0.3;-17.0;-4.5;0.3;7.3;23.0;5.0;83.0;48.0
904;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2005;-1.2;-18.0;-6.1;-1.2;6.7;25.0;5.0;82.0;56.0
905;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2006;3.3;-13.0;-1.9;3.3;13.0;33.0;5.0;84.0;31.0
906;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2007;3.0;-13.0;-2.2;3.0;12.4;31.0;5.0;85.0;33.0
907;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2008;1.2;-14.0;-3.8;1.2;9.7;27.0;5.0;84.0;43.0
908;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2009;2.8;-18.0;-4.1;2.8;11.8;37.0;5.0;84.0;36.0
909;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2010;-0.1;-21.0;-6.3;-0.1;6.9;28.0;5.0;82.0;51.0
910;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2011;-0.4;-18.0;-5.2;-0.4;7.4;31.0;5.0;84.0;52.0
911;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2012;-1.0;-21.0;-6.3;-1.0;5.5;22.0;5.0;83.0;57.0
912;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2013;-0.1;-18.0;-5.6;-0.1;6.7;26.0;5.0;83.0;51.0
913;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2014;2.3;-16.0;-2.5;2.3;10.2;31.0;5.0;83.0;33.0
914;Alleenstaande man, tot 65 jaar;Alleenstaande man, tot 65 jaar;2015;1.2;-17.0;-3.1;1.2;8.1;25.0;5.0;83.0;39.0
915;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2001;;;;;;;0.0;1.0;
916;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2002;;;;;;;0.0;1.0;
917;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2003;;;;;;;0.0;1.0;
918;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2004;10.9;-7.0;1.8;10.9;25.2;48.0;0.0;1.0;21.0
919;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2005;;;;;;;0.0;1.0;
920;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2006;;;;;;;0.0;1.0;
921;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2007;;;;;;;0.0;1.0;
922;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2008;14.7;-1.0;4.4;14.7;25.1;43.0;0.0;1.0;12.0
923;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2009;12.4;-22.0;0.6;12.4;26.9;36.0;0.0;1.0;23.0
924;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2010;;;;;;;0.0;1.0;
925;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2011;7.5;-15.0;-2.9;7.5;15.7;40.0;0.0;2.0;29.0
926;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2012;9.9;-16.0;-0.2;9.9;23.3;47.0;0.0;2.0;27.0
927;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2013;9.0;-14.0;-4.1;9.0;19.2;37.0;0.0;1.0;32.0
928;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2014;;;;;;;0.0;2.0;
929;Alleenstaande man, tot 65 jaar;Alleenstaande man, 65 jaar of ouder;2015;11.6;-3.0;4.0;11.6;26.4;52.0;0.0;1.0;17.0
930;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2001;;;;;;;;;
931;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2002;;;;;;;;;
932;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2003;;;;;;;;;
933;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2004;;;;;;;;;
934;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2005;;;;;;;;;
935;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2006;;;;;;;;;
936;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2007;;;;;;;;;
937;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2008;;;;;;;;;
938;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2009;;;;;;;;;
939;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2010;;;;;;;;;
940;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2011;;;;;;;;;
941;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2012;;;;;;;;;
942;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2013;;;;;;;;;
943;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2014;;;;;;;;;
944;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw;2015;;;;;;;;;
945;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2001;;;;;;;;;
946;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2002;;;;;;;;;
947;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2003;;;;;;;;;
948;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2004;;;;;;;;;
949;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2005;;;;;;;;;
950;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2006;;;;;;;;;
951;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2007;;;;;;;;;
952;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2008;;;;;;;;;
953;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2009;;;;;;;;;
954;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2010;;;;;;;;;
955;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2011;;;;;;;;;
956;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2012;;;;;;;;;
957;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2013;;;;;;;;;
958;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2014;;;;;;;;;
959;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, tot 65 jaar;2015;;;;;;;;;
960;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2001;;;;;;;;;
961;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2002;;;;;;;;;
962;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2003;;;;;;;;;
963;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2004;;;;;;;;;
964;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2005;;;;;;;;;
965;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2006;;;;;;;;;
966;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2007;;;;;;;;;
967;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2008;;;;;;;;;
968;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2009;;;;;;;;;
969;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2010;;;;;;;;;
970;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2011;;;;;;;;;
971;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2012;;;;;;;;;
972;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2013;;;;;;;;;
973;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2014;;;;;;;;;
974;Alleenstaande man, tot 65 jaar;Alleenstaande vrouw, 65 jaar of ouder;2015;;;;;;;;;
975;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2001;33.8;-18.0;-0.4;33.8;67.8;110.0;1.0;17.0;25.0
976;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2002;20.4;-27.0;-8.7;20.4;52.5;99.0;1.0;15.0;30.0
977;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2003;21.4;-26.0;-7.2;21.4;51.8;93.0;1.0;15.0;30.0
978;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2004;25.3;-23.0;-3.7;25.3;57.9;107.0;1.0;16.0;28.0
979;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2005;24.6;-24.0;-4.2;24.6;56.9;108.0;1.0;17.0;28.0
980;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2006;29.6;-20.0;2.1;29.6;63.1;118.0;1.0;15.0;23.0
981;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2007;28.9;-20.0;-0.6;28.9;64.7;126.0;1.0;14.0;25.0
982;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2008;25.8;-20.0;-1.2;25.8;59.0;111.0;1.0;14.0;25.0
983;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2009;31.3;-22.0;0.7;31.3;72.6;181.0;1.0;15.0;25.0
984;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2010;33.0;-21.0;2.8;33.0;85.8;177.0;1.0;17.0;23.0
985;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2011;30.5;-22.0;1.6;30.5;79.1;207.0;1.0;14.0;24.0
986;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2012;27.0;-24.0;-1.0;27.0;74.5;162.0;1.0;16.0;26.0
987;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2013;29.0;-24.0;-2.3;29.0;72.5;177.0;1.0;16.0;27.0
988;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2014;35.3;-17.0;2.0;35.3;89.2;219.0;1.0;16.0;24.0
989;Alleenstaande man, tot 65 jaar;Totaal meerpersoonshuishouden;2015;29.0;-24.0;-0.1;29.0;78.3;187.0;1.0;16.0;25.0
990;Alleenstaande man, tot 65 jaar;Totaal paar;2001;38.8;-16.0;4.7;38.8;70.1;117.0;1.0;13.0;21.0
991;Alleenstaande man, tot 65 jaar;Totaal paar;2002;22.4;-22.0;-2.1;22.4;53.3;95.0;1.0;11.0;26.0
992;Alleenstaande man, tot 65 jaar;Totaal paar;2003;23.0;-22.0;-4.8;23.0;52.2;91.0;1.0;12.0;28.0
993;Alleenstaande man, tot 65 jaar;Totaal paar;2004;27.6;-22.0;-1.5;27.6;58.9;108.0;1.0;12.0;27.0
994;Alleenstaande man, tot 65 jaar;Totaal paar;2005;25.0;-23.0;-1.5;25.0;51.0;95.0;1.0;12.0;26.0
995;Alleenstaande man, tot 65 jaar;Totaal paar;2006;34.0;-17.0;7.6;34.0;63.2;114.0;1.0;11.0;20.0
996;Alleenstaande man, tot 65 jaar;Totaal paar;2007;31.9;-16.0;5.2;31.9;62.6;126.0;1.0;11.0;22.0
997;Alleenstaande man, tot 65 jaar;Totaal paar;2008;29.9;-20.0;2.7;29.9;60.4;111.0;1.0;11.0;22.0
998;Alleenstaande man, tot 65 jaar;Totaal paar;2009;32.9;-20.0;4.2;32.9;70.4;157.0;1.0;11.0;22.0
999;Alleenstaande man, tot 65 jaar;Totaal paar;2010;29.4;-21.0;2.0;29.4;76.6;160.0;1.0;14.0;23.0
1000;Alleenstaande man, tot 65 jaar;Totaal paar;2011;28.6;-23.0;1.7;28.6;69.0;177.0;1.0;12.0;24.0
1001;Alleenstaande man, tot 65 jaar;Totaal paar;2012;24.3;-24.0;-1.1;24.3;66.8;154.0;1.0;13.0;26.0
1002;Alleenstaande man, tot 65 jaar;Totaal paar;2013;28.9;-23.0;-1.4;28.9;66.0;171.0;1.0;13.0;26.0
1003;Alleenstaande man, tot 65 jaar;Totaal paar;2014;29.1;-17.0;1.6;29.1;72.2;164.0;1.0;12.0;24.0
1004;Alleenstaande man, tot 65 jaar;Totaal paar;2015;25.6;-24.0;-0.1;25.6;64.2;155.0;1.0;12.0;25.0
1005;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2001;41.8;-12.0;7.7;41.8;69.1;105.0;1.0;10.0;19.0
1006;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2002;24.7;-19.0;3.5;24.7;51.6;81.0;0.0;9.0;23.0
1007;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2003;24.9;-20.0;2.1;24.9;49.2;88.0;0.0;9.0;24.0
1008;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2004;29.7;-20.0;3.3;29.7;58.9;99.0;1.0;10.0;23.0
1009;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2005;26.8;-19.0;6.0;26.8;50.1;91.0;1.0;9.0;22.0
1010;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2006;36.1;-10.0;14.3;36.1;63.5;105.0;0.0;8.0;14.0
1011;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2007;31.2;-14.0;8.7;31.2;58.9;97.0;0.0;8.0;19.0
1012;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2008;31.1;-13.0;7.4;31.1;57.3;95.0;0.0;8.0;18.0
1013;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2009;32.7;-16.0;8.5;32.7;63.6;125.0;0.0;8.0;18.0
1014;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2010;30.6;-17.0;4.3;30.6;68.3;135.0;1.0;11.0;21.0
1015;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2011;28.8;-21.0;4.2;28.8;59.7;117.0;1.0;8.0;22.0
1016;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2012;27.8;-21.0;3.3;27.8;62.6;127.0;1.0;9.0;23.0
1017;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2013;29.9;-21.0;2.4;29.9;61.7;114.0;1.0;9.0;24.0
1018;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2014;34.7;-13.0;7.5;34.7;65.8;126.0;1.0;8.0;19.0
1019;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen;2015;28.2;-16.0;5.4;28.2;60.2;108.0;1.0;9.0;20.0
1020;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen, kostwinner < 65;2001;41.8;-12.0;7.7;41.8;69.1;105.0;1.0;10.0;19.0
1021;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen, kostwinner < 65;2002;24.6;-19.0;3.4;24.6;51.5;81.0;0.0;9.0;23.0
1022;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen, kostwinner < 65;2003;24.1;-20.0;1.7;24.1;48.9;86.0;0.0;9.0;24.0
1023;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen, kostwinner < 65;2004;29.7;-20.0;3.3;29.7;58.9;99.0;1.0;10.0;23.0
1024;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen, kostwinner < 65;2005;26.6;-19.0;6.0;26.6;50.1;91.0;1.0;9.0;22.0
1025;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen, kostwinner < 65;2006;36.1;-10.0;14.3;36.1;63.5;105.0;0.0;8.0;14.0
1026;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen, kostwinner < 65;2007;31.1;-16.0;8.7;31.1;58.5;97.0;0.0;8.0;19.0
1027;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen, kostwinner < 65;2008;31.0;-13.0;7.4;31.0;57.3;95.0;0.0;8.0;19.0
1028;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen, kostwinner < 65;2009;32.8;-16.0;8.6;32.8;63.6;125.0;0.0;8.0;18.0
1029;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen, kostwinner < 65;2010;29.9;-17.0;4.3;29.9;68.3;135.0;1.0;11.0;21.0
1030;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen, kostwinner < 65;2011;28.6;-22.0;4.0;28.6;59.2;117.0;0.0;8.0;22.0
1031;Alleenstaande man, tot 65 jaar;Paar, zonder kinderen, kostwinner < 65;2012;27.4;-21.0;3.2;27.4;62.3;125.0;1.0;9.0;23.0
