ID;Persoonskenmerken;Cijfersoort;Perioden;PersonenMetMinimaal1Contact_1;GemiddeldAantalContactenBevolking_2;GemiddeldAantalContactenPatient_3;BijDeArts_4;ThuisBijPatient_5;Telefonisch_6;Overig_7;EigenInitiatief_8;InitiatiefVanDeHuisarts_9;HerhalingsconsultOfOproep_10;Doorverwijzing_11;TevredenheidMetDeHuisarts_12;PersonenMetMinimaal1Contact_13;GemiddeldAantalContactenBevolking_14;GemiddeldAantalContactenPatient_15;InPolikliniekVanEenZiekenhuis_16;Telefonisch_17;Anders_18;EersteContact_19;Herhalingsbezoek_20;EigenInitiatief_21;DoorverwijzingHuisarts_22;OproepVanSpecialist_23;Anders_24;TevredenheidMetDeSpecialist_25;PersonenMetMinimaal1Contact_26;GemiddeldAantalContactenBevolking_27;GemiddeldAantalContactenPatient_28;VanwegeAcutePijn_29;PeriodiekeControle_30;Behandeling_31;Controle_32;VerwijderenTandsteen_33;Fluorbehandeling_34;VullenVanTandOfKies_35;TrekkenVanTandOfKies_36;MakenVanKroonOfBrug_37;Wortelkanaalbehandeling_38;RechtzettenVanTanden_39;OverigeBehandelingen_40;TevredenheidMetDeTandarts_41;PersonenMetMinimaal1Contact_42;GemiddeldAantalContactenBevolking_43;GemiddeldAantalContactenPatient_44;TevredenheidMetDeFysiotherapeut_45;OnderBehandelingAlternatieveGenezer_46;PersonenMetOvernachtingEn_47;k_1Tot8Nachten_48;k_8Tot15Nachten_49;k_15Tot22Nachten_50;k_22NachtenOfMeer_51;AantalOpnamenPer100Personen_52;AantalOpnamenPer100Patienten_53;PersonenMetDagopname_54;AantalDagopnamenPer100Personen_55;AantalDagopnamenPer100Patienten_56;TevredenheidMetHetZiekenhuis_57;GebruikVoorgeschrevenIn2Weken_58;GebruikNietVoorgeschrevenIn2Weken_59
50;Leeftijd: 16 tot 20 jaar;Percentages/aantallen;2012;68.3;3.3;4.9;79.3;0.8;11.5;8.4;84.8;4.6;10.0;0.6;7.5;23.3;1.3;5.5;;;;;;;;;;7.7;91.2;2.1;2.3;1.8;81.0;17.2;52.4;25.4;6.3;5.6;0.6;0.5;1.6;0.0;7.5;7.8;19.3;2.1;10.7;7.9;3.6;2.9;;;;;3.3;;5.6;10.2;;7.5;22.6;31.5
51;Leeftijd: 16 tot 20 jaar;Percentages/aantallen;2013;69.6;3.0;4.3;74.6;0.0;19.2;6.1;87.0;6.7;4.5;1.9;7.6;29.0;1.5;5.1;68.0;3.4;28.6;34.8;65.2;;;;;7.6;91.9;2.2;2.4;4.4;71.9;23.7;46.4;18.3;8.6;15.1;0.9;1.1;0.7;1.0;7.9;7.7;19.9;3.0;15.1;7.9;3.4;3.8;;;;;4.0;;6.0;7.6;;7.6;20.1;33.9
52;Leeftijd: 16 tot 20 jaar;Standaardfout;2010;1.6;0.5;0.6;3.3;0.5;2.7;2.2;2.7;1.7;2.0;1.0;0.1;1.5;0.2;0.9;;;;6.0;6.0;;;;;0.1;1.0;0.3;0.3;1.8;3.4;3.2;3.0;2.2;1.8;1.9;0.5;0.8;1.1;0.0;1.6;0.0;1.3;0.3;1.3;0.1;0.7;0.6;;;;;0.8;;0.9;10.3;155.7;0.2;1.3;1.6
53;Leeftijd: 16 tot 20 jaar;Standaardfout;2011;1.7;0.4;0.6;3.6;0.0;2.9;2.6;2.7;1.6;2.3;0.7;0.1;1.7;0.4;1.3;6.3;2.6;6.1;6.6;6.6;;;;;0.1;1.1;0.3;0.3;1.9;4.2;4.0;3.7;2.9;2.1;2.5;0.0;0.0;0.5;0.0;1.9;0.0;1.4;0.3;1.5;0.1;0.8;0.7;;;;;1.0;15.5;1.0;2.0;19.9;0.2;1.5;1.8
54;Leeftijd: 16 tot 20 jaar;Standaardfout;2012;1.8;0.4;0.5;3.3;0.7;2.6;2.3;2.9;1.7;2.4;0.6;0.1;1.6;0.2;1.0;;;;;;;;;;0.1;1.1;0.3;0.3;1.3;4.0;3.8;4.0;3.5;1.9;1.8;0.6;0.6;1.0;;2.1;0.0;1.5;0.3;1.2;0.1;0.7;0.6;;;;;0.8;;0.9;2.8;;0.1;1.6;1.8
55;Leeftijd: 16 tot 20 jaar;Standaardfout;2013;1.8;0.4;0.5;3.8;;3.5;2.1;3.0;2.2;1.8;1.2;0.1;1.8;0.3;0.9;6.2;2.4;6.0;6.3;6.3;;;;;0.1;1.1;0.3;0.3;2.1;4.5;4.3;3.8;3.0;2.2;2.7;0.7;0.8;0.6;0.8;2.1;0.0;1.5;0.6;2.6;0.1;0.7;0.7;;;;;0.8;;0.9;1.3;;0.2;1.6;1.8
56;Leeftijd: 20 tot 30 jaar;Percentages/aantallen;2010;70.5;3.9;5.6;71.8;0.6;21.1;6.4;83.6;5.9;7.7;2.8;7.4;27.6;1.6;5.9;;;;41.3;58.7;44.8;34.0;7.7;13.5;7.5;82.0;2.0;2.4;5.9;61.6;32.4;41.9;24.4;2.6;14.8;2.8;0.9;2.6;0.4;9.7;7.6;19.5;2.2;11.5;7.8;5.3;3.8;88.7;3.5;6.7;1.2;4.9;128.1;6.2;10.1;161.9;7.5;20.6;34.4
57;Leeftijd: 20 tot 30 jaar;Percentages/aantallen;2011;69.5;4.0;5.8;69.7;1.3;23.7;5.4;87.5;4.5;6.2;1.6;7.4;31.1;1.8;5.9;68.1;10.8;21.1;40.9;59.1;26.8;44.9;8.5;19.8;7.6;82.0;2.1;2.5;9.4;65.6;25.0;43.4;26.2;0.8;14.2;1.9;0.3;2.1;0.0;11.1;7.7;21.0;2.7;13.1;7.8;5.0;5.1;93.0;2.1;4.9;0.0;6.2;121.1;6.7;9.1;136.0;7.5;21.8;38.4
58;Leeftijd: 20 tot 30 jaar;Percentages/aantallen;2012;70.5;4.1;5.8;70.5;0.2;22.2;7.1;85.6;3.0;9.5;2.0;7.4;30.7;1.9;6.1;68.8;8.0;23.3;39.1;60.9;46.3;35.1;5.6;13.0;7.6;81.8;1.4;1.7;4.3;63.3;32.4;40.4;23.7;3.6;16.6;2.4;0.3;2.2;0.9;9.8;7.6;19.7;3.0;15.2;7.8;4.8;5.1;89.3;7.3;1.7;1.7;6.6;128.9;5.3;7.7;144.6;7.2;22.9;34.1
59;Leeftijd: 20 tot 30 jaar;Percentages/aantallen;2013;70.2;3.4;4.9;73.2;0.6;21.5;4.7;87.5;3.9;7.2;1.4;7.5;28.3;1.7;6.1;68.6;11.5;19.9;47.6;52.4;38.8;27.2;8.2;25.8;7.5;79.7;2.3;2.9;3.2;65.2;31.6;43.5;25.7;2.3;14.2;1.9;2.2;1.9;0.6;7.6;7.7;18.9;2.3;12.4;7.9;6.6;3.9;90.1;2.9;3.9;3.2;4.7;119.8;5.3;7.7;145.0;7.4;22.7;37.6
60;Leeftijd: 20 tot 30 jaar;Standaardfout;2010;1.0;0.3;0.4;2.0;0.3;1.8;1.1;1.7;1.1;1.2;0.7;0.0;1.0;0.2;0.7;;;;3.6;3.6;5.7;5.4;3.0;3.9;0.1;0.9;0.2;0.2;1.4;2.8;2.7;2.2;1.9;0.7;1.6;0.7;0.4;0.7;0.3;1.3;0.0;0.9;0.2;0.7;0.1;0.5;0.4;3.3;1.9;2.6;1.1;0.6;8.5;0.5;1.6;20.9;0.1;0.9;1.1
61;Leeftijd: 20 tot 30 jaar;Standaardfout;2011;1.1;0.3;0.5;2.2;0.5;2.0;1.1;1.6;1.0;1.2;0.6;0.0;1.1;0.3;0.9;3.4;2.3;3.0;3.6;3.6;5.1;5.7;3.2;4.6;0.1;0.9;0.2;0.2;1.8;2.9;2.6;2.3;2.0;0.4;1.6;0.6;0.3;0.7;0.0;1.4;0.0;1.0;0.2;1.0;0.1;0.5;0.5;2.6;1.5;2.2;0.0;0.7;7.7;0.6;1.2;12.5;0.1;1.0;1.2
62;Leeftijd: 20 tot 30 jaar;Standaardfout;2012;1.1;0.3;0.4;2.2;0.2;2.0;1.2;1.7;0.8;1.4;0.7;0.0;1.1;0.2;0.7;3.2;1.9;2.9;3.4;3.4;5.5;5.3;2.5;3.7;0.1;0.9;0.1;0.2;1.4;3.4;3.3;2.6;2.2;1.0;1.9;0.8;0.3;0.8;0.5;1.6;0.0;0.9;0.3;1.2;0.1;0.5;0.5;2.9;2.5;1.2;1.2;0.8;6.9;0.5;0.9;10.0;0.1;1.0;1.1
63;Leeftijd: 20 tot 30 jaar;Standaardfout;2013;1.1;0.2;0.3;2.2;0.4;2.0;1.1;1.6;1.0;1.3;0.6;0.0;1.1;0.2;0.7;3.6;2.5;3.1;3.8;3.8;5.5;5.0;3.1;4.9;0.1;1.0;0.2;0.2;1.1;3.0;2.9;2.3;2.1;0.7;1.6;0.6;0.7;0.6;0.4;1.2;0.0;0.9;0.2;0.9;0.1;0.6;0.5;3.4;1.9;2.2;2.0;0.6;6.7;0.5;1.0;12.0;0.1;1.0;1.2
64;Leeftijd: 30 tot 40 jaar;Percentages/aantallen;2010;71.4;3.6;5.0;72.1;0.8;22.5;4.5;84.8;3.2;10.5;1.6;7.5;32.9;2.0;6.0;;;;35.1;64.9;26.2;43.9;14.7;15.3;7.6;83.7;2.4;2.8;8.5;56.3;35.2;39.7;22.3;1.5;17.6;1.6;2.3;6.7;0.0;8.3;7.8;22.1;3.0;13.6;7.8;7.4;4.6;89.3;3.0;4.6;3.1;5.5;118.1;6.3;10.5;165.9;7.4;25.4;38.5
65;Leeftijd: 30 tot 40 jaar;Percentages/aantallen;2011;70.2;3.8;5.3;76.0;1.6;17.9;4.4;77.5;7.8;11.4;3.4;7.6;33.9;1.9;5.7;72.2;10.2;17.6;35.2;64.8;31.3;38.1;14.4;16.1;7.6;83.1;2.4;2.9;5.9;65.9;28.2;43.3;25.3;1.5;13.5;0.9;1.8;3.1;0.0;10.7;7.8;24.7;3.2;13.0;7.8;9.0;3.8;89.2;10.8;0.0;0.0;4.4;117.4;6.4;8.8;136.0;7.7;26.7;39.7
66;Leeftijd: 30 tot 40 jaar;Percentages/aantallen;2012;69.3;3.4;4.9;75.4;0.2;20.6;3.7;82.5;3.1;13.1;1.3;7.6;32.2;1.9;5.8;73.1;8.3;18.6;35.5;64.5;23.4;47.0;15.0;14.5;7.8;83.0;2.3;2.8;7.5;59.0;33.5;42.1;23.8;2.2;17.5;1.6;2.3;2.0;0.2;7.9;7.8;20.8;2.7;12.9;7.9;7.7;5.1;89.0;4.8;1.2;4.9;6.1;118.7;6.5;9.5;146.8;7.6;23.7;35.0
67;Leeftijd: 30 tot 40 jaar;Percentages/aantallen;2013;72.0;3.8;5.3;74.7;0.5;19.9;4.9;85.1;6.0;6.7;2.3;7.7;34.5;2.1;6.0;75.5;11.5;13.1;34.9;65.1;35.1;43.1;10.6;11.2;7.8;83.2;2.3;2.7;9.7;62.4;27.9;41.9;25.9;2.9;12.6;3.0;0.9;3.7;0.0;9.1;7.8;22.5;2.8;12.5;7.9;8.0;5.0;90.6;8.4;1.0;0.0;6.3;127.7;7.0;13.1;188.6;7.5;26.2;37.2
68;Leeftijd: 30 tot 40 jaar;Standaardfout;2010;1.0;0.2;0.3;1.9;0.4;1.8;0.9;1.6;0.8;1.3;0.5;0.0;1.0;0.2;0.5;;;;2.8;2.8;4.4;5.0;3.5;3.6;0.1;0.8;0.2;0.2;1.5;2.6;2.5;2.0;1.7;0.5;1.6;0.5;0.6;1.0;0.0;1.2;0.0;0.9;0.3;1.1;0.1;0.6;0.5;2.9;1.6;2.0;1.6;0.6;5.7;0.5;1.3;15.8;0.1;0.9;1.0
69;Leeftijd: 30 tot 40 jaar;Standaardfout;2011;1.1;0.2;0.3;2.0;0.6;1.8;0.9;1.9;1.2;1.4;0.8;0.0;1.1;0.2;0.6;2.9;2.0;2.5;3.1;3.1;5.1;5.3;3.9;4.0;0.1;0.9;0.2;0.2;1.3;2.6;2.5;2.0;1.8;0.5;1.4;0.4;0.5;0.7;0.0;1.3;0.0;1.0;0.2;0.8;0.1;0.7;0.4;3.5;3.5;0.0;0.0;0.6;5.1;0.6;1.0;9.0;0.1;1.0;1.1
70;Leeftijd: 30 tot 40 jaar;Standaardfout;2012;1.1;0.3;0.4;2.1;0.2;2.0;0.9;1.9;0.9;1.7;0.6;0.0;1.1;0.2;0.6;3.0;1.8;2.6;3.2;3.2;4.8;5.6;4.0;4.0;0.1;0.9;0.2;0.2;1.5;2.8;2.7;2.2;1.9;0.7;1.7;0.6;0.7;0.6;0.2;1.2;0.0;1.0;0.3;1.3;0.1;0.6;0.5;3.0;2.0;1.1;2.1;0.7;4.1;0.6;1.2;13.4;0.1;1.0;1.1
71;Leeftijd: 30 tot 40 jaar;Standaardfout;2013;1.1;0.3;0.4;2.1;0.3;1.9;1.0;1.7;1.2;1.2;0.7;0.0;1.2;0.3;0.7;2.9;2.1;2.2;3.2;3.2;5.4;5.6;3.5;3.6;0.1;0.9;0.2;0.2;1.8;3.0;2.7;2.3;2.1;0.8;1.6;0.8;0.4;0.9;;1.3;0.0;1.0;0.3;1.0;0.1;0.7;0.5;2.9;2.8;1.0;;0.8;7.7;0.6;2.1;25.9;0.1;1.1;1.2
72;Leeftijd: 40 tot 50 jaar;Percentages/aantallen;2010;70.2;3.9;5.6;77.8;1.6;16.3;4.2;78.8;5.8;13.1;2.3;7.7;36.4;2.3;6.4;;;;31.9;68.1;19.0;62.7;8.4;10.0;7.6;87.8;2.6;3.0;7.8;56.7;35.4;39.2;23.9;2.0;15.6;2.4;4.8;4.3;0.3;7.5;7.8;26.6;3.8;14.3;7.8;7.4;5.4;90.5;5.7;1.9;1.9;6.9;128.2;7.5;14.1;187.7;7.7;33.6;34.6
73;Leeftijd: 40 tot 50 jaar;Percentages/aantallen;2011;71.1;4.6;6.5;77.6;1.7;16.1;4.6;77.8;5.6;13.8;2.8;7.7;37.4;2.1;5.6;82.9;6.5;10.6;36.0;64.0;16.9;55.8;13.7;13.5;7.7;87.5;2.8;3.2;8.2;58.0;33.8;39.1;24.1;1.9;12.7;3.7;3.9;5.2;0.0;9.4;7.9;28.2;4.3;15.4;7.8;8.5;5.9;84.8;9.3;0.0;5.9;7.1;120.6;8.9;13.4;152.2;7.4;35.9;37.5
74;Leeftijd: 40 tot 50 jaar;Percentages/aantallen;2012;69.0;3.7;5.4;77.1;0.8;16.9;5.2;79.5;6.5;13.1;0.8;7.7;36.5;2.1;5.6;84.1;4.1;11.8;42.5;57.5;29.9;49.7;8.5;11.9;7.6;87.3;2.6;3.0;5.6;59.0;35.5;41.9;22.1;1.8;16.1;1.7;2.8;3.2;0.0;10.5;7.9;24.7;3.4;13.9;7.8;8.5;5.0;90.8;7.0;0.0;2.2;6.6;132.2;8.9;14.4;163.1;7.5;32.7;33.7
75;Leeftijd: 40 tot 50 jaar;Percentages/aantallen;2013;69.4;3.8;5.4;78.1;1.4;16.7;3.9;81.3;5.4;10.6;2.7;7.7;32.6;2.3;7.0;76.6;7.0;16.4;35.4;64.6;23.5;54.5;12.4;9.6;7.8;88.5;2.1;2.3;5.3;62.7;32.0;43.7;25.9;1.3;10.7;2.5;3.5;2.2;0.2;10.0;7.9;25.4;3.7;14.7;7.8;8.3;5.0;88.6;5.2;0.0;6.2;6.7;134.9;7.5;10.7;143.2;7.6;33.0;34.2
76;Leeftijd: 40 tot 50 jaar;Standaardfout;2010;0.9;0.2;0.3;1.6;0.5;1.4;0.8;1.6;0.9;1.3;0.6;0.0;1.0;0.3;0.7;;;;2.5;2.5;3.8;4.6;2.7;2.9;0.0;0.6;0.2;0.2;1.3;2.4;2.3;1.8;1.6;0.5;1.3;0.6;0.8;0.7;0.2;1.0;0.0;0.9;0.2;0.8;0.1;0.5;0.4;2.3;1.8;1.1;1.1;0.7;5.9;0.5;2.1;24.8;0.1;0.9;0.9
77;Leeftijd: 40 tot 50 jaar;Standaardfout;2011;1.0;0.3;0.5;1.7;0.5;1.5;0.8;1.7;0.9;1.4;0.7;0.0;1.0;0.2;0.5;2.1;1.4;1.7;2.7;2.7;3.5;4.7;3.3;3.2;0.0;0.7;0.2;0.2;1.3;2.4;2.3;1.8;1.6;0.5;1.2;0.7;0.7;0.8;0.0;1.1;0.0;0.9;0.3;1.0;0.1;0.6;0.5;2.9;2.3;0.0;1.9;0.7;4.8;0.6;1.5;13.6;0.1;1.0;1.0
78;Leeftijd: 40 tot 50 jaar;Standaardfout;2012;1.0;0.2;0.3;1.8;0.4;1.6;1.0;1.7;1.1;1.5;0.4;0.0;1.0;0.2;0.6;2.2;1.2;2.0;3.0;3.0;4.3;4.7;2.6;3.0;0.0;0.7;0.2;0.2;1.1;2.4;2.3;1.9;1.6;0.5;1.4;0.5;0.6;0.7;;1.2;0.0;0.9;0.3;1.0;0.1;0.6;0.5;2.5;2.2;;1.3;0.7;8.2;0.6;2.1;21.1;0.1;1.0;1.0
79;Leeftijd: 40 tot 50 jaar;Standaardfout;2013;1.0;0.3;0.4;1.8;0.5;1.7;0.9;1.7;1.0;1.4;0.7;0.0;1.0;0.3;0.9;2.6;1.6;2.3;3.0;3.0;4.4;5.2;3.5;3.1;0.1;0.7;0.2;0.2;1.2;2.6;2.5;2.1;1.9;0.5;1.3;0.7;0.8;0.6;0.2;1.3;0.0;0.9;0.3;1.0;0.1;0.6;0.5;2.7;1.9;;2.1;0.7;7.1;0.6;1.2;11.1;0.1;1.0;1.0
80;Leeftijd: 50 tot 55 jaar;Percentages/aantallen;2010;75.7;4.7;6.2;78.8;0.4;14.7;6.1;69.0;12.6;17.0;1.5;7.7;40.6;2.3;5.7;;;;27.9;72.1;23.3;52.3;15.4;9.0;7.7;83.1;2.8;3.3;5.4;54.8;39.9;38.6;23.1;1.9;14.3;2.2;3.4;4.3;0.2;11.8;7.9;28.3;3.7;13.1;7.8;7.2;7.8;88.6;9.8;0.6;1.0;10.7;136.8;8.1;12.4;153.6;7.7;43.0;36.9
81;Leeftijd: 50 tot 55 jaar;Percentages/aantallen;2011;72.8;4.2;5.7;80.0;1.2;16.7;2.2;72.7;8.0;15.9;3.4;7.7;42.7;3.2;7.5;84.4;4.9;10.8;33.5;66.5;14.0;48.8;17.0;20.3;7.7;81.7;3.0;3.7;5.0;52.0;42.9;36.4;22.9;2.6;15.2;2.4;6.1;3.1;0.9;10.3;7.9;29.8;5.1;17.1;8.0;6.9;6.4;82.6;8.0;8.3;1.1;8.3;129.1;8.2;15.1;183.7;7.5;45.8;38.2
82;Leeftijd: 50 tot 55 jaar;Percentages/aantallen;2012;70.3;4.4;6.3;76.9;1.5;17.2;4.4;78.3;6.1;13.6;2.0;7.7;38.6;2.3;5.9;83.7;8.2;8.1;32.1;67.9;31.7;44.0;15.4;8.9;7.8;84.8;2.4;2.8;5.9;54.9;39.2;41.8;23.0;1.0;13.7;1.2;5.3;2.6;0.3;10.9;7.8;27.5;5.0;18.3;8.0;8.6;7.0;84.7;7.4;3.6;4.4;9.7;138.0;8.9;14.5;163.6;7.7;42.8;33.1
83;Leeftijd: 50 tot 55 jaar;Percentages/aantallen;2013;72.1;4.4;6.2;82.2;3.4;11.7;2.7;75.7;10.6;11.6;2.1;7.8;38.3;2.3;5.9;79.1;6.9;14.0;41.9;58.1;20.8;49.6;7.3;22.3;7.7;83.2;2.4;2.8;7.5;58.5;34.0;40.4;25.0;2.0;12.0;3.2;2.8;3.2;0.0;11.4;7.9;29.0;4.3;14.8;8.0;8.0;6.8;84.0;12.3;1.0;2.6;8.9;131.4;7.4;13.9;188.7;7.8;42.5;35.3
84;Leeftijd: 50 tot 55 jaar;Standaardfout;2010;1.3;0.4;0.5;2.1;0.3;1.9;1.3;2.4;1.7;2.0;0.6;0.0;1.4;0.3;0.6;;;;3.4;3.4;6.0;7.1;5.1;4.1;0.1;1.1;0.3;0.3;1.5;3.2;3.2;2.4;2.1;0.7;1.7;0.7;0.9;1.0;0.2;1.6;0.0;1.3;0.3;0.8;0.1;0.8;0.8;3.0;2.8;0.7;0.9;1.3;8.7;0.8;1.8;17.1;0.1;1.4;1.4
85;Leeftijd: 50 tot 55 jaar;Standaardfout;2011;1.4;0.4;0.5;2.3;0.6;2.2;0.9;2.6;1.6;2.1;1.1;0.0;1.5;0.6;1.4;2.8;1.6;2.4;3.6;3.6;4.6;6.6;5.0;5.3;0.1;1.2;0.3;0.4;1.5;3.5;3.5;2.6;2.2;0.8;1.9;0.8;1.3;0.9;0.5;1.6;0.0;1.4;0.5;1.3;0.1;0.8;0.8;4.1;3.0;3.0;1.1;1.1;8.0;0.8;3.0;31.2;0.1;1.5;1.5
86;Leeftijd: 50 tot 55 jaar;Standaardfout;2012;1.4;0.5;0.6;2.5;0.7;2.2;1.2;2.4;1.4;2.0;0.8;0.0;1.5;0.3;0.7;2.7;2.0;2.0;3.5;3.5;6.1;6.6;4.8;3.8;0.1;1.1;0.2;0.3;1.7;3.5;3.5;2.8;2.4;0.6;1.9;0.6;1.3;0.9;0.3;1.7;0.0;1.4;0.5;1.5;0.1;0.9;0.8;3.8;2.7;1.9;2.1;1.2;8.3;0.9;1.9;14.6;0.1;1.5;1.5
87;Leeftijd: 50 tot 55 jaar;Standaardfout;2013;1.4;0.4;0.6;2.3;1.1;1.9;1.0;2.5;1.8;1.9;0.9;0.0;1.5;0.4;0.9;3.3;2.0;2.8;4.0;4.0;5.1;6.3;3.3;5.2;0.1;1.2;0.3;0.3;2.0;3.7;3.6;2.9;2.5;0.8;1.9;1.0;1.0;1.0;;1.9;0.0;1.4;0.4;1.1;0.1;0.9;0.8;3.9;3.5;1.1;1.7;1.1;7.1;0.8;2.8;31.8;0.1;1.5;1.5
88;Leeftijd: 55 tot 65 jaar;Percentages/aantallen;2010;76.4;4.9;6.4;81.8;2.4;11.6;4.1;75.0;8.9;14.4;1.7;7.8;48.9;2.9;6.0;;;;28.5;71.5;23.5;45.1;15.2;16.2;7.8;75.4;2.5;3.3;6.0;53.2;40.8;37.6;24.1;1.5;13.2;3.5;3.6;3.5;0.0;13.1;7.9;28.6;6.2;21.6;8.0;6.3;9.5;81.5;11.9;2.9;3.8;13.6;143.1;9.8;19.7;201.3;7.7;54.6;34.4
89;Leeftijd: 55 tot 65 jaar;Percentages/aantallen;2011;76.4;4.8;6.2;81.0;2.5;11.0;5.5;71.2;8.3;17.2;3.2;7.8;47.2;2.9;6.2;85.5;4.0;10.5;35.4;64.6;24.0;50.5;11.0;14.5;7.9;75.8;2.6;3.4;7.1;51.3;41.6;37.6;22.9;0.8;14.3;3.1;7.7;2.3;0.0;11.3;7.9;28.0;5.2;18.4;8.0;7.7;8.7;85.1;9.1;3.7;2.1;12.0;138.3;9.2;16.9;183.7;7.8;57.8;35.7
90;Leeftijd: 55 tot 65 jaar;Percentages/aantallen;2012;77.3;5.2;6.7;81.2;1.8;12.7;4.3;67.4;9.7;19.5;3.3;7.8;47.9;2.7;5.5;86.1;5.2;8.7;30.1;69.9;20.8;51.2;18.5;9.5;7.9;76.3;2.2;2.9;2.6;59.6;37.9;41.4;24.0;1.1;13.6;1.8;4.5;1.6;0.0;12.2;7.9;26.5;5.1;19.4;7.9;5.9;8.1;83.4;8.4;4.6;3.7;11.1;138.2;10.5;22.7;217.1;7.8;55.6;33.9
91;Leeftijd: 55 tot 65 jaar;Percentages/aantallen;2013;75.8;5.1;6.7;82.4;2.3;12.3;3.0;68.6;9.6;18.4;3.4;7.8;47.6;2.6;5.5;87.8;5.6;6.6;35.4;64.6;18.0;54.9;15.1;12.1;7.9;77.6;2.2;2.9;6.9;53.1;39.9;37.6;25.7;1.5;13.5;2.3;5.8;2.7;0.0;10.8;7.9;26.7;4.8;18.2;8.1;8.0;9.2;83.6;12.1;2.6;1.7;13.1;142.8;9.6;18.5;193.0;7.7;54.7;32.1
92;Leeftijd: 55 tot 65 jaar;Standaardfout;2010;0.9;0.3;0.4;1.5;0.6;1.2;0.8;1.6;1.1;1.3;0.5;0.0;1.1;0.2;0.4;;;;2.2;2.2;3.9;4.5;3.3;3.3;0.0;0.9;0.2;0.2;1.2;2.6;2.6;1.9;1.7;0.5;1.3;0.7;0.7;0.7;0.0;1.3;0.0;1.0;0.4;1.2;0.1;0.5;0.6;2.4;2.0;1.0;1.2;1.1;5.8;0.6;3.1;28.5;0.1;1.1;1.0
93;Leeftijd: 55 tot 65 jaar;Standaardfout;2011;1.0;0.3;0.4;1.6;0.7;1.3;1.0;1.9;1.2;1.6;0.7;0.0;1.1;0.3;0.5;1.8;1.0;1.6;2.5;2.5;3.7;4.4;2.7;3.1;0.0;1.0;0.2;0.3;1.4;2.8;2.7;2.1;1.8;0.4;1.5;0.7;1.1;0.6;0.0;1.4;0.0;1.0;0.4;1.2;0.1;0.6;0.6;2.4;2.0;1.3;1.0;1.0;5.9;0.7;2.2;19.6;0.1;1.1;1.1
94;Leeftijd: 55 tot 65 jaar;Standaardfout;2012;1.0;0.3;0.4;1.6;0.5;1.4;0.8;1.9;1.2;1.6;0.7;0.0;1.2;0.2;0.5;1.9;1.2;1.6;2.5;2.5;4.1;5.0;3.9;3.0;0.0;1.0;0.2;0.3;0.9;2.9;2.8;2.2;1.9;0.5;1.5;0.6;0.9;0.6;;1.5;0.0;1.0;0.4;1.2;0.1;0.5;0.6;2.7;2.0;1.5;1.4;1.0;6.6;0.7;4.4;39.5;0.1;1.1;1.1
95;Leeftijd: 55 tot 65 jaar;Standaardfout;2013;1.0;0.3;0.4;1.6;0.6;1.4;0.7;1.9;1.2;1.6;0.8;0.0;1.2;0.2;0.5;1.8;1.3;1.4;2.7;2.7;3.6;4.7;3.4;3.1;0.0;1.0;0.2;0.2;1.5;2.9;2.8;2.1;1.9;0.5;1.5;0.7;1.0;0.7;;1.4;0.0;1.0;0.3;1.0;0.1;0.6;0.7;2.5;2.2;1.1;0.9;1.1;6.0;0.7;2.5;21.8;0.1;1.2;1.1
96;Leeftijd: 65 tot 75 jaar;Percentages/aantallen;2010;81.0;5.9;7.3;78.0;4.6;12.7;4.8;68.6;11.3;18.2;1.9;7.9;56.6;3.8;6.7;;;;28.3;71.7;14.2;45.3;26.6;13.8;7.9;63.8;2.0;3.1;5.9;58.5;35.5;39.1;25.8;0.9;9.1;2.7;6.2;2.9;0.0;13.3;8.0;27.7;6.0;22.0;8.1;4.2;13.0;75.3;19.6;3.4;1.7;17.1;131.2;10.8;22.2;206.1;7.7;65.9;34.0
97;Leeftijd: 65 tot 75 jaar;Percentages/aantallen;2011;81.4;5.9;7.3;84.5;3.9;8.8;2.9;67.3;7.7;23.5;1.5;8.0;58.0;3.4;5.9;88.9;2.6;8.4;30.2;69.8;24.0;47.2;15.0;13.7;8.1;65.5;2.2;3.4;7.3;47.1;45.6;38.0;18.3;1.7;13.2;3.1;4.8;2.5;0.0;18.4;8.0;28.5;5.9;21.0;8.0;5.9;10.9;76.9;14.5;4.7;3.9;14.8;136.4;11.1;19.2;172.7;7.8;72.2;31.5
98;Leeftijd: 65 tot 75 jaar;Percentages/aantallen;2012;81.1;5.7;7.0;83.4;3.1;9.4;4.2;72.5;8.8;17.9;0.8;7.9;57.5;3.9;6.7;88.3;3.1;8.7;28.1;71.9;29.0;50.3;11.2;9.5;8.1;66.5;1.9;2.9;4.9;58.6;36.4;40.9;21.0;1.6;9.5;2.5;5.9;2.2;0.0;16.5;7.9;28.4;6.1;21.7;8.0;4.7;12.7;82.5;11.7;1.9;3.9;18.2;143.7;11.9;21.7;183.1;7.9;67.9;28.7
