ID;Geslacht;Leeftijd;Geboorteland;CaribischNederland;Perioden;BevolkingOp1Januari_1
9027;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2022;1
9028;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2023;4
9029;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2024;4
9030;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2011;0
9031;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2012;0
9032;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2013;0
9033;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2014;0
9034;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2015;1
9035;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2016;1
9036;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2017;0
9037;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2018;0
9038;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2019;0
9039;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2020;0
9040;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2021;0
9041;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2022;1
9042;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2023;1
9043;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2024;1
9044;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2011;2
9045;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2012;4
9046;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2013;4
9047;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2014;3
9048;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2015;1
9049;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2016;1
9050;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2017;0
9051;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2018;0
9052;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2019;0
9053;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2020;0
9054;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2021;0
9055;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2022;0
9056;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2023;0
9057;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2024;0
9058;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2011;0
9059;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2012;1
9060;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2013;0
9061;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2014;0
9062;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2015;0
9063;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2016;0
9064;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2017;1
9065;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2018;1
9066;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2019;1
9067;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2020;1
9068;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2021;1
9069;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2022;0
9070;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2023;3
9071;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2024;3
9072;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2011;1
9073;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2012;4
9074;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2013;4
9075;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2014;3
9076;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2015;3
9077;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2016;2
9078;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2017;0
9079;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2018;2
9080;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2019;1
9081;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2020;2
9082;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2021;2
9083;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2022;1
9084;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2023;1
9085;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Caribisch Nederland;2024;2
9086;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2011;1
9087;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2012;4
9088;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2013;4
9089;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2014;3
9090;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2015;3
9091;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2016;2
9092;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2017;0
9093;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2018;1
9094;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2019;0
9095;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2020;1
9096;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2021;1
9097;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2022;0
9098;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2023;0
9099;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Bonaire;2024;0
9100;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2011;0
9101;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2012;0
9102;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2013;0
9103;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2014;0
9104;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2015;0
9105;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2016;0
9106;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2017;0
9107;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2018;1
9108;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2019;1
9109;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2020;1
9110;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2021;0
9111;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2022;1
9112;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2023;1
9113;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Sint Eustatius;2024;2
9114;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2011;0
9115;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2012;0
9116;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2013;0
9117;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2014;0
9118;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2015;0
9119;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2016;0
9120;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2017;0
9121;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2018;0
9122;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2019;0
9123;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2020;0
9124;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2021;1
9125;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2022;0
9126;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2023;0
9127;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa;Saba;2024;0
9128;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2011;12
9129;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2012;10
9130;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2013;9
9131;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2014;8
9132;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2015;7
9133;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2016;10
9134;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2017;10
9135;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2018;4
9136;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2019;3
9137;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2020;4
9138;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2021;4
9139;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2022;3
9140;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2023;2
9141;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2024;6
9142;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2011;4
9143;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2012;3
9144;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2013;1
9145;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2014;1
9146;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2015;1
9147;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2016;1
9148;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2017;1
9149;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2018;0
9150;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2019;0
9151;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2020;0
9152;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2021;1
9153;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2022;0
9154;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2023;0
9155;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2024;1
9156;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2011;7
9157;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2012;4
9158;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2013;5
9159;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2014;6
9160;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2015;5
9161;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2016;7
9162;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2017;8
9163;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2018;4
9164;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2019;3
9165;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2020;4
9166;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2021;3
9167;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2022;2
9168;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2023;1
9169;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2024;2
9170;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2011;1
9171;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2012;3
9172;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2013;3
9173;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2014;1
9174;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2015;1
9175;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2016;2
9176;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2017;1
9177;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2018;0
9178;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2019;0
9179;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2020;0
9180;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2021;0
9181;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2022;1
9182;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2023;1
9183;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Saba;2024;3
9184;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2011;1286
9185;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2012;1286
9186;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2013;1291
9187;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2014;1325
9188;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2015;1334
9189;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2016;1317
9190;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2017;1356
9191;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2018;1384
9192;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2019;1344
9193;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2020;1324
9194;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2021;1378
9195;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2022;1423
9196;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2023;1450
9197;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Caribisch Nederland;2024;1492
9198;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2011;969
9199;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2012;998
9200;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2013;999
9201;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2014;1040
9202;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2015;1053
9203;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2016;1069
9204;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2017;1089
9205;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2018;1100
9206;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2019;1095
9207;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2020;1064
9208;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2021;1097
9209;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2022;1133
9210;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2023;1174
9211;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Bonaire;2024;1223
9212;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2011;223
9213;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2012;209
9214;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2013;211
9215;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2014;203
9216;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2015;205
9217;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2016;171
9218;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2017;190
9219;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2018;206
9220;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2019;174
9221;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2020;181
9222;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2021;193
9223;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2022;196
9224;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2023;192
9225;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Sint Eustatius;2024;167
9226;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2011;94
9227;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2012;79
9228;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2013;81
9229;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2014;82
9230;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2015;76
9231;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2016;77
9232;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2017;77
9233;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2018;78
9234;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2019;75
9235;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2020;79
9236;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2021;88
9237;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2022;94
9238;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2023;84
9239;Totaal mannen en vrouwen;15 tot 20 jaar;Totaal;Saba;2024;102
9240;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2011;699
9241;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2012;711
9242;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2013;726
9243;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2014;762
9244;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2015;793
9245;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2016;825
9246;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2017;867
9247;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2018;901
9248;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2019;895
9249;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2020;851
9250;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2021;880
9251;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2022;912
9252;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2023;934
9253;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2024;953
9254;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2011;519
9255;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2012;546
9256;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2013;556
9257;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2014;595
9258;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2015;629
9259;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2016;672
9260;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2017;705
9261;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2018;730
9262;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2019;732
9263;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2020;688
9264;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2021;698
9265;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2022;719
9266;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2023;745
9267;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Bonaire;2024;760
9268;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2011;129
9269;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2012;122
9270;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2013;125
9271;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2014;124
9272;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2015;122
9273;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2016;107
9274;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2017;108
9275;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2018;111
9276;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2019;101
9277;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2020;99
9278;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2021;113
9279;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2022;124
9280;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2023;128
9281;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2024;116
9282;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2011;51
9283;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2012;43
9284;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2013;45
9285;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2014;43
9286;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2015;42
9287;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2016;46
9288;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2017;54
9289;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2018;60
9290;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2019;62
9291;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2020;64
9292;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2021;69
9293;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2022;69
9294;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2023;61
9295;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch Nederland geboren;Saba;2024;77
9296;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2011;364
9297;Totaal mannen en vrouwen;15 tot 20 jaar;Buiten Caribisch deel Koninkrijk der ...;Caribisch Nederland;2012;355
