ID;Geslacht;Leeftijd;BurgerlijkeStaat;Herkomstland;GeboortelandOuders;Perioden;GemiddeldAantalVerzekerdeJarenAOW_1;GemiddeldOpbouwpercentageAOW_2
2575;Totaal mannen en vrouwen;12400;Niet-gehuwd;Totaal;Geboren in NL, ouders in NL;2023;8.0;100.0
2576;Totaal mannen en vrouwen;12400;Niet-gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2020;7.0;99.8
2577;Totaal mannen en vrouwen;12400;Niet-gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2021;7.0;99.8
2578;Totaal mannen en vrouwen;12400;Niet-gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2022;7.0;99.8
2579;Totaal mannen en vrouwen;12400;Niet-gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2023;7.0;99.8
2580;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Totaal;2020;8.0;100.0
2581;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Totaal;2021;8.0;100.0
2582;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Totaal;2022;7.0;100.0
2583;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Totaal;2023;8.0;100.0
2584;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren in Nederland;2020;8.0;100.0
2585;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren in Nederland;2021;8.0;100.0
2586;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren in Nederland;2022;7.0;100.0
2587;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren in Nederland;2023;8.0;100.0
2588;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren buiten Nederland;2020;;
2589;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren buiten Nederland;2021;;
2590;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren buiten Nederland;2022;;
2591;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren buiten Nederland;2023;;
2592;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren in NL, ouders in NL;2020;8.0;100.0
2593;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren in NL, ouders in NL;2021;8.0;100.0
2594;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren in NL, ouders in NL;2022;7.0;100.0
2595;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren in NL, ouders in NL;2023;8.0;100.0
2596;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2020;;
2597;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2021;;
2598;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2022;;
2599;Totaal mannen en vrouwen;12400;Niet-gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2023;;
2600;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Totaal;2020;3.0;44.0
2601;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Totaal;2021;3.0;44.2
2602;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Totaal;2022;3.0;43.3
2603;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Totaal;2023;3.0;44.5
2604;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2020;7.0;99.8
2605;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2021;7.0;99.7
2606;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2022;7.0;99.8
2607;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2023;7.0;99.7
2608;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2020;3.0;34.4
2609;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2021;3.0;34.6
2610;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2022;3.0;34.0
2611;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2023;3.0;35.4
2612;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020;;
2613;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021;;
2614;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022;;
2615;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023;;
2616;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020;7.0;99.8
2617;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021;7.0;99.7
2618;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022;7.0;99.8
2619;Totaal mannen en vrouwen;12400;Niet-gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023;7.0;99.7
2620;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Totaal;2020;5.0;72.9
2621;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Totaal;2021;5.0;72.8
2622;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Totaal;2022;5.0;72.4
2623;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Totaal;2023;6.0;73.3
2624;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren in Nederland;2020;7.0;99.8
2625;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren in Nederland;2021;7.0;99.8
2626;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren in Nederland;2022;7.0;99.9
2627;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren in Nederland;2023;7.0;99.8
2628;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren buiten Nederland;2020;4.0;50.3
2629;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren buiten Nederland;2021;4.0;49.9
2630;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren buiten Nederland;2022;4.0;48.8
2631;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren buiten Nederland;2023;4.0;50.6
2632;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2020;;
2633;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2021;;
2634;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2022;;
2635;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2023;;
2636;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2020;7.0;99.8
2637;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2021;7.0;99.8
2638;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2022;7.0;99.9
2639;Totaal mannen en vrouwen;12400;Niet-gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2023;7.0;99.8
2640;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Totaal;2020;7.0;82.9
2641;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Totaal;2021;7.0;82.3
2642;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Totaal;2022;7.0;81.2
2643;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Totaal;2023;7.0;81.1
2644;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2020;8.0;98.9
2645;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2021;8.0;98.8
2646;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2022;8.0;98.8
2647;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2023;8.0;98.9
2648;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2020;3.0;38.9
2649;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2021;3.0;39.2
2650;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2022;3.0;37.9
2651;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2023;3.0;38.4
2652;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2020;8.0;99.4
2653;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2021;8.0;99.3
2654;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2022;8.0;99.3
2655;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2023;8.0;99.4
2656;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2020;8.0;96.9
2657;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2021;8.0;96.6
2658;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2022;8.0;96.8
2659;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2023;8.0;96.9
2660;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Totaal;2020;8.0;99.4
2661;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Totaal;2021;8.0;99.3
2662;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Totaal;2022;8.0;99.3
2663;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Totaal;2023;8.0;99.4
2664;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren in Nederland;2020;8.0;99.4
2665;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren in Nederland;2021;8.0;99.3
2666;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren in Nederland;2022;8.0;99.3
2667;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren in Nederland;2023;8.0;99.4
2668;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren buiten Nederland;2020;;
2669;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren buiten Nederland;2021;;
2670;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren buiten Nederland;2022;;
2671;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren buiten Nederland;2023;;
2672;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2020;8.0;99.4
2673;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2021;8.0;99.3
2674;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2022;8.0;99.3
2675;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2023;8.0;99.4
2676;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2020;;
2677;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2021;;
2678;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2022;;
2679;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2023;;
2680;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;2020;4.0;42.4
2681;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;2021;4.0;42.6
2682;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;2022;4.0;41.3
2683;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;2023;4.0;42.1
2684;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2020;8.0;96.5
2685;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2021;8.0;96.4
2686;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2022;8.0;96.3
2687;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2023;8.0;96.3
2688;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2020;3.0;31.9
2689;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2021;3.0;32.9
2690;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2022;3.0;31.9
2691;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2023;3.0;33.0
2692;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020;;
2693;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021;;
2694;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022;;
2695;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023;;
2696;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020;8.0;96.5
2697;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021;8.0;96.4
2698;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022;8.0;96.3
2699;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023;8.0;96.3
2700;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Totaal;2020;6.0;70.9
2701;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Totaal;2021;6.0;70.5
2702;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Totaal;2022;6.0;69.3
2703;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Totaal;2023;6.0;69.4
2704;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2020;8.0;97.0
2705;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2021;8.0;96.7
2706;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2022;8.0;96.9
2707;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2023;8.0;97.0
2708;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2020;4.0;47.2
2709;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2021;4.0;47.0
2710;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2022;4.0;45.4
2711;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2023;4.0;45.4
2712;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2020;;
2713;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2021;;
2714;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2022;;
2715;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2023;;
2716;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2020;8.0;97.0
2717;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2021;8.0;96.7
2718;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2022;8.0;96.9
2719;Totaal mannen en vrouwen;12500;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2023;8.0;97.0
2720;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Totaal;2020;7.0;86.4
2721;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Totaal;2021;7.0;86.1
2722;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Totaal;2022;7.0;84.1
2723;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Totaal;2023;7.0;82.9
2724;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren in Nederland;2020;9.0;100.0
2725;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren in Nederland;2021;9.0;100.0
2726;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren in Nederland;2022;9.0;100.0
2727;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren in Nederland;2023;9.0;100.0
2728;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren buiten Nederland;2020;4.0;44.8
2729;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren buiten Nederland;2021;4.0;45.9
2730;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren buiten Nederland;2022;4.0;41.3
2731;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren buiten Nederland;2023;3.0;39.9
2732;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren in NL, ouders in NL;2020;9.0;100.0
2733;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren in NL, ouders in NL;2021;9.0;100.0
2734;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren in NL, ouders in NL;2022;9.0;100.0
2735;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren in NL, ouders in NL;2023;9.0;100.0
2736;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2020;9.0;99.9
2737;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2021;9.0;100.0
2738;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2022;9.0;99.9
2739;Totaal mannen en vrouwen;12500;Gehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2023;9.0;99.9
2740;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Totaal;2020;9.0;100.0
2741;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Totaal;2021;9.0;100.0
2742;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Totaal;2022;9.0;100.0
2743;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Totaal;2023;9.0;100.0
2744;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren in Nederland;2020;9.0;100.0
2745;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren in Nederland;2021;9.0;100.0
2746;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren in Nederland;2022;9.0;100.0
2747;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren in Nederland;2023;9.0;100.0
2748;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren buiten Nederland;2020;;
2749;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren buiten Nederland;2021;;
2750;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren buiten Nederland;2022;;
2751;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren buiten Nederland;2023;;
2752;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren in NL, ouders in NL;2020;9.0;100.0
2753;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren in NL, ouders in NL;2021;9.0;100.0
2754;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren in NL, ouders in NL;2022;9.0;100.0
2755;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren in NL, ouders in NL;2023;9.0;100.0
2756;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2020;;
2757;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2021;;
2758;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2022;;
2759;Totaal mannen en vrouwen;12500;Gehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2023;;
2760;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Totaal;2020;5.0;53.1
2761;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Totaal;2021;5.0;53.7
2762;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Totaal;2022;4.0;48.1
2763;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Totaal;2023;4.0;46.1
2764;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2020;9.0;99.7
2765;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2021;9.0;100.0
2766;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2022;9.0;100.0
2767;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren in Nederland;2023;9.0;100.0
2768;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2020;4.0;42.2
2769;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2021;4.0;44.2
2770;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2022;3.0;37.8
2771;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2023;3.0;36.9
2772;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020;;
2773;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021;;
2774;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022;;
2775;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023;;
2776;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020;9.0;99.7
2777;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021;9.0;100.0
2778;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022;9.0;100.0
2779;Totaal mannen en vrouwen;12500;Gehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023;9.0;100.0
2780;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Totaal;2020;6.0;70.2
2781;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Totaal;2021;6.0;71.5
2782;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Totaal;2022;6.0;69.3
2783;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Totaal;2023;6.0;67.8
2784;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren in Nederland;2020;9.0;99.9
2785;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren in Nederland;2021;9.0;99.9
2786;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren in Nederland;2022;9.0;99.9
2787;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren in Nederland;2023;9.0;99.9
2788;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren buiten Nederland;2020;4.0;45.8
2789;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren buiten Nederland;2021;4.0;46.6
2790;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren buiten Nederland;2022;4.0;42.7
2791;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren buiten Nederland;2023;4.0;41.2
2792;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2020;;
2793;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2021;;
2794;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2022;;
2795;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren in NL, ouders in NL;2023;;
2796;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2020;9.0;99.9
2797;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2021;9.0;99.9
2798;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2022;9.0;99.9
2799;Totaal mannen en vrouwen;12500;Gehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2023;9.0;99.9
2800;Totaal mannen en vrouwen;12500;Niet-gehuwd;Totaal;Totaal;2020;7.0;82.2
2801;Totaal mannen en vrouwen;12500;Niet-gehuwd;Totaal;Totaal;2021;7.0;81.7
2802;Totaal mannen en vrouwen;12500;Niet-gehuwd;Totaal;Totaal;2022;7.0;80.7
2803;Totaal mannen en vrouwen;12500;Niet-gehuwd;Totaal;Totaal;2023;7.0;80.7
2804;Totaal mannen en vrouwen;12500;Niet-gehuwd;Totaal;Geboren in Nederland;2020;9.0;99.9
2805;Totaal mannen en vrouwen;12500;Niet-gehuwd;Totaal;Geboren in Nederland;2021;8.0;99.9
