ID;SectorBranchesSIC2008;CompanySize;InternationalityOfCompany;CharacteristicsOfJobsAndEmployees;Periods;Jobs_1;LabourVolume_2;HourlyWage_3;PerJobPerWeekIncludingOvertime_4;PerJobPerWeekExcludingOvertime_5
1287;A-U All economic activities;Total employed persons;Export of goods;3 Higher education;2010;;;;;
1288;A-U All economic activities;Total employed persons;Export of goods;3 Higher education;2011;;;;;
1289;A-U All economic activities;Total employed persons;Export of goods;3 Higher education;2012;;;;;
1290;A-U All economic activities;Total employed persons;Export of goods;3 Higher education;2013;25.0;21.0;24.0;29.1;29.0
1291;A-U All economic activities;Total employed persons;Export of goods;3 Higher education;2014;46.0;39.0;22.9;29.0;28.9
1292;A-U All economic activities;Total employed persons;Export of goods;3 Higher education;2015;22.0;20.0;27.1;34.1;33.9
1293;A-U All economic activities;Total employed persons;Export of goods;3 Higher education;2016;27.0;23.0;26.7;33.2;33.0
1294;A-U All economic activities;Total employed persons;Export of goods;3 Higher education;2017;25.0;22.0;26.2;34.1;33.8
1295;A-U All economic activities;Total employed persons;Export of goods;3 Higher education;2018;42.0;35.0;25.6;29.9;29.7
1296;A-U All economic activities;Total employed persons;Export of goods;Low (among lowest 30 percent);2010;29.0;16.0;8.76;22.5;22.2
1297;A-U All economic activities;Total employed persons;Export of goods;Low (among lowest 30 percent);2011;55.0;28.0;9.02;19.9;19.3
1298;A-U All economic activities;Total employed persons;Export of goods;Low (among lowest 30 percent);2012;61.0;34.0;9.27;20.7;20.4
1299;A-U All economic activities;Total employed persons;Export of goods;Low (among lowest 30 percent);2013;22.0;13.0;9.31;23.5;23.1
1300;A-U All economic activities;Total employed persons;Export of goods;Low (among lowest 30 percent);2014;42.0;21.0;8.73;19.6;19.3
1301;A-U All economic activities;Total employed persons;Export of goods;Low (among lowest 30 percent);2015;17.0;10.0;8.9;25.0;23.1
1302;A-U All economic activities;Total employed persons;Export of goods;Low (among lowest 30 percent);2016;13.0;7.0;8.07;23.9;22.2
1303;A-U All economic activities;Total employed persons;Export of goods;Low (among lowest 30 percent);2017;17.0;10.0;8.68;24.2;22.8
1304;A-U All economic activities;Total employed persons;Export of goods;Low (among lowest 30 percent);2018;25.0;15.0;9.13;23.8;23.4
1305;A-U All economic activities;Total employed persons;Export of goods;Wage: middle;2010;78.0;62.0;16.4;31.9;31.2
1306;A-U All economic activities;Total employed persons;Export of goods;Wage: middle;2011;131.0;102.0;16.1;30.1;29.5
1307;A-U All economic activities;Total employed persons;Export of goods;Wage: middle;2012;112.0;86.0;16.2;29.7;29.0
1308;A-U All economic activities;Total employed persons;Export of goods;Wage: middle;2013;53.0;42.0;16.9;32.6;31.4
1309;A-U All economic activities;Total employed persons;Export of goods;Wage: middle;2014;71.0;55.0;17.0;30.4;29.7
1310;A-U All economic activities;Total employed persons;Export of goods;Wage: middle;2015;38.0;32.0;17.7;34.5;33.4
1311;A-U All economic activities;Total employed persons;Export of goods;Wage: middle;2016;40.0;34.0;17.7;34.9;33.8
1312;A-U All economic activities;Total employed persons;Export of goods;Wage: middle;2017;39.0;33.0;17.7;34.1;33.2
1313;A-U All economic activities;Total employed persons;Export of goods;Wage: middle;2018;60.0;47.0;17.9;31.4;30.6
1314;A-U All economic activities;Total employed persons;Export of goods;High (among highest 20 percent);2010;32.0;29.0;35.0;35.1;34.9
1315;A-U All economic activities;Total employed persons;Export of goods;High (among highest 20 percent);2011;48.0;43.0;33.8;34.3;34.1
1316;A-U All economic activities;Total employed persons;Export of goods;High (among highest 20 percent);2012;32.0;28.0;36.6;34.6;34.4
1317;A-U All economic activities;Total employed persons;Export of goods;High (among highest 20 percent);2013;19.0;17.0;38.4;35.0;34.8
1318;A-U All economic activities;Total employed persons;Export of goods;High (among highest 20 percent);2014;29.0;26.0;37.3;34.7;34.5
1319;A-U All economic activities;Total employed persons;Export of goods;High (among highest 20 percent);2015;17.0;15.0;38.0;36.1;35.9
1320;A-U All economic activities;Total employed persons;Export of goods;High (among highest 20 percent);2016;21.0;19.0;38.2;35.5;35.4
1321;A-U All economic activities;Total employed persons;Export of goods;High (among highest 20 percent);2017;20.0;18.0;38.6;35.9;35.7
1322;A-U All economic activities;Total employed persons;Export of goods;High (among highest 20 percent);2018;30.0;27.0;38.8;34.7;34.5
1323;A-U All economic activities;Total employed persons;Export of goods;Dutch;2010;130.0;101.0;20.3;30.5;30.1
1324;A-U All economic activities;Total employed persons;Export of goods;Dutch;2011;219.0;162.0;19.6;28.5;28.0
1325;A-U All economic activities;Total employed persons;Export of goods;Dutch;2012;187.0;134.0;19.0;27.6;27.1
1326;A-U All economic activities;Total employed persons;Export of goods;Dutch;2013;86.0;67.0;20.5;30.8;30.1
1327;A-U All economic activities;Total employed persons;Export of goods;Dutch;2014;131.0;93.0;20.7;27.8;27.4
1328;A-U All economic activities;Total employed persons;Export of goods;Dutch;2015;66.0;53.0;21.8;32.5;31.5
1329;A-U All economic activities;Total employed persons;Export of goods;Dutch;2016;69.0;57.0;22.9;32.9;31.9
1330;A-U All economic activities;Total employed persons;Export of goods;Dutch;2017;69.0;56.0;22.6;32.1;31.3
1331;A-U All economic activities;Total employed persons;Export of goods;Dutch;2018;101.0;77.0;23.2;30.3;29.8
1332;A-U All economic activities;Total employed persons;Export of goods;Belgian;2010;1.0;0.0;;;
1333;A-U All economic activities;Total employed persons;Export of goods;Belgian;2011;1.0;0.0;;;
1334;A-U All economic activities;Total employed persons;Export of goods;Belgian;2012;1.0;0.0;;;
1335;A-U All economic activities;Total employed persons;Export of goods;Belgian;2013;0.0;0.0;;;
1336;A-U All economic activities;Total employed persons;Export of goods;Belgian;2014;0.0;0.0;;;
1337;A-U All economic activities;Total employed persons;Export of goods;Belgian;2015;0.0;0.0;;;
1338;A-U All economic activities;Total employed persons;Export of goods;Belgian;2016;0.0;0.0;;;
1339;A-U All economic activities;Total employed persons;Export of goods;Belgian;2017;0.0;0.0;;;
1340;A-U All economic activities;Total employed persons;Export of goods;Belgian;2018;0.0;0.0;;;
1341;A-U All economic activities;Total employed persons;Export of goods;British;2010;1.0;1.0;;;
1342;A-U All economic activities;Total employed persons;Export of goods;British;2011;1.0;1.0;;;
1343;A-U All economic activities;Total employed persons;Export of goods;British;2012;1.0;1.0;;;
1344;A-U All economic activities;Total employed persons;Export of goods;British;2013;0.0;0.0;;;
1345;A-U All economic activities;Total employed persons;Export of goods;British;2014;0.0;0.0;;;
1346;A-U All economic activities;Total employed persons;Export of goods;British;2015;0.0;0.0;;;
1347;A-U All economic activities;Total employed persons;Export of goods;British;2016;0.0;0.0;;;
1348;A-U All economic activities;Total employed persons;Export of goods;British;2017;0.0;0.0;;;
1349;A-U All economic activities;Total employed persons;Export of goods;British;2018;0.0;0.0;;;
1350;A-U All economic activities;Total employed persons;Export of goods;German;2010;2.0;1.0;17.8;33.0;31.9
1351;A-U All economic activities;Total employed persons;Export of goods;German;2011;2.0;2.0;15.2;30.4;29.5
1352;A-U All economic activities;Total employed persons;Export of goods;German;2012;2.0;2.0;17.0;29.3;28.6
1353;A-U All economic activities;Total employed persons;Export of goods;German;2013;1.0;0.0;;;
1354;A-U All economic activities;Total employed persons;Export of goods;German;2014;1.0;1.0;;;
1355;A-U All economic activities;Total employed persons;Export of goods;German;2015;0.0;0.0;;;
1356;A-U All economic activities;Total employed persons;Export of goods;German;2016;0.0;0.0;;;
1357;A-U All economic activities;Total employed persons;Export of goods;German;2017;0.0;0.0;;;
1358;A-U All economic activities;Total employed persons;Export of goods;German;2018;1.0;0.0;;;
1359;A-U All economic activities;Total employed persons;Export of goods;Indian;2010;0.0;0.0;;;
1360;A-U All economic activities;Total employed persons;Export of goods;Indian;2011;0.0;0.0;;;
1361;A-U All economic activities;Total employed persons;Export of goods;Indian;2012;0.0;0.0;;;
1362;A-U All economic activities;Total employed persons;Export of goods;Indian;2013;0.0;0.0;;;
1363;A-U All economic activities;Total employed persons;Export of goods;Indian;2014;0.0;0.0;;;
1364;A-U All economic activities;Total employed persons;Export of goods;Indian;2015;0.0;0.0;;;
1365;A-U All economic activities;Total employed persons;Export of goods;Indian;2016;0.0;0.0;;;
1366;A-U All economic activities;Total employed persons;Export of goods;Indian;2017;0.0;0.0;;;
1367;A-U All economic activities;Total employed persons;Export of goods;Indian;2018;0.0;0.0;;;
1368;A-U All economic activities;Total employed persons;Export of goods;Polish;2010;1.0;1.0;12.4;32.8;31.9
1369;A-U All economic activities;Total employed persons;Export of goods;Polish;2011;4.0;3.0;11.6;31.7;30.3
1370;A-U All economic activities;Total employed persons;Export of goods;Polish;2012;7.0;5.0;11.3;30.9;29.4
1371;A-U All economic activities;Total employed persons;Export of goods;Polish;2013;1.0;1.0;12.8;32.1;30.5
1372;A-U All economic activities;Total employed persons;Export of goods;Polish;2014;4.0;3.0;12.1;31.3;30.0
1373;A-U All economic activities;Total employed persons;Export of goods;Polish;2015;2.0;1.0;12.6;34.4;31.7
1374;A-U All economic activities;Total employed persons;Export of goods;Polish;2016;1.0;1.0;;;
1375;A-U All economic activities;Total employed persons;Export of goods;Polish;2017;2.0;2.0;12.2;35.5;33.1
1376;A-U All economic activities;Total employed persons;Export of goods;Polish;2018;4.0;3.0;12.8;33.4;31.6
1377;A-U All economic activities;Total employed persons;Export of goods;Other;2010;4.0;4.0;18.9;32.3;31.8
1378;A-U All economic activities;Total employed persons;Export of goods;Other;2011;7.0;5.0;17.3;28.7;28.1
1379;A-U All economic activities;Total employed persons;Export of goods;Other;2012;9.0;6.0;17.3;27.6;27.1
1380;A-U All economic activities;Total employed persons;Export of goods;Other;2013;4.0;3.0;21.6;32.7;31.8
1381;A-U All economic activities;Total employed persons;Export of goods;Other;2014;6.0;5.0;17.1;29.1;28.6
1382;A-U All economic activities;Total employed persons;Export of goods;Other;2015;3.0;2.0;20.3;34.6;33.6
1383;A-U All economic activities;Total employed persons;Export of goods;Other;2016;3.0;2.0;21.8;35.5;35.1
1384;A-U All economic activities;Total employed persons;Export of goods;Other;2017;4.0;3.0;19.9;34.8;33.8
1385;A-U All economic activities;Total employed persons;Export of goods;Other;2018;8.0;6.0;19.4;33.0;32.0
1386;A-U All economic activities;Total employed persons;Import and export of goods;Total;2010;2431.0;2004.0;21.6;32.4;31.8
1387;A-U All economic activities;Total employed persons;Import and export of goods;Total;2011;2455.0;2028.0;22.1;32.4;31.8
1388;A-U All economic activities;Total employed persons;Import and export of goods;Total;2012;2524.0;2079.0;22.6;32.4;31.9
1389;A-U All economic activities;Total employed persons;Import and export of goods;Total;2013;2590.0;2117.0;22.6;32.3;31.7
1390;A-U All economic activities;Total employed persons;Import and export of goods;Total;2014;2554.0;2086.0;22.9;32.3;31.7
1391;A-U All economic activities;Total employed persons;Import and export of goods;Total;2015;2345.0;1947.0;23.7;32.8;32.2
1392;A-U All economic activities;Total employed persons;Import and export of goods;Total;2016;2341.0;1960.0;23.6;33.1;32.6
1393;A-U All economic activities;Total employed persons;Import and export of goods;Total;2017;2484.0;2062.0;23.9;32.7;32.2
1394;A-U All economic activities;Total employed persons;Import and export of goods;Total;2018;2625.0;2185.0;24.2;32.9;32.4
1395;A-U All economic activities;Total employed persons;Import and export of goods;Specified time;2010;625.0;419.0;15.5;26.4;25.7
1396;A-U All economic activities;Total employed persons;Import and export of goods;Specified time;2011;615.0;421.0;16.1;27.0;26.4
1397;A-U All economic activities;Total employed persons;Import and export of goods;Specified time;2012;641.0;437.0;16.5;27.1;26.5
1398;A-U All economic activities;Total employed persons;Import and export of goods;Specified time;2013;743.0;509.0;16.2;27.1;26.6
1399;A-U All economic activities;Total employed persons;Import and export of goods;Specified time;2014;706.0;487.0;16.3;27.4;26.9
1400;A-U All economic activities;Total employed persons;Import and export of goods;Specified time;2015;622.0;433.0;16.8;27.7;27.2
1401;A-U All economic activities;Total employed persons;Import and export of goods;Specified time;2016;670.0;482.0;16.6;28.5;28.0
1402;A-U All economic activities;Total employed persons;Import and export of goods;Specified time;2017;752.0;526.0;16.5;27.7;27.2
1403;A-U All economic activities;Total employed persons;Import and export of goods;Specified time;2018;830.0;589.0;17.0;28.1;27.6
1404;A-U All economic activities;Total employed persons;Import and export of goods;Unspecified time;2010;1784.0;1564.0;23.0;34.5;33.9
1405;A-U All economic activities;Total employed persons;Import and export of goods;Unspecified time;2011;1817.0;1586.0;23.5;34.2;33.6
1406;A-U All economic activities;Total employed persons;Import and export of goods;Unspecified time;2012;1860.0;1621.0;24.1;34.2;33.7
1407;A-U All economic activities;Total employed persons;Import and export of goods;Unspecified time;2013;1823.0;1587.0;24.5;34.4;33.8
1408;A-U All economic activities;Total employed persons;Import and export of goods;Unspecified time;2014;1826.0;1579.0;24.8;34.1;33.6
1409;A-U All economic activities;Total employed persons;Import and export of goods;Unspecified time;2015;1702.0;1495.0;25.6;34.6;34.1
1410;A-U All economic activities;Total employed persons;Import and export of goods;Unspecified time;2016;1649.0;1459.0;25.7;34.9;34.4
1411;A-U All economic activities;Total employed persons;Import and export of goods;Unspecified time;2017;1710.0;1515.0;26.3;34.9;34.4
1412;A-U All economic activities;Total employed persons;Import and export of goods;Unspecified time;2018;1772.0;1576.0;26.8;35.1;34.6
1413;A-U All economic activities;Total employed persons;Import and export of goods;Other;2010;23.0;21.0;35.7;36.0;35.9
1414;A-U All economic activities;Total employed persons;Import and export of goods;Other;2011;23.0;21.0;36.2;35.6;35.6
1415;A-U All economic activities;Total employed persons;Import and export of goods;Other;2012;23.0;21.0;36.1;35.6;35.6
1416;A-U All economic activities;Total employed persons;Import and export of goods;Other;2013;23.0;21.0;36.9;35.5;35.5
1417;A-U All economic activities;Total employed persons;Import and export of goods;Other;2014;22.0;20.0;36.8;35.6;35.6
1418;A-U All economic activities;Total employed persons;Import and export of goods;Other;2015;21.0;19.0;37.0;35.4;35.4
1419;A-U All economic activities;Total employed persons;Import and export of goods;Other;2016;22.0;19.0;37.2;35.4;35.4
1420;A-U All economic activities;Total employed persons;Import and export of goods;Other;2017;23.0;20.0;37.9;35.3;35.3
1421;A-U All economic activities;Total employed persons;Import and export of goods;Other;2018;23.0;20.0;38.5;35.3;35.3
1422;A-U All economic activities;Total employed persons;Import and export of goods;Male;2010;1598.0;1434.0;23.0;35.7;34.9
1423;A-U All economic activities;Total employed persons;Import and export of goods;Male;2011;1604.0;1441.0;23.4;35.7;34.9
1424;A-U All economic activities;Total employed persons;Import and export of goods;Male;2012;1641.0;1472.0;24.0;35.7;34.9
1425;A-U All economic activities;Total employed persons;Import and export of goods;Male;2013;1695.0;1507.0;23.8;35.6;34.8
1426;A-U All economic activities;Total employed persons;Import and export of goods;Male;2014;1649.0;1470.0;24.2;35.7;34.9
1427;A-U All economic activities;Total employed persons;Import and export of goods;Male;2015;1549.0;1397.0;24.9;36.0;35.3
1428;A-U All economic activities;Total employed persons;Import and export of goods;Male;2016;1550.0;1403.0;24.8;36.1;35.5
1429;A-U All economic activities;Total employed persons;Import and export of goods;Male;2017;1620.0;1456.0;25.2;35.8;35.1
1430;A-U All economic activities;Total employed persons;Import and export of goods;Male;2018;1703.0;1530.0;25.5;35.9;35.2
1431;A-U All economic activities;Total employed persons;Import and export of goods;Female;2010;833.0;569.0;18.1;26.2;25.9
1432;A-U All economic activities;Total employed persons;Import and export of goods;Female;2011;851.0;587.0;18.7;26.3;26.1
1433;A-U All economic activities;Total employed persons;Import and export of goods;Female;2012;883.0;607.0;19.3;26.4;26.2
1434;A-U All economic activities;Total employed persons;Import and export of goods;Female;2013;895.0;610.0;19.5;26.2;25.9
1435;A-U All economic activities;Total employed persons;Import and export of goods;Female;2014;905.0;615.0;19.9;26.1;25.9
1436;A-U All economic activities;Total employed persons;Import and export of goods;Female;2015;796.0;550.0;20.5;26.6;26.4
1437;A-U All economic activities;Total employed persons;Import and export of goods;Female;2016;791.0;557.0;20.4;27.1;26.9
1438;A-U All economic activities;Total employed persons;Import and export of goods;Female;2017;864.0;606.0;20.7;26.9;26.8
1439;A-U All economic activities;Total employed persons;Import and export of goods;Female;2018;922.0;656.0;21.2;27.3;27.1
1440;A-U All economic activities;Total employed persons;Import and export of goods;15 to 34 years;2010;876.0;643.0;16.0;28.9;28.3
1441;A-U All economic activities;Total employed persons;Import and export of goods;15 to 34 years;2011;862.0;637.0;16.3;29.1;28.5
1442;A-U All economic activities;Total employed persons;Import and export of goods;15 to 34 years;2012;871.0;637.0;16.6;29.0;28.4
1443;A-U All economic activities;Total employed persons;Import and export of goods;15 to 34 years;2013;944.0;687.0;16.4;28.8;28.3
1444;A-U All economic activities;Total employed persons;Import and export of goods;15 to 34 years;2014;914.0;664.0;16.5;28.8;28.3
1445;A-U All economic activities;Total employed persons;Import and export of goods;15 to 34 years;2015;827.0;604.0;16.8;29.0;28.5
1446;A-U All economic activities;Total employed persons;Import and export of goods;15 to 34 years;2016;825.0;621.0;16.7;29.9;29.4
1447;A-U All economic activities;Total employed persons;Import and export of goods;15 to 34 years;2017;922.0;680.0;16.8;29.1;28.7
1448;A-U All economic activities;Total employed persons;Import and export of goods;15 to 34 years;2018;1004.0;749.0;17.2;29.5;29.0
1449;A-U All economic activities;Total employed persons;Import and export of goods;35 to 54 years;2010;1227.0;1083.0;24.3;34.7;34.1
1450;A-U All economic activities;Total employed persons;Import and export of goods;35 to 54 years;2011;1236.0;1090.0;24.8;34.6;34.0
1451;A-U All economic activities;Total employed persons;Import and export of goods;35 to 54 years;2012;1265.0;1115.0;25.4;34.6;34.0
1452;A-U All economic activities;Total employed persons;Import and export of goods;35 to 54 years;2013;1248.0;1097.0;25.7;34.7;34.1
1453;A-U All economic activities;Total employed persons;Import and export of goods;35 to 54 years;2014;1228.0;1077.0;26.1;34.6;34.1
1454;A-U All economic activities;Total employed persons;Import and export of goods;35 to 54 years;2015;1117.0;997.0;26.8;35.2;34.6
1455;A-U All economic activities;Total employed persons;Import and export of goods;35 to 54 years;2016;1098.0;978.0;26.9;35.2;34.7
1456;A-U All economic activities;Total employed persons;Import and export of goods;35 to 54 years;2017;1122.0;1002.0;27.5;35.2;34.7
1457;A-U All economic activities;Total employed persons;Import and export of goods;35 to 54 years;2018;1168.0;1046.0;27.8;35.4;34.8
1458;A-U All economic activities;Total employed persons;Import and export of goods;55 years or older;2010;329.0;278.0;24.2;33.2;32.6
1459;A-U All economic activities;Total employed persons;Import and export of goods;55 years or older;2011;357.0;302.0;24.4;33.0;32.5
1460;A-U All economic activities;Total employed persons;Import and export of goods;55 years or older;2012;388.0;327.0;25.0;33.1;32.6
1461;A-U All economic activities;Total employed persons;Import and export of goods;55 years or older;2013;398.0;334.0;25.3;33.0;32.5
1462;A-U All economic activities;Total employed persons;Import and export of goods;55 years or older;2014;412.0;345.0;25.7;32.9;32.4
1463;A-U All economic activities;Total employed persons;Import and export of goods;55 years or older;2015;401.0;346.0;26.9;33.9;33.4
1464;A-U All economic activities;Total employed persons;Import and export of goods;55 years or older;2016;418.0;361.0;26.8;33.9;33.4
1465;A-U All economic activities;Total employed persons;Import and export of goods;55 years or older;2017;440.0;380.0;27.2;33.9;33.4
1466;A-U All economic activities;Total employed persons;Import and export of goods;55 years or older;2018;453.0;391.0;28.4;33.9;33.4
1467;A-U All economic activities;Total employed persons;Import and export of goods;1 Lower education;2010;;;;;
1468;A-U All economic activities;Total employed persons;Import and export of goods;1 Lower education;2011;;;;;
1469;A-U All economic activities;Total employed persons;Import and export of goods;1 Lower education;2012;;;;;
1470;A-U All economic activities;Total employed persons;Import and export of goods;1 Lower education;2013;638.0;472.0;13.6;26.9;26.2
1471;A-U All economic activities;Total employed persons;Import and export of goods;1 Lower education;2014;608.0;447.0;13.7;26.8;26.1
1472;A-U All economic activities;Total employed persons;Import and export of goods;1 Lower education;2015;546.0;404.0;14.1;27.4;26.8
1473;A-U All economic activities;Total employed persons;Import and export of goods;1 Lower education;2016;531.0;401.0;13.6;27.5;26.8
1474;A-U All economic activities;Total employed persons;Import and export of goods;1 Lower education;2017;558.0;409.0;13.3;26.3;25.7
1475;A-U All economic activities;Total employed persons;Import and export of goods;1 Lower education;2018;556.0;406.0;13.5;26.3;25.7
1476;A-U All economic activities;Total employed persons;Import and export of goods;2 Intermediate education;2010;;;;;
1477;A-U All economic activities;Total employed persons;Import and export of goods;2 Intermediate education;2011;;;;;
1478;A-U All economic activities;Total employed persons;Import and export of goods;2 Intermediate education;2012;;;;;
1479;A-U All economic activities;Total employed persons;Import and export of goods;2 Intermediate education;2013;1160.0;942.0;17.3;30.1;29.5
1480;A-U All economic activities;Total employed persons;Import and export of goods;2 Intermediate education;2014;1152.0;934.0;17.4;30.0;29.4
1481;A-U All economic activities;Total employed persons;Import and export of goods;2 Intermediate education;2015;1077.0;893.0;18.4;31.5;30.9
1482;A-U All economic activities;Total employed persons;Import and export of goods;2 Intermediate education;2016;1081.0;903.0;17.8;31.2;30.6
1483;A-U All economic activities;Total employed persons;Import and export of goods;2 Intermediate education;2017;1134.0;939.0;17.6;30.9;30.3
1484;A-U All economic activities;Total employed persons;Import and export of goods;2 Intermediate education;2018;1179.0;980.0;18.1;31.4;30.8
1485;A-U All economic activities;Total employed persons;Import and export of goods;3 Higher education;2010;;;;;
1486;A-U All economic activities;Total employed persons;Import and export of goods;3 Higher education;2011;;;;;
1487;A-U All economic activities;Total employed persons;Import and export of goods;3 Higher education;2012;;;;;
1488;A-U All economic activities;Total employed persons;Import and export of goods;3 Higher education;2013;792.0;703.0;27.3;33.0;32.8
1489;A-U All economic activities;Total employed persons;Import and export of goods;3 Higher education;2014;793.0;705.0;27.5;33.1;32.9
1490;A-U All economic activities;Total employed persons;Import and export of goods;3 Higher education;2015;722.0;650.0;29.1;34.1;33.9
1491;A-U All economic activities;Total employed persons;Import and export of goods;3 Higher education;2016;728.0;657.0;28.3;34.0;33.8
1492;A-U All economic activities;Total employed persons;Import and export of goods;3 Higher education;2017;792.0;713.0;28.6;33.8;33.6
1493;A-U All economic activities;Total employed persons;Import and export of goods;3 Higher education;2018;890.0;799.0;28.5;34.2;34.0
1494;A-U All economic activities;Total employed persons;Import and export of goods;Low (among lowest 30 percent);2010;409.0;220.0;8.59;21.3;20.7
1495;A-U All economic activities;Total employed persons;Import and export of goods;Low (among lowest 30 percent);2011;391.0;214.0;8.57;21.5;21.1
1496;A-U All economic activities;Total employed persons;Import and export of goods;Low (among lowest 30 percent);2012;409.0;220.0;8.82;21.4;20.9
1497;A-U All economic activities;Total employed persons;Import and export of goods;Low (among lowest 30 percent);2013;454.0;249.0;8.81;22.0;21.5
1498;A-U All economic activities;Total employed persons;Import and export of goods;Low (among lowest 30 percent);2014;420.0;225.0;8.59;21.7;21.2
1499;A-U All economic activities;Total employed persons;Import and export of goods;Low (among lowest 30 percent);2015;360.0;192.0;8.37;21.5;21.1
1500;A-U All economic activities;Total employed persons;Import and export of goods;Low (among lowest 30 percent);2016;371.0;201.0;8.23;21.7;21.3
1501;A-U All economic activities;Total employed persons;Import and export of goods;Low (among lowest 30 percent);2017;412.0;213.0;8.21;20.5;20.2
1502;A-U All economic activities;Total employed persons;Import and export of goods;Low (among lowest 30 percent);2018;446.0;236.0;8.67;21.0;20.6
1503;A-U All economic activities;Total employed persons;Import and export of goods;Wage: middle;2010;1358.0;1166.0;16.8;33.9;33.1
1504;A-U All economic activities;Total employed persons;Import and export of goods;Wage: middle;2011;1359.0;1162.0;16.9;33.8;33.0
1505;A-U All economic activities;Total employed persons;Import and export of goods;Wage: middle;2012;1392.0;1189.0;17.4;33.8;33.1
1506;A-U All economic activities;Total employed persons;Import and export of goods;Wage: middle;2013;1427.0;1213.0;17.7;33.8;33.0
1507;A-U All economic activities;Total employed persons;Import and export of goods;Wage: middle;2014;1407.0;1189.0;17.8;33.5;32.8
1508;A-U All economic activities;Total employed persons;Import and export of goods;Wage: middle;2015;1287.0;1107.0;18.2;34.1;33.4
1509;A-U All economic activities;Total employed persons;Import and export of goods;Wage: middle;2016;1266.0;1099.0;18.1;34.5;33.8
1510;A-U All economic activities;Total employed persons;Import and export of goods;Wage: middle;2017;1322.0;1146.0;18.1;34.4;33.7
1511;A-U All economic activities;Total employed persons;Import and export of goods;Wage: middle;2018;1392.0;1213.0;18.6;34.7;34.0
1512;A-U All economic activities;Total employed persons;Import and export of goods;High (among highest 20 percent);2010;664.0;617.0;35.3;36.3;36.0
1513;A-U All economic activities;Total employed persons;Import and export of goods;High (among highest 20 percent);2011;704.0;652.0;35.8;35.9;35.6
1514;A-U All economic activities;Total employed persons;Import and export of goods;High (among highest 20 percent);2012;723.0;670.0;36.6;36.0;35.7
1515;A-U All economic activities;Total employed persons;Import and export of goods;High (among highest 20 percent);2013;709.0;655.0;37.0;36.0;35.8
1516;A-U All economic activities;Total employed persons;Import and export of goods;High (among highest 20 percent);2014;727.0;672.0;37.2;36.0;35.7
1517;A-U All economic activities;Total employed persons;Import and export of goods;High (among highest 20 percent);2015;698.0;648.0;37.9;36.1;35.8
1518;A-U All economic activities;Total employed persons;Import and export of goods;High (among highest 20 percent);2016;703.0;659.0;37.7;36.5;36.3
1519;A-U All economic activities;Total employed persons;Import and export of goods;High (among highest 20 percent);2017;750.0;702.0;38.2;36.5;36.2
1520;A-U All economic activities;Total employed persons;Import and export of goods;High (among highest 20 percent);2018;787.0;737.0;38.8;36.4;36.2
1521;A-U All economic activities;Total employed persons;Import and export of goods;Dutch;2010;2288.0;1881.0;21.6;32.3;31.7
1522;A-U All economic activities;Total employed persons;Import and export of goods;Dutch;2011;2302.0;1896.0;22.1;32.3;31.7
1523;A-U All economic activities;Total employed persons;Import and export of goods;Dutch;2012;2366.0;1942.0;22.7;32.3;31.7
1524;A-U All economic activities;Total employed persons;Import and export of goods;Dutch;2013;2425.0;1975.0;22.6;32.2;31.6
1525;A-U All economic activities;Total employed persons;Import and export of goods;Dutch;2014;2395.0;1947.0;22.9;32.1;31.5
1526;A-U All economic activities;Total employed persons;Import and export of goods;Dutch;2015;2200.0;1817.0;23.7;32.6;32.1
1527;A-U All economic activities;Total employed persons;Import and export of goods;Dutch;2016;2181.0;1818.0;23.6;32.9;32.4
1528;A-U All economic activities;Total employed persons;Import and export of goods;Dutch;2017;2299.0;1896.0;23.9;32.5;32.0
1529;A-U All economic activities;Total employed persons;Import and export of goods;Dutch;2018;2405.0;1989.0;24.4;32.6;32.1
1530;A-U All economic activities;Total employed persons;Import and export of goods;Belgian;2010;13.0;11.0;24.7;34.5;34.0
1531;A-U All economic activities;Total employed persons;Import and export of goods;Belgian;2011;14.0;12.0;25.8;34.1;33.7
1532;A-U All economic activities;Total employed persons;Import and export of goods;Belgian;2012;14.0;12.0;26.6;33.9;33.5
1533;A-U All economic activities;Total employed persons;Import and export of goods;Belgian;2013;13.0;11.0;28.2;34.5;33.9
1534;A-U All economic activities;Total employed persons;Import and export of goods;Belgian;2014;12.0;11.0;28.7;34.4;33.8
1535;A-U All economic activities;Total employed persons;Import and export of goods;Belgian;2015;11.0;10.0;30.1;34.7;34.1
1536;A-U All economic activities;Total employed persons;Import and export of goods;Belgian;2016;11.0;10.0;30.0;35.1;34.5
1537;A-U All economic activities;Total employed persons;Import and export of goods;Belgian;2017;12.0;10.0;31.3;34.8;34.3
1538;A-U All economic activities;Total employed persons;Import and export of goods;Belgian;2018;10.0;8.0;29.9;34.7;34.3
1539;A-U All economic activities;Total employed persons;Import and export of goods;British;2010;11.0;10.0;35.7;36.6;36.1
1540;A-U All economic activities;Total employed persons;Import and export of goods;British;2011;11.0;10.0;35.4;36.3;35.9
1541;A-U All economic activities;Total employed persons;Import and export of goods;British;2012;11.0;10.0;35.7;36.5;36.1
1542;A-U All economic activities;Total employed persons;Import and export of goods;British;2013;11.0;10.0;36.7;36.5;36.1
1543;A-U All economic activities;Total employed persons;Import and export of goods;British;2014;10.0;9.0;37.6;36.7;36.4
