ID;Geslacht;Leeftijdsklasse;Herkomstgroepering;Perioden;PersonenMetEenUitkering_1;PersonenMetWAOWajongWAZUitkering_2;VolledigArbeidsongeschikt_3;GedeeltelijkArbeidsongeschikt_4;PsychischeAandoeningen_5;ZiektenVanBotspierstelsel_6;OverigeAandoeningen_7;PersonenMetEenABWUitkering_8;Alleenstaand_9;AlleenstaandeOuder_10;EchtPaar_11;Anders_12;PersonenMetWWUitkering_13;PersonenMetIOAWIOAZUitkering_14
405;Mannen en vrouwen;50 tot 55 jaar;Autochtonen;1999;177.2;132.2;90.5;41.6;37.7;42.9;51.5;29.5;19.5;2.0;7.9;0.1;18.9;2.6
406;Mannen en vrouwen;50 tot 55 jaar;Autochtonen;2000;177.9;137.9;93.7;44.2;39.6;44.3;54.0;27.6;18.7;1.8;7.0;0.0;16.0;2.1
407;Mannen en vrouwen;50 tot 55 jaar;Autochtonen;2001;168.7;134.5;88.1;44.8;40.6;43.5;50.5;24.9;17.2;1.8;5.9;0.0;12.8;1.7
408;Mannen en vrouwen;50 tot 55 jaar;Autochtonen;2002;164.6;130.4;84.9;45.5;40.3;42.3;47.9;23.0;16.0;1.8;5.2;0.0;15.3;1.4
409;Mannen en vrouwen;50 tot 55 jaar;Autochtonen;2003;163.9;125.0;80.7;44.3;40.2;40.0;44.8;22.8;16.0;1.9;4.9;0.0;21.4;1.1
410;Mannen en vrouwen;50 tot 55 jaar;Allochtonen;1999;46.5;26.2;19.3;6.9;8.0;7.9;10.3;17.2;7.8;1.6;7.7;0.0;4.0;0.9
411;Mannen en vrouwen;50 tot 55 jaar;Allochtonen;2000;47.8;27.5;20.2;7.3;8.5;8.3;10.7;17.8;8.0;1.7;8.0;0.0;3.6;0.9
412;Mannen en vrouwen;50 tot 55 jaar;Allochtonen;2001;47.6;27.6;19.6;7.6;9.2;8.3;10.1;17.7;8.2;1.8;7.7;0.0;3.3;0.8
413;Mannen en vrouwen;50 tot 55 jaar;Allochtonen;2002;48.5;27.4;19.4;7.9;9.5;8.2;9.7;18.1;8.3;2.0;7.8;0.0;4.2;0.8
414;Mannen en vrouwen;50 tot 55 jaar;Allochtonen;2003;50.1;26.5;18.7;7.8;9.6;7.7;9.2;18.9;8.8;2.1;8.0;0.0;6.2;0.7
415;Mannen en vrouwen;50 tot 55 jaar;Westerse allochtonen;1999;24.4;16.1;11.6;4.5;4.9;4.9;6.3;6.1;3.7;0.5;1.9;0.0;2.6;0.3
416;Mannen en vrouwen;50 tot 55 jaar;Westerse allochtonen;2000;24.7;16.9;12.1;4.8;5.2;5.1;6.6;5.9;3.7;0.5;1.8;0.0;2.3;0.3
417;Mannen en vrouwen;50 tot 55 jaar;Westerse allochtonen;2001;24.1;16.8;11.7;5.0;5.5;5.1;6.3;5.6;3.6;0.5;1.6;0.0;2.2;0.2
418;Mannen en vrouwen;50 tot 55 jaar;Westerse allochtonen;2002;23.7;16.2;11.2;5.0;5.5;4.8;5.9;5.4;3.4;0.5;1.5;0.0;2.7;0.2
419;Mannen en vrouwen;50 tot 55 jaar;Westerse allochtonen;2003;23.9;15.4;10.5;4.9;5.4;4.5;5.5;5.4;3.4;0.5;1.5;0.0;3.9;0.2
420;Mannen en vrouwen;50 tot 55 jaar;Niet-westerse allochtonen;1999;22.1;10.1;7.7;2.4;3.1;3.0;3.9;11.1;4.1;1.1;5.9;0.0;1.4;0.6
421;Mannen en vrouwen;50 tot 55 jaar;Niet-westerse allochtonen;2000;23.1;10.6;8.1;2.5;3.3;3.1;4.1;11.8;4.3;1.3;6.2;0.0;1.2;0.6
422;Mannen en vrouwen;50 tot 55 jaar;Niet-westerse allochtonen;2001;23.5;10.7;7.9;2.6;3.7;3.2;3.8;12.1;4.6;1.3;6.2;0.0;1.1;0.6
423;Mannen en vrouwen;50 tot 55 jaar;Niet-westerse allochtonen;2002;24.7;11.1;8.2;2.9;4.0;3.3;3.8;12.7;4.9;1.4;6.4;0.0;1.5;0.6
424;Mannen en vrouwen;50 tot 55 jaar;Niet-westerse allochtonen;2003;26.2;11.2;8.2;3.0;4.1;3.3;3.8;13.4;5.3;1.6;6.5;0.0;2.3;0.5
425;Mannen en vrouwen;50 tot 55 jaar;Marokkanen;1999;4.4;2.0;1.5;0.5;0.6;0.7;0.7;2.3;0.3;0.1;1.8;0.0;0.2;0.2
426;Mannen en vrouwen;50 tot 55 jaar;Marokkanen;2000;4.7;2.1;1.6;0.5;0.7;0.7;0.8;2.5;0.4;0.2;1.9;0.0;0.2;0.2
427;Mannen en vrouwen;50 tot 55 jaar;Marokkanen;2001;4.6;2.1;1.5;0.5;0.7;0.6;0.7;2.5;0.4;0.2;1.9;0.0;0.1;0.2
428;Mannen en vrouwen;50 tot 55 jaar;Marokkanen;2002;4.8;2.1;1.6;0.5;0.8;0.6;0.7;2.6;0.4;0.2;2.0;0.0;0.2;0.2
429;Mannen en vrouwen;50 tot 55 jaar;Marokkanen;2003;4.8;2.0;1.5;0.5;0.8;0.6;0.6;2.7;0.4;0.3;2.0;0.0;0.3;0.2
430;Mannen en vrouwen;50 tot 55 jaar;Turken;1999;6.1;3.6;2.9;0.7;1.1;1.2;1.3;2.4;0.4;0.1;1.8;0.0;0.3;0.3
431;Mannen en vrouwen;50 tot 55 jaar;Turken;2000;6.3;3.7;2.9;0.7;1.1;1.2;1.3;2.4;0.5;0.1;1.8;0.0;0.3;0.3
432;Mannen en vrouwen;50 tot 55 jaar;Turken;2001;6.1;3.6;2.8;0.8;1.2;1.2;1.2;2.3;0.5;0.1;1.7;0.0;0.3;0.3
433;Mannen en vrouwen;50 tot 55 jaar;Turken;2002;6.1;3.6;2.8;0.8;1.3;1.2;1.1;2.4;0.5;0.1;1.7;0.0;0.3;0.3
434;Mannen en vrouwen;50 tot 55 jaar;Turken;2003;6.0;3.5;2.7;0.7;1.3;1.1;1.1;2.3;0.5;0.1;1.6;0.0;0.4;0.3
435;Mannen en vrouwen;50 tot 55 jaar;Surinamers;1999;5.4;2.9;2.1;0.7;1.0;0.6;1.2;2.3;1.6;0.3;0.4;0.0;0.4;0.0
436;Mannen en vrouwen;50 tot 55 jaar;Surinamers;2000;5.4;3.0;2.3;0.8;1.1;0.7;1.3;2.2;1.6;0.3;0.3;0.0;0.3;0.0
437;Mannen en vrouwen;50 tot 55 jaar;Surinamers;2001;5.5;3.2;2.3;0.8;1.2;0.8;1.2;2.2;1.6;0.3;0.3;0.0;0.3;0.0
438;Mannen en vrouwen;50 tot 55 jaar;Surinamers;2002;5.8;3.4;2.4;1.0;1.3;0.9;1.2;2.3;1.6;0.3;0.3;0.0;0.4;0.0
439;Mannen en vrouwen;50 tot 55 jaar;Surinamers;2003;6.3;3.5;2.5;1.0;1.4;0.9;1.3;2.4;1.7;0.3;0.3;0.0;0.7;0.0
440;Mannen en vrouwen;50 tot 55 jaar;Antillianen en Arubanen;1999;1.4;0.5;0.3;0.1;0.1;0.1;0.2;0.9;0.6;0.2;0.1;0.0;0.1;0.0
441;Mannen en vrouwen;50 tot 55 jaar;Antillianen en Arubanen;2000;1.6;0.5;0.4;0.2;0.2;0.1;0.2;1.0;0.6;0.2;0.1;0.0;0.1;0.0
442;Mannen en vrouwen;50 tot 55 jaar;Antillianen en Arubanen;2001;1.6;0.5;0.4;0.2;0.2;0.1;0.2;1.0;0.7;0.2;0.1;0.0;0.1;0.0
443;Mannen en vrouwen;50 tot 55 jaar;Antillianen en Arubanen;2002;1.7;0.6;0.4;0.2;0.2;0.2;0.2;1.0;0.7;0.2;0.1;0.0;0.2;0.0
444;Mannen en vrouwen;50 tot 55 jaar;Antillianen en Arubanen;2003;1.9;0.6;0.4;0.2;0.2;0.2;0.2;1.1;0.8;0.2;0.1;0.0;0.3;0.0
445;Mannen en vrouwen;50 tot 55 jaar;Overige niet-westerse allochtonen;1999;4.7;1.1;0.8;0.3;0.3;0.4;0.5;3.3;1.1;0.4;1.8;0.0;0.3;0.1
446;Mannen en vrouwen;50 tot 55 jaar;Overige niet-westerse allochtonen;2000;5.2;1.2;0.9;0.4;0.3;0.4;0.5;3.7;1.3;0.4;2.0;0.0;0.3;0.1
447;Mannen en vrouwen;50 tot 55 jaar;Overige niet-westerse allochtonen;2001;5.6;1.4;1.0;0.4;0.4;0.5;0.5;4.1;1.5;0.4;2.2;0.0;0.3;0.0
448;Mannen en vrouwen;50 tot 55 jaar;Overige niet-westerse allochtonen;2002;6.3;1.5;1.1;0.4;0.5;0.5;0.6;4.4;1.6;0.5;2.3;0.0;0.4;0.0
449;Mannen en vrouwen;50 tot 55 jaar;Overige niet-westerse allochtonen;2003;7.1;1.6;1.2;0.5;0.5;0.6;0.6;5.0;1.9;0.6;2.5;0.0;0.7;0.0
450;Mannen en vrouwen;55 tot 60 jaar;Totaal herkomstgroeperingen;1999;245.2;167.9;121.5;46.4;45.1;56.9;65.9;40.0;24.0;0.9;14.9;0.1;34.3;12.7
451;Mannen en vrouwen;55 tot 60 jaar;Totaal herkomstgroeperingen;2000;239.9;170.6;122.5;48.1;46.8;57.0;66.8;38.7;23.7;0.9;14.0;0.1;29.0;10.7
452;Mannen en vrouwen;55 tot 60 jaar;Totaal herkomstgroeperingen;2001;250.9;183.9;130.0;51.9;52.4;61.6;69.9;40.0;25.0;1.0;14.0;0.1;25.9;10.0
453;Mannen en vrouwen;55 tot 60 jaar;Totaal herkomstgroeperingen;2002;262.9;193.9;137.8;56.1;55.9;65.4;72.6;40.8;26.0;1.1;13.7;0.1;28.6;9.1
454;Mannen en vrouwen;55 tot 60 jaar;Totaal herkomstgroeperingen;2003;271.1;196.5;138.9;57.6;57.7;66.2;72.7;41.6;26.7;1.1;13.8;0.0;36.1;7.5
455;Mannen en vrouwen;55 tot 60 jaar;Autochtonen;1999;196.0;139.4;99.7;39.6;37.5;47.6;54.3;24.8;17.0;0.4;7.3;0.1;28.7;10.5
456;Mannen en vrouwen;55 tot 60 jaar;Autochtonen;2000;192.2;142.0;100.9;41.1;39.0;47.8;55.2;23.8;16.6;0.4;6.7;0.1;24.5;8.8
457;Mannen en vrouwen;55 tot 60 jaar;Autochtonen;2001;202.2;154.1;107.8;44.6;44.0;51.9;58.3;24.7;17.5;0.4;6.6;0.0;22.0;8.3
458;Mannen en vrouwen;55 tot 60 jaar;Autochtonen;2002;213.1;163.3;114.9;48.4;47.0;55.3;61.0;25.4;18.5;0.5;6.5;0.0;24.2;7.6
459;Mannen en vrouwen;55 tot 60 jaar;Autochtonen;2003;218.3;164.9;115.2;49.6;48.1;55.8;60.9;25.5;18.5;0.5;6.4;0.0;30.2;6.1
460;Mannen en vrouwen;55 tot 60 jaar;Allochtonen;1999;49.2;28.5;21.8;6.8;7.6;9.3;11.7;15.2;7.1;0.5;7.6;0.0;5.5;2.2
461;Mannen en vrouwen;55 tot 60 jaar;Allochtonen;2000;47.7;28.6;21.6;6.9;7.8;9.2;11.6;14.8;7.0;0.5;7.3;0.0;4.5;1.9
462;Mannen en vrouwen;55 tot 60 jaar;Allochtonen;2001;48.7;29.8;22.2;7.3;8.5;9.7;11.6;15.4;7.4;0.5;7.4;0.0;3.9;1.7
463;Mannen en vrouwen;55 tot 60 jaar;Allochtonen;2002;49.8;30.6;23.0;7.7;9.0;10.1;11.6;15.4;7.6;0.6;7.2;0.0;4.4;1.5
464;Mannen en vrouwen;55 tot 60 jaar;Allochtonen;2003;52.8;31.7;23.7;8.0;9.6;10.3;11.8;16.1;8.1;0.6;7.4;0.0;6.0;1.3
465;Mannen en vrouwen;55 tot 60 jaar;Westerse allochtonen;1999;27.4;18.0;13.3;4.6;5.0;5.8;7.2;5.1;3.4;0.1;1.6;0.0;4.2;1.2
466;Mannen en vrouwen;55 tot 60 jaar;Westerse allochtonen;2000;26.0;17.8;13.1;4.7;5.0;5.7;7.1;4.9;3.2;0.1;1.5;0.0;3.3;1.0
467;Mannen en vrouwen;55 tot 60 jaar;Westerse allochtonen;2001;26.3;18.6;13.5;4.9;5.4;6.0;7.1;4.9;3.3;0.1;1.5;0.0;2.9;0.9
468;Mannen en vrouwen;55 tot 60 jaar;Westerse allochtonen;2002;27.2;19.3;14.1;5.2;5.8;6.3;7.2;5.0;3.4;0.1;1.5;0.0;3.2;0.7
469;Mannen en vrouwen;55 tot 60 jaar;Westerse allochtonen;2003;28.9;19.9;14.5;5.3;6.1;6.4;7.4;5.2;3.6;0.1;1.5;0.0;4.4;0.6
470;Mannen en vrouwen;55 tot 60 jaar;Niet-westerse allochtonen;1999;21.8;10.6;8.4;2.1;2.6;3.5;4.5;10.1;3.7;0.4;6.0;0.0;1.4;1.0
471;Mannen en vrouwen;55 tot 60 jaar;Niet-westerse allochtonen;2000;21.7;10.8;8.5;2.2;2.8;3.5;4.5;10.0;3.8;0.4;5.8;0.0;1.2;0.9
472;Mannen en vrouwen;55 tot 60 jaar;Niet-westerse allochtonen;2001;22.4;11.2;8.7;2.4;3.0;3.7;4.5;10.5;4.1;0.4;5.9;0.0;1.1;0.8
473;Mannen en vrouwen;55 tot 60 jaar;Niet-westerse allochtonen;2002;22.6;11.3;8.8;2.5;3.2;3.8;4.4;10.4;4.2;0.5;5.7;0.0;1.2;0.7
474;Mannen en vrouwen;55 tot 60 jaar;Niet-westerse allochtonen;2003;23.9;11.8;9.1;2.7;3.5;3.9;4.4;10.9;4.6;0.5;5.9;0.0;1.6;0.7
475;Mannen en vrouwen;55 tot 60 jaar;Marokkanen;1999;5.8;2.8;2.1;0.6;0.6;1.0;1.1;2.7;0.4;0.1;2.3;0.0;0.3;0.4
476;Mannen en vrouwen;55 tot 60 jaar;Marokkanen;2000;5.2;2.6;2.0;0.6;0.6;1.0;1.0;2.4;0.3;0.1;2.0;0.0;0.3;0.3
477;Mannen en vrouwen;55 tot 60 jaar;Marokkanen;2001;5.2;2.6;2.0;0.6;0.6;1.0;1.0;2.4;0.3;0.1;2.0;0.0;0.2;0.3
478;Mannen en vrouwen;55 tot 60 jaar;Marokkanen;2002;4.9;2.4;1.9;0.6;0.6;0.9;0.9;2.3;0.3;0.1;1.9;0.0;0.2;0.2
479;Mannen en vrouwen;55 tot 60 jaar;Marokkanen;2003;5.0;2.5;1.9;0.6;0.7;0.9;0.9;2.3;0.4;0.1;1.9;0.0;0.3;0.2
480;Mannen en vrouwen;55 tot 60 jaar;Turken;1999;7.0;4.3;3.5;0.8;1.0;1.5;1.8;2.4;0.4;0.1;1.9;0.0;0.4;0.4
481;Mannen en vrouwen;55 tot 60 jaar;Turken;2000;6.8;4.2;3.5;0.8;1.1;1.4;1.7;2.3;0.4;0.0;1.9;0.0;0.3;0.4
482;Mannen en vrouwen;55 tot 60 jaar;Turken;2001;6.5;4.1;3.4;0.7;1.1;1.4;1.6;2.2;0.4;0.0;1.8;0.0;0.2;0.4
483;Mannen en vrouwen;55 tot 60 jaar;Turken;2002;6.3;4.0;3.3;0.7;1.1;1.4;1.5;2.1;0.4;0.1;1.7;0.0;0.2;0.3
484;Mannen en vrouwen;55 tot 60 jaar;Turken;2003;6.4;4.0;3.3;0.7;1.2;1.4;1.4;2.2;0.4;0.1;1.7;0.0;0.3;0.3
485;Mannen en vrouwen;55 tot 60 jaar;Surinamers;1999;4.6;2.4;2.0;0.5;0.8;0.6;1.0;1.9;1.4;0.1;0.4;0.0;0.4;0.1
486;Mannen en vrouwen;55 tot 60 jaar;Surinamers;2000;4.9;2.7;2.2;0.6;0.8;0.7;1.2;2.0;1.5;0.1;0.4;0.0;0.3;0.1
487;Mannen en vrouwen;55 tot 60 jaar;Surinamers;2001;5.1;2.9;2.2;0.6;0.9;0.8;1.2;2.0;1.5;0.1;0.4;0.0;0.3;0.1
488;Mannen en vrouwen;55 tot 60 jaar;Surinamers;2002;5.3;3.1;2.4;0.7;1.0;0.9;1.2;2.0;1.5;0.1;0.4;0.0;0.3;0.1
489;Mannen en vrouwen;55 tot 60 jaar;Surinamers;2003;5.7;3.3;2.5;0.8;1.1;0.9;1.3;2.0;1.6;0.1;0.4;0.0;0.5;0.1
490;Mannen en vrouwen;55 tot 60 jaar;Antillianen en Arubanen;1999;1.2;0.3;0.2;0.1;0.1;0.1;0.1;0.8;0.6;0.1;0.1;0.0;0.1;0.0
491;Mannen en vrouwen;55 tot 60 jaar;Antillianen en Arubanen;2000;1.4;0.4;0.3;0.1;0.1;0.1;0.2;0.9;0.7;0.1;0.1;0.0;0.1;0.0
492;Mannen en vrouwen;55 tot 60 jaar;Antillianen en Arubanen;2001;1.6;0.5;0.4;0.2;0.1;0.2;0.2;1.0;0.7;0.1;0.1;0.0;0.1;0.0
493;Mannen en vrouwen;55 tot 60 jaar;Antillianen en Arubanen;2002;1.7;0.6;0.4;0.2;0.1;0.2;0.3;1.0;0.7;0.1;0.1;0.0;0.2;0.0
494;Mannen en vrouwen;55 tot 60 jaar;Antillianen en Arubanen;2003;1.7;0.6;0.4;0.2;0.2;0.2;0.3;1.0;0.8;0.1;0.1;0.0;0.2;0.0
495;Mannen en vrouwen;55 tot 60 jaar;Overige niet-westerse allochtonen;1999;3.2;0.7;0.6;0.2;0.2;0.2;0.3;2.2;0.9;0.1;1.3;0.0;0.2;0.1
496;Mannen en vrouwen;55 tot 60 jaar;Overige niet-westerse allochtonen;2000;3.5;0.9;0.7;0.2;0.2;0.3;0.4;2.4;0.9;0.1;1.4;0.0;0.2;0.1
497;Mannen en vrouwen;55 tot 60 jaar;Overige niet-westerse allochtonen;2001;4.1;1.0;0.8;0.3;0.2;0.4;0.5;2.8;1.2;0.1;1.5;0.0;0.2;0.1
498;Mannen en vrouwen;55 tot 60 jaar;Overige niet-westerse allochtonen;2002;4.5;1.2;0.9;0.3;0.3;0.4;0.5;3.0;1.2;0.2;1.6;0.0;0.3;0.1
499;Mannen en vrouwen;55 tot 60 jaar;Overige niet-westerse allochtonen;2003;5.1;1.4;1.0;0.4;0.3;0.5;0.6;3.4;1.4;0.2;1.8;0.0;0.4;0.1
500;Mannen en vrouwen;60 tot 65 jaar;Totaal herkomstgroeperingen;1999;253.2;169.5;131.1;38.4;42.6;59.3;67.6;33.1;20.7;0.2;11.9;0.2;36.7;23.6
501;Mannen en vrouwen;60 tot 65 jaar;Totaal herkomstgroeperingen;2000;257.0;172.0;131.4;40.5;43.6;60.6;67.8;35.0;21.9;0.2;12.8;0.1;37.2;22.4
502;Mannen en vrouwen;60 tot 65 jaar;Totaal herkomstgroeperingen;2001;255.1;173.4;130.0;41.5;44.5;61.3;67.5;35.4;22.4;0.2;12.7;0.1;32.9;23.0
503;Mannen en vrouwen;60 tot 65 jaar;Totaal herkomstgroeperingen;2002;254.5;175.9;132.2;43.7;45.8;62.0;68.1;35.9;22.8;0.3;12.8;0.1;29.2;22.9
504;Mannen en vrouwen;60 tot 65 jaar;Totaal herkomstgroeperingen;2003;254.1;177.5;132.1;45.4;46.8;62.2;68.4;36.2;23.3;0.2;12.7;0.1;29.7;20.4
505;Mannen en vrouwen;60 tot 65 jaar;Autochtonen;1999;205.7;142.3;109.1;33.2;35.9;50.1;56.3;20.5;14.5;0.1;5.8;0.2;30.9;19.7
506;Mannen en vrouwen;60 tot 65 jaar;Autochtonen;2000;206.3;143.0;108.2;34.7;36.5;50.7;55.9;21.0;15.1;0.0;5.8;0.1;31.1;18.7
507;Mannen en vrouwen;60 tot 65 jaar;Autochtonen;2001;203.8;143.6;106.7;35.3;37.0;51.2;55.4;20.9;15.4;0.1;5.4;0.1;27.4;19.2
508;Mannen en vrouwen;60 tot 65 jaar;Autochtonen;2002;202.2;145.2;108.0;37.1;37.9;51.6;55.7;20.8;15.5;0.1;5.2;0.0;24.3;19.1
509;Mannen en vrouwen;60 tot 65 jaar;Autochtonen;2003;202.2;146.9;108.3;38.7;38.9;51.9;56.1;21.0;15.9;0.1;5.0;0.0;24.7;17.1
510;Mannen en vrouwen;60 tot 65 jaar;Allochtonen;1999;47.6;27.3;22.0;5.2;6.7;9.3;11.3;12.5;6.3;0.2;6.1;0.0;5.8;3.9
511;Mannen en vrouwen;60 tot 65 jaar;Allochtonen;2000;50.7;29.0;23.2;5.8;7.1;9.9;12.0;14.0;6.8;0.2;7.0;0.0;6.1;3.8
512;Mannen en vrouwen;60 tot 65 jaar;Allochtonen;2001;51.3;29.7;23.3;6.1;7.5;10.1;12.1;14.5;7.0;0.2;7.3;0.0;5.5;3.8
513;Mannen en vrouwen;60 tot 65 jaar;Allochtonen;2002;52.3;30.8;24.2;6.6;7.9;10.4;12.5;15.1;7.2;0.2;7.6;0.0;4.9;3.8
514;Mannen en vrouwen;60 tot 65 jaar;Allochtonen;2003;51.9;30.5;23.8;6.7;7.9;10.3;12.3;15.2;7.4;0.2;7.7;0.0;4.9;3.4
515;Mannen en vrouwen;60 tot 65 jaar;Westerse allochtonen;1999;30.2;19.3;15.4;3.9;5.1;6.4;7.8;4.7;3.1;0.0;1.5;0.0;4.8;2.6
516;Mannen en vrouwen;60 tot 65 jaar;Westerse allochtonen;2000;30.9;19.7;15.6;4.2;5.2;6.6;7.9;4.9;3.3;0.0;1.5;0.0;4.9;2.5
517;Mannen en vrouwen;60 tot 65 jaar;Westerse allochtonen;2001;30.6;19.9;15.3;4.4;5.3;6.7;7.9;4.9;3.4;0.0;1.5;0.0;4.4;2.5
518;Mannen en vrouwen;60 tot 65 jaar;Westerse allochtonen;2002;30.4;20.2;15.5;4.7;5.4;6.7;8.0;4.9;3.4;0.0;1.5;0.0;3.9;2.5
519;Mannen en vrouwen;60 tot 65 jaar;Westerse allochtonen;2003;29.5;19.8;15.1;4.7;5.4;6.6;7.8;4.9;3.4;0.0;1.4;0.0;3.9;2.1
520;Mannen en vrouwen;60 tot 65 jaar;Niet-westerse allochtonen;1999;17.4;8.0;6.6;1.3;1.6;2.9;3.5;7.8;3.2;0.1;4.5;0.0;1.0;1.3
521;Mannen en vrouwen;60 tot 65 jaar;Niet-westerse allochtonen;2000;19.9;9.3;7.6;1.6;1.9;3.3;4.0;9.1;3.5;0.2;5.4;0.0;1.1;1.3
522;Mannen en vrouwen;60 tot 65 jaar;Niet-westerse allochtonen;2001;20.7;9.8;8.0;1.7;2.2;3.5;4.2;9.6;3.6;0.2;5.8;0.0;1.1;1.2
523;Mannen en vrouwen;60 tot 65 jaar;Niet-westerse allochtonen;2002;21.9;10.6;8.6;1.9;2.4;3.7;4.5;10.2;3.8;0.2;6.2;0.0;1.0;1.3
524;Mannen en vrouwen;60 tot 65 jaar;Niet-westerse allochtonen;2003;22.3;10.7;8.7;2.0;2.6;3.7;4.5;10.4;4.0;0.1;6.3;0.0;1.0;1.2
525;Mannen en vrouwen;60 tot 65 jaar;Marokkanen;1999;4.7;2.1;1.7;0.4;0.3;0.9;0.9;2.1;0.3;0.0;1.8;0.0;0.3;0.5
526;Mannen en vrouwen;60 tot 65 jaar;Marokkanen;2000;5.7;2.5;2.0;0.5;0.4;1.0;1.1;2.7;0.4;0.0;2.3;0.0;0.3;0.5
527;Mannen en vrouwen;60 tot 65 jaar;Marokkanen;2001;5.7;2.5;2.0;0.5;0.5;1.0;1.0;2.8;0.4;0.0;2.4;0.0;0.3;0.4
528;Mannen en vrouwen;60 tot 65 jaar;Marokkanen;2002;6.0;2.7;2.2;0.6;0.5;1.1;1.1;2.9;0.4;0.0;2.5;0.0;0.2;0.5
529;Mannen en vrouwen;60 tot 65 jaar;Marokkanen;2003;5.9;2.8;2.2;0.6;0.6;1.1;1.1;2.9;0.4;0.0;2.4;0.0;0.2;0.4
530;Mannen en vrouwen;60 tot 65 jaar;Turken;1999;5.2;3.3;2.8;0.5;0.6;1.2;1.5;1.5;0.3;0.0;1.2;0.0;0.2;0.5
531;Mannen en vrouwen;60 tot 65 jaar;Turken;2000;6.2;3.9;3.3;0.6;0.7;1.4;1.8;1.9;0.4;0.0;1.5;0.0;0.3;0.5
532;Mannen en vrouwen;60 tot 65 jaar;Turken;2001;6.7;4.3;3.6;0.7;0.8;1.5;1.9;2.1;0.4;0.0;1.6;0.0;0.3;0.5
533;Mannen en vrouwen;60 tot 65 jaar;Turken;2002;7.1;4.5;3.8;0.7;0.9;1.6;2.0;2.3;0.4;0.0;1.8;0.0;0.2;0.5
534;Mannen en vrouwen;60 tot 65 jaar;Turken;2003;7.0;4.5;3.7;0.7;1.0;1.6;1.9;2.3;0.4;0.0;1.9;0.0;0.2;0.5
535;Mannen en vrouwen;60 tot 65 jaar;Surinamers;1999;4.0;1.8;1.5;0.3;0.5;0.5;0.8;1.8;1.3;0.0;0.5;0.0;0.3;0.1
536;Mannen en vrouwen;60 tot 65 jaar;Surinamers;2000;4.1;1.9;1.6;0.3;0.6;0.6;0.8;1.9;1.4;0.0;0.5;0.0;0.3;0.1
537;Mannen en vrouwen;60 tot 65 jaar;Surinamers;2001;4.2;2.1;1.7;0.3;0.6;0.6;0.9;1.9;1.4;0.0;0.5;0.0;0.3;0.1
538;Mannen en vrouwen;60 tot 65 jaar;Surinamers;2002;4.4;2.3;1.9;0.4;0.7;0.6;0.9;1.9;1.4;0.0;0.5;0.0;0.3;0.1
539;Mannen en vrouwen;60 tot 65 jaar;Surinamers;2003;4.6;2.4;2.0;0.4;0.8;0.7;0.9;1.9;1.4;0.0;0.5;0.0;0.3;0.1
540;Mannen en vrouwen;60 tot 65 jaar;Antillianen en Arubanen;1999;0.9;0.2;0.2;0.0;0.1;0.1;0.1;0.6;0.5;0.0;0.1;0.0;0.1;0.0
541;Mannen en vrouwen;60 tot 65 jaar;Antillianen en Arubanen;2000;1.0;0.3;0.2;0.1;0.1;0.1;0.1;0.7;0.6;0.0;0.1;0.0;0.1;0.0
542;Mannen en vrouwen;60 tot 65 jaar;Antillianen en Arubanen;2001;1.1;0.3;0.2;0.1;0.1;0.1;0.1;0.7;0.6;0.0;0.1;0.0;0.1;0.0
543;Mannen en vrouwen;60 tot 65 jaar;Antillianen en Arubanen;2002;1.2;0.3;0.2;0.1;0.1;0.1;0.1;0.8;0.6;0.0;0.1;0.0;0.1;0.0
544;Mannen en vrouwen;60 tot 65 jaar;Antillianen en Arubanen;2003;1.3;0.3;0.3;0.1;0.1;0.1;0.1;0.8;0.6;0.0;0.1;0.0;0.1;0.1
545;Mannen en vrouwen;60 tot 65 jaar;Overige niet-westerse allochtonen;1999;2.6;0.6;0.5;0.1;0.1;0.2;0.2;1.7;0.7;0.0;1.0;0.0;0.2;0.2
546;Mannen en vrouwen;60 tot 65 jaar;Overige niet-westerse allochtonen;2000;2.8;0.6;0.5;0.1;0.1;0.2;0.3;1.9;0.8;0.0;1.1;0.0;0.2;0.2
547;Mannen en vrouwen;60 tot 65 jaar;Overige niet-westerse allochtonen;2001;3.1;0.6;0.5;0.1;0.2;0.2;0.3;2.1;0.9;0.0;1.2;0.0;0.2;0.2
548;Mannen en vrouwen;60 tot 65 jaar;Overige niet-westerse allochtonen;2002;3.3;0.7;0.6;0.1;0.2;0.3;0.3;2.3;0.9;0.0;1.3;0.0;0.2;0.2
549;Mannen en vrouwen;60 tot 65 jaar;Overige niet-westerse allochtonen;2003;3.6;0.8;0.6;0.2;0.2;0.3;0.3;2.6;1.1;0.0;1.4;0.0;0.2;0.1
550;Mannen en vrouwen;65 jaar of ouder;Totaal herkomstgroeperingen;1999;20.5;;;;;;;20.2;10.9;0.1;7.9;1.2;;0.3
551;Mannen en vrouwen;65 jaar of ouder;Totaal herkomstgroeperingen;2000;22.4;;;;;;;22.0;12.1;0.1;9.0;0.8;;0.3
552;Mannen en vrouwen;65 jaar of ouder;Totaal herkomstgroeperingen;2001;24.3;;;;;;;24.0;13.2;0.1;10.1;0.6;;0.3
553;Mannen en vrouwen;65 jaar of ouder;Totaal herkomstgroeperingen;2002;26.1;;;;;;;25.7;14.0;0.1;11.2;0.5;;0.3
