ID;Herkomstgroepering;Geslacht;Leeftijd;Perioden;DigiDBezittersRelatief_1;DigiDBezittersAbsoluut_2;Bevolking_3
1915;Totaal westerse allochtonen;Mannen en vrouwen;20 jaar;2009 1 januari;42.2;6913;16376
1916;Totaal westerse allochtonen;Mannen en vrouwen;21 jaar;2008 1 juli;39.0;6479;16618
1917;Totaal westerse allochtonen;Mannen en vrouwen;21 jaar;2009 1 januari;40.7;7055;17343
1918;Totaal westerse allochtonen;Mannen en vrouwen;22 jaar;2008 1 juli;41.3;7173;17388
1919;Totaal westerse allochtonen;Mannen en vrouwen;22 jaar;2009 1 januari;41.7;7678;18392
1920;Totaal westerse allochtonen;Mannen en vrouwen;23 jaar;2008 1 juli;41.3;7362;17840
1921;Totaal westerse allochtonen;Mannen en vrouwen;23 jaar;2009 1 januari;42.3;7978;18872
1922;Totaal westerse allochtonen;Mannen en vrouwen;24 jaar;2008 1 juli;44.0;8336;18940
1923;Totaal westerse allochtonen;Mannen en vrouwen;24 jaar;2009 1 januari;42.6;8422;19759
1924;Totaal westerse allochtonen;Mannen en vrouwen;25 jaar;2008 1 juli;44.9;8754;19480
1925;Totaal westerse allochtonen;Mannen en vrouwen;25 jaar;2009 1 januari;44.3;8914;20106
1926;Totaal westerse allochtonen;Mannen en vrouwen;26 jaar;2008 1 juli;47.0;9615;20471
1927;Totaal westerse allochtonen;Mannen en vrouwen;26 jaar;2009 1 januari;45.2;9365;20708
1928;Totaal westerse allochtonen;Mannen en vrouwen;27 jaar;2008 1 juli;48.1;10202;21198
1929;Totaal westerse allochtonen;Mannen en vrouwen;27 jaar;2009 1 januari;46.9;10133;21603
1930;Totaal westerse allochtonen;Mannen en vrouwen;28 jaar;2008 1 juli;49.5;10540;21309
1931;Totaal westerse allochtonen;Mannen en vrouwen;28 jaar;2009 1 januari;47.8;10587;22147
1932;Totaal westerse allochtonen;Mannen en vrouwen;29 jaar;2008 1 juli;50.1;10726;21410
1933;Totaal westerse allochtonen;Mannen en vrouwen;29 jaar;2009 1 januari;48.9;10626;21724
1934;Totaal westerse allochtonen;Mannen en vrouwen;30 jaar;2008 1 juli;51.6;11039;21391
1935;Totaal westerse allochtonen;Mannen en vrouwen;30 jaar;2009 1 januari;50.3;11076;22030
1936;Totaal westerse allochtonen;Mannen en vrouwen;31 jaar;2008 1 juli;52.5;11192;21302
1937;Totaal westerse allochtonen;Mannen en vrouwen;31 jaar;2009 1 januari;51.2;11014;21516
1938;Totaal westerse allochtonen;Mannen en vrouwen;32 jaar;2008 1 juli;53.0;11318;21364
1939;Totaal westerse allochtonen;Mannen en vrouwen;32 jaar;2009 1 januari;52.3;11316;21645
1940;Totaal westerse allochtonen;Mannen en vrouwen;33 jaar;2008 1 juli;53.3;11636;21817
1941;Totaal westerse allochtonen;Mannen en vrouwen;33 jaar;2009 1 januari;52.1;11324;21727
1942;Totaal westerse allochtonen;Mannen en vrouwen;34 jaar;2008 1 juli;53.8;11640;21628
1943;Totaal westerse allochtonen;Mannen en vrouwen;34 jaar;2009 1 januari;53.4;11725;21965
1944;Totaal westerse allochtonen;Mannen en vrouwen;35 jaar;2008 1 juli;54.4;12305;22601
1945;Totaal westerse allochtonen;Mannen en vrouwen;35 jaar;2009 1 januari;53.9;11930;22145
1946;Totaal westerse allochtonen;Mannen en vrouwen;36 jaar;2008 1 juli;54.7;13057;23876
1947;Totaal westerse allochtonen;Mannen en vrouwen;36 jaar;2009 1 januari;53.5;12629;23586
1948;Totaal westerse allochtonen;Mannen en vrouwen;37 jaar;2008 1 juli;54.7;13503;24670
1949;Totaal westerse allochtonen;Mannen en vrouwen;37 jaar;2009 1 januari;54.0;13154;24359
1950;Totaal westerse allochtonen;Mannen en vrouwen;38 jaar;2008 1 juli;54.3;13789;25387
1951;Totaal westerse allochtonen;Mannen en vrouwen;38 jaar;2009 1 januari;53.5;13387;25031
1952;Totaal westerse allochtonen;Mannen en vrouwen;39 jaar;2008 1 juli;53.6;13656;25456
1953;Totaal westerse allochtonen;Mannen en vrouwen;39 jaar;2009 1 januari;52.6;13644;25950
1954;Totaal westerse allochtonen;Mannen en vrouwen;40 jaar;2008 1 juli;52.9;13148;24856
1955;Totaal westerse allochtonen;Mannen en vrouwen;40 jaar;2009 1 januari;51.8;12912;24946
1956;Totaal westerse allochtonen;Mannen en vrouwen;41 jaar;2008 1 juli;52.0;12916;24851
1957;Totaal westerse allochtonen;Mannen en vrouwen;41 jaar;2009 1 januari;50.8;12748;25070
1958;Totaal westerse allochtonen;Mannen en vrouwen;42 jaar;2008 1 juli;51.6;12717;24626
1959;Totaal westerse allochtonen;Mannen en vrouwen;42 jaar;2009 1 januari;50.0;12254;24507
1960;Totaal westerse allochtonen;Mannen en vrouwen;43 jaar;2008 1 juli;50.9;12638;24850
1961;Totaal westerse allochtonen;Mannen en vrouwen;43 jaar;2009 1 januari;49.9;12476;25012
1962;Totaal westerse allochtonen;Mannen en vrouwen;44 jaar;2008 1 juli;49.6;12231;24646
1963;Totaal westerse allochtonen;Mannen en vrouwen;44 jaar;2009 1 januari;47.7;11926;25019
1964;Totaal westerse allochtonen;Mannen en vrouwen;45 jaar;2008 1 juli;49.4;11654;23601
1965;Totaal westerse allochtonen;Mannen en vrouwen;45 jaar;2009 1 januari;47.4;11409;24045
1966;Totaal westerse allochtonen;Mannen en vrouwen;46 jaar;2008 1 juli;49.1;11438;23286
1967;Totaal westerse allochtonen;Mannen en vrouwen;46 jaar;2009 1 januari;47.6;11125;23382
1968;Totaal westerse allochtonen;Mannen en vrouwen;47 jaar;2008 1 juli;48.4;10952;22650
1969;Totaal westerse allochtonen;Mannen en vrouwen;47 jaar;2009 1 januari;45.8;10592;23129
1970;Totaal westerse allochtonen;Mannen en vrouwen;48 jaar;2008 1 juli;48.0;10804;22521
1971;Totaal westerse allochtonen;Mannen en vrouwen;48 jaar;2009 1 januari;45.6;10253;22497
1972;Totaal westerse allochtonen;Mannen en vrouwen;49 jaar;2008 1 juli;47.8;10629;22245
1973;Totaal westerse allochtonen;Mannen en vrouwen;49 jaar;2009 1 januari;45.7;10237;22378
1974;Totaal westerse allochtonen;Mannen en vrouwen;50 jaar;2008 1 juli;46.9;10088;21520
1975;Totaal westerse allochtonen;Mannen en vrouwen;50 jaar;2009 1 januari;44.1;9585;21715
1976;Totaal westerse allochtonen;Mannen en vrouwen;51 jaar;2008 1 juli;46.5;9951;21399
1977;Totaal westerse allochtonen;Mannen en vrouwen;51 jaar;2009 1 januari;44.4;9619;21646
1978;Totaal westerse allochtonen;Mannen en vrouwen;52 jaar;2008 1 juli;46.4;9966;21472
1979;Totaal westerse allochtonen;Mannen en vrouwen;52 jaar;2009 1 januari;43.5;9284;21356
1980;Totaal westerse allochtonen;Mannen en vrouwen;53 jaar;2008 1 juli;46.8;10006;21403
1981;Totaal westerse allochtonen;Mannen en vrouwen;53 jaar;2009 1 januari;44.4;9447;21260
1982;Totaal westerse allochtonen;Mannen en vrouwen;54 jaar;2008 1 juli;45.8;9702;21205
1983;Totaal westerse allochtonen;Mannen en vrouwen;54 jaar;2009 1 januari;43.4;9218;21260
1984;Totaal westerse allochtonen;Mannen en vrouwen;55 jaar;2008 1 juli;45.2;9822;21735
1985;Totaal westerse allochtonen;Mannen en vrouwen;55 jaar;2009 1 januari;42.5;9039;21261
1986;Totaal westerse allochtonen;Mannen en vrouwen;56 jaar;2008 1 juli;45.3;9864;21754
1987;Totaal westerse allochtonen;Mannen en vrouwen;56 jaar;2009 1 januari;42.4;9266;21847
1988;Totaal westerse allochtonen;Mannen en vrouwen;57 jaar;2008 1 juli;45.2;9995;22107
1989;Totaal westerse allochtonen;Mannen en vrouwen;57 jaar;2009 1 januari;42.4;9199;21677
1990;Totaal westerse allochtonen;Mannen en vrouwen;58 jaar;2008 1 juli;44.1;9864;22352
1991;Totaal westerse allochtonen;Mannen en vrouwen;58 jaar;2009 1 januari;41.1;9147;22229
1992;Totaal westerse allochtonen;Mannen en vrouwen;59 jaar;2008 1 juli;44.1;10127;22945
1993;Totaal westerse allochtonen;Mannen en vrouwen;59 jaar;2009 1 januari;41.1;9258;22530
1994;Totaal westerse allochtonen;Mannen en vrouwen;60 jaar;2008 1 juli;43.5;10011;23006
1995;Totaal westerse allochtonen;Mannen en vrouwen;60 jaar;2009 1 januari;40.9;9335;22813
1996;Totaal westerse allochtonen;Mannen en vrouwen;61 jaar;2008 1 juli;43.0;10020;23284
1997;Totaal westerse allochtonen;Mannen en vrouwen;61 jaar;2009 1 januari;40.6;9540;23523
1998;Totaal westerse allochtonen;Mannen en vrouwen;62 jaar;2008 1 juli;41.5;7583;18273
1999;Totaal westerse allochtonen;Mannen en vrouwen;62 jaar;2009 1 januari;39.7;8527;21504
2000;Totaal westerse allochtonen;Mannen en vrouwen;63 jaar;2008 1 juli;42.4;6842;16145
2001;Totaal westerse allochtonen;Mannen en vrouwen;63 jaar;2009 1 januari;39.2;6263;15978
2002;Totaal westerse allochtonen;Mannen en vrouwen;64 jaar;2008 1 juli;43.7;6958;15940
2003;Totaal westerse allochtonen;Mannen en vrouwen;64 jaar;2009 1 januari;41.5;6554;15791
2004;Totaal westerse allochtonen;Mannen en vrouwen;65 jaar;2008 1 juli;51.8;7968;15388
2005;Totaal westerse allochtonen;Mannen en vrouwen;65 jaar;2009 1 januari;45.6;6903;15153
2006;Totaal westerse allochtonen;Mannen en vrouwen;66 jaar;2008 1 juli;44.6;7193;16124
2007;Totaal westerse allochtonen;Mannen en vrouwen;66 jaar;2009 1 januari;41.7;6687;16018
2008;Totaal westerse allochtonen;Mannen en vrouwen;67 jaar;2008 1 juli;42.4;6936;16376
2009;Totaal westerse allochtonen;Mannen en vrouwen;67 jaar;2009 1 januari;39.8;6273;15744
2010;Totaal westerse allochtonen;Mannen en vrouwen;68 jaar;2008 1 juli;41.2;6476;15719
2011;Totaal westerse allochtonen;Mannen en vrouwen;68 jaar;2009 1 januari;38.7;6300;16296
2012;Totaal westerse allochtonen;Mannen en vrouwen;69 jaar;2008 1 juli;40.5;6104;15067
2013;Totaal westerse allochtonen;Mannen en vrouwen;69 jaar;2009 1 januari;37.5;5695;15201
2014;Totaal westerse allochtonen;Mannen en vrouwen;70 jaar;2008 1 juli;39.2;5503;14037
2015;Totaal westerse allochtonen;Mannen en vrouwen;70 jaar;2009 1 januari;36.8;5351;14560
2016;Totaal westerse allochtonen;Mannen en vrouwen;71 jaar;2008 1 juli;39.0;5151;13204
2017;Totaal westerse allochtonen;Mannen en vrouwen;71 jaar;2009 1 januari;35.1;4665;13296
2018;Totaal westerse allochtonen;Mannen en vrouwen;72 jaar;2008 1 juli;39.0;4887;12517
2019;Totaal westerse allochtonen;Mannen en vrouwen;72 jaar;2009 1 januari;36.3;4676;12884
2020;Totaal westerse allochtonen;Mannen en vrouwen;73 jaar;2008 1 juli;38.0;4518;11898
2021;Totaal westerse allochtonen;Mannen en vrouwen;73 jaar;2009 1 januari;35.4;4248;11997
2022;Totaal westerse allochtonen;Mannen en vrouwen;74 jaar;2008 1 juli;35.9;3813;10621
2023;Totaal westerse allochtonen;Mannen en vrouwen;74 jaar;2009 1 januari;34.2;3763;11011
2024;Totaal westerse allochtonen;Mannen en vrouwen;75 jaar of ouder;2008 1 juli;33.5;30714;91577
2025;Totaal westerse allochtonen;Mannen en vrouwen;75 jaar of ouder;2009 1 januari;31.4;29295;93183
2026;Totaal westerse allochtonen;Mannen en vrouwen;0 tot 5 jaar;2008 1 juli;0.3;166;63566
2027;Totaal westerse allochtonen;Mannen en vrouwen;0 tot 5 jaar;2009 1 januari;0.2;150;64789
2028;Totaal westerse allochtonen;Mannen en vrouwen;0 tot 10 jaar;2008 1 juli;0.2;279;126792
2029;Totaal westerse allochtonen;Mannen en vrouwen;0 tot 10 jaar;2009 1 januari;0.2;250;128665
2030;Totaal westerse allochtonen;Mannen en vrouwen;0 tot 20 jaar;2008 1 juli;6.8;17484;256698
2031;Totaal westerse allochtonen;Mannen en vrouwen;0 tot 20 jaar;2009 1 januari;7.3;18942;259694
2032;Totaal westerse allochtonen;Mannen en vrouwen;5 tot 10 jaar;2008 1 juli;0.2;113;63226
2033;Totaal westerse allochtonen;Mannen en vrouwen;5 tot 10 jaar;2009 1 januari;0.2;100;63876
2034;Totaal westerse allochtonen;Mannen en vrouwen;10 tot 15 jaar;2008 1 juli;0.5;292;62405
2035;Totaal westerse allochtonen;Mannen en vrouwen;10 tot 15 jaar;2009 1 januari;0.4;226;62795
2036;Totaal westerse allochtonen;Mannen en vrouwen;10 tot 20 jaar;2008 1 juli;13.2;17205;129906
2037;Totaal westerse allochtonen;Mannen en vrouwen;10 tot 20 jaar;2009 1 januari;14.3;18692;131029
2038;Totaal westerse allochtonen;Mannen en vrouwen;15 tot 20 jaar;2008 1 juli;25.1;16913;67501
2039;Totaal westerse allochtonen;Mannen en vrouwen;15 tot 20 jaar;2009 1 januari;27.1;18466;68234
2040;Totaal westerse allochtonen;Mannen en vrouwen;20 tot 25 jaar;2008 1 juli;41.0;35348;86162
2041;Totaal westerse allochtonen;Mannen en vrouwen;20 tot 25 jaar;2009 1 januari;41.9;38046;90742
2042;Totaal westerse allochtonen;Mannen en vrouwen;20 tot 30 jaar;2008 1 juli;44.8;85185;190030
2043;Totaal westerse allochtonen;Mannen en vrouwen;20 tot 30 jaar;2009 1 januari;44.5;87671;197030
2044;Totaal westerse allochtonen;Mannen en vrouwen;20 tot 65 jaar;2008 1 juli;48.2;468246;972194
2045;Totaal westerse allochtonen;Mannen en vrouwen;20 tot 65 jaar;2009 1 januari;46.6;458083;983359
2046;Totaal westerse allochtonen;Mannen en vrouwen;25 tot 30 jaar;2008 1 juli;48.0;49837;103868
2047;Totaal westerse allochtonen;Mannen en vrouwen;25 tot 30 jaar;2009 1 januari;46.7;49625;106288
2048;Totaal westerse allochtonen;Mannen en vrouwen;30 tot 35 jaar;2008 1 juli;52.9;56825;107502
2049;Totaal westerse allochtonen;Mannen en vrouwen;30 tot 35 jaar;2009 1 januari;51.8;56455;108883
2050;Totaal westerse allochtonen;Mannen en vrouwen;30 tot 40 jaar;2008 1 juli;53.7;123135;229492
2051;Totaal westerse allochtonen;Mannen en vrouwen;30 tot 40 jaar;2009 1 januari;52.7;121199;229954
2052;Totaal westerse allochtonen;Mannen en vrouwen;35 tot 40 jaar;2008 1 juli;54.4;66310;121990
2053;Totaal westerse allochtonen;Mannen en vrouwen;35 tot 40 jaar;2009 1 januari;53.5;64744;121071
2054;Totaal westerse allochtonen;Mannen en vrouwen;40 tot 45 jaar;2008 1 juli;51.4;63650;123829
2055;Totaal westerse allochtonen;Mannen en vrouwen;40 tot 45 jaar;2009 1 januari;50.0;62316;124554
2056;Totaal westerse allochtonen;Mannen en vrouwen;40 tot 50 jaar;2008 1 juli;50.0;119127;238132
2057;Totaal westerse allochtonen;Mannen en vrouwen;40 tot 50 jaar;2009 1 januari;48.3;115932;239985
2058;Totaal westerse allochtonen;Mannen en vrouwen;45 tot 50 jaar;2008 1 juli;48.5;55477;114303
2059;Totaal westerse allochtonen;Mannen en vrouwen;45 tot 50 jaar;2009 1 januari;46.4;53616;115431
2060;Totaal westerse allochtonen;Mannen en vrouwen;50 tot 55 jaar;2008 1 juli;46.5;49713;106999
2061;Totaal westerse allochtonen;Mannen en vrouwen;50 tot 55 jaar;2009 1 januari;44.0;47153;107237
2062;Totaal westerse allochtonen;Mannen en vrouwen;50 tot 60 jaar;2008 1 juli;45.6;99385;217892
2063;Totaal westerse allochtonen;Mannen en vrouwen;50 tot 60 jaar;2009 1 januari;42.9;93062;216781
2064;Totaal westerse allochtonen;Mannen en vrouwen;55 tot 60 jaar;2008 1 juli;44.8;49672;110893
2065;Totaal westerse allochtonen;Mannen en vrouwen;55 tot 60 jaar;2009 1 januari;41.9;45909;109544
2066;Totaal westerse allochtonen;Mannen en vrouwen;60 tot 65 jaar;2008 1 juli;42.9;41414;96648
2067;Totaal westerse allochtonen;Mannen en vrouwen;60 tot 65 jaar;2009 1 januari;40.4;40219;99609
2068;Totaal westerse allochtonen;Mannen en vrouwen;60 tot 70 jaar;2008 1 juli;43.4;76091;175322
2069;Totaal westerse allochtonen;Mannen en vrouwen;60 tot 70 jaar;2009 1 januari;40.5;72077;178021
2070;Totaal westerse allochtonen;Mannen en vrouwen;65 tot 70 jaar;2008 1 juli;44.1;34677;78674
2071;Totaal westerse allochtonen;Mannen en vrouwen;65 tot 70 jaar;2009 1 januari;40.6;31858;78412
2072;Totaal westerse allochtonen;Mannen en vrouwen;65 jaar of ouder;2008 1 juli;38.4;89263;232528
2073;Totaal westerse allochtonen;Mannen en vrouwen;65 jaar of ouder;2009 1 januari;35.6;83856;235343
2074;Totaal westerse allochtonen;Mannen en vrouwen;70 tot 75 jaar;2008 1 juli;38.3;23872;62277
2075;Totaal westerse allochtonen;Mannen en vrouwen;70 tot 75 jaar;2009 1 januari;35.6;22703;63748
2076;Totaal westerse allochtonen;Mannen en vrouwen;70 jaar of ouder;2008 1 juli;35.5;54586;153854
2077;Totaal westerse allochtonen;Mannen en vrouwen;70 jaar of ouder;2009 1 januari;33.1;51998;156931
2078;Totaal westerse allochtonen;Mannen en vrouwen;75 jaar of ouder;2008 1 juli;33.5;30714;91577
2079;Totaal westerse allochtonen;Mannen en vrouwen;75 jaar of ouder;2009 1 januari;31.4;29295;93183
2080;Totaal westerse allochtonen;Mannen;Totale bevolking (alle leeftijden);2008 1 juli;39.2;274332;700035
2081;Totaal westerse allochtonen;Mannen;Totale bevolking (alle leeftijden);2009 1 januari;38.1;269687;708004
2082;Totaal westerse allochtonen;Mannen;0 jaar;2008 1 juli;0.3;20;6429
2083;Totaal westerse allochtonen;Mannen;0 jaar;2009 1 januari;0.3;22;6745
2084;Totaal westerse allochtonen;Mannen;1 jaar;2008 1 juli;0.3;20;6546
2085;Totaal westerse allochtonen;Mannen;1 jaar;2009 1 januari;0.3;21;6682
2086;Totaal westerse allochtonen;Mannen;2 jaar;2008 1 juli;0.1;5;6515
2087;Totaal westerse allochtonen;Mannen;2 jaar;2009 1 januari;0.2;13;6612
2088;Totaal westerse allochtonen;Mannen;3 jaar;2008 1 juli;0.2;10;6527
2089;Totaal westerse allochtonen;Mannen;3 jaar;2009 1 januari;0.1;5;6575
2090;Totaal westerse allochtonen;Mannen;4 jaar;2008 1 juli;0.1;8;6545
2091;Totaal westerse allochtonen;Mannen;4 jaar;2009 1 januari;0.2;10;6658
2092;Totaal westerse allochtonen;Mannen;5 jaar;2008 1 juli;0.2;14;6535
2093;Totaal westerse allochtonen;Mannen;5 jaar;2009 1 januari;0.1;7;6528
2094;Totaal westerse allochtonen;Mannen;6 jaar;2008 1 juli;0.2;15;6535
2095;Totaal westerse allochtonen;Mannen;6 jaar;2009 1 januari;0.1;9;6594
2096;Totaal westerse allochtonen;Mannen;7 jaar;2008 1 juli;0.1;4;6404
2097;Totaal westerse allochtonen;Mannen;7 jaar;2009 1 januari;0.2;13;6523
2098;Totaal westerse allochtonen;Mannen;8 jaar;2008 1 juli;0.2;13;6609
2099;Totaal westerse allochtonen;Mannen;8 jaar;2009 1 januari;0.1;9;6578
2100;Totaal westerse allochtonen;Mannen;9 jaar;2008 1 juli;0.2;14;6462
2101;Totaal westerse allochtonen;Mannen;9 jaar;2009 1 januari;0.1;9;6545
2102;Totaal westerse allochtonen;Mannen;10 jaar;2008 1 juli;0.3;16;6203
2103;Totaal westerse allochtonen;Mannen;10 jaar;2009 1 januari;0.2;14;6393
2104;Totaal westerse allochtonen;Mannen;11 jaar;2008 1 juli;0.3;20;6454
2105;Totaal westerse allochtonen;Mannen;11 jaar;2009 1 januari;0.2;11;6379
2106;Totaal westerse allochtonen;Mannen;12 jaar;2008 1 juli;0.5;34;6451
2107;Totaal westerse allochtonen;Mannen;12 jaar;2009 1 januari;0.4;29;6553
2108;Totaal westerse allochtonen;Mannen;13 jaar;2008 1 juli;0.5;34;6466
2109;Totaal westerse allochtonen;Mannen;13 jaar;2009 1 januari;0.4;27;6472
2110;Totaal westerse allochtonen;Mannen;14 jaar;2008 1 juli;0.7;46;6555
2111;Totaal westerse allochtonen;Mannen;14 jaar;2009 1 januari;0.4;29;6564
2112;Totaal westerse allochtonen;Mannen;15 jaar;2008 1 juli;1.0;67;6527
2113;Totaal westerse allochtonen;Mannen;15 jaar;2009 1 januari;0.6;39;6598
2114;Totaal westerse allochtonen;Mannen;16 jaar;2008 1 juli;3.7;249;6753
2115;Totaal westerse allochtonen;Mannen;16 jaar;2009 1 januari;2.3;150;6584
2116;Totaal westerse allochtonen;Mannen;17 jaar;2008 1 juli;16.4;1126;6873
2117;Totaal westerse allochtonen;Mannen;17 jaar;2009 1 januari;13.3;923;6956
2118;Totaal westerse allochtonen;Mannen;18 jaar;2008 1 juli;51.7;3589;6939
2119;Totaal westerse allochtonen;Mannen;18 jaar;2009 1 januari;58.5;4121;7049
2120;Totaal westerse allochtonen;Mannen;19 jaar;2008 1 juli;43.6;3102;7118
2121;Totaal westerse allochtonen;Mannen;19 jaar;2009 1 januari;51.8;3802;7335
2122;Totaal westerse allochtonen;Mannen;20 jaar;2008 1 juli;38.1;2841;7460
2123;Totaal westerse allochtonen;Mannen;20 jaar;2009 1 januari;41.7;3242;7773
2124;Totaal westerse allochtonen;Mannen;21 jaar;2008 1 juli;38.5;3059;7946
2125;Totaal westerse allochtonen;Mannen;21 jaar;2009 1 januari;40.0;3314;8287
2126;Totaal westerse allochtonen;Mannen;22 jaar;2008 1 juli;40.1;3363;8379
2127;Totaal westerse allochtonen;Mannen;22 jaar;2009 1 januari;40.5;3553;8764
2128;Totaal westerse allochtonen;Mannen;23 jaar;2008 1 juli;39.5;3348;8467
2129;Totaal westerse allochtonen;Mannen;23 jaar;2009 1 januari;40.5;3650;9004
2130;Totaal westerse allochtonen;Mannen;24 jaar;2008 1 juli;41.5;3779;9108
2131;Totaal westerse allochtonen;Mannen;24 jaar;2009 1 januari;40.4;3821;9458
2132;Totaal westerse allochtonen;Mannen;25 jaar;2008 1 juli;42.3;3949;9335
2133;Totaal westerse allochtonen;Mannen;25 jaar;2009 1 januari;41.5;4001;9638
2134;Totaal westerse allochtonen;Mannen;26 jaar;2008 1 juli;44.0;4268;9698
2135;Totaal westerse allochtonen;Mannen;26 jaar;2009 1 januari;42.2;4203;9948
2136;Totaal westerse allochtonen;Mannen;27 jaar;2008 1 juli;45.3;4563;10074
2137;Totaal westerse allochtonen;Mannen;27 jaar;2009 1 januari;43.4;4480;10318
2138;Totaal westerse allochtonen;Mannen;28 jaar;2008 1 juli;46.1;4658;10100
2139;Totaal westerse allochtonen;Mannen;28 jaar;2009 1 januari;44.7;4691;10499
2140;Totaal westerse allochtonen;Mannen;29 jaar;2008 1 juli;47.2;4743;10057
2141;Totaal westerse allochtonen;Mannen;29 jaar;2009 1 januari;45.6;4702;10306
2142;Totaal westerse allochtonen;Mannen;30 jaar;2008 1 juli;48.2;4803;9955
2143;Totaal westerse allochtonen;Mannen;30 jaar;2009 1 januari;46.7;4824;10329
2144;Totaal westerse allochtonen;Mannen;31 jaar;2008 1 juli;48.4;4884;10091
2145;Totaal westerse allochtonen;Mannen;31 jaar;2009 1 januari;47.2;4777;10113
2146;Totaal westerse allochtonen;Mannen;32 jaar;2008 1 juli;48.6;4880;10031
2147;Totaal westerse allochtonen;Mannen;32 jaar;2009 1 januari;48.3;4931;10211
2148;Totaal westerse allochtonen;Mannen;33 jaar;2008 1 juli;50.2;5160;10277
2149;Totaal westerse allochtonen;Mannen;33 jaar;2009 1 januari;49.0;5018;10251
2150;Totaal westerse allochtonen;Mannen;34 jaar;2008 1 juli;50.9;5159;10128
2151;Totaal westerse allochtonen;Mannen;34 jaar;2009 1 januari;50.1;5128;10231
2152;Totaal westerse allochtonen;Mannen;35 jaar;2008 1 juli;51.6;5509;10678
2153;Totaal westerse allochtonen;Mannen;35 jaar;2009 1 januari;51.1;5324;10414
2154;Totaal westerse allochtonen;Mannen;36 jaar;2008 1 juli;52.4;5984;11410
2155;Totaal westerse allochtonen;Mannen;36 jaar;2009 1 januari;51.4;5774;11241
2156;Totaal westerse allochtonen;Mannen;37 jaar;2008 1 juli;53.1;6313;11883
2157;Totaal westerse allochtonen;Mannen;37 jaar;2009 1 januari;52.2;6096;11675
2158;Totaal westerse allochtonen;Mannen;38 jaar;2008 1 juli;53.3;6485;12170
2159;Totaal westerse allochtonen;Mannen;38 jaar;2009 1 januari;52.3;6305;12059
2160;Totaal westerse allochtonen;Mannen;39 jaar;2008 1 juli;52.1;6500;12469
2161;Totaal westerse allochtonen;Mannen;39 jaar;2009 1 januari;51.6;6484;12563
2162;Totaal westerse allochtonen;Mannen;40 jaar;2008 1 juli;52.3;6294;12045
2163;Totaal westerse allochtonen;Mannen;40 jaar;2009 1 januari;51.0;6184;12136
2164;Totaal westerse allochtonen;Mannen;41 jaar;2008 1 juli;50.9;6103;11992
2165;Totaal westerse allochtonen;Mannen;41 jaar;2009 1 januari;50.5;6103;12083
2166;Totaal westerse allochtonen;Mannen;42 jaar;2008 1 juli;50.9;6095;11977
2167;Totaal westerse allochtonen;Mannen;42 jaar;2009 1 januari;49.4;5881;11915
2168;Totaal westerse allochtonen;Mannen;43 jaar;2008 1 juli;50.8;6153;12104
2169;Totaal westerse allochtonen;Mannen;43 jaar;2009 1 januari;49.8;6070;12185
2170;Totaal westerse allochtonen;Mannen;44 jaar;2008 1 juli;49.6;5898;11888
2171;Totaal westerse allochtonen;Mannen;44 jaar;2009 1 januari;48.3;5839;12088
2172;Totaal westerse allochtonen;Mannen;45 jaar;2008 1 juli;50.0;5698;11397
2173;Totaal westerse allochtonen;Mannen;45 jaar;2009 1 januari;47.9;5569;11617
2174;Totaal westerse allochtonen;Mannen;46 jaar;2008 1 juli;49.2;5468;11123
2175;Totaal westerse allochtonen;Mannen;46 jaar;2009 1 januari;48.6;5443;11210
2176;Totaal westerse allochtonen;Mannen;47 jaar;2008 1 juli;48.9;5375;10982
2177;Totaal westerse allochtonen;Mannen;47 jaar;2009 1 januari;46.4;5189;11179
2178;Totaal westerse allochtonen;Mannen;48 jaar;2008 1 juli;48.2;5240;10863
2179;Totaal westerse allochtonen;Mannen;48 jaar;2009 1 januari;46.4;5023;10826
2180;Totaal westerse allochtonen;Mannen;49 jaar;2008 1 juli;48.6;5157;10622
2181;Totaal westerse allochtonen;Mannen;49 jaar;2009 1 januari;47.4;5046;10640
2182;Totaal westerse allochtonen;Mannen;50 jaar;2008 1 juli;47.7;4882;10228
2183;Totaal westerse allochtonen;Mannen;50 jaar;2009 1 januari;45.5;4737;10420
2184;Totaal westerse allochtonen;Mannen;51 jaar;2008 1 juli;47.9;4877;10176
2185;Totaal westerse allochtonen;Mannen;51 jaar;2009 1 januari;47.0;4798;10213
2186;Totaal westerse allochtonen;Mannen;52 jaar;2008 1 juli;48.0;4931;10278
2187;Totaal westerse allochtonen;Mannen;52 jaar;2009 1 januari;45.4;4633;10213
2188;Totaal westerse allochtonen;Mannen;53 jaar;2008 1 juli;49.1;5084;10359
2189;Totaal westerse allochtonen;Mannen;53 jaar;2009 1 januari;47.8;4854;10162
2190;Totaal westerse allochtonen;Mannen;54 jaar;2008 1 juli;48.4;4896;10119
2191;Totaal westerse allochtonen;Mannen;54 jaar;2009 1 januari;46.5;4749;10207
2192;Totaal westerse allochtonen;Mannen;55 jaar;2008 1 juli;47.5;4962;10438
2193;Totaal westerse allochtonen;Mannen;55 jaar;2009 1 januari;45.5;4681;10285
2194;Totaal westerse allochtonen;Mannen;56 jaar;2008 1 juli;47.3;5031;10634
2195;Totaal westerse allochtonen;Mannen;56 jaar;2009 1 januari;45.5;4811;10574
2196;Totaal westerse allochtonen;Mannen;57 jaar;2008 1 juli;47.9;5198;10852
