ID;Geslacht;Leeftijd;BeroepenEnSpecialismen;Sector;Perioden;GemiddeldAantalWerkurenPerWeekSEC_1;MedischGeschooldenWerknemersSEC_2;MinderDan25UurPerWeek_3;MinderDan12UurPerWeek_4;k_12Tot20UurPerWeek_5;k_20Tot25UurPerWeek_6;k_25Tot35UurPerWeek_7;k_25Tot30UurPerWeek_8;k_30Tot35UurPerWeek_9;k_35Tot55UurPerWeek_10;k_35Tot40UurPerWeek_11;k_40Tot45UurPerWeek_12;k_45Tot50UurPerWeek_13;k_50Tot55UurPerWeek_14;MinderDan25UurPerWeek_15;MinderDan12UurPerWeek_16;k_12Tot20UurPerWeek_17;k_20Tot25UurPerWeek_18;k_25Tot35UurPerWeek_19;k_25Tot30UurPerWeek_20;k_30Tot35UurPerWeek_21;k_35Tot55UurPerWeek_22;k_35Tot40UurPerWeek_23;k_40Tot45UurPerWeek_24;k_45Tot50UurPerWeek_25;k_50Tot55UurPerWeek_26
1194;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Algemene ziekenhuizen;2019;40.0;3220;1.9;0.1;0.5;1.3;18.1;6.5;11.6;80.0;27.3;21.7;22.3;8.8;;;;;30.7;27.6;32.4;42.6;36.8;42.1;46.4;51.7
1195;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Algemene ziekenhuizen;2020;40.0;3285;2.0;0.1;0.6;1.4;18.6;6.7;11.9;79.4;26.6;22.1;21.6;9.2;;;;;30.7;27.5;32.5;42.7;37.0;42.0;46.5;51.8
1196;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Algemene ziekenhuizen;2021;39.9;3380;1.9;0.1;0.5;1.4;18.8;6.4;12.4;79.3;27.3;22.9;20.2;8.9;;;;;30.8;27.6;32.5;42.5;36.9;42.1;46.5;51.7
1197;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Algemene ziekenhuizen;2022;39.7;3425;1.8;0.1;0.6;1.1;19.5;6.9;12.7;78.6;26.8;24.1;19.8;7.9;;;;;30.8;27.6;32.5;42.4;36.9;42.1;46.6;51.7
1198;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Algemene ziekenhuizen;2023;39.9;3520;1.7;0.2;0.6;0.9;19.2;6.3;12.9;79.1;26.1;26.2;18.9;8.0;;;;;30.9;27.6;32.5;42.5;37.0;42.1;46.7;51.7
1199;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Categorale ziekenhuizen en overige MSZ;2013;37.9;875;3.2;0.0;0.9;2.3;24.1;10.0;14.2;72.6;29.0;17.7;21.2;4.5;;;;;30.2;;32.1;41.2;36.8;41.2;45.2;
1200;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Categorale ziekenhuizen en overige MSZ;2014;37.3;950;5.0;0.3;1.4;3.3;25.1;9.7;15.5;69.8;29.0;17.7;19.2;3.9;;;;;30.4;;32.2;41.0;36.8;41.4;45.2;
1201;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Categorale ziekenhuizen en overige MSZ;2015;37.2;1340;5.2;0.5;1.5;3.2;22.5;8.2;14.3;72.3;34.5;18.7;16.5;2.6;;;;;30.4;27.4;32.1;40.6;37.1;41.5;45.2;
1202;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Categorale ziekenhuizen en overige MSZ;2016;37.4;1515;5.7;0.3;1.8;3.6;21.8;8.9;12.9;72.4;34.1;19.5;16.1;2.7;;;;;30.3;27.6;32.2;40.8;37.3;41.3;45.9;
1203;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Categorale ziekenhuizen en overige MSZ;2017;37.5;1535;5.4;0.5;1.9;3.1;22.6;9.9;12.7;72.1;36.2;16.3;15.3;4.3;;;;;30.2;27.6;32.3;41.1;37.3;42.0;46.2;
1204;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Categorale ziekenhuizen en overige MSZ;2018;37.8;1800;5.4;0.3;1.3;3.7;21.6;9.4;12.2;73.0;33.5;19.8;14.6;5.1;;;;;30.3;27.5;32.4;41.3;37.1;42.0;46.3;
1205;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Categorale ziekenhuizen en overige MSZ;2019;37.6;1875;5.0;0.2;1.7;3.1;23.6;10.3;13.4;71.3;33.8;19.5;12.7;5.3;;;;;30.4;27.6;32.5;41.2;37.1;42.0;46.5;
1206;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Categorale ziekenhuizen en overige MSZ;2020;37.4;1955;4.6;0.4;1.3;2.8;24.9;11.2;13.7;70.5;33.6;19.1;13.0;4.8;;;;;30.1;27.5;32.4;41.1;37.1;41.9;46.3;
1207;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Categorale ziekenhuizen en overige MSZ;2021;37.3;2275;4.8;0.4;1.3;3.2;24.9;10.9;14.0;70.2;34.0;19.5;12.8;3.9;20.3;;;;30.2;27.4;32.4;41.0;37.0;42.0;46.4;
1208;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Categorale ziekenhuizen en overige MSZ;2022;37.1;2375;4.6;0.3;1.8;2.5;26.9;11.3;15.5;68.5;34.3;19.2;11.2;3.9;19.8;;;;30.3;27.5;32.4;40.9;37.1;42.1;46.6;
1209;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Categorale ziekenhuizen en overige MSZ;2023;37.0;2360;4.7;0.5;1.5;2.7;27.4;11.6;15.8;67.9;33.4;18.9;11.5;4.0;19.7;;;;30.3;27.6;32.3;40.9;37.0;42.0;46.5;
1210;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Geestelijke gezondheidszorg;2013;;40;;;;;;;;;;;;;;;;;;;;;;;;
1211;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Geestelijke gezondheidszorg;2014;;40;;;;;;;;;;;;;;;;;;;;;;;;
1212;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Geestelijke gezondheidszorg;2015;;35;;;;;;;;;;;;;;;;;;;;;;;;
1213;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Geestelijke gezondheidszorg;2016;;30;;;;;;;;;;;;;;;;;;;;;;;;
1214;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Geestelijke gezondheidszorg;2017;;25;;;;;;;;;;;;;;;;;;;;;;;;
1215;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Geestelijke gezondheidszorg;2018;;30;;;;;;;;;;;;;;;;;;;;;;;;
1216;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Geestelijke gezondheidszorg;2019;;25;;;;;;;;;;;;;;;;;;;;;;;;
1217;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Geestelijke gezondheidszorg;2020;;35;;;;;;;;;;;;;;;;;;;;;;;;
1218;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Geestelijke gezondheidszorg;2021;;40;;;;;;;;;;;;;;;;;;;;;;;;
1219;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Geestelijke gezondheidszorg;2022;;45;;;;;;;;;;;;;;;;;;;;;;;;
1220;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Geestelijke gezondheidszorg;2023;;50;;;;;;;;;;;;;;;;;;;;;;;;
1221;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Gehandicaptenzorg;2013;;10;;;;;;;;;;;;;;;;;;;;;;;;
1222;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Gehandicaptenzorg;2014;;10;;;;;;;;;;;;;;;;;;;;;;;;
1223;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Gehandicaptenzorg;2015;;15;;;;;;;;;;;;;;;;;;;;;;;;
1224;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Gehandicaptenzorg;2016;;15;;;;;;;;;;;;;;;;;;;;;;;;
1225;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Gehandicaptenzorg;2017;;15;;;;;;;;;;;;;;;;;;;;;;;;
1226;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Gehandicaptenzorg;2018;;10;;;;;;;;;;;;;;;;;;;;;;;;
1227;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Gehandicaptenzorg;2019;;55;;;;;;;;;;;;;;;;;;;;;;;;
1228;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Gehandicaptenzorg;2020;;60;;;;;;;;;;;;;;;;;;;;;;;;
1229;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Gehandicaptenzorg;2021;;65;;;;;;;;;;;;;;;;;;;;;;;;
1230;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Gehandicaptenzorg;2022;;65;;;;;;;;;;;;;;;;;;;;;;;;
1231;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Gehandicaptenzorg;2023;;75;;;;;;;;;;;;;;;;;;;;;;;;
1232;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Verpleeg-, verzorgingshuizen, thuiszorg;2013;;45;;;;;;;;;;;;;;;;;;;;;;;;
1233;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Verpleeg-, verzorgingshuizen, thuiszorg;2014;;25;;;;;;;;;;;;;;;;;;;;;;;;
1234;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Verpleeg-, verzorgingshuizen, thuiszorg;2015;;25;;;;;;;;;;;;;;;;;;;;;;;;
1235;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Verpleeg-, verzorgingshuizen, thuiszorg;2016;;20;;;;;;;;;;;;;;;;;;;;;;;;
1236;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Verpleeg-, verzorgingshuizen, thuiszorg;2017;;25;;;;;;;;;;;;;;;;;;;;;;;;
1237;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Verpleeg-, verzorgingshuizen, thuiszorg;2018;;30;;;;;;;;;;;;;;;;;;;;;;;;
1238;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Verpleeg-, verzorgingshuizen, thuiszorg;2019;;25;;;;;;;;;;;;;;;;;;;;;;;;
1239;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Verpleeg-, verzorgingshuizen, thuiszorg;2020;;35;;;;;;;;;;;;;;;;;;;;;;;;
1240;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Verpleeg-, verzorgingshuizen, thuiszorg;2021;;50;;;;;;;;;;;;;;;;;;;;;;;;
1241;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Verpleeg-, verzorgingshuizen, thuiszorg;2022;;60;;;;;;;;;;;;;;;;;;;;;;;;
1242;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Verpleeg-, verzorgingshuizen, thuiszorg;2023;;60;;;;;;;;;;;;;;;;;;;;;;;;
1243;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Praktijken (muv GGZ en MSZ);2013;;5;;;;;;;;;;;;;;;;;;;;;;;;
1244;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Praktijken (muv GGZ en MSZ);2014;;10;;;;;;;;;;;;;;;;;;;;;;;;
1245;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Praktijken (muv GGZ en MSZ);2015;;10;;;;;;;;;;;;;;;;;;;;;;;;
1246;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Praktijken (muv GGZ en MSZ);2016;;10;;;;;;;;;;;;;;;;;;;;;;;;
1247;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Praktijken (muv GGZ en MSZ);2017;;15;;;;;;;;;;;;;;;;;;;;;;;;
1248;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Praktijken (muv GGZ en MSZ);2018;;20;;;;;;;;;;;;;;;;;;;;;;;;
1249;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Praktijken (muv GGZ en MSZ);2019;;20;;;;;;;;;;;;;;;;;;;;;;;;
1250;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Praktijken (muv GGZ en MSZ);2020;;25;;;;;;;;;;;;;;;;;;;;;;;;
1251;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Praktijken (muv GGZ en MSZ);2021;;30;;;;;;;;;;;;;;;;;;;;;;;;
1252;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Praktijken (muv GGZ en MSZ);2022;;25;;;;;;;;;;;;;;;;;;;;;;;;
1253;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Praktijken (muv GGZ en MSZ);2023;;25;;;;;;;;;;;;;;;;;;;;;;;;
1254;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Overige zorg;2013;37.0;245;9.0;1.3;2.1;5.6;23.1;11.1;12.0;67.9;22.6;11.1;33.3;0.9;;;;;;;;41.7;;;;
1255;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Overige zorg;2014;37.0;255;9.4;1.6;3.3;4.5;20.9;7.8;13.1;69.7;25.0;13.9;30.3;0.4;;;;;;;;41.4;;;;
1256;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Overige zorg;2015;37.2;285;6.9;1.1;1.5;4.4;22.2;9.5;12.7;70.9;29.5;14.9;26.2;0.4;;;;;;;;41.0;;;;
1257;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Overige zorg;2016;38.0;270;4.5;1.1;1.9;1.5;17.5;8.6;8.9;78.1;32.7;18.2;26.8;0.4;;;;;;;;41.0;;;;
1258;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Overige zorg;2017;36.7;285;9.0;1.1;4.3;3.6;19.4;8.2;11.1;71.7;35.8;11.1;23.7;1.1;;;;;;;;40.7;36.9;;;
1259;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Overige zorg;2018;36.9;300;7.7;0.7;1.3;5.7;23.2;8.8;14.5;69.0;32.3;14.5;20.9;1.3;;;;;;;;40.8;;;;
1260;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Overige zorg;2019;36.2;275;6.6;0.4;1.8;4.4;28.0;12.2;15.9;65.3;33.2;12.2;18.5;1.5;;;;;;;;40.5;;;;
1261;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Overige zorg;2020;36.3;285;8.5;0.4;3.2;5.0;26.3;8.9;17.4;65.1;34.2;11.7;17.4;1.8;;;;;;;;40.6;;;;
1262;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Overige zorg;2021;36.3;275;10.9;0.4;2.9;7.6;21.1;6.5;14.5;68.0;39.6;9.8;16.7;1.8;;;;;;;;40.3;37.2;;;
1263;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Overige zorg;2022;36.0;300;9.5;1.0;2.7;5.8;23.1;6.4;16.6;67.5;38.6;12.2;13.9;2.7;;;;;;;;40.0;36.7;;;
1264;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Overige zorg;2023;36.1;340;8.1;0.3;2.1;5.7;26.2;9.0;17.2;65.7;36.1;12.7;14.8;2.1;;;;;;;;40.1;36.8;;;
1265;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Totaal buiten zorgsector;2013;33.9;160;13.9;3.3;6.0;4.6;20.5;9.3;11.3;65.6;50.3;13.2;1.3;0.7;;;;;;;;;;;;
1266;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Totaal buiten zorgsector;2014;33.5;155;18.3;1.4;9.2;7.7;18.3;7.7;10.6;63.4;45.8;16.2;1.4;0.0;;;;;;;;;;;;
1267;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Totaal buiten zorgsector;2015;34.4;230;13.6;2.3;4.5;6.8;21.4;9.5;11.8;65.0;45.5;12.7;6.4;0.5;;;;;;;;39.0;37.4;;;
1268;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Totaal buiten zorgsector;2016;36.0;320;10.2;2.0;3.3;4.9;22.3;9.8;12.5;67.5;35.1;20.7;10.5;1.3;;;;;;;;40.6;37.5;;;
1269;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Totaal buiten zorgsector;2017;37.1;395;6.1;1.1;1.6;3.4;18.0;8.2;9.8;75.9;43.7;21.2;9.0;2.1;;;;;;;;40.3;37.2;;;
1270;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Totaal buiten zorgsector;2018;37.0;385;8.3;2.4;2.7;3.2;19.2;6.1;13.1;72.5;38.1;19.7;10.7;4.0;;;;;;;;40.9;37.3;;;
1271;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Totaal buiten zorgsector;2019;37.3;440;6.5;1.4;1.8;3.2;19.2;6.0;13.2;74.4;38.1;22.4;9.5;4.4;;;;;;;;40.7;37.0;;;
1272;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Totaal buiten zorgsector;2020;36.0;470;8.4;1.3;3.5;3.7;24.2;9.7;14.5;67.3;38.1;18.6;6.9;3.7;;;;;30.5;;;40.3;37.3;;;
1273;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Totaal buiten zorgsector;2021;33.8;270;13.6;3.4;4.2;6.1;29.9;11.4;18.6;56.4;38.6;10.2;6.1;1.5;;;;;;;;39.7;37.6;;;
1274;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Totaal buiten zorgsector;2022;33.0;250;15.8;4.1;3.3;8.3;35.3;9.1;26.1;49.0;36.5;8.3;2.5;1.7;;;;;;;;39.3;;;;
1275;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Totaal buiten zorgsector;2023;31.9;265;20.0;3.9;7.5;8.6;30.6;11.0;19.6;49.4;40.0;5.9;2.4;1.2;;;;;;;;38.6;37.2;;;
1276;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Zorgverwante sectoren;2013;33.5;115;13.8;3.7;7.3;2.8;19.3;8.3;11.0;67.0;59.6;6.4;0.0;0.9;;;;;;;;;;;;
1277;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Zorgverwante sectoren;2014;34.0;110;13.2;0.9;6.6;5.7;20.8;9.4;11.3;66.0;55.7;9.4;0.9;0.0;;;;;;;;;;;;
1278;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Zorgverwante sectoren;2015;33.6;125;15.5;3.4;4.3;7.8;21.6;9.5;12.1;62.9;50.9;8.6;2.6;0.9;;;;;;;;;;;;
1279;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Zorgverwante sectoren;2016;34.1;130;13.1;3.3;4.9;4.9;23.8;9.8;13.9;63.1;47.5;9.0;6.6;0.0;;;;;;;;;;;;
1280;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Zorgverwante sectoren;2017;34.5;145;10.9;2.9;2.9;5.1;21.0;6.5;14.5;68.1;56.5;7.2;3.6;0.7;;;;;;;;;;;;
1281;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Zorgverwante sectoren;2018;34.5;145;9.4;5.0;1.4;2.9;26.6;7.2;19.4;64.0;48.2;11.5;3.6;0.7;;;;;;;;;;;;
1282;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Zorgverwante sectoren;2019;35.0;145;9.2;2.8;3.5;2.8;24.6;8.5;16.2;66.2;45.8;13.4;4.9;2.1;;;;;;;;;;;;
1283;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Zorgverwante sectoren;2020;34.6;165;10.1;2.5;3.8;3.8;27.0;9.4;17.6;62.9;44.7;11.9;4.4;1.9;;;;;;;;39.2;;;;
1284;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Zorgverwante sectoren;2021;34.9;165;9.9;1.2;2.5;6.2;28.4;10.5;17.9;61.7;45.1;9.3;6.2;1.2;;;;;;;;39.3;;;;
1285;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Zorgverwante sectoren;2022;34.8;165;10.1;1.3;1.9;6.9;30.8;8.8;22.0;59.1;44.0;9.4;3.8;1.9;;;;;;;;;;;;
1286;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Zorgverwante sectoren;2023;33.4;180;15.0;2.9;4.6;7.5;28.9;9.8;19.1;56.1;42.8;8.1;3.5;1.7;;;;;;;;;;;;
1287;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Uitzendbureaus en arbeidsbemiddeling;2013;;5;;;;;;;;;;;;;;;;;;;;;;;;
1288;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Uitzendbureaus en arbeidsbemiddeling;2014;;5;;;;;;;;;;;;;;;;;;;;;;;;
1289;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Uitzendbureaus en arbeidsbemiddeling;2015;;5;;;;;;;;;;;;;;;;;;;;;;;;
1290;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Uitzendbureaus en arbeidsbemiddeling;2016;;10;;;;;;;;;;;;;;;;;;;;;;;;
1291;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Uitzendbureaus en arbeidsbemiddeling;2017;;5;;;;;;;;;;;;;;;;;;;;;;;;
1292;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Uitzendbureaus en arbeidsbemiddeling;2018;;5;;;;;;;;;;;;;;;;;;;;;;;;
1293;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Uitzendbureaus en arbeidsbemiddeling;2019;;10;;;;;;;;;;;;;;;;;;;;;;;;
1294;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Uitzendbureaus en arbeidsbemiddeling;2020;;25;;;;;;;;;;;;;;;;;;;;;;;;
1295;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Uitzendbureaus en arbeidsbemiddeling;2021;;20;;;;;;;;;;;;;;;;;;;;;;;;
1296;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Uitzendbureaus en arbeidsbemiddeling;2022;;20;;;;;;;;;;;;;;;;;;;;;;;;
1297;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Uitzendbureaus en arbeidsbemiddeling;2023;;15;;;;;;;;;;;;;;;;;;;;;;;;
1298;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Elders;2013;;40;;;;;;;;;;;;;;;;;;;;;;;;
1299;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Elders;2014;;35;;;;;;;;;;;;;;;;;;;;;;;;
1300;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Elders;2015;;100;;;;;;;;;;;;;;;;;;;;;;;;
1301;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Elders;2016;38.0;175;5.3;0.6;1.2;3.5;20.5;9.4;11.1;74.3;27.5;30.4;14.0;2.3;;;;;;;;41.5;;;;
1302;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Elders;2017;38.8;245;3.0;0.0;0.8;2.1;15.7;8.5;7.2;81.4;36.4;29.7;12.3;3.0;;;;;;;;41.2;;;;
1303;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Elders;2018;38.5;235;7.3;0.9;3.0;3.4;14.6;5.6;9.0;78.1;32.2;24.9;15.0;6.0;;;;;;;;41.9;;;;
1304;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Elders;2019;38.8;285;4.2;0.4;1.1;2.8;15.9;4.9;11.0;79.9;34.6;27.6;12.0;5.7;;;;;;;;41.3;;;;
1305;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Elders;2020;37.0;285;6.4;0.7;2.1;3.6;22.1;9.6;12.5;71.4;35.7;21.8;8.9;5.0;;;;;;;;40.8;37.3;;;
1306;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Elders;2021;;85;;;;;;;;;;;;;;;;;;;;;;;;
1307;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Elders;2022;;65;;;;;;;;;;;;;;;;;;;;;;;;
1308;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Elders;2023;;75;;;;;;;;;;;;;;;;;;;;;;;;
1309;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Sector onbekend;2013;;45;;;;;;;;;;;;;;;;;;;;;;;;
1310;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Sector onbekend;2014;;65;;;;;;;;;;;;;;;;;;;;;;;;
1311;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Sector onbekend;2015;;85;;;;;;;;;;;;;;;;;;;;;;;;
1312;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Sector onbekend;2016;;90;;;;;;;;;;;;;;;;;;;;;;;;
1313;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Sector onbekend;2017;;90;;;;;;;;;;;;;;;;;;;;;;;;
1314;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Sector onbekend;2018;;90;;;;;;;;;;;;;;;;;;;;;;;;
1315;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Sector onbekend;2019;;95;;;;;;;;;;;;;;;;;;;;;;;;
