ID;Geslacht;Leeftijden;TypeZorg;SamenstellingHuishoudens;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
1873;Totaal mannen en vrouwen;80 jaar of ouder;0;Eénouderhuishoudens;2008;6370;36.94;1118;176;64.88
1874;Totaal mannen en vrouwen;80 jaar of ouder;0;Eénouderhuishoudens;2009;6265;36.56;1109;177;64.7
1875;Totaal mannen en vrouwen;80 jaar of ouder;0;Eénouderhuishoudens;2010;6150;35.77;1111;181;64.58
1876;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2004;4280;26.23;678;158;41.52
1877;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2005;4390;26.55;684;156;41.36
1878;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2006;4465;26.95;731;164;44.15
1879;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2007;4460;26.92;724;163;43.74
1880;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2008;4395;26.11;724;165;43.0
1881;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2009;4360;25.7;733;168;43.19
1882;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar met kinderen;2010;4215;24.4;688;163;39.83
1883;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal meerpers.huish. zonder kinderen;2004;66990;21.79;10427;156;33.92
1884;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal meerpers.huish. zonder kinderen;2005;68900;21.93;10640;154;33.86
1885;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal meerpers.huish. zonder kinderen;2006;72495;22.66;11324;156;35.4
1886;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal meerpers.huish. zonder kinderen;2007;74810;22.95;11647;156;35.73
1887;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal meerpers.huish. zonder kinderen;2008;77255;23.01;11896;154;35.44
1888;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal meerpers.huish. zonder kinderen;2009;79780;23.18;12402;155;36.03
1889;Totaal mannen en vrouwen;80 jaar of ouder;0;Totaal meerpers.huish. zonder kinderen;2010;83070;23.31;12807;154;35.94
1890;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar zonder kinderen;2004;61765;31.21;9174;149;46.35
1891;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar zonder kinderen;2005;63345;30.78;9322;147;45.3
1892;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar zonder kinderen;2006;66880;31.36;9967;149;46.73
1893;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar zonder kinderen;2007;69260;31.27;10271;148;46.37
1894;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar zonder kinderen;2008;71770;30.97;10497;146;45.29
1895;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar zonder kinderen;2009;74290;30.76;11067;149;45.82
1896;Totaal mannen en vrouwen;80 jaar of ouder;0;Huishoudens met paar zonder kinderen;2010;77420;30.55;11624;150;45.87
1897;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige huishoudens zonder kinderen;2004;5225;4.77;1254;240;11.45
1898;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige huishoudens zonder kinderen;2005;5560;5.12;1317;237;12.15
1899;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige huishoudens zonder kinderen;2006;5615;5.26;1357;242;12.73
1900;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige huishoudens zonder kinderen;2007;5550;5.31;1376;248;13.18
1901;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige huishoudens zonder kinderen;2008;5485;5.28;1399;255;13.47
1902;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige huishoudens zonder kinderen;2009;5490;5.35;1334;243;12.99
1903;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige huishoudens zonder kinderen;2010;5650;5.49;1183;209;11.49
1904;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal huishoudens;2004;61450;9.6;6501;106;10.15
1905;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal huishoudens;2005;81460;12.44;9339;115;14.26
1906;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal huishoudens;2006;88655;13.25;10330;117;15.44
1907;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal huishoudens;2007;91615;13.42;10745;117;15.74
1908;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal huishoudens;2008;93265;13.3;11082;119;15.8
1909;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal huishoudens;2009;94670;13.2;11605;123;16.18
1910;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal huishoudens;2010;92320;12.5;11662;126;15.79
1911;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénpersoonshuishoudens;2004;45895;15.33;4970;108;16.6
1912;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénpersoonshuishoudens;2005;61780;20.14;7209;117;23.5
1913;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénpersoonshuishoudens;2006;67010;21.24;7943;119;25.18
1914;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénpersoonshuishoudens;2007;69085;21.38;8209;119;25.4
1915;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénpersoonshuishoudens;2008;69975;21.1;8377;120;25.25
1916;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénpersoonshuishoudens;2009;70750;20.87;8714;123;25.7
1917;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénpersoonshuishoudens;2010;68370;19.67;8662;127;24.92
1918;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huishoudens met kinderen;2004;1610;4.8;196;122;5.85
1919;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huishoudens met kinderen;2005;2105;6.24;268;127;7.94
1920;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huishoudens met kinderen;2006;2200;6.51;282;128;8.33
1921;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huishoudens met kinderen;2007;2120;6.3;275;129;8.15
1922;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huishoudens met kinderen;2008;1955;5.73;255;130;7.47
1923;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huishoudens met kinderen;2009;1860;5.46;247;133;7.25
1924;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huishoudens met kinderen;2010;1735;5.03;237;137;6.87
1925;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénouderhuishoudens;2004;1015;5.9;127;125;7.39
1926;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénouderhuishoudens;2005;1315;7.67;173;131;10.06
1927;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénouderhuishoudens;2006;1345;7.8;177;131;10.23
1928;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénouderhuishoudens;2007;1265;7.38;168;133;9.81
1929;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénouderhuishoudens;2008;1145;6.63;151;132;8.77
1930;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénouderhuishoudens;2009;1065;6.21;144;135;8.38
1931;Totaal mannen en vrouwen;80 jaar of ouder;1;Eénouderhuishoudens;2010;1005;5.85;142;141;8.24
1932;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar met kinderen;2004;595;3.65;69;116;4.22
1933;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar met kinderen;2005;790;4.77;95;120;5.74
1934;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar met kinderen;2006;855;5.17;105;123;6.35
1935;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar met kinderen;2007;860;5.18;107;124;6.44
1936;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar met kinderen;2008;810;4.81;103;128;6.14
1937;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar met kinderen;2009;800;4.7;103;130;6.1
1938;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar met kinderen;2010;730;4.22;95;131;5.51
1939;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huish. zonder kinderen;2004;13950;4.54;1335;96;4.34
1940;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huish. zonder kinderen;2005;17580;5.59;1862;106;5.93
1941;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huish. zonder kinderen;2006;19440;6.08;2106;108;6.58
1942;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huish. zonder kinderen;2007;20410;6.26;2262;111;6.94
1943;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huish. zonder kinderen;2008;21340;6.36;2451;115;7.3
1944;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huish. zonder kinderen;2009;22055;6.41;2644;120;7.68
1945;Totaal mannen en vrouwen;80 jaar of ouder;1;Totaal meerpers.huish. zonder kinderen;2010;22215;6.23;2763;124;7.75
1946;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2004;13235;6.69;1282;97;6.48
1947;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2005;16695;8.11;1784;107;8.67
1948;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2006;18505;8.68;2021;109;9.48
1949;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2007;19535;8.82;2182;112;9.85
1950;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2008;20440;8.82;2365;116;10.21
1951;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2009;21195;8.78;2557;121;10.59
1952;Totaal mannen en vrouwen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2010;21365;8.43;2672;125;10.54
1953;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2004;710;0.65;53;74;0.48
1954;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2005;885;0.81;78;88;0.72
1955;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2006;935;0.88;84;90;0.79
1956;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2007;875;0.84;81;92;0.77
1957;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2008;900;0.87;86;96;0.83
1958;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2009;860;0.84;87;101;0.85
1959;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2010;850;0.83;91;107;0.88
1960;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal huishoudens;2004;13840;2.16;4137;299;6.46
1961;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal huishoudens;2005;13710;2.09;3346;244;5.11
1962;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal huishoudens;2006;15310;2.29;2879;188;4.3
1963;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal huishoudens;2007;23445;3.43;3199;136;4.68
1964;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal huishoudens;2008;34335;4.89;3978;116;5.67
1965;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal huishoudens;2009;42115;5.87;4731;112;6.59
1966;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal huishoudens;2010;49705;6.73;5135;103;6.95
1967;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénpersoonshuishoudens;2004;7865;2.63;2818;358;9.41
1968;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénpersoonshuishoudens;2005;6545;2.13;2257;345;7.36
1969;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénpersoonshuishoudens;2006;6760;2.14;1896;281;6.01
1970;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénpersoonshuishoudens;2007;10780;3.34;1893;176;5.86
1971;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénpersoonshuishoudens;2008;16555;4.99;2247;136;6.77
1972;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénpersoonshuishoudens;2009;20285;5.98;2604;128;7.68
1973;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénpersoonshuishoudens;2010;24225;6.97;2853;118;8.21
1974;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2004;915;2.74;103;113;3.08
1975;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2005;1190;3.54;84;70;2.49
1976;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2006;1450;4.28;101;70;2.98
1977;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2007;1985;5.89;155;78;4.61
1978;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2008;2605;7.64;237;91;6.96
1979;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2009;3070;9.01;293;95;8.58
1980;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2010;3380;9.81;350;103;10.14
1981;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénouderhuishoudens;2004;550;3.2;62;113;3.63
1982;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénouderhuishoudens;2005;690;4.03;44;64;2.57
1983;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénouderhuishoudens;2006;855;4.96;64;75;3.7
1984;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénouderhuishoudens;2007;1145;6.68;91;79;5.29
1985;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénouderhuishoudens;2008;1540;8.94;135;87;7.82
1986;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénouderhuishoudens;2009;1850;10.8;178;96;10.37
1987;Totaal mannen en vrouwen;80 jaar of ouder;2;Eénouderhuishoudens;2010;2010;11.68;217;108;12.64
1988;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2004;365;2.25;41;111;2.5
1989;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2005;500;3.03;40;79;2.4
1990;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2006;595;3.59;37;62;2.24
1991;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2007;840;5.07;65;77;3.91
1992;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2008;1065;6.32;102;96;6.08
1993;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2009;1220;7.2;115;94;6.77
1994;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2010;1375;7.95;132;96;7.65
1995;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2004;5060;1.65;1216;240;3.95
1996;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2005;5975;1.9;1005;168;3.2
1997;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2006;7100;2.22;882;124;2.76
1998;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2007;10685;3.28;1150;108;3.53
1999;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2008;15180;4.52;1494;98;4.45
2000;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2009;18760;5.45;1834;98;5.33
2001;Totaal mannen en vrouwen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2010;22100;6.2;1932;87;5.42
2002;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2004;4425;2.23;975;220;4.92
2003;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2005;5390;2.62;831;154;4.04
2004;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2006;6430;3.02;729;113;3.42
2005;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2007;9865;4.45;977;99;4.41
2006;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2008;14130;6.1;1219;86;5.26
2007;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2009;17425;7.21;1544;89;6.39
2008;Totaal mannen en vrouwen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2010;20550;8.11;1787;87;7.05
2009;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2004;635;0.58;241;380;2.2
2010;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2005;585;0.54;174;298;1.6
2011;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2006;670;0.63;153;228;1.43
2012;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2007;815;0.78;173;212;1.66
2013;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2008;1050;1.01;275;262;2.64
2014;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2009;1335;1.3;289;216;2.82
2015;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2010;1550;1.51;145;94;1.41
2016;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal huishoudens;2004;14865;2.32;530;36;0.83
2017;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal huishoudens;2005;12830;1.96;278;22;0.43
2018;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal huishoudens;2006;13245;1.98;267;20;0.4
2019;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal huishoudens;2007;11360;1.66;237;21;0.35
2020;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal huishoudens;2008;9345;1.33;184;20;0.26
2021;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal huishoudens;2009;7945;1.11;159;20;0.22
2022;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal huishoudens;2010;7830;1.06;162;21;0.22
2023;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénpersoonshuishoudens;2004;5615;1.88;268;48;0.89
2024;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénpersoonshuishoudens;2005;5275;1.72;135;26;0.44
2025;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénpersoonshuishoudens;2006;5630;1.78;128;23;0.41
2026;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénpersoonshuishoudens;2007;4805;1.49;116;24;0.36
2027;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénpersoonshuishoudens;2008;3725;1.12;86;23;0.26
2028;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénpersoonshuishoudens;2009;3140;0.93;73;23;0.21
2029;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénpersoonshuishoudens;2010;3285;0.95;81;25;0.23
2030;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2004;1285;3.84;41;32;1.24
2031;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2005;950;2.81;22;24;0.66
2032;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2006;935;2.77;21;22;0.62
2033;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2007;795;2.36;17;22;0.52
2034;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2008;715;2.1;14;19;0.41
2035;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2009;615;1.81;16;26;0.46
2036;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2010;560;1.62;13;23;0.38
2037;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénouderhuishoudens;2004;710;4.13;23;32;1.31
2038;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénouderhuishoudens;2005;520;3.04;12;23;0.7
2039;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénouderhuishoudens;2006;520;3.0;11;22;0.66
2040;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénouderhuishoudens;2007;425;2.49;9;22;0.54
2041;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénouderhuishoudens;2008;370;2.13;8;22;0.47
2042;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénouderhuishoudens;2009;330;1.94;9;27;0.52
2043;Totaal mannen en vrouwen;80 jaar of ouder;3;Eénouderhuishoudens;2010;305;1.77;8;27;0.47
2044;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2004;580;3.54;19;33;1.16
2045;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2005;425;2.58;10;24;0.63
2046;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2006;420;2.53;10;23;0.59
2047;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2007;365;2.22;8;22;0.49
2048;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2008;345;2.06;6;16;0.34
2049;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2009;285;1.67;7;24;0.4
2050;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2010;255;1.48;5;20;0.29
2051;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2004;7965;2.59;221;28;0.72
2052;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2005;6610;2.1;121;18;0.38
2053;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2006;6680;2.09;118;18;0.37
2054;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2007;5760;1.77;104;18;0.32
2055;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2008;4905;1.46;84;17;0.25
2056;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2009;4185;1.22;71;17;0.21
2057;Totaal mannen en vrouwen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2010;3985;1.12;68;17;0.19
2058;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2004;6980;3.53;189;27;0.95
2059;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2005;5735;2.79;109;19;0.53
2060;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2006;5830;2.73;105;18;0.49
2061;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2007;5095;2.3;92;18;0.41
2062;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2008;4355;1.88;73;17;0.32
2063;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2009;3710;1.54;61;16;0.25
2064;Totaal mannen en vrouwen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2010;3505;1.38;61;18;0.24
2065;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2004;985;0.9;32;33;0.29
2066;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2005;875;0.81;12;14;0.11
2067;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2006;850;0.8;13;15;0.12
2068;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2007;670;0.64;12;18;0.12
2069;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2008;550;0.53;11;20;0.11
2070;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2009;475;0.46;10;20;0.09
2071;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2010;475;0.46;7;15;0.07
2072;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal huishoudens;2004;46495;7.26;7509;161;11.73
2073;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal huishoudens;2005;30920;4.72;5748;186;8.78
2074;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal huishoudens;2006;28885;4.32;5816;201;8.69
2075;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal huishoudens;2007;33480;4.9;7209;215;10.56
2076;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal huishoudens;2008;48270;6.88;11563;240;16.48
2077;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal huishoudens;2009;60285;8.4;15753;261;21.96
2078;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal huishoudens;2010;66190;8.96;18328;277;24.82
2079;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénpersoonshuishoudens;2004;35350;11.81;5791;164;19.35
2080;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénpersoonshuishoudens;2005;23290;7.59;4452;191;14.51
2081;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénpersoonshuishoudens;2006;21680;6.87;4490;207;14.23
2082;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénpersoonshuishoudens;2007;25670;7.94;5617;219;17.38
2083;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénpersoonshuishoudens;2008;37795;11.39;9196;243;27.72
2084;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénpersoonshuishoudens;2009;48055;14.17;12751;265;37.61
2085;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénpersoonshuishoudens;2010;52905;15.22;14902;282;42.88
2086;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2004;1580;4.72;264;167;7.88
2087;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2005;1130;3.35;211;187;6.27
2088;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2006;1005;2.97;208;207;6.14
2089;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2007;1045;3.11;238;228;7.08
2090;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2008;1280;3.76;320;250;9.39
2091;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2009;1385;4.07;388;280;11.37
2092;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2010;1340;3.89;386;288;11.2
2093;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénouderhuishoudens;2004;965;5.6;167;174;9.74
