ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenAanZorgVoorIngezetenen_1
2898;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP73: Particuliere verzekeraars;2011;0
2899;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP73: Particuliere verzekeraars;2012;0
2900;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP73: Particuliere verzekeraars;2013;0
2901;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP73: Particuliere verzekeraars;2014;0
2902;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP73: Particuliere verzekeraars;2015;0
2903;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP73: Particuliere verzekeraars;2016;0
2904;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP79: Ov. Instellingen beheer en financ.;2005;0
2905;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP79: Ov. Instellingen beheer en financ.;2006;0
2906;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP79: Ov. Instellingen beheer en financ.;2007;0
2907;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP79: Ov. Instellingen beheer en financ.;2008;0
2908;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP79: Ov. Instellingen beheer en financ.;2009;0
2909;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP79: Ov. Instellingen beheer en financ.;2010;0
2910;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP79: Ov. Instellingen beheer en financ.;2011;0
2911;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP79: Ov. Instellingen beheer en financ.;2012;0
2912;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP79: Ov. Instellingen beheer en financ.;2013;0
2913;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP79: Ov. Instellingen beheer en financ.;2014;0
2914;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP79: Ov. Instellingen beheer en financ.;2015;0
2915;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP79: Ov. Instellingen beheer en financ.;2016;0
2916;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP8: Overige sectoren;2005;6
2917;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP8: Overige sectoren;2006;8
2918;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP8: Overige sectoren;2007;9
2919;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP8: Overige sectoren;2008;185
2920;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP8: Overige sectoren;2009;221
2921;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP8: Overige sectoren;2010;249
2922;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP8: Overige sectoren;2011;254
2923;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP8: Overige sectoren;2012;301
2924;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP8: Overige sectoren;2013;319
2925;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP8: Overige sectoren;2014;328
2926;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP8: Overige sectoren;2015;337
2927;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP8: Overige sectoren;2016;375
2928;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP81: Huishoudens;2005;0
2929;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP81: Huishoudens;2006;0
2930;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP81: Huishoudens;2007;0
2931;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP81: Huishoudens;2008;0
2932;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP81: Huishoudens;2009;0
2933;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP81: Huishoudens;2010;0
2934;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP81: Huishoudens;2011;0
2935;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP81: Huishoudens;2012;0
2936;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP81: Huishoudens;2013;0
2937;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP81: Huishoudens;2014;0
2938;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP81: Huishoudens;2015;0
2939;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP81: Huishoudens;2016;0
2940;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP82: Zorg als nevenactiviteit;2005;6
2941;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP82: Zorg als nevenactiviteit;2006;8
2942;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP82: Zorg als nevenactiviteit;2007;9
2943;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP82: Zorg als nevenactiviteit;2008;185
2944;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP82: Zorg als nevenactiviteit;2009;221
2945;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP82: Zorg als nevenactiviteit;2010;249
2946;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP82: Zorg als nevenactiviteit;2011;254
2947;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP82: Zorg als nevenactiviteit;2012;301
2948;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP82: Zorg als nevenactiviteit;2013;319
2949;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP82: Zorg als nevenactiviteit;2014;328
2950;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP82: Zorg als nevenactiviteit;2015;337
2951;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP82: Zorg als nevenactiviteit;2016;375
2952;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP9: Buitenland;2005;67
2953;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP9: Buitenland;2006;84
2954;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP9: Buitenland;2007;91
2955;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP9: Buitenland;2008;92
2956;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP9: Buitenland;2009;98
2957;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP9: Buitenland;2010;99
2958;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP9: Buitenland;2011;110
2959;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP9: Buitenland;2012;105
2960;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP9: Buitenland;2013;97
2961;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP9: Buitenland;2014;101
2962;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP9: Buitenland;2015;97
2963;HC13.9: Ov. Polikl./amb. geneesk. zorg;HP9: Buitenland;2016;98
2964;HC13.9: Ov. Polikl./amb. geneesk. zorg;Welzijn, kinderopvang;2005;0
2965;HC13.9: Ov. Polikl./amb. geneesk. zorg;Welzijn, kinderopvang;2006;0
2966;HC13.9: Ov. Polikl./amb. geneesk. zorg;Welzijn, kinderopvang;2007;0
2967;HC13.9: Ov. Polikl./amb. geneesk. zorg;Welzijn, kinderopvang;2008;0
2968;HC13.9: Ov. Polikl./amb. geneesk. zorg;Welzijn, kinderopvang;2009;0
2969;HC13.9: Ov. Polikl./amb. geneesk. zorg;Welzijn, kinderopvang;2010;0
2970;HC13.9: Ov. Polikl./amb. geneesk. zorg;Welzijn, kinderopvang;2011;0
2971;HC13.9: Ov. Polikl./amb. geneesk. zorg;Welzijn, kinderopvang;2012;0
2972;HC13.9: Ov. Polikl./amb. geneesk. zorg;Welzijn, kinderopvang;2013;0
2973;HC13.9: Ov. Polikl./amb. geneesk. zorg;Welzijn, kinderopvang;2014;0
2974;HC13.9: Ov. Polikl./amb. geneesk. zorg;Welzijn, kinderopvang;2015;0
2975;HC13.9: Ov. Polikl./amb. geneesk. zorg;Welzijn, kinderopvang;2016;0
2976;HC14: Geneeskundige zorg aan huis;Totaal aanbieders zorg en welzijn;2005;368
2977;HC14: Geneeskundige zorg aan huis;Totaal aanbieders zorg en welzijn;2006;381
2978;HC14: Geneeskundige zorg aan huis;Totaal aanbieders zorg en welzijn;2007;393
2979;HC14: Geneeskundige zorg aan huis;Totaal aanbieders zorg en welzijn;2008;407
2980;HC14: Geneeskundige zorg aan huis;Totaal aanbieders zorg en welzijn;2009;419
2981;HC14: Geneeskundige zorg aan huis;Totaal aanbieders zorg en welzijn;2010;430
2982;HC14: Geneeskundige zorg aan huis;Totaal aanbieders zorg en welzijn;2011;440
2983;HC14: Geneeskundige zorg aan huis;Totaal aanbieders zorg en welzijn;2012;441
2984;HC14: Geneeskundige zorg aan huis;Totaal aanbieders zorg en welzijn;2013;438
2985;HC14: Geneeskundige zorg aan huis;Totaal aanbieders zorg en welzijn;2014;467
2986;HC14: Geneeskundige zorg aan huis;Totaal aanbieders zorg en welzijn;2015;461
2987;HC14: Geneeskundige zorg aan huis;Totaal aanbieders zorg en welzijn;2016;468
2988;HC14: Geneeskundige zorg aan huis;Totaal aanbieders gezondheidszorg;2005;368
2989;HC14: Geneeskundige zorg aan huis;Totaal aanbieders gezondheidszorg;2006;381
2990;HC14: Geneeskundige zorg aan huis;Totaal aanbieders gezondheidszorg;2007;393
2991;HC14: Geneeskundige zorg aan huis;Totaal aanbieders gezondheidszorg;2008;407
2992;HC14: Geneeskundige zorg aan huis;Totaal aanbieders gezondheidszorg;2009;419
2993;HC14: Geneeskundige zorg aan huis;Totaal aanbieders gezondheidszorg;2010;430
2994;HC14: Geneeskundige zorg aan huis;Totaal aanbieders gezondheidszorg;2011;440
2995;HC14: Geneeskundige zorg aan huis;Totaal aanbieders gezondheidszorg;2012;441
2996;HC14: Geneeskundige zorg aan huis;Totaal aanbieders gezondheidszorg;2013;438
2997;HC14: Geneeskundige zorg aan huis;Totaal aanbieders gezondheidszorg;2014;467
2998;HC14: Geneeskundige zorg aan huis;Totaal aanbieders gezondheidszorg;2015;461
2999;HC14: Geneeskundige zorg aan huis;Totaal aanbieders gezondheidszorg;2016;468
3000;HC14: Geneeskundige zorg aan huis;HP1: Ziekenhuizen;2005;10
3001;HC14: Geneeskundige zorg aan huis;HP1: Ziekenhuizen;2006;11
3002;HC14: Geneeskundige zorg aan huis;HP1: Ziekenhuizen;2007;16
3003;HC14: Geneeskundige zorg aan huis;HP1: Ziekenhuizen;2008;0
3004;HC14: Geneeskundige zorg aan huis;HP1: Ziekenhuizen;2009;0
3005;HC14: Geneeskundige zorg aan huis;HP1: Ziekenhuizen;2010;0
3006;HC14: Geneeskundige zorg aan huis;HP1: Ziekenhuizen;2011;0
3007;HC14: Geneeskundige zorg aan huis;HP1: Ziekenhuizen;2012;0
3008;HC14: Geneeskundige zorg aan huis;HP1: Ziekenhuizen;2013;0
3009;HC14: Geneeskundige zorg aan huis;HP1: Ziekenhuizen;2014;0
3010;HC14: Geneeskundige zorg aan huis;HP1: Ziekenhuizen;2015;0
3011;HC14: Geneeskundige zorg aan huis;HP1: Ziekenhuizen;2016;0
3012;HC14: Geneeskundige zorg aan huis;HP11:Algemene en academ. Ziekenhuizen;2005;0
3013;HC14: Geneeskundige zorg aan huis;HP11:Algemene en academ. Ziekenhuizen;2006;0
3014;HC14: Geneeskundige zorg aan huis;HP11:Algemene en academ. Ziekenhuizen;2007;0
3015;HC14: Geneeskundige zorg aan huis;HP11:Algemene en academ. Ziekenhuizen;2008;0
3016;HC14: Geneeskundige zorg aan huis;HP11:Algemene en academ. Ziekenhuizen;2009;0
3017;HC14: Geneeskundige zorg aan huis;HP11:Algemene en academ. Ziekenhuizen;2010;0
3018;HC14: Geneeskundige zorg aan huis;HP11:Algemene en academ. Ziekenhuizen;2011;0
3019;HC14: Geneeskundige zorg aan huis;HP11:Algemene en academ. Ziekenhuizen;2012;0
3020;HC14: Geneeskundige zorg aan huis;HP11:Algemene en academ. Ziekenhuizen;2013;0
3021;HC14: Geneeskundige zorg aan huis;HP11:Algemene en academ. Ziekenhuizen;2014;0
3022;HC14: Geneeskundige zorg aan huis;HP11:Algemene en academ. Ziekenhuizen;2015;0
3023;HC14: Geneeskundige zorg aan huis;HP11:Algemene en academ. Ziekenhuizen;2016;0
3024;HC14: Geneeskundige zorg aan huis;HP12: Geestelijke gez., verslavingszorg;2005;0
3025;HC14: Geneeskundige zorg aan huis;HP12: Geestelijke gez., verslavingszorg;2006;0
3026;HC14: Geneeskundige zorg aan huis;HP12: Geestelijke gez., verslavingszorg;2007;0
3027;HC14: Geneeskundige zorg aan huis;HP12: Geestelijke gez., verslavingszorg;2008;0
3028;HC14: Geneeskundige zorg aan huis;HP12: Geestelijke gez., verslavingszorg;2009;0
3029;HC14: Geneeskundige zorg aan huis;HP12: Geestelijke gez., verslavingszorg;2010;0
3030;HC14: Geneeskundige zorg aan huis;HP12: Geestelijke gez., verslavingszorg;2011;0
3031;HC14: Geneeskundige zorg aan huis;HP12: Geestelijke gez., verslavingszorg;2012;0
3032;HC14: Geneeskundige zorg aan huis;HP12: Geestelijke gez., verslavingszorg;2013;0
3033;HC14: Geneeskundige zorg aan huis;HP12: Geestelijke gez., verslavingszorg;2014;0
3034;HC14: Geneeskundige zorg aan huis;HP12: Geestelijke gez., verslavingszorg;2015;0
3035;HC14: Geneeskundige zorg aan huis;HP12: Geestelijke gez., verslavingszorg;2016;0
3036;HC14: Geneeskundige zorg aan huis;HP13: Categorale ziekenhuizen;2005;10
3037;HC14: Geneeskundige zorg aan huis;HP13: Categorale ziekenhuizen;2006;11
3038;HC14: Geneeskundige zorg aan huis;HP13: Categorale ziekenhuizen;2007;16
3039;HC14: Geneeskundige zorg aan huis;HP13: Categorale ziekenhuizen;2008;0
3040;HC14: Geneeskundige zorg aan huis;HP13: Categorale ziekenhuizen;2009;0
3041;HC14: Geneeskundige zorg aan huis;HP13: Categorale ziekenhuizen;2010;0
3042;HC14: Geneeskundige zorg aan huis;HP13: Categorale ziekenhuizen;2011;0
3043;HC14: Geneeskundige zorg aan huis;HP13: Categorale ziekenhuizen;2012;0
3044;HC14: Geneeskundige zorg aan huis;HP13: Categorale ziekenhuizen;2013;0
3045;HC14: Geneeskundige zorg aan huis;HP13: Categorale ziekenhuizen;2014;0
3046;HC14: Geneeskundige zorg aan huis;HP13: Categorale ziekenhuizen;2015;0
3047;HC14: Geneeskundige zorg aan huis;HP13: Categorale ziekenhuizen;2016;0
3048;HC14: Geneeskundige zorg aan huis;HP2: Instellingen langdurige zorg;2005;0
3049;HC14: Geneeskundige zorg aan huis;HP2: Instellingen langdurige zorg;2006;0
3050;HC14: Geneeskundige zorg aan huis;HP2: Instellingen langdurige zorg;2007;0
3051;HC14: Geneeskundige zorg aan huis;HP2: Instellingen langdurige zorg;2008;0
3052;HC14: Geneeskundige zorg aan huis;HP2: Instellingen langdurige zorg;2009;0
3053;HC14: Geneeskundige zorg aan huis;HP2: Instellingen langdurige zorg;2010;0
3054;HC14: Geneeskundige zorg aan huis;HP2: Instellingen langdurige zorg;2011;0
3055;HC14: Geneeskundige zorg aan huis;HP2: Instellingen langdurige zorg;2012;0
3056;HC14: Geneeskundige zorg aan huis;HP2: Instellingen langdurige zorg;2013;0
3057;HC14: Geneeskundige zorg aan huis;HP2: Instellingen langdurige zorg;2014;0
3058;HC14: Geneeskundige zorg aan huis;HP2: Instellingen langdurige zorg;2015;0
3059;HC14: Geneeskundige zorg aan huis;HP2: Instellingen langdurige zorg;2016;0
3060;HC14: Geneeskundige zorg aan huis;HP21: Verpleeg-,verzorgingsh., thuiszorg;2005;0
3061;HC14: Geneeskundige zorg aan huis;HP21: Verpleeg-,verzorgingsh., thuiszorg;2006;0
3062;HC14: Geneeskundige zorg aan huis;HP21: Verpleeg-,verzorgingsh., thuiszorg;2007;0
3063;HC14: Geneeskundige zorg aan huis;HP21: Verpleeg-,verzorgingsh., thuiszorg;2008;0
3064;HC14: Geneeskundige zorg aan huis;HP21: Verpleeg-,verzorgingsh., thuiszorg;2009;0
3065;HC14: Geneeskundige zorg aan huis;HP21: Verpleeg-,verzorgingsh., thuiszorg;2010;0
3066;HC14: Geneeskundige zorg aan huis;HP21: Verpleeg-,verzorgingsh., thuiszorg;2011;0
3067;HC14: Geneeskundige zorg aan huis;HP21: Verpleeg-,verzorgingsh., thuiszorg;2012;0
3068;HC14: Geneeskundige zorg aan huis;HP21: Verpleeg-,verzorgingsh., thuiszorg;2013;0
3069;HC14: Geneeskundige zorg aan huis;HP21: Verpleeg-,verzorgingsh., thuiszorg;2014;0
3070;HC14: Geneeskundige zorg aan huis;HP21: Verpleeg-,verzorgingsh., thuiszorg;2015;0
3071;HC14: Geneeskundige zorg aan huis;HP21: Verpleeg-,verzorgingsh., thuiszorg;2016;0
3072;HC14: Geneeskundige zorg aan huis;HP29: Instellingen gehandicaptenzorg;2005;0
3073;HC14: Geneeskundige zorg aan huis;HP29: Instellingen gehandicaptenzorg;2006;0
3074;HC14: Geneeskundige zorg aan huis;HP29: Instellingen gehandicaptenzorg;2007;0
3075;HC14: Geneeskundige zorg aan huis;HP29: Instellingen gehandicaptenzorg;2008;0
3076;HC14: Geneeskundige zorg aan huis;HP29: Instellingen gehandicaptenzorg;2009;0
3077;HC14: Geneeskundige zorg aan huis;HP29: Instellingen gehandicaptenzorg;2010;0
3078;HC14: Geneeskundige zorg aan huis;HP29: Instellingen gehandicaptenzorg;2011;0
3079;HC14: Geneeskundige zorg aan huis;HP29: Instellingen gehandicaptenzorg;2012;0
3080;HC14: Geneeskundige zorg aan huis;HP29: Instellingen gehandicaptenzorg;2013;0
3081;HC14: Geneeskundige zorg aan huis;HP29: Instellingen gehandicaptenzorg;2014;0
3082;HC14: Geneeskundige zorg aan huis;HP29: Instellingen gehandicaptenzorg;2015;0
3083;HC14: Geneeskundige zorg aan huis;HP29: Instellingen gehandicaptenzorg;2016;0
3084;HC14: Geneeskundige zorg aan huis;HP3: Aanbieders ambulante zorg;2005;358
3085;HC14: Geneeskundige zorg aan huis;HP3: Aanbieders ambulante zorg;2006;370
3086;HC14: Geneeskundige zorg aan huis;HP3: Aanbieders ambulante zorg;2007;376
3087;HC14: Geneeskundige zorg aan huis;HP3: Aanbieders ambulante zorg;2008;407
3088;HC14: Geneeskundige zorg aan huis;HP3: Aanbieders ambulante zorg;2009;419
3089;HC14: Geneeskundige zorg aan huis;HP3: Aanbieders ambulante zorg;2010;430
3090;HC14: Geneeskundige zorg aan huis;HP3: Aanbieders ambulante zorg;2011;440
3091;HC14: Geneeskundige zorg aan huis;HP3: Aanbieders ambulante zorg;2012;441
3092;HC14: Geneeskundige zorg aan huis;HP3: Aanbieders ambulante zorg;2013;438
3093;HC14: Geneeskundige zorg aan huis;HP3: Aanbieders ambulante zorg;2014;467
3094;HC14: Geneeskundige zorg aan huis;HP3: Aanbieders ambulante zorg;2015;461
3095;HC14: Geneeskundige zorg aan huis;HP3: Aanbieders ambulante zorg;2016;468
3096;HC14: Geneeskundige zorg aan huis;HP31: Medische praktijken;2005;87
3097;HC14: Geneeskundige zorg aan huis;HP31: Medische praktijken;2006;100
3098;HC14: Geneeskundige zorg aan huis;HP31: Medische praktijken;2007;106
3099;HC14: Geneeskundige zorg aan huis;HP31: Medische praktijken;2008;107
3100;HC14: Geneeskundige zorg aan huis;HP31: Medische praktijken;2009;109
3101;HC14: Geneeskundige zorg aan huis;HP31: Medische praktijken;2010;110
3102;HC14: Geneeskundige zorg aan huis;HP31: Medische praktijken;2011;120
3103;HC14: Geneeskundige zorg aan huis;HP31: Medische praktijken;2012;116
3104;HC14: Geneeskundige zorg aan huis;HP31: Medische praktijken;2013;118
3105;HC14: Geneeskundige zorg aan huis;HP31: Medische praktijken;2014;127
3106;HC14: Geneeskundige zorg aan huis;HP31: Medische praktijken;2015;128
3107;HC14: Geneeskundige zorg aan huis;HP31: Medische praktijken;2016;134
3108;HC14: Geneeskundige zorg aan huis;HP32: Tandheelkundige praktijken;2005;0
3109;HC14: Geneeskundige zorg aan huis;HP32: Tandheelkundige praktijken;2006;0
3110;HC14: Geneeskundige zorg aan huis;HP32: Tandheelkundige praktijken;2007;0
3111;HC14: Geneeskundige zorg aan huis;HP32: Tandheelkundige praktijken;2008;0
3112;HC14: Geneeskundige zorg aan huis;HP32: Tandheelkundige praktijken;2009;0
3113;HC14: Geneeskundige zorg aan huis;HP32: Tandheelkundige praktijken;2010;0
3114;HC14: Geneeskundige zorg aan huis;HP32: Tandheelkundige praktijken;2011;0
3115;HC14: Geneeskundige zorg aan huis;HP32: Tandheelkundige praktijken;2012;0
3116;HC14: Geneeskundige zorg aan huis;HP32: Tandheelkundige praktijken;2013;0
3117;HC14: Geneeskundige zorg aan huis;HP32: Tandheelkundige praktijken;2014;0
3118;HC14: Geneeskundige zorg aan huis;HP32: Tandheelkundige praktijken;2015;0
3119;HC14: Geneeskundige zorg aan huis;HP32: Tandheelkundige praktijken;2016;0
3120;HC14: Geneeskundige zorg aan huis;HP33: Overige praktijken gezondheidszorg;2005;271
3121;HC14: Geneeskundige zorg aan huis;HP33: Overige praktijken gezondheidszorg;2006;270
3122;HC14: Geneeskundige zorg aan huis;HP33: Overige praktijken gezondheidszorg;2007;270
3123;HC14: Geneeskundige zorg aan huis;HP33: Overige praktijken gezondheidszorg;2008;300
3124;HC14: Geneeskundige zorg aan huis;HP33: Overige praktijken gezondheidszorg;2009;310
3125;HC14: Geneeskundige zorg aan huis;HP33: Overige praktijken gezondheidszorg;2010;320
3126;HC14: Geneeskundige zorg aan huis;HP33: Overige praktijken gezondheidszorg;2011;320
3127;HC14: Geneeskundige zorg aan huis;HP33: Overige praktijken gezondheidszorg;2012;325
3128;HC14: Geneeskundige zorg aan huis;HP33: Overige praktijken gezondheidszorg;2013;320
3129;HC14: Geneeskundige zorg aan huis;HP33: Overige praktijken gezondheidszorg;2014;340
3130;HC14: Geneeskundige zorg aan huis;HP33: Overige praktijken gezondheidszorg;2015;333
3131;HC14: Geneeskundige zorg aan huis;HP33: Overige praktijken gezondheidszorg;2016;334
3132;HC14: Geneeskundige zorg aan huis;HP34: Ambulante zorgcentra;2005;0
3133;HC14: Geneeskundige zorg aan huis;HP34: Ambulante zorgcentra;2006;0
3134;HC14: Geneeskundige zorg aan huis;HP34: Ambulante zorgcentra;2007;0
3135;HC14: Geneeskundige zorg aan huis;HP34: Ambulante zorgcentra;2008;0
3136;HC14: Geneeskundige zorg aan huis;HP34: Ambulante zorgcentra;2009;0
3137;HC14: Geneeskundige zorg aan huis;HP34: Ambulante zorgcentra;2010;0
3138;HC14: Geneeskundige zorg aan huis;HP34: Ambulante zorgcentra;2011;0
3139;HC14: Geneeskundige zorg aan huis;HP34: Ambulante zorgcentra;2012;0
3140;HC14: Geneeskundige zorg aan huis;HP34: Ambulante zorgcentra;2013;0
3141;HC14: Geneeskundige zorg aan huis;HP34: Ambulante zorgcentra;2014;0
3142;HC14: Geneeskundige zorg aan huis;HP34: Ambulante zorgcentra;2015;0
3143;HC14: Geneeskundige zorg aan huis;HP34: Ambulante zorgcentra;2016;0
3144;HC14: Geneeskundige zorg aan huis;HP4: Ondersteunende diensten;2005;0
3145;HC14: Geneeskundige zorg aan huis;HP4: Ondersteunende diensten;2006;0
3146;HC14: Geneeskundige zorg aan huis;HP4: Ondersteunende diensten;2007;0
3147;HC14: Geneeskundige zorg aan huis;HP4: Ondersteunende diensten;2008;0
3148;HC14: Geneeskundige zorg aan huis;HP4: Ondersteunende diensten;2009;0
3149;HC14: Geneeskundige zorg aan huis;HP4: Ondersteunende diensten;2010;0
3150;HC14: Geneeskundige zorg aan huis;HP4: Ondersteunende diensten;2011;0
3151;HC14: Geneeskundige zorg aan huis;HP4: Ondersteunende diensten;2012;0
3152;HC14: Geneeskundige zorg aan huis;HP4: Ondersteunende diensten;2013;0
3153;HC14: Geneeskundige zorg aan huis;HP4: Ondersteunende diensten;2014;0
3154;HC14: Geneeskundige zorg aan huis;HP4: Ondersteunende diensten;2015;0
3155;HC14: Geneeskundige zorg aan huis;HP4: Ondersteunende diensten;2016;0
3156;HC14: Geneeskundige zorg aan huis;HP41: Ambulance, ziekenvervoer;2005;0
3157;HC14: Geneeskundige zorg aan huis;HP41: Ambulance, ziekenvervoer;2006;0
3158;HC14: Geneeskundige zorg aan huis;HP41: Ambulance, ziekenvervoer;2007;0
3159;HC14: Geneeskundige zorg aan huis;HP41: Ambulance, ziekenvervoer;2008;0
3160;HC14: Geneeskundige zorg aan huis;HP41: Ambulance, ziekenvervoer;2009;0
3161;HC14: Geneeskundige zorg aan huis;HP41: Ambulance, ziekenvervoer;2010;0
3162;HC14: Geneeskundige zorg aan huis;HP41: Ambulance, ziekenvervoer;2011;0
3163;HC14: Geneeskundige zorg aan huis;HP41: Ambulance, ziekenvervoer;2012;0
3164;HC14: Geneeskundige zorg aan huis;HP41: Ambulance, ziekenvervoer;2013;0
3165;HC14: Geneeskundige zorg aan huis;HP41: Ambulance, ziekenvervoer;2014;0
3166;HC14: Geneeskundige zorg aan huis;HP41: Ambulance, ziekenvervoer;2015;0
3167;HC14: Geneeskundige zorg aan huis;HP41: Ambulance, ziekenvervoer;2016;0
3168;HC14: Geneeskundige zorg aan huis;HP42: Laboratoria;2005;0
3169;HC14: Geneeskundige zorg aan huis;HP42: Laboratoria;2006;0
3170;HC14: Geneeskundige zorg aan huis;HP42: Laboratoria;2007;0
3171;HC14: Geneeskundige zorg aan huis;HP42: Laboratoria;2008;0
3172;HC14: Geneeskundige zorg aan huis;HP42: Laboratoria;2009;0
3173;HC14: Geneeskundige zorg aan huis;HP42: Laboratoria;2010;0
3174;HC14: Geneeskundige zorg aan huis;HP42: Laboratoria;2011;0
3175;HC14: Geneeskundige zorg aan huis;HP42: Laboratoria;2012;0
3176;HC14: Geneeskundige zorg aan huis;HP42: Laboratoria;2013;0
3177;HC14: Geneeskundige zorg aan huis;HP42: Laboratoria;2014;0
3178;HC14: Geneeskundige zorg aan huis;HP42: Laboratoria;2015;0
3179;HC14: Geneeskundige zorg aan huis;HP42: Laboratoria;2016;0
3180;HC14: Geneeskundige zorg aan huis;HP5: Leveranciers genees-en hulpmiddelen;2005;0
3181;HC14: Geneeskundige zorg aan huis;HP5: Leveranciers genees-en hulpmiddelen;2006;0
3182;HC14: Geneeskundige zorg aan huis;HP5: Leveranciers genees-en hulpmiddelen;2007;0
3183;HC14: Geneeskundige zorg aan huis;HP5: Leveranciers genees-en hulpmiddelen;2008;0
3184;HC14: Geneeskundige zorg aan huis;HP5: Leveranciers genees-en hulpmiddelen;2009;0
3185;HC14: Geneeskundige zorg aan huis;HP5: Leveranciers genees-en hulpmiddelen;2010;0
3186;HC14: Geneeskundige zorg aan huis;HP5: Leveranciers genees-en hulpmiddelen;2011;0
3187;HC14: Geneeskundige zorg aan huis;HP5: Leveranciers genees-en hulpmiddelen;2012;0
3188;HC14: Geneeskundige zorg aan huis;HP5: Leveranciers genees-en hulpmiddelen;2013;0
3189;HC14: Geneeskundige zorg aan huis;HP5: Leveranciers genees-en hulpmiddelen;2014;0
3190;HC14: Geneeskundige zorg aan huis;HP5: Leveranciers genees-en hulpmiddelen;2015;0
3191;HC14: Geneeskundige zorg aan huis;HP5: Leveranciers genees-en hulpmiddelen;2016;0
3192;HC14: Geneeskundige zorg aan huis;HP51: Leveranciers geneesmiddelen;2005;0
3193;HC14: Geneeskundige zorg aan huis;HP51: Leveranciers geneesmiddelen;2006;0
3194;HC14: Geneeskundige zorg aan huis;HP51: Leveranciers geneesmiddelen;2007;0
3195;HC14: Geneeskundige zorg aan huis;HP51: Leveranciers geneesmiddelen;2008;0
3196;HC14: Geneeskundige zorg aan huis;HP51: Leveranciers geneesmiddelen;2009;0
3197;HC14: Geneeskundige zorg aan huis;HP51: Leveranciers geneesmiddelen;2010;0
3198;HC14: Geneeskundige zorg aan huis;HP51: Leveranciers geneesmiddelen;2011;0
3199;HC14: Geneeskundige zorg aan huis;HP51: Leveranciers geneesmiddelen;2012;0
