ID;Geslacht;Leeftijd;Herkomstgroepering;InkomstenbronVoorInstroomNaUitstroom;Perioden;InstroomInArbeidAlsWerknemer_1;UitstroomUitArbeidAlsWerknemer_2
914;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit AO-uitkering;30 september 2005 tot 29 september 2006;1.7;2.4
915;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit AO-uitkering;29 september 2006 tot 28 september 2007;1.5;2.1
916;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit AO-uitkering;28 september 2007 tot 26 september 2008;1.5;2.3
917;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit AO-uitkering;26 september 2008 tot 25 september 2009;1.3;2.8
918;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit AO-uitkering;25 september 2009 tot 24 september 2010;1.4;2.7
919;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit AO-uitkering;24 september 2010 tot 30 september 2011;1.6;2.7
920;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit AO-uitkering;30 september 2011 tot 28 september 2012;1.4;3.0
921;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit AO-uitkering;28 september 2012 tot 27 september 2013;1.3;3.1
922;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit AO-uitkering;27 september 2013 tot 26 september 2014;1.5;2.8
923;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit AO-uitkering;26 september 2014 tot 25 september 2015;1.8;2.4
924;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;28 september 2001 tot 27 september 2002;1.5;4.1
925;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;27 september 2002 tot 26 september 2003;2.1;7.0
926;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;26 september 2003 tot 24 september 2004;3.8;7.3
927;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;24 september 2004 tot 30 september 2005;5.1;6.3
928;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;30 september 2005 tot 29 september 2006;5.4;4.7
929;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;29 september 2006 tot 28 september 2007;4.2;4.2
930;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;28 september 2007 tot 26 september 2008;3.6;4.5
931;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;26 september 2008 tot 25 september 2009;2.8;12.0
932;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;25 september 2009 tot 24 september 2010;7.1;11.0
933;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;24 september 2010 tot 30 september 2011;7.1;10.8
934;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;30 september 2011 tot 28 september 2012;6.7;14.1
935;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;28 september 2012 tot 27 september 2013;7.5;18.1
936;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;27 september 2013 tot 26 september 2014;10.1;16.3
937;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit WW-uitkering;26 september 2014 tot 25 september 2015;10.6;14.8
938;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;28 september 2001 tot 27 september 2002;2.9;2.5
939;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;27 september 2002 tot 26 september 2003;2.1;3.1
940;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;26 september 2003 tot 24 september 2004;2.6;2.8
941;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;24 september 2004 tot 30 september 2005;3.3;2.4
942;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;30 september 2005 tot 29 september 2006;4.8;1.6
943;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;29 september 2006 tot 28 september 2007;4.4;1.7
944;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;28 september 2007 tot 26 september 2008;3.3;1.8
945;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;26 september 2008 tot 25 september 2009;2.3;3.3
946;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;25 september 2009 tot 24 september 2010;2.8;3.7
947;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;24 september 2010 tot 30 september 2011;3.7;3.8
948;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;30 september 2011 tot 28 september 2012;3.5;3.2
949;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;28 september 2012 tot 27 september 2013;2.9;4.1
950;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;27 september 2013 tot 26 september 2014;4.1;3.6
951;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit bijstandsuitkering;26 september 2014 tot 25 september 2015;5.1;3.3
952;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;28 september 2001 tot 27 september 2002;2.0;3.9
953;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;27 september 2002 tot 26 september 2003;1.6;3.8
954;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;26 september 2003 tot 24 september 2004;1.6;3.9
955;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;24 september 2004 tot 30 september 2005;1.7;3.7
956;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;30 september 2005 tot 29 september 2006;2.2;3.8
957;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;29 september 2006 tot 28 september 2007;2.2;3.1
958;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;28 september 2007 tot 26 september 2008;2.0;3.5
959;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;26 september 2008 tot 25 september 2009;1.7;4.6
960;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;25 september 2009 tot 24 september 2010;1.8;4.8
961;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;24 september 2010 tot 30 september 2011;2.6;4.4
962;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;30 september 2011 tot 28 september 2012;1.9;5.0
963;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;28 september 2012 tot 27 september 2013;1.8;5.1
964;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;27 september 2013 tot 26 september 2014;2.0;4.9
965;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit andere uitkering;26 september 2014 tot 25 september 2015;2.3;4.7
966;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;28 september 2001 tot 27 september 2002;0.9;4.0
967;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;27 september 2002 tot 26 september 2003;0.9;3.8
968;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;26 september 2003 tot 24 september 2004;0.9;5.1
969;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;24 september 2004 tot 30 september 2005;0.9;4.4
970;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;30 september 2005 tot 29 september 2006;1.2;6.3
971;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;29 september 2006 tot 28 september 2007;1.1;3.9
972;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;28 september 2007 tot 26 september 2008;1.2;4.4
973;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;26 september 2008 tot 25 september 2009;1.1;4.9
974;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;25 september 2009 tot 24 september 2010;1.0;4.8
975;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;24 september 2010 tot 30 september 2011;1.6;4.6
976;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;30 september 2011 tot 28 september 2012;0.9;5.3
977;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;28 september 2012 tot 27 september 2013;1.0;5.0
978;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;27 september 2013 tot 26 september 2014;1.0;4.9
979;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten uit pensioen;26 september 2014 tot 25 september 2015;1.0;4.9
980;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;28 september 2001 tot 27 september 2002;48.2;32.1
981;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;27 september 2002 tot 26 september 2003;43.9;31.3
982;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;26 september 2003 tot 24 september 2004;42.5;31.5
983;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;24 september 2004 tot 30 september 2005;49.1;29.8
984;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;30 september 2005 tot 29 september 2006;58.3;33.2
985;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;29 september 2006 tot 28 september 2007;65.1;30.7
986;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;28 september 2007 tot 26 september 2008;62.2;36.5
987;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;26 september 2008 tot 25 september 2009;56.3;41.0
988;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;25 september 2009 tot 24 september 2010;59.6;36.2
989;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;24 september 2010 tot 30 september 2011;64.0;35.5
990;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;30 september 2011 tot 28 september 2012;58.3;38.4
991;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;28 september 2012 tot 27 september 2013;56.8;39.2
992;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;27 september 2013 tot 26 september 2014;63.2;35.8
993;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig totaal;26 september 2014 tot 25 september 2015;70.1;36.9
994;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;28 september 2001 tot 27 september 2002;35.3;17.5
995;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;27 september 2002 tot 26 september 2003;31.7;17.8
996;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;26 september 2003 tot 24 september 2004;31.4;17.6
997;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;24 september 2004 tot 30 september 2005;36.4;16.7
998;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;30 september 2005 tot 29 september 2006;43.3;18.3
999;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;29 september 2006 tot 28 september 2007;49.3;17.8
1000;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;28 september 2007 tot 26 september 2008;48.2;21.2
1001;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;26 september 2008 tot 25 september 2009;42.5;25.3
1002;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;25 september 2009 tot 24 september 2010;46.0;23.1
1003;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;24 september 2010 tot 30 september 2011;48.9;22.7
1004;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;30 september 2011 tot 28 september 2012;46.3;23.9
1005;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;28 september 2012 tot 27 september 2013;44.1;25.2
1006;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;27 september 2013 tot 26 september 2014;49.7;23.1
1007;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: scholier / student;26 september 2014 tot 25 september 2015;55.6;23.8
1008;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;28 september 2001 tot 27 september 2002;12.9;14.6
1009;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;27 september 2002 tot 26 september 2003;12.2;13.5
1010;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;26 september 2003 tot 24 september 2004;11.1;13.8
1011;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;24 september 2004 tot 30 september 2005;12.7;13.1
1012;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;30 september 2005 tot 29 september 2006;15.0;14.9
1013;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;29 september 2006 tot 28 september 2007;15.7;12.9
1014;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;28 september 2007 tot 26 september 2008;14.1;15.2
1015;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;26 september 2008 tot 25 september 2009;13.8;15.7
1016;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;25 september 2009 tot 24 september 2010;13.6;13.1
1017;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;24 september 2010 tot 30 september 2011;15.1;12.8
1018;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;30 september 2011 tot 28 september 2012;12.0;14.5
1019;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;28 september 2012 tot 27 september 2013;12.6;14.0
1020;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;27 september 2013 tot 26 september 2014;13.5;12.6
1021;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Inkomsten overig: geen of anders;26 september 2014 tot 25 september 2015;14.5;13.1
1022;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;28 september 2001 tot 27 september 2002;1.9;
1023;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;27 september 2002 tot 26 september 2003;1.8;
1024;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;26 september 2003 tot 24 september 2004;1.8;
1025;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;24 september 2004 tot 30 september 2005;2.1;
1026;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;30 september 2005 tot 29 september 2006;2.6;
1027;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;29 september 2006 tot 28 september 2007;3.0;
1028;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;28 september 2007 tot 26 september 2008;3.4;
1029;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;26 september 2008 tot 25 september 2009;3.5;
1030;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;25 september 2009 tot 24 september 2010;3.0;
1031;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;24 september 2010 tot 30 september 2011;3.0;
1032;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;30 september 2011 tot 28 september 2012;2.7;
1033;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;28 september 2012 tot 27 september 2013;2.6;
1034;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;27 september 2013 tot 26 september 2014;2.7;
1035;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Instroom door Immigratie;26 september 2014 tot 25 september 2015;2.8;
1036;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;28 september 2001 tot 27 september 2002;;3.1
1037;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;27 september 2002 tot 26 september 2003;;3.5
1038;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;26 september 2003 tot 24 september 2004;;3.6
1039;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;24 september 2004 tot 30 september 2005;;3.9
1040;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;30 september 2005 tot 29 september 2006;;4.5
1041;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;29 september 2006 tot 28 september 2007;;5.0
1042;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;28 september 2007 tot 26 september 2008;;5.1
1043;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;26 september 2008 tot 25 september 2009;;4.4
1044;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;25 september 2009 tot 24 september 2010;;4.2
1045;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;24 september 2010 tot 30 september 2011;;4.2
1046;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;30 september 2011 tot 28 september 2012;;4.4
1047;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;28 september 2012 tot 27 september 2013;;4.3
1048;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;27 september 2013 tot 26 september 2014;;4.1
1049;Totaal mannen en vrouwen;Totaal leeftijd;Allochtoon, 2e generatie;Uitstroom door emigratie / sterfte;26 september 2014 tot 25 september 2015;;4.3
1050;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;28 september 2001 tot 27 september 2002;66.0;64.6
1051;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;27 september 2002 tot 26 september 2003;58.3;65.6
1052;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;26 september 2003 tot 24 september 2004;55.4;68.2
1053;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;24 september 2004 tot 30 september 2005;62.1;61.6
1054;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;30 september 2005 tot 29 september 2006;70.4;67.1
1055;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;29 september 2006 tot 28 september 2007;79.6;56.7
1056;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;28 september 2007 tot 26 september 2008;80.6;63.2
1057;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;26 september 2008 tot 25 september 2009;72.0;78.1
1058;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;25 september 2009 tot 24 september 2010;79.2;73.0
1059;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;24 september 2010 tot 30 september 2011;88.4;70.9
1060;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;30 september 2011 tot 28 september 2012;79.7;78.9
1061;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;28 september 2012 tot 27 september 2013;78.2;83.5
1062;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;27 september 2013 tot 26 september 2014;90.0;79.9
1063;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit alle bronnen;26 september 2014 tot 25 september 2015;95.7;81.4
1064;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;28 september 2001 tot 27 september 2002;4.6;5.9
1065;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;27 september 2002 tot 26 september 2003;4.1;5.5
1066;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;26 september 2003 tot 24 september 2004;3.8;6.1
1067;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;24 september 2004 tot 30 september 2005;4.1;6.1
1068;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;30 september 2005 tot 29 september 2006;4.6;8.1
1069;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;29 september 2006 tot 28 september 2007;5.5;7.1
1070;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;28 september 2007 tot 26 september 2008;5.4;8.2
1071;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;26 september 2008 tot 25 september 2009;5.2;8.6
1072;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;25 september 2009 tot 24 september 2010;6.7;8.0
1073;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;24 september 2010 tot 30 september 2011;5.9;8.0
1074;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;30 september 2011 tot 28 september 2012;5.4;8.5
1075;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;28 september 2012 tot 27 september 2013;5.4;8.7
1076;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;27 september 2013 tot 26 september 2014;6.1;8.5
1077;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid totaal;26 september 2014 tot 25 september 2015;7.0;8.6
1078;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;28 september 2001 tot 27 september 2002;0.4;0.3
1079;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;27 september 2002 tot 26 september 2003;0.3;0.3
1080;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;26 september 2003 tot 24 september 2004;0.2;0.4
1081;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;24 september 2004 tot 30 september 2005;0.3;0.4
1082;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;30 september 2005 tot 29 september 2006;0.4;0.5
1083;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;29 september 2006 tot 28 september 2007;0.4;0.4
1084;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;28 september 2007 tot 26 september 2008;0.4;0.4
1085;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;26 september 2008 tot 25 september 2009;0.3;0.5
1086;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;25 september 2009 tot 24 september 2010;0.4;0.4
1087;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;24 september 2010 tot 30 september 2011;0.4;0.5
1088;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;30 september 2011 tot 28 september 2012;0.3;0.5
