ID;Persoonskenmerken;Marges;CaribischNederland;Perioden;SpreektEenTaal_1;SpreektMeerDanEenTaal_2;Papiaments_3;Engels_4;Nederlands_5;Spaans_6;Anders_7;Papiaments_8;Engels_9;Nederlands_10;Spaans_11;Anders_12
168;Leeftijd: 45 tot 65 jaar;Percentage;Caribisch Nederland;2013;12.5;87.5;75.2;78.6;68.3;71.7;16.9;47.5;22.6;15.1;14.1;
169;Leeftijd: 45 tot 65 jaar;Percentage;Caribisch Nederland;2017/2018;24.0;76.0;62.2;78.1;55.4;59.1;18.2;37.3;31.8;12.7;15.9;2.3
170;Leeftijd: 45 tot 65 jaar;Percentage;Caribisch Nederland;2021;25.3;74.7;55.9;85.6;58.3;56.9;11.0;33.4;40.2;11.5;13.8;1.0
171;Leeftijd: 45 tot 65 jaar;Percentage;Bonaire;2013;7.2;92.8;89.2;72.7;73.7;79.3;16.1;62.0;3.2;17.3;17.2;
172;Leeftijd: 45 tot 65 jaar;Percentage;Bonaire;2017/2018;11.2;88.8;84.2;70.1;68.8;73.3;21.4;57.9;6.6;17.7;15.9;1.9
173;Leeftijd: 45 tot 65 jaar;Percentage;Bonaire;2021;8.1;91.9;85.9;77.3;77.4;75.8;12.6;62.6;5.1;17.8;14.6;
174;Leeftijd: 45 tot 65 jaar;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;
175;Leeftijd: 45 tot 65 jaar;Percentage;Sint-Eustatius;2017/2018;50.7;49.3;28.0;90.3;32.1;35.5;8.5;;75.8;4.8;16.9;
176;Leeftijd: 45 tot 65 jaar;Percentage;Sint-Eustatius;2021;45.1;54.9;26.5;92.9;38.4;39.9;5.5;;78.4;3.8;14.0;
177;Leeftijd: 45 tot 65 jaar;Percentage;Saba;2013;34.6;65.4;25.4;100.0;39.0;38.6;27.9;;94.3;;;
178;Leeftijd: 45 tot 65 jaar;Percentage;Saba;2017/2018;38.4;61.6;14.5;96.2;31.3;31.3;20.0;;77.0;;14.5;5.6
179;Leeftijd: 45 tot 65 jaar;Percentage;Saba;2021;42.3;57.7;16.2;98.2;35.3;28.7;15.9;;80.1;6.2;11.0;
180;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.3;3.3;4.3;4.1;4.6;4.5;3.7;5.0;4.2;3.6;3.5;
181;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.4;3.4;3.9;3.3;4.0;3.9;3.1;3.9;3.7;2.7;2.9;1.2
182;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.7;3.7;4.2;3.0;4.2;4.2;2.6;4.0;4.1;2.7;2.9;0.8
183;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2013;3.0;3.0;3.6;5.1;5.1;4.7;4.2;5.6;2.0;4.4;4.4;
184;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.2;3.2;3.7;4.6;4.7;4.4;4.1;5.0;2.5;3.8;3.7;1.4
185;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2021;3.2;3.2;4.1;4.9;4.9;5.0;3.9;5.6;2.5;4.4;4.1;
186;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;
187;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;8.2;8.2;7.4;4.9;7.7;7.9;4.6;;7.1;3.5;6.2;
188;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;7.5;7.5;6.7;3.9;7.4;7.4;3.4;;6.3;2.9;5.3;
189;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2013;15.6;15.6;14.2;;16.0;15.9;14.7;;7.6;;;
190;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;11.2;11.2;8.1;4.4;10.7;10.7;9.3;;9.7;;8.1;5.3
191;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2021;10.3;10.3;7.6;2.7;9.9;9.4;7.6;;8.3;5.0;6.5;
192;Leeftijd: 65 jaar of ouder;Percentage;Caribisch Nederland;2013;29.0;71.0;72.6;70.3;62.0;44.8;17.7;56.9;26.6;12.0;4.1;
193;Leeftijd: 65 jaar of ouder;Percentage;Caribisch Nederland;2017/2018;33.2;66.8;58.3;72.2;53.4;44.8;16.4;39.0;38.4;13.0;8.7;
194;Leeftijd: 65 jaar of ouder;Percentage;Caribisch Nederland;2021;37.7;62.3;49.5;82.3;50.7;41.3;8.6;34.9;49.1;8.4;6.5;
195;Leeftijd: 65 jaar of ouder;Percentage;Bonaire;2013;21.3;78.8;87.5;60.7;71.2;55.5;18.8;75.4;;15.5;5.4;
196;Leeftijd: 65 jaar of ouder;Percentage;Bonaire;2017/2018;23.0;77.0;86.0;56.3;64.7;59.4;17.3;63.8;6.8;18.7;10.8;
197;Leeftijd: 65 jaar of ouder;Percentage;Bonaire;2021;18.8;81.2;85.7;66.0;66.8;65.7;10.1;69.5;6.6;14.3;8.3;
198;Leeftijd: 65 jaar of ouder;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;
199;Leeftijd: 65 jaar of ouder;Percentage;Sint-Eustatius;2017/2018;53.9;46.1;14.7;95.6;33.4;21.5;12.5;;86.4;;8.6;
200;Leeftijd: 65 jaar of ouder;Percentage;Sint-Eustatius;2021;68.7;31.3;5.4;97.5;29.7;8.5;;;92.5;;;
201;Leeftijd: 65 jaar of ouder;Percentage;Saba;2013;;;;;;;;;;;;
202;Leeftijd: 65 jaar of ouder;Percentage;Saba;2017/2018;41.8;58.2;14.8;100.0;39.2;22.8;18.7;;91.2;;;
203;Leeftijd: 65 jaar of ouder;Percentage;Saba;2021;38.0;62.1;26.0;100.0;42.1;29.8;15.3;;89.8;;;
204;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2013;7.8;7.8;7.6;7.8;8.3;8.4;6.5;8.5;7.5;5.6;3.4;
205;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;6.0;6.0;6.3;5.7;6.4;6.3;4.7;6.2;6.2;4.3;3.6;
206;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2021;6.0;6.0;6.2;4.8;6.2;6.1;3.5;5.9;6.2;3.5;3.1;
207;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2013;8.1;8.1;6.5;9.6;8.9;9.8;7.7;8.5;;7.2;4.5;
208;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2017/2018;6.9;6.9;5.6;8.1;7.8;8.0;6.2;7.8;4.1;6.4;5.1;
209;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2021;6.9;6.9;6.2;8.4;8.3;8.4;5.3;8.1;4.4;6.2;4.9;
210;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;
211;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;13.0;13.0;9.2;5.3;12.3;10.7;8.6;;8.9;;7.3;
212;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2021;10.6;10.6;5.1;3.5;10.4;6.4;;;6.0;;;
213;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;
214;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2017/2018;16.6;16.6;11.9;;16.4;14.1;13.1;;9.5;;;
215;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2021;13.6;13.6;12.3;;13.8;12.8;10.1;;8.5;;;
216;Onderwijsniveau: laag;Percentage;Caribisch Nederland;2013;19.1;80.9;72.8;76.0;66.4;68.0;7.2;54.5;25.0;4.7;14.6;1.2
217;Onderwijsniveau: laag;Percentage;Caribisch Nederland;2017/2018;30.3;69.7;61.4;70.5;49.7;57.5;6.9;40.7;35.5;3.3;18.0;2.6
218;Onderwijsniveau: laag;Percentage;Caribisch Nederland;2021;34.3;65.7;56.1;78.7;48.3;54.1;4.7;37.6;41.9;2.1;16.5;1.9
219;Onderwijsniveau: laag;Percentage;Bonaire;2013;11.6;88.4;91.3;68.6;74.9;80.3;7.5;73.6;2.0;6.3;17.1;1.0
220;Onderwijsniveau: laag;Percentage;Bonaire;2017/2018;17.9;82.1;91.4;55.3;62.2;73.0;8.0;67.0;4.3;5.0;20.5;3.3
221;Onderwijsniveau: laag;Percentage;Bonaire;2021;11.2;88.8;93.2;64.3;69.5;80.6;4.8;71.7;2.1;3.1;21.4;1.7
222;Onderwijsniveau: laag;Percentage;Sint-Eustatius;2013;37.0;63.0;21.7;96.6;44.7;32.1;6.1;;90.2;;7.8;
223;Onderwijsniveau: laag;Percentage;Sint-Eustatius;2017/2018;54.3;45.7;18.1;93.5;30.1;30.6;2.6;;84.4;;13.2;
224;Onderwijsniveau: laag;Percentage;Sint-Eustatius;2021;60.8;39.2;15.8;93.1;22.6;27.8;3.1;;83.4;;13.8;
225;Onderwijsniveau: laag;Percentage;Saba;2013;49.9;50.1;14.8;99.1;35.6;33.3;6.4;;92.2;;6.3;
226;Onderwijsniveau: laag;Percentage;Saba;2017/2018;37.1;62.9;9.9;94.4;31.6;41.2;11.5;;80.2;;16.2;
227;Onderwijsniveau: laag;Percentage;Saba;2021;56.1;43.9;15.5;97.6;31.9;18.6;8.8;;89.7;;4.6;4.4
228;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.2;3.2;3.6;3.4;3.8;3.8;2.1;4.0;3.5;1.7;2.9;0.9
229;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.0;3.0;3.2;3.0;3.3;3.2;1.7;3.2;3.1;1.2;2.5;1.0
230;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.4;3.4;3.5;2.9;3.6;3.5;1.5;3.4;3.5;1.0;2.6;1.0
231;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Bonaire;2013;3.0;3.0;2.7;4.4;4.1;3.7;2.5;4.2;1.3;2.3;3.6;1.0
232;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.2;3.2;2.4;4.2;4.1;3.7;2.3;4.0;1.7;1.8;3.4;1.5
233;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Bonaire;2021;3.1;3.1;2.5;4.7;4.5;3.9;2.1;4.4;1.4;1.7;4.1;1.3
234;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Sint-Eustatius;2013;10.5;10.5;9.0;4.0;10.8;10.1;5.2;;6.4;;5.8;
235;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;6.2;6.2;4.8;3.1;5.7;5.7;2.0;;4.5;;4.2;
236;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Sint-Eustatius;2021;5.9;5.9;4.4;3.1;5.1;5.4;2.1;;4.5;;4.2;
237;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Saba;2013;12.2;12.2;8.7;2.3;11.7;11.5;6.0;;6.5;;5.9;
238;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Saba;2017/2018;9.3;9.3;5.7;4.4;8.9;9.4;6.1;;7.6;;7.1;
239;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Saba;2021;9.8;9.8;7.1;3.0;9.2;7.7;5.6;;6.0;;4.1;4.1
240;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2013;13.4;86.6;66.7;85.1;69.3;61.6;25.8;39.0;26.0;22.8;10.6;1.7
241;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2017/2018;17.3;82.7;58.1;90.1;66.0;54.4;27.2;33.0;34.7;21.1;7.7;3.5
242;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2021;18.8;81.2;52.1;92.9;67.0;55.4;14.3;27.6;42.6;17.9;10.4;1.4
243;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2013;8.1;92.0;81.5;81.1;77.5;69.9;23.8;51.7;7.4;26.9;12.6;1.3
244;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2017/2018;9.0;91.0;81.9;87.0;80.4;67.9;26.3;52.1;9.2;29.5;7.5;1.7
245;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2021;5.8;94.2;83.6;90.1;84.9;71.3;17.3;52.4;8.9;28.1;9.2;1.4
246;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;
247;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2017/2018;33.9;66.1;27.6;90.7;49.6;38.9;20.0;;73.0;6.7;12.0;5.5
248;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2021;30.8;69.2;26.3;94.1;63.0;37.1;4.6;;78.2;7.9;10.3;
249;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2013;38.1;61.9;12.2;100.0;29.6;22.1;36.8;;93.5;;;4.5
250;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2017/2018;28.4;71.6;11.3;98.8;35.9;26.6;36.1;;79.9;7.7;4.6;7.5
251;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2021;34.7;65.3;10.6;97.6;33.9;39.5;17.0;;79.6;6.1;13.0;
252;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.1;3.1;4.3;3.2;4.2;4.4;4.0;4.4;4.0;3.8;2.8;1.2
253;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;2.8;2.8;3.6;2.2;3.5;3.6;3.3;3.4;3.5;3.0;2.0;1.4
254;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2021;2.9;2.9;3.7;1.9;3.5;3.7;2.6;3.3;3.6;2.8;2.3;0.9
255;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2013;2.9;2.9;4.1;4.1;4.4;4.8;4.5;5.3;2.8;4.7;3.5;1.2
256;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2017/2018;2.6;2.6;3.6;3.1;3.7;4.3;4.1;4.6;2.7;4.2;2.5;1.2
257;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2021;2.4;2.4;3.8;3.1;3.7;4.6;3.9;5.1;2.9;4.6;3.0;1.2
258;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;
259;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;8.3;8.3;7.8;5.1;8.8;8.5;7.0;;7.8;4.4;5.7;4.0
260;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2021;7.1;7.1;6.8;3.6;7.4;7.4;3.2;;6.4;4.2;4.7;
261;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2013;10.6;10.6;7.1;;9.9;9.0;10.5;;5.4;;;4.5
262;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2017/2018;7.4;7.4;5.2;1.8;7.8;7.2;7.8;;6.5;4.3;3.4;4.3
263;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2021;7.0;7.0;4.5;2.3;7.0;7.2;5.5;;5.9;3.5;4.9;
264;Onderwijsniveau: middelbaar;Percentage;Caribisch Nederland;2013;12.1;87.9;76.0;80.9;73.6;68.2;17.4;48.4;20.6;17.2;12.3;1.5
265;Onderwijsniveau: middelbaar;Percentage;Caribisch Nederland;2017/2018;18.9;81.1;62.3;85.3;66.2;61.5;18.2;39.9;30.0;15.7;11.5;2.9
266;Onderwijsniveau: middelbaar;Percentage;Caribisch Nederland;2021;21.0;79.0;53.5;91.3;63.0;57.6;9.9;31.2;43.0;9.8;14.1;1.9
267;Onderwijsniveau: middelbaar;Percentage;Bonaire;2013;8.9;91.1;86.2;77.3;77.8;74.3;17.9;59.5;5.5;19.5;13.9;1.7
268;Onderwijsniveau: middelbaar;Percentage;Bonaire;2017/2018;12.0;88.0;83.5;81.4;76.6;72.7;20.5;59.5;5.7;22.1;10.8;2.0
269;Onderwijsniveau: middelbaar;Percentage;Bonaire;2021;5.3;94.8;89.5;87.8;84.6;76.2;13.6;60.3;6.5;19.5;11.4;2.3
270;Onderwijsniveau: middelbaar;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;
271;Onderwijsniveau: middelbaar;Percentage;Sint-Eustatius;2017/2018;36.7;63.4;27.3;87.4;49.7;39.3;11.4;;73.6;;14.4;6.3
272;Onderwijsniveau: middelbaar;Percentage;Sint-Eustatius;2021;36.6;63.4;23.0;93.9;54.0;35.1;;;81.9;;14.5;
273;Onderwijsniveau: middelbaar;Percentage;Saba;2013;;;;;;;;;;;;
274;Onderwijsniveau: middelbaar;Percentage;Saba;2017/2018;26.7;73.4;13.8;100.0;41.2;40.3;17.0;;81.4;;10.8;
275;Onderwijsniveau: middelbaar;Percentage;Saba;2021;37.4;62.6;10.0;95.9;26.8;42.9;10.0;;78.2;;19.5;
276;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.8;3.8;4.9;4.5;5.1;5.4;4.4;5.8;4.7;4.4;3.8;1.4
277;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.8;3.8;4.7;3.4;4.6;4.7;3.7;4.7;4.4;3.5;3.1;1.6
278;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.8;3.8;4.6;2.6;4.5;4.6;2.8;4.3;4.6;2.8;3.2;1.3
279;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Bonaire;2013;3.7;3.7;4.4;5.4;5.4;5.6;4.9;6.3;2.9;5.1;4.4;1.6
280;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.9;3.9;4.4;4.6;5.0;5.3;4.8;5.8;2.7;4.9;3.7;1.6
281;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Bonaire;2021;2.9;2.9;4.0;4.3;4.7;5.6;4.5;6.4;3.2;5.2;4.2;2.0
282;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;
283;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;10.7;10.7;9.9;7.4;11.1;10.9;7.1;;9.8;;7.8;5.4
284;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;8.8;8.8;7.7;4.4;9.1;8.7;;;7.0;;6.4;
285;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;
286;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Saba;2017/2018;11.1;11.1;8.6;;12.3;12.3;9.4;;9.7;;7.8;
287;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Saba;2021;9.3;9.3;5.8;3.8;8.5;9.6;5.8;;8.0;;7.6;
288;Onderwijsniveau: hoog;Percentage;Caribisch Nederland;2013;15.6;84.4;51.5;92.0;62.2;50.8;39.5;23.4;35.0;32.0;7.8;
289;Onderwijsniveau: hoog;Percentage;Caribisch Nederland;2017/2018;15.1;84.9;52.3;96.5;65.7;44.8;39.3;23.5;41.2;28.4;2.6;4.4
290;Onderwijsniveau: hoog;Percentage;Caribisch Nederland;2021;15.2;84.8;49.8;95.6;73.8;51.7;21.7;21.7;42.0;31.5;4.2;
291;Onderwijsniveau: hoog;Percentage;Bonaire;2013;6.3;93.7;71.8;89.1;76.7;60.8;36.2;35.7;11.4;42.3;10.0;
292;Onderwijsniveau: hoog;Percentage;Bonaire;2017/2018;4.2;95.9;79.4;96.0;86.4;60.2;35.4;40.5;14.7;41.1;2.4;
293;Onderwijsniveau: hoog;Percentage;Bonaire;2021;6.6;93.4;74.5;93.8;85.3;63.7;23.0;40.0;12.7;41.5;5.8;
294;Onderwijsniveau: hoog;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;
295;Onderwijsniveau: hoog;Percentage;Sint-Eustatius;2017/2018;29.4;70.6;28.2;96.2;49.6;38.2;34.2;;71.9;14.3;8.0;
296;Onderwijsniveau: hoog;Percentage;Sint-Eustatius;2021;;;;;;;;;;;;
297;Onderwijsniveau: hoog;Percentage;Saba;2013;36.1;63.9;12.1;100.0;25.6;21.4;44.6;;92.8;;;
298;Onderwijsniveau: hoog;Percentage;Saba;2017/2018;29.7;70.3;9.4;97.8;31.8;16.4;50.5;;78.7;9.8;;10.9
299;Onderwijsniveau: hoog;Percentage;Saba;2021;31.0;69.1;11.3;100.0;44.2;34.6;27.0;;81.7;14.7;;
300;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2013;5.4;5.4;7.4;4.0;7.2;7.4;7.3;6.3;7.1;6.9;4.0;
301;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;4.0;4.0;5.6;2.1;5.3;5.6;5.5;4.8;5.5;5.1;1.8;2.3
302;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2021;4.4;4.4;6.1;2.5;5.3;6.1;5.0;5.0;6.0;5.6;2.4;
303;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Bonaire;2013;4.5;4.5;8.3;5.8;7.8;9.1;8.9;8.9;5.9;9.2;5.6;
304;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.0;3.0;6.0;2.9;5.1;7.3;7.1;7.3;5.3;7.3;2.3;
305;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Bonaire;2021;4.1;4.1;7.2;4.0;5.8;7.9;6.9;8.1;5.5;8.1;3.8;
306;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;
307;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;13.1;13.1;12.9;5.5;14.3;13.9;13.6;;12.9;10.0;7.8;
308;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2021;;;;;;;;;;;;
309;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Saba;2013;12.6;12.6;8.5;;11.3;10.6;12.9;;6.8;;;
310;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Saba;2017/2018;9.9;9.9;6.3;3.2;10.1;8.0;10.8;;8.8;6.4;;6.7
311;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Saba;2021;10.7;10.7;7.3;;11.5;11.0;10.3;;8.9;8.2;;
