ID;Geslacht;Migratieachtergrond;OnderwijspositieInBasisjaar;SectorInBasisjaar;PositieInVolgendStudiejaar;SectorInVolgendStudiejaar;Perioden;StudentenMbo_1
682;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector techniek;2014/'15 naar 2015/'16;62415.0
683;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector techniek;2015/'16 naar 2016/'17;62853.0
684;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector techniek;2016/'17 naar 2017/'18;60283.0
685;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector techniek;2017/'18 naar 2018/'19;57259.0
686;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector techniek;2018/'19 naar 2019/'20;56361.0
687;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector techniek;2019/'20 naar 2020/'21;56713.0
688;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector techniek;2020/'21 naar 2021/'22;56102.0
689;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector zorg en welzijn;2008/'09 naar 2009/'10;83856.0
690;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector zorg en welzijn;2009/'10 naar 2010/'11;85846.0
691;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector zorg en welzijn;2010/'11 naar 2011/'12;87169.0
692;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector zorg en welzijn;2011/'12 naar 2012/'13;87110.0
693;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector zorg en welzijn;2012/'13 naar 2013/'14;87727.0
694;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector zorg en welzijn;2013/'14 naar 2014/'15;89865.0
695;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector zorg en welzijn;2014/'15 naar 2015/'16;89699.0
696;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector zorg en welzijn;2015/'16 naar 2016/'17;90666.0
697;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector zorg en welzijn;2016/'17 naar 2017/'18;91273.0
698;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector zorg en welzijn;2017/'18 naar 2018/'19;91025.0
699;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector zorg en welzijn;2018/'19 naar 2019/'20;91761.0
700;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector zorg en welzijn;2019/'20 naar 2020/'21;96354.0
701;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Sector zorg en welzijn;2020/'21 naar 2021/'22;100982.0
702;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Combinatie van sectoren;2008/'09 naar 2009/'10;2751.0
703;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Combinatie van sectoren;2009/'10 naar 2010/'11;2456.0
704;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Combinatie van sectoren;2010/'11 naar 2011/'12;2424.0
705;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Combinatie van sectoren;2011/'12 naar 2012/'13;2630.0
706;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Combinatie van sectoren;2012/'13 naar 2013/'14;3112.0
707;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Combinatie van sectoren;2013/'14 naar 2014/'15;2613.0
708;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Combinatie van sectoren;2014/'15 naar 2015/'16;2137.0
709;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Combinatie van sectoren;2015/'16 naar 2016/'17;1632.0
710;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Combinatie van sectoren;2016/'17 naar 2017/'18;1804.0
711;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Combinatie van sectoren;2017/'18 naar 2018/'19;2610.0
712;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Combinatie van sectoren;2018/'19 naar 2019/'20;3761.0
713;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Combinatie van sectoren;2019/'20 naar 2020/'21;4833.0
714;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Combinatie van sectoren;2020/'21 naar 2021/'22;4824.0
715;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Niet van toepassing;2008/'09 naar 2009/'10;
716;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Niet van toepassing;2009/'10 naar 2010/'11;
717;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Niet van toepassing;2010/'11 naar 2011/'12;
718;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Niet van toepassing;2011/'12 naar 2012/'13;
719;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Niet van toepassing;2012/'13 naar 2013/'14;
720;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Niet van toepassing;2013/'14 naar 2014/'15;
721;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Niet van toepassing;2014/'15 naar 2015/'16;
722;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Niet van toepassing;2015/'16 naar 2016/'17;
723;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Niet van toepassing;2016/'17 naar 2017/'18;
724;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Niet van toepassing;2017/'18 naar 2018/'19;
725;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Niet van toepassing;2018/'19 naar 2019/'20;
726;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Niet van toepassing;2019/'20 naar 2020/'21;
727;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol totaal;Niet van toepassing;2020/'21 naar 2021/'22;
728;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Totaal;2008/'09 naar 2009/'10;3001.0
729;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Totaal;2009/'10 naar 2010/'11;2853.0
730;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Totaal;2010/'11 naar 2011/'12;2746.0
731;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Totaal;2011/'12 naar 2012/'13;2682.0
732;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Totaal;2012/'13 naar 2013/'14;2656.0
733;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Totaal;2013/'14 naar 2014/'15;2158.0
734;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Totaal;2014/'15 naar 2015/'16;1687.0
735;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Totaal;2015/'16 naar 2016/'17;1503.0
736;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Totaal;2016/'17 naar 2017/'18;1577.0
737;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Totaal;2017/'18 naar 2018/'19;2162.0
738;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Totaal;2018/'19 naar 2019/'20;2563.0
739;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Totaal;2019/'20 naar 2020/'21;2964.0
740;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Totaal;2020/'21 naar 2021/'22;2813.0
741;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector landbouw;2008/'09 naar 2009/'10;45.0
742;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector landbouw;2009/'10 naar 2010/'11;69.0
743;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector landbouw;2010/'11 naar 2011/'12;66.0
744;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector landbouw;2011/'12 naar 2012/'13;62.0
745;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector landbouw;2012/'13 naar 2013/'14;58.0
746;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector landbouw;2013/'14 naar 2014/'15;50.0
747;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector landbouw;2014/'15 naar 2015/'16;23.0
748;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector landbouw;2015/'16 naar 2016/'17;16.0
749;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector landbouw;2016/'17 naar 2017/'18;2.0
750;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector landbouw;2017/'18 naar 2018/'19;0.0
751;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector landbouw;2018/'19 naar 2019/'20;0.0
752;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector landbouw;2019/'20 naar 2020/'21;8.0
753;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector landbouw;2020/'21 naar 2021/'22;20.0
754;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector economie;2008/'09 naar 2009/'10;413.0
755;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector economie;2009/'10 naar 2010/'11;362.0
756;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector economie;2010/'11 naar 2011/'12;375.0
757;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector economie;2011/'12 naar 2012/'13;353.0
758;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector economie;2012/'13 naar 2013/'14;333.0
759;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector economie;2013/'14 naar 2014/'15;157.0
760;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector economie;2014/'15 naar 2015/'16;53.0
761;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector economie;2015/'16 naar 2016/'17;24.0
762;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector economie;2016/'17 naar 2017/'18;0.0
763;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector economie;2017/'18 naar 2018/'19;0.0
764;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector economie;2018/'19 naar 2019/'20;0.0
765;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector economie;2019/'20 naar 2020/'21;0.0
766;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector economie;2020/'21 naar 2021/'22;0.0
767;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector techniek;2008/'09 naar 2009/'10;397.0
768;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector techniek;2009/'10 naar 2010/'11;312.0
769;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector techniek;2010/'11 naar 2011/'12;262.0
770;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector techniek;2011/'12 naar 2012/'13;234.0
771;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector techniek;2012/'13 naar 2013/'14;255.0
772;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector techniek;2013/'14 naar 2014/'15;555.0
773;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector techniek;2014/'15 naar 2015/'16;768.0
774;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector techniek;2015/'16 naar 2016/'17;447.0
775;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector techniek;2016/'17 naar 2017/'18;43.0
776;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector techniek;2017/'18 naar 2018/'19;1.0
777;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector techniek;2018/'19 naar 2019/'20;0.0
778;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector techniek;2019/'20 naar 2020/'21;0.0
779;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector techniek;2020/'21 naar 2021/'22;0.0
780;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector zorg en welzijn;2008/'09 naar 2009/'10;239.0
781;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector zorg en welzijn;2009/'10 naar 2010/'11;233.0
782;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector zorg en welzijn;2010/'11 naar 2011/'12;275.0
783;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector zorg en welzijn;2011/'12 naar 2012/'13;210.0
784;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector zorg en welzijn;2012/'13 naar 2013/'14;234.0
785;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector zorg en welzijn;2013/'14 naar 2014/'15;145.0
786;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector zorg en welzijn;2014/'15 naar 2015/'16;38.0
787;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector zorg en welzijn;2015/'16 naar 2016/'17;13.0
788;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector zorg en welzijn;2016/'17 naar 2017/'18;0.0
789;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector zorg en welzijn;2017/'18 naar 2018/'19;0.0
790;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector zorg en welzijn;2018/'19 naar 2019/'20;0.0
791;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector zorg en welzijn;2019/'20 naar 2020/'21;0.0
792;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Sector zorg en welzijn;2020/'21 naar 2021/'22;0.0
793;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Combinatie van sectoren;2008/'09 naar 2009/'10;1907.0
794;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Combinatie van sectoren;2009/'10 naar 2010/'11;1877.0
795;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Combinatie van sectoren;2010/'11 naar 2011/'12;1768.0
796;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Combinatie van sectoren;2011/'12 naar 2012/'13;1823.0
797;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Combinatie van sectoren;2012/'13 naar 2013/'14;1776.0
798;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Combinatie van sectoren;2013/'14 naar 2014/'15;1251.0
799;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Combinatie van sectoren;2014/'15 naar 2015/'16;805.0
800;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Combinatie van sectoren;2015/'16 naar 2016/'17;1003.0
801;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Combinatie van sectoren;2016/'17 naar 2017/'18;1532.0
802;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Combinatie van sectoren;2017/'18 naar 2018/'19;2161.0
803;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Combinatie van sectoren;2018/'19 naar 2019/'20;2563.0
804;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Combinatie van sectoren;2019/'20 naar 2020/'21;2956.0
805;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Combinatie van sectoren;2020/'21 naar 2021/'22;2793.0
806;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Niet van toepassing;2008/'09 naar 2009/'10;
807;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Niet van toepassing;2009/'10 naar 2010/'11;
808;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Niet van toepassing;2010/'11 naar 2011/'12;
809;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Niet van toepassing;2011/'12 naar 2012/'13;
810;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Niet van toepassing;2012/'13 naar 2013/'14;
811;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Niet van toepassing;2013/'14 naar 2014/'15;
812;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Niet van toepassing;2014/'15 naar 2015/'16;
813;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Niet van toepassing;2015/'16 naar 2016/'17;
814;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Niet van toepassing;2016/'17 naar 2017/'18;
815;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Niet van toepassing;2017/'18 naar 2018/'19;
816;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Niet van toepassing;2018/'19 naar 2019/'20;
817;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Niet van toepassing;2019/'20 naar 2020/'21;
818;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;Niet van toepassing;2020/'21 naar 2021/'22;
819;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Totaal;2008/'09 naar 2009/'10;35695.0
820;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Totaal;2009/'10 naar 2010/'11;37039.0
821;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Totaal;2010/'11 naar 2011/'12;36866.0
822;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Totaal;2011/'12 naar 2012/'13;36797.0
823;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Totaal;2012/'13 naar 2013/'14;38070.0
824;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Totaal;2013/'14 naar 2014/'15;38543.0
825;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Totaal;2014/'15 naar 2015/'16;35736.0
826;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Totaal;2015/'16 naar 2016/'17;33020.0
827;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Totaal;2016/'17 naar 2017/'18;31830.0
828;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Totaal;2017/'18 naar 2018/'19;31648.0
829;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Totaal;2018/'19 naar 2019/'20;31466.0
830;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Totaal;2019/'20 naar 2020/'21;33036.0
831;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Totaal;2020/'21 naar 2021/'22;33401.0
832;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Sector landbouw;2008/'09 naar 2009/'10;1297.0
833;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Sector landbouw;2009/'10 naar 2010/'11;1521.0
834;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Sector landbouw;2010/'11 naar 2011/'12;1558.0
835;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Sector landbouw;2011/'12 naar 2012/'13;1596.0
836;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Sector landbouw;2012/'13 naar 2013/'14;1741.0
837;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Sector landbouw;2013/'14 naar 2014/'15;1789.0
838;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Sector landbouw;2014/'15 naar 2015/'16;1837.0
839;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Sector landbouw;2015/'16 naar 2016/'17;1779.0
840;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Sector landbouw;2016/'17 naar 2017/'18;1647.0
841;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Sector landbouw;2017/'18 naar 2018/'19;1608.0
842;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;Sector landbouw;2018/'19 naar 2019/'20;1473.0
