ID;Arbeidspositie;Gezondheid;Geslacht;Persoonskenmerken;Perioden;NietWerkzameBevolking_1
2296;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 25 tot 45 jaar;2021;55.0
2297;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 25 tot 45 jaar;2022;41.0
2298;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 25 tot 45 jaar;2023;41.0
2299;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 25 tot 45 jaar;2024;46.0
2300;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 25 tot 35 jaar;2021;33.0
2301;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 25 tot 35 jaar;2022;23.0
2302;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 25 tot 35 jaar;2023;23.0
2303;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 25 tot 35 jaar;2024;26.0
2304;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 35 tot 45 jaar;2021;23.0
2305;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 35 tot 45 jaar;2022;19.0
2306;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 35 tot 45 jaar;2023;18.0
2307;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 35 tot 45 jaar;2024;21.0
2308;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 45 tot 75 jaar;2021;39.0
2309;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 45 tot 75 jaar;2022;34.0
2310;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 45 tot 75 jaar;2023;30.0
2311;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 45 tot 75 jaar;2024;28.0
2312;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 45 tot 55 jaar;2021;19.0
2313;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 45 tot 55 jaar;2022;13.0
2314;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 45 tot 55 jaar;2023;12.0
2315;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 45 tot 55 jaar;2024;12.0
2316;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 55 tot 65 jaar;2021;17.0
2317;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 55 tot 65 jaar;2022;16.0
2318;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 55 tot 65 jaar;2023;14.0
2319;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 55 tot 65 jaar;2024;12.0
2320;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 65 tot 75 jaar;2021;3.0
2321;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 65 tot 75 jaar;2022;5.0
2322;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 65 tot 75 jaar;2023;3.0
2323;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Leeftijd: 65 tot 75 jaar;2024;4.0
2324;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;49.0
2325;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;38.0
2326;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;43.0
2327;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;44.0
2328;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;2 Havo, vwo, mbo2-4;2021;56.0
2329;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;2 Havo, vwo, mbo2-4;2022;46.0
2330;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;2 Havo, vwo, mbo2-4;2023;44.0
2331;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;2 Havo, vwo, mbo2-4;2024;43.0
2332;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;3 Hbo, wo;2021;43.0
2333;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;3 Hbo, wo;2022;44.0
2334;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;3 Hbo, wo;2023;40.0
2335;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;3 Hbo, wo;2024;45.0
2336;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Onderwijsniveau: onbekend;2021;3.0
2337;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Onderwijsniveau: onbekend;2022;2.0
2338;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Onderwijsniveau: onbekend;2023;1.0
2339;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) goed;Vrouwen;Onderwijsniveau: onbekend;2024;1.0
2340;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Totaal personen;2021;83.0
2341;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Totaal personen;2022;72.0
2342;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Totaal personen;2023;79.0
2343;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Totaal personen;2024;79.0
2344;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021;25.0
2345;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022;20.0
2346;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023;25.0
2347;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024;26.0
2348;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2021;27.0
2349;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2022;22.0
2350;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2023;29.0
2351;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2024;27.0
2352;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021;14.0
2353;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022;13.0
2354;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023;18.0
2355;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024;17.0
2356;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2021;12.0
2357;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2022;9.0
2358;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2023;11.0
2359;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2024;10.0
2360;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2021;31.0
2361;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2022;30.0
2362;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2023;24.0
2363;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2024;27.0
2364;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2021;15.0
2365;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2022;10.0
2366;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2023;9.0
2367;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2024;12.0
2368;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2021;15.0
2369;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2022;16.0
2370;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2023;11.0
2371;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2024;12.0
2372;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2021;1.0
2373;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2022;4.0
2374;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2023;4.0
2375;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2024;3.0
2376;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;31.0
2377;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;26.0
2378;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;26.0
2379;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;25.0
2380;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2021;33.0
2381;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2022;27.0
2382;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2023;32.0
2383;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2024;32.0
2384;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;3 Hbo, wo;2021;17.0
2385;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;3 Hbo, wo;2022;17.0
2386;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;3 Hbo, wo;2023;20.0
2387;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;3 Hbo, wo;2024;21.0
2388;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2021;1.0
2389;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2022;2.0
2390;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2023;1.0
2391;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2024;1.0
2392;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Totaal personen;2021;41.0
2393;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Totaal personen;2022;34.0
2394;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Totaal personen;2023;38.0
2395;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Totaal personen;2024;36.0
2396;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 15 tot 25 jaar;2021;10.0
2397;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 15 tot 25 jaar;2022;9.0
2398;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 15 tot 25 jaar;2023;11.0
2399;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 15 tot 25 jaar;2024;10.0
2400;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 45 jaar;2021;14.0
2401;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 45 jaar;2022;11.0
2402;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 45 jaar;2023;15.0
2403;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 45 jaar;2024;12.0
2404;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 35 jaar;2021;8.0
2405;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 35 jaar;2022;7.0
2406;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 35 jaar;2023;10.0
2407;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 25 tot 35 jaar;2024;8.0
2408;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 35 tot 45 jaar;2021;6.0
2409;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 35 tot 45 jaar;2022;5.0
2410;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 35 tot 45 jaar;2023;6.0
2411;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 35 tot 45 jaar;2024;4.0
2412;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 75 jaar;2021;17.0
2413;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 75 jaar;2022;14.0
2414;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 75 jaar;2023;12.0
2415;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 75 jaar;2024;14.0
2416;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 55 jaar;2021;8.0
2417;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 55 jaar;2022;4.0
2418;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 55 jaar;2023;5.0
2419;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 45 tot 55 jaar;2024;5.0
2420;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 55 tot 65 jaar;2021;8.0
2421;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 55 tot 65 jaar;2022;7.0
2422;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 55 tot 65 jaar;2023;5.0
2423;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 55 tot 65 jaar;2024;7.0
2424;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 65 tot 75 jaar;2021;1.0
2425;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 65 tot 75 jaar;2022;3.0
2426;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 65 tot 75 jaar;2023;2.0
2427;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Leeftijd: 65 tot 75 jaar;2024;2.0
2428;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;1 Basisonderwijs, vmbo, mbo1;2021;15.0
2429;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;1 Basisonderwijs, vmbo, mbo1;2022;13.0
2430;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;1 Basisonderwijs, vmbo, mbo1;2023;12.0
2431;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;1 Basisonderwijs, vmbo, mbo1;2024;13.0
2432;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;2 Havo, vwo, mbo2-4;2021;16.0
2433;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;2 Havo, vwo, mbo2-4;2022;12.0
2434;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;2 Havo, vwo, mbo2-4;2023;17.0
2435;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;2 Havo, vwo, mbo2-4;2024;12.0
2436;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;3 Hbo, wo;2021;9.0
2437;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;3 Hbo, wo;2022;9.0
2438;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;3 Hbo, wo;2023;9.0
2439;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;3 Hbo, wo;2024;10.0
2440;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Onderwijsniveau: onbekend;2021;1.0
2441;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Onderwijsniveau: onbekend;2022;1.0
2442;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Onderwijsniveau: onbekend;2023;0.0
2443;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Mannen;Onderwijsniveau: onbekend;2024;0.0
2444;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Totaal personen;2021;42.0
2445;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Totaal personen;2022;38.0
2446;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Totaal personen;2023;41.0
2447;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Totaal personen;2024;43.0
2448;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 15 tot 25 jaar;2021;14.0
2449;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 15 tot 25 jaar;2022;11.0
2450;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 15 tot 25 jaar;2023;14.0
2451;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 15 tot 25 jaar;2024;15.0
2452;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 45 jaar;2021;13.0
2453;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 45 jaar;2022;10.0
2454;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 45 jaar;2023;14.0
2455;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 45 jaar;2024;15.0
2456;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 35 jaar;2021;6.0
2457;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 35 jaar;2022;6.0
2458;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 35 jaar;2023;9.0
2459;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 25 tot 35 jaar;2024;9.0
2460;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 35 tot 45 jaar;2021;7.0
2461;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 35 tot 45 jaar;2022;4.0
2462;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 35 tot 45 jaar;2023;5.0
2463;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 35 tot 45 jaar;2024;6.0
2464;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 45 tot 75 jaar;2021;14.0
2465;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 45 tot 75 jaar;2022;16.0
2466;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 45 tot 75 jaar;2023;13.0
2467;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 45 tot 75 jaar;2024;13.0
2468;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 45 tot 55 jaar;2021;6.0
2469;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 45 tot 55 jaar;2022;6.0
2470;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 45 tot 55 jaar;2023;4.0
2471;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 45 tot 55 jaar;2024;7.0
2472;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 55 tot 65 jaar;2021;7.0
2473;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 55 tot 65 jaar;2022;9.0
2474;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 55 tot 65 jaar;2023;6.0
2475;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 55 tot 65 jaar;2024;5.0
2476;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 65 tot 75 jaar;2021;0.0
2477;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 65 tot 75 jaar;2022;1.0
2478;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 65 tot 75 jaar;2023;2.0
2479;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Leeftijd: 65 tot 75 jaar;2024;1.0
2480;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;16.0
2481;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;13.0
2482;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;14.0
2483;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;12.0
2484;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;2 Havo, vwo, mbo2-4;2021;17.0
2485;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;2 Havo, vwo, mbo2-4;2022;15.0
2486;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;2 Havo, vwo, mbo2-4;2023;14.0
2487;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;2 Havo, vwo, mbo2-4;2024;19.0
2488;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;3 Hbo, wo;2021;8.0
2489;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;3 Hbo, wo;2022;9.0
2490;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;3 Hbo, wo;2023;12.0
2491;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;3 Hbo, wo;2024;11.0
2492;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Onderwijsniveau: onbekend;2021;0.0
2493;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Onderwijsniveau: onbekend;2022;1.0
2494;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Onderwijsniveau: onbekend;2023;1.0
2495;Werkloze beroepsbevolking;Ervaren gezondheid: gaat wel;Vrouwen;Onderwijsniveau: onbekend;2024;1.0
2496;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) slecht;Totaal mannen en vrouwen;Totaal personen;2021;19.0
2497;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) slecht;Totaal mannen en vrouwen;Totaal personen;2022;18.0
2498;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) slecht;Totaal mannen en vrouwen;Totaal personen;2023;16.0
2499;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) slecht;Totaal mannen en vrouwen;Totaal personen;2024;15.0
2500;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) slecht;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021;5.0
2501;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) slecht;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022;3.0
2502;Werkloze beroepsbevolking;Ervaren gezondheid: (zeer) slecht;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023;3.0
