ID;RegioS;SociaalEconomischeCategorie;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
925;Harlingen;Totaal actief;6.2;19.2
926;Harlingen;Werknemer;5.3;18.6
927;Harlingen;Zelfstandige;0.9;22.5
928;Harlingen;Totaal niet-actief;4.1;13.1
929;Harlingen;Werkloosheids- en bijstandsuitk. ontv.;0.5;11.5
930;Harlingen;Pensioenontvanger;2.5;14.4
931;Heerenveen;Totaal sociaal-economische categorie;28.6;17.1
932;Heerenveen;Totaal actief;17.3;19.2
933;Heerenveen;Werknemer;15.3;18.9
934;Heerenveen;Zelfstandige;2.0;21.3
935;Heerenveen;Totaal niet-actief;11.3;14.0
936;Heerenveen;Werkloosheids- en bijstandsuitk. ontv.;0.8;11.3
937;Heerenveen;Pensioenontvanger;7.7;15.5
938;Kollumerland en Nieuwkruisland;Totaal sociaal-economische categorie;8.4;16.1
939;Kollumerland en Nieuwkruisland;Totaal actief;5.4;18.0
940;Kollumerland en Nieuwkruisland;Werknemer;4.4;17.3
941;Kollumerland en Nieuwkruisland;Zelfstandige;0.9;21.1
942;Kollumerland en Nieuwkruisland;Totaal niet-actief;3.0;12.9
943;Kollumerland en Nieuwkruisland;Werkloosheids- en bijstandsuitk. ontv.;0.3;14.8
944;Kollumerland en Nieuwkruisland;Pensioenontvanger;1.9;13.6
945;Leeuwarden;Totaal sociaal-economische categorie;62.3;16.2
946;Leeuwarden;Totaal actief;35.3;18.6
947;Leeuwarden;Werknemer;31.7;18.2
948;Leeuwarden;Zelfstandige;3.5;22.9
949;Leeuwarden;Totaal niet-actief;27.0;13.0
950;Leeuwarden;Werkloosheids- en bijstandsuitk. ontv.;4.0;10.8
951;Leeuwarden;Pensioenontvanger;14.3;15.7
952;Leeuwarderadeel;Totaal sociaal-economische categorie;6.8;17.4
953;Leeuwarderadeel;Totaal actief;4.6;19.3
954;Leeuwarderadeel;Werknemer;4.1;19.0
955;Leeuwarderadeel;Zelfstandige;0.5;21.8
956;Leeuwarderadeel;Totaal niet-actief;2.1;13.3
957;Leeuwarderadeel;Werkloosheids- en bijstandsuitk. ontv.;;
958;Leeuwarderadeel;Pensioenontvanger;1.3;15.4
959;Lemsterland;Totaal sociaal-economische categorie;8.5;17.2
960;Lemsterland;Totaal actief;5.7;19.0
961;Lemsterland;Werknemer;4.5;18.6
962;Lemsterland;Zelfstandige;1.2;20.4
963;Lemsterland;Totaal niet-actief;2.8;13.4
964;Lemsterland;Werkloosheids- en bijstandsuitk. ontv.;0.2;9.9
965;Lemsterland;Pensioenontvanger;1.8;14.3
966;Menaldumadeel;Totaal sociaal-economische categorie;9.1;17.1
967;Menaldumadeel;Totaal actief;6.3;19.0
968;Menaldumadeel;Werknemer;5.4;18.6
969;Menaldumadeel;Zelfstandige;0.9;21.5
970;Menaldumadeel;Totaal niet-actief;2.7;12.8
971;Menaldumadeel;Werkloosheids- en bijstandsuitk. ontv.;;
972;Menaldumadeel;Pensioenontvanger;1.9;14.1
973;Ooststellingwerf;Totaal sociaal-economische categorie;17.5;16.1
974;Ooststellingwerf;Totaal actief;11.0;17.9
975;Ooststellingwerf;Werknemer;9.1;18.0
976;Ooststellingwerf;Zelfstandige;2.0;17.1
977;Ooststellingwerf;Totaal niet-actief;6.5;13.1
978;Ooststellingwerf;Werkloosheids- en bijstandsuitk. ontv.;0.5;11.8
979;Ooststellingwerf;Pensioenontvanger;4.5;14.0
980;Opsterland;Totaal sociaal-economische categorie;19.0;16.5
981;Opsterland;Totaal actief;12.2;18.3
982;Opsterland;Werknemer;10.2;18.3
983;Opsterland;Zelfstandige;2.0;18.2
984;Opsterland;Totaal niet-actief;6.8;13.2
985;Opsterland;Werkloosheids- en bijstandsuitk. ontv.;0.4;12.2
986;Opsterland;Pensioenontvanger;4.5;14.5
987;Schiermonnikoog;Totaal sociaal-economische categorie;0.7;18.8
988;Schiermonnikoog;Totaal actief;0.5;19.6
989;Schiermonnikoog;Werknemer;0.3;20.6
990;Schiermonnikoog;Zelfstandige;;
991;Schiermonnikoog;Totaal niet-actief;0.3;17.3
992;Schiermonnikoog;Werkloosheids- en bijstandsuitk. ontv.;;
993;Schiermonnikoog;Pensioenontvanger;;
994;Smallingerland;Totaal sociaal-economische categorie;35.2;16.6
995;Smallingerland;Totaal actief;21.2;18.9
996;Smallingerland;Werknemer;18.9;18.2
997;Smallingerland;Zelfstandige;2.3;23.9
998;Smallingerland;Totaal niet-actief;13.9;13.2
999;Smallingerland;Werkloosheids- en bijstandsuitk. ontv.;1.5;11.0
1000;Smallingerland;Pensioenontvanger;8.7;14.8
1001;Sneek;Totaal sociaal-economische categorie;21.8;16.6
1002;Sneek;Totaal actief;13.1;18.8
1003;Sneek;Werknemer;11.6;18.3
1004;Sneek;Zelfstandige;1.5;22.9
1005;Sneek;Totaal niet-actief;8.8;13.4
1006;Sneek;Werkloosheids- en bijstandsuitk. ontv.;1.0;11.4
1007;Sneek;Pensioenontvanger;5.5;15.0
1008;Terschelling;Totaal sociaal-economische categorie;3.2;17.6
1009;Terschelling;Totaal actief;2.1;18.9
1010;Terschelling;Werknemer;1.5;18.7
1011;Terschelling;Zelfstandige;0.5;19.3
1012;Terschelling;Totaal niet-actief;1.1;15.3
1013;Terschelling;Werkloosheids- en bijstandsuitk. ontv.;;
1014;Terschelling;Pensioenontvanger;0.8;16.8
1015;Vlieland;Totaal sociaal-economische categorie;0.8;17.9
1016;Vlieland;Totaal actief;0.6;19.1
1017;Vlieland;Werknemer;0.4;17.8
1018;Vlieland;Zelfstandige;;
1019;Vlieland;Totaal niet-actief;0.2;14.7
1020;Vlieland;Werkloosheids- en bijstandsuitk. ontv.;;
1021;Vlieland;Pensioenontvanger;;
1022;Weststellingwerf;Totaal sociaal-economische categorie;17.4;16.1
1023;Weststellingwerf;Totaal actief;10.5;18.0
1024;Weststellingwerf;Werknemer;8.5;17.4
1025;Weststellingwerf;Zelfstandige;2.0;20.5
1026;Weststellingwerf;Totaal niet-actief;6.9;13.2
1027;Weststellingwerf;Werkloosheids- en bijstandsuitk. ontv.;0.5;11.7
1028;Weststellingwerf;Pensioenontvanger;4.7;14.1
1029;Nijefurd;Totaal sociaal-economische categorie;7.1;16.1
1030;Nijefurd;Totaal actief;4.2;17.7
1031;Nijefurd;Werknemer;3.1;17.4
1032;Nijefurd;Zelfstandige;1.1;18.5
1033;Nijefurd;Totaal niet-actief;2.9;13.7
1034;Nijefurd;Werkloosheids- en bijstandsuitk. ontv.;0.2;11.1
1035;Nijefurd;Pensioenontvanger;2.1;14.4
1036;Assen;Totaal sociaal-economische categorie;40.9;17.2
1037;Assen;Totaal actief;25.3;19.2
1038;Assen;Werknemer;23.2;19.0
1039;Assen;Zelfstandige;2.1;21.6
1040;Assen;Totaal niet-actief;15.6;13.9
1041;Assen;Werkloosheids- en bijstandsuitk. ontv.;1.7;11.2
1042;Assen;Pensioenontvanger;9.3;15.9
1043;Coevorden;Totaal sociaal-economische categorie;24.1;16.1
1044;Coevorden;Totaal actief;14.8;17.8
1045;Coevorden;Werknemer;12.5;18.3
1046;Coevorden;Zelfstandige;2.3;15.2
1047;Coevorden;Totaal niet-actief;9.2;13.4
1048;Coevorden;Werkloosheids- en bijstandsuitk. ontv.;0.7;11.8
1049;Coevorden;Pensioenontvanger;6.3;14.6
1050;Emmen;Totaal sociaal-economische categorie;73.2;15.6
1051;Emmen;Totaal actief;43.9;17.4
1052;Emmen;Werknemer;39.2;17.6
1053;Emmen;Zelfstandige;4.6;16.4
1054;Emmen;Totaal niet-actief;29.2;12.7
1055;Emmen;Werkloosheids- en bijstandsuitk. ontv.;3.0;10.6
1056;Emmen;Pensioenontvanger;18.3;14.0
1057;Hoogeveen;Totaal sociaal-economische categorie;35.2;16.2
1058;Hoogeveen;Totaal actief;21.2;18.1
1059;Hoogeveen;Werknemer;18.7;17.9
1060;Hoogeveen;Zelfstandige;2.4;19.9
1061;Hoogeveen;Totaal niet-actief;14.0;13.4
1062;Hoogeveen;Werkloosheids- en bijstandsuitk. ontv.;1.3;11.4
1063;Hoogeveen;Pensioenontvanger;8.9;14.6
1064;Meppel;Totaal sociaal-economische categorie;20.8;17.0
1065;Meppel;Totaal actief;13.4;18.9
1066;Meppel;Werknemer;12.0;18.6
1067;Meppel;Zelfstandige;1.4;20.8
1068;Meppel;Totaal niet-actief;7.4;13.7
1069;Meppel;Werkloosheids- en bijstandsuitk. ontv.;0.6;11.7
1070;Meppel;Pensioenontvanger;4.7;15.3
1071;Littenseradiel;Totaal sociaal-economische categorie;6.9;17.3
1072;Littenseradiel;Totaal actief;4.9;19.1
1073;Littenseradiel;Werknemer;3.8;19.0
1074;Littenseradiel;Zelfstandige;1.1;19.3
1075;Littenseradiel;Totaal niet-actief;1.9;12.6
1076;Littenseradiel;Werkloosheids- en bijstandsuitk. ontv.;;
1077;Littenseradiel;Pensioenontvanger;1.3;13.4
1078;Almelo;Totaal sociaal-economische categorie;47.4;16.0
1079;Almelo;Totaal actief;28.1;18.1
1080;Almelo;Werknemer;25.1;17.9
1081;Almelo;Zelfstandige;2.9;20.0
1082;Almelo;Totaal niet-actief;19.3;12.9
1083;Almelo;Werkloosheids- en bijstandsuitk. ontv.;2.9;10.2
1084;Almelo;Pensioenontvanger;11.0;14.7
1085;Bathmen;Totaal sociaal-economische categorie;3.6;18.8
1086;Bathmen;Totaal actief;2.5;20.2
1087;Bathmen;Werknemer;2.1;20.8
1088;Bathmen;Zelfstandige;0.4;16.7
1089;Bathmen;Totaal niet-actief;1.2;15.9
1090;Bathmen;Werkloosheids- en bijstandsuitk. ontv.;;
1091;Bathmen;Pensioenontvanger;0.9;17.3
1092;Borne;Totaal sociaal-economische categorie;13.5;17.9
1093;Borne;Totaal actief;9.1;19.9
1094;Borne;Werknemer;7.9;19.6
1095;Borne;Zelfstandige;1.2;22.0
1096;Borne;Totaal niet-actief;4.5;13.9
1097;Borne;Werkloosheids- en bijstandsuitk. ontv.;0.3;11.6
1098;Borne;Pensioenontvanger;3.0;15.5
1099;Dalfsen;Totaal sociaal-economische categorie;17.1;17.1
1100;Dalfsen;Totaal actief;11.7;18.6
1101;Dalfsen;Werknemer;9.7;18.7
1102;Dalfsen;Zelfstandige;2.0;18.3
1103;Dalfsen;Totaal niet-actief;5.4;13.9
1104;Dalfsen;Werkloosheids- en bijstandsuitk. ontv.;;
1105;Dalfsen;Pensioenontvanger;3.9;14.9
1106;Deventer;Totaal sociaal-economische categorie;58.5;16.7
1107;Deventer;Totaal actief;36.5;18.6
1108;Deventer;Werknemer;33.4;18.5
1109;Deventer;Zelfstandige;3.0;20.7
1110;Deventer;Totaal niet-actief;22.0;13.5
1111;Deventer;Werkloosheids- en bijstandsuitk. ontv.;2.3;11.2
1112;Deventer;Pensioenontvanger;13.1;15.1
1113;Enschede;Totaal sociaal-economische categorie;99.9;15.7
1114;Enschede;Totaal actief;57.4;18.1
1115;Enschede;Werknemer;51.7;17.9
1116;Enschede;Zelfstandige;5.6;19.3
1117;Enschede;Totaal niet-actief;42.5;12.4
1118;Enschede;Werkloosheids- en bijstandsuitk. ontv.;5.9;10.4
1119;Enschede;Pensioenontvanger;22.5;14.4
1120;Haaksbergen;Totaal sociaal-economische categorie;16.1;16.6
1121;Haaksbergen;Totaal actief;10.4;18.5
1122;Haaksbergen;Werknemer;9.0;18.7
1123;Haaksbergen;Zelfstandige;1.4;17.4
1124;Haaksbergen;Totaal niet-actief;5.7;13.1
1125;Haaksbergen;Werkloosheids- en bijstandsuitk. ontv.;0.3;13.2
1126;Haaksbergen;Pensioenontvanger;3.8;14.1
1127;Hardenberg;Totaal sociaal-economische categorie;36.6;16.0
1128;Hardenberg;Totaal actief;24.2;17.6
1129;Hardenberg;Werknemer;20.6;17.7
1130;Hardenberg;Zelfstandige;3.5;16.9
1131;Hardenberg;Totaal niet-actief;12.3;13.0
1132;Hardenberg;Werkloosheids- en bijstandsuitk. ontv.;0.7;12.6
1133;Hardenberg;Pensioenontvanger;8.2;14.0
1134;Hellendoorn;Totaal sociaal-economische categorie;23.8;16.5
1135;Hellendoorn;Totaal actief;15.7;18.2
1136;Hellendoorn;Werknemer;13.9;18.3
1137;Hellendoorn;Zelfstandige;1.8;17.8
1138;Hellendoorn;Totaal niet-actief;8.1;13.2
1139;Hellendoorn;Werkloosheids- en bijstandsuitk. ontv.;0.3;12.3
1140;Hellendoorn;Pensioenontvanger;5.6;14.4
1141;Hengelo (O.);Totaal sociaal-economische categorie;54.9;16.9
1142;Hengelo (O.);Totaal actief;34.2;19.0
1143;Hengelo (O.);Werknemer;31.1;18.8
1144;Hengelo (O.);Zelfstandige;3.1;20.8
1145;Hengelo (O.);Totaal niet-actief;20.7;13.6
1146;Hengelo (O.);Werkloosheids- en bijstandsuitk. ontv.;2.0;11.0
1147;Hengelo (O.);Pensioenontvanger;13.3;15.3
1148;Kampen;Totaal sociaal-economische categorie;31.1;16.0
1149;Kampen;Totaal actief;20.7;17.6
1150;Kampen;Werknemer;18.0;17.4
1151;Kampen;Zelfstandige;2.6;18.7
1152;Kampen;Totaal niet-actief;10.4;12.8
1153;Kampen;Werkloosheids- en bijstandsuitk. ontv.;0.7;11.8
1154;Kampen;Pensioenontvanger;6.6;14.0
1155;Losser;Totaal sociaal-economische categorie;15.0;15.8
1156;Losser;Totaal actief;9.5;17.8
1157;Losser;Werknemer;8.3;18.1
1158;Losser;Zelfstandige;1.1;16.0
1159;Losser;Totaal niet-actief;5.6;12.4
1160;Losser;Werkloosheids- en bijstandsuitk. ontv.;0.3;10.2
1161;Losser;Pensioenontvanger;3.4;13.7
1162;Noordoostpolder;Totaal sociaal-economische categorie;28.5;16.6
1163;Noordoostpolder;Totaal actief;19.1;18.4
1164;Noordoostpolder;Werknemer;15.4;17.6
1165;Noordoostpolder;Zelfstandige;3.7;21.7
1166;Noordoostpolder;Totaal niet-actief;9.4;12.9
1167;Noordoostpolder;Werkloosheids- en bijstandsuitk. ontv.;0.6;11.4
1168;Noordoostpolder;Pensioenontvanger;6.2;14.1
1169;Oldenzaal;Totaal sociaal-economische categorie;21.2;16.8
1170;Oldenzaal;Totaal actief;13.3;19.0
1171;Oldenzaal;Werknemer;12.1;18.6
1172;Oldenzaal;Zelfstandige;1.2;22.4
1173;Oldenzaal;Totaal niet-actief;7.9;13.3
1174;Oldenzaal;Werkloosheids- en bijstandsuitk. ontv.;0.7;11.0
1175;Oldenzaal;Pensioenontvanger;5.0;14.8
1176;Ommen;Totaal sociaal-economische categorie;11.2;16.4
1177;Ommen;Totaal actief;7.4;17.8
1178;Ommen;Werknemer;6.0;18.7
1179;Ommen;Zelfstandige;1.4;14.0
1180;Ommen;Totaal niet-actief;3.8;13.6
1181;Ommen;Werkloosheids- en bijstandsuitk. ontv.;;
1182;Ommen;Pensioenontvanger;2.7;15.1
1183;Raalte;Totaal sociaal-economische categorie;24.4;16.4
1184;Raalte;Totaal actief;16.4;18.0
1185;Raalte;Werknemer;14.2;18.4
1186;Raalte;Zelfstandige;2.2;15.5
1187;Raalte;Totaal niet-actief;8.0;13.0
1188;Raalte;Werkloosheids- en bijstandsuitk. ontv.;0.4;11.6
1189;Raalte;Pensioenontvanger;5.3;14.4
1190;Rijssen;Totaal sociaal-economische categorie;22.0;17.2
1191;Rijssen;Totaal actief;14.2;19.1
1192;Rijssen;Werknemer;12.5;18.8
1193;Rijssen;Zelfstandige;1.6;21.8
1194;Rijssen;Totaal niet-actief;7.8;13.7
1195;Rijssen;Werkloosheids- en bijstandsuitk. ontv.;0.3;10.5
1196;Rijssen;Pensioenontvanger;5.5;15.0
1197;Staphorst;Totaal sociaal-economische categorie;8.9;16.9
1198;Staphorst;Totaal actief;6.6;18.4
1199;Staphorst;Werknemer;5.2;18.4
1200;Staphorst;Zelfstandige;1.4;18.3
1201;Staphorst;Totaal niet-actief;2.3;12.8
1202;Staphorst;Werkloosheids- en bijstandsuitk. ontv.;;
1203;Staphorst;Pensioenontvanger;1.6;14.1
1204;Tubbergen;Totaal sociaal-economische categorie;13.0;16.3
1205;Tubbergen;Totaal actief;9.2;17.8
1206;Tubbergen;Werknemer;7.3;18.2
1207;Tubbergen;Zelfstandige;1.9;16.4
1208;Tubbergen;Totaal niet-actief;3.8;12.4
1209;Tubbergen;Werkloosheids- en bijstandsuitk. ontv.;;
1210;Tubbergen;Pensioenontvanger;2.7;13.5
1211;Urk;Totaal sociaal-economische categorie;8.5;16.1
1212;Urk;Totaal actief;6.4;17.4
1213;Urk;Werknemer;5.1;16.6
1214;Urk;Zelfstandige;1.3;20.9
1215;Urk;Totaal niet-actief;2.1;12.0
1216;Urk;Werkloosheids- en bijstandsuitk. ontv.;;
1217;Urk;Pensioenontvanger;1.2;12.8
1218;Wierden;Totaal sociaal-economische categorie;14.8;17.5
1219;Wierden;Totaal actief;9.8;19.1
1220;Wierden;Werknemer;8.5;19.3
1221;Wierden;Zelfstandige;1.4;17.7
1222;Wierden;Totaal niet-actief;5.0;14.4
1223;Wierden;Werkloosheids- en bijstandsuitk. ontv.;0.3;12.8
1224;Wierden;Pensioenontvanger;3.4;16.4
1225;Zwolle;Totaal sociaal-economische categorie;75.6;17.2
1226;Zwolle;Totaal actief;48.8;19.2
1227;Zwolle;Werknemer;45.0;19.0
1228;Zwolle;Zelfstandige;3.8;21.8
1229;Zwolle;Totaal niet-actief;26.8;13.5
1230;Zwolle;Werkloosheids- en bijstandsuitk. ontv.;2.9;11.2
1231;Zwolle;Pensioenontvanger;15.0;15.8
1232;Rijnwaarden;Totaal sociaal-economische categorie;7.3;15.8
1233;Rijnwaarden;Totaal actief;5.0;17.4
1234;Rijnwaarden;Werknemer;4.4;17.6
1235;Rijnwaarden;Zelfstandige;0.5;15.8
1236;Rijnwaarden;Totaal niet-actief;2.4;12.5
1237;Rijnwaarden;Werkloosheids- en bijstandsuitk. ontv.;;
1238;Rijnwaarden;Pensioenontvanger;1.5;13.5
1239;Aalten;Totaal sociaal-economische categorie;12.4;15.9
1240;Aalten;Totaal actief;8.1;17.5
1241;Aalten;Werknemer;6.9;17.4
1242;Aalten;Zelfstandige;1.3;17.7
1243;Aalten;Totaal niet-actief;4.3;13.0
1244;Aalten;Werkloosheids- en bijstandsuitk. ontv.;;
1245;Aalten;Pensioenontvanger;3.1;13.8
1246;Angerlo;Totaal sociaal-economische categorie;3.3;17.3
1247;Angerlo;Totaal actief;2.3;19.3
1248;Angerlo;Werknemer;1.9;19.7
1249;Angerlo;Zelfstandige;0.3;17.2
1250;Angerlo;Totaal niet-actief;1.0;12.7
1251;Angerlo;Werkloosheids- en bijstandsuitk. ontv.;;
1252;Angerlo;Pensioenontvanger;0.6;14.0
1253;Apeldoorn;Totaal sociaal-economische categorie;106.6;17.7
1254;Apeldoorn;Totaal actief;66.7;19.7
1255;Apeldoorn;Werknemer;60.6;19.6
1256;Apeldoorn;Zelfstandige;6.0;21.4
1257;Apeldoorn;Totaal niet-actief;39.8;14.3
1258;Apeldoorn;Werkloosheids- en bijstandsuitk. ontv.;3.0;11.3
1259;Apeldoorn;Pensioenontvanger;25.9;16.0
1260;Arnhem;Totaal sociaal-economische categorie;91.6;17.1
1261;Arnhem;Totaal actief;58.5;19.0
1262;Arnhem;Werknemer;52.7;19.0
1263;Arnhem;Zelfstandige;5.7;19.4
1264;Arnhem;Totaal niet-actief;33.0;13.9
1265;Arnhem;Werkloosheids- en bijstandsuitk. ontv.;1.2;12.8
1266;Arnhem;Pensioenontvanger;19.9;15.9
1267;Barneveld;Totaal sociaal-economische categorie;29.8;17.6
1268;Barneveld;Totaal actief;20.8;19.3
1269;Barneveld;Werknemer;17.2;19.3
1270;Barneveld;Zelfstandige;3.6;19.2
1271;Barneveld;Totaal niet-actief;9.0;13.7
1272;Barneveld;Werkloosheids- en bijstandsuitk. ontv.;0.4;12.3
1273;Barneveld;Pensioenontvanger;6.0;15.5
1274;Bergh;Totaal sociaal-economische categorie;12.1;16.2
1275;Bergh;Totaal actief;7.6;18.0
1276;Bergh;Werknemer;6.5;18.2
1277;Bergh;Zelfstandige;1.1;16.9
1278;Bergh;Totaal niet-actief;4.5;13.2
1279;Bergh;Werkloosheids- en bijstandsuitk. ontv.;0.3;10.0
1280;Bergh;Pensioenontvanger;3.0;14.3
1281;Beuningen;Totaal sociaal-economische categorie;16.6;17.8
1282;Beuningen;Totaal actief;12.0;19.5
1283;Beuningen;Werknemer;10.7;19.3
1284;Beuningen;Zelfstandige;1.3;21.1
1285;Beuningen;Totaal niet-actief;4.6;13.5
1286;Beuningen;Werkloosheids- en bijstandsuitk. ontv.;0.3;12.2
1287;Beuningen;Pensioenontvanger;2.9;15.2
1288;Borculo;Totaal sociaal-economische categorie;7.0;15.9
1289;Borculo;Totaal actief;4.5;17.3
1290;Borculo;Werknemer;3.7;18.3
1291;Borculo;Zelfstandige;0.8;12.8
1292;Borculo;Totaal niet-actief;2.5;13.3
1293;Borculo;Werkloosheids- en bijstandsuitk. ontv.;;
1294;Borculo;Pensioenontvanger;1.8;14.1
1295;Brummen;Totaal sociaal-economische categorie;14.4;17.8
1296;Brummen;Totaal actief;9.1;19.9
1297;Brummen;Werknemer;8.0;19.7
1298;Brummen;Zelfstandige;1.1;21.1
1299;Brummen;Totaal niet-actief;5.3;14.4
1300;Brummen;Werkloosheids- en bijstandsuitk. ontv.;0.3;14.0
1301;Brummen;Pensioenontvanger;3.6;15.9
1302;Buren;Totaal sociaal-economische categorie;16.7;18.4
1303;Buren;Totaal actief;12.0;20.1
1304;Buren;Werknemer;9.8;20.3
1305;Buren;Zelfstandige;2.1;19.1
1306;Buren;Totaal niet-actief;4.7;14.1
1307;Buren;Werkloosheids- en bijstandsuitk. ontv.;0.2;12.4
1308;Buren;Pensioenontvanger;3.2;15.4
1309;Culemborg;Totaal sociaal-economische categorie;17.2;18.5
1310;Culemborg;Totaal actief;12.1;20.6
1311;Culemborg;Werknemer;11.0;20.5
1312;Culemborg;Zelfstandige;1.1;22.1
1313;Culemborg;Totaal niet-actief;5.1;13.5
1314;Culemborg;Werkloosheids- en bijstandsuitk. ontv.;0.5;10.0
1315;Culemborg;Pensioenontvanger;3.2;15.5
1316;Didam;Totaal sociaal-economische categorie;11.2;16.9
1317;Didam;Totaal actief;7.3;18.8
1318;Didam;Werknemer;6.5;18.5
1319;Didam;Zelfstandige;0.8;21.7
1320;Didam;Totaal niet-actief;3.9;13.1
1321;Didam;Werkloosheids- en bijstandsuitk. ontv.;0.3;11.0
1322;Didam;Pensioenontvanger;2.4;14.4
1323;Dinxperlo;Totaal sociaal-economische categorie;5.5;16.4
1324;Dinxperlo;Totaal actief;3.6;18.0
1325;Dinxperlo;Werknemer;3.2;17.6
1326;Dinxperlo;Zelfstandige;0.4;21.9
1327;Dinxperlo;Totaal niet-actief;1.9;13.3
1328;Dinxperlo;Werkloosheids- en bijstandsuitk. ontv.;;
1329;Dinxperlo;Pensioenontvanger;1.4;14.0
1330;Doesburg;Totaal sociaal-economische categorie;7.5;16.5
1331;Doesburg;Totaal actief;4.8;18.3
1332;Doesburg;Werknemer;4.3;18.7
1333;Doesburg;Zelfstandige;0.5;15.0
1334;Doesburg;Totaal niet-actief;2.7;13.3
1335;Doesburg;Werkloosheids- en bijstandsuitk. ontv.;0.3;11.6
1336;Doesburg;Pensioenontvanger;1.6;14.8
1337;Doetinchem;Totaal sociaal-economische categorie;33.1;16.8
1338;Doetinchem;Totaal actief;21.0;18.8
1339;Doetinchem;Werknemer;18.9;18.5
1340;Doetinchem;Zelfstandige;2.1;21.0
1341;Doetinchem;Totaal niet-actief;12.0;13.4
1342;Doetinchem;Werkloosheids- en bijstandsuitk. ontv.;1.1;11.4
1343;Doetinchem;Pensioenontvanger;7.5;15.1
1344;Druten;Totaal sociaal-economische categorie;11.7;17.1
1345;Druten;Totaal actief;8.1;19.4
1346;Druten;Werknemer;7.3;19.2
1347;Druten;Zelfstandige;0.8;21.4
1348;Druten;Totaal niet-actief;3.6;12.1
1349;Druten;Werkloosheids- en bijstandsuitk. ontv.;;
1350;Druten;Pensioenontvanger;2.2;13.4
1351;Duiven;Totaal sociaal-economische categorie;16.9;17.2
1352;Duiven;Totaal actief;12.0;18.9
1353;Duiven;Werknemer;10.9;19.2
1354;Duiven;Zelfstandige;1.1;16.6
1355;Duiven;Totaal niet-actief;4.9;13.0
1356;Duiven;Werkloosheids- en bijstandsuitk. ontv.;0.4;11.8
1357;Duiven;Pensioenontvanger;3.0;14.6
1358;Ede;Totaal sociaal-economische categorie;67.8;17.8
1359;Ede;Totaal actief;44.0;19.7
1360;Ede;Werknemer;38.2;19.5
1361;Ede;Zelfstandige;5.7;20.9
1362;Ede;Totaal niet-actief;23.8;14.4
1363;Ede;Werkloosheids- en bijstandsuitk. ontv.;1.6;11.5
1364;Ede;Pensioenontvanger;15.3;16.6
1365;Eibergen;Totaal sociaal-economische categorie;11.1;15.6
1366;Eibergen;Totaal actief;7.5;16.9
1367;Eibergen;Werknemer;5.9;17.8
1368;Eibergen;Zelfstandige;1.5;13.6
1369;Eibergen;Totaal niet-actief;3.6;12.9
1370;Eibergen;Werkloosheids- en bijstandsuitk. ontv.;0.2;10.6
1371;Eibergen;Pensioenontvanger;2.5;14.0
1372;Elburg;Totaal sociaal-economische categorie;13.5;17.2
1373;Elburg;Totaal actief;9.0;18.8
1374;Elburg;Werknemer;7.9;18.4
1375;Elburg;Zelfstandige;1.0;22.1
1376;Elburg;Totaal niet-actief;4.5;14.1
1377;Elburg;Werkloosheids- en bijstandsuitk. ontv.;0.2;12.4
1378;Elburg;Pensioenontvanger;3.0;15.4
1379;Epe;Totaal sociaal-economische categorie;22.4;17.2
1380;Epe;Totaal actief;13.6;18.9
1381;Epe;Werknemer;11.9;19.0
1382;Epe;Zelfstandige;1.7;17.9
1383;Epe;Totaal niet-actief;8.8;14.7
1384;Epe;Werkloosheids- en bijstandsuitk. ontv.;0.4;11.8
1385;Epe;Pensioenontvanger;6.2;16.3
1386;Ermelo;Totaal sociaal-economische categorie;17.8;17.7
1387;Ermelo;Totaal actief;10.9;19.8
1388;Ermelo;Werknemer;9.4;19.4
1389;Ermelo;Zelfstandige;1.5;22.4
1390;Ermelo;Totaal niet-actief;6.9;14.3
1391;Ermelo;Werkloosheids- en bijstandsuitk. ontv.;0.3;11.5
1392;Ermelo;Pensioenontvanger;4.5;16.3
1393;Geldermalsen;Totaal sociaal-economische categorie;16.5;18.6
1394;Geldermalsen;Totaal actief;11.6;20.7
1395;Geldermalsen;Werknemer;9.8;20.7
1396;Geldermalsen;Zelfstandige;1.7;20.5
1397;Geldermalsen;Totaal niet-actief;5.0;13.8
1398;Geldermalsen;Werkloosheids- en bijstandsuitk. ontv.;0.2;13.2
1399;Geldermalsen;Pensioenontvanger;3.4;15.2
1400;Gendringen;Totaal sociaal-economische categorie;13.6;15.8
1401;Gendringen;Totaal actief;8.8;17.5
1402;Gendringen;Werknemer;7.7;17.6
1403;Gendringen;Zelfstandige;1.1;17.2
1404;Gendringen;Totaal niet-actief;4.8;12.6
1405;Gendringen;Werkloosheids- en bijstandsuitk. ontv.;0.4;11.3
1406;Gendringen;Pensioenontvanger;3.0;13.5
1407;Gorssel;Totaal sociaal-economische categorie;9.2;19.5
1408;Gorssel;Totaal actief;5.2;21.7
1409;Gorssel;Werknemer;4.2;21.8
1410;Gorssel;Zelfstandige;0.9;21.7
1411;Gorssel;Totaal niet-actief;4.0;16.7
1412;Gorssel;Werkloosheids- en bijstandsuitk. ontv.;;
1413;Gorssel;Pensioenontvanger;3.1;18.2
1414;Groenlo;Totaal sociaal-economische categorie;6.7;16.4
1415;Groenlo;Totaal actief;4.2;17.9
1416;Groenlo;Werknemer;3.8;18.0
1417;Groenlo;Zelfstandige;0.4;17.0
