ID;Geslacht;Persoonskenmerken;Perioden;Verkeersdeelname_1;GebruikVanHetOpenbaarVervoer_2
308;Totaal mannen en vrouwen;Besteedbaar inkomen: 3e 20%-groep;2014;82.3;6.4
309;Totaal mannen en vrouwen;Besteedbaar inkomen: 3e 20%-groep;2015;81.5;5.7
310;Totaal mannen en vrouwen;Besteedbaar inkomen: 3e 20%-groep;2016;81.1;6.0
311;Totaal mannen en vrouwen;Besteedbaar inkomen: 3e 20%-groep;2017;79.7;5.9
312;Totaal mannen en vrouwen;Besteedbaar inkomen: 4e 20%-groep;2010;83.4;6.7
313;Totaal mannen en vrouwen;Besteedbaar inkomen: 4e 20%-groep;2011;82.1;6.7
314;Totaal mannen en vrouwen;Besteedbaar inkomen: 4e 20%-groep;2012;83.1;6.3
315;Totaal mannen en vrouwen;Besteedbaar inkomen: 4e 20%-groep;2013;82.0;6.1
316;Totaal mannen en vrouwen;Besteedbaar inkomen: 4e 20%-groep;2014;82.9;5.9
317;Totaal mannen en vrouwen;Besteedbaar inkomen: 4e 20%-groep;2015;82.5;6.7
318;Totaal mannen en vrouwen;Besteedbaar inkomen: 4e 20%-groep;2016;82.4;6.2
319;Totaal mannen en vrouwen;Besteedbaar inkomen: 4e 20%-groep;2017;81.0;6.1
320;Totaal mannen en vrouwen;Besteedbaar inkomen: 5e 20%-groep;2010;81.6;6.0
321;Totaal mannen en vrouwen;Besteedbaar inkomen: 5e 20%-groep;2011;82.8;6.8
322;Totaal mannen en vrouwen;Besteedbaar inkomen: 5e 20%-groep;2012;81.9;5.9
323;Totaal mannen en vrouwen;Besteedbaar inkomen: 5e 20%-groep;2013;82.5;6.9
324;Totaal mannen en vrouwen;Besteedbaar inkomen: 5e 20%-groep;2014;83.4;6.4
325;Totaal mannen en vrouwen;Besteedbaar inkomen: 5e 20%-groep;2015;82.0;6.4
326;Totaal mannen en vrouwen;Besteedbaar inkomen: 5e 20%-groep;2016;82.3;6.9
327;Totaal mannen en vrouwen;Besteedbaar inkomen: 5e 20%-groep;2017;82.1;7.1
328;Mannen;Totaal personen;2010;80.2;6.1
329;Mannen;Totaal personen;2011;80.2;6.7
330;Mannen;Totaal personen;2012;79.9;6.4
331;Mannen;Totaal personen;2013;80.0;6.5
332;Mannen;Totaal personen;2014;80.8;6.3
333;Mannen;Totaal personen;2015;79.5;6.2
334;Mannen;Totaal personen;2016;79.3;6.4
335;Mannen;Totaal personen;2017;78.9;6.7
336;Mannen;Actueel onderwijsniveau: laag;2010;75.5;4.9
337;Mannen;Actueel onderwijsniveau: laag;2011;74.3;5.1
338;Mannen;Actueel onderwijsniveau: laag;2012;75.3;5.3
339;Mannen;Actueel onderwijsniveau: laag;2013;75.4;5.7
340;Mannen;Actueel onderwijsniveau: laag;2014;75.3;5.5
341;Mannen;Actueel onderwijsniveau: laag;2015;74.6;5.6
342;Mannen;Actueel onderwijsniveau: laag;2016;73.9;5.3
343;Mannen;Actueel onderwijsniveau: laag;2017;73.3;5.3
344;Mannen;Actueel onderwijsniveau: middelbaar;2010;80.8;7.4
345;Mannen;Actueel onderwijsniveau: middelbaar;2011;81.3;8.6
346;Mannen;Actueel onderwijsniveau: middelbaar;2012;79.9;7.6
347;Mannen;Actueel onderwijsniveau: middelbaar;2013;80.2;8.1
348;Mannen;Actueel onderwijsniveau: middelbaar;2014;81.0;7.3
349;Mannen;Actueel onderwijsniveau: middelbaar;2015;79.8;7.5
350;Mannen;Actueel onderwijsniveau: middelbaar;2016;79.1;7.1
351;Mannen;Actueel onderwijsniveau: middelbaar;2017;79.4;8.0
352;Mannen;Actueel onderwijsniveau: hoog;2010;83.7;8.0
353;Mannen;Actueel onderwijsniveau: hoog;2011;83.0;8.6
354;Mannen;Actueel onderwijsniveau: hoog;2012;82.7;8.7
355;Mannen;Actueel onderwijsniveau: hoog;2013;82.6;8.5
356;Mannen;Actueel onderwijsniveau: hoog;2014;83.4;8.2
357;Mannen;Actueel onderwijsniveau: hoog;2015;81.8;7.7
358;Mannen;Actueel onderwijsniveau: hoog;2016;82.0;8.8
359;Mannen;Actueel onderwijsniveau: hoog;2017;81.3;8.8
360;Mannen;Migratieachtergrond: Nederland;2010;80.8;5.1
361;Mannen;Migratieachtergrond: Nederland;2011;80.4;5.5
362;Mannen;Migratieachtergrond: Nederland;2012;80.4;5.6
363;Mannen;Migratieachtergrond: Nederland;2013;80.5;5.6
364;Mannen;Migratieachtergrond: Nederland;2014;81.2;5.2
365;Mannen;Migratieachtergrond: Nederland;2015;79.9;5.4
366;Mannen;Migratieachtergrond: Nederland;2016;80.0;5.4
367;Mannen;Migratieachtergrond: Nederland;2017;79.7;5.9
368;Mannen;Migratieachtergrond: westers;2010;78.7;7.7
369;Mannen;Migratieachtergrond: westers;2011;77.6;8.1
370;Mannen;Migratieachtergrond: westers;2012;77.7;6.6
371;Mannen;Migratieachtergrond: westers;2013;77.9;7.6
372;Mannen;Migratieachtergrond: westers;2014;79.2;8.3
373;Mannen;Migratieachtergrond: westers;2015;77.9;6.3
374;Mannen;Migratieachtergrond: westers;2016;76.0;7.1
375;Mannen;Migratieachtergrond: westers;2017;76.3;7.5
376;Mannen;Migratieachtergrond: niet-westers;2010;77.4;12.5
377;Mannen;Migratieachtergrond: niet-westers;2011;80.6;14.1
378;Mannen;Migratieachtergrond: niet-westers;2012;78.0;11.8
379;Mannen;Migratieachtergrond: niet-westers;2013;78.7;11.6
380;Mannen;Migratieachtergrond: niet-westers;2014;79.6;12.0
381;Mannen;Migratieachtergrond: niet-westers;2015;78.6;11.6
382;Mannen;Migratieachtergrond: niet-westers;2016;77.9;11.9
383;Mannen;Migratieachtergrond: niet-westers;2017;76.0;11.1
384;Mannen;Hoogte inkomen: tot 10 000 euro;2010;79.9;12.8
385;Mannen;Hoogte inkomen: tot 10 000 euro;2011;78.9;15.5
386;Mannen;Hoogte inkomen: tot 10 000 euro;2012;75.5;13.7
387;Mannen;Hoogte inkomen: tot 10 000 euro;2013;78.8;14.2
388;Mannen;Hoogte inkomen: tot 10 000 euro;2014;78.5;13.1
389;Mannen;Hoogte inkomen: tot 10 000 euro;2015;79.0;12.8
390;Mannen;Hoogte inkomen: tot 10 000 euro;2016;79.0;14.0
391;Mannen;Hoogte inkomen: tot 10 000 euro;2017;81.5;20.0
392;Mannen;Hoogte inkomen: 10 000 tot 20 000 euro;2010;77.3;5.8
393;Mannen;Hoogte inkomen: 10 000 tot 20 000 euro;2011;78.1;6.2
394;Mannen;Hoogte inkomen: 10 000 tot 20 000 euro;2012;77.4;7.0
395;Mannen;Hoogte inkomen: 10 000 tot 20 000 euro;2013;77.1;6.2
396;Mannen;Hoogte inkomen: 10 000 tot 20 000 euro;2014;77.1;5.7
397;Mannen;Hoogte inkomen: 10 000 tot 20 000 euro;2015;76.7;6.1
398;Mannen;Hoogte inkomen: 10 000 tot 20 000 euro;2016;75.9;6.4
399;Mannen;Hoogte inkomen: 10 000 tot 20 000 euro;2017;73.3;7.1
400;Mannen;Hoogte inkomen: 20 000 tot 30 000 euro;2010;82.2;5.8
401;Mannen;Hoogte inkomen: 20 000 tot 30 000 euro;2011;81.1;6.1
402;Mannen;Hoogte inkomen: 20 000 tot 30 000 euro;2012;81.3;5.7
403;Mannen;Hoogte inkomen: 20 000 tot 30 000 euro;2013;81.8;5.5
404;Mannen;Hoogte inkomen: 20 000 tot 30 000 euro;2014;82.1;5.7
405;Mannen;Hoogte inkomen: 20 000 tot 30 000 euro;2015;80.7;5.3
406;Mannen;Hoogte inkomen: 20 000 tot 30 000 euro;2016;80.0;5.3
407;Mannen;Hoogte inkomen: 20 000 tot 30 000 euro;2017;80.4;5.6
408;Mannen;Hoogte inkomen: 30 000 tot 40 000 euro;2010;82.0;6.0
409;Mannen;Hoogte inkomen: 30 000 tot 40 000 euro;2011;82.4;7.0
410;Mannen;Hoogte inkomen: 30 000 tot 40 000 euro;2012;83.0;5.2
411;Mannen;Hoogte inkomen: 30 000 tot 40 000 euro;2013;82.1;6.9
412;Mannen;Hoogte inkomen: 30 000 tot 40 000 euro;2014;84.8;6.5
413;Mannen;Hoogte inkomen: 30 000 tot 40 000 euro;2015;81.8;6.7
414;Mannen;Hoogte inkomen: 30 000 tot 40 000 euro;2016;81.5;5.8
415;Mannen;Hoogte inkomen: 30 000 tot 40 000 euro;2017;81.0;6.1
416;Mannen;Hoogte inkomen: 40 000 tot 50 000 euro;2010;79.8;5.2
417;Mannen;Hoogte inkomen: 40 000 tot 50 000 euro;2011;81.4;5.7
418;Mannen;Hoogte inkomen: 40 000 tot 50 000 euro;2012;82.7;6.5
419;Mannen;Hoogte inkomen: 40 000 tot 50 000 euro;2013;82.1;6.8
420;Mannen;Hoogte inkomen: 40 000 tot 50 000 euro;2014;82.8;5.7
421;Mannen;Hoogte inkomen: 40 000 tot 50 000 euro;2015;80.0;5.7
422;Mannen;Hoogte inkomen: 40 000 tot 50 000 euro;2016;82.0;8.2
423;Mannen;Hoogte inkomen: 40 000 tot 50 000 euro;2017;81.7;7.4
424;Mannen;Hoogte inkomen: 50 000 euro of meer;2010;80.5;5.4
425;Mannen;Hoogte inkomen: 50 000 euro of meer;2011;80.1;5.1
426;Mannen;Hoogte inkomen: 50 000 euro of meer;2012;78.9;4.9
427;Mannen;Hoogte inkomen: 50 000 euro of meer;2013;79.4;5.0
428;Mannen;Hoogte inkomen: 50 000 euro of meer;2014;83.3;6.4
429;Mannen;Hoogte inkomen: 50 000 euro of meer;2015;82.2;5.5
430;Mannen;Hoogte inkomen: 50 000 euro of meer;2016;79.9;6.6
431;Mannen;Hoogte inkomen: 50 000 euro of meer;2017;78.9;7.0
432;Mannen;Leeftijd: 12 jaar of ouder;2010;79.7;6.8
433;Mannen;Leeftijd: 12 jaar of ouder;2011;79.5;7.5
434;Mannen;Leeftijd: 12 jaar of ouder;2012;79.2;7.2
435;Mannen;Leeftijd: 12 jaar of ouder;2013;79.4;7.3
436;Mannen;Leeftijd: 12 jaar of ouder;2014;80.0;6.9
437;Mannen;Leeftijd: 12 jaar of ouder;2015;78.9;6.9
438;Mannen;Leeftijd: 12 jaar of ouder;2016;78.4;7.1
439;Mannen;Leeftijd: 12 jaar of ouder;2017;78.2;7.4
440;Mannen;Leeftijd: 0 tot 12 jaar;2010;83.1;2.1
441;Mannen;Leeftijd: 0 tot 12 jaar;2011;84.4;1.5
442;Mannen;Leeftijd: 0 tot 12 jaar;2012;84.0;1.6
443;Mannen;Leeftijd: 0 tot 12 jaar;2013;83.8;1.2
444;Mannen;Leeftijd: 0 tot 12 jaar;2014;85.8;1.9
445;Mannen;Leeftijd: 0 tot 12 jaar;2015;83.8;1.5
446;Mannen;Leeftijd: 0 tot 12 jaar;2016;85.6;1.6
447;Mannen;Leeftijd: 0 tot 12 jaar;2017;84.1;1.9
448;Mannen;Leeftijd: 12 tot 18 jaar;2010;80.6;8.5
449;Mannen;Leeftijd: 12 tot 18 jaar;2011;81.0;9.1
450;Mannen;Leeftijd: 12 tot 18 jaar;2012;83.2;8.5
451;Mannen;Leeftijd: 12 tot 18 jaar;2013;82.4;9.4
452;Mannen;Leeftijd: 12 tot 18 jaar;2014;82.3;8.1
453;Mannen;Leeftijd: 12 tot 18 jaar;2015;81.4;7.9
454;Mannen;Leeftijd: 12 tot 18 jaar;2016;82.2;7.8
455;Mannen;Leeftijd: 12 tot 18 jaar;2017;79.9;9.5
456;Mannen;Leeftijd: 18 tot 25 jaar;2010;84.6;19.8
457;Mannen;Leeftijd: 18 tot 25 jaar;2011;84.1;22.7
458;Mannen;Leeftijd: 18 tot 25 jaar;2012;81.1;21.7
459;Mannen;Leeftijd: 18 tot 25 jaar;2013;81.8;22.0
460;Mannen;Leeftijd: 18 tot 25 jaar;2014;82.7;19.7
461;Mannen;Leeftijd: 18 tot 25 jaar;2015;81.0;21.9
462;Mannen;Leeftijd: 18 tot 25 jaar;2016;80.8;21.8
463;Mannen;Leeftijd: 18 tot 25 jaar;2017;80.9;20.8
464;Mannen;Leeftijd: 25 tot 35 jaar;2010;84.2;8.1
465;Mannen;Leeftijd: 25 tot 35 jaar;2011;86.1;9.8
466;Mannen;Leeftijd: 25 tot 35 jaar;2012;85.8;10.5
467;Mannen;Leeftijd: 25 tot 35 jaar;2013;84.9;10.3
468;Mannen;Leeftijd: 25 tot 35 jaar;2014;84.7;10.3
469;Mannen;Leeftijd: 25 tot 35 jaar;2015;83.7;8.4
470;Mannen;Leeftijd: 25 tot 35 jaar;2016;83.8;9.6
471;Mannen;Leeftijd: 25 tot 35 jaar;2017;83.9;11.3
472;Mannen;Leeftijd: 35 tot 50 jaar;2010;82.2;5.1
473;Mannen;Leeftijd: 35 tot 50 jaar;2011;81.4;5.1
474;Mannen;Leeftijd: 35 tot 50 jaar;2012;81.3;5.0
475;Mannen;Leeftijd: 35 tot 50 jaar;2013;83.1;5.0
476;Mannen;Leeftijd: 35 tot 50 jaar;2014;81.9;4.9
477;Mannen;Leeftijd: 35 tot 50 jaar;2015;82.6;5.1
478;Mannen;Leeftijd: 35 tot 50 jaar;2016;81.2;5.4
479;Mannen;Leeftijd: 35 tot 50 jaar;2017;81.2;5.7
480;Mannen;Leeftijd: 50 tot 65 jaar;2010;78.5;4.7
481;Mannen;Leeftijd: 50 tot 65 jaar;2011;78.7;4.7
482;Mannen;Leeftijd: 50 tot 65 jaar;2012;77.9;4.1
483;Mannen;Leeftijd: 50 tot 65 jaar;2013;79.0;3.9
484;Mannen;Leeftijd: 50 tot 65 jaar;2014;80.3;4.5
485;Mannen;Leeftijd: 50 tot 65 jaar;2015;78.8;4.5
486;Mannen;Leeftijd: 50 tot 65 jaar;2016;78.4;4.5
487;Mannen;Leeftijd: 50 tot 65 jaar;2017;77.6;4.4
488;Mannen;Leeftijd: 65 tot 75 jaar;2010;75.6;2.8
489;Mannen;Leeftijd: 65 tot 75 jaar;2011;72.3;3.3
490;Mannen;Leeftijd: 65 tot 75 jaar;2012;73.0;3.0
491;Mannen;Leeftijd: 65 tot 75 jaar;2013;72.0;3.0
492;Mannen;Leeftijd: 65 tot 75 jaar;2014;73.6;2.7
493;Mannen;Leeftijd: 65 tot 75 jaar;2015;71.9;2.7
494;Mannen;Leeftijd: 65 tot 75 jaar;2016;73.3;2.7
495;Mannen;Leeftijd: 65 tot 75 jaar;2017;72.5;2.6
496;Mannen;Leeftijd: 75 jaar of ouder;2010;60.2;1.6
497;Mannen;Leeftijd: 75 jaar of ouder;2011;61.6;2.7
498;Mannen;Leeftijd: 75 jaar of ouder;2012;63.7;2.5
499;Mannen;Leeftijd: 75 jaar of ouder;2013;61.0;3.4
500;Mannen;Leeftijd: 75 jaar of ouder;2014;66.8;2.0
501;Mannen;Leeftijd: 75 jaar of ouder;2015;63.2;2.4
502;Mannen;Leeftijd: 75 jaar of ouder;2016;60.0;2.4
503;Mannen;Leeftijd: 75 jaar of ouder;2017;63.7;2.8
504;Mannen;Bezit rijbewijs: geen auto beschikbaar;2010;78.9;9.9
505;Mannen;Bezit rijbewijs: geen auto beschikbaar;2011;80.3;10.5
506;Mannen;Bezit rijbewijs: geen auto beschikbaar;2012;80.7;10.9
507;Mannen;Bezit rijbewijs: geen auto beschikbaar;2013;79.3;10.2
508;Mannen;Bezit rijbewijs: geen auto beschikbaar;2014;80.8;10.0
509;Mannen;Bezit rijbewijs: geen auto beschikbaar;2015;79.3;9.7
510;Mannen;Bezit rijbewijs: geen auto beschikbaar;2016;79.2;10.0
511;Mannen;Bezit rijbewijs: geen auto beschikbaar;2017;78.6;10.9
512;Mannen;Bezit rijbewijs: soms auto beschikbaar;2010;79.1;9.2
513;Mannen;Bezit rijbewijs: soms auto beschikbaar;2011;79.4;10.8
514;Mannen;Bezit rijbewijs: soms auto beschikbaar;2012;77.8;9.8
515;Mannen;Bezit rijbewijs: soms auto beschikbaar;2013;77.6;10.9
516;Mannen;Bezit rijbewijs: soms auto beschikbaar;2014;79.4;10.3
517;Mannen;Bezit rijbewijs: soms auto beschikbaar;2015;78.0;11.7
518;Mannen;Bezit rijbewijs: soms auto beschikbaar;2016;77.9;9.8
519;Mannen;Bezit rijbewijs: soms auto beschikbaar;2017;78.0;11.3
520;Mannen;Bezit rijbewijs: bezit auto;2010;81.3;3.1
521;Mannen;Bezit rijbewijs: bezit auto;2011;80.3;3.2
522;Mannen;Bezit rijbewijs: bezit auto;2012;79.9;2.8
523;Mannen;Bezit rijbewijs: bezit auto;2013;81.1;3.1
524;Mannen;Bezit rijbewijs: bezit auto;2014;81.2;2.9
525;Mannen;Bezit rijbewijs: bezit auto;2015;80.0;2.7
526;Mannen;Bezit rijbewijs: bezit auto;2016;79.8;3.2
527;Mannen;Bezit rijbewijs: bezit auto;2017;79.4;2.9
528;Mannen;Categorie: arbeidsongeschikte;2010;67.9;3.2
529;Mannen;Categorie: arbeidsongeschikte;2011;66.8;3.2
530;Mannen;Categorie: arbeidsongeschikte;2012;67.9;5.6
531;Mannen;Categorie: arbeidsongeschikte;2013;65.9;2.8
532;Mannen;Categorie: arbeidsongeschikte;2014;66.3;4.8
533;Mannen;Categorie: arbeidsongeschikte;2015;69.9;3.5
534;Mannen;Categorie: arbeidsongeschikte;2016;68.3;3.9
535;Mannen;Categorie: arbeidsongeschikte;2017;66.8;3.7
536;Mannen;Categorie: baby's/kleuters;2010;80.5;2.0
537;Mannen;Categorie: baby's/kleuters;2011;82.2;1.8
538;Mannen;Categorie: baby's/kleuters;2012;81.0;1.9
539;Mannen;Categorie: baby's/kleuters;2013;81.6;1.2
540;Mannen;Categorie: baby's/kleuters;2014;84.1;2.0
541;Mannen;Categorie: baby's/kleuters;2015;81.7;1.9
542;Mannen;Categorie: baby's/kleuters;2016;83.7;1.9
543;Mannen;Categorie: baby's/kleuters;2017;84.1;2.4
544;Mannen;Categorie: werkzaam 12 tot 30 uur pw;2010;84.0;11.8
545;Mannen;Categorie: werkzaam 12 tot 30 uur pw;2011;84.7;10.1
546;Mannen;Categorie: werkzaam 12 tot 30 uur pw;2012;81.2;9.8
547;Mannen;Categorie: werkzaam 12 tot 30 uur pw;2013;81.5;10.3
548;Mannen;Categorie: werkzaam 12 tot 30 uur pw;2014;84.4;10.9
549;Mannen;Categorie: werkzaam 12 tot 30 uur pw;2015;82.5;9.7
550;Mannen;Categorie: werkzaam 12 tot 30 uur pw;2016;78.9;10.9
551;Mannen;Categorie: werkzaam 12 tot 30 uur pw;2017;80.8;11.0
552;Mannen;Categorie: werkzaam >= 30 uur pw;2010;84.1;5.9
553;Mannen;Categorie: werkzaam >= 30 uur pw;2011;83.6;6.2
554;Mannen;Categorie: werkzaam >= 30 uur pw;2012;83.6;5.9
555;Mannen;Categorie: werkzaam >= 30 uur pw;2013;84.2;6.2
556;Mannen;Categorie: werkzaam >= 30 uur pw;2014;83.9;5.6
557;Mannen;Categorie: werkzaam >= 30 uur pw;2015;83.5;5.6
558;Mannen;Categorie: werkzaam >= 30 uur pw;2016;83.2;6.1
559;Mannen;Categorie: werkzaam >= 30 uur pw;2017;82.3;6.3
560;Mannen;Categorie: scholier/student;2010;82.9;10.9
561;Mannen;Categorie: scholier/student;2011;83.6;12.3
562;Mannen;Categorie: scholier/student;2012;83.7;11.7
563;Mannen;Categorie: scholier/student;2013;83.4;11.7
564;Mannen;Categorie: scholier/student;2014;84.2;11.6
565;Mannen;Categorie: scholier/student;2015;82.5;11.8
566;Mannen;Categorie: scholier/student;2016;83.3;11.5
567;Mannen;Categorie: scholier/student;2017;81.3;12.1
568;Mannen;Categorie: werkloos;2010;73.2;4.2
569;Mannen;Categorie: werkloos;2011;71.7;7.5
570;Mannen;Categorie: werkloos;2012;67.8;7.4
571;Mannen;Categorie: werkloos;2013;73.0;6.7
572;Mannen;Categorie: werkloos;2014;74.7;6.1
573;Mannen;Categorie: werkloos;2015;72.2;6.0
574;Mannen;Categorie: werkloos;2016;71.8;5.9
575;Mannen;Categorie: werkloos;2017;69.6;6.2
576;Mannen;Categorie: overig;2010;68.6;4.3
577;Mannen;Categorie: overig;2011;71.3;6.6
578;Mannen;Categorie: overig;2012;70.9;5.3
579;Mannen;Categorie: overig;2013;74.0;5.3
580;Mannen;Categorie: overig;2014;72.3;4.7
581;Mannen;Categorie: overig;2015;75.0;4.9
582;Mannen;Categorie: overig;2016;67.4;4.8
583;Mannen;Categorie: overig;2017;73.9;7.7
584;Mannen;Categorie: gepensioneerd/VUT;2010;70.0;2.3
585;Mannen;Categorie: gepensioneerd/VUT;2011;69.5;2.8
586;Mannen;Categorie: gepensioneerd/VUT;2012;69.6;2.6
587;Mannen;Categorie: gepensioneerd/VUT;2013;68.9;3.0
588;Mannen;Categorie: gepensioneerd/VUT;2014;71.6;2.5
589;Mannen;Categorie: gepensioneerd/VUT;2015;68.3;2.5
590;Mannen;Categorie: gepensioneerd/VUT;2016;68.6;2.6
591;Mannen;Categorie: gepensioneerd/VUT;2017;69.7;2.7
592;Mannen;Studenten met OV-weekkaart;2010;86.4;32.7
593;Mannen;Studenten met OV-weekkaart;2011;83.9;39.6
594;Mannen;Studenten met OV-weekkaart;2012;80.6;37.8
595;Mannen;Studenten met OV-weekkaart;2013;81.1;37.5
596;Mannen;Studenten met OV-weekkaart;2014;84.2;37.7
597;Mannen;Studenten met OV-weekkaart;2015;81.9;37.0
598;Mannen;Studenten met OV-weekkaart;2016;81.0;34.1
599;Mannen;Studenten met OV-weekkaart;2017;81.5;36.9
600;Mannen;Studenten met OV-weekendkaart;2010;87.3;23.7
601;Mannen;Studenten met OV-weekendkaart;2011;88.5;23.0
602;Mannen;Studenten met OV-weekendkaart;2012;86.6;23.3
603;Mannen;Studenten met OV-weekendkaart;2013;88.8;19.3
604;Mannen;Studenten met OV-weekendkaart;2014;91.6;19.1
605;Mannen;Studenten met OV-weekendkaart;2015;82.4;29.1
606;Mannen;Studenten met OV-weekendkaart;2016;74.6;23.0
607;Mannen;Studenten met OV-weekendkaart;2017;84.3;24.7
608;Mannen;Personen zonder studenten-OV-kaart;2010;79.9;4.9
609;Mannen;Personen zonder studenten-OV-kaart;2011;80.0;5.1
610;Mannen;Personen zonder studenten-OV-kaart;2012;79.9;5.1
611;Mannen;Personen zonder studenten-OV-kaart;2013;80.0;5.2
612;Mannen;Personen zonder studenten-OV-kaart;2014;80.6;4.9
613;Mannen;Personen zonder studenten-OV-kaart;2015;79.4;4.7
614;Mannen;Personen zonder studenten-OV-kaart;2016;79.3;5.2
615;Mannen;Personen zonder studenten-OV-kaart;2017;78.8;5.2
616;Mannen;Besteedbaar inkomen: 1e 20%-groep;2010;76.4;7.8
617;Mannen;Besteedbaar inkomen: 1e 20%-groep;2011;77.5;9.1
618;Mannen;Besteedbaar inkomen: 1e 20%-groep;2012;76.3;9.2
619;Mannen;Besteedbaar inkomen: 1e 20%-groep;2013;76.1;8.9
620;Mannen;Besteedbaar inkomen: 1e 20%-groep;2014;77.1;8.3
621;Mannen;Besteedbaar inkomen: 1e 20%-groep;2015;77.0;8.4
622;Mannen;Besteedbaar inkomen: 1e 20%-groep;2016;76.1;8.0
623;Mannen;Besteedbaar inkomen: 1e 20%-groep;2017;74.4;10.2
624;Mannen;Besteedbaar inkomen: 2e 20%-groep;2010;79.7;5.1
625;Mannen;Besteedbaar inkomen: 2e 20%-groep;2011;79.0;5.0
626;Mannen;Besteedbaar inkomen: 2e 20%-groep;2012;78.7;5.8
627;Mannen;Besteedbaar inkomen: 2e 20%-groep;2013;79.7;5.4
628;Mannen;Besteedbaar inkomen: 2e 20%-groep;2014;78.5;4.4
629;Mannen;Besteedbaar inkomen: 2e 20%-groep;2015;76.9;4.4
630;Mannen;Besteedbaar inkomen: 2e 20%-groep;2016;78.1;5.3
631;Mannen;Besteedbaar inkomen: 2e 20%-groep;2017;76.1;5.8
632;Mannen;Besteedbaar inkomen: 3e 20%-groep;2010;81.6;5.5
633;Mannen;Besteedbaar inkomen: 3e 20%-groep;2011;81.4;6.1
634;Mannen;Besteedbaar inkomen: 3e 20%-groep;2012;81.0;5.4
635;Mannen;Besteedbaar inkomen: 3e 20%-groep;2013;81.1;5.5
636;Mannen;Besteedbaar inkomen: 3e 20%-groep;2014;81.5;6.5
637;Mannen;Besteedbaar inkomen: 3e 20%-groep;2015;81.0;5.1
638;Mannen;Besteedbaar inkomen: 3e 20%-groep;2016;81.2;5.2
639;Mannen;Besteedbaar inkomen: 3e 20%-groep;2017;80.6;5.6
640;Mannen;Besteedbaar inkomen: 4e 20%-groep;2010;83.6;6.5
641;Mannen;Besteedbaar inkomen: 4e 20%-groep;2011;81.6;6.4
642;Mannen;Besteedbaar inkomen: 4e 20%-groep;2012;82.8;6.0
643;Mannen;Besteedbaar inkomen: 4e 20%-groep;2013;82.3;5.9
644;Mannen;Besteedbaar inkomen: 4e 20%-groep;2014;83.4;4.9
645;Mannen;Besteedbaar inkomen: 4e 20%-groep;2015;82.2;6.8
646;Mannen;Besteedbaar inkomen: 4e 20%-groep;2016;81.3;5.7
647;Mannen;Besteedbaar inkomen: 4e 20%-groep;2017;80.7;6.1
648;Mannen;Besteedbaar inkomen: 5e 20%-groep;2010;80.4;5.5
649;Mannen;Besteedbaar inkomen: 5e 20%-groep;2011;81.6;6.3
650;Mannen;Besteedbaar inkomen: 5e 20%-groep;2012;81.6;5.5
651;Mannen;Besteedbaar inkomen: 5e 20%-groep;2013;81.7;6.4
652;Mannen;Besteedbaar inkomen: 5e 20%-groep;2014;84.3;6.6
653;Mannen;Besteedbaar inkomen: 5e 20%-groep;2015;81.5;5.9
654;Mannen;Besteedbaar inkomen: 5e 20%-groep;2016;81.2;7.2
655;Mannen;Besteedbaar inkomen: 5e 20%-groep;2017;81.2;6.8
656;Vrouwen;Totaal personen;2010;79.4;7.4
657;Vrouwen;Totaal personen;2011;79.6;7.6
658;Vrouwen;Totaal personen;2012;79.2;7.0
659;Vrouwen;Totaal personen;2013;79.5;7.5
660;Vrouwen;Totaal personen;2014;79.7;7.1
661;Vrouwen;Totaal personen;2015;78.9;7.6
662;Vrouwen;Totaal personen;2016;78.6;7.2
663;Vrouwen;Totaal personen;2017;77.8;7.3
664;Vrouwen;Actueel onderwijsniveau: laag;2010;71.3;6.4
665;Vrouwen;Actueel onderwijsniveau: laag;2011;70.9;6.3
666;Vrouwen;Actueel onderwijsniveau: laag;2012;71.1;5.8
667;Vrouwen;Actueel onderwijsniveau: laag;2013;71.8;6.3
668;Vrouwen;Actueel onderwijsniveau: laag;2014;71.8;6.4
669;Vrouwen;Actueel onderwijsniveau: laag;2015;70.3;5.9
670;Vrouwen;Actueel onderwijsniveau: laag;2016;68.5;5.9
671;Vrouwen;Actueel onderwijsniveau: laag;2017;67.6;5.1
672;Vrouwen;Actueel onderwijsniveau: middelbaar;2010;82.2;9.1
673;Vrouwen;Actueel onderwijsniveau: middelbaar;2011;82.2;9.1
674;Vrouwen;Actueel onderwijsniveau: middelbaar;2012;82.0;8.6
675;Vrouwen;Actueel onderwijsniveau: middelbaar;2013;81.3;9.6
676;Vrouwen;Actueel onderwijsniveau: middelbaar;2014;81.7;9.1
677;Vrouwen;Actueel onderwijsniveau: middelbaar;2015;81.4;10.0
678;Vrouwen;Actueel onderwijsniveau: middelbaar;2016;80.8;8.5
679;Vrouwen;Actueel onderwijsniveau: middelbaar;2017;79.7;8.7
680;Vrouwen;Actueel onderwijsniveau: hoog;2010;85.4;10.2
681;Vrouwen;Actueel onderwijsniveau: hoog;2011;85.2;11.0
682;Vrouwen;Actueel onderwijsniveau: hoog;2012;84.8;9.5
683;Vrouwen;Actueel onderwijsniveau: hoog;2013;84.2;9.8
684;Vrouwen;Actueel onderwijsniveau: hoog;2014;83.9;8.7
685;Vrouwen;Actueel onderwijsniveau: hoog;2015;83.9;9.7
