ID;Geslacht;Leeftijd;GestandaardiseerdInkomen;GeneesmiddelengroepATC;Perioden;PersonenMetVerstrekteGeneesmiddelen_1;PersonenMetGeneesmiddelenRelatief_2;GedefinieerdeDagdosesDDD_3;GedefinieerdeDagdosesDDDRelatief_4
2655;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J06B Immunoglobulinen;2015;5985.0;0.03;;
2656;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J06B Immunoglobulinen;2016;5710.0;0.03;;
2657;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J06B Immunoglobulinen;2017;5425.0;0.03;;
2658;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J06B Immunoglobulinen;2018;5565.0;0.03;;
2659;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J06B Immunoglobulinen;2019;6610.0;0.04;;
2660;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J06B Immunoglobulinen;2020;11160.0;0.06;0.0;0.0
2661;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J06B Immunoglobulinen;2021;10155.0;0.06;0.0;0.0
2662;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J06B Immunoglobulinen;2022;10585.0;0.06;0.0;0.0
2663;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J06B Immunoglobulinen;2023;10915.0;0.06;0.0;0.0
2664;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07 Vaccins;2012;111740.0;0.65;;
2665;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07 Vaccins;2013;113030.0;0.66;;
2666;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07 Vaccins;2014;120720.0;0.7;;
2667;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07 Vaccins;2015;123500.0;0.71;;
2668;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07 Vaccins;2016;132420.0;0.76;;
2669;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07 Vaccins;2017;136940.0;0.78;;
2670;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07 Vaccins;2018;150970.0;0.86;;
2671;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07 Vaccins;2019;158035.0;0.89;;
2672;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07 Vaccins;2020;154645.0;0.87;0.0;0.0
2673;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07 Vaccins;2021;152380.0;0.85;0.0;0.0
2674;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07 Vaccins;2022;172205.0;0.95;0.0;0.0
2675;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07 Vaccins;2023;168075.0;0.92;0.0;0.0
2676;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07A Bacteriële vaccins;2012;101715.0;0.6;;
2677;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07A Bacteriële vaccins;2013;105480.0;0.62;;
2678;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07A Bacteriële vaccins;2014;114060.0;0.66;;
2679;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07A Bacteriële vaccins;2015;117925.0;0.68;;
2680;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07A Bacteriële vaccins;2016;127385.0;0.73;;
2681;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07A Bacteriële vaccins;2017;132480.0;0.76;;
2682;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07A Bacteriële vaccins;2018;144230.0;0.82;;
2683;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07A Bacteriële vaccins;2019;150220.0;0.85;;
2684;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07A Bacteriële vaccins;2020;150615.0;0.85;0.0;0.0
2685;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07A Bacteriële vaccins;2021;148175.0;0.83;0.0;0.0
2686;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07A Bacteriële vaccins;2022;165330.0;0.91;0.0;0.0
2687;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07A Bacteriële vaccins;2023;159575.0;0.87;0.0;0.0
2688;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07B Virale vaccins;2012;9140.0;0.05;;
2689;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07B Virale vaccins;2013;6755.0;0.04;;
2690;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07B Virale vaccins;2014;6010.0;0.03;;
2691;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07B Virale vaccins;2015;5070.0;0.03;;
2692;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07B Virale vaccins;2016;4960.0;0.03;;
2693;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07B Virale vaccins;2017;4180.0;0.02;;
2694;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07B Virale vaccins;2018;4130.0;0.02;;
2695;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07B Virale vaccins;2019;4655.0;0.03;;
2696;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07B Virale vaccins;2020;3605.0;0.02;0.0;0.0
2697;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07B Virale vaccins;2021;3985.0;0.02;0.0;0.0
2698;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07B Virale vaccins;2022;8255.0;0.05;0.0;0.0
2699;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07B Virale vaccins;2023;11075.0;0.06;0.0;0.0
2700;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07C Bacteriële vaccins m virale vaccins;2012;2040.0;0.01;;
2701;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07C Bacteriële vaccins m virale vaccins;2013;1585.0;0.01;;
2702;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07C Bacteriële vaccins m virale vaccins;2014;1455.0;0.01;;
2703;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07C Bacteriële vaccins m virale vaccins;2015;1090.0;0.01;;
2704;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07C Bacteriële vaccins m virale vaccins;2016;405.0;0.0;;
2705;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07C Bacteriële vaccins m virale vaccins;2017;555.0;0.0;;
2706;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07C Bacteriële vaccins m virale vaccins;2018;2890.0;0.02;;
2707;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07C Bacteriële vaccins m virale vaccins;2019;3580.0;0.02;;
2708;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07C Bacteriële vaccins m virale vaccins;2020;705.0;0.0;0.0;0.0
2709;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07C Bacteriële vaccins m virale vaccins;2021;540.0;0.0;0.0;0.0
2710;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07C Bacteriële vaccins m virale vaccins;2022;695.0;0.0;0.0;0.0
2711;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07C Bacteriële vaccins m virale vaccins;2023;1610.0;0.01;0.0;0.0
2712;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07X Overige vaccins;2012;0.0;0.0;;
2713;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07X Overige vaccins;2013;0.0;0.0;;
2714;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07X Overige vaccins;2014;0.0;0.0;;
2715;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07X Overige vaccins;2015;0.0;0.0;;
2716;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07X Overige vaccins;2016;0.0;0.0;;
2717;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07X Overige vaccins;2017;0.0;0.0;;
2718;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07X Overige vaccins;2018;0.0;0.0;;
2719;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07X Overige vaccins;2019;0.0;0.0;;
2720;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07X Overige vaccins;2020;0.0;0.0;0.0;0.0
2721;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07X Overige vaccins;2021;0.0;0.0;0.0;0.0
2722;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07X Overige vaccins;2022;0.0;0.0;0.0;0.0
2723;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);J07X Overige vaccins;2023;0.0;0.0;0.0;0.0
2724;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L Oncolytica en immunomodulantia;2012;291525.0;1.71;;
2725;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L Oncolytica en immunomodulantia;2013;294275.0;1.72;;
2726;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L Oncolytica en immunomodulantia;2014;295075.0;1.72;;
2727;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L Oncolytica en immunomodulantia;2015;281600.0;1.63;;
2728;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L Oncolytica en immunomodulantia;2016;293820.0;1.69;;
2729;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L Oncolytica en immunomodulantia;2017;300875.0;1.72;;
2730;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L Oncolytica en immunomodulantia;2018;312670.0;1.78;;
2731;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L Oncolytica en immunomodulantia;2019;330915.0;1.87;;
2732;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L Oncolytica en immunomodulantia;2020;339820.0;1.91;80464.0;4521.0
2733;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L Oncolytica en immunomodulantia;2021;361825.0;2.02;82650.0;4615.0
2734;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L Oncolytica en immunomodulantia;2022;366365.0;2.02;83238.0;4585.0
2735;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L Oncolytica en immunomodulantia;2023;376695.0;2.06;84461.0;4614.0
2736;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01 Oncolytica;2012;82015.0;0.48;;
2737;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01 Oncolytica;2013;80830.0;0.47;;
2738;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01 Oncolytica;2014;87970.0;0.51;;
2739;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01 Oncolytica;2015;70115.0;0.41;;
2740;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01 Oncolytica;2016;80285.0;0.46;;
2741;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01 Oncolytica;2017;62060.0;0.35;;
2742;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01 Oncolytica;2018;68660.0;0.39;;
2743;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01 Oncolytica;2019;78085.0;0.44;;
2744;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01 Oncolytica;2020;83850.0;0.47;2960.0;166.0
2745;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01 Oncolytica;2021;93065.0;0.52;3443.0;192.0
2746;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01 Oncolytica;2022;98610.0;0.54;3838.0;211.0
2747;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01 Oncolytica;2023;105140.0;0.57;4173.0;228.0
2748;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01A Alkylerende middelen;2012;5405.0;0.03;;
2749;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01A Alkylerende middelen;2013;5255.0;0.03;;
2750;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01A Alkylerende middelen;2014;5460.0;0.03;;
2751;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01A Alkylerende middelen;2015;0.0;0.0;;
2752;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01A Alkylerende middelen;2016;0.0;0.0;;
2753;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01A Alkylerende middelen;2017;0.0;0.0;;
2754;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01A Alkylerende middelen;2018;0.0;0.0;;
2755;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01A Alkylerende middelen;2019;0.0;0.0;;
2756;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01A Alkylerende middelen;2020;0.0;0.0;0.0;0.0
2757;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01A Alkylerende middelen;2021;0.0;0.0;0.0;0.0
2758;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01A Alkylerende middelen;2022;0.0;0.0;0.0;0.0
2759;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01A Alkylerende middelen;2023;0.0;0.0;0.0;0.0
2760;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01B Antimetabolieten;2012;67395.0;0.39;;
2761;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01B Antimetabolieten;2013;70365.0;0.41;;
2762;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01B Antimetabolieten;2014;76720.0;0.45;;
2763;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01B Antimetabolieten;2015;69965.0;0.4;;
2764;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01B Antimetabolieten;2016;79930.0;0.46;;
2765;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01B Antimetabolieten;2017;61605.0;0.35;;
2766;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01B Antimetabolieten;2018;68120.0;0.39;;
2767;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01B Antimetabolieten;2019;77430.0;0.44;;
2768;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01B Antimetabolieten;2020;83115.0;0.47;2960.0;166.0
2769;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01B Antimetabolieten;2021;91875.0;0.51;3443.0;192.0
2770;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01B Antimetabolieten;2022;97045.0;0.53;3607.0;199.0
2771;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01B Antimetabolieten;2023;103300.0;0.56;3894.0;213.0
2772;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01C Alkaloïden en ov. natuurlijke prod.;2012;615.0;0.0;;
2773;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01C Alkaloïden en ov. natuurlijke prod.;2013;630.0;0.0;;
2774;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01C Alkaloïden en ov. natuurlijke prod.;2014;630.0;0.0;;
2775;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01C Alkaloïden en ov. natuurlijke prod.;2015;0.0;0.0;;
2776;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01C Alkaloïden en ov. natuurlijke prod.;2016;0.0;0.0;;
2777;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01C Alkaloïden en ov. natuurlijke prod.;2017;0.0;0.0;;
2778;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01C Alkaloïden en ov. natuurlijke prod.;2018;0.0;0.0;;
2779;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01C Alkaloïden en ov. natuurlijke prod.;2019;0.0;0.0;;
2780;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01C Alkaloïden en ov. natuurlijke prod.;2020;0.0;0.0;0.0;0.0
2781;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01C Alkaloïden en ov. natuurlijke prod.;2021;0.0;0.0;0.0;0.0
2782;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01C Alkaloïden en ov. natuurlijke prod.;2022;30.0;0.0;0.0;0.0
2783;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01C Alkaloïden en ov. natuurlijke prod.;2023;0.0;0.0;0.0;0.0
2784;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01D Cytotoxische antibiotica+verw verb.;2012;20.0;0.0;;
2785;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01D Cytotoxische antibiotica+verw verb.;2013;20.0;0.0;;
2786;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01D Cytotoxische antibiotica+verw verb.;2014;10.0;0.0;;
2787;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01D Cytotoxische antibiotica+verw verb.;2015;0.0;0.0;;
2788;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01D Cytotoxische antibiotica+verw verb.;2016;0.0;0.0;;
2789;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01D Cytotoxische antibiotica+verw verb.;2017;0.0;0.0;;
2790;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01D Cytotoxische antibiotica+verw verb.;2018;0.0;0.0;;
2791;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01D Cytotoxische antibiotica+verw verb.;2019;0.0;0.0;;
2792;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01D Cytotoxische antibiotica+verw verb.;2020;0.0;0.0;0.0;0.0
2793;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01D Cytotoxische antibiotica+verw verb.;2021;0.0;0.0;0.0;0.0
2794;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01D Cytotoxische antibiotica+verw verb.;2022;0.0;0.0;0.0;0.0
2795;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01D Cytotoxische antibiotica+verw verb.;2023;0.0;0.0;0.0;0.0
2796;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01E Overige proteinekinaseremmers;2012;;;;
2797;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01E Overige proteinekinaseremmers;2013;;;;
2798;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01E Overige proteinekinaseremmers;2014;;;;
2799;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01E Overige proteinekinaseremmers;2015;;;;
2800;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01E Overige proteinekinaseremmers;2016;;;;
2801;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01E Overige proteinekinaseremmers;2017;;;;
2802;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01E Overige proteinekinaseremmers;2018;;;;
2803;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01E Overige proteinekinaseremmers;2019;;;;
2804;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01E Overige proteinekinaseremmers;2020;;;;
2805;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01E Overige proteinekinaseremmers;2021;1185.0;0.01;0.0;0.0
2806;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01E Overige proteinekinaseremmers;2022;1490.0;0.01;231.0;13.0
2807;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01E Overige proteinekinaseremmers;2023;1750.0;0.01;279.0;15.0
2808;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01F Monoklonale antilichamen en a.c.;2012;;;;
2809;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01F Monoklonale antilichamen en a.c.;2013;;;;
2810;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01F Monoklonale antilichamen en a.c.;2014;;;;
2811;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01F Monoklonale antilichamen en a.c.;2015;;;;
2812;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01F Monoklonale antilichamen en a.c.;2016;;;;
2813;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01F Monoklonale antilichamen en a.c.;2017;;;;
2814;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01F Monoklonale antilichamen en a.c.;2018;;;;
2815;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01F Monoklonale antilichamen en a.c.;2019;;;;
2816;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01F Monoklonale antilichamen en a.c.;2020;;;;
2817;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01F Monoklonale antilichamen en a.c.;2021;;;;
2818;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01F Monoklonale antilichamen en a.c.;2022;5.0;0.0;0.0;0.0
2819;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01F Monoklonale antilichamen en a.c.;2023;0.0;0.0;0.0;0.0
2820;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01X Overige oncolytica;2012;9870.0;0.06;;
2821;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01X Overige oncolytica;2013;5620.0;0.03;;
2822;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01X Overige oncolytica;2014;6270.0;0.04;;
2823;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01X Overige oncolytica;2015;145.0;0.0;;
2824;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01X Overige oncolytica;2016;360.0;0.0;;
2825;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01X Overige oncolytica;2017;465.0;0.0;;
2826;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01X Overige oncolytica;2018;555.0;0.0;;
2827;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01X Overige oncolytica;2019;660.0;0.0;;
2828;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01X Overige oncolytica;2020;750.0;0.0;0.0;0.0
2829;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01X Overige oncolytica;2021;50.0;0.0;0.0;0.0
2830;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01X Overige oncolytica;2022;110.0;0.0;0.0;0.0
2831;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L01X Overige oncolytica;2023;165.0;0.0;0.0;0.0
2832;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02 Hormonen;2012;95915.0;0.56;;
2833;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02 Hormonen;2013;96350.0;0.56;;
2834;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02 Hormonen;2014;86865.0;0.51;;
2835;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02 Hormonen;2015;86710.0;0.5;;
2836;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02 Hormonen;2016;88550.0;0.51;;
2837;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02 Hormonen;2017;89770.0;0.51;;
2838;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02 Hormonen;2018;91175.0;0.52;;
2839;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02 Hormonen;2019;93115.0;0.53;;
2840;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02 Hormonen;2020;94785.0;0.53;32052.0;1801.0
2841;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02 Hormonen;2021;98370.0;0.55;32021.0;1788.0
2842;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02 Hormonen;2022;101445.0;0.56;32443.0;1787.0
2843;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02 Hormonen;2023;103320.0;0.56;32731.0;1788.0
2844;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02A Hormonen;2012;40930.0;0.24;;
2845;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02A Hormonen;2013;39665.0;0.23;;
2846;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02A Hormonen;2014;28640.0;0.17;;
2847;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02A Hormonen;2015;27875.0;0.16;;
2848;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02A Hormonen;2016;28775.0;0.17;;
2849;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02A Hormonen;2017;29645.0;0.17;;
2850;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02A Hormonen;2018;31360.0;0.18;;
2851;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02A Hormonen;2019;33245.0;0.19;;
2852;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02A Hormonen;2020;35345.0;0.2;10603.0;596.0
2853;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02A Hormonen;2021;37565.0;0.21;11142.0;622.0
2854;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02A Hormonen;2022;39495.0;0.22;11761.0;648.0
2855;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02A Hormonen;2023;41415.0;0.23;12437.0;679.0
2856;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02B Antihormonen;2012;66640.0;0.39;;
2857;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02B Antihormonen;2013;67655.0;0.39;;
2858;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02B Antihormonen;2014;68775.0;0.4;;
2859;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02B Antihormonen;2015;69120.0;0.4;;
2860;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02B Antihormonen;2016;70035.0;0.4;;
2861;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02B Antihormonen;2017;70225.0;0.4;;
2862;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02B Antihormonen;2018;69740.0;0.4;;
2863;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02B Antihormonen;2019;70035.0;0.4;;
2864;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02B Antihormonen;2020;69410.0;0.39;21449.0;1205.0
2865;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02B Antihormonen;2021;70675.0;0.39;20879.0;1166.0
2866;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02B Antihormonen;2022;71735.0;0.4;20682.0;1139.0
2867;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L02B Antihormonen;2023;71455.0;0.39;20294.0;1109.0
2868;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L03 Immunostimulantia;2012;17710.0;0.1;;
2869;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L03 Immunostimulantia;2013;17610.0;0.1;;
2870;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L03 Immunostimulantia;2014;16380.0;0.1;;
2871;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L03 Immunostimulantia;2015;14910.0;0.09;;
2872;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L03 Immunostimulantia;2016;13370.0;0.08;;
2873;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);L03 Immunostimulantia;2017;12400.0;0.07;;
