ID;Migratieachtergrond;Perioden;TotaalLevendGeborenKinderen_1;GemiddeldKindertalPerVrouw_2
600;(voormalige) Nederlandse Antillen, Aruba;2058;1470;1.75
601;(voormalige) Nederlandse Antillen, Aruba;2059;1472;1.75
602;Suriname;2017;1227;1.61
603;Suriname;2018;1188;1.67
604;Suriname;2019;1148;1.72
605;Suriname;2020;1090;1.75
606;Suriname;2021;1020;1.75
607;Suriname;2022;953;1.75
608;Suriname;2023;893;1.75
609;Suriname;2024;838;1.75
610;Suriname;2025;787;1.75
611;Suriname;2026;741;1.75
612;Suriname;2027;700;1.75
613;Suriname;2028;661;1.75
614;Suriname;2029;627;1.75
615;Suriname;2030;596;1.75
616;Suriname;2031;569;1.75
617;Suriname;2032;545;1.75
618;Suriname;2033;524;1.75
619;Suriname;2034;505;1.75
620;Suriname;2035;489;1.75
621;Suriname;2036;475;1.75
622;Suriname;2037;463;1.75
623;Suriname;2038;454;1.75
624;Suriname;2039;446;1.75
625;Suriname;2040;441;1.75
626;Suriname;2041;437;1.75
627;Suriname;2042;434;1.75
628;Suriname;2043;432;1.75
629;Suriname;2044;431;1.75
630;Suriname;2045;430;1.75
631;Suriname;2046;430;1.75
632;Suriname;2047;430;1.75
633;Suriname;2048;430;1.75
634;Suriname;2049;430;1.75
635;Suriname;2050;429;1.75
636;Suriname;2051;429;1.75
637;Suriname;2052;429;1.75
638;Suriname;2053;428;1.75
639;Suriname;2054;427;1.75
640;Suriname;2055;426;1.75
641;Suriname;2056;425;1.75
642;Suriname;2057;424;1.75
643;Suriname;2058;423;1.75
644;Suriname;2059;422;1.75
645;Turkije;2017;2360;2.2
646;Turkije;2018;2206;2.19
647;Turkije;2019;2052;2.18
648;Turkije;2020;1908;2.16
649;Turkije;2021;1779;2.15
650;Turkije;2022;1664;2.13
651;Turkije;2023;1564;2.12
652;Turkije;2024;1476;2.1
653;Turkije;2025;1401;2.09
654;Turkije;2026;1339;2.07
655;Turkije;2027;1288;2.06
656;Turkije;2028;1246;2.04
657;Turkije;2029;1212;2.02
658;Turkije;2030;1184;2.01
659;Turkije;2031;1161;1.99
660;Turkije;2032;1142;1.98
661;Turkije;2033;1127;1.96
662;Turkije;2034;1115;1.95
663;Turkije;2035;1105;1.93
664;Turkije;2036;1099;1.92
665;Turkije;2037;1095;1.91
666;Turkije;2038;1093;1.9
667;Turkije;2039;1092;1.89
668;Turkije;2040;1093;1.88
669;Turkije;2041;1095;1.87
670;Turkije;2042;1099;1.86
671;Turkije;2043;1103;1.86
672;Turkije;2044;1109;1.85
673;Turkije;2045;1115;1.85
674;Turkije;2046;1122;1.85
675;Turkije;2047;1129;1.85
676;Turkije;2048;1136;1.85
677;Turkije;2049;1143;1.85
678;Turkije;2050;1148;1.85
679;Turkije;2051;1152;1.85
680;Turkije;2052;1156;1.85
681;Turkije;2053;1158;1.85
682;Turkije;2054;1160;1.85
683;Turkije;2055;1161;1.85
684;Turkije;2056;1161;1.85
685;Turkije;2057;1161;1.85
686;Turkije;2058;1159;1.85
687;Turkije;2059;1158;1.85
