ID;Bestemming;Perioden;WaardeInWerkelijkePrijzen_1;WaardePrijsniveau2010_2;VolumemutatieTOVVoorafgaandJaar_3;Prijsindexcijfers_4
887;17 Papierindustrie;1992;;;;
888;17 Papierindustrie;1993;;;;
889;17 Papierindustrie;1994;;;;
890;17 Papierindustrie;1995;351.0;328.0;;107.1
891;17 Papierindustrie;1996;416.0;398.0;21.4;104.6
892;17 Papierindustrie;1997;420.0;399.0;0.2;105.4
893;17 Papierindustrie;1998;488.0;469.0;17.6;104.1
894;17 Papierindustrie;1999;434.0;425.0;-9.4;102.2
895;17 Papierindustrie;2000;426.0;413.0;-2.8;103.2
896;17 Papierindustrie;2001;424.0;409.0;-0.9;103.7
897;17 Papierindustrie;2002;447.0;432.0;5.7;103.4
898;17 Papierindustrie;2003;264.0;261.0;-39.6;101.1
899;17 Papierindustrie;2004;383.0;380.0;45.5;100.9
900;17 Papierindustrie;2005;418.0;416.0;9.7;100.4
901;17 Papierindustrie;2006;276.0;275.0;-34.0;100.4
902;17 Papierindustrie;2007;247.0;247.0;-10.1;100.0
903;17 Papierindustrie;2008;212.0;208.0;-15.8;101.9
904;17 Papierindustrie;2009;185.0;182.0;-12.7;101.9
905;17 Papierindustrie;2010;157.0;157.0;-13.5;100.0
906;17 Papierindustrie;2011;176.0;177.0;12.7;99.4
907;17 Papierindustrie;2012;186.0;185.0;4.5;100.5
908;17 Papierindustrie;2013;203.0;200.0;8.1;101.5
909;17 Papierindustrie;2014;175.0;172.0;-13.8;101.5
910;17 Papierindustrie;2015;204.0;199.0;15.4;102.5
911;17 Papierindustrie;2016;;;;
912;18 Grafische industrie;1969;;;;
913;18 Grafische industrie;1970;;;;
914;18 Grafische industrie;1971;;;;
915;18 Grafische industrie;1972;;;;
916;18 Grafische industrie;1973;;;;
917;18 Grafische industrie;1974;;;;
918;18 Grafische industrie;1975;;;;
919;18 Grafische industrie;1976;;;;
920;18 Grafische industrie;1977;;;;
921;18 Grafische industrie;1978;;;;
922;18 Grafische industrie;1979;;;;
923;18 Grafische industrie;1980;;;;
924;18 Grafische industrie;1981;;;;
925;18 Grafische industrie;1982;;;;
926;18 Grafische industrie;1983;;;;
927;18 Grafische industrie;1984;;;;
928;18 Grafische industrie;1985;;;;
929;18 Grafische industrie;1986;;;;
930;18 Grafische industrie;1987;;;;
931;18 Grafische industrie;1988;;;;
932;18 Grafische industrie;1989;;;;
933;18 Grafische industrie;1990;;;;
934;18 Grafische industrie;1991;;;;
935;18 Grafische industrie;1992;;;;
936;18 Grafische industrie;1993;;;;
937;18 Grafische industrie;1994;;;;
938;18 Grafische industrie;1995;482.0;451.0;;106.9
939;18 Grafische industrie;1996;448.0;430.0;-4.6;104.1
940;18 Grafische industrie;1997;513.0;498.0;15.8;102.9
941;18 Grafische industrie;1998;598.0;579.0;16.2;103.3
942;18 Grafische industrie;1999;477.0;467.0;-19.4;102.2
943;18 Grafische industrie;2000;453.0;432.0;-7.3;104.8
944;18 Grafische industrie;2001;401.0;382.0;-11.7;105.0
945;18 Grafische industrie;2002;370.0;358.0;-6.2;103.3
946;18 Grafische industrie;2003;298.0;303.0;-15.4;98.4
947;18 Grafische industrie;2004;308.0;311.0;2.7;99.0
948;18 Grafische industrie;2005;333.0;338.0;8.8;98.4
949;18 Grafische industrie;2006;309.0;317.0;-6.3;97.5
950;18 Grafische industrie;2007;338.0;343.0;8.1;98.7
951;18 Grafische industrie;2008;394.0;389.0;13.6;101.2
952;18 Grafische industrie;2009;269.0;268.0;-31.2;100.5
953;18 Grafische industrie;2010;207.0;207.0;-22.7;100.0
954;18 Grafische industrie;2011;256.0;255.0;23.2;100.4
955;18 Grafische industrie;2012;234.0;233.0;-8.6;100.4
956;18 Grafische industrie;2013;228.0;227.0;-2.6;100.4
957;18 Grafische industrie;2014;250.0;250.0;10.1;100.0
958;18 Grafische industrie;2015;228.0;224.0;-10.4;101.8
959;18 Grafische industrie;2016;;;;
960;19 Aardolie-industrie;1969;;;;
961;19 Aardolie-industrie;1970;;;;
962;19 Aardolie-industrie;1971;;;;
963;19 Aardolie-industrie;1972;;;;
964;19 Aardolie-industrie;1973;;;;
965;19 Aardolie-industrie;1974;;;;
966;19 Aardolie-industrie;1975;;;;
967;19 Aardolie-industrie;1976;;;;
968;19 Aardolie-industrie;1977;;;;
969;19 Aardolie-industrie;1978;;;;
970;19 Aardolie-industrie;1979;;;;
971;19 Aardolie-industrie;1980;;;;
972;19 Aardolie-industrie;1981;;;;
973;19 Aardolie-industrie;1982;;;;
974;19 Aardolie-industrie;1983;;;;
975;19 Aardolie-industrie;1984;;;;
976;19 Aardolie-industrie;1985;;;;
977;19 Aardolie-industrie;1986;;;;
978;19 Aardolie-industrie;1987;;;;
979;19 Aardolie-industrie;1988;;;;
980;19 Aardolie-industrie;1989;;;;
981;19 Aardolie-industrie;1990;;;;
982;19 Aardolie-industrie;1991;;;;
983;19 Aardolie-industrie;1992;;;;
984;19 Aardolie-industrie;1993;;;;
985;19 Aardolie-industrie;1994;;;;
986;19 Aardolie-industrie;1995;446.0;517.0;;86.3
987;19 Aardolie-industrie;1996;402.0;464.0;-10.1;86.6
988;19 Aardolie-industrie;1997;462.0;523.0;12.7;88.3
989;19 Aardolie-industrie;1998;446.0;502.0;-4.1;88.9
990;19 Aardolie-industrie;1999;399.0;444.0;-11.4;89.8
991;19 Aardolie-industrie;2000;406.0;446.0;0.3;91.1
992;19 Aardolie-industrie;2001;411.0;446.0;0.0;92.2
993;19 Aardolie-industrie;2002;367.0;391.0;-12.2;93.8
994;19 Aardolie-industrie;2003;375.0;396.0;1.1;94.8
995;19 Aardolie-industrie;2004;378.0;398.0;0.5;95.0
996;19 Aardolie-industrie;2005;416.0;431.0;8.5;96.4
997;19 Aardolie-industrie;2006;498.0;509.0;18.0;97.8
998;19 Aardolie-industrie;2007;429.0;435.0;-14.7;98.7
999;19 Aardolie-industrie;2008;603.0;601.0;38.2;100.4
1000;19 Aardolie-industrie;2009;519.0;517.0;-13.9;100.4
1001;19 Aardolie-industrie;2010;509.0;509.0;-1.5;100.0
1002;19 Aardolie-industrie;2011;669.0;661.0;29.9;101.2
1003;19 Aardolie-industrie;2012;866.0;837.0;26.6;103.5
1004;19 Aardolie-industrie;2013;614.0;584.0;-30.3;105.2
1005;19 Aardolie-industrie;2014;872.0;823.0;41.0;105.9
1006;19 Aardolie-industrie;2015;898.0;832.0;1.0;108.0
1007;19 Aardolie-industrie;2016;;;;
1008;20-21 Chemie en farmaceutische industrie;1969;;;;
1009;20-21 Chemie en farmaceutische industrie;1970;;;;
1010;20-21 Chemie en farmaceutische industrie;1971;;;;
1011;20-21 Chemie en farmaceutische industrie;1972;;;;
1012;20-21 Chemie en farmaceutische industrie;1973;;;;
1013;20-21 Chemie en farmaceutische industrie;1974;;;;
1014;20-21 Chemie en farmaceutische industrie;1975;;;;
1015;20-21 Chemie en farmaceutische industrie;1976;;;;
1016;20-21 Chemie en farmaceutische industrie;1977;;;;
1017;20-21 Chemie en farmaceutische industrie;1978;;;;
1018;20-21 Chemie en farmaceutische industrie;1979;;;;
1019;20-21 Chemie en farmaceutische industrie;1980;;;;
1020;20-21 Chemie en farmaceutische industrie;1981;;;;
1021;20-21 Chemie en farmaceutische industrie;1982;;;;
1022;20-21 Chemie en farmaceutische industrie;1983;;;;
1023;20-21 Chemie en farmaceutische industrie;1984;;;;
1024;20-21 Chemie en farmaceutische industrie;1985;;;;
1025;20-21 Chemie en farmaceutische industrie;1986;;;;
1026;20-21 Chemie en farmaceutische industrie;1987;;;;
1027;20-21 Chemie en farmaceutische industrie;1988;;;;
1028;20-21 Chemie en farmaceutische industrie;1989;;;;
1029;20-21 Chemie en farmaceutische industrie;1990;;;;
1030;20-21 Chemie en farmaceutische industrie;1991;;;;
1031;20-21 Chemie en farmaceutische industrie;1992;;;;
1032;20-21 Chemie en farmaceutische industrie;1993;;;;
1033;20-21 Chemie en farmaceutische industrie;1994;;;;
1034;20-21 Chemie en farmaceutische industrie;1995;1924.0;2519.0;;76.4
1035;20-21 Chemie en farmaceutische industrie;1996;2129.0;2736.0;8.6;77.8
1036;20-21 Chemie en farmaceutische industrie;1997;2341.0;2978.0;8.8;78.6
1037;20-21 Chemie en farmaceutische industrie;1998;2339.0;2936.0;-1.4;79.7
1038;20-21 Chemie en farmaceutische industrie;1999;2537.0;3176.0;8.2;79.9
1039;20-21 Chemie en farmaceutische industrie;2000;2389.0;2908.0;-8.4;82.2
1040;20-21 Chemie en farmaceutische industrie;2001;2040.0;2425.0;-16.6;84.1
1041;20-21 Chemie en farmaceutische industrie;2002;2735.0;3168.0;30.6;86.3
1042;20-21 Chemie en farmaceutische industrie;2003;2822.0;3246.0;2.5;86.9
1043;20-21 Chemie en farmaceutische industrie;2004;2409.0;2753.0;-15.2;87.5
1044;20-21 Chemie en farmaceutische industrie;2005;2382.0;2672.0;-2.9;89.2
1045;20-21 Chemie en farmaceutische industrie;2006;2896.0;3173.0;18.8;91.3
1046;20-21 Chemie en farmaceutische industrie;2007;2810.0;3004.0;-5.3;93.5
1047;20-21 Chemie en farmaceutische industrie;2008;3224.0;3349.0;11.5;96.3
1048;20-21 Chemie en farmaceutische industrie;2009;3010.0;3040.0;-9.2;99.0
1049;20-21 Chemie en farmaceutische industrie;2010;2621.0;2621.0;-13.8;100.0
1050;20-21 Chemie en farmaceutische industrie;2011;3239.0;3210.0;22.5;100.9
1051;20-21 Chemie en farmaceutische industrie;2012;3316.0;3236.0;0.8;102.5
1052;20-21 Chemie en farmaceutische industrie;2013;2937.0;2858.0;-11.7;102.8
1053;20-21 Chemie en farmaceutische industrie;2014;2867.0;2777.0;-2.8;103.2
1054;20-21 Chemie en farmaceutische industrie;2015;4076.0;3888.0;40.0;104.8
1055;20-21 Chemie en farmaceutische industrie;2016;;;;
1056;20 Chemische industrie;1969;;;;
1057;20 Chemische industrie;1970;;;;
1058;20 Chemische industrie;1971;;;;
1059;20 Chemische industrie;1972;;;;
1060;20 Chemische industrie;1973;;;;
1061;20 Chemische industrie;1974;;;;
1062;20 Chemische industrie;1975;;;;
1063;20 Chemische industrie;1976;;;;
1064;20 Chemische industrie;1977;;;;
1065;20 Chemische industrie;1978;;;;
1066;20 Chemische industrie;1979;;;;
1067;20 Chemische industrie;1980;;;;
1068;20 Chemische industrie;1981;;;;
1069;20 Chemische industrie;1982;;;;
1070;20 Chemische industrie;1983;;;;
1071;20 Chemische industrie;1984;;;;
1072;20 Chemische industrie;1985;;;;
1073;20 Chemische industrie;1986;;;;
1074;20 Chemische industrie;1987;;;;
1075;20 Chemische industrie;1988;;;;
1076;20 Chemische industrie;1989;;;;
1077;20 Chemische industrie;1990;;;;
1078;20 Chemische industrie;1991;;;;
1079;20 Chemische industrie;1992;;;;
1080;20 Chemische industrie;1993;;;;
1081;20 Chemische industrie;1994;;;;
1082;20 Chemische industrie;1995;1377.0;1802.0;;76.4
1083;20 Chemische industrie;1996;1575.0;2021.0;12.1;77.9
1084;20 Chemische industrie;1997;1776.0;2255.0;11.6;78.8
1085;20 Chemische industrie;1998;1732.0;2166.0;-3.9;80.0
1086;20 Chemische industrie;1999;1817.0;2269.0;4.8;80.1
1087;20 Chemische industrie;2000;1701.0;2067.0;-8.9;82.3
1088;20 Chemische industrie;2001;1385.0;1643.0;-20.5;84.3
1089;20 Chemische industrie;2002;2047.0;2371.0;44.3;86.3
1090;20 Chemische industrie;2003;2134.0;2469.0;4.1;86.4
1091;20 Chemische industrie;2004;1766.0;2028.0;-17.9;87.1
1092;20 Chemische industrie;2005;1728.0;1946.0;-4.0;88.8
1093;20 Chemische industrie;2006;2185.0;2408.0;23.7;90.7
1094;20 Chemische industrie;2007;2152.0;2309.0;-4.1;93.2
1095;20 Chemische industrie;2008;2504.0;2609.0;13.0;96.0
1096;20 Chemische industrie;2009;2203.0;2232.0;-14.5;98.7
1097;20 Chemische industrie;2010;1832.0;1832.0;-17.9;100.0
1098;20 Chemische industrie;2011;2493.0;2471.0;34.9;100.9
1099;20 Chemische industrie;2012;2628.0;2560.0;3.6;102.6
1100;20 Chemische industrie;2013;2280.0;2215.0;-13.5;102.9
1101;20 Chemische industrie;2014;2136.0;2065.0;-6.8;103.5
1102;20 Chemische industrie;2015;2755.0;2627.0;27.2;104.9
1103;20 Chemische industrie;2016;;;;
1104;21 Farmaceutische industrie;1969;;;;
1105;21 Farmaceutische industrie;1970;;;;
1106;21 Farmaceutische industrie;1971;;;;
1107;21 Farmaceutische industrie;1972;;;;
1108;21 Farmaceutische industrie;1973;;;;
1109;21 Farmaceutische industrie;1974;;;;
1110;21 Farmaceutische industrie;1975;;;;
1111;21 Farmaceutische industrie;1976;;;;
1112;21 Farmaceutische industrie;1977;;;;
1113;21 Farmaceutische industrie;1978;;;;
1114;21 Farmaceutische industrie;1979;;;;
1115;21 Farmaceutische industrie;1980;;;;
1116;21 Farmaceutische industrie;1981;;;;
1117;21 Farmaceutische industrie;1982;;;;
1118;21 Farmaceutische industrie;1983;;;;
1119;21 Farmaceutische industrie;1984;;;;
1120;21 Farmaceutische industrie;1985;;;;
1121;21 Farmaceutische industrie;1986;;;;
1122;21 Farmaceutische industrie;1987;;;;
1123;21 Farmaceutische industrie;1988;;;;
1124;21 Farmaceutische industrie;1989;;;;
1125;21 Farmaceutische industrie;1990;;;;
1126;21 Farmaceutische industrie;1991;;;;
1127;21 Farmaceutische industrie;1992;;;;
1128;21 Farmaceutische industrie;1993;;;;
1129;21 Farmaceutische industrie;1994;;;;
1130;21 Farmaceutische industrie;1995;547.0;719.0;;76.1
1131;21 Farmaceutische industrie;1996;554.0;717.0;-0.2;77.2
1132;21 Farmaceutische industrie;1997;565.0;725.0;1.1;77.9
1133;21 Farmaceutische industrie;1998;607.0;772.0;6.5;78.6
1134;21 Farmaceutische industrie;1999;720.0;910.0;17.8;79.1
1135;21 Farmaceutische industrie;2000;688.0;844.0;-7.2;81.5
1136;21 Farmaceutische industrie;2001;655.0;785.0;-7.0;83.4
1137;21 Farmaceutische industrie;2002;688.0;798.0;1.7;86.2
1138;21 Farmaceutische industrie;2003;688.0;780.0;-2.3;88.2
1139;21 Farmaceutische industrie;2004;643.0;725.0;-7.0;88.6
1140;21 Farmaceutische industrie;2005;654.0;725.0;0.0;90.1
1141;21 Farmaceutische industrie;2006;711.0;767.0;5.7;92.8
1142;21 Farmaceutische industrie;2007;658.0;698.0;-9.0;94.3
1143;21 Farmaceutische industrie;2008;720.0;742.0;6.4;97.0
1144;21 Farmaceutische industrie;2009;807.0;809.0;9.0;99.7
1145;21 Farmaceutische industrie;2010;789.0;789.0;-2.5;100.0
1146;21 Farmaceutische industrie;2011;746.0;739.0;-6.3;100.9
1147;21 Farmaceutische industrie;2012;688.0;676.0;-8.6;101.8
1148;21 Farmaceutische industrie;2013;657.0;643.0;-4.8;102.1
1149;21 Farmaceutische industrie;2014;731.0;714.0;11.0;102.4
1150;21 Farmaceutische industrie;2015;1321.0;1265.0;77.3;104.4
1151;21 Farmaceutische industrie;2016;;;;
1152;22-23 Kunststof- en bouwmateriaalindustr;1969;;;;
1153;22-23 Kunststof- en bouwmateriaalindustr;1970;;;;
1154;22-23 Kunststof- en bouwmateriaalindustr;1971;;;;
1155;22-23 Kunststof- en bouwmateriaalindustr;1972;;;;
1156;22-23 Kunststof- en bouwmateriaalindustr;1973;;;;
1157;22-23 Kunststof- en bouwmateriaalindustr;1974;;;;
1158;22-23 Kunststof- en bouwmateriaalindustr;1975;;;;
1159;22-23 Kunststof- en bouwmateriaalindustr;1976;;;;
1160;22-23 Kunststof- en bouwmateriaalindustr;1977;;;;
1161;22-23 Kunststof- en bouwmateriaalindustr;1978;;;;
1162;22-23 Kunststof- en bouwmateriaalindustr;1979;;;;
1163;22-23 Kunststof- en bouwmateriaalindustr;1980;;;;
1164;22-23 Kunststof- en bouwmateriaalindustr;1981;;;;
1165;22-23 Kunststof- en bouwmateriaalindustr;1982;;;;
1166;22-23 Kunststof- en bouwmateriaalindustr;1983;;;;
1167;22-23 Kunststof- en bouwmateriaalindustr;1984;;;;
1168;22-23 Kunststof- en bouwmateriaalindustr;1985;;;;
1169;22-23 Kunststof- en bouwmateriaalindustr;1986;;;;
1170;22-23 Kunststof- en bouwmateriaalindustr;1987;;;;
1171;22-23 Kunststof- en bouwmateriaalindustr;1988;;;;
1172;22-23 Kunststof- en bouwmateriaalindustr;1989;;;;
1173;22-23 Kunststof- en bouwmateriaalindustr;1990;;;;
1174;22-23 Kunststof- en bouwmateriaalindustr;1991;;;;
1175;22-23 Kunststof- en bouwmateriaalindustr;1992;;;;
1176;22-23 Kunststof- en bouwmateriaalindustr;1993;;;;
1177;22-23 Kunststof- en bouwmateriaalindustr;1994;;;;
1178;22-23 Kunststof- en bouwmateriaalindustr;1995;563.0;601.0;;93.6
1179;22-23 Kunststof- en bouwmateriaalindustr;1996;611.0;668.0;11.0;91.5
1180;22-23 Kunststof- en bouwmateriaalindustr;1997;577.0;631.0;-5.6;91.5
1181;22-23 Kunststof- en bouwmateriaalindustr;1998;658.0;723.0;14.7;91.0
1182;22-23 Kunststof- en bouwmateriaalindustr;1999;680.0;750.0;3.6;90.7
1183;22-23 Kunststof- en bouwmateriaalindustr;2000;662.0;720.0;-4.0;91.9
1184;22-23 Kunststof- en bouwmateriaalindustr;2001;699.0;747.0;3.8;93.5
1185;22-23 Kunststof- en bouwmateriaalindustr;2002;676.0;717.0;-4.0;94.2
1186;22-23 Kunststof- en bouwmateriaalindustr;2003;596.0;635.0;-11.5;93.9
1187;22-23 Kunststof- en bouwmateriaalindustr;2004;581.0;614.0;-3.2;94.6
1188;22-23 Kunststof- en bouwmateriaalindustr;2005;610.0;645.0;5.0;94.6
1189;22-23 Kunststof- en bouwmateriaalindustr;2006;649.0;682.0;5.7;95.2
1190;22-23 Kunststof- en bouwmateriaalindustr;2007;779.0;813.0;19.3;95.8
1191;22-23 Kunststof- en bouwmateriaalindustr;2008;746.0;763.0;-6.2;97.7
1192;22-23 Kunststof- en bouwmateriaalindustr;2009;623.0;633.0;-17.0;98.4
1193;22-23 Kunststof- en bouwmateriaalindustr;2010;555.0;555.0;-12.4;100.0
1194;22-23 Kunststof- en bouwmateriaalindustr;2011;683.0;676.0;21.8;101.0
1195;22-23 Kunststof- en bouwmateriaalindustr;2012;582.0;575.0;-14.9;101.2
1196;22-23 Kunststof- en bouwmateriaalindustr;2013;637.0;629.0;9.5;101.2
1197;22-23 Kunststof- en bouwmateriaalindustr;2014;619.0;614.0;-2.5;100.9
1198;22-23 Kunststof- en bouwmateriaalindustr;2015;660.0;656.0;6.9;100.6
1199;22-23 Kunststof- en bouwmateriaalindustr;2016;;;;
1200;22 Rubber- en kunststofproductindustrie;1969;;;;
1201;22 Rubber- en kunststofproductindustrie;1970;;;;
1202;22 Rubber- en kunststofproductindustrie;1971;;;;
1203;22 Rubber- en kunststofproductindustrie;1972;;;;
1204;22 Rubber- en kunststofproductindustrie;1973;;;;
1205;22 Rubber- en kunststofproductindustrie;1974;;;;
1206;22 Rubber- en kunststofproductindustrie;1975;;;;
1207;22 Rubber- en kunststofproductindustrie;1976;;;;
1208;22 Rubber- en kunststofproductindustrie;1977;;;;
1209;22 Rubber- en kunststofproductindustrie;1978;;;;
1210;22 Rubber- en kunststofproductindustrie;1979;;;;
1211;22 Rubber- en kunststofproductindustrie;1980;;;;
1212;22 Rubber- en kunststofproductindustrie;1981;;;;
1213;22 Rubber- en kunststofproductindustrie;1982;;;;
1214;22 Rubber- en kunststofproductindustrie;1983;;;;
1215;22 Rubber- en kunststofproductindustrie;1984;;;;
1216;22 Rubber- en kunststofproductindustrie;1985;;;;
1217;22 Rubber- en kunststofproductindustrie;1986;;;;
1218;22 Rubber- en kunststofproductindustrie;1987;;;;
1219;22 Rubber- en kunststofproductindustrie;1988;;;;
1220;22 Rubber- en kunststofproductindustrie;1989;;;;
1221;22 Rubber- en kunststofproductindustrie;1990;;;;
1222;22 Rubber- en kunststofproductindustrie;1991;;;;
1223;22 Rubber- en kunststofproductindustrie;1992;;;;
1224;22 Rubber- en kunststofproductindustrie;1993;;;;
1225;22 Rubber- en kunststofproductindustrie;1994;;;;
1226;22 Rubber- en kunststofproductindustrie;1995;326.0;352.0;;92.6
1227;22 Rubber- en kunststofproductindustrie;1996;387.0;434.0;23.3;89.1
1228;22 Rubber- en kunststofproductindustrie;1997;335.0;375.0;-13.7;89.4
1229;22 Rubber- en kunststofproductindustrie;1998;385.0;431.0;14.9;89.4
1230;22 Rubber- en kunststofproductindustrie;1999;406.0;453.0;5.2;89.6
1231;22 Rubber- en kunststofproductindustrie;2000;389.0;429.0;-5.4;90.8
1232;22 Rubber- en kunststofproductindustrie;2001;397.0;432.0;0.8;91.9
1233;22 Rubber- en kunststofproductindustrie;2002;379.0;411.0;-4.8;92.2
1234;22 Rubber- en kunststofproductindustrie;2003;374.0;407.0;-1.1;91.9
1235;22 Rubber- en kunststofproductindustrie;2004;371.0;398.0;-2.1;93.2
1236;22 Rubber- en kunststofproductindustrie;2005;401.0;430.0;8.1;93.2
1237;22 Rubber- en kunststofproductindustrie;2006;358.0;383.0;-11.0;93.4
1238;22 Rubber- en kunststofproductindustrie;2007;466.0;495.0;29.1;94.2
1239;22 Rubber- en kunststofproductindustrie;2008;373.0;386.0;-21.9;96.6
1240;22 Rubber- en kunststofproductindustrie;2009;338.0;345.0;-10.7;98.0
1241;22 Rubber- en kunststofproductindustrie;2010;302.0;302.0;-12.4;100.0
1242;22 Rubber- en kunststofproductindustrie;2011;424.0;418.0;38.4;101.4
1243;22 Rubber- en kunststofproductindustrie;2012;380.0;374.0;-10.6;101.7
1244;22 Rubber- en kunststofproductindustrie;2013;404.0;396.0;6.1;102.0
1245;22 Rubber- en kunststofproductindustrie;2014;396.0;388.0;-2.0;102.0
1246;22 Rubber- en kunststofproductindustrie;2015;428.0;425.0;9.3;100.8
1247;22 Rubber- en kunststofproductindustrie;2016;;;;
1248;23 Bouwmaterialenindustrie;1969;;;;
1249;23 Bouwmaterialenindustrie;1970;;;;
1250;23 Bouwmaterialenindustrie;1971;;;;
1251;23 Bouwmaterialenindustrie;1972;;;;
1252;23 Bouwmaterialenindustrie;1973;;;;
1253;23 Bouwmaterialenindustrie;1974;;;;
1254;23 Bouwmaterialenindustrie;1975;;;;
1255;23 Bouwmaterialenindustrie;1976;;;;
1256;23 Bouwmaterialenindustrie;1977;;;;
1257;23 Bouwmaterialenindustrie;1978;;;;
1258;23 Bouwmaterialenindustrie;1979;;;;
1259;23 Bouwmaterialenindustrie;1980;;;;
1260;23 Bouwmaterialenindustrie;1981;;;;
1261;23 Bouwmaterialenindustrie;1982;;;;
1262;23 Bouwmaterialenindustrie;1983;;;;
1263;23 Bouwmaterialenindustrie;1984;;;;
1264;23 Bouwmaterialenindustrie;1985;;;;
1265;23 Bouwmaterialenindustrie;1986;;;;
1266;23 Bouwmaterialenindustrie;1987;;;;
1267;23 Bouwmaterialenindustrie;1988;;;;
1268;23 Bouwmaterialenindustrie;1989;;;;
1269;23 Bouwmaterialenindustrie;1990;;;;
1270;23 Bouwmaterialenindustrie;1991;;;;
1271;23 Bouwmaterialenindustrie;1992;;;;
1272;23 Bouwmaterialenindustrie;1993;;;;
1273;23 Bouwmaterialenindustrie;1994;;;;
1274;23 Bouwmaterialenindustrie;1995;237.0;251.0;;94.6
1275;23 Bouwmaterialenindustrie;1996;224.0;236.0;-5.9;95.0
1276;23 Bouwmaterialenindustrie;1997;242.0;256.0;8.5;94.6
1277;23 Bouwmaterialenindustrie;1998;273.0;293.0;14.5;93.3
1278;23 Bouwmaterialenindustrie;1999;274.0;297.0;1.5;92.2
1279;23 Bouwmaterialenindustrie;2000;273.0;292.0;-1.8;93.6
1280;23 Bouwmaterialenindustrie;2001;302.0;315.0;8.1;95.8
1281;23 Bouwmaterialenindustrie;2002;297.0;306.0;-3.0;97.1
1282;23 Bouwmaterialenindustrie;2003;222.0;230.0;-24.9;96.7
1283;23 Bouwmaterialenindustrie;2004;210.0;218.0;-5.0;96.3
1284;23 Bouwmaterialenindustrie;2005;209.0;217.0;-0.5;96.3
1285;23 Bouwmaterialenindustrie;2006;291.0;299.0;37.8;97.3
1286;23 Bouwmaterialenindustrie;2007;313.0;321.0;7.2;97.6
1287;23 Bouwmaterialenindustrie;2008;373.0;376.0;17.3;99.2
1288;23 Bouwmaterialenindustrie;2009;285.0;288.0;-23.3;98.8
1289;23 Bouwmaterialenindustrie;2010;253.0;253.0;-12.3;100.0
1290;23 Bouwmaterialenindustrie;2011;259.0;258.0;2.0;100.4
1291;23 Bouwmaterialenindustrie;2012;202.0;201.0;-22.0;100.4
1292;23 Bouwmaterialenindustrie;2013;233.0;233.0;15.8;100.0
1293;23 Bouwmaterialenindustrie;2014;223.0;225.0;-3.4;99.1
1294;23 Bouwmaterialenindustrie;2015;232.0;231.0;2.7;100.4
1295;23 Bouwmaterialenindustrie;2016;;;;
1296;24-25 Basismetaal, metaalprod.-industrie;1969;;;;
1297;24-25 Basismetaal, metaalprod.-industrie;1970;;;;
1298;24-25 Basismetaal, metaalprod.-industrie;1971;;;;
1299;24-25 Basismetaal, metaalprod.-industrie;1972;;;;
1300;24-25 Basismetaal, metaalprod.-industrie;1973;;;;
1301;24-25 Basismetaal, metaalprod.-industrie;1974;;;;
1302;24-25 Basismetaal, metaalprod.-industrie;1975;;;;
1303;24-25 Basismetaal, metaalprod.-industrie;1976;;;;
1304;24-25 Basismetaal, metaalprod.-industrie;1977;;;;
1305;24-25 Basismetaal, metaalprod.-industrie;1978;;;;
1306;24-25 Basismetaal, metaalprod.-industrie;1979;;;;
1307;24-25 Basismetaal, metaalprod.-industrie;1980;;;;
1308;24-25 Basismetaal, metaalprod.-industrie;1981;;;;
1309;24-25 Basismetaal, metaalprod.-industrie;1982;;;;
1310;24-25 Basismetaal, metaalprod.-industrie;1983;;;;
1311;24-25 Basismetaal, metaalprod.-industrie;1984;;;;
1312;24-25 Basismetaal, metaalprod.-industrie;1985;;;;
1313;24-25 Basismetaal, metaalprod.-industrie;1986;;;;
1314;24-25 Basismetaal, metaalprod.-industrie;1987;;;;
1315;24-25 Basismetaal, metaalprod.-industrie;1988;;;;
1316;24-25 Basismetaal, metaalprod.-industrie;1989;;;;
1317;24-25 Basismetaal, metaalprod.-industrie;1990;;;;
1318;24-25 Basismetaal, metaalprod.-industrie;1991;;;;
1319;24-25 Basismetaal, metaalprod.-industrie;1992;;;;
1320;24-25 Basismetaal, metaalprod.-industrie;1993;;;;
1321;24-25 Basismetaal, metaalprod.-industrie;1994;;;;
1322;24-25 Basismetaal, metaalprod.-industrie;1995;636.0;651.0;;97.8
1323;24-25 Basismetaal, metaalprod.-industrie;1996;733.0;760.0;16.8;96.5
1324;24-25 Basismetaal, metaalprod.-industrie;1997;831.0;867.0;14.1;95.9
1325;24-25 Basismetaal, metaalprod.-industrie;1998;1005.0;1062.0;22.5;94.7
1326;24-25 Basismetaal, metaalprod.-industrie;1999;1010.0;1077.0;1.4;93.8
1327;24-25 Basismetaal, metaalprod.-industrie;2000;1292.0;1363.0;26.6;94.8
1328;24-25 Basismetaal, metaalprod.-industrie;2001;915.0;956.0;-29.9;95.7
1329;24-25 Basismetaal, metaalprod.-industrie;2002;819.0;857.0;-10.4;95.6
1330;24-25 Basismetaal, metaalprod.-industrie;2003;814.0;855.0;-0.2;95.2
1331;24-25 Basismetaal, metaalprod.-industrie;2004;716.0;753.0;-11.9;95.1
1332;24-25 Basismetaal, metaalprod.-industrie;2005;770.0;807.0;7.3;95.4
1333;24-25 Basismetaal, metaalprod.-industrie;2006;963.0;999.0;23.8;96.4
1334;24-25 Basismetaal, metaalprod.-industrie;2007;1269.0;1307.0;30.7;97.1
