ID;Geslacht;Niveau;Leerweg;Sectorkamer;Leeftijd;BedrijfstakkenBranchesSBI2008;Perioden;InstromersMbo_1
1232;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;L Verhuur en handel van onroerend goed;2020/'21;20
1233;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;L Verhuur en handel van onroerend goed;2021/'22;10
1234;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;L Verhuur en handel van onroerend goed;2022/'23;10
1235;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;L Verhuur en handel van onroerend goed;2023/'24;10
1236;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;M-N Zakelijke dienstverlening;2018/'19;1930
1237;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;M-N Zakelijke dienstverlening;2019/'20;1620
1238;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;M-N Zakelijke dienstverlening;2020/'21;1320
1239;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;M-N Zakelijke dienstverlening;2021/'22;1410
1240;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;M-N Zakelijke dienstverlening;2022/'23;1510
1241;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;M-N Zakelijke dienstverlening;2023/'24;1290
1242;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;O-Q Overheid en zorg;2018/'19;510
1243;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;O-Q Overheid en zorg;2019/'20;470
1244;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;O-Q Overheid en zorg;2020/'21;360
1245;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;O-Q Overheid en zorg;2021/'22;400
1246;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;O-Q Overheid en zorg;2022/'23;420
1247;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;O-Q Overheid en zorg;2023/'24;350
1248;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;R-U Cultuur, recreatie, overige diensten;2018/'19;90
1249;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;R-U Cultuur, recreatie, overige diensten;2019/'20;70
1250;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;R-U Cultuur, recreatie, overige diensten;2020/'21;100
1251;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;R-U Cultuur, recreatie, overige diensten;2021/'22;100
1252;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;R-U Cultuur, recreatie, overige diensten;2022/'23;90
1253;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;10000;R-U Cultuur, recreatie, overige diensten;2023/'24;100
1254;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;A-U Alle economische activiteiten;2018/'19;280
1255;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;A-U Alle economische activiteiten;2019/'20;250
1256;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;A-U Alle economische activiteiten;2020/'21;280
1257;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;A-U Alle economische activiteiten;2021/'22;240
1258;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;A-U Alle economische activiteiten;2022/'23;270
1259;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;A-U Alle economische activiteiten;2023/'24;350
1260;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;A Landbouw, bosbouw en visserij;2018/'19;10
1261;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;A Landbouw, bosbouw en visserij;2019/'20;10
1262;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;A Landbouw, bosbouw en visserij;2020/'21;10
1263;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;A Landbouw, bosbouw en visserij;2021/'22;10
1264;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;A Landbouw, bosbouw en visserij;2022/'23;10
1265;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;A Landbouw, bosbouw en visserij;2023/'24;10
1266;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;B-E Nijverheid (geen bouw) en energie;2018/'19;30
1267;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;B-E Nijverheid (geen bouw) en energie;2019/'20;20
1268;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;B-E Nijverheid (geen bouw) en energie;2020/'21;30
1269;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;B-E Nijverheid (geen bouw) en energie;2021/'22;30
1270;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;B-E Nijverheid (geen bouw) en energie;2022/'23;30
1271;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;B-E Nijverheid (geen bouw) en energie;2023/'24;20
1272;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;F Bouwnijverheid;2018/'19;20
1273;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;F Bouwnijverheid;2019/'20;30
1274;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;F Bouwnijverheid;2020/'21;40
1275;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;F Bouwnijverheid;2021/'22;50
1276;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;F Bouwnijverheid;2022/'23;30
1277;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;F Bouwnijverheid;2023/'24;30
1278;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;G-I Handel, vervoer en horeca;2018/'19;120
1279;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;G-I Handel, vervoer en horeca;2019/'20;110
1280;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;G-I Handel, vervoer en horeca;2020/'21;110
1281;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;G-I Handel, vervoer en horeca;2021/'22;100
1282;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;G-I Handel, vervoer en horeca;2022/'23;140
1283;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;G-I Handel, vervoer en horeca;2023/'24;180
1284;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;J Informatie en communicatie;2018/'19;0
1285;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;J Informatie en communicatie;2019/'20;0
1286;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;J Informatie en communicatie;2020/'21;0
1287;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;J Informatie en communicatie;2021/'22;0
1288;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;J Informatie en communicatie;2022/'23;0
1289;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;J Informatie en communicatie;2023/'24;0
1290;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;K Financiële dienstverlening;2018/'19;0
1291;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;K Financiële dienstverlening;2019/'20;0
1292;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;K Financiële dienstverlening;2020/'21;0
1293;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;K Financiële dienstverlening;2021/'22;0
1294;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;K Financiële dienstverlening;2022/'23;0
1295;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;K Financiële dienstverlening;2023/'24;0
1296;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;L Verhuur en handel van onroerend goed;2018/'19;0
1297;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;L Verhuur en handel van onroerend goed;2019/'20;0
1298;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;L Verhuur en handel van onroerend goed;2020/'21;0
1299;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;L Verhuur en handel van onroerend goed;2021/'22;0
1300;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;L Verhuur en handel van onroerend goed;2022/'23;0
1301;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;L Verhuur en handel van onroerend goed;2023/'24;0
1302;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;M-N Zakelijke dienstverlening;2018/'19;80
1303;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;M-N Zakelijke dienstverlening;2019/'20;70
1304;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;M-N Zakelijke dienstverlening;2020/'21;70
1305;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;M-N Zakelijke dienstverlening;2021/'22;40
1306;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;M-N Zakelijke dienstverlening;2022/'23;50
1307;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;M-N Zakelijke dienstverlening;2023/'24;90
1308;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;O-Q Overheid en zorg;2018/'19;10
1309;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;O-Q Overheid en zorg;2019/'20;10
1310;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;O-Q Overheid en zorg;2020/'21;20
1311;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;O-Q Overheid en zorg;2021/'22;10
1312;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;O-Q Overheid en zorg;2022/'23;10
1313;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;O-Q Overheid en zorg;2023/'24;10
1314;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;R-U Cultuur, recreatie, overige diensten;2018/'19;10
1315;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;R-U Cultuur, recreatie, overige diensten;2019/'20;0
1316;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;R-U Cultuur, recreatie, overige diensten;2020/'21;10
1317;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;R-U Cultuur, recreatie, overige diensten;2021/'22;10
1318;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;R-U Cultuur, recreatie, overige diensten;2022/'23;0
1319;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70400;R-U Cultuur, recreatie, overige diensten;2023/'24;0
1320;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;A-U Alle economische activiteiten;2018/'19;1970
1321;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;A-U Alle economische activiteiten;2019/'20;1840
1322;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;A-U Alle economische activiteiten;2020/'21;1750
1323;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;A-U Alle economische activiteiten;2021/'22;1760
1324;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;A-U Alle economische activiteiten;2022/'23;1780
1325;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;A-U Alle economische activiteiten;2023/'24;1850
1326;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;A Landbouw, bosbouw en visserij;2018/'19;30
1327;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;A Landbouw, bosbouw en visserij;2019/'20;20
1328;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;A Landbouw, bosbouw en visserij;2020/'21;10
1329;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;A Landbouw, bosbouw en visserij;2021/'22;20
1330;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;A Landbouw, bosbouw en visserij;2022/'23;30
1331;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;A Landbouw, bosbouw en visserij;2023/'24;30
1332;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;B-E Nijverheid (geen bouw) en energie;2018/'19;320
1333;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;B-E Nijverheid (geen bouw) en energie;2019/'20;290
1334;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;B-E Nijverheid (geen bouw) en energie;2020/'21;270
1335;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;B-E Nijverheid (geen bouw) en energie;2021/'22;250
1336;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;B-E Nijverheid (geen bouw) en energie;2022/'23;240
1337;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;B-E Nijverheid (geen bouw) en energie;2023/'24;260
1338;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;F Bouwnijverheid;2018/'19;270
1339;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;F Bouwnijverheid;2019/'20;270
1340;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;F Bouwnijverheid;2020/'21;260
1341;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;F Bouwnijverheid;2021/'22;300
1342;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;F Bouwnijverheid;2022/'23;330
1343;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;F Bouwnijverheid;2023/'24;320
1344;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;G-I Handel, vervoer en horeca;2018/'19;510
1345;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;G-I Handel, vervoer en horeca;2019/'20;500
1346;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;G-I Handel, vervoer en horeca;2020/'21;510
1347;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;G-I Handel, vervoer en horeca;2021/'22;510
1348;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;G-I Handel, vervoer en horeca;2022/'23;510
1349;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;G-I Handel, vervoer en horeca;2023/'24;600
1350;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;J Informatie en communicatie;2018/'19;10
1351;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;J Informatie en communicatie;2019/'20;10
1352;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;J Informatie en communicatie;2020/'21;10
1353;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;J Informatie en communicatie;2021/'22;10
1354;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;J Informatie en communicatie;2022/'23;10
1355;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;J Informatie en communicatie;2023/'24;10
1356;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;K Financiële dienstverlening;2018/'19;10
1357;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;K Financiële dienstverlening;2019/'20;10
1358;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;K Financiële dienstverlening;2020/'21;10
1359;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;K Financiële dienstverlening;2021/'22;10
1360;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;K Financiële dienstverlening;2022/'23;0
1361;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;K Financiële dienstverlening;2023/'24;0
1362;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;L Verhuur en handel van onroerend goed;2018/'19;0
1363;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;L Verhuur en handel van onroerend goed;2019/'20;10
1364;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;L Verhuur en handel van onroerend goed;2020/'21;0
1365;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;L Verhuur en handel van onroerend goed;2021/'22;0
1366;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;L Verhuur en handel van onroerend goed;2022/'23;0
1367;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;L Verhuur en handel van onroerend goed;2023/'24;0
1368;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;M-N Zakelijke dienstverlening;2018/'19;660
1369;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;M-N Zakelijke dienstverlening;2019/'20;580
1370;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;M-N Zakelijke dienstverlening;2020/'21;530
1371;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer techniek en gebouwde omgeve.;70500;M-N Zakelijke dienstverlening;2021/'22;510
