ID;Geslacht;Leeftijd;Herkomstgroepering;Huishouden;Perioden;TotaleBevolking_1;AlleenArbeidTotaal_2;AlleenWerknemer_3;AlleenZelfstandige_4;WerknemerEnZelfstandige_5;AlleenUitkeringTotaal_6;AlleenAOUitkering_7;AlleenWWUitkering_8;AlleenWWEnAOUitkering_9;AlleenBijstandsuitkering_10;AlleenBijstandsEnAOUitkeringen_11;OverigeUitkeringsontvangers_12;AlleenArbeidEnUitkeringTotaal_13;WerknemerMetAlleenUitkeringTotaal_14;WerknemerMetAlleenEenAOUitkering_15;WerknemerMetAlleenEenWWUitkering_16;WerknemerMetAlleenBijstandsuitkering_17;OverigeWerknemersMetAlleenUitkering_18;ZelfstandigeMetAlleenEenUitkering_19;WerknemerEnZelfstMetAlleenUitk_20;AlleenPensioen_21;AlleenArbeidEnPensioenTotaal_22;WerknemerMetAlleenPensioen_23;ZelfstandigeMetAlleenPensioen_24;WerknemerEnZelfstMetAlleenPensioen_25;AlleenUitkeringEnPensioenTotaal_26;PensioenMetAlleenAOUitkering_27;PensioenMetAlleenWWUitkering_28;PensioenMetAlleenBijstandsuitkering_29;OverigPensioenMetAlleenUitkering_30;ArbeidUitkeringEnPensioen_31;GeenArbeidUitkeringPensioenTotaal_32;NietSchoolgaandeKinderen_33;ScholierStudent_34;OverigePersonen_35
1533;Totaal mannen en vrouwen;1;9;Totaal huishoudens;2002, vrijdag 27 september;582.2;371.7;335.8;27.3;8.5;61.3;27.9;4.5;0.6;15.6;0.7;12.1;27.3;24.1;11.4;1.7;1.9;9.1;2.7;0.5;13.9;4.2;3.4;0.7;0.1;6.8;4.4;1.0;0.2;1.2;0.9;96.2;0.0;29.9;66.3
1534;Totaal mannen en vrouwen;1;9;Totaal huishoudens;2003, vrijdag 26 september;579.5;366.2;330.9;27.0;8.3;64.4;27.5;7.1;0.7;16.3;0.7;12.1;26.7;23.4;10.4;2.1;1.7;9.2;2.8;0.5;13.8;5.0;4.1;0.7;0.2;6.8;4.4;1.0;0.2;1.2;1.1;95.4;0.0;31.8;63.6
1535;Totaal mannen en vrouwen;1;9;Totaal huishoudens;2004, vrijdag 24 september;576.7;360.0;326.1;26.7;7.2;66.0;26.8;8.7;0.9;16.7;0.7;12.3;25.8;22.6;9.5;2.5;1.7;8.9;2.8;0.4;14.6;4.8;3.9;0.7;0.1;7.0;4.5;1.0;0.2;1.3;1.1;97.3;0.0;33.5;63.8
1536;Totaal mannen en vrouwen;1;9;Totaal huishoudens;2005, vrijdag 30 september;573.8;359.0;324.6;26.7;7.8;64.2;24.6;8.4;0.8;16.4;0.6;13.4;25.3;22.0;8.1;2.7;1.7;9.5;2.8;0.5;14.4;5.8;4.8;0.8;0.2;7.0;4.5;1.0;0.2;1.3;1.2;96.8;0.0;34.3;62.6
1537;Totaal mannen en vrouwen;1;9;Totaal huishoudens;2006, vrijdag 29 september;570.9;362.5;325.9;27.6;8.9;59.4;24.0;6.5;0.7;14.8;0.5;13.0;26.6;23.2;7.3;2.3;1.8;11.9;2.8;0.5;14.7;6.0;4.9;0.9;0.2;6.6;4.3;0.8;0.2;1.3;1.2;94.0;0.0;33.8;60.2
1538;Totaal mannen en vrouwen;1;9;Totaal huishoudens;2007, vrijdag 28 september;568.7;374.9;336.2;29.4;9.3;52.6;23.5;4.9;0.5;13.2;0.4;;23.9;21.0;7.3;1.7;1.5;10.5;2.5;0.5;14.7;6.6;5.4;1.0;0.2;;4.5;0.9;0.2;;;88.0;0.0;31.8;56.2
1539;Totaal mannen en vrouwen;1;9;Totaal huishoudens;2008, vrijdag 26 september;566.7;378.5;338.6;30.5;9.5;50.7;24.1;3.9;0.3;12.1;0.4;;22.0;19.1;7.0;1.5;1.3;9.3;2.5;0.4;14.5;7.2;5.9;1.0;0.2;;4.5;0.7;0.2;;1.3;86.0;0.0;31.1;54.9
1540;Totaal mannen en vrouwen;1;9;Particuliere huishoudens;1999, vrijdag 24 september;582.0;361.2;326.8;26.0;8.4;64.0;26.4;4.4;0.6;18.9;0.7;13.0;28.9;25.5;10.4;2.1;2.5;10.5;2.9;0.6;12.6;2.7;2.1;0.5;0.1;6.5;3.8;1.3;0.2;1.2;0.7;105.3;0.0;32.2;73.0
1541;Totaal mannen en vrouwen;1;9;Particuliere huishoudens;2000, vrijdag 29 september;580.8;367.9;332.3;26.7;9.0;60.4;26.2;3.6;0.5;17.0;0.7;12.3;27.9;24.5;10.8;1.6;2.2;9.9;2.8;0.6;13.3;3.1;2.4;0.6;0.1;6.5;3.9;1.3;0.2;1.1;0.7;101.0;0.0;30.1;70.8
1542;Totaal mannen en vrouwen;1;9;Particuliere huishoudens;2001, vrijdag 28 september;579.8;372.3;336.3;27.3;8.8;58.2;25.9;3.3;0.5;15.8;0.7;12.0;27.9;24.5;11.2;1.3;1.9;10.0;2.7;0.7;13.5;3.7;3.0;0.6;0.1;6.7;4.1;1.2;0.2;1.1;0.9;96.6;0.0;28.9;67.7
1543;Totaal mannen en vrouwen;1;9;Particuliere huishoudens;2002, vrijdag 27 september;577.9;371.3;335.5;27.3;8.5;58.4;25.4;4.5;0.6;15.3;0.7;12.0;27.0;23.8;11.2;1.7;1.9;9.1;2.7;0.5;13.9;4.2;3.4;0.7;0.1;6.7;4.3;1.0;0.2;1.2;0.9;95.6;0.0;29.7;65.9
1544;Totaal mannen en vrouwen;1;9;Particuliere huishoudens;2003, vrijdag 26 september;575.1;365.8;330.6;27.0;8.3;61.4;24.9;7.1;0.7;16.0;0.7;12.0;26.5;23.1;10.2;2.1;1.7;9.1;2.8;0.5;13.8;5.0;4.1;0.7;0.2;6.8;4.3;1.0;0.2;1.2;1.1;94.7;0.0;31.5;63.2
1545;Totaal mannen en vrouwen;1;9;Particuliere huishoudens;2004, vrijdag 24 september;572.3;359.6;325.7;26.6;7.2;62.9;24.3;8.7;0.9;16.3;0.7;12.2;25.6;22.4;9.3;2.5;1.7;8.9;2.8;0.4;14.6;4.8;3.9;0.7;0.1;6.9;4.4;1.0;0.2;1.3;1.1;96.7;0.0;33.2;63.4
1546;Totaal mannen en vrouwen;1;9;Particuliere huishoudens;2005, vrijdag 30 september;569.4;358.7;324.2;26.7;7.8;61.2;22.1;8.4;0.8;16.0;0.6;13.2;25.1;21.8;7.9;2.7;1.7;9.5;2.8;0.5;14.4;5.8;4.8;0.8;0.2;7.0;4.4;1.0;0.2;1.3;1.2;96.2;0.0;34.0;62.2
1547;Totaal mannen en vrouwen;1;9;Particuliere huishoudens;2006, vrijdag 29 september;566.5;362.1;325.6;27.6;8.9;56.4;21.5;6.5;0.7;14.4;0.5;12.8;26.3;23.0;7.0;2.3;1.7;11.9;2.8;0.5;14.7;6.0;4.9;0.9;0.2;6.6;4.2;0.8;0.2;1.3;1.2;93.3;0.0;33.5;59.7
1548;Totaal mannen en vrouwen;1;9;Particuliere huishoudens;2007, vrijdag 28 september;563.8;374.4;335.7;29.4;9.3;49.3;20.9;4.9;0.5;12.7;0.4;;23.7;20.7;7.1;1.7;1.5;10.4;2.5;0.4;14.7;6.6;5.4;1.0;0.2;;4.5;0.9;0.2;;;87.2;0.0;31.5;55.7
1549;Totaal mannen en vrouwen;1;9;Particuliere huishoudens;2008, vrijdag 26 september;561.8;378.1;338.2;30.5;9.5;47.4;21.4;3.9;0.3;11.6;0.4;;21.7;18.8;6.8;1.5;1.3;9.3;2.5;0.4;14.4;7.2;5.9;1.0;0.2;;4.5;0.7;0.2;;1.3;85.2;0.0;30.8;54.4
1550;Totaal mannen en vrouwen;1;9;Institutionele huishoudens;1999, vrijdag 24 september;4.5;0.4;0.3;0.0;0.0;3.1;2.7;0.0;0.0;0.3;0.0;0.1;0.3;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.3;0.4
1551;Totaal mannen en vrouwen;1;9;Institutionele huishoudens;2000, vrijdag 29 september;4.3;0.4;0.4;0.0;0.0;3.0;2.6;0.0;0.0;0.3;0.0;0.1;0.3;0.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.3;0.3
1552;Totaal mannen en vrouwen;1;9;Institutionele huishoudens;2001, vrijdag 28 september;4.2;0.4;0.4;0.0;0.0;2.9;2.5;0.0;0.0;0.3;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.3;0.4
1553;Totaal mannen en vrouwen;1;9;Institutionele huishoudens;2002, vrijdag 27 september;4.3;0.4;0.4;0.0;0.0;2.9;2.5;0.0;0.0;0.3;0.0;0.1;0.3;0.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.3;0.4
1554;Totaal mannen en vrouwen;1;9;Institutionele huishoudens;2003, vrijdag 26 september;4.4;0.4;0.4;0.0;0.0;3.0;2.5;0.0;0.0;0.4;0.0;0.1;0.3;0.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.3;0.4
1555;Totaal mannen en vrouwen;1;9;Institutionele huishoudens;2004, vrijdag 24 september;4.4;0.4;0.4;0.0;0.0;3.0;2.5;0.0;0.0;0.4;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.3;0.4
1556;Totaal mannen en vrouwen;1;9;Institutionele huishoudens;2005, vrijdag 30 september;4.3;0.3;0.3;0.0;0.0;3.0;2.5;0.0;0.0;0.4;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.7;0.0;0.3;0.4
1557;Totaal mannen en vrouwen;1;9;Institutionele huishoudens;2006, vrijdag 29 september;4.4;0.4;0.3;0.0;0.0;3.1;2.5;0.0;0.0;0.4;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.7;0.0;0.3;0.4
1558;Totaal mannen en vrouwen;1;9;Institutionele huishoudens;2007, vrijdag 28 september;4.9;0.5;0.4;0.0;0.0;3.2;2.6;0.0;0.0;0.4;0.0;;0.3;0.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;;;0.8;0.0;0.3;0.5
1559;Totaal mannen en vrouwen;1;9;Institutionele huishoudens;2008, vrijdag 26 september;4.8;0.4;0.4;0.0;0.0;3.3;2.7;0.0;0.0;0.5;0.0;;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;;0.0;0.8;0.0;0.3;0.5
1560;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Totaal huishoudens;1999, vrijdag 24 september;489.8;297.0;267.1;22.7;7.2;57.4;25.5;3.7;0.5;15.6;0.6;11.4;24.6;21.5;9.3;1.7;1.9;8.6;2.6;0.5;11.7;2.5;1.9;0.5;0.1;6.0;3.5;1.2;0.2;1.1;0.6;90.0;0.0;27.0;63.0
1561;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Totaal huishoudens;2000, vrijdag 29 september;488.2;302.3;271.3;23.3;7.7;54.0;25.1;3.1;0.4;14.0;0.6;10.8;23.7;20.7;9.5;1.3;1.7;8.2;2.5;0.5;12.4;2.8;2.2;0.5;0.1;6.0;3.6;1.2;0.2;1.1;0.7;86.3;0.0;25.4;60.9
1562;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Totaal huishoudens;2001, vrijdag 28 september;486.7;305.8;274.6;23.7;7.5;51.9;24.7;2.8;0.4;13.0;0.6;10.3;23.7;20.7;9.8;1.1;1.5;8.3;2.4;0.6;12.6;3.4;2.7;0.6;0.1;6.2;3.8;1.1;0.2;1.1;0.8;82.4;0.0;24.4;58.1
1563;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Totaal huishoudens;2002, vrijdag 27 september;484.7;304.8;273.9;23.6;7.3;51.7;24.2;3.6;0.5;12.6;0.6;10.3;22.9;20.1;9.8;1.3;1.5;7.5;2.4;0.5;12.9;3.9;3.1;0.6;0.1;6.2;4.0;0.9;0.2;1.1;0.9;81.4;0.0;25.1;56.3
1564;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Totaal huishoudens;2003, vrijdag 26 september;482.0;300.5;270.2;23.3;7.1;53.7;23.7;5.5;0.6;13.0;0.6;10.2;22.3;19.4;8.9;1.7;1.3;7.6;2.4;0.5;12.8;4.6;3.8;0.7;0.1;6.3;4.0;0.9;0.2;1.2;1.0;80.6;0.0;26.8;53.8
1565;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Totaal huishoudens;2004, vrijdag 24 september;479.2;295.3;266.1;23.0;6.2;54.6;23.0;6.7;0.8;13.2;0.6;10.3;21.4;18.6;8.1;1.9;1.3;7.3;2.4;0.4;13.6;4.5;3.7;0.7;0.1;6.5;4.1;1.0;0.2;1.2;1.1;82.3;0.0;28.3;54.0
1566;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Totaal huishoudens;2005, vrijdag 30 september;476.1;294.3;264.6;23.0;6.6;52.9;21.0;6.5;0.7;13.0;0.5;11.3;20.9;18.0;6.9;2.0;1.3;7.8;2.4;0.4;13.4;5.3;4.4;0.8;0.2;6.5;4.1;0.9;0.2;1.3;1.1;81.7;0.0;28.9;52.7
1567;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Totaal huishoudens;2006, vrijdag 29 september;473.3;296.8;265.4;23.8;7.6;49.2;20.4;5.2;0.6;11.8;0.4;10.9;21.7;18.8;6.2;1.7;1.4;9.6;2.4;0.4;13.7;5.5;4.5;0.9;0.2;6.1;4.0;0.8;0.2;1.2;1.1;79.2;0.0;28.6;50.6
1568;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Totaal huishoudens;2007, vrijdag 28 september;471.0;306.9;273.8;25.3;7.8;43.5;20.0;3.9;0.4;10.5;0.4;;19.7;17.1;6.2;1.3;1.2;8.5;2.2;0.4;13.7;6.0;5.0;0.9;0.2;;4.2;0.8;0.2;;;73.9;0.0;26.8;47.0
1569;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Totaal huishoudens;2008, vrijdag 26 september;468.6;309.7;275.7;26.1;8.0;41.8;20.3;3.1;0.3;9.5;0.3;;18.0;15.5;5.9;1.1;1.0;7.5;2.1;0.4;13.5;6.5;5.4;1.0;0.2;;4.2;0.7;0.2;;1.2;71.9;0.0;26.1;45.8
1570;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Particuliere huishoudens;1999, vrijdag 24 september;486.1;296.7;266.8;22.7;7.2;54.8;23.3;3.7;0.5;15.4;0.6;11.3;24.3;21.3;9.1;1.7;1.9;8.6;2.6;0.5;11.7;2.5;1.9;0.5;0.1;5.9;3.5;1.2;0.2;1.1;0.6;89.4;0.0;26.7;62.8
1571;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Particuliere huishoudens;2000, vrijdag 29 september;484.6;301.9;271.0;23.2;7.7;51.6;23.0;3.1;0.4;13.8;0.6;10.7;23.5;20.5;9.3;1.3;1.7;8.2;2.5;0.5;12.4;2.8;2.2;0.5;0.1;5.9;3.6;1.2;0.2;1.1;0.7;85.8;0.0;25.1;60.6
1572;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Particuliere huishoudens;2001, vrijdag 28 september;483.3;305.5;274.3;23.7;7.5;49.5;22.7;2.8;0.4;12.8;0.6;10.2;23.4;20.4;9.6;1.1;1.5;8.3;2.4;0.6;12.5;3.4;2.7;0.6;0.1;6.1;3.8;1.1;0.2;1.1;0.8;81.9;0.0;24.2;57.8
1573;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Particuliere huishoudens;2002, vrijdag 27 september;481.3;304.5;273.6;23.6;7.3;49.3;22.1;3.6;0.5;12.3;0.6;10.2;22.7;19.9;9.5;1.3;1.5;7.5;2.4;0.5;12.9;3.9;3.1;0.6;0.1;6.2;4.0;0.9;0.2;1.1;0.9;80.9;0.0;24.9;56.0
1574;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Particuliere huishoudens;2003, vrijdag 26 september;478.4;300.2;269.9;23.3;7.1;51.3;21.7;5.5;0.6;12.7;0.6;10.2;22.1;19.2;8.7;1.7;1.3;7.6;2.4;0.5;12.8;4.6;3.8;0.7;0.1;6.3;4.0;0.9;0.2;1.2;1.0;80.1;0.0;26.5;53.5
1575;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Particuliere huishoudens;2004, vrijdag 24 september;475.6;295.0;265.8;23.0;6.2;52.2;21.0;6.7;0.8;12.9;0.6;10.2;21.2;18.4;7.9;1.9;1.3;7.3;2.4;0.4;13.5;4.5;3.7;0.7;0.1;6.4;4.1;1.0;0.2;1.2;1.1;81.7;0.0;28.1;53.6
1576;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Particuliere huishoudens;2005, vrijdag 30 september;472.5;294.0;264.3;23.0;6.6;50.5;19.0;6.5;0.7;12.7;0.5;11.2;20.7;17.8;6.7;2.0;1.3;7.8;2.4;0.4;13.4;5.3;4.4;0.8;0.2;6.4;4.1;0.9;0.2;1.3;1.1;81.1;0.0;28.7;52.4
1577;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Particuliere huishoudens;2006, vrijdag 29 september;469.7;296.5;265.1;23.8;7.6;46.7;18.3;5.2;0.6;11.5;0.4;10.8;21.5;18.6;6.0;1.7;1.4;9.5;2.4;0.4;13.7;5.5;4.5;0.9;0.2;6.1;3.9;0.8;0.2;1.2;1.1;78.7;0.0;28.4;50.3
1578;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Particuliere huishoudens;2007, vrijdag 28 september;467.1;306.5;273.5;25.2;7.8;40.9;17.8;3.9;0.4;10.2;0.4;;19.4;16.9;6.0;1.3;1.2;8.4;2.2;0.4;13.7;6.0;5.0;0.9;0.2;;4.1;0.8;0.2;;;73.2;0.0;26.6;46.7
1579;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Particuliere huishoudens;2008, vrijdag 26 september;464.7;309.4;275.4;26.0;8.0;39.2;18.1;3.1;0.3;9.2;0.3;;17.8;15.3;5.7;1.1;1.0;7.5;2.1;0.4;13.4;6.5;5.4;1.0;0.2;;4.1;0.7;0.2;;1.2;71.3;0.0;25.9;45.4
1580;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Institutionele huishoudens;1999, vrijdag 24 september;3.7;0.3;0.3;0.0;0.0;2.5;2.2;0.0;0.0;0.2;0.0;0.1;0.3;0.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.3;0.3
1581;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Institutionele huishoudens;2000, vrijdag 29 september;3.6;0.3;0.3;0.0;0.0;2.4;2.1;0.0;0.0;0.2;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.3;0.3
1582;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Institutionele huishoudens;2001, vrijdag 28 september;3.4;0.3;0.3;0.0;0.0;2.3;2.0;0.0;0.0;0.2;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.2;0.3
1583;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Institutionele huishoudens;2002, vrijdag 27 september;3.5;0.3;0.3;0.0;0.0;2.3;2.0;0.0;0.0;0.3;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.2;0.3
1584;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Institutionele huishoudens;2003, vrijdag 26 september;3.6;0.3;0.3;0.0;0.0;2.4;2.1;0.0;0.0;0.3;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.2;0.3
1585;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Institutionele huishoudens;2004, vrijdag 24 september;3.6;0.3;0.3;0.0;0.0;2.4;2.0;0.0;0.0;0.3;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.3;0.3
1586;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Institutionele huishoudens;2005, vrijdag 30 september;3.5;0.3;0.3;0.0;0.0;2.4;2.0;0.0;0.0;0.3;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.3;0.3
1587;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Institutionele huishoudens;2006, vrijdag 29 september;3.6;0.3;0.3;0.0;0.0;2.5;2.0;0.0;0.0;0.3;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.6;0.0;0.2;0.3
1588;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Institutionele huishoudens;2007, vrijdag 28 september;4.0;0.4;0.3;0.0;0.0;2.6;2.1;0.0;0.0;0.3;0.0;;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;;;0.6;0.0;0.3;0.4
1589;Totaal mannen en vrouwen;1;West. alloch. 2e gen. 1 ouder buitenl.;Institutionele huishoudens;2008, vrijdag 26 september;3.9;0.3;0.3;0.0;0.0;2.7;2.2;0.0;0.0;0.4;0.0;;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;;0.0;0.6;0.0;0.3;0.4
1590;Totaal mannen en vrouwen;1;West. alloch, 2e gen. 2 ouders buitenl.;Totaal huishoudens;1999, vrijdag 24 september;96.7;64.5;60.1;3.3;1.2;9.7;3.6;0.7;0.1;3.6;0.1;1.7;4.6;4.3;1.4;0.4;0.6;1.9;0.3;0.1;0.9;0.2;0.2;0.1;0.0;0.6;0.4;0.1;0.0;0.1;0.1;16.0;0.0;5.6;10.4
1591;Totaal mannen en vrouwen;1;West. alloch, 2e gen. 2 ouders buitenl.;Totaal huishoudens;2000, vrijdag 29 september;96.9;66.0;61.3;3.4;1.3;9.3;3.6;0.6;0.1;3.3;0.1;1.6;4.4;4.0;1.5;0.3;0.5;1.7;0.3;0.1;1.0;0.2;0.2;0.0;0.0;0.6;0.4;0.1;0.0;0.1;0.1;15.3;0.0;5.1;10.3
1592;Totaal mannen en vrouwen;1;West. alloch, 2e gen. 2 ouders buitenl.;Totaal huishoudens;2001, vrijdag 28 september;97.3;66.9;62.0;3.6;1.3;9.2;3.7;0.5;0.1;3.0;0.1;1.8;4.5;4.1;1.6;0.2;0.4;1.8;0.3;0.1;1.0;0.3;0.2;0.1;0.0;0.5;0.4;0.1;0.0;0.1;0.1;14.8;0.0;4.8;10.0
1593;Totaal mannen en vrouwen;1;West. alloch, 2e gen. 2 ouders buitenl.;Totaal huishoudens;2002, vrijdag 27 september;97.5;66.9;61.9;3.7;1.3;9.6;3.7;0.9;0.1;3.0;0.1;1.8;4.3;4.0;1.7;0.4;0.4;1.6;0.3;0.1;1.0;0.3;0.2;0.1;0.0;0.5;0.4;0.1;0.0;0.1;0.1;14.8;0.0;4.9;9.9
1594;Totaal mannen en vrouwen;1;West. alloch, 2e gen. 2 ouders buitenl.;Totaal huishoudens;2003, vrijdag 26 september;97.5;65.7;60.8;3.7;1.2;10.7;3.7;1.6;0.1;3.3;0.1;1.9;4.4;4.0;1.6;0.5;0.4;1.6;0.4;0.1;1.0;0.4;0.3;0.1;0.0;0.5;0.4;0.1;0.0;0.1;0.1;14.8;0.0;5.0;9.8
1595;Totaal mannen en vrouwen;1;West. alloch, 2e gen. 2 ouders buitenl.;Totaal huishoudens;2004, vrijdag 24 september;97.5;64.7;60.0;3.6;1.1;11.4;3.7;2.0;0.1;3.5;0.1;2.0;4.4;4.0;1.4;0.6;0.4;1.6;0.4;0.1;1.0;0.3;0.3;0.0;0.0;0.5;0.3;0.1;0.0;0.1;0.1;15.1;0.0;5.2;9.9
1596;Totaal mannen en vrouwen;1;West. alloch, 2e gen. 2 ouders buitenl.;Totaal huishoudens;2005, vrijdag 30 september;97.7;64.8;60.0;3.7;1.2;11.2;3.6;1.9;0.1;3.4;0.1;2.1;4.5;4.0;1.3;0.7;0.4;1.7;0.4;0.1;1.0;0.4;0.4;0.1;0.0;0.5;0.3;0.1;0.0;0.1;0.1;15.2;0.0;5.3;9.8
1597;Totaal mannen en vrouwen;1;West. alloch, 2e gen. 2 ouders buitenl.;Totaal huishoudens;2006, vrijdag 29 september;97.6;65.7;60.5;3.8;1.4;10.2;3.6;1.3;0.1;3.0;0.1;2.1;4.9;4.4;1.1;0.6;0.4;2.3;0.4;0.1;1.0;0.5;0.4;0.1;0.0;0.5;0.3;0.0;0.0;0.1;0.1;14.7;0.0;5.2;9.5
1598;Totaal mannen en vrouwen;1;West. alloch, 2e gen. 2 ouders buitenl.;Totaal huishoudens;2007, vrijdag 28 september;97.7;68.0;62.4;4.2;1.5;9.1;3.6;1.0;0.1;2.7;0.1;;4.3;3.9;1.1;0.4;0.3;2.0;0.3;0.1;1.0;0.6;0.5;0.1;0.0;;0.4;0.1;0.0;;;14.1;0.0;5.0;9.1
1599;Totaal mannen en vrouwen;1;West. alloch, 2e gen. 2 ouders buitenl.;Totaal huishoudens;2008, vrijdag 26 september;98.1;68.8;62.8;4.4;1.5;8.9;3.8;0.8;0.1;2.5;0.1;;4.0;3.6;1.1;0.3;0.3;1.8;0.3;0.1;1.0;0.7;0.6;0.1;0.0;;0.4;0.1;0.0;;0.1;14.1;0.0;5.0;9.1
1600;Totaal mannen en vrouwen;1;West. alloch, 2e gen. 2 ouders buitenl.;Particuliere huishoudens;1999, vrijdag 24 september;95.9;64.5;60.0;3.3;1.2;9.2;3.1;0.7;0.1;3.5;0.1;1.7;4.6;4.2;1.3;0.4;0.6;1.9;0.3;0.1;0.9;0.2;0.2;0.1;0.0;0.6;0.4;0.1;0.0;0.1;0.1;15.8;0.0;5.6;10.3
