ID;Geslacht;Leeftijd;Migratieachtergrond;Onderwijssoort;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
973;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2013/'14;35890;3040;32850;8.0
974;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2014/'15;37230;3090;34130;8.0
975;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2015/'16;38770;3080;35700;8.0
976;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2016/'17;39870;3170;36700;8.0
977;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2017/'18;41810;3470;38330;8.0
978;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2018/'19;43100;3630;39470;8.0
979;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2019/20;43100;3010;40090;7.0
980;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2020/'21;42130;3100;39030;7.0
981;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2012/'13;8310;280;8040;3.0
982;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2013/'14;8460;280;8180;3.0
983;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2014/'15;8670;290;8380;3.0
984;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2015/'16;9170;330;8840;4.0
985;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2016/'17;9480;310;9170;3.0
986;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2017/'18;9980;310;9670;3.0
987;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2018/'19;10240;330;9910;3.0
988;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2019/20;10150;240;9910;2.0
989;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2020/'21;9640;260;9380;3.0
990;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2012/'13;26400;2790;23620;11.0
991;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2013/'14;26220;2600;23620;10.0
992;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2014/'15;27220;2640;24580;10.0
993;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2015/'16;28300;2590;25710;9.0
994;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2016/'17;28970;2670;26300;9.0
995;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2017/'18;30310;2960;27340;10.0
996;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2018/'19;31240;3100;28150;10.0
997;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2019/20;31340;2600;28740;8.0
998;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2020/'21;31640;2710;28930;9.0
999;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vavo;2012/'13;1370;150;1220;11.0
1000;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vavo;2013/'14;1220;170;1050;14.0
1001;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vavo;2014/'15;1340;170;1180;12.0
1002;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vavo;2015/'16;1310;160;1150;12.0
1003;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vavo;2016/'17;1420;190;1230;13.0
1004;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vavo;2017/'18;1520;200;1320;13.0
1005;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vavo;2018/'19;1630;200;1420;13.0
1006;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vavo;2019/20;1600;170;1430;11.0
1007;Totaal mannen en vrouwen;18 tot 20 jaar;2e gen niet-westerse migratieachtergrond;Vavo;2020/'21;840;130;720;15.0
1008;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Totaal onderwijs;2012/'13;10840;1050;9790;10.0
1009;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Totaal onderwijs;2013/'14;10590;1010;9590;10.0
1010;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Totaal onderwijs;2014/'15;10820;980;9830;9.0
1011;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Totaal onderwijs;2015/'16;10890;930;9960;9.0
1012;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Totaal onderwijs;2016/'17;10660;870;9780;8.0
1013;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Totaal onderwijs;2017/'18;10530;880;9650;8.0
1014;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Totaal onderwijs;2018/'19;10310;860;9450;8.0
1015;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Totaal onderwijs;2019/20;9960;720;9240;7.0
1016;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Totaal onderwijs;2020/'21;9450;740;8710;8.0
1017;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vo (excl. praktijkonderwijs);2012/'13;2060;120;1940;6.0
1018;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vo (excl. praktijkonderwijs);2013/'14;2130;100;2020;5.0
1019;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vo (excl. praktijkonderwijs);2014/'15;2090;110;1980;5.0
1020;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vo (excl. praktijkonderwijs);2015/'16;2070;120;1950;6.0
1021;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vo (excl. praktijkonderwijs);2016/'17;1970;90;1880;4.0
1022;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vo (excl. praktijkonderwijs);2017/'18;1980;90;1890;5.0
1023;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vo (excl. praktijkonderwijs);2018/'19;1870;90;1780;5.0
1024;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vo (excl. praktijkonderwijs);2019/20;1820;70;1750;4.0
1025;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vo (excl. praktijkonderwijs);2020/'21;1730;80;1650;5.0
1026;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Mbo (incl. extranei);2012/'13;8420;880;7540;10.0
1027;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Mbo (incl. extranei);2013/'14;8160;870;7300;11.0
1028;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Mbo (incl. extranei);2014/'15;8380;840;7540;10.0
1029;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Mbo (incl. extranei);2015/'16;8530;780;7750;9.0
1030;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Mbo (incl. extranei);2016/'17;8340;740;7600;9.0
1031;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Mbo (incl. extranei);2017/'18;8250;750;7500;9.0
1032;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Mbo (incl. extranei);2018/'19;8070;720;7350;9.0
1033;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Mbo (incl. extranei);2019/20;7840;620;7220;8.0
1034;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Mbo (incl. extranei);2020/'21;7560;640;6920;8.0
1035;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vavo;2012/'13;370;60;310;15.0
1036;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vavo;2013/'14;310;40;270;13.0
1037;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vavo;2014/'15;350;40;310;11.0
1038;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vavo;2015/'16;300;30;270;10.0
1039;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vavo;2016/'17;340;50;300;13.0
1040;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vavo;2017/'18;310;40;270;13.0
1041;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vavo;2018/'19;360;50;320;13.0
1042;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vavo;2019/20;300;30;270;11.0
1043;Totaal mannen en vrouwen;18 tot 20 jaar;Turkije;Vavo;2020/'21;160;20;140;13.0
1044;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Totaal onderwijs;2012/'13;9530;950;8580;10.0
1045;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Totaal onderwijs;2013/'14;9330;950;8380;10.0
1046;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Totaal onderwijs;2014/'15;9670;960;8710;10.0
1047;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Totaal onderwijs;2015/'16;10080;930;9150;9.0
1048;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Totaal onderwijs;2016/'17;10180;920;9260;9.0
1049;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Totaal onderwijs;2017/'18;10820;1030;9790;9.0
1050;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Totaal onderwijs;2018/'19;11360;1080;10290;9.0
1051;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Totaal onderwijs;2019/20;11360;870;10500;8.0
1052;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Totaal onderwijs;2020/'21;11420;970;10450;8.0
1053;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vo (excl. praktijkonderwijs);2012/'13;1810;80;1730;4.0
1054;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vo (excl. praktijkonderwijs);2013/'14;1750;80;1680;4.0
1055;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vo (excl. praktijkonderwijs);2014/'15;1820;80;1740;4.0
1056;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vo (excl. praktijkonderwijs);2015/'16;1950;80;1870;4.0
1057;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vo (excl. praktijkonderwijs);2016/'17;1980;70;1900;4.0
1058;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vo (excl. praktijkonderwijs);2017/'18;2150;70;2080;3.0
1059;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vo (excl. praktijkonderwijs);2018/'19;2310;110;2210;5.0
1060;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vo (excl. praktijkonderwijs);2019/20;2290;60;2240;2.0
1061;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vo (excl. praktijkonderwijs);2020/'21;2300;70;2240;3.0
1062;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Mbo (incl. extranei);2012/'13;7430;850;6580;11.0
1063;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Mbo (incl. extranei);2013/'14;7300;820;6480;11.0
1064;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Mbo (incl. extranei);2014/'15;7550;830;6720;11.0
1065;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Mbo (incl. extranei);2015/'16;7820;810;7010;10.0
1066;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Mbo (incl. extranei);2016/'17;7910;810;7100;10.0
1067;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Mbo (incl. extranei);2017/'18;8340;910;7430;11.0
1068;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Mbo (incl. extranei);2018/'19;8700;930;7770;11.0
1069;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Mbo (incl. extranei);2019/20;8660;770;7890;9.0
1070;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Mbo (incl. extranei);2020/'21;8910;870;8040;10.0
1071;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vavo;2012/'13;300;30;270;10.0
1072;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vavo;2013/'14;280;50;230;17.0
1073;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vavo;2014/'15;300;50;260;16.0
1074;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vavo;2015/'16;310;40;260;14.0
1075;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vavo;2016/'17;300;40;260;14.0
1076;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vavo;2017/'18;330;50;280;15.0
1077;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vavo;2018/'19;360;50;310;13.0
1078;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vavo;2019/20;410;40;370;10.0
1079;Totaal mannen en vrouwen;18 tot 20 jaar;Marokko;Vavo;2020/'21;210;30;170;16.0
1080;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Totaal onderwijs;2012/'13;7410;640;6780;9.0
1081;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Totaal onderwijs;2013/'14;7290;580;6720;8.0
1082;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Totaal onderwijs;2014/'15;7400;610;6800;8.0
1083;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Totaal onderwijs;2015/'16;7450;600;6860;8.0
1084;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Totaal onderwijs;2016/'17;7400;580;6820;8.0
1085;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Totaal onderwijs;2017/'18;7380;640;6730;9.0
1086;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Totaal onderwijs;2018/'19;7310;660;6650;9.0
1087;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Totaal onderwijs;2019/20;7100;500;6600;7.0
1088;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Totaal onderwijs;2020/'21;6640;490;6150;7.0
1089;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vo (excl. praktijkonderwijs);2012/'13;1560;50;1510;3.0
1090;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vo (excl. praktijkonderwijs);2013/'14;1540;40;1500;3.0
1091;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vo (excl. praktijkonderwijs);2014/'15;1590;50;1530;3.0
1092;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vo (excl. praktijkonderwijs);2015/'16;1600;60;1540;4.0
1093;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vo (excl. praktijkonderwijs);2016/'17;1600;60;1540;4.0
1094;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vo (excl. praktijkonderwijs);2017/'18;1550;50;1500;3.0
1095;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vo (excl. praktijkonderwijs);2018/'19;1570;60;1520;4.0
1096;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vo (excl. praktijkonderwijs);2019/20;1550;40;1510;3.0
1097;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vo (excl. praktijkonderwijs);2020/'21;1350;40;1310;3.0
1098;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Mbo (incl. extranei);2012/'13;5570;560;5010;10.0
1099;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Mbo (incl. extranei);2013/'14;5490;510;4990;9.0
1100;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Mbo (incl. extranei);2014/'15;5530;520;5020;9.0
1101;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Mbo (incl. extranei);2015/'16;5610;500;5110;9.0
1102;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Mbo (incl. extranei);2016/'17;5540;490;5050;9.0
1103;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Mbo (incl. extranei);2017/'18;5550;560;4990;10.0
1104;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Mbo (incl. extranei);2018/'19;5470;570;4910;10.0
1105;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Mbo (incl. extranei);2019/20;5290;430;4860;8.0
1106;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Mbo (incl. extranei);2020/'21;5160;430;4730;8.0
1107;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vavo;2012/'13;290;30;260;10.0
1108;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vavo;2013/'14;260;30;230;12.0
1109;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vavo;2014/'15;290;40;250;13.0
1110;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vavo;2015/'16;240;40;210;15.0
1111;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vavo;2016/'17;260;40;230;14.0
1112;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vavo;2017/'18;270;30;240;11.0
1113;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vavo;2018/'19;260;40;220;14.0
1114;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vavo;2019/20;260;30;230;11.0
1115;Totaal mannen en vrouwen;18 tot 20 jaar;Suriname;Vavo;2020/'21;130;20;110;16.0
1116;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal onderwijs;2012/'13;3530;380;3150;11.0
1117;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal onderwijs;2013/'14;3390;340;3060;10.0
1118;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal onderwijs;2014/'15;3280;310;2970;9.0
1119;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal onderwijs;2015/'16;3330;320;3010;10.0
1120;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal onderwijs;2016/'17;3360;360;3000;11.0
1121;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal onderwijs;2017/'18;3440;350;3100;10.0
1122;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal onderwijs;2018/'19;3530;380;3150;11.0
1123;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal onderwijs;2019/20;3580;320;3270;9.0
1124;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Totaal onderwijs;2020/'21;3500;310;3180;9.0
1125;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2012/'13;730;30;700;4.0
1126;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2013/'14;700;30;670;4.0
1127;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2014/'15;620;30;590;4.0
1128;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2015/'16;640;30;610;4.0
1129;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2016/'17;600;20;590;2.0
1130;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2017/'18;640;30;610;4.0
1131;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2018/'19;670;40;640;5.0
1132;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2019/20;600;20;580;4.0
1133;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2020/'21;530;20;510;3.0
1134;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2012/'13;2720;340;2380;12.0
1135;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2013/'14;2620;300;2320;11.0
1136;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2014/'15;2560;270;2300;10.0
1137;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2015/'16;2610;290;2320;11.0
1138;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2016/'17;2670;330;2340;12.0
1139;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2017/'18;2720;310;2410;11.0
1140;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2018/'19;2760;320;2430;12.0
1141;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2019/20;2870;280;2590;10.0
1142;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2020/'21;2920;290;2640;10.0
1143;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vavo;2012/'13;90;10;70;14.0
1144;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vavo;2013/'14;80;10;60;15.0
1145;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vavo;2014/'15;100;10;90;14.0
1146;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vavo;2015/'16;80;10;80;
1147;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vavo;2016/'17;90;20;70;21.0
1148;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vavo;2017/'18;90;10;70;16.0
1149;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vavo;2018/'19;100;20;80;22.0
1150;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vavo;2019/20;110;10;90;13.0
1151;Totaal mannen en vrouwen;18 tot 20 jaar;(voormalige) Nederlandse Antillen, Aruba;Vavo;2020/'21;40;10;30;26.0
1152;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Totaal onderwijs;2012/'13;14760;1230;13530;8.0
1153;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Totaal onderwijs;2013/'14;15100;1240;13860;8.0
1154;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Totaal onderwijs;2014/'15;15650;1310;14340;8.0
1155;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Totaal onderwijs;2015/'16;16530;1450;15080;9.0
1156;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Totaal onderwijs;2016/'17;18950;1940;17010;10.0
1157;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Totaal onderwijs;2017/'18;21100;2200;18910;10.0
1158;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Totaal onderwijs;2018/'19;21700;2120;19580;10.0
1159;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Totaal onderwijs;2019/20;22050;1730;20320;8.0
1160;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Totaal onderwijs;2020/'21;22480;1730;20750;8.0
1161;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2012/'13;5270;240;5030;5.0
1162;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2013/'14;5300;260;5030;5.0
1163;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2014/'15;5640;340;5290;6.0
1164;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2015/'16;6270;500;5760;8.0
1165;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2016/'17;8050;900;7150;11.0
1166;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2017/'18;8590;860;7730;10.0
1167;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2018/'19;7920;630;7290;8.0
1168;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2019/20;7730;480;7250;6.0
1169;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2020/'21;7620;400;7220;5.0
1170;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2012/'13;8810;920;7880;10.0
1171;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2013/'14;9120;900;8220;10.0
1172;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2014/'15;9360;880;8480;9.0
1173;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2015/'16;9560;870;8690;9.0
1174;Totaal mannen en vrouwen;18 tot 20 jaar;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2016/'17;10050;910;9140;9.0
