ID;Geslacht;KenmerkenPersonen;CaribischNederland;Perioden;Personen_1;PersoonlijkBrutoInkomenGemiddeld_2;PersoonlijkBrutoInkomenMediaan_3;PersoonlijkInkomenGemiddeld_4;PersoonlijkInkomenMediaan_5
775;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Caribisch Nederland;2018;3450.0;37.3;24.9;32.4;23.8
776;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Caribisch Nederland;2019;3600.0;37.3;25.0;32.4;24.0
777;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Caribisch Nederland;2020;3650.0;36.4;24.1;31.9;23.2
778;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Caribisch Nederland;2021;3650.0;37.8;25.5;33.1;23.9
779;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Caribisch Nederland;2022;3600.0;39.9;27.1;34.7;25.1
780;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Bonaire;2011;2000.0;29.7;20.9;27.3;20.0
781;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Bonaire;2012;2100.0;30.4;21.4;28.0;20.4
782;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Bonaire;2013;2250.0;31.2;21.9;28.7;21.1
783;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Bonaire;2014;2450.0;31.3;22.0;28.8;21.4
784;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Bonaire;2015;2550.0;31.7;23.1;29.1;22.2
785;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Bonaire;2016;2650.0;33.7;23.2;29.1;22.4
786;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Bonaire;2017;2800.0;35.0;23.7;30.2;23.2
787;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Bonaire;2018;2850.0;35.3;23.8;30.3;23.2
788;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Bonaire;2019;3000.0;35.1;23.6;30.1;22.7
789;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Bonaire;2020;3050.0;34.7;22.8;30.1;22.2
790;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Bonaire;2021;3000.0;36.3;23.9;31.4;22.6
791;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Bonaire;2022;2950.0;38.4;25.8;33.0;23.6
792;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Sint Eustatius;2011;300.0;40.7;27.8;37.2;25.2
793;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Sint Eustatius;2012;300.0;42.9;30.5;39.2;28.3
794;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Sint Eustatius;2013;350.0;43.0;32.2;39.3;29.5
795;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Sint Eustatius;2014;350.0;43.3;33.7;39.4;31.3
796;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Sint Eustatius;2015;350.0;47.3;35.2;43.0;32.7
797;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Sint Eustatius;2016;400.0;47.6;34.5;43.6;32.2
798;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Sint Eustatius;2017;400.0;49.0;37.8;45.1;34.4
799;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Sint Eustatius;2018;400.0;50.0;36.9;45.7;33.6
800;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Sint Eustatius;2019;400.0;52.5;40.6;48.2;38.3
801;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Sint Eustatius;2020;400.0;48.3;36.8;43.8;35.0
802;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Sint Eustatius;2021;400.0;47.4;34.4;43.7;33.1
803;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Sint Eustatius;2022;400.0;48.4;35.4;44.3;33.5
804;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Saba;2011;150.0;32.2;24.5;29.1;22.7
805;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Saba;2012;150.0;34.0;27.0;31.0;24.3
806;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Saba;2013;200.0;32.5;25.1;29.5;23.1
807;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Saba;2014;200.0;34.7;25.4;31.6;23.6
808;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Saba;2015;200.0;36.4;24.0;32.9;23.2
809;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Saba;2016;200.0;37.0;27.2;33.3;25.3
810;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Saba;2017;200.0;40.8;28.6;36.5;26.7
811;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Saba;2018;200.0;40.7;30.5;36.6;27.5
812;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Saba;2019;200.0;39.6;31.8;35.9;28.6
813;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Saba;2020;250.0;38.1;30.9;34.6;28.3
814;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Saba;2021;250.0;39.9;33.0;36.9;30.6
815;Totaal mannen en vrouwen;Leeftijd: 50 tot 60 jaar;Saba;2022;250.0;43.0;34.9;39.3;32.4
816;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Caribisch Nederland;2011;2850.0;20.3;9.2;19.8;9.2
817;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Caribisch Nederland;2012;3050.0;21.1;10.6;20.6;10.6
818;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Caribisch Nederland;2013;3250.0;21.7;11.8;21.2;11.7
819;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Caribisch Nederland;2014;3350.0;22.2;12.2;21.6;12.2
820;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Caribisch Nederland;2015;3550.0;22.3;12.4;21.6;12.4
821;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Caribisch Nederland;2016;3750.0;25.2;14.1;22.7;13.5
822;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Caribisch Nederland;2017;3950.0;26.1;14.7;23.3;14.0
823;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Caribisch Nederland;2018;4200.0;26.4;15.3;23.6;14.8
824;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Caribisch Nederland;2019;4450.0;26.8;15.8;23.9;15.3
825;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Caribisch Nederland;2020;4700.0;27.4;16.2;24.4;15.7
826;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Caribisch Nederland;2021;4900.0;27.5;15.9;24.5;15.5
827;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Caribisch Nederland;2022;5200.0;29.2;18.2;26.1;17.5
828;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Bonaire;2011;2300.0;20.0;9.7;19.5;9.7
829;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Bonaire;2012;2450.0;20.7;10.8;20.2;10.7
830;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Bonaire;2013;2600.0;21.2;11.8;20.8;11.7
831;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Bonaire;2014;2700.0;21.8;12.4;21.3;12.3
832;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Bonaire;2015;2850.0;21.7;12.4;21.0;12.4
833;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Bonaire;2016;3000.0;24.7;13.9;22.0;13.3
834;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Bonaire;2017;3200.0;25.2;14.2;22.4;13.6
835;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Bonaire;2018;3400.0;25.4;14.8;22.5;14.4
836;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Bonaire;2019;3600.0;25.6;15.4;22.7;14.9
837;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Bonaire;2020;3850.0;26.4;15.7;23.4;15.2
838;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Bonaire;2021;4050.0;26.8;15.4;23.7;14.7
839;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Bonaire;2022;4300.0;28.5;17.6;25.3;16.9
840;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Sint Eustatius;2011;350.0;20.3;8.0;19.5;8.0
841;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Sint Eustatius;2012;350.0;22.1;9.0;21.3;9.0
842;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Sint Eustatius;2013;400.0;22.9;9.6;22.0;9.6
843;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Sint Eustatius;2014;400.0;22.8;9.6;22.0;9.6
844;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Sint Eustatius;2015;400.0;24.7;9.9;23.9;9.9
845;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Sint Eustatius;2016;450.0;27.8;13.3;25.6;12.1
846;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Sint Eustatius;2017;450.0;30.8;15.8;28.0;13.8
847;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Sint Eustatius;2018;450.0;32.0;16.1;28.7;14.7
848;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Sint Eustatius;2019;500.0;32.1;15.9;28.7;14.5
849;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Sint Eustatius;2020;500.0;32.3;16.7;28.4;16.2
850;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Sint Eustatius;2021;550.0;30.5;16.6;27.4;16.3
851;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Sint Eustatius;2022;550.0;32.0;19.0;29.3;18.7
852;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Saba;2011;250.0;22.9;9.9;22.4;9.9
853;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Saba;2012;250.0;23.9;13.9;23.3;13.8
854;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Saba;2013;250.0;25.1;16.5;24.5;16.2
855;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Saba;2014;250.0;24.9;15.9;24.1;15.6
856;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Saba;2015;300.0;25.4;16.5;24.7;16.2
857;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Saba;2016;300.0;27.3;19.4;25.8;18.5
858;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Saba;2017;300.0;28.1;19.6;26.5;18.7
859;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Saba;2018;300.0;29.5;21.2;27.9;20.3
860;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Saba;2019;300.0;31.6;21.7;29.6;21.0
861;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Saba;2020;300.0;32.2;23.5;30.3;22.6
862;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Saba;2021;300.0;31.7;22.4;30.1;21.6
863;Totaal mannen en vrouwen;Leeftijd: 60 jaar en ouder;Saba;2022;350.0;33.3;23.9;31.8;23.2
864;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Caribisch Nederland;2011;10300.0;28.3;21.1;26.3;20.3
865;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Caribisch Nederland;2012;10850.0;29.2;21.8;27.2;20.9
866;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Caribisch Nederland;2013;11550.0;29.8;22.5;27.7;21.6
867;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Caribisch Nederland;2014;12050.0;30.6;23.0;28.4;22.2
868;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Caribisch Nederland;2015;12350.0;31.6;23.7;29.2;22.8
869;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Caribisch Nederland;2016;12850.0;33.0;24.1;29.7;23.4
870;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Caribisch Nederland;2017;13500.0;34.0;24.7;30.6;23.8
871;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Caribisch Nederland;2018;14100.0;34.2;24.8;30.7;23.9
872;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Caribisch Nederland;2019;14800.0;33.9;24.2;30.5;23.4
873;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Caribisch Nederland;2020;15050.0;34.2;24.3;30.7;23.6
874;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Caribisch Nederland;2021;15450.0;34.6;24.8;31.2;24.0
875;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Caribisch Nederland;2022;16000.0;36.2;26.5;32.4;25.4
876;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Bonaire;2011;8400.0;26.8;20.0;24.9;19.4
877;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Bonaire;2012;8850.0;27.4;20.6;25.6;19.9
878;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Bonaire;2013;9400.0;28.1;21.4;26.2;20.8
879;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Bonaire;2014;9800.0;28.8;21.8;26.8;21.1
880;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Bonaire;2015;10050.0;29.5;22.6;27.4;21.7
881;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Bonaire;2016;10500.0;31.4;23.4;28.0;22.6
882;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Bonaire;2017;11000.0;32.2;23.7;28.7;23.2
883;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Bonaire;2018;11550.0;32.5;23.8;29.0;23.2
884;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Bonaire;2019;12150.0;32.2;23.2;28.7;22.6
885;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Bonaire;2020;12450.0;32.5;23.2;29.1;22.7
886;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Bonaire;2021;12850.0;33.2;23.6;29.7;22.8
887;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Bonaire;2022;13300.0;34.7;25.3;30.9;24.3
888;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Sint Eustatius;2011;1200.0;37.1;28.2;34.1;26.4
889;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Sint Eustatius;2012;1250.0;39.1;30.3;36.0;28.3
890;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Sint Eustatius;2013;1350.0;40.1;31.3;36.9;29.5
891;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Sint Eustatius;2014;1400.0;40.5;32.6;37.2;30.6
892;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Sint Eustatius;2015;1400.0;44.3;34.4;40.9;32.1
893;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Sint Eustatius;2016;1400.0;44.2;33.2;40.7;31.3
894;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Sint Eustatius;2017;1550.0;45.9;36.4;42.4;33.9
895;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Sint Eustatius;2018;1600.0;44.8;32.6;41.1;31.2
896;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Sint Eustatius;2019;1650.0;44.5;32.3;40.9;30.5
897;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Sint Eustatius;2020;1600.0;43.8;32.1;39.7;30.7
898;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Sint Eustatius;2021;1650.0;42.5;31.6;39.1;30.3
899;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Sint Eustatius;2022;1700.0;43.6;33.1;40.1;31.3
900;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Saba;2011;700.0;31.8;24.4;29.3;22.7
901;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Saba;2012;750.0;33.4;25.4;30.8;23.7
902;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Saba;2013;800.0;32.8;25.3;30.3;23.5
903;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Saba;2014;850.0;34.5;26.5;31.7;24.8
904;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Saba;2015;900.0;34.7;26.1;31.8;24.7
905;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Saba;2016;950.0;34.8;26.2;31.7;25.1
906;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Saba;2017;950.0;35.9;26.9;32.8;25.6
907;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Saba;2018;950.0;37.2;28.0;34.0;26.6
908;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Saba;2019;1000.0;37.5;27.7;34.2;26.5
909;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Saba;2020;950.0;39.1;29.4;35.7;28.1
910;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Saba;2021;950.0;39.3;30.7;36.5;29.1
911;Totaal mannen en vrouwen;SEC: werknemer en zelfstandige;Saba;2022;1000.0;42.4;33.3;39.0;31.1
912;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Caribisch Nederland;2011;2200.0;8.1;7.9;8.1;7.9
913;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Caribisch Nederland;2012;2150.0;8.1;8.4;8.1;8.4
914;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Caribisch Nederland;2013;2300.0;8.3;8.6;8.3;8.6
915;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Caribisch Nederland;2014;2250.0;8.4;8.7;8.4;8.7
916;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Caribisch Nederland;2015;2550.0;7.6;8.8;7.6;8.8
917;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Caribisch Nederland;2016;2800.0;7.9;8.3;7.4;8.2
918;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Caribisch Nederland;2017;2850.0;8.4;8.0;7.7;7.8
919;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Caribisch Nederland;2018;2850.0;8.2;8.3;7.9;8.2
920;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Caribisch Nederland;2019;2750.0;8.3;7.9;7.8;7.9
921;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Caribisch Nederland;2020;3000.0;9.4;9.9;9.0;9.9
922;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Caribisch Nederland;2021;3150.0;9.5;9.9;9.0;9.8
923;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Caribisch Nederland;2022;3350.0;10.7;10.7;10.0;10.4
924;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Bonaire;2011;1800.0;8.2;7.9;8.2;7.9
925;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Bonaire;2012;1750.0;8.1;8.4;8.1;8.4
926;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Bonaire;2013;1850.0;8.4;8.6;8.4;8.6
927;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Bonaire;2014;1800.0;8.5;8.7;8.5;8.7
928;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Bonaire;2015;2050.0;7.6;8.8;7.6;8.8
929;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Bonaire;2016;2250.0;7.8;8.4;7.4;8.3
930;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Bonaire;2017;2300.0;8.4;8.0;7.6;8.0
931;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Bonaire;2018;2300.0;8.0;8.2;7.8;8.2
932;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Bonaire;2019;2250.0;8.2;7.9;7.6;7.8
933;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Bonaire;2020;2450.0;9.1;9.9;8.7;9.9
934;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Bonaire;2021;2550.0;9.1;9.7;8.6;9.6
935;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Bonaire;2022;2700.0;10.4;10.4;9.7;10.1
936;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Sint Eustatius;2011;250.0;7.6;8.0;7.6;8.0
937;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Sint Eustatius;2012;250.0;7.9;9.0;7.9;9.0
938;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Sint Eustatius;2013;300.0;7.6;8.8;7.5;8.8
939;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Sint Eustatius;2014;300.0;7.5;8.2;7.5;8.2
940;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Sint Eustatius;2015;300.0;7.3;8.0;7.2;7.9
941;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Sint Eustatius;2016;350.0;7.4;7.2;7.1;7.2
942;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Sint Eustatius;2017;350.0;7.4;6.8;7.1;6.8
943;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Sint Eustatius;2018;350.0;8.3;7.6;8.0;7.6
944;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Sint Eustatius;2019;350.0;8.3;8.0;7.9;7.9
945;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Sint Eustatius;2020;400.0;9.9;9.7;9.6;9.7
946;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Sint Eustatius;2021;400.0;9.9;9.9;9.6;9.8
947;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Sint Eustatius;2022;400.0;11.4;11.3;11.1;11.3
948;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Saba;2011;150.0;7.3;8.5;7.3;8.5
949;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Saba;2012;150.0;8.7;9.0;8.7;9.0
950;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Saba;2013;150.0;8.8;9.3;8.7;9.3
951;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Saba;2014;150.0;9.6;10.0;9.5;10.0
952;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Saba;2015;200.0;8.9;10.3;8.9;10.3
953;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Saba;2016;150.0;9.4;10.1;8.9;10.0
954;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Saba;2017;200.0;10.5;10.2;9.8;9.9
955;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Saba;2018;200.0;10.8;10.4;10.0;10.4
956;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Saba;2019;150.0;10.0;10.0;9.4;10.0
957;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Saba;2020;200.0;12.4;12.7;11.8;12.7
958;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Saba;2021;200.0;12.8;12.8;12.1;12.8
959;Totaal mannen en vrouwen;SEC: Uitkerings- en pensioenontvanger;Saba;2022;250.0;11.9;12.7;11.6;12.4
960;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Caribisch Nederland;2011;;;;;
961;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Caribisch Nederland;2012;;;;;
962;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Caribisch Nederland;2013;;;;;
963;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Caribisch Nederland;2014;;;;;
964;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Caribisch Nederland;2015;;;;;
965;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Caribisch Nederland;2016;3900.0;5.2;5.0;4.9;4.8
966;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Caribisch Nederland;2017;4100.0;5.3;5.0;5.0;4.9
967;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Caribisch Nederland;2018;4250.0;5.4;5.4;5.1;5.3
968;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Caribisch Nederland;2019;4400.0;5.6;5.6;5.3;5.4
969;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Caribisch Nederland;2020;4500.0;6.4;6.2;6.0;6.1
970;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Caribisch Nederland;2021;4650.0;6.2;5.9;5.7;5.7
971;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Caribisch Nederland;2022;4850.0;6.5;6.1;5.9;5.8
972;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Bonaire;2011;2550.0;4.6;4.7;4.5;4.7
973;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Bonaire;2012;2650.0;4.9;5.1;4.8;5.0
974;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Bonaire;2013;2800.0;5.0;5.1;4.9;5.1
975;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Bonaire;2014;2900.0;5.1;5.3;5.1;5.3
976;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Bonaire;2015;3050.0;4.9;4.9;4.8;4.8
977;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Bonaire;2016;3200.0;4.9;4.7;4.7;4.6
978;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Bonaire;2017;3350.0;5.1;4.8;4.8;4.7
979;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Bonaire;2018;3450.0;5.2;5.3;4.9;5.2
980;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Bonaire;2019;3600.0;5.5;5.3;5.1;5.2
981;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Bonaire;2020;3700.0;6.2;6.0;5.7;5.9
982;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Bonaire;2021;3850.0;6.0;5.6;5.4;5.4
983;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Bonaire;2022;4000.0;6.4;5.9;5.7;5.6
984;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Sint Eustatius;2011;350.0;5.6;6.2;5.5;6.1
985;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Sint Eustatius;2012;400.0;5.4;5.5;5.3;5.3
986;Totaal mannen en vrouwen;Persoonlijk inkomen: 1e 25%-groep;Sint Eustatius;2013;400.0;5.8;6.1;5.7;6.0
