ID;BedrijfstakBranchesSBI2008;Perioden;Waarde_1;Prijs_2;Volume_3;Waarde_4;Prijs_5;Volume_6
1502;4721 Groentewinkels;2010 juni;;;;;;
1503;4721 Groentewinkels;2010 2e kwartaal;;;;;;
1504;4721 Groentewinkels;2010 juli;;;;;;
1505;4721 Groentewinkels;2010 augustus;;;;;;
1506;4721 Groentewinkels;2010 september;;;;;;
1507;4721 Groentewinkels;2010 3e kwartaal;;;;;;
1508;4721 Groentewinkels;2010 oktober;;;;;;
1509;4721 Groentewinkels;2010 november;;;;;;
1510;4721 Groentewinkels;2010 december;;;;;;
1511;4721 Groentewinkels;2010 4e kwartaal;;;;;;
1512;4721 Groentewinkels;2010;;;;;;
1513;4721 Groentewinkels;2011 januari;;;;;;
1514;4721 Groentewinkels;2011 februari;;;;;;
1515;4721 Groentewinkels;2011 maart;;;;;;
1516;4721 Groentewinkels;2011 1e kwartaal;;;;;;
1517;4721 Groentewinkels;2011 april;;;;;;
1518;4721 Groentewinkels;2011 mei;;;;;;
1519;4721 Groentewinkels;2011 juni;;;;;;
1520;4721 Groentewinkels;2011 2e kwartaal;;;;;;
1521;4721 Groentewinkels;2011 juli;;;;;;
1522;4721 Groentewinkels;2011 augustus;;;;;;
1523;4721 Groentewinkels;2011 september;;;;;;
1524;4721 Groentewinkels;2011 3e kwartaal;;;;;;
1525;4721 Groentewinkels;2011 oktober;;;;;;
1526;4721 Groentewinkels;2011 november;;;;;;
1527;4721 Groentewinkels;2011 december;;;;;;
1528;4721 Groentewinkels;2011 4e kwartaal;;;;;;
1529;4721 Groentewinkels;2011;;;;;;
1530;4721 Groentewinkels;2012 januari;;;;;;
1531;4721 Groentewinkels;2012 februari;;;;;;
1532;4721 Groentewinkels;2012 maart;;;;;;
1533;4721 Groentewinkels;2012 1e kwartaal;;;;;;
1534;4721 Groentewinkels;2012 april;;;;;;
1535;4721 Groentewinkels;2012 mei;;;;;;
1536;4721 Groentewinkels;2012 juni;;;;;;
1537;4721 Groentewinkels;2012 2e kwartaal;;;;;;
1538;4721 Groentewinkels;2012 juli;;;;;;
1539;4721 Groentewinkels;2012 augustus;;;;;;
1540;4721 Groentewinkels;2012 september;;;;;;
1541;4721 Groentewinkels;2012 3e kwartaal;;;;;;
1542;4721 Groentewinkels;2012 oktober;;;;;;
1543;4721 Groentewinkels;2012 november;;;;;;
1544;4721 Groentewinkels;2012 december;;;;;;
1545;4721 Groentewinkels;2012 4e kwartaal;;;;;;
1546;4721 Groentewinkels;2012;;;;;;
1547;4722 Slagerijen en poeliers;2000 januari;98.4;90.1;109.2;;;
1548;4722 Slagerijen en poeliers;2000 februari;98.0;89.4;109.6;;;
1549;4722 Slagerijen en poeliers;2000 maart;113.3;89.4;126.7;;;
1550;4722 Slagerijen en poeliers;2000 1e kwartaal;103.2;89.6;115.2;;;
1551;4722 Slagerijen en poeliers;2000 april;102.9;89.1;115.5;;;
1552;4722 Slagerijen en poeliers;2000 mei;107.7;89.6;120.2;;;
1553;4722 Slagerijen en poeliers;2000 juni;113.1;89.9;125.9;;;
1554;4722 Slagerijen en poeliers;2000 2e kwartaal;107.9;89.5;120.5;;;
1555;4722 Slagerijen en poeliers;2000 juli;100.9;90.1;112.0;;;
1556;4722 Slagerijen en poeliers;2000 augustus;106.6;90.4;118.0;;;
1557;4722 Slagerijen en poeliers;2000 september;104.9;91.0;115.3;;;
1558;4722 Slagerijen en poeliers;2000 3e kwartaal;104.2;90.5;115.1;;;
1559;4722 Slagerijen en poeliers;2000 oktober;104.6;91.6;114.2;;;
1560;4722 Slagerijen en poeliers;2000 november;109.4;92.8;117.9;;;
1561;4722 Slagerijen en poeliers;2000 december;143.4;93.3;153.7;;;
1562;4722 Slagerijen en poeliers;2000 4e kwartaal;119.1;92.6;128.7;;;
1563;4722 Slagerijen en poeliers;2000;108.6;90.6;119.9;;;
1564;4722 Slagerijen en poeliers;2001 januari;103.1;94.4;109.3;4.8;4.7;0.0
1565;4722 Slagerijen en poeliers;2001 februari;101.6;95.0;106.9;3.7;6.3;-2.5
1566;4722 Slagerijen en poeliers;2001 maart;113.5;97.3;116.6;0.2;8.8;-8.0
1567;4722 Slagerijen en poeliers;2001 1e kwartaal;106.1;95.6;111.0;2.7;6.6;-3.6
1568;4722 Slagerijen en poeliers;2001 april;104.5;100.6;103.8;1.5;12.9;-10.1
1569;4722 Slagerijen en poeliers;2001 mei;115.3;100.9;114.3;7.1;12.6;-4.9
1570;4722 Slagerijen en poeliers;2001 juni;115.7;100.9;114.7;2.3;12.3;-8.9
1571;4722 Slagerijen en poeliers;2001 2e kwartaal;111.8;100.8;110.9;3.6;12.6;-7.9
1572;4722 Slagerijen en poeliers;2001 juli;105.2;100.7;104.5;4.2;11.8;-6.7
1573;4722 Slagerijen en poeliers;2001 augustus;111.6;100.6;111.0;4.7;11.3;-5.9
1574;4722 Slagerijen en poeliers;2001 september;107.8;100.9;106.8;2.7;10.8;-7.3
1575;4722 Slagerijen en poeliers;2001 3e kwartaal;108.2;100.7;107.4;3.9;11.3;-6.7
1576;4722 Slagerijen en poeliers;2001 oktober;113.6;100.6;112.9;8.6;9.7;-1.1
1577;4722 Slagerijen en poeliers;2001 november;118.8;100.4;118.4;8.6;8.1;0.4
1578;4722 Slagerijen en poeliers;2001 december;143.5;100.1;143.4;0.0;7.2;-6.7
1579;4722 Slagerijen en poeliers;2001 4e kwartaal;125.3;100.3;124.9;5.1;8.4;-3.0
1580;4722 Slagerijen en poeliers;2001;112.8;99.3;113.6;3.9;9.7;-5.3
1581;4722 Slagerijen en poeliers;2002 januari;111.2;100.3;110.8;7.8;6.3;1.4
1582;4722 Slagerijen en poeliers;2002 februari;102.9;100.6;102.3;1.3;5.9;-4.3
1583;4722 Slagerijen en poeliers;2002 maart;115.2;100.2;114.9;1.5;3.0;-1.5
1584;4722 Slagerijen en poeliers;2002 1e kwartaal;109.8;100.4;109.3;3.5;5.0;-1.5
1585;4722 Slagerijen en poeliers;2002 april;107.3;100.5;106.7;2.7;-0.1;2.8
1586;4722 Slagerijen en poeliers;2002 mei;118.3;100.7;117.5;2.6;-0.2;2.8
1587;4722 Slagerijen en poeliers;2002 juni;112.0;100.4;111.6;-3.2;-0.5;-2.7
1588;4722 Slagerijen en poeliers;2002 2e kwartaal;112.5;100.5;111.9;0.6;-0.3;0.9
1589;4722 Slagerijen en poeliers;2002 juli;108.4;100.5;107.9;3.1;-0.2;3.3
1590;4722 Slagerijen en poeliers;2002 augustus;111.5;100.2;111.3;-0.1;-0.4;0.3
1591;4722 Slagerijen en poeliers;2002 september;107.6;101.2;106.3;-0.2;0.3;-0.5
1592;4722 Slagerijen en poeliers;2002 3e kwartaal;109.2;100.6;108.5;0.9;-0.1;1.0
1593;4722 Slagerijen en poeliers;2002 oktober;114.3;99.6;114.7;0.7;-0.9;1.6
1594;4722 Slagerijen en poeliers;2002 november;114.0;99.7;114.3;-4.0;-0.6;-3.5
1595;4722 Slagerijen en poeliers;2002 december;140.0;99.8;140.3;-2.5;-0.3;-2.2
1596;4722 Slagerijen en poeliers;2002 4e kwartaal;122.7;99.7;123.1;-2.0;-0.6;-1.4
1597;4722 Slagerijen en poeliers;2002;113.5;100.3;113.2;0.6;1.0;-0.3
1598;4722 Slagerijen en poeliers;2003 januari;114.7;98.5;116.4;3.2;-1.8;5.1
1599;4722 Slagerijen en poeliers;2003 februari;101.2;99.2;102.1;-1.6;-1.5;-0.2
1600;4722 Slagerijen en poeliers;2003 maart;105.8;99.5;106.3;-8.1;-0.7;-7.5
1601;4722 Slagerijen en poeliers;2003 1e kwartaal;107.2;99.1;108.3;-2.3;-1.3;-1.0
1602;4722 Slagerijen en poeliers;2003 april;107.1;100.9;106.1;-0.1;0.4;-0.5
1603;4722 Slagerijen en poeliers;2003 mei;114.8;101.4;113.3;-3.0;0.7;-3.6
1604;4722 Slagerijen en poeliers;2003 juni;109.2;101.9;107.2;-2.6;1.5;-4.0
1605;4722 Slagerijen en poeliers;2003 2e kwartaal;110.4;101.4;108.9;-1.9;0.8;-2.8
1606;4722 Slagerijen en poeliers;2003 juli;104.9;102.0;102.9;-3.2;1.5;-4.7
1607;4722 Slagerijen en poeliers;2003 augustus;105.1;102.2;102.9;-5.7;2.0;-7.5
1608;4722 Slagerijen en poeliers;2003 september;103.7;101.5;102.2;-3.6;0.4;-3.9
1609;4722 Slagerijen en poeliers;2003 3e kwartaal;104.6;101.9;102.6;-4.2;1.3;-5.4
1610;4722 Slagerijen en poeliers;2003 oktober;111.2;101.0;110.2;-2.7;1.3;-4.0
1611;4722 Slagerijen en poeliers;2003 november;104.5;100.7;103.8;-8.3;1.0;-9.2
1612;4722 Slagerijen en poeliers;2003 december;130.8;101.0;129.5;-6.6;1.2;-7.7
1613;4722 Slagerijen en poeliers;2003 4e kwartaal;115.5;100.9;114.5;-5.9;1.2;-7.0
1614;4722 Slagerijen en poeliers;2003;109.4;100.8;108.5;-3.6;0.5;-4.1
1615;4722 Slagerijen en poeliers;2004 januari;103.6;100.1;103.5;-9.7;1.6;-11.1
1616;4722 Slagerijen en poeliers;2004 februari;93.8;100.0;93.8;-7.3;0.9;-8.1
1617;4722 Slagerijen en poeliers;2004 maart;99.4;99.4;100.0;-6.1;-0.1;-6.0
1618;4722 Slagerijen en poeliers;2004 1e kwartaal;98.9;99.8;99.1;-7.7;0.8;-8.5
1619;4722 Slagerijen en poeliers;2004 april;101.5;99.1;102.4;-5.3;-1.8;-3.5
1620;4722 Slagerijen en poeliers;2004 mei;100.6;99.5;101.1;-12.4;-1.8;-10.7
1621;4722 Slagerijen en poeliers;2004 juni;100.8;99.5;101.4;-7.6;-2.3;-5.4
1622;4722 Slagerijen en poeliers;2004 2e kwartaal;101.0;99.4;101.6;-8.5;-2.0;-6.7
1623;4722 Slagerijen en poeliers;2004 juli;98.5;99.5;99.0;-6.1;-2.4;-3.8
1624;4722 Slagerijen en poeliers;2004 augustus;91.1;99.1;92.0;-13.3;-3.0;-10.6
1625;4722 Slagerijen en poeliers;2004 september;100.1;99.6;100.6;-3.5;-1.9;-1.5
1626;4722 Slagerijen en poeliers;2004 3e kwartaal;96.6;99.4;97.2;-7.7;-2.5;-5.3
1627;4722 Slagerijen en poeliers;2004 oktober;101.5;99.5;101.9;-8.8;-1.4;-7.5
1628;4722 Slagerijen en poeliers;2004 november;98.1;99.2;98.9;-6.1;-1.5;-4.7
1629;4722 Slagerijen en poeliers;2004 december;139.5;99.2;140.7;6.7;-1.8;8.7
1630;4722 Slagerijen en poeliers;2004 4e kwartaal;113.0;99.3;113.8;-2.1;-1.6;-0.6
1631;4722 Slagerijen en poeliers;2004;102.4;99.5;102.9;-6.4;-1.3;-5.2
1632;4722 Slagerijen en poeliers;2005 januari;94.3;99.4;94.9;-9.0;-0.7;-8.3
1633;4722 Slagerijen en poeliers;2005 februari;87.7;99.3;88.4;-6.5;-0.8;-5.8
1634;4722 Slagerijen en poeliers;2005 maart;101.0;99.4;101.7;1.7;0.0;1.7
1635;4722 Slagerijen en poeliers;2005 1e kwartaal;94.3;99.3;95.0;-4.7;-0.5;-4.2
1636;4722 Slagerijen en poeliers;2005 april;94.8;99.4;95.4;-6.6;0.3;-6.9
1637;4722 Slagerijen en poeliers;2005 mei;98.4;100.3;98.1;-2.3;0.7;-3.0
1638;4722 Slagerijen en poeliers;2005 juni;104.0;100.1;103.8;3.1;0.7;2.4
1639;4722 Slagerijen en poeliers;2005 2e kwartaal;99.0;99.9;99.1;-1.9;0.6;-2.5
1640;4722 Slagerijen en poeliers;2005 juli;97.0;100.4;96.6;-1.6;0.8;-2.4
1641;4722 Slagerijen en poeliers;2005 augustus;88.1;100.8;87.5;-3.3;1.7;-4.9
1642;4722 Slagerijen en poeliers;2005 september;99.9;99.9;99.9;-0.3;0.4;-0.6
1643;4722 Slagerijen en poeliers;2005 3e kwartaal;95.0;100.3;94.7;-1.7;1.0;-2.6
1644;4722 Slagerijen en poeliers;2005 oktober;98.8;100.6;98.1;-2.7;1.1;-3.7
1645;4722 Slagerijen en poeliers;2005 november;99.4;100.0;99.4;1.3;0.9;0.4
1646;4722 Slagerijen en poeliers;2005 december;136.7;100.5;136.0;-2.0;1.4;-3.3
1647;4722 Slagerijen en poeliers;2005 4e kwartaal;111.6;100.4;111.2;-1.2;1.1;-2.3
1648;4722 Slagerijen en poeliers;2005;100.0;100.0;100.0;-2.3;0.5;-2.9
1649;4722 Slagerijen en poeliers;2006 januari;92.4;100.9;91.6;-2.0;1.5;-3.4
1650;4722 Slagerijen en poeliers;2006 februari;91.0;100.2;90.8;3.7;0.9;2.8
1651;4722 Slagerijen en poeliers;2006 maart;99.3;100.3;99.0;-1.7;0.9;-2.6
1652;4722 Slagerijen en poeliers;2006 1e kwartaal;94.2;100.4;93.8;-0.1;1.1;-1.2
1653;4722 Slagerijen en poeliers;2006 april;98.3;101.2;97.1;3.7;1.8;1.8
1654;4722 Slagerijen en poeliers;2006 mei;97.5;101.0;96.5;-0.9;0.8;-1.7
1655;4722 Slagerijen en poeliers;2006 juni;104.9;101.5;103.4;0.9;1.4;-0.5
1656;4722 Slagerijen en poeliers;2006 2e kwartaal;100.2;101.2;99.0;1.2;1.3;-0.1
1657;4722 Slagerijen en poeliers;2006 juli;93.2;101.1;92.1;-3.9;0.8;-4.7
1658;4722 Slagerijen en poeliers;2006 augustus;90.7;101.3;89.6;2.9;0.5;2.4
1659;4722 Slagerijen en poeliers;2006 september;101.3;101.4;100.0;1.5;1.5;0.0
1660;4722 Slagerijen en poeliers;2006 3e kwartaal;95.1;101.3;93.9;0.1;0.9;-0.8
1661;4722 Slagerijen en poeliers;2006 oktober;96.1;101.4;94.8;-2.7;0.8;-3.4
1662;4722 Slagerijen en poeliers;2006 november;100.0;101.0;99.0;0.6;1.0;-0.4
1663;4722 Slagerijen en poeliers;2006 december;134.1;101.3;132.4;-1.9;0.8;-2.6
1664;4722 Slagerijen en poeliers;2006 4e kwartaal;110.1;101.2;108.7;-1.4;0.8;-2.2
1665;4722 Slagerijen en poeliers;2006;99.9;101.0;98.9;-0.1;1.0;-1.1
1666;4722 Slagerijen en poeliers;2007 januari;91.0;100.7;90.3;-1.6;-0.1;-1.5
1667;4722 Slagerijen en poeliers;2007 februari;86.5;100.5;86.1;-4.8;0.3;-5.1
1668;4722 Slagerijen en poeliers;2007 maart;96.6;100.1;96.5;-2.7;-0.2;-2.6
1669;4722 Slagerijen en poeliers;2007 1e kwartaal;91.4;100.4;91.0;-3.0;0.0;-3.1
1670;4722 Slagerijen en poeliers;2007 april;94.6;100.5;94.1;-3.7;-0.7;-3.0
1671;4722 Slagerijen en poeliers;2007 mei;96.0;100.3;95.8;-1.5;-0.7;-0.8
1672;4722 Slagerijen en poeliers;2007 juni;102.9;100.2;102.7;-1.9;-1.3;-0.6
1673;4722 Slagerijen en poeliers;2007 2e kwartaal;97.8;100.3;97.5;-2.4;-0.9;-1.5
1674;4722 Slagerijen en poeliers;2007 juli;89.6;100.2;89.4;-3.8;-0.9;-3.0
1675;4722 Slagerijen en poeliers;2007 augustus;91.3;100.7;90.7;0.6;-0.6;1.2
1676;4722 Slagerijen en poeliers;2007 september;96.8;101.0;95.9;-4.5;-0.4;-4.1
1677;4722 Slagerijen en poeliers;2007 3e kwartaal;92.6;100.6;92.0;-2.6;-0.6;-2.0
1678;4722 Slagerijen en poeliers;2007 oktober;91.7;100.9;90.9;-4.6;-0.5;-4.1
1679;4722 Slagerijen en poeliers;2007 november;94.1;100.8;93.4;-5.9;-0.3;-5.6
1680;4722 Slagerijen en poeliers;2007 december;127.3;101.4;125.6;-5.1;0.1;-5.2
1681;4722 Slagerijen en poeliers;2007 4e kwartaal;104.3;101.0;103.3;-5.2;-0.2;-5.0
1682;4722 Slagerijen en poeliers;2007;96.5;100.6;96.0;-3.4;-0.4;-2.9
1683;4722 Slagerijen en poeliers;2008 januari;88.9;101.3;87.7;-2.2;0.6;-2.8
1684;4722 Slagerijen en poeliers;2008 februari;87.6;101.3;86.4;1.2;0.9;0.3
1685;4722 Slagerijen en poeliers;2008 maart;96.5;101.8;94.8;0.0;1.7;-1.7
1686;4722 Slagerijen en poeliers;2008 1e kwartaal;91.0;101.5;89.7;-0.4;1.0;-1.4
1687;4722 Slagerijen en poeliers;2008 april;89.0;102.2;87.1;-5.9;1.7;-7.5
1688;4722 Slagerijen en poeliers;2008 mei;95.9;102.7;93.4;-0.2;2.4;-2.5
1689;4722 Slagerijen en poeliers;2008 juni;92.2;102.9;89.7;-10.4;2.7;-12.7
1690;4722 Slagerijen en poeliers;2008 2e kwartaal;92.4;102.6;90.0;-5.6;2.3;-7.7
1691;4722 Slagerijen en poeliers;2008 juli;86.8;103.9;83.6;-3.1;3.6;-6.5
1692;4722 Slagerijen en poeliers;2008 augustus;92.5;104.7;88.3;1.3;4.0;-2.6
1693;4722 Slagerijen en poeliers;2008 september;94.2;105.4;89.4;-2.7;4.4;-6.8
1694;4722 Slagerijen en poeliers;2008 3e kwartaal;91.1;104.6;87.1;-1.5;4.0;-5.3
1695;4722 Slagerijen en poeliers;2008 oktober;96.7;106.1;91.2;5.5;5.2;0.3
1696;4722 Slagerijen en poeliers;2008 november;97.6;106.5;91.6;3.7;5.7;-1.9
1697;4722 Slagerijen en poeliers;2008 december;129.5;107.1;121.0;1.8;5.6;-3.7
1698;4722 Slagerijen en poeliers;2008 4e kwartaal;107.9;106.6;101.3;3.4;5.5;-2.0
1699;4722 Slagerijen en poeliers;2008;95.6;103.8;92.1;-0.9;3.2;-4.0
1700;4722 Slagerijen en poeliers;2009 januari;;;;;;
1701;4722 Slagerijen en poeliers;2009 februari;;;;;;
1702;4722 Slagerijen en poeliers;2009 maart;;;;;;
1703;4722 Slagerijen en poeliers;2009 1e kwartaal;;;;;;
1704;4722 Slagerijen en poeliers;2009 april;;;;;;
1705;4722 Slagerijen en poeliers;2009 mei;;;;;;
1706;4722 Slagerijen en poeliers;2009 juni;;;;;;
1707;4722 Slagerijen en poeliers;2009 2e kwartaal;;;;;;
1708;4722 Slagerijen en poeliers;2009 juli;;;;;;
1709;4722 Slagerijen en poeliers;2009 augustus;;;;;;
1710;4722 Slagerijen en poeliers;2009 september;;;;;;
1711;4722 Slagerijen en poeliers;2009 3e kwartaal;;;;;;
1712;4722 Slagerijen en poeliers;2009 oktober;;;;;;
1713;4722 Slagerijen en poeliers;2009 november;;;;;;
1714;4722 Slagerijen en poeliers;2009 december;;;;;;
1715;4722 Slagerijen en poeliers;2009 4e kwartaal;;;;;;
1716;4722 Slagerijen en poeliers;2009;;;;;;
1717;4722 Slagerijen en poeliers;2010 januari;;;;;;
1718;4722 Slagerijen en poeliers;2010 februari;;;;;;
1719;4722 Slagerijen en poeliers;2010 maart;;;;;;
1720;4722 Slagerijen en poeliers;2010 1e kwartaal;;;;;;
1721;4722 Slagerijen en poeliers;2010 april;;;;;;
1722;4722 Slagerijen en poeliers;2010 mei;;;;;;
1723;4722 Slagerijen en poeliers;2010 juni;;;;;;
1724;4722 Slagerijen en poeliers;2010 2e kwartaal;;;;;;
1725;4722 Slagerijen en poeliers;2010 juli;;;;;;
1726;4722 Slagerijen en poeliers;2010 augustus;;;;;;
1727;4722 Slagerijen en poeliers;2010 september;;;;;;
1728;4722 Slagerijen en poeliers;2010 3e kwartaal;;;;;;
1729;4722 Slagerijen en poeliers;2010 oktober;;;;;;
1730;4722 Slagerijen en poeliers;2010 november;;;;;;
1731;4722 Slagerijen en poeliers;2010 december;;;;;;
1732;4722 Slagerijen en poeliers;2010 4e kwartaal;;;;;;
1733;4722 Slagerijen en poeliers;2010;;;;;;
1734;4722 Slagerijen en poeliers;2011 januari;;;;;;
1735;4722 Slagerijen en poeliers;2011 februari;;;;;;
1736;4722 Slagerijen en poeliers;2011 maart;;;;;;
1737;4722 Slagerijen en poeliers;2011 1e kwartaal;;;;;;
1738;4722 Slagerijen en poeliers;2011 april;;;;;;
1739;4722 Slagerijen en poeliers;2011 mei;;;;;;
1740;4722 Slagerijen en poeliers;2011 juni;;;;;;
1741;4722 Slagerijen en poeliers;2011 2e kwartaal;;;;;;
1742;4722 Slagerijen en poeliers;2011 juli;;;;;;
1743;4722 Slagerijen en poeliers;2011 augustus;;;;;;
1744;4722 Slagerijen en poeliers;2011 september;;;;;;
1745;4722 Slagerijen en poeliers;2011 3e kwartaal;;;;;;
1746;4722 Slagerijen en poeliers;2011 oktober;;;;;;
1747;4722 Slagerijen en poeliers;2011 november;;;;;;
1748;4722 Slagerijen en poeliers;2011 december;;;;;;
1749;4722 Slagerijen en poeliers;2011 4e kwartaal;;;;;;
1750;4722 Slagerijen en poeliers;2011;;;;;;
1751;4722 Slagerijen en poeliers;2012 januari;;;;;;
1752;4722 Slagerijen en poeliers;2012 februari;;;;;;
1753;4722 Slagerijen en poeliers;2012 maart;;;;;;
1754;4722 Slagerijen en poeliers;2012 1e kwartaal;;;;;;
1755;4722 Slagerijen en poeliers;2012 april;;;;;;
1756;4722 Slagerijen en poeliers;2012 mei;;;;;;
1757;4722 Slagerijen en poeliers;2012 juni;;;;;;
1758;4722 Slagerijen en poeliers;2012 2e kwartaal;;;;;;
1759;4722 Slagerijen en poeliers;2012 juli;;;;;;
1760;4722 Slagerijen en poeliers;2012 augustus;;;;;;
1761;4722 Slagerijen en poeliers;2012 september;;;;;;
1762;4722 Slagerijen en poeliers;2012 3e kwartaal;;;;;;
1763;4722 Slagerijen en poeliers;2012 oktober;;;;;;
1764;4722 Slagerijen en poeliers;2012 november;;;;;;
1765;4722 Slagerijen en poeliers;2012 december;;;;;;
1766;4722 Slagerijen en poeliers;2012 4e kwartaal;;;;;;
1767;4722 Slagerijen en poeliers;2012;;;;;;
1768;4725 Slijterijen;2000 januari;82.0;88.9;92.2;;;
1769;4725 Slijterijen;2000 februari;85.4;88.4;96.6;;;
1770;4725 Slijterijen;2000 maart;97.0;88.4;109.7;;;
1771;4725 Slijterijen;2000 1e kwartaal;88.1;88.6;99.5;;;
1772;4725 Slijterijen;2000 april;93.5;88.4;105.8;;;
1773;4725 Slijterijen;2000 mei;100.2;88.5;113.2;;;
1774;4725 Slijterijen;2000 juni;108.2;88.5;122.2;;;
1775;4725 Slijterijen;2000 2e kwartaal;100.6;88.4;113.7;;;
1776;4725 Slijterijen;2000 juli;99.2;88.8;111.8;;;
1777;4725 Slijterijen;2000 augustus;102.9;88.9;115.8;;;
1778;4725 Slijterijen;2000 september;98.5;89.3;110.3;;;
1779;4725 Slijterijen;2000 3e kwartaal;100.2;89.0;112.6;;;
1780;4725 Slijterijen;2000 oktober;94.1;89.7;105.0;;;
1781;4725 Slijterijen;2000 november;109.3;90.0;121.5;;;
1782;4725 Slijterijen;2000 december;190.8;90.2;211.7;;;
1783;4725 Slijterijen;2000 4e kwartaal;131.4;89.9;146.1;;;
1784;4725 Slijterijen;2000;105.1;89.0;118.1;;;
1785;4725 Slijterijen;2001 januari;90.6;92.9;97.5;10.5;4.5;5.7
1786;4725 Slijterijen;2001 februari;92.5;93.3;99.2;8.4;5.5;2.7
1787;4725 Slijterijen;2001 maart;106.9;93.7;114.2;10.2;6.0;4.0
1788;4725 Slijterijen;2001 1e kwartaal;96.7;93.3;103.6;9.7;5.3;4.1
1789;4725 Slijterijen;2001 april;99.5;93.9;105.9;6.5;6.3;0.2
1790;4725 Slijterijen;2001 mei;111.0;94.2;117.8;10.8;6.5;4.1
1791;4725 Slijterijen;2001 juni;114.4;94.2;121.4;5.8;6.4;-0.6
1792;4725 Slijterijen;2001 2e kwartaal;108.3;94.1;115.1;7.7;6.4;1.2
1793;4725 Slijterijen;2001 juli;104.7;94.3;111.0;5.5;6.3;-0.7
1794;4725 Slijterijen;2001 augustus;107.7;94.4;114.1;4.7;6.3;-1.5
1795;4725 Slijterijen;2001 september;100.3;94.5;106.1;1.8;5.8;-3.8
1796;4725 Slijterijen;2001 3e kwartaal;104.2;94.4;110.4;4.0;6.1;-2.0
1797;4725 Slijterijen;2001 oktober;104.0;94.9;109.6;10.5;5.9;4.4
1798;4725 Slijterijen;2001 november;116.9;94.8;123.3;6.9;5.4;1.5
1799;4725 Slijterijen;2001 december;198.5;94.9;209.2;4.0;5.2;-1.2
1800;4725 Slijterijen;2001 4e kwartaal;139.8;94.9;147.4;6.4;5.5;0.8
1801;4725 Slijterijen;2001;112.2;94.2;119.2;6.8;5.8;0.9
1802;4725 Slijterijen;2002 januari;98.6;95.4;103.3;8.8;2.6;6.0
1803;4725 Slijterijen;2002 februari;92.5;95.3;97.1;0.0;2.2;-2.1
1804;4725 Slijterijen;2002 maart;105.9;95.3;111.2;-0.9;1.7;-2.6
1805;4725 Slijterijen;2002 1e kwartaal;99.0;95.3;103.9;2.4;2.2;0.2
1806;4725 Slijterijen;2002 april;99.0;100.1;98.9;-0.5;6.6;-6.6
1807;4725 Slijterijen;2002 mei;115.1;100.3;114.8;3.8;6.5;-2.6
1808;4725 Slijterijen;2002 juni;111.6;100.7;110.8;-2.5;6.9;-8.8
1809;4725 Slijterijen;2002 2e kwartaal;108.6;100.4;108.2;0.3;6.7;-6.0
1810;4725 Slijterijen;2002 juli;106.2;101.0;105.1;1.4;7.1;-5.3
1811;4725 Slijterijen;2002 augustus;109.5;100.8;108.6;1.7;6.8;-4.8
1812;4725 Slijterijen;2002 september;101.2;100.8;100.4;0.9;6.7;-5.4
1813;4725 Slijterijen;2002 3e kwartaal;105.6;100.9;104.7;1.4;6.9;-5.2
1814;4725 Slijterijen;2002 oktober;108.8;101.0;107.7;4.6;6.4;-1.7
1815;4725 Slijterijen;2002 november;120.8;101.1;119.5;3.4;6.6;-3.0
1816;4725 Slijterijen;2002 december;200.8;100.8;199.3;1.2;6.2;-4.7
1817;4725 Slijterijen;2002 4e kwartaal;143.5;101.0;142.1;2.6;6.4;-3.6
1818;4725 Slijterijen;2002;114.2;99.4;114.9;1.7;5.5;-3.6
1819;4725 Slijterijen;2003 januari;95.7;103.3;92.7;-2.9;8.3;-10.3
1820;4725 Slijterijen;2003 februari;93.5;103.8;90.1;1.1;8.9;-7.2
1821;4725 Slijterijen;2003 maart;99.8;104.3;95.7;-5.8;9.4;-13.9
1822;4725 Slijterijen;2003 1e kwartaal;96.4;103.8;92.8;-2.7;8.9;-10.6
1823;4725 Slijterijen;2003 april;101.7;103.9;97.9;2.7;3.7;-1.0
1824;4725 Slijterijen;2003 mei;113.1;104.2;108.5;-1.8;3.9;-5.5
1825;4725 Slijterijen;2003 juni;106.7;104.5;102.0;-4.4;3.8;-7.9
1826;4725 Slijterijen;2003 2e kwartaal;107.1;104.2;102.8;-1.3;3.8;-4.9
1827;4725 Slijterijen;2003 juli;103.5;104.8;98.8;-2.5;3.7;-6.0
1828;4725 Slijterijen;2003 augustus;100.7;104.2;96.6;-8.1;3.4;-11.1
1829;4725 Slijterijen;2003 september;96.0;104.7;91.7;-5.1;3.8;-8.6
1830;4725 Slijterijen;2003 3e kwartaal;100.1;104.6;95.7;-5.3;3.6;-8.6
1831;4725 Slijterijen;2003 oktober;103.9;104.7;99.3;-4.5;3.6;-7.8
1832;4725 Slijterijen;2003 november;102.9;101.9;101.0;-14.9;0.8;-15.5
1833;4725 Slijterijen;2003 december;173.0;101.5;170.3;-13.9;0.8;-14.5
1834;4725 Slijterijen;2003 4e kwartaal;126.6;102.7;123.3;-11.8;1.7;-13.3
1835;4725 Slijterijen;2003;107.5;103.8;103.6;-5.8;4.4;-9.8
1836;4725 Slijterijen;2004 januari;102.3;101.8;100.5;6.9;-1.4;8.5
1837;4725 Slijterijen;2004 februari;88.6;101.7;87.1;-5.3;-2.1;-3.3
1838;4725 Slijterijen;2004 maart;94.5;101.1;93.5;-5.4;-3.1;-2.4
