ID;Geslacht;Leeftijd;Nationaliteit;AfgeleidMigratiedoel;SociaaleconomischeCategorie;Verblijfsduur;JaarVanImmigratie;ImmigrantenUitEUEFTALanden_1
2510;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);9 jaar;2013 ;3710.0
2511;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);9 jaar;2014 ;
2512;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);9 jaar;2015 ;
2513;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);9 jaar;2016;
2514;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);9 jaar;2017;
2515;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);9 jaar;2018;
2516;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);9 jaar;2019;
2517;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);9 jaar;2020;
2518;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);9 jaar;2021;
2519;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);9 jaar;2022;
2520;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;1999 ;3200.0
2521;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2000 ;2905.0
2522;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2001;2590.0
2523;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2002 ;2280.0
2524;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2003;1945.0
2525;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2004 ;2240.0
2526;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2005 ;2155.0
2527;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2006;2385.0
2528;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2007 ;2975.0
2529;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2008;3260.0
2530;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2009;3170.0
2531;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2010 ;3140.0
2532;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2011;3115.0
2533;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2012 ;3375.0
2534;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2013 ;
2535;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2014 ;
2536;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2015 ;
2537;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2016;
2538;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2017;
2539;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2018;
2540;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2019;
2541;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2020;
2542;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2021;
2543;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);10 jaar;2022;
2544;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;1999 ;2810.0
2545;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2000 ;2535.0
2546;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2001;2345.0
2547;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2002 ;1980.0
2548;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2003;1830.0
2549;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2004 ;2145.0
2550;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2005 ;2055.0
2551;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2006;2125.0
2552;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2007 ;2695.0
2553;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2008;3055.0
2554;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2009;2830.0
2555;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2010 ;2890.0
2556;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2011;3100.0
2557;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2012 ;
2558;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2013 ;
2559;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2014 ;
2560;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2015 ;
2561;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2016;
2562;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2017;
2563;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2018;
2564;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2019;
2565;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2020;
2566;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2021;
2567;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);11 jaar;2022;
2568;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;1999 ;2435.0
2569;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2000 ;2255.0
2570;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2001;2150.0
2571;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2002 ;1905.0
2572;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2003;1700.0
2573;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2004 ;1910.0
2574;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2005 ;1850.0
2575;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2006;1930.0
2576;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2007 ;2495.0
2577;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2008;2775.0
2578;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2009;2635.0
2579;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2010 ;2915.0
2580;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2011;
2581;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2012 ;
2582;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2013 ;
2583;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2014 ;
2584;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2015 ;
2585;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2016;
2586;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2017;
2587;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2018;
2588;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2019;
2589;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2020;
2590;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2021;
2591;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);12 jaar;2022;
2592;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;1999 ;2265.0
2593;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2000 ;2105.0
2594;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2001;2015.0
2595;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2002 ;1765.0
2596;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2003;1610.0
2597;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2004 ;1800.0
2598;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2005 ;1730.0
2599;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2006;1800.0
2600;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2007 ;2235.0
2601;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2008;2595.0
2602;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2009;2710.0
2603;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2010 ;
2604;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2011;
2605;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2012 ;
2606;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2013 ;
2607;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2014 ;
2608;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2015 ;
2609;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2016;
2610;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2017;
2611;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2018;
2612;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2019;
2613;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2020;
2614;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2021;
2615;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);13 jaar;2022;
2616;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;1999 ;2180.0
2617;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2000 ;2055.0
2618;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2001;1950.0
2619;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2002 ;1645.0
2620;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2003;1440.0
2621;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2004 ;1650.0
2622;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2005 ;1595.0
2623;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2006;1670.0
2624;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2007 ;2140.0
2625;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2008;2695.0
2626;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2009;
2627;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2010 ;
2628;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2011;
2629;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2012 ;
2630;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2013 ;
2631;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2014 ;
2632;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2015 ;
2633;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2016;
2634;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2017;
2635;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2018;
2636;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2019;
2637;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2020;
2638;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2021;
2639;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);14 jaar;2022;
2640;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;1999 ;2020.0
2641;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2000 ;1950.0
2642;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2001;1820.0
2643;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2002 ;1540.0
2644;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2003;1380.0
2645;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2004 ;1495.0
2646;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2005 ;1530.0
2647;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2006;1580.0
2648;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2007 ;2195.0
2649;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2008;
2650;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2009;
2651;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2010 ;
2652;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2011;
2653;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2012 ;
2654;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2013 ;
2655;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2014 ;
2656;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2015 ;
2657;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2016;
2658;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2017;
2659;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2018;
2660;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2019;
2661;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2020;
2662;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2021;
2663;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);15 jaar;2022;
2664;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;1999 ;1930.0
2665;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2000 ;1795.0
2666;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2001;1610.0
2667;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2002 ;1445.0
2668;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2003;1365.0
2669;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2004 ;1465.0
2670;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2005 ;1430.0
2671;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2006;1595.0
2672;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2007 ;
2673;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2008;
2674;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2009;
2675;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2010 ;
2676;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2011;
2677;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2012 ;
2678;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2013 ;
2679;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2014 ;
2680;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2015 ;
2681;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2016;
2682;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2017;
2683;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2018;
2684;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2019;
2685;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2020;
2686;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2021;
2687;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);16 jaar;2022;
2688;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;1999 ;1950.0
2689;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2000 ;1755.0
2690;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2001;1625.0
2691;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2002 ;1415.0
2692;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2003;1300.0
2693;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2004 ;1440.0
2694;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2005 ;1535.0
2695;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2006;
2696;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2007 ;
2697;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2008;
2698;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2009;
2699;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2010 ;
2700;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2011;
2701;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2012 ;
2702;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2013 ;
2703;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2014 ;
2704;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2015 ;
2705;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2016;
2706;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2017;
2707;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2018;
2708;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2019;
2709;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2020;
2710;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2021;
2711;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);17 jaar;2022;
2712;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;1999 ;1795.0
2713;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2000 ;1615.0
2714;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2001;1530.0
2715;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2002 ;1350.0
2716;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2003;1235.0
2717;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2004 ;1530.0
2718;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2005 ;
2719;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2006;
2720;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2007 ;
2721;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2008;
2722;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2009;
2723;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2010 ;
2724;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2011;
2725;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2012 ;
2726;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2013 ;
2727;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2014 ;
2728;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2015 ;
2729;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2016;
2730;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2017;
2731;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2018;
2732;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2019;
2733;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2020;
2734;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2021;
2735;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);18 jaar;2022;
2736;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;1999 ;1685.0
2737;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2000 ;1505.0
2738;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2001;1455.0
2739;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2002 ;1265.0
2740;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2003;1260.0
2741;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2004 ;
2742;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2005 ;
2743;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2006;
2744;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2007 ;
2745;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2008;
2746;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2009;
2747;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2010 ;
2748;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2011;
2749;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2012 ;
2750;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2013 ;
2751;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2014 ;
2752;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2015 ;
2753;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2016;
2754;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2017;
2755;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2018;
2756;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2019;
2757;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2020;
2758;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2021;
2759;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);19 jaar;2022;
2760;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);20 jaar;1999 ;1595.0
2761;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);20 jaar;2000 ;1405.0
2762;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);20 jaar;2001;1365.0
2763;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);20 jaar;2002 ;1295.0
2764;Totaal mannen en vrouwen;10000;Totaal;Totaal;Overige (zonder inkomen);20 jaar;2003;
