ID;Providers;Financing;Periods;HealthCareExpenditure_1
382;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2022;7537.0
383;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2023;8168.0
384;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2021;3391.0
385;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2022;3398.0
386;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2023;3646.0
387;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2021;3262.0
388;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2022;3253.0
389;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2023;3504.0
390;HP3: Providers of ambulatory health care;HF22: Financing schemes NPISH;2021;44.0
391;HP3: Providers of ambulatory health care;HF22: Financing schemes NPISH;2022;46.0
392;HP3: Providers of ambulatory health care;HF22: Financing schemes NPISH;2023;51.0
393;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2021;85.0
394;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2022;99.0
395;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2023;91.0
396;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2021;3500.0
397;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2022;4139.0
398;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2023;4522.0
399;HP3: Providers of ambulatory health care;HF31: Out-of-pocket excl cost sharing;2021;3115.0
400;HP3: Providers of ambulatory health care;HF31: Out-of-pocket excl cost sharing;2022;3731.0
401;HP3: Providers of ambulatory health care;HF31: Out-of-pocket excl cost sharing;2023;4097.0
402;HP3: Providers of ambulatory health care;HF32: Cost sharing;2021;385.0
403;HP3: Providers of ambulatory health care;HF32: Cost sharing;2022;409.0
404;HP3: Providers of ambulatory health care;HF32: Cost sharing;2023;424.0
405;HP31: Medical practices;Total financing of residents;2021;3956.0
406;HP31: Medical practices;Total financing of residents;2022;3913.0
407;HP31: Medical practices;Total financing of residents;2023;4296.0
408;HP31: Medical practices;HF1: Government, comp. contr. schemes;2021;3874.0
409;HP31: Medical practices;HF1: Government, comp. contr. schemes;2022;3831.0
410;HP31: Medical practices;HF1: Government, comp. contr. schemes;2023;4208.0
411;HP31: Medical practices;HF11: Government schemes;2021;147.0
412;HP31: Medical practices;HF11: Government schemes;2022;100.0
413;HP31: Medical practices;HF11: Government schemes;2023;78.0
414;HP31: Medical practices;HF12: Compulsory contributory schemes;2021;3727.0
415;HP31: Medical practices;HF12: Compulsory contributory schemes;2022;3731.0
416;HP31: Medical practices;HF12: Compulsory contributory schemes;2023;4130.0
417;HP31: Medical practices;HF121a: Long-term care insurance;2021;0.0
418;HP31: Medical practices;HF121a: Long-term care insurance;2022;0.0
419;HP31: Medical practices;HF121a: Long-term care insurance;2023;0.0
420;HP31: Medical practices;HF121b: Health Insurance Fund;2021;
421;HP31: Medical practices;HF121b: Health Insurance Fund;2022;
422;HP31: Medical practices;HF121b: Health Insurance Fund;2023;
423;HP31: Medical practices;HF122: Compulsory private insurance;2021;3727.0
424;HP31: Medical practices;HF122: Compulsory private insurance;2022;3731.0
425;HP31: Medical practices;HF122: Compulsory private insurance;2023;4130.0
426;HP31: Medical practices;Voluntary schemes (incl. OOP);2021;82.0
427;HP31: Medical practices;Voluntary schemes (incl. OOP);2022;82.0
428;HP31: Medical practices;Voluntary schemes (incl. OOP);2023;87.0
429;HP31: Medical practices;HF2: Voluntary schemes;2021;10.0
430;HP31: Medical practices;HF2: Voluntary schemes;2022;10.0
431;HP31: Medical practices;HF2: Voluntary schemes;2023;11.0
432;HP31: Medical practices;HF21: Voluntary health insurance schemes;2021;10.0
433;HP31: Medical practices;HF21: Voluntary health insurance schemes;2022;10.0
434;HP31: Medical practices;HF21: Voluntary health insurance schemes;2023;11.0
435;HP31: Medical practices;HF22: Financing schemes NPISH;2021;0.0
436;HP31: Medical practices;HF22: Financing schemes NPISH;2022;0.0
437;HP31: Medical practices;HF22: Financing schemes NPISH;2023;0.0
438;HP31: Medical practices;HF23: Enterprise financing schemes;2021;0.0
439;HP31: Medical practices;HF23: Enterprise financing schemes;2022;0.0
440;HP31: Medical practices;HF23: Enterprise financing schemes;2023;0.0
441;HP31: Medical practices;HF3: Household out-of-pocket payments;2021;72.0
442;HP31: Medical practices;HF3: Household out-of-pocket payments;2022;72.0
443;HP31: Medical practices;HF3: Household out-of-pocket payments;2023;76.0
444;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2021;32.0
445;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2022;33.0
446;HP31: Medical practices;HF31: Out-of-pocket excl cost sharing;2023;36.0
447;HP31: Medical practices;HF32: Cost sharing;2021;40.0
448;HP31: Medical practices;HF32: Cost sharing;2022;39.0
449;HP31: Medical practices;HF32: Cost sharing;2023;40.0
450;HP32: Dental practices;Total financing of residents;2021;3073.0
451;HP32: Dental practices;Total financing of residents;2022;3124.0
452;HP32: Dental practices;Total financing of residents;2023;3395.0
453;HP32: Dental practices;HF1: Government, comp. contr. schemes;2021;717.0
454;HP32: Dental practices;HF1: Government, comp. contr. schemes;2022;744.0
455;HP32: Dental practices;HF1: Government, comp. contr. schemes;2023;832.0
456;HP32: Dental practices;HF11: Government schemes;2021;5.0
457;HP32: Dental practices;HF11: Government schemes;2022;0.0
458;HP32: Dental practices;HF11: Government schemes;2023;0.0
459;HP32: Dental practices;HF12: Compulsory contributory schemes;2021;712.0
460;HP32: Dental practices;HF12: Compulsory contributory schemes;2022;744.0
461;HP32: Dental practices;HF12: Compulsory contributory schemes;2023;832.0
462;HP32: Dental practices;HF121a: Long-term care insurance;2021;95.0
463;HP32: Dental practices;HF121a: Long-term care insurance;2022;103.0
464;HP32: Dental practices;HF121a: Long-term care insurance;2023;122.0
465;HP32: Dental practices;HF121b: Health Insurance Fund;2021;
466;HP32: Dental practices;HF121b: Health Insurance Fund;2022;
467;HP32: Dental practices;HF121b: Health Insurance Fund;2023;
468;HP32: Dental practices;HF122: Compulsory private insurance;2021;617.0
469;HP32: Dental practices;HF122: Compulsory private insurance;2022;641.0
470;HP32: Dental practices;HF122: Compulsory private insurance;2023;711.0
471;HP32: Dental practices;Voluntary schemes (incl. OOP);2021;2356.0
472;HP32: Dental practices;Voluntary schemes (incl. OOP);2022;2380.0
473;HP32: Dental practices;Voluntary schemes (incl. OOP);2023;2563.0
474;HP32: Dental practices;HF2: Voluntary schemes;2021;1683.0
475;HP32: Dental practices;HF2: Voluntary schemes;2022;1679.0
476;HP32: Dental practices;HF2: Voluntary schemes;2023;1809.0
477;HP32: Dental practices;HF21: Voluntary health insurance schemes;2021;1683.0
478;HP32: Dental practices;HF21: Voluntary health insurance schemes;2022;1679.0
479;HP32: Dental practices;HF21: Voluntary health insurance schemes;2023;1809.0
480;HP32: Dental practices;HF22: Financing schemes NPISH;2021;0.0
481;HP32: Dental practices;HF22: Financing schemes NPISH;2022;0.0
482;HP32: Dental practices;HF22: Financing schemes NPISH;2023;0.0
483;HP32: Dental practices;HF23: Enterprise financing schemes;2021;0.0
484;HP32: Dental practices;HF23: Enterprise financing schemes;2022;0.0
485;HP32: Dental practices;HF23: Enterprise financing schemes;2023;0.0
486;HP32: Dental practices;HF3: Household out-of-pocket payments;2021;673.0
487;HP32: Dental practices;HF3: Household out-of-pocket payments;2022;701.0
488;HP32: Dental practices;HF3: Household out-of-pocket payments;2023;754.0
489;HP32: Dental practices;HF31: Out-of-pocket excl cost sharing;2021;581.0
490;HP32: Dental practices;HF31: Out-of-pocket excl cost sharing;2022;610.0
491;HP32: Dental practices;HF31: Out-of-pocket excl cost sharing;2023;657.0
492;HP32: Dental practices;HF32: Cost sharing;2021;92.0
493;HP32: Dental practices;HF32: Cost sharing;2022;91.0
494;HP32: Dental practices;HF32: Cost sharing;2023;97.0
495;HP33 : Other health care practitioners;Total financing of residents;2021;5542.0
496;HP33 : Other health care practitioners;Total financing of residents;2022;5980.0
497;HP33 : Other health care practitioners;Total financing of residents;2023;6499.0
498;HP33 : Other health care practitioners;HF1: Government, comp. contr. schemes;2021;2073.0
499;HP33 : Other health care practitioners;HF1: Government, comp. contr. schemes;2022;2104.0
500;HP33 : Other health care practitioners;HF1: Government, comp. contr. schemes;2023;2291.0
501;HP33 : Other health care practitioners;HF11: Government schemes;2021;330.0
502;HP33 : Other health care practitioners;HF11: Government schemes;2022;341.0
503;HP33 : Other health care practitioners;HF11: Government schemes;2023;365.0
504;HP33 : Other health care practitioners;HF12: Compulsory contributory schemes;2021;1744.0
505;HP33 : Other health care practitioners;HF12: Compulsory contributory schemes;2022;1763.0
506;HP33 : Other health care practitioners;HF12: Compulsory contributory schemes;2023;1926.0
507;HP33 : Other health care practitioners;HF121a: Long-term care insurance;2021;29.0
508;HP33 : Other health care practitioners;HF121a: Long-term care insurance;2022;38.0
509;HP33 : Other health care practitioners;HF121a: Long-term care insurance;2023;45.0
510;HP33 : Other health care practitioners;HF121b: Health Insurance Fund;2021;
511;HP33 : Other health care practitioners;HF121b: Health Insurance Fund;2022;
512;HP33 : Other health care practitioners;HF121b: Health Insurance Fund;2023;
513;HP33 : Other health care practitioners;HF122: Compulsory private insurance;2021;1715.0
514;HP33 : Other health care practitioners;HF122: Compulsory private insurance;2022;1726.0
515;HP33 : Other health care practitioners;HF122: Compulsory private insurance;2023;1881.0
516;HP33 : Other health care practitioners;Voluntary schemes (incl. OOP);2021;3468.0
517;HP33 : Other health care practitioners;Voluntary schemes (incl. OOP);2022;3876.0
518;HP33 : Other health care practitioners;Voluntary schemes (incl. OOP);2023;4208.0
519;HP33 : Other health care practitioners;HF2: Voluntary schemes;2021;1532.0
520;HP33 : Other health care practitioners;HF2: Voluntary schemes;2022;1530.0
521;HP33 : Other health care practitioners;HF2: Voluntary schemes;2023;1648.0
522;HP33 : Other health care practitioners;HF21: Voluntary health insurance schemes;2021;1532.0
523;HP33 : Other health care practitioners;HF21: Voluntary health insurance schemes;2022;1530.0
524;HP33 : Other health care practitioners;HF21: Voluntary health insurance schemes;2023;1648.0
525;HP33 : Other health care practitioners;HF22: Financing schemes NPISH;2021;0.0
526;HP33 : Other health care practitioners;HF22: Financing schemes NPISH;2022;0.0
527;HP33 : Other health care practitioners;HF22: Financing schemes NPISH;2023;0.0
528;HP33 : Other health care practitioners;HF23: Enterprise financing schemes;2021;0.0
529;HP33 : Other health care practitioners;HF23: Enterprise financing schemes;2022;0.0
530;HP33 : Other health care practitioners;HF23: Enterprise financing schemes;2023;0.0
531;HP33 : Other health care practitioners;HF3: Household out-of-pocket payments;2021;1936.0
532;HP33 : Other health care practitioners;HF3: Household out-of-pocket payments;2022;2346.0
533;HP33 : Other health care practitioners;HF3: Household out-of-pocket payments;2023;2560.0
534;HP33 : Other health care practitioners;HF31: Out-of-pocket excl cost sharing;2021;1838.0
535;HP33 : Other health care practitioners;HF31: Out-of-pocket excl cost sharing;2022;2241.0
536;HP33 : Other health care practitioners;HF31: Out-of-pocket excl cost sharing;2023;2452.0
537;HP33 : Other health care practitioners;HF32: Cost sharing;2021;98.0
538;HP33 : Other health care practitioners;HF32: Cost sharing;2022;105.0
539;HP33 : Other health care practitioners;HF32: Cost sharing;2023;108.0
540;HP34: Ambulatory health care centres;Total financing of residents;2021;4150.0
541;HP34: Ambulatory health care centres;Total financing of residents;2022;4960.0
542;HP34: Ambulatory health care centres;Total financing of residents;2023;5508.0
543;HP34: Ambulatory health care centres;HF1: Government, comp. contr. schemes;2021;3205.0
544;HP34: Ambulatory health care centres;HF1: Government, comp. contr. schemes;2022;3802.0
545;HP34: Ambulatory health care centres;HF1: Government, comp. contr. schemes;2023;4240.0
546;HP34: Ambulatory health care centres;HF11: Government schemes;2021;796.0
547;HP34: Ambulatory health care centres;HF11: Government schemes;2022;1070.0
548;HP34: Ambulatory health care centres;HF11: Government schemes;2023;1250.0
549;HP34: Ambulatory health care centres;HF12: Compulsory contributory schemes;2021;2408.0
550;HP34: Ambulatory health care centres;HF12: Compulsory contributory schemes;2022;2732.0
551;HP34: Ambulatory health care centres;HF12: Compulsory contributory schemes;2023;2989.0
552;HP34: Ambulatory health care centres;HF121a: Long-term care insurance;2021;88.0
553;HP34: Ambulatory health care centres;HF121a: Long-term care insurance;2022;108.0
554;HP34: Ambulatory health care centres;HF121a: Long-term care insurance;2023;113.0
555;HP34: Ambulatory health care centres;HF121b: Health Insurance Fund;2021;
556;HP34: Ambulatory health care centres;HF121b: Health Insurance Fund;2022;
557;HP34: Ambulatory health care centres;HF121b: Health Insurance Fund;2023;
558;HP34: Ambulatory health care centres;HF122: Compulsory private insurance;2021;2320.0
559;HP34: Ambulatory health care centres;HF122: Compulsory private insurance;2022;2624.0
560;HP34: Ambulatory health care centres;HF122: Compulsory private insurance;2023;2876.0
561;HP34: Ambulatory health care centres;Voluntary schemes (incl. OOP);2021;945.0
562;HP34: Ambulatory health care centres;Voluntary schemes (incl. OOP);2022;1158.0
563;HP34: Ambulatory health care centres;Voluntary schemes (incl. OOP);2023;1268.0
564;HP34: Ambulatory health care centres;HF2: Voluntary schemes;2021;162.0
565;HP34: Ambulatory health care centres;HF2: Voluntary schemes;2022;174.0
566;HP34: Ambulatory health care centres;HF2: Voluntary schemes;2023;174.0
567;HP34: Ambulatory health care centres;HF21: Voluntary health insurance schemes;2021;33.0
568;HP34: Ambulatory health care centres;HF21: Voluntary health insurance schemes;2022;29.0
569;HP34: Ambulatory health care centres;HF21: Voluntary health insurance schemes;2023;32.0
570;HP34: Ambulatory health care centres;HF22: Financing schemes NPISH;2021;44.0
571;HP34: Ambulatory health care centres;HF22: Financing schemes NPISH;2022;46.0
572;HP34: Ambulatory health care centres;HF22: Financing schemes NPISH;2023;51.0
573;HP34: Ambulatory health care centres;HF23: Enterprise financing schemes;2021;85.0
574;HP34: Ambulatory health care centres;HF23: Enterprise financing schemes;2022;99.0
575;HP34: Ambulatory health care centres;HF23: Enterprise financing schemes;2023;91.0
576;HP34: Ambulatory health care centres;HF3: Household out-of-pocket payments;2021;783.0
577;HP34: Ambulatory health care centres;HF3: Household out-of-pocket payments;2022;984.0
578;HP34: Ambulatory health care centres;HF3: Household out-of-pocket payments;2023;1094.0
579;HP34: Ambulatory health care centres;HF31: Out-of-pocket excl cost sharing;2021;664.0
580;HP34: Ambulatory health care centres;HF31: Out-of-pocket excl cost sharing;2022;847.0
581;HP34: Ambulatory health care centres;HF31: Out-of-pocket excl cost sharing;2023;953.0
582;HP34: Ambulatory health care centres;HF32: Cost sharing;2021;119.0
583;HP34: Ambulatory health care centres;HF32: Cost sharing;2022;137.0
584;HP34: Ambulatory health care centres;HF32: Cost sharing;2023;142.0
585;HP35: Providers home healthcare services;Total financing of residents;2021;993.0
586;HP35: Providers home healthcare services;Total financing of residents;2022;1074.0
587;HP35: Providers home healthcare services;Total financing of residents;2023;1178.0
588;HP35: Providers home healthcare services;HF1: Government, comp. contr. schemes;2021;953.0
589;HP35: Providers home healthcare services;HF1: Government, comp. contr. schemes;2022;1033.0
590;HP35: Providers home healthcare services;HF1: Government, comp. contr. schemes;2023;1136.0
591;HP35: Providers home healthcare services;HF11: Government schemes;2021;3.0
592;HP35: Providers home healthcare services;HF11: Government schemes;2022;0.0
593;HP35: Providers home healthcare services;HF11: Government schemes;2023;0.0
594;HP35: Providers home healthcare services;HF12: Compulsory contributory schemes;2021;949.0
595;HP35: Providers home healthcare services;HF12: Compulsory contributory schemes;2022;1033.0
596;HP35: Providers home healthcare services;HF12: Compulsory contributory schemes;2023;1136.0
597;HP35: Providers home healthcare services;HF121a: Long-term care insurance;2021;479.0
598;HP35: Providers home healthcare services;HF121a: Long-term care insurance;2022;568.0
599;HP35: Providers home healthcare services;HF121a: Long-term care insurance;2023;650.0
600;HP35: Providers home healthcare services;HF121b: Health Insurance Fund;2021;
601;HP35: Providers home healthcare services;HF121b: Health Insurance Fund;2022;
602;HP35: Providers home healthcare services;HF121b: Health Insurance Fund;2023;
603;HP35: Providers home healthcare services;HF122: Compulsory private insurance;2021;470.0
604;HP35: Providers home healthcare services;HF122: Compulsory private insurance;2022;465.0
605;HP35: Providers home healthcare services;HF122: Compulsory private insurance;2023;486.0
606;HP35: Providers home healthcare services;Voluntary schemes (incl. OOP);2021;40.0
607;HP35: Providers home healthcare services;Voluntary schemes (incl. OOP);2022;41.0
608;HP35: Providers home healthcare services;Voluntary schemes (incl. OOP);2023;42.0
609;HP35: Providers home healthcare services;HF2: Voluntary schemes;2021;4.0
610;HP35: Providers home healthcare services;HF2: Voluntary schemes;2022;4.0
611;HP35: Providers home healthcare services;HF2: Voluntary schemes;2023;4.0
612;HP35: Providers home healthcare services;HF21: Voluntary health insurance schemes;2021;4.0
613;HP35: Providers home healthcare services;HF21: Voluntary health insurance schemes;2022;4.0
614;HP35: Providers home healthcare services;HF21: Voluntary health insurance schemes;2023;4.0
615;HP35: Providers home healthcare services;HF22: Financing schemes NPISH;2021;0.0
616;HP35: Providers home healthcare services;HF22: Financing schemes NPISH;2022;0.0
617;HP35: Providers home healthcare services;HF22: Financing schemes NPISH;2023;0.0
618;HP35: Providers home healthcare services;HF23: Enterprise financing schemes;2021;0.0
619;HP35: Providers home healthcare services;HF23: Enterprise financing schemes;2022;0.0
620;HP35: Providers home healthcare services;HF23: Enterprise financing schemes;2023;0.0
621;HP35: Providers home healthcare services;HF3: Household out-of-pocket payments;2021;36.0
622;HP35: Providers home healthcare services;HF3: Household out-of-pocket payments;2022;37.0
623;HP35: Providers home healthcare services;HF3: Household out-of-pocket payments;2023;38.0
624;HP35: Providers home healthcare services;HF31: Out-of-pocket excl cost sharing;2021;0.0
625;HP35: Providers home healthcare services;HF31: Out-of-pocket excl cost sharing;2022;0.0
626;HP35: Providers home healthcare services;HF31: Out-of-pocket excl cost sharing;2023;0.0
627;HP35: Providers home healthcare services;HF32: Cost sharing;2021;36.0
628;HP35: Providers home healthcare services;HF32: Cost sharing;2022;37.0
629;HP35: Providers home healthcare services;HF32: Cost sharing;2023;38.0
630;HP4: Providers of ancillary services;Total financing of residents;2021;1120.0
631;HP4: Providers of ancillary services;Total financing of residents;2022;933.0
632;HP4: Providers of ancillary services;Total financing of residents;2023;878.0
633;HP4: Providers of ancillary services;HF1: Government, comp. contr. schemes;2021;1030.0
634;HP4: Providers of ancillary services;HF1: Government, comp. contr. schemes;2022;892.0
635;HP4: Providers of ancillary services;HF1: Government, comp. contr. schemes;2023;835.0
636;HP4: Providers of ancillary services;HF11: Government schemes;2021;318.0
637;HP4: Providers of ancillary services;HF11: Government schemes;2022;182.0
638;HP4: Providers of ancillary services;HF11: Government schemes;2023;0.0
639;HP4: Providers of ancillary services;HF12: Compulsory contributory schemes;2021;712.0
640;HP4: Providers of ancillary services;HF12: Compulsory contributory schemes;2022;710.0
641;HP4: Providers of ancillary services;HF12: Compulsory contributory schemes;2023;835.0
642;HP4: Providers of ancillary services;HF121a: Long-term care insurance;2021;0.0
643;HP4: Providers of ancillary services;HF121a: Long-term care insurance;2022;0.0
644;HP4: Providers of ancillary services;HF121a: Long-term care insurance;2023;0.0
645;HP4: Providers of ancillary services;HF121b: Health Insurance Fund;2021;
646;HP4: Providers of ancillary services;HF121b: Health Insurance Fund;2022;
647;HP4: Providers of ancillary services;HF121b: Health Insurance Fund;2023;
648;HP4: Providers of ancillary services;HF122: Compulsory private insurance;2021;712.0
649;HP4: Providers of ancillary services;HF122: Compulsory private insurance;2022;710.0
650;HP4: Providers of ancillary services;HF122: Compulsory private insurance;2023;835.0
651;HP4: Providers of ancillary services;Voluntary schemes (incl. OOP);2021;90.0
652;HP4: Providers of ancillary services;Voluntary schemes (incl. OOP);2022;41.0
653;HP4: Providers of ancillary services;Voluntary schemes (incl. OOP);2023;43.0
654;HP4: Providers of ancillary services;HF2: Voluntary schemes;2021;34.0
655;HP4: Providers of ancillary services;HF2: Voluntary schemes;2022;0.0
656;HP4: Providers of ancillary services;HF2: Voluntary schemes;2023;0.0
657;HP4: Providers of ancillary services;HF21: Voluntary health insurance schemes;2021;0.0
658;HP4: Providers of ancillary services;HF21: Voluntary health insurance schemes;2022;0.0
659;HP4: Providers of ancillary services;HF21: Voluntary health insurance schemes;2023;0.0
660;HP4: Providers of ancillary services;HF22: Financing schemes NPISH;2021;0.0
661;HP4: Providers of ancillary services;HF22: Financing schemes NPISH;2022;0.0
662;HP4: Providers of ancillary services;HF22: Financing schemes NPISH;2023;0.0
663;HP4: Providers of ancillary services;HF23: Enterprise financing schemes;2021;34.0
664;HP4: Providers of ancillary services;HF23: Enterprise financing schemes;2022;0.0
665;HP4: Providers of ancillary services;HF23: Enterprise financing schemes;2023;0.0
666;HP4: Providers of ancillary services;HF3: Household out-of-pocket payments;2021;56.0
667;HP4: Providers of ancillary services;HF3: Household out-of-pocket payments;2022;41.0
668;HP4: Providers of ancillary services;HF3: Household out-of-pocket payments;2023;43.0
669;HP4: Providers of ancillary services;HF31: Out-of-pocket excl cost sharing;2021;14.0
670;HP4: Providers of ancillary services;HF31: Out-of-pocket excl cost sharing;2022;0.0
671;HP4: Providers of ancillary services;HF31: Out-of-pocket excl cost sharing;2023;0.0
672;HP4: Providers of ancillary services;HF32: Cost sharing;2021;42.0
673;HP4: Providers of ancillary services;HF32: Cost sharing;2022;41.0
674;HP4: Providers of ancillary services;HF32: Cost sharing;2023;43.0
675;HP41: Patient transportation, emergency;Total financing of residents;2021;500.0
676;HP41: Patient transportation, emergency;Total financing of residents;2022;487.0
677;HP41: Patient transportation, emergency;Total financing of residents;2023;592.0
678;HP41: Patient transportation, emergency;HF1: Government, comp. contr. schemes;2021;476.0
679;HP41: Patient transportation, emergency;HF1: Government, comp. contr. schemes;2022;465.0
680;HP41: Patient transportation, emergency;HF1: Government, comp. contr. schemes;2023;569.0
681;HP41: Patient transportation, emergency;HF11: Government schemes;2021;2.0
682;HP41: Patient transportation, emergency;HF11: Government schemes;2022;0.0
683;HP41: Patient transportation, emergency;HF11: Government schemes;2023;0.0
684;HP41: Patient transportation, emergency;HF12: Compulsory contributory schemes;2021;474.0
685;HP41: Patient transportation, emergency;HF12: Compulsory contributory schemes;2022;465.0
686;HP41: Patient transportation, emergency;HF12: Compulsory contributory schemes;2023;569.0
687;HP41: Patient transportation, emergency;HF121a: Long-term care insurance;2021;0.0
688;HP41: Patient transportation, emergency;HF121a: Long-term care insurance;2022;0.0
689;HP41: Patient transportation, emergency;HF121a: Long-term care insurance;2023;0.0
690;HP41: Patient transportation, emergency;HF121b: Health Insurance Fund;2021;
691;HP41: Patient transportation, emergency;HF121b: Health Insurance Fund;2022;
692;HP41: Patient transportation, emergency;HF121b: Health Insurance Fund;2023;
693;HP41: Patient transportation, emergency;HF122: Compulsory private insurance;2021;474.0
694;HP41: Patient transportation, emergency;HF122: Compulsory private insurance;2022;465.0
695;HP41: Patient transportation, emergency;HF122: Compulsory private insurance;2023;569.0
696;HP41: Patient transportation, emergency;Voluntary schemes (incl. OOP);2021;24.0
697;HP41: Patient transportation, emergency;Voluntary schemes (incl. OOP);2022;23.0
698;HP41: Patient transportation, emergency;Voluntary schemes (incl. OOP);2023;24.0
699;HP41: Patient transportation, emergency;HF2: Voluntary schemes;2021;0.0
700;HP41: Patient transportation, emergency;HF2: Voluntary schemes;2022;0.0
701;HP41: Patient transportation, emergency;HF2: Voluntary schemes;2023;0.0
702;HP41: Patient transportation, emergency;HF21: Voluntary health insurance schemes;2021;0.0
703;HP41: Patient transportation, emergency;HF21: Voluntary health insurance schemes;2022;0.0
704;HP41: Patient transportation, emergency;HF21: Voluntary health insurance schemes;2023;0.0
705;HP41: Patient transportation, emergency;HF22: Financing schemes NPISH;2021;0.0
706;HP41: Patient transportation, emergency;HF22: Financing schemes NPISH;2022;0.0
707;HP41: Patient transportation, emergency;HF22: Financing schemes NPISH;2023;0.0
708;HP41: Patient transportation, emergency;HF23: Enterprise financing schemes;2021;0.0
709;HP41: Patient transportation, emergency;HF23: Enterprise financing schemes;2022;0.0
710;HP41: Patient transportation, emergency;HF23: Enterprise financing schemes;2023;0.0
711;HP41: Patient transportation, emergency;HF3: Household out-of-pocket payments;2021;24.0
712;HP41: Patient transportation, emergency;HF3: Household out-of-pocket payments;2022;23.0
713;HP41: Patient transportation, emergency;HF3: Household out-of-pocket payments;2023;24.0
714;HP41: Patient transportation, emergency;HF31: Out-of-pocket excl cost sharing;2021;0.0
715;HP41: Patient transportation, emergency;HF31: Out-of-pocket excl cost sharing;2022;0.0
716;HP41: Patient transportation, emergency;HF31: Out-of-pocket excl cost sharing;2023;0.0
717;HP41: Patient transportation, emergency;HF32: Cost sharing;2021;24.0
718;HP41: Patient transportation, emergency;HF32: Cost sharing;2022;23.0
719;HP41: Patient transportation, emergency;HF32: Cost sharing;2023;24.0
720;HP42-49: Laboratories, other anc. serv.;Total financing of residents;2021;620.0
721;HP42-49: Laboratories, other anc. serv.;Total financing of residents;2022;446.0
722;HP42-49: Laboratories, other anc. serv.;Total financing of residents;2023;286.0
723;HP42-49: Laboratories, other anc. serv.;HF1: Government, comp. contr. schemes;2021;554.0
724;HP42-49: Laboratories, other anc. serv.;HF1: Government, comp. contr. schemes;2022;427.0
725;HP42-49: Laboratories, other anc. serv.;HF1: Government, comp. contr. schemes;2023;266.0
726;HP42-49: Laboratories, other anc. serv.;HF11: Government schemes;2021;316.0
727;HP42-49: Laboratories, other anc. serv.;HF11: Government schemes;2022;182.0
728;HP42-49: Laboratories, other anc. serv.;HF11: Government schemes;2023;0.0
729;HP42-49: Laboratories, other anc. serv.;HF12: Compulsory contributory schemes;2021;238.0
730;HP42-49: Laboratories, other anc. serv.;HF12: Compulsory contributory schemes;2022;246.0
731;HP42-49: Laboratories, other anc. serv.;HF12: Compulsory contributory schemes;2023;266.0
732;HP42-49: Laboratories, other anc. serv.;HF121a: Long-term care insurance;2021;0.0
733;HP42-49: Laboratories, other anc. serv.;HF121a: Long-term care insurance;2022;0.0
734;HP42-49: Laboratories, other anc. serv.;HF121a: Long-term care insurance;2023;0.0
735;HP42-49: Laboratories, other anc. serv.;HF121b: Health Insurance Fund;2021;
736;HP42-49: Laboratories, other anc. serv.;HF121b: Health Insurance Fund;2022;
737;HP42-49: Laboratories, other anc. serv.;HF121b: Health Insurance Fund;2023;
738;HP42-49: Laboratories, other anc. serv.;HF122: Compulsory private insurance;2021;238.0
739;HP42-49: Laboratories, other anc. serv.;HF122: Compulsory private insurance;2022;246.0
740;HP42-49: Laboratories, other anc. serv.;HF122: Compulsory private insurance;2023;266.0
741;HP42-49: Laboratories, other anc. serv.;Voluntary schemes (incl. OOP);2021;66.0
742;HP42-49: Laboratories, other anc. serv.;Voluntary schemes (incl. OOP);2022;19.0
743;HP42-49: Laboratories, other anc. serv.;Voluntary schemes (incl. OOP);2023;19.0
744;HP42-49: Laboratories, other anc. serv.;HF2: Voluntary schemes;2021;34.0
745;HP42-49: Laboratories, other anc. serv.;HF2: Voluntary schemes;2022;0.0
746;HP42-49: Laboratories, other anc. serv.;HF2: Voluntary schemes;2023;0.0
747;HP42-49: Laboratories, other anc. serv.;HF21: Voluntary health insurance schemes;2021;0.0
748;HP42-49: Laboratories, other anc. serv.;HF21: Voluntary health insurance schemes;2022;0.0
749;HP42-49: Laboratories, other anc. serv.;HF21: Voluntary health insurance schemes;2023;0.0
750;HP42-49: Laboratories, other anc. serv.;HF22: Financing schemes NPISH;2021;0.0
751;HP42-49: Laboratories, other anc. serv.;HF22: Financing schemes NPISH;2022;0.0
752;HP42-49: Laboratories, other anc. serv.;HF22: Financing schemes NPISH;2023;0.0
753;HP42-49: Laboratories, other anc. serv.;HF23: Enterprise financing schemes;2021;34.0
