ID;Geslacht;LeeftijdBeginPeriode;Herkomstgroepering;InkomstenbronVoorInstroomNaUitstroom;Perioden;InstromersInAOUitkering_1;InstromersInWWUitkering_2;InstromersInBijstandsuitkering_3;UitstromersUitAOUitkering_4;UitstromersUitWWUitkering_5;UitstromersUitBijstandsuitkering_6
1511;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;2;28 september 2007 tot 26 september 2008;0.2;0.7;0.2;0.1;0.8;0.4
1512;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;3;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.1;0.0
1513;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;3;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
1514;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;3;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
1515;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;3;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
1516;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;3;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
1517;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;3;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.1;0.0
1518;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;3;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.1;0.0
1519;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;3;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.1;0.0
1520;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;3;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.1;0.0
1521;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;4;24 september 1999 tot 29 september 2000;0.2;0.2;0.1;0.1;0.2;0.2
1522;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;4;29 september 2000 tot 28 september 2001;0.2;0.1;0.1;0.1;0.2;0.1
1523;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;4;28 september 2001 tot 27 september 2002;0.2;0.3;0.1;0.1;0.2;0.1
1524;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;4;27 september 2002 tot 26 september 2003;0.2;0.3;0.1;0.1;0.2;0.1
1525;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;4;26 september 2003 tot 24 september 2004;0.2;0.3;0.1;0.1;0.3;0.1
1526;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;4;24 september 2004 tot 30 september 2005;0.1;0.3;0.2;0.1;0.4;0.1
1527;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;4;30 september 2005 tot 29 september 2006;0.1;0.3;0.2;0.0;0.5;0.2
1528;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;4;29 september 2006 tot 28 september 2007;0.2;0.2;0.1;0.1;0.4;0.3
1529;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;4;28 september 2007 tot 26 september 2008;0.2;0.2;0.1;0.0;0.3;0.2
1530;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;5;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.1;0.1
1531;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;5;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.1;0.0
1532;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;5;28 september 2001 tot 27 september 2002;0.0;0.1;0.0;0.0;0.1;0.0
1533;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;5;27 september 2002 tot 26 september 2003;0.0;0.1;0.0;0.0;0.1;0.0
1534;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;5;26 september 2003 tot 24 september 2004;0.0;0.1;0.0;0.0;0.1;0.0
1535;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;5;24 september 2004 tot 30 september 2005;0.0;0.1;0.0;0.0;0.1;0.0
1536;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;5;30 september 2005 tot 29 september 2006;0.0;0.2;0.0;0.0;0.1;0.1
1537;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;5;29 september 2006 tot 28 september 2007;0.0;0.1;0.0;0.0;0.1;0.1
1538;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;5;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.1;0.0
1539;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;6;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
1540;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;6;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
1541;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;6;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
1542;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;6;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.1;0.0;0.0
1543;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;6;26 september 2003 tot 24 september 2004;0.0;0.0;0.1;0.0;0.0;0.0
1544;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;6;24 september 2004 tot 30 september 2005;0.0;0.0;0.1;0.1;0.0;0.0
1545;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;6;30 september 2005 tot 29 september 2006;0.0;0.0;0.1;0.0;0.0;0.0
1546;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;6;29 september 2006 tot 28 september 2007;0.0;0.0;0.1;0.0;0.0;0.0
1547;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;6;28 september 2007 tot 26 september 2008;0.0;0.0;0.1;0.0;0.0;0.0
1548;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;7;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
1549;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;7;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
1550;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;7;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
1551;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;7;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.1;0.0
1552;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;7;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.1;0.0
1553;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;7;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.1;0.0
1554;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;7;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.1;0.0
1555;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;7;29 september 2006 tot 28 september 2007;0.1;0.0;0.0;0.0;0.1;0.0
1556;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;7;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.1;0.0
1557;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;8;24 september 1999 tot 29 september 2000;0.2;0.1;0.1;0.0;0.1;0.1
1558;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;8;29 september 2000 tot 28 september 2001;0.2;0.1;0.1;0.0;0.1;0.1
1559;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;8;28 september 2001 tot 27 september 2002;0.2;0.2;0.1;0.1;0.1;0.1
1560;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;8;27 september 2002 tot 26 september 2003;0.2;0.2;0.1;0.1;0.1;0.0
1561;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;8;26 september 2003 tot 24 september 2004;0.1;0.2;0.0;0.1;0.2;0.0
1562;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;8;24 september 2004 tot 30 september 2005;0.1;0.2;0.1;0.1;0.2;0.0
1563;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;8;30 september 2005 tot 29 september 2006;0.1;0.2;0.1;0.0;0.3;0.2
1564;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;8;29 september 2006 tot 28 september 2007;0.1;0.1;0.1;0.1;0.2;0.2
1565;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;8;28 september 2007 tot 26 september 2008;0.2;0.2;0.1;0.0;0.2;0.1
1566;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;9;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.2;0.1;0.0
1567;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;9;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.2;0.1;0.0
1568;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;9;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.2;0.1;0.0
1569;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;9;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.2;0.1;0.0
1570;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;9;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.2;0.0;0.0
1571;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;9;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.2;0.1;0.0
1572;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;9;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
1573;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;9;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.2;0.1;0.0
1574;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;9;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.1;0.1;0.0
1575;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;10;24 september 1999 tot 29 september 2000;0.1;0.1;0.3;0.1;0.1;0.3
1576;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;10;29 september 2000 tot 28 september 2001;0.1;0.1;0.3;0.0;0.1;0.2
1577;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;10;28 september 2001 tot 27 september 2002;0.1;0.1;0.3;0.1;0.1;0.2
1578;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;10;27 september 2002 tot 26 september 2003;0.1;0.2;0.4;0.0;0.1;0.2
1579;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;10;26 september 2003 tot 24 september 2004;0.1;0.2;0.4;0.1;0.1;0.2
1580;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;10;24 september 2004 tot 30 september 2005;0.1;0.1;0.4;0.1;0.2;0.3
1581;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;10;30 september 2005 tot 29 september 2006;0.1;0.1;0.3;0.0;0.2;0.3
1582;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;10;29 september 2006 tot 28 september 2007;0.1;0.1;0.2;0.0;0.2;0.2
1583;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;10;28 september 2007 tot 26 september 2008;0.1;0.0;0.2;0.0;0.1;0.2
1584;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;11;24 september 1999 tot 29 september 2000;0.0;0.0;0.1;0.0;0.0;0.0
1585;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;11;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
1586;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;11;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
1587;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;11;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
1588;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;11;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
1589;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;11;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
1590;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;11;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
1591;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;11;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
1592;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;11;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
1593;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;12;24 september 1999 tot 29 september 2000;0.1;0.1;0.3;0.1;0.1;0.2
1594;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;12;29 september 2000 tot 28 september 2001;0.1;0.1;0.2;0.0;0.1;0.2
1595;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;12;28 september 2001 tot 27 september 2002;0.1;0.1;0.3;0.1;0.1;0.2
1596;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;12;27 september 2002 tot 26 september 2003;0.1;0.2;0.3;0.0;0.1;0.2
1597;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;12;26 september 2003 tot 24 september 2004;0.1;0.2;0.3;0.1;0.1;0.2
1598;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;12;24 september 2004 tot 30 september 2005;0.1;0.1;0.3;0.1;0.2;0.2
1599;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;12;30 september 2005 tot 29 september 2006;0.0;0.1;0.2;0.0;0.2;0.2
1600;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;12;29 september 2006 tot 28 september 2007;0.1;0.1;0.2;0.0;0.2;0.2
1601;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;12;28 september 2007 tot 26 september 2008;0.1;0.0;0.2;0.0;0.1;0.2
1602;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;14;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.1;0.0;0.0
1603;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;14;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.1;0.0;0.0
1604;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;14;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.1;0.0;0.0
1605;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;14;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.1;0.0;0.0
1606;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;14;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.1;0.0;0.1
1607;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;14;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.1;0.0;0.1
1608;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;14;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.1
1609;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;14;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.1;0.0;0.1
1610;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;14;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.1;0.0;0.1
1611;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;13;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
1612;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;13;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
1613;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;13;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
1614;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;13;27 september 2002 tot 26 september 2003;0.0;0.0;0.1;0.0;0.0;0.0
1615;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;13;26 september 2003 tot 24 september 2004;0.0;0.0;0.1;0.0;0.0;0.0
1616;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;13;24 september 2004 tot 30 september 2005;0.0;0.0;0.1;0.0;0.0;0.0
1617;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;13;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
1618;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;13;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
1619;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;13;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
1620;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;0;24 september 1999 tot 29 september 2000;10.8;8.4;29.3;4.9;10.7;33.5
1621;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;0;29 september 2000 tot 28 september 2001;11.1;8.6;29.3;5.7;9.1;29.8
1622;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;0;28 september 2001 tot 27 september 2002;11.1;13.3;31.0;6.3;8.2;27.5
1623;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;0;27 september 2002 tot 26 september 2003;9.5;21.2;35.7;7.1;9.9;23.7
1624;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;0;26 september 2003 tot 24 september 2004;8.5;21.8;31.6;7.7;14.9;26.2
1625;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;0;24 september 2004 tot 30 september 2005;5.0;19.6;32.4;9.0;21.9;29.7
1626;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;0;30 september 2005 tot 29 september 2006;5.2;16.3;28.1;0.0;23.5;35.2
1627;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;0;29 september 2006 tot 28 september 2007;8.3;12.2;23.6;6.6;19.4;35.3
1628;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;0;28 september 2007 tot 26 september 2008;7.8;12.0;28.3;4.7;14.3;29.2
1629;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;1;24 september 1999 tot 29 september 2000;6.5;6.2;7.5;1.7;6.5;19.8
1630;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;1;29 september 2000 tot 28 september 2001;7.0;6.0;7.5;2.0;5.1;16.2
1631;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;1;28 september 2001 tot 27 september 2002;6.7;9.5;8.1;2.1;4.2;13.7
1632;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;1;27 september 2002 tot 26 september 2003;5.0;15.5;9.9;2.1;5.0;10.0
1633;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;1;26 september 2003 tot 24 september 2004;4.2;15.8;8.4;1.9;7.6;9.9
1634;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;1;24 september 2004 tot 30 september 2005;1.9;13.8;7.2;2.0;10.9;11.2
1635;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;1;30 september 2005 tot 29 september 2006;1.5;10.6;5.5;0.0;13.1;15.9
1636;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;1;29 september 2006 tot 28 september 2007;2.0;8.0;5.0;1.4;11.3;17.7
1637;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;1;28 september 2007 tot 26 september 2008;2.4;9.1;6.0;0.9;7.9;14.3
1638;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;2;24 september 1999 tot 29 september 2000;6.4;6.2;6.9;1.7;6.2;18.8
1639;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;2;29 september 2000 tot 28 september 2001;6.9;6.0;7.0;1.8;4.8;15.3
1640;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;2;28 september 2001 tot 27 september 2002;6.5;9.5;7.5;2.0;3.9;12.8
1641;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;2;27 september 2002 tot 26 september 2003;4.9;15.4;9.1;2.0;4.7;9.4
1642;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;2;26 september 2003 tot 24 september 2004;4.1;15.7;7.6;1.8;7.2;9.2
1643;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;2;24 september 2004 tot 30 september 2005;1.8;13.7;6.4;1.8;10.3;10.6
1644;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;2;30 september 2005 tot 29 september 2006;1.5;10.5;4.8;0.0;12.4;15.2
1645;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;2;29 september 2006 tot 28 september 2007;1.9;7.9;4.6;1.3;10.7;17.0
1646;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;2;28 september 2007 tot 26 september 2008;2.3;9.0;5.5;0.9;7.4;13.6
1647;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;3;24 september 1999 tot 29 september 2000;0.2;0.2;0.6;0.1;0.4;1.2
1648;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;3;29 september 2000 tot 28 september 2001;0.2;0.1;0.5;0.1;0.4;1.1
1649;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;3;28 september 2001 tot 27 september 2002;0.3;0.3;0.6;0.2;0.3;1.0
1650;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;3;27 september 2002 tot 26 september 2003;0.2;0.4;0.9;0.2;0.4;0.8
1651;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;3;26 september 2003 tot 24 september 2004;0.2;0.4;0.9;0.2;0.5;0.8
1652;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;3;24 september 2004 tot 30 september 2005;0.1;0.3;0.9;0.2;0.7;0.6
1653;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;3;30 september 2005 tot 29 september 2006;0.1;0.3;0.7;0.0;0.9;0.8
1654;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;3;29 september 2006 tot 28 september 2007;0.1;0.2;0.5;0.2;0.9;0.9
1655;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;3;28 september 2007 tot 26 september 2008;0.1;0.2;0.6;0.1;0.6;0.7
1656;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;4;24 september 1999 tot 29 september 2000;4.4;2.7;4.0;1.2;4.0;3.6
1657;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;4;29 september 2000 tot 28 september 2001;3.8;2.9;3.8;1.5;3.4;2.8
1658;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;4;28 september 2001 tot 27 september 2002;3.7;3.7;3.9;1.6;3.4;2.3
1659;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;4;27 september 2002 tot 26 september 2003;3.3;5.1;4.5;2.1;3.8;2.0
1660;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;4;26 september 2003 tot 24 september 2004;2.9;5.4;4.3;2.4;5.2;2.1
1661;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;4;24 september 2004 tot 30 september 2005;1.5;5.1;5.4;3.2;7.7;2.2
1662;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;4;30 september 2005 tot 29 september 2006;2.1;5.0;5.3;0.0;8.4;6.3
1663;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;4;29 september 2006 tot 28 september 2007;3.8;4.2;4.3;2.1;6.4;6.4
1664;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;4;28 september 2007 tot 26 september 2008;3.7;3.1;3.6;1.0;5.2;5.3
1665;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;5;24 september 1999 tot 29 september 2000;0.0;0.8;0.9;0.0;0.9;0.9
1666;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;5;29 september 2000 tot 28 september 2001;0.0;0.9;1.0;0.0;0.9;0.8
1667;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;5;28 september 2001 tot 27 september 2002;0.0;1.3;1.0;0.0;1.0;0.8
1668;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;5;27 september 2002 tot 26 september 2003;0.0;1.9;1.2;0.0;1.0;0.8
1669;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;5;26 september 2003 tot 24 september 2004;0.0;2.1;1.1;0.0;1.2;0.8
1670;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;5;24 september 2004 tot 30 september 2005;0.0;2.3;1.3;0.0;1.4;0.8
1671;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;5;30 september 2005 tot 29 september 2006;0.0;2.2;1.0;0.0;1.4;1.4
1672;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;5;29 september 2006 tot 28 september 2007;0.0;1.4;0.7;0.0;1.3;1.1
1673;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;5;28 september 2007 tot 26 september 2008;0.0;0.7;0.6;0.0;1.1;1.1
1674;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;6;24 september 1999 tot 29 september 2000;0.2;0.0;1.1;0.4;0.0;0.4
1675;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;6;29 september 2000 tot 28 september 2001;0.1;0.0;0.9;0.4;0.0;0.3
1676;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;6;28 september 2001 tot 27 september 2002;0.1;0.0;0.9;0.5;0.0;0.3
1677;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;6;27 september 2002 tot 26 september 2003;0.1;0.0;1.3;0.8;0.0;0.4
1678;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;6;26 september 2003 tot 24 september 2004;0.2;0.0;1.8;1.0;0.0;0.5
